194da19eb7f410061482e83bb03ed6d394d0ff0f2bd46a0ad48cff047cdabf30,2bfe9cf158884fe62f9177d675a290209db1f0f31c0349ae6698a2edbd5c449f,5f862ea1dcbf5c2c85c68b1a9f8b8d95e8d835fc2037baa95f889fac9f97ee08,5514b0c135fee233cc0ae349b00a25c8a505490c4d51e473b75b5bed6df06581,bb907b78af71c68b957488f006bb9dbec5a63c558584524b8e1aabdcd13b564e,67daafbee46522994b79584fe93662b864e362e66da6340f9024890df3fc7b05,6ed526ce7181f566613c725c0d7616230aecd0d288fd2a1fa796d40f15b70e38,6443c6857b1eb38ba304ff0361b3691a239f66f221eb157b9f94de76cbe00a62,43d33122d8722fe391dd8438b5bb7b2292c9838315ef9846b796e9910312e7a0,866d8bff7bed2cca0772b355d7b6c3873c5b6e3cba314f9495cf7e9b13621e39,395f515bc5ee215c7acec4484e14cc6dd0e4add177de9dc1d46c1ecb6c9fed7c,5451aa52b30f55e5d23c2d3be75d5fba1c57840030e556e5f7f7a889e20610d7,db80b1471317706a317bf7db00a8c085fa7e0dae47811ce45e577b7297cfc224,717920e103158c31530510f1f286c59bbb60c6d36ef6b9bfffd20622e7665ad1,84f7fe288ce241f460dbd1903a76c11d6e5bbffefde2193c55c2358852cd1708,1ef6e2412344011222a739c440ce7d119e78f890bf49aefc3db94a131b978a91,5d9c9488f501fd51c5ffd915d21142ed708e7eb0ce08c3aa39d80788b27014e7,b2c044610eafce2a67c6c75afa831d3c9093f55efe2ee0c1cc296adc3eca4457,18c0edaea3fa718f8d79df6fdc3978846dc6626f834a3bf0afc9d418d59a601d,1161667cb00d58e99dbb6d50798ec7130d1375745c65c0a0800c2c36449a7b4c
"2","失去記憶的龍人族少女","6","0","1","6080","6","40845","23569","22899","這個的名稱是什麼？","失去記憶的龍人族少女","「雪菲」的角色介紹詞。","26063","6","20154","6","龍人族少女","6","6"
"3","高鈣深色蔬菜","6","0","2","6081","6","37411","34092","33756","這個的名稱是什麼？","高鈣深色蔬菜","比一般的蔬菜含有較多的鈣質。","33394","6","28145","6","鈣深色蔬菜","6","6"
"2","Sugar cane","3","0","2","6082","3","83","97","114","這個的名稱是什麼？","Sugar cane","「甘蔗」的英文。","103","6","117","3","Sugar","3","2"
"2","不死鳥=Phoenix","3","0","2","6083","3","80","101","110","這個的名稱是什麼？","不死鳥=Phoenix","別稱菲尼克斯","111","6","104","3","Phoen","3","2"
"1","視覺=See、聽覺=Sound、觸覺=Feel、味覺=Taste、嗅覺=Smell","3","0","2","6084","3","83","108","108","這個的名稱是什麼？","視覺=See、聽覺=Sound、觸覺=Feel、味覺=Taste、嗅覺=Smell","所謂「五感」是指：","101","6","109","3","Smell","3","2"
"1","能歌善舞的超人氣偶像","6","0","1","6085","6","36229","20598","20687","這個的名稱是什麼？","能歌善舞的超人氣偶像","「望」的角色介紹詞。","27683","6","20154","6","超人氣偶像","6","6"
"3","守護人們而歌唱的唱喚士少女","6","0","1","6086","6","21809","23569","22899","這個的名稱是什麼？","守護人們而歌唱的唱喚士少女","「千歌」的角色介紹詞。","22763","6","21914","6","唱喚士少女","6","6"
"3","Omnivorous","3","0","2","6087","3","118","111","117","這個的名稱是什麼？","Omnivorous","「草食性」的英文為「Herbivorous」，那「雜食性」呢？","114","6","111","3","vorou","3","3"
"2","仰慕英雄的見習騎士少女","6","0","1","6088","6","35211","22763","22899","這個的名稱是什麼？","仰慕英雄的見習騎士少女","「茉莉」的角色介紹詞。","39438","6","32722","6","見習騎士女","6","6"
"3","雙角獸＝Bicorn","3","0","2","6089","3","105","114","110","這個的名稱是什麼？","雙角獸＝Bicorn","獨角獸＝Unicorn。　","111","6","99","3","icorn","3","3"
"1","地獄三頭犬","6","0","2","6090","6","22320","38957","29356","這個的名稱是什麼？","","被稱作「地獄看門犬」的三頭怪物。","19977","6","29508","6","地獄三頭犬","6","6"
"2","隱居在研究所，相當文靜的大姊姊","6","0","1","6091","6","25991","22986","22986","這個的名稱是什麼？","隱居在研究所，相當文靜的大姊姊","「似似花」的角色介紹詞。","22823","6","38748","6","文靜大姊姊","6","6"
"2","專門用拳頭來交朋友的打手龍少女","6","0","1","6092","6","25171","23569","22899","這個的名稱是什麼？","專門用拳頭來交朋友的打手龍少女","「嘉夜」的角色介紹詞。","40845","6","25163","6","打手龍少女","6","6"
"1","九尾狐玉藻前","6","0","2","6093","6","23614","34299","21069","這個的名稱是什麼？","九尾狐玉藻前","被稱為是「三國傳來之金毛九尾狐」、「九尾狐」、「殺生石」。","29577","6","29392","6","尾狐玉藻前","6","6"
"2","目標成為頂尖商人的元氣大小姐","6","0","1","6094","6","20803","23567","22992","這個的名稱是什麼？","目標成為頂尖商人的元氣大小姐","「秋乃」的角色介紹詞。","22823","6","27683","6","元氣大小姐","6","6"
"2","天樓霸斷劍","6","6095","1","6095","6","22825","26039","21133","這個的名稱是什麼？","","「矛依未」持有的大劍的名稱。","38712","6","27155","6","天樓霸斷劍","6","6"
"3","克蕾雅•波洋希亞","6","0","1","6096","6","20811","27874","27915","這個的名稱是什麼？","克蕾雅•波洋希亞","「克蕾琪塔」在夢境裡的姓名為？","38597","6","34174","6","克蕾雅波洋","6","6"
"1","七冠（Seven crowns)","3","6097","1","6097","3","99","119","110","這個的唸法是什麼？","七冠（Seven crowns)","","111","6","114","3","crown","3","3"
"2","波中比目魚","6","0","2","6098","6","27874","30446","39770","這個的名稱是什麼？","","古代常用「比目魚」比喻形影不離的情侶或朋友。 宋·梅堯臣的詩：「不見沙上雙飛鳥，莫取□□□□□」。","27604","6","20013","6","波中比目魚","6","6"
"3","一之瀨祈梨","6","0","1","6100","6","19968","31048","26792","這個的名稱是什麼？","","「祈梨」在夢境裡的姓名為？","28712","6","20043","6","一之瀨祈梨","6","6"
"3","伊莉亞•奧恩斯坦","6","0","1","6102","6","20126","26031","22374","左側的角色如何稱呼右邊的角色？","伊莉亞•奧恩斯坦","「伊莉亞」在夢境裡的姓名為？","24681","6","22887","6","亞奧恩斯坦","6","6"
"1","美美=粉色頭髮、禊=橘色頭髮、鏡華=紫色頭髮","6","0","1","6104","6","32654","37857","33775","這個角色的名稱是？","美美=粉色頭髮、禊=橘色頭髮、鏡華=紫色頭髮","公會【小小甜心】的成員。","31114","6","32654","6","美美禊鏡華","6","6"
"2","倉石惠理子","6","0","1","6105","6","20489","29702","23376","這個的名稱是什麼？","","「惠理子」在夢境裡的姓名為？","24800","6","30707","6","倉石惠理子","6","6"
"1","尤絲蒂亞娜•F•阿斯特賴亞","6","6112","1","6112","6","23588","20126","23068","這個角色的本名是？","尤絲蒂亞娜•F•阿斯特賴亞","","33922","6","32114","6","尤絲蒂亞娜","6","6"
"1","尤絲蒂亞娜","6","6113","1","6113","6","23588","20126","23068","這個的名稱是什麼？","","霸瞳皇帝的假名為：","33922","6","32114","6","尤絲蒂亞娜","6","6"
"1","拉比林斯達","6","6114","1","6114","6","25289","26031","36948","這個角色的名稱是？","","","26519","6","27604","6","拉比林斯達","6","6"
"2","迷宮女王=拉比林斯的女王","6","6115","1","6115","6","25289","26031","22899","這個的唸法是什麼？","迷宮女王=拉比林斯的女王","「拉比林斯達」的綽號。","26519","6","27604","6","拉比林斯女","6","6"
"3","拉基庫瑪爾‧拉基尼卡東","6","6116","1","6116","6","25289","21345","26481","這個角色的名稱是？","拉基庫瑪爾‧拉基尼卡東","「拉基拉基」的全名。","23612","6","22522","6","拉基尼卡東","6","6"
"2","悠久的統御黑夜之人","6","6117","1","6117","6","32113","22812","20154","這個的唸法是什麼？","悠久的統御黑夜之人","將「伊莉亞」升到★5時\n可獲得的稱號。","40657","6","24481","6","統御黑夜人","6","6"
"1","從桃子裡生出來的桃太郎","6","0","2","6119","6","26691","22826","37070","這個童話故事是？","從桃子裡生出來的桃太郎","與桃子有關","26691","6","23376","6","桃子桃太郎","6","6"
"1","吃毒蘋果的白雪公主","6","0","2","6120","6","27602","30333","38634","這個童話故事是？","吃毒蘋果的白雪公主","","26524","6","34315","6","毒蘋果白雪","6","6"
"2","弁慶的要害脛骨","6","0","2","6122","6","24321","23475","39592","這個的名稱是什麼？","弁慶的要害脛骨","脛骨正面。此外，就算是強壯的人，這個部位也容易感到疼痛，是人體的弱點。","35201","6","24950","6","弁慶要害骨","6","6"
"2","親人又多話的妹系少女","6","0","1","6132","6","35242","22810","35441","這個的名稱是什麼？","親人又多話的妹系少女","「璃乃」的角色介紹詞。","21448","6","20154","6","親人又多話","6","6"
"3","蝌蚪=Tadpole","3","0","2","6134","3","84","112","111","這個的名稱是什麼？","蝌蚪=Tadpole","長大後會變成「青蛙」的生物。","100","6","97","3","Tadpo","3","2"
"1","依里和茜里","6","0","1","6135","6","20381","33564","37324","這個角色的名字是什麼？","","公主連結中登場的角色，作為「雙胞胎姊妹」廣為人知的兩人。(也請填入連接詞)","21644","6","37324","6","依里和茜里","6","6"
"1","義賊幻影貓","6","6136","1","6136","6","32681","24433","35987","這個的名稱是什麼？","","將「珠希」升到★6時\n可獲得的稱號。","24187","6","36042","6","義賊幻影貓","6","6"
"1","狂暴格里芬","6","6137","1","6137","6","29378","37324","33452","這隻怪物的名稱是什麼？","","","26684","6","26292","6","狂暴格里芬","6","6"
"2","嚮往「朋友」的精靈之森女孩","6","0","1","6138","6","31934","22899","23401","這個的名稱是什麼？","嚮往「朋友」的精靈之森女孩","「碧」的角色介紹詞。","26862","6","38728","6","精靈森女孩","6","6"
"1","靈咕嚕靈波","6","0","1","6139","6","38728","38728","27874","這句台詞為？","","真步口頭禪之一：「神奇真步魔法□，□□□□～……☆」。","22165","6","21653","6","靈咕嚕靈波","6","6"
"2","成熟的淑女","6","6140","1","6140","6","25104","28113","22899","這個的名稱是什麼？","","將「美咲」升到★5時\n可獲得的稱號。","30340","6","29087","6","成熟的淑女","6","6"
"2","常保童話之心的公主","6","6141","1","6141","6","31461","24515","30340","這個的名稱是什麼？","常保童話之心的公主","將「真步」升到★6時\n可獲得的稱號。","20043","6","35441","6","童話之心的","6","6"
"2","在下的主人","6","6142","1","6142","6","22312","20027","20154","這個的名稱是什麼？","","將「可可蘿」升到★5時\n可獲得的稱號。","30340","6","19979","6","在下的主人","6","6"
"2","虐待狂先生","6","6143","1","6143","6","34384","20808","29983","左側的角色如何稱呼右邊的角色？","","","29378","6","24453","6","虐待狂先生","6","6"
"2","優妮們的總裁","6","6144","1","6144","6","20778","32317","35009","這個的名稱是什麼？","優妮們的總裁","將「優妮」升到★5時\n可獲得的稱號。","20497","6","22958","6","優妮們總裁","6","6"
"2","Sloth","3","0","2","6146","3","83","116","104","這個的名稱是什麼？","","「樹懶」的英文。","111","6","108","3","Sloth","3","2"
"3","迷你小灰蝶","6","0","2","6147","6","36855","28784","34678","這個的名稱是什麼？","","蝴蝶品種之一，翅膀表面黑褐色，近基部處有藍紫色光澤，又稱為迷你藍灰蝶。","23567","6","20320","6","迷你小灰蝶","6","6"
"3","魔法少女Purely★栞","3","6151","1","6151","3","80","101","108","這個角色的名稱是？","魔法少女Purely★栞","","114","6","117","3","Purel","3","2"
"3","魔法少女Shiny★智","3","6153","1","6153","3","83","110","121","這個角色的名稱是？","魔法少女Shiny★智","","105","6","104","3","Shiny","3","2"
"1","Human","3","0","2","6155","3","72","97","110","這個的名稱是什麼？","","「人類」的英文。","109","6","117","3","Human","3","2"
"1","獅子=Lion 老鷹=Eagle","3","0","2","6157","3","69","108","101","這個的名稱是什麼？","獅子=Lion 老鷹=Eagle","","103","6","97","3","Eagle","3","2"
"3","棋石小灰蝶","6","0","2","6160","6","26827","28784","34678","這個的名稱是什麼？","","蝴蝶的品種之一，前後翅面黑褐色，翅腹面白色密布黑色的斑點。又稱為林灰蝶。","23567","6","30707","6","棋石小灰蝶","6","6"
"1","知性的美少女名偵探","6","6161","1","6161","6","23569","20597","25506","這個的名稱是什麼？","知性的美少女名偵探","將「霞」升到★5時\n可獲得的稱號。","21517","6","22899","6","少女名偵探","6","6"
"3","諸神的黃昏","6","0","2","6162","6","35576","40643","26127","這個的名稱是什麼？","","芬里爾是神話中登場的巨狼。據說在□□□□□中將奧丁吞噬。","30340","6","31070","6","諸神的黃昏","6","6"
"1","公會管理協會","6","0","1","6164","6","20844","29702","21332","這個的名稱是什麼？","公會管理協會","管理蘭德索爾各公會的公家機關。","31649","2","26371","6","公會管理協","6","6"
"2","燃燒中的純真少女","6","6165","1","6165","6","29123","32020","30495","這個的名稱是什麼？","燃燒中的純真少女","將「日和」升到★6時\n可獲得的稱號。","20013","6","29138","6","燃燒中純真","6","6"
"2","該死的眼鏡女","6","6166","1","6166","6","35442","37857","22899","左側的角色如何稱呼右邊的角色？","該死的眼鏡女","","30524","6","27515","6","該死眼鏡女","6","6"
"3","裂唇嗅反應","6","0","2","6167","6","35010","21453","25033","這個的名稱是什麼？","","貓等動物在聞到強烈的氣味時會張著眼睛或嘴巴，露出獨特表情的現象。","21957","6","21767","6","裂唇嗅反應","6","6"
"1","Shark","3","0","2","6168","3","83","114","107","這個的名稱是什麼？","","「鯊魚」的英文。","97","6","104","3","Shark","3","2"
"2","端莊正直的嬌小優等生","6","0","1","6169","6","23308","31561","29983","這個的名稱是什麼？","端莊正直的嬌小優等生","「鏡華」的角色介紹詞。","20778","6","23567","6","嬌小優等生","6","6"
"3","虎眼萬年青","6","0","2","6170","6","34382","24180","38738","這個的名稱是什麼？","","又名珍珠草，其花為頭狀花序，是很有名的觀賞植物。","33836","6","30524","6","虎眼萬年青","6","6"
"2","染井吉野櫻","6","0","2","6171","6","26579","37326","27387","這個的名稱是什麼？","","在櫻花樹種中非常受歡迎的一種。一般作為櫻花的形象最廣為人知。","21513","6","20117","6","染井吉野櫻","6","6"
"3","Dandelion","3","0","2","6172","3","68","100","101","這個的名稱是什麼？","Dandelion","「蒲公英」的英文名。","110","6","97","3","Dande","3","2"
"3","為了大家使用超能力的睡美人","6","0","1","6173","6","33021","32654","20154","這個的名稱是什麼？","為了大家使用超能力的睡美人","「初音」的角色介紹詞。","30561","6","21147","6","能力睡美人","6","6"
"3","Carnation","3","0","2","6174","3","67","110","97","這個的名稱是什麼？","Carnation","「康乃馨」的英文。","114","6","97","3","Carna","3","2"
"2","阿比西尼亞貓","6","0","2","6175","6","38463","23612","20126","這個的名稱是什麼？","阿比西尼亞貓","貓的品種之一。美國最受歡迎的短毛貓種。","35199","6","27604","6","阿比西尼亞","6","6"
"2","清廉克勤的劍士","6","0","1","6176","6","24265","21133","22763","這個的名稱是什麼？","清廉克勤的劍士","將「怜」升到★5時可獲得的稱號。","21220","6","20811","6","廉克勤劍士","6","6"
"2","美國大山貓","6","0","2","6177","6","32654","23665","35987","這個的名稱是什麼？","","貓的品種之一，有很強適應力的掠食者。","22823","6","22283","6","美國大山貓","6","6"
"2","英國短毛貓","6","0","2","6178","6","33521","27611","35987","這個的名稱是什麼？","","貓的品種之一。恬靜、溫馴，易於相處。長得像泰迪熊。","30701","6","22283","6","英國短毛貓","6","6"
"1","吸血鬼德古拉","6","0","2","6179","6","21560","21476","25289","這個的名稱是什麼？","吸血鬼德古拉","非常廣為人知的怪物。特徵是會吸取獵物的血，據說十字架和大蒜是弱點。","24503","6","34880","6","吸血德古拉","6","6"
