154354229d04bf59a72268748366e78ac1c237f98c1c648e77a103e3437ee12f,36db4943d6c29165d67c3b7187e75ee8855e650afcc4d7da6c9ee0a88b52c4ed,f6c09f191b2d40af0f8cdb973c6bccae3075c79fd7a1d50bb0e8f4d9d9564c73,c4854c86fd55bab1bc08c9ebceb9239d9633b5dfa7d5b86290d70ba1d6ce2f8b,95a0376a0d6c46b0e31cb33b843641d84a55d17dd77bd343cf6b7d2268c28fc0,20d7b948036d0f6e6417398a24b1d74f5f8e5ec20bfb55e6bc5ff26738f8acc8,1cfb811d6b74d2a173a0b66ff97bbc95e553043781527e33656a5e4347d7dbb7,173b7af2f6dd8f69348891330e58d3777fba066bbd50b0d429001e705325f9d8,72d7d35f07064c4f622e7200c2cf3c28893c9560d4b7462b43cdb5ab1b1f4645,1c6669c67080ba4d9e68d7750b5dee00901b1a40bd0cd30754470a0f48f056b8,a63e66f2e785d7682d3e80f180770f3b77d6a38811e2252afdf145a9667ed216
"","","wac_birthday_talk_kyapi","111011","3","1","37914","","","37914074","0.2"
"","","","37914072","91","","37914","","","37914075",""
"","","","0","22","","37914","","","37914076",""
"","","bgm_M321_2C","bgm_M321","25","","38014","","","38014001",""
"wac_birthday_idle_normal","-1000","104611","1","1","250","38014","0","-70","38014002","2"
"wac_birthday_idle_normal","200","104811","1","1","256","38014","1","-270","38014003","2"
"wac_birthday_idle_wish","320","103411","1","1","258","38014","1","-310","38014004","2"
"wac_birthday_idle_normal","440","103211","1","1","257","38014","1","-290","38014005","2"
"","","300","104611","13","","38014","","","38014006",""
"","","300","104811","13","","38014","","","38014007",""
"","","300","103411","13","","38014","","","38014008",""
"","","300","103211","13","","38014","","","38014009",""
"","0","600","600","31","0","38014","","1","38014010","1"
"","0","602","602","31","0","38014","","1","38014011","0"
"","0","603","603","31","0","38014","","1","38014012","0"
"","60","604","604","31","30","38014","","1","38014013","1"
"","0","610","610","31","0","38014","","1","38014014","1"
"","0","700","700","31","0","38014","","1","38014015","0"
"","0","701","701","31","0","38014","","1","38014016","0"
"","0","702","702","31","0","38014","","1","38014017","0"
"","0","800","800","31","0","38014","","1","38014018","0"
"","60","965","965","31","30","38014","","1","38014019","1"
"","","","1","93","","38014","","","38014020",""
"","wac_birthday_reaction_03","wac_birthday_reaction_01","103411","3","0","38014","0.2","1","38014021","0.2"
"","","","0.1","93","","38014","","","38014022",""
"","wac_birthday_reaction_03","wac_birthday_reaction_05","104811","3","0","38014","0.2","1","38014023","0.2"
"","wac_birthday_reaction_04","wac_birthday_reaction_02","103211","3","0","38014","0.2","1","38014024","0.2"
"","","","0.3","93","","38014","","","38014025",""
"","","wac_birthday_run_01","104611","3","1","38014","","","38014026","0.2"
"","3","0","104611","2","-70","38014","","","38014027",""
"","","","2.5","93","","38014","","","38014028",""
"","","1","602","32","","38014","","","38014029",""
"","","","0.6","93","","38014","","","38014030",""
"","","0","600","32","","38014","","","38014031",""
"","","0","610","32","","38014","","","38014032",""
"","","0","604","32","","38014","","","38014033",""
"","","1","701","32","","38014","","","38014034",""
"","0.01","0","965","33","0","38014","","","38014035",""
"","wac_birthday_wish_02","wac_birthday_blowout_01","104611","3","0","38014","0.2","1","38014036","0.2"
"","0.01","-200","104611","2","-330","38014","","","38014037",""
"","","wac_birthday_idle_normal","104811","3","1","38014","","","38014038","0.2"
"","0.01","180","104811","2","-320","38014","","","38014039",""
"","","wac_birthday_idle_wish","103411","3","1","38014","","","38014040","0.2"
"","0.01","290","103411","2","-360","38014","","","38014041",""
"","","wac_birthday_idle_normal","103211","3","1","38014","","","38014042","0.2"
"","0.01","425","103211","2","-340","38014","","","38014043",""
"","","","0","93","","38014","","","38014044",""
"","","1","800","32","","38014","","","38014045",""
"","","","0.7","93","","38014","","","38014046",""
"","","1","702","32","","38014","","","38014047",""
"","","","0.5","93","","38014","","","38014048",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","38014","","","38014049",""
"","","0","701","32","","38014","","","38014050",""
"","","","0.4","93","","38014","","","38014051",""
"","","se_sys_login_birthday_cracker","se_common","23","0","38014","","","38014052",""
"","","1","700","32","","38014","","","38014053",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","38014","","","38014054",""
"","wac_birthday_idle_normal","wac_birthday_clap","104811","3","0","38014","0.2","1","38014055","0.2"
"","","","0.1","93","","38014","","","38014056",""
"","wac_birthday_idle_wish","wac_birthday_clap_to_wish","103411","3","0","38014","0.2","1","38014057","0.2"
"","","","0.1","93","","38014","","","38014058",""
"","wac_birthday_idle_normal","wac_birthday_clap","103211","3","0","38014","0.2","1","38014059","0.2"
"","","","2","93","","38014","","","38014060",""
"","","","1","131","","38014","","","38014061",""
"","0","vo_wac_38014_000","vo_wac_38014","21","0","38014","","","38014062",""
"0.5","1","謝謝你們為我慶生喵～！\n而且除了蛋糕之外，\n甚至還準備了禮物……\n大家都送了些什麼喵？","104611","11","10","38014","0","1","38014063","0"
"","","","0","91","","38014","","","38014064",""
"","","wac_birthday_idle_smile","104611","3","1","38014","","","38014065","0.2"
"","","wac_birthday_talk_normal","104811","3","1","38014","","","38014066","0.2"
"","0","vo_wac_38014_001","vo_wac_38014","21","0","38014","","","38014067",""
"0.5","1","我是送書喔。\n書名是《貓咪也做得到的節約術》。\n希望對妳日常的節儉有所幫助。","104811","11","10","38014","0","1","38014068","0"
"","","","0","91","","38014","","","38014069",""
"","","wac_birthday_idle_normal","104811","3","1","38014","","","38014070","0.2"
"","","wac_birthday_talk_smile","103411","3","1","38014","","","38014071","0.2"
"","0","vo_wac_38014_002","vo_wac_38014","21","0","38014","","","38014072",""
"0.5","1","哎呀，我也是送書呢。\n是本名為《貓咪也看得懂的麥酒歷史》的書。\n希望妳讀了之後，\n對麥酒有更深一層的認識♪","103411","11","10","38014","0","1","38014073","0"
"","","","0","91","","38014","","","38014074",""
"","","wac_birthday_idle_smile","103411","3","1","38014","","","38014075","0.2"
"","","wac_birthday_talk_sad","104611","3","1","38014","","","38014076","0.2"
"","0","vo_wac_38014_003","vo_wac_38014","21","0","38014","","","38014077",""
"0.5","1","……感謝大家的心意喵。\n不過，總覺得大家似乎認為\n只要跟貓咪有關，不管送什麼都好的樣子喵？\n難不成連秋乃也是這樣覺得喵？","104611","11","10","38014","0","1","38014078","0"
"","","","0","91","","38014","","","38014079",""
"","","wac_birthday_idle_sad","104611","3","1","38014","","","38014080","0.2"
"","","wac_birthday_talk_doya","103211","3","1","38014","","","38014081","0.2"
"","0","vo_wac_38014_004","vo_wac_38014","21","0","38014","","","38014082",""
"0.5","1","可別太小看我！\n不論是做生意還是挑選禮物，我都是直球對決。\n我的禮物很乾脆，就是一年份的鯛魚燒！！\n來，請整箱收下吧♪","103211","11","10","38014","0","1","38014083","0"
"","","","0","91","","38014","","","38014084",""
"","","wac_birthday_idle_doya","103211","3","1","38014","","","38014085","0.2"
"","","wac_birthday_talk_smile","104611","3","1","38014","","","38014086","0.2"
"","0","vo_wac_38014_005","vo_wac_38014","21","0","38014","","","38014087",""
"0.5","1","秋乃很了解我呢喵～♪\n……唔，仔細一看，保存期限\n竟然只有三天喵！？\n大、大家一起分著吃完喵～！！","104611","11","10","38014","0","1","38014088","0"
"","","1","4","93","","38014","","","38014089",""
"","","wac_birthday_talk_anger","104611","3","1","38014","","","38014090","0.2"
"","","","38014088","91","","38014","","","38014091",""
"","","","0","22","","38014","","","38014092",""
"","","bgm_M321_2C","bgm_M321","25","","38214","","","38214001",""
"wac_birthday_idle_normal","-1000","103311","1","1","250","38214","0","-70","38214002","2"
"wac_birthday_idle_smile","200","103811","1","1","256","38214","1","-270","38214003","2"
"wac_birthday_idle_normal","300","102611","1","1","258","38214","1","-310","38214004","2"
"wac_birthday_idle_doya","440","105211","1","1","257","38214","1","-290","38214005","2"
"","","300","103311","13","","38214","","","38214006",""
"","","300","103811","13","","38214","","","38214007",""
"","","300","102611","13","","38214","","","38214008",""
"","","300","105211","13","","38214","","","38214009",""
"","0","600","600","31","0","38214","","1","38214010","1"
"","0","602","602","31","0","38214","","1","38214011","0"
"","0","603","603","31","0","38214","","1","38214012","0"
"","60","604","604","31","30","38214","","1","38214013","1"
"","0","610","610","31","0","38214","","1","38214014","1"
"","0","700","700","31","0","38214","","1","38214015","0"
"","0","701","701","31","0","38214","","1","38214016","0"
"","0","702","702","31","0","38214","","1","38214017","0"
"","0","800","800","31","0","38214","","1","38214018","0"
"","60","966","966","31","30","38214","","1","38214019","1"
"","","","1","93","","38214","","","38214020",""
"","wac_birthday_reaction_03","wac_birthday_reaction_01","102611","3","0","38214","0.2","1","38214021","0.2"
"","","","0.1","93","","38214","","","38214022",""
"","wac_birthday_reaction_04","wac_birthday_reaction_05","103811","3","0","38214","0.2","1","38214023","0.2"
"","wac_birthday_reaction_03","wac_birthday_reaction_02","105211","3","0","38214","0.2","1","38214024","0.2"
"","","","0.3","93","","38214","","","38214025",""
"","","wac_birthday_run_01","103311","3","1","38214","","","38214026","0.2"
"","3","0","103311","2","-70","38214","","","38214027",""
"","","","2.5","93","","38214","","","38214028",""
"","","1","602","32","","38214","","","38214029",""
"","","","0.6","93","","38214","","","38214030",""
"","","0","600","32","","38214","","","38214031",""
"","","0","610","32","","38214","","","38214032",""
"","","0","604","32","","38214","","","38214033",""
"","","1","701","32","","38214","","","38214034",""
"","0.01","0","966","33","0","38214","","","38214035",""
"","wac_birthday_wish_02","wac_birthday_blowout_01","103311","3","0","38214","0.2","1","38214036","0.2"
"","0.01","-200","103311","2","-330","38214","","","38214037",""
"","","wac_birthday_idle_smile","103811","3","1","38214","","","38214038","0.2"
"","0.01","180","103811","2","-320","38214","","","38214039",""
"","","wac_birthday_idle_normal","102611","3","1","38214","","","38214040","0.2"
"","0.01","280","102611","2","-360","38214","","","38214041",""
"","","wac_birthday_idle_doya","105211","3","1","38214","","","38214042","0.2"
"","0.01","420","105211","2","-340","38214","","","38214043",""
"","","","0","93","","38214","","","38214044",""
"","","1","800","32","","38214","","","38214045",""
"","","","0.7","93","","38214","","","38214046",""
"","","1","702","32","","38214","","","38214047",""
"","","","0.5","93","","38214","","","38214048",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","38214","","","38214049",""
"","","0","701","32","","38214","","","38214050",""
"","","","0.4","93","","38214","","","38214051",""
"","","se_sys_login_birthday_cracker","se_common","23","0","38214","","","38214052",""
"","","1","700","32","","38214","","","38214053",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","38214","","","38214054",""
"","wac_birthday_idle_smile","wac_birthday_clap","103811","3","0","38214","0.2","1","38214055","0.2"
"","","","0.1","93","","38214","","","38214056",""
"","wac_birthday_idle_normal","wac_birthday_clap","102611","3","0","38214","0.2","1","38214057","0.2"
"","","","0.1","93","","38214","","","38214058",""
"","wac_birthday_idle_doya","wac_birthday_clap","105211","3","0","38214","0.2","1","38214059","0.2"
"","","","2","93","","38214","","","38214060",""
"","","","1","131","","38214","","","38214061",""
"","0","vo_wac_38214_000","vo_wac_38214","21","0","38214","","","38214062",""
"0.5","1","各位，謝謝你們\n今天為我慶生～♪\n那個……嗯……！","103311","11","10","38214","0","1","38214063","0"
"","","1","6","93","","38214","","","38214064",""
"","","wac_birthday_talk_sad","103311","3","1","38214","","","38214065","0.2"
"","","","38214063","91","","38214","","","38214066",""
"","","wac_birthday_idle_sad","103311","3","1","38214","","","38214067","0.2"
"","","wac_birthday_talk_sad","103811","3","1","38214","","","38214068","0.2"
"","0","vo_wac_38214_001","vo_wac_38214","21","0","38214","","","38214069",""
"0.5","1","真陽，怎麼了嗎……？\n該不會是生日蛋糕\n有什麼異狀……？","103811","11","10","38214","0","1","38214070","0"
"","","","0","91","","38214","","","38214071",""
"","","wac_birthday_idle_normal","103811","3","1","38214","","","38214072","0.2"
"","","wac_birthday_talk_normal","103311","3","1","38214","","","38214073","0.2"
"","0","vo_wac_38214_002","vo_wac_38214","21","0","38214","","","38214074",""
"0.5","1","不，不是這樣的！？\n我很高興大家為我祝福，\n只是在煩惱該用什麼樣的笑話\n來表現我的心情……","103311","11","10","38214","0","1","38214075","0"
"","","","0","91","","38214","","","38214076",""
"","","wac_birthday_idle_normal","103311","3","1","38214","","","38214077","0.2"
"","","wac_birthday_talk_smile","102611","3","1","38214","","","38214078","0.2"
"","0","vo_wac_38214_003","vo_wac_38214","21","0","38214","","","38214079",""
"0.5","1","不用了，這樣會模糊了焦點。\n普通的答謝就夠了。\n別把氣氛搞得太凝重了，是吧？","102611","11","10","38214","0","1","38214080","0"
"","","","0","91","","38214","","","38214081",""
"","","wac_birthday_idle_smile","102611","3","1","38214","","","38214082","0.2"
"","","wac_birthday_talk_smile","105211","3","1","38214","","","38214083","0.2"
"","0","vo_wac_38214_004","vo_wac_38214","21","0","38214","","","38214084",""
"0.5","1","沒錯沒錯。\n與其面露苦惱，\n不如和大家一起開心享用\n美味的蛋糕吧♪","105211","11","10","38214","0","1","38214085","0"
"","","","0","91","","38214","","","38214086",""
"","","wac_birthday_idle_smile","105211","3","1","38214","","","38214087","0.2"
"","","wac_birthday_talk_smile","103311","3","1","38214","","","38214088","0.2"
"","0","vo_wac_38214_005","vo_wac_38214","21","0","38214","","","38214089",""
"0.5","1","不，我一定要用笑話\n好好地謝謝大家！……有了！\n生日，升天日！\n那麼，讓我們今年也一飛沖天吧！","103311","11","10","38214","0","1","38214090","0"
"","","","0","91","","38214","","","38214091",""
"","","","0","22","","38214","","","38214092",""
"","","bgm_M321_2C","bgm_M321","25","","38614","","","38614001",""
"wac_birthday_idle_normal","-1000","105111","1","1","250","38614","0","-70","38614002","2"
"wac_birthday_idle_smile","170","105611","1","1","256","38614","1","-260","38614003","2"
"wac_birthday_idle_doya","270","100911","1","1","259","38614","1","-310","38614004","2"
"wac_birthday_idle_wish","400","101311","1","1","257","38614","1","-270","38614005","2"
"wac_birthday_idle_normal","510","102711","1","1","258","38614","1","-310","38614006","2"
"","","300","105111","13","","38614","","","38614007",""
