682795edc029457e9e7fb6d5e77cb3c7f7035eb978ebe4a6b2eebaf1ccd3a3d3,dea336e9ef7a4c48e04687ec332318996e8da9f160309e14f7fd9873fe1d90a9,2bc486028c7d53cb96cac264791f452d92539d5bec2a303dc8636847c77e70b6,8fda1db22bcef6e280350c3077ca496a19ab55e1ac221b1441e7a38cd7e76d28,9d81d41736c21ab9a01ae00481bf4e539b16a86fe28b87da664bfbe70be70056,fd25fc4885dde7742a9ab9a0266554c258d54921b2a3f4c22d0753d1c0f755ce,1545a1bc4fa889e6b0926a7eb1bef9bb939dfcf06bd8fcc5947768c8510d5ca7,268e22ca3de4fec2a0ac2d3e4bfea458a9fbd86d7a84015792b607a3bd088e04,7189b221f8c685413fd5a1946fb5f49e1ea14f23831d53429a4e27cfcc4474a6,367ed9cde6401bb608b0f18f2fbadfea4c09aaba93b1739b270da46a4e0ffa66,c4ef4145ded9f6ba02c36cc33b8dc5ed8c50877551d5c504739b590e64df2997
"","","40152","","","1401520065","32","","1","","401304"
"","","40152","","","1401520066","23","","se_travel_top_aruma_10","","se_travel_top"
"","","40152","","","1401520067","93","","0","","0.3"
"","1","40152","0.3","","1401520068","3","","travel_topdrama_r_4013_touch_loop","","1000002"
"","","40152","","","1401520069","93","","0","","0.2"
"","","40152","","","1401520070","23","","se_travel_top_aruma_05","","se_travel_top"
"","","40152","","","1401520071","93","","0","","0.83"
"","","40152","","0","1401520072","4","","0","","8"
"","-195","40152","","0","1401520073","2","","-20","0","8"
"","0","40152","0","","1401520074","3","","travel_topdrama_r_4013_catch_2","","8"
"","","40152","","","1401520075","23","","se_travel_top_aruma_11","","se_travel_top"
"","0","40152","0.1","0","1401520076","3","0.1","travel_topdrama_r_4013_safe","travel_topdrama_r_4013_static","7"
"","0","40152","0.1","1","1401520077","3","0","travel_topdrama_r_4013_catch","travel_topdrama_r_4013_runaway","1000002"
"","","40152","","","1401520078","32","","1","","4013132"
"","","40152","","","1401520079","93","","0","","0.66"
"","","40152","","","1401520080","32","","1","","4013122"
"","","40152","","","1401520081","23","","se_travel_top_aruma_12","","se_travel_top"
"","","40152","","","1401520082","93","","0","","0.97"
"","","40152","","","1401520083","4","","1","","1000002"
"","1","40152","0","","1401520084","3","","travel_topdrama_r_4013_runaway","","1000002"
"","1","40152","0.1","","1401520085","3","","travel_topdrama_r_4000_run_normal","","1000003"
"","","40152","","","1401520086","23","","se_travel_top_aruma_08","","se_travel_top"
"","","40152","","0","1401520087","4","","1","","8"
"","-195","40152","","0","1401520088","2","","-1600","2.5","8"
"","1","40152","0","","1401520089","3","","travel_topdrama_r_4013_runaway_2","","8"
"","-195","40152","","0","1401520090","2","","-1600","2.5","1000002"
"","-195","40152","","0","1401520091","2","","-20","1.4","1000003"
"","","40152","","","1401520092","93","","0","","1.4"
"","0","40152","0.2","1","1401520093","3","0.3","travel_topdrama_r_4013_touch_3","travel_topdrama_r_4013_touch_loop","1000003"
"","","40152","","","1401520094","32","","1","","401311"
"","","40152","","","1401520095","93","","0","","1"
"","0","40152","0","","1401520096","3","","travel_topdrama_r_4013_danger_3_in","","7"
"","","40152","","","1401520097","93","","0","","2.16"
"","","40152","","","1401520098","32","","1","","4013042"
"","","40152","","","1401520099","93","","0","","0.54"
"","1","40152","0.3","","1401520100","3","","travel_topdrama_r_4013_touch_loop","","1000003"
"","","40152","","","1401520101","93","","0","","1.07"
"","0","40152","0.1","1","1401520102","3","0.1","travel_topdrama_r_4013_danger_3_safe","travel_topdrama_r_4013_static","7"
"","","40152","","","1401520103","32","","1","","401315"
"","","40152","","","1401520104","23","","se_travel_top_aruma_15","","se_travel_top"
"","","40152","","","1401520105","93","","0","","0.83"
"","","40152","","","1401520106","32","","1","","401316"
"","","40152","","","1401520107","93","","0","","1.2"
"","","40152","","0","1401520108","4","","0","","8"
"","-195","40152","","0","1401520109","2","","-20","0","8"
"","0","40152","0","","1401520110","3","","travel_topdrama_r_4013_catch_3","","8"
"","","40152","","","1401520111","23","","se_travel_top_aruma_16","","se_travel_top"
"","","40152","","","1401520112","32","","1","","4013133"
"","0","40152","0.1","1","1401520113","3","0","travel_topdrama_r_4013_catch","travel_topdrama_r_4013_runaway","1000003"
"","","40152","","","1401520114","93","","0","","0.66"
"","","40152","","","1401520115","32","","1","","4013123"
"","","40152","","","1401520116","23","","se_travel_top_aruma_17","","se_travel_top"
"","","40152","","","1401520117","93","","0","","0.97"
"","","40152","","","1401520118","4","","1","","1000003"
"","1","40152","0","","1401520119","3","","travel_topdrama_r_4013_runaway","","1000003"
"","","40152","","","1401520120","23","","se_travel_top_aruma_08","","se_travel_top"
"","","40152","","0","1401520121","4","","1","","8"
"","-195","40152","","0","1401520122","2","","-1600","2.5","8"
"","1","40152","0","","1401520123","3","","travel_topdrama_r_4013_runaway_3","","8"
"","-195","40152","","0","1401520124","2","","-1600","2.5","1000003"
"","","40152","","","1401520125","93","","0","","1"
"","","40152","","","1401520126","111","","","","0"
"","","40152","","","1401520127","91","","","","0"
"","0","40161","1","1","1401610001","31","","401600","0","401600"
"normal","110","40161","1","-77","1401610002","5","0","0","0","0"
"","","40161","","","1401610003","91","","0","","0"
"travel_topdrama_r_4016_look_in","50","40162","1.75","-184","1401620001","1","0","1000001","-134","1"
"travel_topdrama_r_4016_look_in","55","40162","1.75","-184","1401620002","1","1","1000002","134","1"
"static","30","40162","1","-310","1401620003","5","0","401699","-7","19"
"empty","70","40162","1","-310","1401620004","5","0","401698","-7","26"
"","0","40162","1","1","1401620005","31","","401601","0","401601"
"","0","40162","1","1","1401620006","31","","401602","0","401602"
"","0","40162","0","1","1401620007","31","","401603","0","401603"
"","0","40162","0","1","1401620008","31","","401605","0","401605"
"","0","40162","0","1","1401620009","31","","401606","0","401606"
"","0","40162","0","1","1401620010","31","","401607","0","401607"
"","0","40162","0","1","1401620011","31","","401608","0","401608"
"","0","40162","0","1","1401620012","31","","401609","0","401609"
"","0","40162","0","1","1401620013","31","","400016","0","400016"
"","0","40162","1","1","1401620014","31","","401620","0","401620"
"","","40162","","","1401620015","91","","","","0"
"","","40162","","","1401620016","32","","1","","400016"
"","","40162","","","1401620017","32","","1","","401603"
"","","40162","","","1401620018","32","","1","","401606"
"","0","40162","0","","1401620019","3","","travel_topdrama_r_4016_look_out","","1000001"
"","0","40162","0","","1401620020","3","","travel_topdrama_r_4016_look_out","","1000002"
"","0","40162","0","","1401620021","3","","start","","401699"
"","","40162","","","1401620022","93","","0","","1.7"
"","0","40162","0.2","0","1401620023","3","0","travel_topdrama_r_4016_hop_R","travel_topdrama_r_4016_jump_surprise","1000002"
"","","40162","","","1401620024","91","","","","1401620019"
"","0","40162","0.2","1","1401620025","3","0","travel_topdrama_r_4016_hop_L","travel_topdrama_r_4016_jump_normal","1000001"
"","","40162","","","1401620026","91","","","","1401620021"
"","1","40162","0","","1401620027","3","","bound","","401699"
"","","40162","","","1401620028","91","","","","1401620023"
"","1","40162","0.2","","1401620029","3","","travel_topdrama_r_4016_jump_normal","","1000002"
"","1","40162","0.2","","1401620030","3","","bound","","401699"
"","","40162","","","1401620031","93","","0","","4.6"
"","0","40162","0","1","1401620032","3","0","jump","idle","401699"
"","0","40162","0","","1401620033","3","","rock_1","","401698"
"","0.3","40162","","","1401620034","122","","10","","10"
"","","40162","","","1401620035","32","","1","","401607"
"","0","40162","","","1401620036","23","","se_travel_top_mandragora_06","","se_travel_top"
"","0","40162","0","","1401620037","3","","travel_topdrama_r_4016_bounce_normal_L","","1000001"
"","","40162","","","1401620038","93","","0","","0.2"
"","0","40162","0","","1401620039","3","","travel_topdrama_r_4016_bounce_normal_R","","1000002"
"","","40162","","","1401620040","32","","1","","401605"
"","","40162","","","1401620041","93","","0","","0.7"
"","0.3","40162","","","1401620042","122","","10","","10"
"","0","40162","","","1401620043","23","","se_travel_top_mandragora_07","","se_travel_top"
"","0","40162","","","1401620044","23","","se_travel_top_mandragora_08","","se_travel_top"
"","","40162","","","1401620045","91","","0","","1401620037"
"","0","40162","0","","1401620046","3","","travel_topdrama_r_4016_run","","1000001"
"","0","40162","0","","1401620047","3","","travel_topdrama_r_4016_run","","1000002"
"","","40162","","","1401620048","32","","1","","401608"
"","","40162","","","1401620049","32","","1","","401609"
"","","40162","","","1401620050","93","","0","","2.13"
"","","40162","","","1401620051","111","","","",""
"","","40162","","","1401620052","91","","","","0"
"","0","40171","1","1","1401710001","31","","401700","0","401700"
"normal","110","40171","1","-77","1401710002","5","0","0","0","0"
"","","40171","","","1401710003","91","","0","","0"
"travel_topdrama_r_4016_look_in","50","40172","1.75","-184","1401720001","1","0","1000001","-134","1"
"travel_topdrama_r_4016_look_in","55","40172","1.75","-184","1401720002","1","1","1000002","134","1"
"static","30","40172","1","-310","1401720003","5","0","401799","-7","19"
"","0","40172","1","1","1401720004","31","","401701","0","401701"
"","0","40172","1","1","1401720005","31","","401702","0","401702"
"","0","40172","0","1","1401720006","31","","401703","0","401703"
"","0","40172","0","1","1401720007","31","","401705","0","401705"
"","0","40172","0","1","1401720008","31","","401706","0","401706"
"","0","40172","0","1","1401720009","31","","401707","0","401707"
"","0","40172","0","1","1401720010","31","","401708","0","401708"
"","0","40172","0","1","1401720011","31","","400017","0","400017"
"","0","40172","1","1","1401720012","31","","401720","0","401720"
"","","40172","","","1401720013","91","","","","0"
"","","40172","","","1401720014","32","","1","","400017"
"","","40172","","","1401720015","32","","1","","401703"
"","","40172","","","1401720016","32","","1","","401706"
"","0","40172","0","","1401720017","3","","travel_topdrama_r_4016_look_out","","1000001"
"","0","40172","0","","1401720018","3","","travel_topdrama_r_4016_look_out","","1000002"
"","0","40172","0","","1401720019","3","","start","","401799"
"","","40172","","","1401720020","93","","0","","1.7"
"","0","40172","0.2","0","1401720021","3","0","travel_topdrama_r_4016_hop_R","travel_topdrama_r_4016_jump_surprise","1000002"
"","","40172","","","1401720022","91","","","","1401720017"
"","0","40172","0.2","1","1401720023","3","0","travel_topdrama_r_4016_hop_L","travel_topdrama_r_4016_jump_normal","1000001"
"","","40172","","","1401720024","91","","","","1401720019"
"","1","40172","0","","1401720025","3","","bound","","401799"
"","","40172","","","1401720026","91","","","","1401720021"
"","1","40172","0.2","","1401720027","3","","travel_topdrama_r_4016_jump_normal","","1000002"
"","1","40172","0.2","","1401720028","3","","bound2","","401799"
"","","40172","","","1401720029","93","","0","","2.5"
"","","40172","","","1401720030","32","","1","","401707"
"","","40172","","","1401720031","93","","0","","1.4"
"","0","40172","0.1","1","1401720032","3","0","travel_topdrama_r_4016_jump_dreamy_in","travel_topdrama_r_4016_jump_dreamy_loop","1000002"
"","1","40172","0.2","","1401720033","3","","bound2","","401799"
"","","40172","","","1401720034","93","","0","","0.66"
"","0","40172","0.1","1","1401720035","3","0","travel_topdrama_r_4016_jump_dreamy_in","travel_topdrama_r_4016_jump_dreamy_loop","1000001"
"","","40172","","","1401720036","93","","0","","2.2"
"","","40172","","","1401720037","32","","1","","401708"
"","","40172","","","1401720038","93","","0","","2.5"
"","","40172","","","1401720039","32","","1","","401705"
"","","40172","","","1401720040","93","","0","","2.3"
"","","40172","","","1401720041","111","","","",""
"","","40172","","","1401720042","91","","","","0"
"","0","40181","1","1","1401810001","31","","401800","0","401800"
"normal","110","40181","1","-77","1401810002","5","0","0","0","0"
"","","40181","","","1401810003","91","","0","","0"
"travel_topdrama_r_4016_look_in","50","40182","1.75","-184","1401820001","1","0","1000001","-134","1"
"travel_topdrama_r_4016_look_in","55","40182","1.75","-184","1401820002","1","1","1000002","134","1"
"static","30","40182","1","-310","1401820003","5","0","401899","-7","19"
"empty","70","40182","1","-310","1401820004","5","0","401898","-7","26"
"","0","40182","1","1","1401820005","31","","401801","0","401801"
"","0","40182","1","1","1401820006","31","","401802","0","401802"
"","0","40182","0","1","1401820007","31","","401803","0","401803"
"","0","40182","0","1","1401820008","31","","401804","0","401804"
"","0","40182","0","1","1401820009","31","","401805","0","401805"
"","0","40182","0","1","1401820010","31","","401806","0","401806"
"","0","40182","0","1","1401820011","31","","401807","0","401807"
"","0","40182","0","1","1401820012","31","","401808","0","401808"
"","0","40182","0","1","1401820013","31","","401809","0","401809"
"","0","40182","0","1","1401820014","31","","401810","0","401810"
"","0","40182","0","1","1401820015","31","","400018","0","400018"
"","0","40182","1","1","1401820016","31","","401820","0","401820"
"","","40182","","","1401820017","91","","","","0"
"","","40182","","","1401820018","32","","1","","400018"
"","","40182","","","1401820019","32","","1","","401803"
"","","40182","","","1401820020","32","","1","","401804"
"","","40182","","","1401820021","32","","1","","401806"
"","0","40182","0","","1401820022","3","","travel_topdrama_r_4016_look_out","","1000001"
"","0","40182","0","","1401820023","3","","travel_topdrama_r_4016_look_out","","1000002"
"","0","40182","0","","1401820024","3","","start","","401899"
"","","40182","","","1401820025","93","","0","","1.7"
"","0","40182","0.2","0","1401820026","3","0","travel_topdrama_r_4016_hop_R","travel_topdrama_r_4016_jump_surprise","1000002"
"","","40182","","","1401820027","91","","","","1401820022"
"","0","40182","0.2","1","1401820028","3","0","travel_topdrama_r_4016_hop_L","travel_topdrama_r_4016_jump_normal","1000001"
"","","40182","","","1401820029","91","","","","1401820024"
"","1","40182","0","","1401820030","3","","bound","","401899"
"","","40182","","","1401820031","91","","","","1401820026"
"","1","40182","0.2","","1401820032","3","","travel_topdrama_r_4016_jump_normal","","1000002"
"","1","40182","0.2","","1401820033","3","","bound2","","401899"
"","","40182","","","1401820034","93","","0","","2.5"
"","","40182","","","1401820035","32","","1","","401807"
"","","40182","","","1401820036","93","","0","","0.1"
"","0","40182","","","1401820037","23","","se_travel_top_mandragora_20","","se_travel_top"
"","","40182","","","1401820038","93","","0","","1.3"
"","0","40182","0.1","1","1401820039","3","0","travel_topdrama_r_4016_jump_dreamy_in","travel_topdrama_r_4016_jump_dreamy_loop","1000002"
"","1","40182","0.2","","1401820040","3","","bound2","","401899"
"","","40182","","","1401820041","93","","0","","0.66"
"","0","40182","0.1","1","1401820042","3","0","travel_topdrama_r_4016_jump_dreamy_in","travel_topdrama_r_4016_jump_dreamy_loop","1000001"
"","","40182","","","1401820043","93","","0","","2.07"
"","0","40182","","","1401820044","23","","se_travel_top_mandragora_21","","se_travel_top"
"","","40182","","","1401820045","93","","0","","0.13"
"","","40182","","","1401820046","32","","1","","401808"
