dedb27bf86478d1a2fe688b6c3c291ef5ee96ead7f7b00db308a4e7611f16ff8,427d3a29384f42218f2c1606b167a1db82a415d0bbd2bee49a5905daee67ea4c,72172f35ad8bfc3a27a46a55bc0652e63edc7c7bd58e4ed7fda0664f9922026b,9cbaf3f3882cbf98d1a87866b774533e5b43bfeb41a35e2c846d3afe0874f84e,100de2b9aecc9766539ffdfd11e3f592e613278dfc1623ac0e240a5f34a451b7,57d1081b7ff7e11b4a7a76a4a24a00a04ec2b4513f07db59c38e2881cae8e24e,2a4eaf751a4d14f1be4002db669fbcf704c26c9e68ad17e2f4c3003e19346afe,7601b3e9c0b708994d4969055bf1e3f3816672fdd793dbb1cd882e5ab2e38827,06bd17d715d759b24591ec9f3ba32abede9af4d96be4b6bcd442e29ee115399f,b0cb566c0fe1b2d8e621d44926ff3529d2468907f726a6fbd480ad9fa4ca4995,e1aeca7709896a2189038fadbd492042d6469ff991b0260363b71ec4a2f03ee9
"1009814009","0","","bgm_M610","","25","","1009814","","bgm_M610","0"
"1009814010","","","0","","93","","1009814","","1",""
"1009814011","1","","1","0.8","6","0","1009814","0.4","333","1"
"1009814012","","","lsv_walk","0.2","3","","1009814","","122911","1"
"1009814013","2","","100","","2","","1009814","0","122911","-220"
"1009814014","1","","1","0.4","6","0","1009814","1","122911","1"
"1009814015","","","lsv_walk","0.2","3","","1009814","","122711","1"
"1009814016","2","","270","","2","","1009814","0","122711","-250"
"1009814017","1","","1","0.4","6","0","1009814","1","122711","1"
"1009814018","","","0","","93","","1009814","","2",""
"1009814019","","","lsv_idle_normal","0.2","3","","1009814","","122911","1"
"1009814020","","","lsv_idle_normal","0.2","3","","1009814","","122711","1"
"1009814021","","","0","","93","","1009814","","0.6",""
"1009814022","","","lsv_idle_sad","0.2","3","","1009814","","122711","1"
"1009814023","","","lsv_idle_sad","0.2","3","","1009814","","122911","1"
"1009814024","0","","vo_lsv_1421","","21","","1009814","","vo_lsv","0"
"1009814025","1","0","…………","0","11","0","1009814","1","122711","10"
"1009814026","1","0","…………","0","11","0","1009814","1","122911","10"
"1009814027","","","","","91","","1009814","","0",""
"1009814028","","","lsv_idle_normal","0.2","3","","1009814","","122711","1"
"1009814029","","","lsv_idle_normal","0.2","3","","1009814","","122911","1"
"1009814030","","","lsv_walk","0.2","3","","1009814","","122811","1"
"1009814031","2","","-200","","2","","1009814","0","122811","-235"
"1009814032","1","","1","0.4","6","0","1009814","1","122811","1"
"1009814033","","","0","","93","","1009814","","2",""
"1009814034","","","lsv_idle_normal","0.2","3","","1009814","","122811","1"
"1009814035","","","0","","93","","1009814","","0.6",""
"1009814036","","","lsv_talk_bitter","0.2","3","","1009814","","122811","1"
"1009814037","0","","vo_lsv_1422","","21","","1009814","","vo_lsv","0"
"1009814038","1","0","啊……\n啊哈哈，對不起唷？\n觀察日記寫不太出來……","0","11","0","1009814","1","122811","10"
"1009814039","","","","","91","","1009814","","0",""
"1009814040","","","lsv_talk_bitter_sad","0.2","3","","1009814","","122811","1"
"1009814041","0","","vo_lsv_1423","","21","","1009814","","vo_lsv","0"
"1009814042","1","0","而且……\n禊還把真正的心情\n寫上去了。","0","11","0","1009814","1","122811","10"
"1009814043","","","","","91","","1009814","","0",""
"1009814044","","","lsv_idle_sad2","0.2","3","","1009814","","122811","1"
"1009814045","","","lsv_talk_normal_suprise1","0.2","3","","1009814","","122711","1"
"1009814046","0","","vo_lsv_1424","","21","","1009814","","vo_lsv","0"
"1009814047","1","0","不會，沒關係唷。\n……我懂的。","0","11","0","1009814","1","122711","10"
"1009814048","","","","","91","","1009814","","0",""
"1009814049","","","lsv_idle_normal_talkR","0.2","3","","1009814","","122711","1"
"1009814050","","","lsv_talk_normal_bitter","0.2","3","","1009814","","122911","1"
"1009814051","0","","vo_lsv_1425","","21","","1009814","","vo_lsv","0"
"1009814052","1","0","……美美也懂唷。\n禊，\n謝謝妳寫出來。","0","11","0","1009814","1","122911","10"
"1009814053","","","","","91","","1009814","","0",""
"1009814054","","","lsv_idle_sad_normal","0.2","3","","1009814","","122911","1"
"1009814055","","","lsv_idle_sad","0.2","3","","1009814","","122811","1"
"1009814056","0","","vo_lsv_1426","","21","","1009814","","vo_lsv","0"
"1009814057","1","0","……嗯。","0","11","0","1009814","1","122811","10"
"1009814058","","","","","91","","1009814","","0",""
"1009814059","","","lsv_idle_normal_talkR","0.2","3","","1009814","","122811","1"
"1009814060","","","lsv_talk_wish_sad","0.2","3","","1009814","","122911","1"
"1009814061","0","","vo_lsv_1427","","21","","1009814","","vo_lsv","0"
"1009814062","1","0","……為什麼\n一定要說掰掰了呢？","0","11","0","1009814","1","122911","10"
"1009814063","","","","","91","","1009814","","0",""
"1009814064","","","lsv_idle_wish_sad","0.2","3","","1009814","","122911","1"
"1009814065","","","lsv_talk_normal_sad","0.2","3","","1009814","","122711","1"
"1009814066","0","","vo_lsv_1428","","21","","1009814","","vo_lsv","0"
"1009814067","1","0","美美……","0","11","0","1009814","1","122711","10"
"1009814068","","","","","91","","1009814","","0",""
"1009814069","","","lsv_idle_normal_talkR","0.2","3","","1009814","","122711","1"
"1009814070","","","lsv_talk_wish_surprise","0.2","3","","1009814","","122911","1"
"1009814071","0","","vo_lsv_1429","","21","","1009814","","vo_lsv","0"
"1009814072","1","0","美美明白唷？\n理由美美很清楚。\n可是……","0","11","0","1009814","1","122911","10"
"1009814073","","","","","91","","1009814","","0",""
"1009814074","","","lsv_talk_wish_sad","0.2","3","","1009814","","122911","1"
"1009814075","0","","vo_lsv_1430","","21","","1009814","","vo_lsv","0"
"1009814076","1","0","怎麼會……\n為什麼……\n忍不住會這麼想。","0","11","0","1009814","1","122911","10"
"1009814077","","","","","91","","1009814","","0",""
"1009814078","","","lsv_idle_normal","0.2","3","","1009814","","122911","1"
"1009814079","","","lsv_talk_anger_shy","0.2","3","","1009814","","122811","1"
"1009814080","0","","vo_lsv_1431","","21","","1009814","","vo_lsv","0"
"1009814081","1","0","……為什麼呢。\n啊──真是的！\n好難喔～！！","0","11","0","1009814","1","122811","10"
"1009814082","","","","","91","","1009814","","0",""
"1009814083","","","lsv_idle_normal_talkR","0.2","3","","1009814","","122811","1"
"1009814084","","","lsv_talk_joy3_blink2","0.2","3","","1009814","","122711","1"
"1009814085","0","","vo_lsv_1432","","21","","1009814","","vo_lsv","0"
"1009814086","1","0","……對啊，\n真的好難喔。","0","11","0","1009814","1","122711","10"
"1009814087","","","","","91","","1009814","","0",""
"1009814088","","","lsv_talk_sad","0.2","3","","1009814","","122711","1"
"1009814089","0","","vo_lsv_1433","","21","","1009814","","vo_lsv","0"
"1009814090","1","0","一定比任何學習……\n都還來得困難……\n困難很多很多。","0","11","0","1009814","1","122711","10"
"1009814091","","","","","91","","1009814","","0",""
"1009814092","","","lsv_idle_wish_angerR","0.2","3","","1009814","","122711","1"
"1009814093","","","0","0.2","22","","1009814","","0","1"
"1009814094","","","","","91","","1009814","","0",""
"1009814095","0","","bgm_M612","","25","","1009814","","bgm_M612","0"
"1009814096","","","","","102","","1009814","","",""
"1009814097","","","0.2","","22","","1009814","","0",""
"1009814098","","","","","93","","1009814","","0.2",""
"1009814099","0","0","12","0","12","0","1009814","0","122811","1"
"1009814100","","","lsv_talk_anger","0.2","3","","1009814","","122811","1"
"1009814101","","","0","","93","","1009814","","3",""
"1009814102","","","lsv_idle_anger1","0.2","3","","1009814","","122811","1"
"1009814103","0","0","12","0","12","0","1009814","0","122711","1"
"1009814104","","","lsv_talk_thinking","0.2","3","","1009814","","122711","1"
"1009814105","","","0","","93","","1009814","","3",""
"1009814106","","","lsv_idle_wish_angerR","0.2","3","","1009814","","122711","1"
"1009814107","0","0","12","0","12","0","1009814","0","122911","1"
"1009814108","","","lsv_idle_bitter","0.2","3","","1009814","","122911","1"
"1009814109","","","0","","93","","1009814","","3",""
"1009814110","","","lsv_idle_normal","0.2","3","","1009814","","122911","1"
"1009814111","","","","","101","","1009814","","1009814099",""
"1009814112","1","","1","1","6","0","1009814","0","333","1"
"1009814113","","","1","","4","","1009814","","122811",""
"1009814114","","","lsv_run_sad","0.2","3","","1009814","","122811","1"
"1009814115","0.8","","-750","","2","","1009814","0","122811","-235"
"1009814116","","","0","","4","","1009814","","122911",""
"1009814117","","","lsv_run_sad","0.2","3","","1009814","","122911","1"
"1009814118","0.8","","750","","2","","1009814","0","122911","-220"
"1009814119","","","0","","4","","1009814","","122711",""
"1009814120","","","lsv_run_sad","0.2","3","","1009814","","122711","1"
"1009814121","0.8","","850","","2","","1009814","0","122711","-250"
"1009814122","","","","","93","","1009814","","0.6",""
"1009814123","1","","1","0.2","6","0","1009814","0","122811","1"
"1009814124","1","","1","0.2","6","0","1009814","0","122911","1"
"1009814125","1","","1","0.2","6","0","1009814","0","122711","1"
"1009814126","","","","","91","","1009814","","0",""
"1009815001","-650","lsv_idle_normal","122711","1.95","1","0","1009815","-235","1","102"
"1009815002","650","lsv_idle_normal","122911","1.95","1","1","1009815","-220","1","100"
"1009815003","750","lsv_idle_normal","122811","1.95","1","1","1009815","-250","1","101"
"1009815004","0","lsv_white_loop","333","1","5","0","1009815","0","1","0"
"1009815005","1","","1","0","6","0","1009815","0","333","1"
"1009815006","1","","1","0","6","0","1009815","0","122711","1"
"1009815007","1","","1","0","6","0","1009815","0","122911","1"
"1009815008","1","","1","0","6","0","1009815","0","122811","1"
"1009815009","","","0","","93","","1009815","","1",""
"1009815010","1","","1","0.8","6","0","1009815","0.4","333","1"
"1009815011","","","lsv_walk","0.2","3","","1009815","","122711","1"
"1009815012","2","","-200","","2","","1009815","0","122711","-235"
"1009815013","1","","1","0.4","6","0","1009815","1","122711","1"
"1009815014","","","lsv_walk","0.2","3","","1009815","","122911","1"
"1009815015","2","","100","","2","","1009815","0","122911","-220"
"1009815016","1","","1","0.4","6","0","1009815","1","122911","1"
"1009815017","","","lsv_walk","0.2","3","","1009815","","122811","1"
"1009815018","2","","270","","2","","1009815","0","122811","-250"
"1009815019","1","","1","0.4","6","0","1009815","1","122811","1"
"1009815020","","","0","","93","","1009815","","2",""
"1009815021","","","lsv_idle_normal","0.2","3","","1009815","","122711","1"
"1009815022","","","lsv_idle_normal","0.2","3","","1009815","","122911","1"
"1009815023","","","lsv_idle_normal","0.2","3","","1009815","","122811","1"
"1009815024","","","0","","93","","1009815","","0.6",""
"1009815025","","","lsv_talk_surprise","0.2","3","","1009815","","122911","1"
"1009815026","0","","vo_lsv_1521","","21","","1009815","","vo_lsv","0"
"1009815027","1","0","圖畫和日記\n累積了很多呢。","0","11","0","1009815","1","122911","10"
"1009815028","","","","","91","","1009815","","0",""
"1009815029","","","lsv_idle_surprise","0.2","3","","1009815","","122911","1"
"1009815030","lsv_talk_cool_joy_loop","","lsv_talk_cool_joy","0","3","0.2","1009815","1","122811","0"
"1009815031","0","","vo_lsv_1522","","21","","1009815","","vo_lsv","0"
"1009815032","1","0","這表示，\n我們和小繆的回憶\n就是有這麼多啊。","0","11","0","1009815","1","122811","10"
"1009815033","","","","","91","","1009815","","0",""
"1009815034","","","lsv_idle_cool","0.2","3","","1009815","","122811","1"
"1009815035","","","lsv_talk_wish_dere","0.2","3","","1009815","","122911","1"
"1009815036","0","","vo_lsv_1523","","21","","1009815","","vo_lsv","0"
"1009815037","1","0","……嗯。\n製造了很多回憶呢。\n和小繆一起的回憶……","0","11","0","1009815","1","122911","10"
"1009815038","","","","","91","","1009815","","0",""
"1009815039","","","lsv_idle_normal_joyR","0.2","3","","1009815","","122911","1"
"1009815040","","","lsv_talk_wish_joy","0.2","3","","1009815","","122711","1"
"1009815041","0","","vo_lsv_1524","","21","","1009815","","vo_lsv","0"
"1009815042","1","0","……很難忘記呢。\n不對……\n是不想忘記呢。","0","11","0","1009815","1","122711","10"
"1009815043","","","","","91","","1009815","","0",""
"1009815044","","","lsv_idle_wish_joy","0.2","3","","1009815","","122711","1"
"1009815045","","","lsv_talk_joy3_blink2","0.2","3","","1009815","","122811","1"
"1009815046","0","","vo_lsv_1525","","21","","1009815","","vo_lsv","0"
"1009815047","1","0","對啊……\n禊也是一樣的心情。","0","11","0","1009815","1","122811","10"
"1009815048","","","","","91","","1009815","","0",""
"1009815049","","","lsv_idle_sad_normal","0.2","3","","1009815","","122811","1"
"1009815050","","","lsv_talk_wish_dere","0.2","3","","1009815","","122911","1"
"1009815051","0","","vo_lsv_1526","","21","","1009815","","vo_lsv","0"
"1009815052","1","0","美美也是唷。\n一定永遠都……","0","11","0","1009815","1","122911","10"
"1009815053","","","","","91","","1009815","","0",""
"1009815054","","","lsv_idle_normal","0.2","3","","1009815","","122911","1"
"1009815055","","","lsv_talk_joy1_normal","0.2","3","","1009815","","122711","1"
"1009815056","0","","vo_lsv_1527","","21","","1009815","","vo_lsv","0"
"1009815057","1","0","那麼……下次再\n見到小繆時，\n再繼續寫這本日記吧。","0","11","0","1009815","1","122711","10"
"1009815058","","","","","91","","1009815","","0",""
"1009815059","","","lsv_idle_normal","0.2","3","","1009815","","122711","1"
"1009815060","lsv_exactly_loop","","lsv_exactly_in","0","3","0.2","1009815","1","122811","0"
"1009815061","0","","vo_lsv_1528","","21","","1009815","","vo_lsv","0"
"1009815062","1","0","好主意！\n禊贊成！","0","11","0","1009815","1","122811","10"
"1009815063","","","","","91","","1009815","","0",""
"1009815064","","","lsv_idle_joy","0.2","3","","1009815","","122811","1"
"1009815065","lsv_idle_normal_joy","","lsv_handsup_joy","0.2","3","0.2","1009815","1","122911","0"
"1009815066","0","","vo_lsv_1529","","21","","1009815","","vo_lsv","0"
"1009815067","1","0","美美也贊成～♪","0","11","0","1009815","1","122911","10"
"1009815068","","","","","91","","1009815","","0",""
"1009815069","","","lsv_talk_wish_dere","0.2","3","","1009815","","122711","1"
"1009815070","0","","vo_lsv_1530","","21","","1009815","","vo_lsv","0"
"1009815071","1","0","也要好好珍惜這本日記。\n……感覺期待的事\n好像又多了一件。呵呵。","0","11","0","1009815","1","122711","10"
"1009815072","","","","","91","","1009815","","0",""
"1009815073","","","lsv_idle_wish_dere","0.2","3","","1009815","","122711","1"
"1009815074","","","lsv_talk_wish_joy","0.2","3","","1009815","","122811","1"
"1009815075","0","","vo_lsv_1531","","21","","1009815","","vo_lsv","0"
"1009815076","1","0","那麼，\n就期待那一天的到來吧！","0","11","0","1009815","1","122811","10"
"1009815077","","","","","91","","1009815","","0",""
"1009815078","","","lsv_idle_normal","0.2","3","","1009815","","122811","1"
"1009815079","lsv_idle_normal","","lsv_smile","0","3","0.2","1009815","1","122811","0"
"1009815080","lsv_idle_normal_joyR","","lsv_smile_mimi","0","3","0.2","1009815","1","122911","0"
"1009815081","lsv_idle_normal_joy","","lsv_smile_kyouka","0","3","0.2","1009815","1","122711","0"
"1009815082","0","","vo_lsv_1532","","21","","1009815","","vo_lsv","0"
"1009815083","1","0","……再見囉！","0","11","0","1009815","1","122811","10"
"1009815084","1","0","……再見囉！","0","11","0","1009815","1","122911","10"
"1009815085","1","0","……再見囉！","0","11","0","1009815","1","122711","10"
"1009815086","","","","","91","","1009815","","0",""
"1009815087","","","0","0.2","22","","1009815","","0","1"
"1009815088","","","","","91","","1009815","","0",""
"1009815089","","","","","102","","1009815","","",""
"1009815090","","","0.2","","22","","1009815","","0",""
"1009815091","","","","","93","","1009815","","0.2",""
"1009815092","0","0","10","0","12","0","1009815","0","122811","1"
"1009815093","","","lsv_talk_normal","0.2","3","","1009815","","122811","1"
"1009815094","","","0","","93","","1009815","","3",""
"1009815095","","","lsv_idle_normal","0.2","3","","1009815","","122811","1"
"1009815096","0","0","6","0","12","0","1009815","0","122911","1"
"1009815097","","","lsv_talk_joy3","0.2","3","","1009815","","122911","1"
"1009815098","","","0","","93","","1009815","","3",""
"1009815099","","","lsv_idle_normal_joyR","0.2","3","","1009815","","122911","1"
"1009815100","0","0","7","0","12","0","1009815","0","122711","1"
"1009815101","","","lsv_talk_surprise_dere","0.2","3","","1009815","","122711","1"
