8a18da80a11f2e6278494c8003027dd1f46fc583d52738eb1e9fa44cfbf1cfef,2e0399a4faa0dcc36b3e64a871d1f58a14d2e1e648df0d001431ae8c6ff004af,194a0271bdda9db55b14d51899a55cf9e86121692f9b490d8cfd988c4fb46ccd,f41efb0dd2256bd943ffd24e0fb84adb3477df1fc66e9a68d5f5db7958671781,56dee8d424915f47277a7401995d7c724b591ec2289569e9f3e050eeb01a7e39,181482422fb2846493b7fb4a2dec071a2af16a1dd2f9216284cb39fea75da7fc,89798a8c2e538818f264ae96e460d567ab79e5691b110fbfa929b1c31e3a3aac,398dbdf48a42ed0687e5d8fe39c1f7398b529fd9f79beb1b6b7934f4d658a92f,27fcc62e884c28208725e76d2afa05999b6d7f27e0ed7f49b8ad22b7428c8062,40667edd3666db47548bfef98afb11120bdf59f945bf0dde78d4e1e21405ddd3,19e7957318011af211ebc2a1b80a5d61b2be1fd5de332bb7cd3909910e8ba9df
"0","","1","32311012","0","32311","0","16","31","16",""
"0","","1","32311013","1","32311","0","502","31","502",""
"","","0","32311014","0.2","32311","0","wac_paint_31","3","101611",""
"","","0","32311015","0.2","32311","0","wac_paint_31","3","111",""
"","","0","32311016","0.2","32311","0","wac_paint_41","3","101811",""
"","","0","32311017","0.2","32311","0","wac_paint_48","3","112",""
"","","0","32311018","0.2","32311","0","wac_paint_51","3","105011",""
"","","0","32311019","0.2","32311","0","wac_paint_56","3","113",""
"","","","32311020","","32311","","0","93","0",""
"","","","32311021","","32311","","1","32","16",""
"","","","32311022","","32311","0","se_sys_login_birthday_calendar_smallbrush","23","se_common",""
"","","","32311023","","32311","","","131","1",""
"","","","32312001","0","32312","1","wac_idle_smile","3","105011",""
"","","","32312002","0","32312","1","wac_idle_smile_L","3","101611",""
"","","","32312003","0","32312","1","wac_idle_smile","3","101811",""
"","","","32312004","0","32312","1","wac_no_items","3","111",""
"","","","32312005","0","32312","1","wac_no_items","3","112",""
"","","","32312006","0","32312","1","wac_no_items","3","113",""
"0","","","32312007","","32312","-335","190","2","105011",""
"0","","","32312008","","32312","-360","-190","2","101611",""
"0","","","32312009","","32312","-360","350","2","101811",""
"0","","","32312010","","32312","-335","190","2","111",""
"0","","","32312011","","32312","-360","-190","2","112",""
"0","","","32312012","","32312","-360","350","2","113",""
"","","","32312013","","32312","","0","32","62",""
"","","","32312014","","32312","","1","32","63",""
"","","","32312015","","32312","","0","32","16",""
"wac_talk_arm_crossed_loop2","","1","32312016","0.2","32312","0","wac_talk_arm_crossed_in2","3","105011",""
"0","","","32312017","","32312","0","vo_wac_230103_000","21","vo_wac_230103",""
"1","0.5","1","32312018","0","32312","10","嗯……\n總之畫是完成了，\n但總覺得有種\n不夠成熟的感覺呢……","11","105011","0"
"","","","32312019","","32312","","","91","0",""
"","","1","32312020","0.2","32312","1","wac_idle_arm_crossed2","3","105011",""
"wac_talk_smile_loop_L","","1","32312021","0.2","32312","0","wac_talk_smile_in_L","3","101611",""
"0","","","32312022","","32312","0","vo_wac_230103_001","21","vo_wac_230103",""
"1","0.5","1","32312023","0","32312","10","話說，成熟到底是什麼？\n是指能喝麥酒之類的嗎？\n我不太懂耶～！\n小伊緒了解嗎？","11","101611","0"
"","","","32312024","","32312","","","91","0",""
"","","1","32312025","0.2","32312","1","wac_idle_smile_L","3","101611",""
"wac_talk_smile_loop","","1","32312026","0.2","32312","0","wac_talk_smile_in","3","101811",""
"0","","","32312027","","32312","0","vo_wac_230103_002","21","vo_wac_230103",""
"1","0.5","1","32312028","0","32312","10","嗯～這個嘛……\n我覺得等妳們實際體會到\n這個問題沒有答案時，妳們兩個\n就是大人了哦♪","11","101811","0"
"","","","32312029","","32312","","","91","0",""
"","","","32312030","","32312","","0","22","0",""
"","","","32312031","","32312","","","111","",""
"","","","32313001","0.2","32313","1","wac_idle_arm_crossed2","3","105011",""
"","","","32313002","0.2","32313","1","wac_idle_smile_L","3","101611",""
"","","","32313003","0.2","32313","1","wac_idle_smile","3","101811",""
"","","","32313004","0.2","32313","1","wac_no_items","3","111",""
"","","","32313005","0.2","32313","1","wac_no_items","3","112",""
"","","","32313006","0.2","32313","1","wac_no_items","3","113",""
"0","","","32313007","","32313","-335","190","2","105011",""
"0","","","32313008","","32313","-360","-190","2","101611",""
"0","","","32313009","","32313","-360","350","2","101811",""
"0","","","32313010","","32313","-335","190","2","111",""
"0","","","32313011","","32313","-360","-190","2","112",""
"0","","","32313012","","32313","-360","350","2","113",""
"","","","32313013","","32313","","0","32","62",""
"","","","32313014","","32313","","1","32","63",""
"","","","32313015","","32313","","0","32","16",""
"","","","32313016","","32313","","","91","0",""
"-108","wac_default_01","-213","32411001","2","32411","202","106411","1","1","0"
"-108","wac_default_03","-213","32411002","2","32411","201","111","5","1","0"
"0","","1","32411003","1","32411","0","43","31","43",""
"0","","1","32411004","0","32411","0","57","31","57",""
"0","","1","32411005","0","32411","0","11","31","11",""
"0","","1","32411006","1","32411","0","502","31","502",""
"","","0","32411007","0.2","32411","0","wac_paint_01","3","106411",""
"","","0","32411008","0.2","32411","0","wac_paint_03","3","111",""
"","","","32411009","","32411","","0","93","0",""
"","","","32411010","","32411","","1","32","11",""
"","","","32411011","","32411","0","se_10035700_brush","23","se_10035700",""
"","","","32411012","","32411","","300","13","106411",""
"","","","32411013","","32411","","","131","1",""
"wac_talk_smile_loop","","1","32412001","0.2","32412","0","wac_talk_smile_in","3","106411",""
"","","","32412002","0.2","32412","1","wac_no_items","3","111",""
"0","","","32412003","","32412","-340","200","2","106411",""
"0","","","32412004","","32412","-340","200","2","111",""
"","","","32412005","","32412","","0","32","43",""
"","","","32412006","","32412","","1","32","57",""
"","","","32412007","","32412","","0","32","11",""
"0","","","32412008","","32412","0","vo_wac_230104_000","21","vo_wac_230104",""
"1","0.5","1","32412009","0","32412","10","這次是試著用結凍成\n冰柱形狀的顏料畫的。\n可以當成筆一樣使用，\n畫細線的時候很方便。","11","106411","0"
"","","","32412010","","32412","","","91","0",""
"0","","","32412011","","32412","0","vo_wac_230104_001","21","vo_wac_230104",""
"1","0.5","1","32412012","0","32412","10","顏色也很繽紛，總覺得\n就像冰棒一樣，對吧？\n……咦，你想吃？會吃壞肚子吧……","11","106411","0"
"","","","32412013","","32412","","","91","0",""
"","","","32412014","","32412","","0","22","0",""
"","","","32413001","0.2","32413","1","wac_idle_smile","3","106411",""
"","","","32413002","0.2","32413","1","wac_no_items","3","111",""
"0","","","32413003","","32413","-340","200","2","106411",""
"0","","","32413004","","32413","-340","200","2","111",""
"","","","32413005","","32413","","0","32","43",""
"","","","32413006","","32413","","1","32","57",""
"","","","32413007","","32413","","0","32","11",""
"","","","32413008","","32413","","","91","0",""
"-108","wac_default_01","-213","32511001","2","32511","202","105911","1","1","0"
"-108","wac_default_01","-213","32511002","2","32511","201","111","5","1","0"
"0","","1","32511003","1","32511","0","43","31","43",""
"0","","1","32511004","0","32511","0","57","31","57",""
"0","","1","32511005","0","32511","0","11","31","11",""
"0","","1","32511006","1","32511","0","502","31","502",""
"","","0","32511007","0.2","32511","0","wac_paint_01","3","105911",""
"","","0","32511008","0.2","32511","0","wac_paint_01","3","111",""
"","","","32511009","","32511","","0","93","0",""
"","","","32511010","","32511","","1","32","11",""
"","","","32511011","","32511","0","se_10035700_brush","23","se_10035700",""
"","","","32511012","","32511","","300","13","105911",""
"","","","32511013","","32511","","","131","1",""
"wac_talk_wish_loop_joy","","1","32512001","0.2","32512","0","wac_talk_wish_in_joy","3","105911",""
"","","","32512002","0.2","32512","1","wac_no_items","3","111",""
"0","","","32512003","","32512","-340","200","2","105911",""
"0","","","32512004","","32512","-340","200","2","111",""
"","","","32512005","","32512","","0","32","43",""
"","","","32512006","","32512","","1","32","57",""
"","","","32512007","","32512","","0","32","11",""
"0","","","32512008","","32512","0","vo_wac_230105_000","21","vo_wac_230105",""
"1","0.5","1","32512009","0","32512","10","畫得漂亮很重要。\n不過把用過的道具收拾乾淨也同樣重要。","11","105911","0"
"","","","32512010","","32512","","","91","0",""
"0","","","32512011","","32512","0","vo_wac_230105_001","21","vo_wac_230105",""
"1","0.5","1","32512012","0","32512","10","關於這點，最近主人\n也變得很會收拾，\n在下也安心了。\n今後也要勤加整理喔♪","11","105911","0"
"","","","32512013","","32512","","","91","0",""
"","","","32512014","","32512","","0","22","0",""
"","","","32513001","0.2","32513","1","wac_idle_wish_joy","3","105911",""
"","","","32513002","0.2","32513","1","wac_no_items","3","111",""
"0","","","32513003","","32513","-340","200","2","105911",""
"0","","","32513004","","32513","-340","200","2","111",""
"","","","32513005","","32513","","0","32","43",""
"","","","32513006","","32513","","1","32","57",""
"","","","32513007","","32513","","0","32","11",""
"","","","32513008","","32513","","","91","0",""
"-108","wac_default_01","-213","32611001","2","32611","202","105811","1","1","0"
"-108","wac_default_03","-213","32611002","2","32611","201","111","5","1","0"
"0","","1","32611003","1","32611","0","43","31","43",""
"0","","1","32611004","0","32611","0","57","31","57",""
"0","","1","32611005","0","32611","0","11","31","11",""
"0","","1","32611006","1","32611","0","502","31","502",""
"","","0","32611007","0.2","32611","0","wac_paint_01","3","105811",""
"","","0","32611008","0.2","32611","0","wac_paint_03","3","111",""
"","","","32611009","","32611","","0","93","0",""
"","","","32611010","","32611","","1","32","11",""
"","","","32611011","","32611","0","se_10035700_brush","23","se_10035700",""
"","","","32611012","","32611","","300","13","105811",""
"","","","32611013","","32611","","","131","1",""
"wac_talk_smile_loop","","1","32612001","0.2","32612","0","wac_talk_smile_in","3","105811",""
"","","","32612002","0.2","32612","1","wac_no_items","3","111",""
"0","","","32612003","","32612","-340","200","2","105811",""
"0","","","32612004","","32612","-340","200","2","111",""
"","","","32612005","","32612","","0","32","43",""
"","","","32612006","","32612","","1","32","57",""
"","","","32612007","","32612","","0","32","11",""
"0","","","32612008","","32612","0","vo_wac_230106_000","21","vo_wac_230106",""
"1","0.5","1","32612009","0","32612","10","火力全開，公主畫畫～♪\n如此這般，這次也畫得\n相當不錯呢。","11","105811","0"
"","","","32612010","","32612","","","91","0",""
"0","","","32612011","","32612","0","vo_wac_230106_001","21","vo_wac_230106",""
"1","0.5","1","32612012","0","32612","10","感覺其他人負責的部分\n也一天天地在進步。\n身為公主可不能輸，\n我會繼續畫出更精彩的畫喔♪","11","105811","0"
"","","","32612013","","32612","","","91","0",""
"","","","32612014","","32612","","0","22","0",""
"","","","32613001","0.2","32613","1","wac_idle_smile","3","105811",""
"","","","32613002","0.2","32613","1","wac_no_items","3","111",""
"0","","","32613003","","32613","-340","200","2","105811",""
"0","","","32613004","","32613","-340","200","2","111",""
"","","","32613005","","32613","","0","32","43",""
"","","","32613006","","32613","","1","32","57",""
"","","","32613007","","32613","","0","32","11",""
"","","","32613008","","32613","","","91","0",""
"-108","wac_default_01","-213","32711001","2","32711","202","103311","1","1","0"
"-108","wac_default_01","-213","32711002","2","32711","201","111","5","1","0"
"0","","1","32711003","1","32711","0","43","31","43",""
"0","","1","32711004","0","32711","0","57","31","57",""
"0","","1","32711005","0","32711","0","11","31","11",""
"0","","1","32711006","1","32711","0","502","31","502",""
"","","0","32711007","0.2","32711","0","wac_paint_01","3","103311",""
"","","0","32711008","0.2","32711","0","wac_paint_01","3","111",""
"","","","32711009","","32711","","0","93","0",""
"","","","32711010","","32711","","1","32","11",""
"","","","32711011","","32711","0","se_10035700_brush","23","se_10035700",""
"","","","32711012","","32711","","300","13","103311",""
"","","","32711013","","32711","","","131","1",""
"wac_talk_smile_loop","","1","32712001","0.2","32712","0","wac_talk_smile_in","3","103311",""
"","","","32712002","0.2","32712","1","wac_no_items","3","111",""
"0","","","32712003","","32712","-340","200","2","103311",""
"0","","","32712004","","32712","-340","200","2","111",""
"","","","32712005","","32712","","0","32","43",""
"","","","32712006","","32712","","1","32","57",""
"","","","32712007","","32712","","0","32","11",""
"0","","","32712008","","32712","0","vo_wac_230107_000","21","vo_wac_230107",""
"1","0.5","1","32712009","0","32712","10","完成啦～！\n不過，雖然畫得很漂亮，\n卻好像少了點什麼耶～？","11","103311","0"
"","","","32712010","","32712","","","91","0",""
"0","","","32712011","","32712","0","vo_wac_230107_001","21","vo_wac_230107",""
"1","0.5","1","32712012","0","32712","10","如果再畫上很多牛的話，\n會不會變得很熱鬧呢？\n……畫的主題會變調？\n確實，這樣可不行呢～","11","103311","0"
"","","","32712013","","32712","","","91","0",""
"","","","32712014","","32712","","0","22","0",""
"","","","32713001","0.2","32713","1","wac_idle_smile","3","103311",""
"","","","32713002","0.2","32713","1","wac_no_items","3","111",""
"0","","","32713003","","32713","-340","200","2","103311",""
"0","","","32713004","","32713","-340","200","2","111",""
"","","","32713005","","32713","","0","32","43",""
"","","","32713006","","32713","","1","32","57",""
"","","","32713007","","32713","","0","32","11",""
"","","","32713008","","32713","","","91","0",""
"-108","wac_default_01","-213","32811001","2","32811","202","105211","1","1","0"
"-108","wac_default_02","-213","32811002","2","32811","201","111","5","1","0"
"0","","1","32811003","1","32811","0","43","31","43",""
"0","","1","32811004","0","32811","0","57","31","57",""
"0","","1","32811005","0","32811","0","11","31","11",""
"0","","1","32811006","1","32811","0","502","31","502",""
"","","0","32811007","0.2","32811","0","wac_paint_01","3","105211",""
"","","0","32811008","0.2","32811","0","wac_paint_02","3","111",""
"","","","32811009","","32811","","0","93","0",""
"","","","32811010","","32811","","1","32","11",""
"","","","32811011","","32811","0","se_10035700_brush","23","se_10035700",""
"","","","32811012","","32811","","300","13","105211",""
"","","","32811013","","32811","","","131","1",""
"wac_talk_kyapi_loop","","1","32812001","0.2","32812","0","wac_talk_kyapi_in","3","105211",""
