a1de9df93f93e5b9c466b5d48e6e6b2135f388c2b62d417f65a9a0d7beeada4f,f4778d672af375b01c492eedc4bcb93bae0ea2645bc8318113cf6b2c879c3b2f,0781bbbec11790d40e0146732ec34223f0d9d80fa05d50863bdcb6733510ed04,ed4a45ab3d205006a6300eb9e57ecb9c23d364841ac57e72f4223f5bd81e2d7c,afced2632158c2fcbedc1c2d5497a9198da04f4c77f4d7e4390b1b6bbc25f07c,35131e55d0d70da4f403a87db5cfcb27bfecd44df1c9ad67146a24b5cb101644,42228f0ca1417b8f2c7650ae0bc6bdb1da6fdd504feea832501f06dc164a122d,679c061f94092d680aab3f13bd833ad2fe0ced6bba603c77470e3a0d9d9e1ed5,338a2250c6eaaa56f5f0217df8a6d14be32664b9cc4b674385b238eb71fbeb0b,d5291af6876de614e0637c302900d19eac921ab543470d30eedd5be7c5b98222,74c30114cc38a3ea440b09eff5c7177b1150856ce5e5ce6549ced9867029878c
"","34312003","wac_idle_kyapi","","34312","","1","","0","3","100711"
"","34312004","wac_idle_wish","","34312","","1","","0","3","103111"
"","34312005","wac_idle_doya","","34312","","1","","0","3","104411"
"","34312006","wac_no_items","","34312","","1","","0","3","111"
"","34312007","wac_no_items","","34312","","1","","0","3","112"
"","34312008","wac_no_items","","34312","","1","","0","3","113"
"","34312009","wac_no_items","","34312","","1","","0","3","114"
"","34312010","wac_no_items","","34312","","1","","0","3","115"
"","34312011","-190","0","34312","","-335","","","2","100611"
"","34312012","-335","0","34312","","-360","","","2","102211"
"","34312013","190","0","34312","","-360","","","2","100711"
"","34312014","350","0","34312","","-335","","","2","103111"
"","34312015","500","0","34312","","-360","","","2","104411"
"","34312016","-190","0","34312","","-335","","","2","111"
"","34312017","-335","0","34312","","-360","","","2","112"
"","34312018","190","0","34312","","-360","","","2","113"
"","34312019","350","0","34312","","-335","","","2","114"
"","34312020","500","0","34312","","-360","","","2","115"
"","34312021","0","","34312","","","","","32","62"
"","34312022","1","","34312","","","","","32","63"
"","34312023","0","","34312","","","","","32","16"
"","34312024","wac_talk_kyapi_in","wac_talk_kyapi_loop","34312","","0","1","0.2","3","100711"
"","34312025","vo_wac_230123_000","0","34312","","0","","","21","vo_wac_230123"
"0.5","34312026","完成了～！\n這次也畫得不錯，\n所以人家當然有權利\n要求布丁，快點交出來喲。","1","34312","0","10","1","0","11","100711"
"","34312027","","","34312","","","","","91","0"
"","34312028","wac_idle_kyapi","","34312","","1","1","0.2","3","100711"
"","34312029","wac_talk_sad_in_surprise","wac_talk_sad_loop_surprise","34312","","0","1","0.2","3","103111"
"","34312030","vo_wac_230123_001","0","34312","","0","","","21","vo_wac_230123"
"0.5","34312031","……真傷腦筋。\n今天已經沒有布丁能給宮子了，\n該怎麼辦呢？","1","34312","0","10","1","0","11","103111"
"","34312032","","","34312","","","","","91","0"
"","34312033","wac_idle_sad_surprise","","34312","","1","1","0.2","3","103111"
"","34312034","wac_talk_smile_in_L","wac_talk_smile_loop_L","34312","","0","1","0.2","3","100611"
"","34312035","vo_wac_230123_002","0","34312","","0","","","21","vo_wac_230123"
"0.5","34312036","可以用類似的東西\n滿足她嗎？\n像是茶碗蒸之類的♪","1","34312","0","10","1","0","11","100611"
"","34312037","","","34312","","","","","91","0"
"","34312038","wac_idle_smile_L","","34312","","1","1","0.2","3","100611"
"","34312039","wac_talk_wish_in_L","wac_talk_wish_loop_L","34312","","0","1","0.2","3","102211"
"","34312040","vo_wac_230123_003","0","34312","","0","","","21","vo_wac_230123"
"0.5","34312041","只有顏色和口感像，\n味道完全不一樣吧……\n巴伐利亞奶凍或果凍之類的\n還比較有可能吧？","1","34312","0","10","1","0","11","102211"
"","34312042","","","34312","","","","","91","0"
"","34312043","wac_idle_wish_L","","34312","","1","1","0.2","3","102211"
"","34312044","wac_talk_doya_in","wac_talk_doya_loop","34312","","0","1","0.2","3","104411"
"","34312045","vo_wac_230123_004","0","34312","","0","","","21","vo_wac_230123"
"0.5","34312046","沒用的，真正布丁以外的東西，\n哪可能滿足這傢伙。\n只能讓她等一下，\n直接做給她吃了吧。","1","34312","0","10","1","0","11","104411"
"","34312047","","","34312","","","","","91","0"
"","34312048","0","","34312","","","","","22","0"
"","34312049","","","34312","","","","","111",""
"","34313001","wac_idle_smile_L","","34313","","1","","0.2","3","100611"
"","34313002","wac_idle_wish_L","","34313","","1","","0.2","3","102211"
"","34313003","wac_idle_kyapi","","34313","","1","","0.2","3","100711"
"","34313004","wac_idle_wish","","34313","","1","","0.2","3","103111"
"","34313005","wac_idle_doya","","34313","","1","","0.2","3","104411"
"","34313006","wac_no_items","","34313","","1","","0.2","3","111"
"","34313007","wac_no_items","","34313","","1","","0.2","3","112"
"","34313008","wac_no_items","","34313","","1","","0.2","3","113"
"","34313009","wac_no_items","","34313","","1","","0.2","3","114"
"","34313010","wac_no_items","","34313","","1","","0.2","3","115"
"","34313011","-190","0","34313","","-335","","","2","100611"
"","34313012","-335","0","34313","","-360","","","2","102211"
"","34313013","190","0","34313","","-360","","","2","100711"
"","34313014","350","0","34313","","-335","","","2","103111"
"","34313015","500","0","34313","","-360","","","2","104411"
"","34313016","-190","0","34313","","-335","","","2","111"
"","34313017","-335","0","34313","","-360","","","2","112"
"","34313018","190","0","34313","","-360","","","2","113"
"","34313019","350","0","34313","","-335","","","2","114"
"","34313020","500","0","34313","","-360","","","2","115"
"","34313021","0","","34313","","","","","32","62"
"","34313022","1","","34313","","","","","32","63"
"","34313023","0","","34313","","","","","32","16"
"","34313024","","","34313","","","","","91","0"
"wac_default_31","34411001","104211","-167","34411","0","202","-85","2","1","1"
"wac_default_41","34411002","105411","-64","34411","0","254","-211","2","1","1"
"wac_default_51","34411003","102911","230","34411","0","252","-211","2","1","1"
"wac_default_33","34411004","111","-167","34411","0","201","-85","2","5","1"
"wac_default_48","34411005","112","-64","34411","0","253","-211","2","5","1"
"wac_default_51","34411006","113","230","34411","0","251","-211","2","5","1"
"","34411007","300","","34411","","","","","13","102911"
"","34411008","300","","34411","","","","","13","104211"
"","34411009","300","","34411","","","","","13","105411"
"","34411010","62","0","34411","","0","1","1","31","62"
"","34411011","63","0","34411","","0","1","0","31","63"
"","34411012","16","0","34411","","0","1","0","31","16"
"","34411013","502","0","34411","","0","1","1","31","502"
"","34411014","wac_paint_31","","34411","","0","0","0.2","3","104211"
"","34411015","wac_paint_33","","34411","","0","0","0.2","3","111"
"","34411016","wac_paint_41","","34411","","0","0","0.2","3","105411"
"","34411017","wac_paint_48","","34411","","0","0","0.2","3","112"
"","34411018","wac_paint_51","","34411","","0","0","0.2","3","102911"
"","34411019","wac_paint_51","","34411","","0","0","0.2","3","113"
"","34411020","0","","34411","","","","","93","0"
"","34411021","1","","34411","","","","","32","16"
"","34411022","se_sys_login_birthday_calendar_smallbrush","","34411","","0","","","23","se_common"
"","34411023","","","34411","","","","","131","1"
"","34412001","wac_idle_smile","","34412","","1","","0","3","102911"
"","34412002","wac_idle_wish_L","","34412","","1","","0","3","104211"
"","34412003","wac_idle_smile","","34412","","1","","0","3","105411"
"","34412004","wac_no_items","","34412","","1","","0","3","111"
"","34412005","wac_no_items","","34412","","1","","0","3","112"
"","34412006","wac_no_items","","34412","","1","","0","3","113"
"","34412007","190","0","34412","","-335","","","2","102911"
"","34412008","-190","0","34412","","-360","","","2","104211"
"","34412009","350","0","34412","","-360","","","2","105411"
"","34412010","190","0","34412","","-335","","","2","111"
"","34412011","-190","0","34412","","-360","","","2","112"
"","34412012","350","0","34412","","-360","","","2","113"
"","34412013","0","","34412","","","","","32","62"
"","34412014","1","","34412","","","","","32","63"
"","34412015","0","","34412","","","","","32","16"
"","34412016","wac_talk_smile_in","wac_talk_smile_loop","34412","","0","1","0.2","3","102911"
"","34412017","vo_wac_230124_000","0","34412","","0","","","21","vo_wac_230124"
"0.5","34412018","我重新思考了一下。\n和演唱會一樣，大家一起\n完成一幅畫作，\n是件很有成就感的事呢♪","1","34412","0","10","1","0","11","102911"
"","34412019","","","34412","","","","","91","0"
"","34412020","wac_idle_smile","","34412","","1","1","0.2","3","102911"
"","34412021","wac_talk_wish_in_L","wac_talk_wish_loop_L","34412","","0","1","0.2","3","104211"
"","34412022","vo_wac_230124_001","0","34412","","0","","","21","vo_wac_230124"
"0.5","34412023","對啊。\n要是不集合所有人的力量，\n就無法達到令人滿意的程度……","1","34412","0","10","1","0","11","104211"
"","34412024","","","34412","","","","","91","0"
"","34412025","wac_idle_wish_L","","34412","","1","1","0.2","3","104211"
"","34412026","wac_talk_smile_in","wac_talk_smile_loop","34412","","0","1","0.2","3","105411"
"","34412027","vo_wac_230124_002","0","34412","","0","","","21","vo_wac_230124"
"0.5","34412028","正因如此，若能畫出漂亮的成品，\n就能感受到慈樂之音的羈絆♪\n……不，也能感受到騎士先生喔！\n請別那麼垂頭喪氣的嘛！","1","34412","0","10","1","0","11","105411"
"","34412029","","","34412","","","","","91","0"
"","34412030","0","","34412","","","","","22","0"
"","34412031","","","34412","","","","","111",""
"","34413001","wac_idle_smile","","34413","","1","","0.2","3","102911"
"","34413002","wac_idle_wish_L","","34413","","1","","0.2","3","104211"
"","34413003","wac_idle_smile","","34413","","1","","0.2","3","105411"
"","34413004","wac_no_items","","34413","","1","","0.2","3","111"
"","34413005","wac_no_items","","34413","","1","","0.2","3","112"
"","34413006","wac_no_items","","34413","","1","","0.2","3","113"
"","34413007","190","0","34413","","-335","","","2","102911"
"","34413008","-190","0","34413","","-360","","","2","104211"
"","34413009","350","0","34413","","-360","","","2","105411"
"","34413010","190","0","34413","","-335","","","2","111"
"","34413011","-190","0","34413","","-360","","","2","112"
"","34413012","350","0","34413","","-360","","","2","113"
"","34413013","0","","34413","","","","","32","62"
"","34413014","1","","34413","","","","","32","63"
"","34413015","0","","34413","","","","","32","16"
"","34413016","","","34413","","","","","91","0"
"wac_default_01","34511001","104211","-108","34511","0","202","-213","2","1","1"
"wac_default_03","34511002","111","-108","34511","0","201","-213","2","5","1"
"","34511003","43","0","34511","","0","1","1","31","43"
"","34511004","57","0","34511","","0","1","0","31","57"
"","34511005","11","0","34511","","0","1","0","31","11"
"","34511006","502","0","34511","","0","1","1","31","502"
"","34511007","wac_paint_01","","34511","","0","0","0.2","3","104211"
"","34511008","wac_paint_03","","34511","","0","0","0.2","3","111"
"","34511009","0","","34511","","","","","93","0"
"","34511010","1","","34511","","","","","32","11"
"","34511011","se_10035700_brush","","34511","","0","","","23","se_10035700"
"","34511012","300","","34511","","","","","13","104211"
"","34511013","","","34511","","","","","131","1"
"","34512001","wac_talk_wish_in","wac_talk_wish_loop","34512","","0","1","0.2","3","104211"
"","34512002","wac_no_items","","34512","","1","","0.2","3","111"
"","34512003","200","0","34512","","-340","","","2","104211"
"","34512004","200","0","34512","","-340","","","2","111"
"","34512005","0","","34512","","","","","32","43"
"","34512006","1","","34512","","","","","32","57"
"","34512007","0","","34512","","","","","32","11"
"","34512008","vo_wac_230125_000","0","34512","","0","","","21","vo_wac_230125"
"0.5","34512009","最近常常跟望和紡希\n聊到要不要把這次的經驗\n運用在舞台製作上。","1","34512","0","10","1","0","11","104211"
"","34512010","","","34512","","","","","91","0"
"","34512011","vo_wac_230125_001","0","34512","","0","","","21","vo_wac_230125"
"0.5","34512012","用明亮歡快的圖畫\n和我們的音樂組合起來，\n肯定會呈現出很棒的演唱會……\n你不覺得嗎？","1","34512","0","10","1","0","11","104211"
"","34512013","","","34512","","","","","91","0"
"","34512014","0","","34512","","","","","22","0"
"","34513001","wac_idle_wish","","34513","","1","","0.2","3","104211"
"","34513002","wac_no_items","","34513","","1","","0.2","3","111"
"","34513003","200","0","34513","","-340","","","2","104211"
"","34513004","200","0","34513","","-340","","","2","111"
"","34513005","0","","34513","","","","","32","43"
"","34513006","1","","34513","","","","","32","57"
"","34513007","0","","34513","","","","","32","11"
"","34513008","","","34513","","","","","91","0"
"wac_default_bot_21","34611001","105411","-108","34611","0","202","-325","2","1","1"
"wac_default_bot_27","34611002","111","-108","34611","0","201","-325","2","5","1"
"","34611003","45","0","34611","","0","1","1","31","45"
"","34611004","57","0","34611","","0","1","0","31","57"
"","34611005","13","0","34611","","0","1","0","31","13"
"","34611006","502","0","34611","","0","1","1","31","502"
"","34611007","wac_paint_bot_21","","34611","","0","0","0.2","3","105411"
"","34611008","wac_paint_bot_27","","34611","","0","0","0.2","3","111"
"","34611009","0","","34611","","","","","93","0"
"","34611010","1","","34611","","","","","32","13"
"","34611011","se_sys_login_birthday_calendar_brush","","34611","","0","","","23","se_common"
"","34611012","300","","34611","","","","","13","105411"
"","34611013","","","34611","","","","","131","1"
"","34612001","wac_talk_smile_in","wac_talk_smile_loop","34612","","0","1","0.2","3","105411"
"","34612002","wac_no_items","","34612","","1","","0.2","3","111"
"","34612003","200","0","34612","","-340","","","2","105411"
"","34612004","200","0","34612","","-340","","","2","111"
"","34612005","0","","34612","","","","","32","45"
"","34612006","1","","34612","","","","","32","57"
"","34612007","0","","34612","","","","","32","13"
"","34612008","vo_wac_230126_000","0","34612","","0","","","21","vo_wac_230126"
"0.5","34612009","雖然習慣了畫圖，但也因為都在\n做一樣的事情沒有新鮮感了呢。\n來想一些美好的事物，\n同時研究對策吧。","1","34612","0","10","1","0","11","105411"
"","34612010","","","34612","","","","","91","0"
"","34612011","vo_wac_230126_001","0","34612","","0","","","21","vo_wac_230126"
"0.5","34612012","怜大人的輪廓……怜大人的鼻樑……\n怜大人的腋下……怜大人的大腿……！\n怜大人的……嘿嘿……哈～♪\n……咦，我剛剛在煩惱什麼？","1","34612","0","10","1","0","11","105411"
"","34612013","","","34612","","","","","91","0"
"","34612014","0","","34612","","","","","22","0"
