70cf381a88472b078e85a9400fd1a12bb91f77756dd3ff85e142ac2473881dcc,28f91e278b81d34aa6a006df73da16f05abfbcc9cd10ad46444b23bcafdc3bd9,d0e7d18fd65a1cd1b17c697512ed33c0f2d2b4d83fd4c4b2dfc1df3b58809bd1,b8254e6f5ee9c58b78faa53ca88b84f116eb5ec9576c306937a4828f11e53c05,fc3323c23e48e9037ba8a1543c6d93b1d58d3c8b609dc0923adc5cc1cd2dd925,20614b007a2a65dfb5c384de6f70a4604c0a33f099cf490cf22f2881a1eee0de,74610f16820039b8a8565de83d0c2033215b2159793c36fdfd1c75dab1c0e253,1a244658bd33818b3091280c3e5f6b7782583cfb5102212c52b6fe37d2e78b28,fd29181b2e7741940b843d8a29dadcc909926c5dbcd2ff5a5f05f6710fa37a57,bf06aa7f758bdf27cb22c3e46334102ce7615d813dccb10413f5b04bc8a5b26f,276c48ecba6e7b2d030b6996e63a6810a77eeec33843d60f1f7cdde3e36753c0
"","8","","3","","40152","travel_topdrama_r_4013_catch_1","0","","0","1401520038"
"","se_travel_top","","23","","40152","se_travel_top_aruma_06","","","","1401520039"
"travel_topdrama_r_4013_static","7","","3","0.1","40152","travel_topdrama_r_4013_safe","0.1","0","0","1401520040"
"","1000001","","3","","40152","travel_topdrama_r_4013_catch","0.1","","0","1401520041"
"","401313","","32","","40152","1","","","","1401520042"
"","0.66","","93","","40152","0","","","","1401520043"
"","401312","","32","","40152","1","","","","1401520044"
"","se_travel_top","","23","","40152","se_travel_top_aruma_07","","","","1401520045"
"","0.97","","93","","40152","0","","","","1401520046"
"","1000001","","4","","40152","1","","","","1401520047"
"","1000001","","3","","40152","travel_topdrama_r_4013_runaway","0","","1","1401520048"
"","1000002","","3","","40152","travel_topdrama_r_4000_run_normal","0.1","","1","1401520049"
"","1000003","","3","","40152","travel_topdrama_r_4000_run_normal","0.1","","1","1401520050"
"","se_travel_top","","23","","40152","se_travel_top_aruma_08","","","","1401520051"
"","8","","4","","40152","1","","0","","1401520052"
"2.5","8","","2","","40152","-1600","","0","-195","1401520053"
"","8","","3","","40152","travel_topdrama_r_4013_runaway_1","0","1","1","1401520054"
"2.5","1000001","","2","","40152","-1600","","0","-195","1401520055"
"1.4","1000002","","2","","40152","-20","","0","-195","1401520056"
"1.4","1000003","","2","","40152","-215","","0","-140","1401520057"
"","1.4","","93","","40152","0","","","","1401520058"
"","401310","","32","","40152","1","","","","1401520059"
"travel_topdrama_r_4013_touch_loop","1000002","","3","0.3","40152","travel_topdrama_r_4013_touch_2","0.2","1","0","1401520060"
"","1000003","","3","","40152","travel_topdrama_r_4000_idle","0.2","","1","1401520061"
"","1","","93","","40152","0","","","","1401520062"
"","7","","3","","40152","travel_topdrama_r_4013_danger_2","0","","0","1401520063"
"","1.67","","93","","40152","0","","","","1401520064"
"","401304","","32","","40152","1","","","","1401520065"
"","se_travel_top","","23","","40152","se_travel_top_aruma_10","","","","1401520066"
"","0.3","","93","","40152","0","","","","1401520067"
"","1000002","","3","","40152","travel_topdrama_r_4013_touch_loop","0.3","","1","1401520068"
"","0.2","","93","","40152","0","","","","1401520069"
"","se_travel_top","","23","","40152","se_travel_top_aruma_05","","","","1401520070"
"","0.83","","93","","40152","0","","","","1401520071"
"","8","","4","","40152","0","","0","","1401520072"
"0","8","","2","","40152","-20","","0","-195","1401520073"
"","8","","3","","40152","travel_topdrama_r_4013_catch_2","0","","0","1401520074"
"","se_travel_top","","23","","40152","se_travel_top_aruma_11","","","","1401520075"
"travel_topdrama_r_4013_static","7","","3","0.1","40152","travel_topdrama_r_4013_safe","0.1","0","0","1401520076"
"travel_topdrama_r_4013_runaway","1000002","","3","0","40152","travel_topdrama_r_4013_catch","0.1","1","0","1401520077"
"","4013132","","32","","40152","1","","","","1401520078"
"","0.66","","93","","40152","0","","","","1401520079"
"","4013122","","32","","40152","1","","","","1401520080"
"","se_travel_top","","23","","40152","se_travel_top_aruma_12","","","","1401520081"
"","0.97","","93","","40152","0","","","","1401520082"
"","1000002","","4","","40152","1","","","","1401520083"
"","1000002","","3","","40152","travel_topdrama_r_4013_runaway","0","","1","1401520084"
"","1000003","","3","","40152","travel_topdrama_r_4000_run_normal","0.1","","1","1401520085"
"","se_travel_top","","23","","40152","se_travel_top_aruma_08","","","","1401520086"
"","8","","4","","40152","1","","0","","1401520087"
"2.5","8","","2","","40152","-1600","","0","-195","1401520088"
"","8","","3","","40152","travel_topdrama_r_4013_runaway_2","0","","1","1401520089"
"2.5","1000002","","2","","40152","-1600","","0","-195","1401520090"
"1.4","1000003","","2","","40152","-20","","0","-195","1401520091"
"","1.4","","93","","40152","0","","","","1401520092"
"travel_topdrama_r_4013_touch_loop","1000003","","3","0.3","40152","travel_topdrama_r_4013_touch_3","0.2","1","0","1401520093"
"","401311","","32","","40152","1","","","","1401520094"
"","1","","93","","40152","0","","","","1401520095"
"","7","","3","","40152","travel_topdrama_r_4013_danger_3_in","0","","0","1401520096"
"","2.16","","93","","40152","0","","","","1401520097"
"","4013042","","32","","40152","1","","","","1401520098"
"","0.54","","93","","40152","0","","","","1401520099"
"","1000003","","3","","40152","travel_topdrama_r_4013_touch_loop","0.3","","1","1401520100"
"","1.07","","93","","40152","0","","","","1401520101"
"travel_topdrama_r_4013_static","7","","3","0.1","40152","travel_topdrama_r_4013_danger_3_safe","0.1","1","0","1401520102"
"","401315","","32","","40152","1","","","","1401520103"
"","se_travel_top","","23","","40152","se_travel_top_aruma_15","","","","1401520104"
"","0.83","","93","","40152","0","","","","1401520105"
"","401316","","32","","40152","1","","","","1401520106"
"","1.2","","93","","40152","0","","","","1401520107"
"","8","","4","","40152","0","","0","","1401520108"
"0","8","","2","","40152","-20","","0","-195","1401520109"
"","8","","3","","40152","travel_topdrama_r_4013_catch_3","0","","0","1401520110"
"","se_travel_top","","23","","40152","se_travel_top_aruma_16","","","","1401520111"
"","4013133","","32","","40152","1","","","","1401520112"
"travel_topdrama_r_4013_runaway","1000003","","3","0","40152","travel_topdrama_r_4013_catch","0.1","1","0","1401520113"
"","0.66","","93","","40152","0","","","","1401520114"
"","4013123","","32","","40152","1","","","","1401520115"
"","se_travel_top","","23","","40152","se_travel_top_aruma_17","","","","1401520116"
"","0.97","","93","","40152","0","","","","1401520117"
"","1000003","","4","","40152","1","","","","1401520118"
"","1000003","","3","","40152","travel_topdrama_r_4013_runaway","0","","1","1401520119"
"","se_travel_top","","23","","40152","se_travel_top_aruma_08","","","","1401520120"
"","8","","4","","40152","1","","0","","1401520121"
"2.5","8","","2","","40152","-1600","","0","-195","1401520122"
"","8","","3","","40152","travel_topdrama_r_4013_runaway_3","0","","1","1401520123"
"2.5","1000003","","2","","40152","-1600","","0","-195","1401520124"
"","1","","93","","40152","0","","","","1401520125"
"","0","","111","","40152","","","","","1401520126"
"","0","","91","","40152","","","","","1401520127"
"0","401600","","31","","40161","401600","1","1","0","1401610001"
"0","0","normal","5","0","40161","0","1","-77","110","1401610002"
"","0","","91","","40161","0","","","","1401610003"
"-134","1","travel_topdrama_r_4016_look_in","1","0","40162","1000001","1.75","-184","50","1401620001"
"134","1","travel_topdrama_r_4016_look_in","1","1","40162","1000002","1.75","-184","55","1401620002"
"-7","19","static","5","0","40162","401699","1","-310","30","1401620003"
"-7","26","empty","5","0","40162","401698","1","-310","70","1401620004"
"0","401601","","31","","40162","401601","1","1","0","1401620005"
"0","401602","","31","","40162","401602","1","1","0","1401620006"
"0","401603","","31","","40162","401603","0","1","0","1401620007"
"0","401605","","31","","40162","401605","0","1","0","1401620008"
"0","401606","","31","","40162","401606","0","1","0","1401620009"
"0","401607","","31","","40162","401607","0","1","0","1401620010"
"0","401608","","31","","40162","401608","0","1","0","1401620011"
"0","401609","","31","","40162","401609","0","1","0","1401620012"
"0","400016","","31","","40162","400016","0","1","0","1401620013"
"0","401620","","31","","40162","401620","1","1","0","1401620014"
"","0","","91","","40162","","","","","1401620015"
"","400016","","32","","40162","1","","","","1401620016"
"","401603","","32","","40162","1","","","","1401620017"
"","401606","","32","","40162","1","","","","1401620018"
"","1000001","","3","","40162","travel_topdrama_r_4016_look_out","0","","0","1401620019"
"","1000002","","3","","40162","travel_topdrama_r_4016_look_out","0","","0","1401620020"
"","401699","","3","","40162","start","0","","0","1401620021"
"","1.7","","93","","40162","0","","","","1401620022"
"travel_topdrama_r_4016_jump_surprise","1000002","","3","0","40162","travel_topdrama_r_4016_hop_R","0.2","0","0","1401620023"
"","1401620019","","91","","40162","","","","","1401620024"
"travel_topdrama_r_4016_jump_normal","1000001","","3","0","40162","travel_topdrama_r_4016_hop_L","0.2","1","0","1401620025"
"","1401620021","","91","","40162","","","","","1401620026"
"","401699","","3","","40162","bound","0","","1","1401620027"
"","1401620023","","91","","40162","","","","","1401620028"
"","1000002","","3","","40162","travel_topdrama_r_4016_jump_normal","0.2","","1","1401620029"
"","401699","","3","","40162","bound","0.2","","1","1401620030"
"","4.6","","93","","40162","0","","","","1401620031"
"idle","401699","","3","0","40162","jump","0","1","0","1401620032"
"","401698","","3","","40162","rock_1","0","","0","1401620033"
"","10","","122","","40162","10","","","0.3","1401620034"
"","401607","","32","","40162","1","","","","1401620035"
"","se_travel_top","","23","","40162","se_travel_top_mandragora_06","","","0","1401620036"
"","1000001","","3","","40162","travel_topdrama_r_4016_bounce_normal_L","0","","0","1401620037"
"","0.2","","93","","40162","0","","","","1401620038"
"","1000002","","3","","40162","travel_topdrama_r_4016_bounce_normal_R","0","","0","1401620039"
"","401605","","32","","40162","1","","","","1401620040"
"","0.7","","93","","40162","0","","","","1401620041"
"","10","","122","","40162","10","","","0.3","1401620042"
"","se_travel_top","","23","","40162","se_travel_top_mandragora_07","","","0","1401620043"
"","se_travel_top","","23","","40162","se_travel_top_mandragora_08","","","0","1401620044"
"","1401620037","","91","","40162","0","","","","1401620045"
"","1000001","","3","","40162","travel_topdrama_r_4016_run","0","","0","1401620046"
"","1000002","","3","","40162","travel_topdrama_r_4016_run","0","","0","1401620047"
"","401608","","32","","40162","1","","","","1401620048"
"","401609","","32","","40162","1","","","","1401620049"
"","2.13","","93","","40162","0","","","","1401620050"
"","","","111","","40162","","","","","1401620051"
"","0","","91","","40162","","","","","1401620052"
"0","401700","","31","","40171","401700","1","1","0","1401710001"
"0","0","normal","5","0","40171","0","1","-77","110","1401710002"
"","0","","91","","40171","0","","","","1401710003"
"-134","1","travel_topdrama_r_4016_look_in","1","0","40172","1000001","1.75","-184","50","1401720001"
"134","1","travel_topdrama_r_4016_look_in","1","1","40172","1000002","1.75","-184","55","1401720002"
"-7","19","static","5","0","40172","401799","1","-310","30","1401720003"
"0","401701","","31","","40172","401701","1","1","0","1401720004"
"0","401702","","31","","40172","401702","1","1","0","1401720005"
"0","401703","","31","","40172","401703","0","1","0","1401720006"
"0","401705","","31","","40172","401705","0","1","0","1401720007"
"0","401706","","31","","40172","401706","0","1","0","1401720008"
"0","401707","","31","","40172","401707","0","1","0","1401720009"
"0","401708","","31","","40172","401708","0","1","0","1401720010"
"0","400017","","31","","40172","400017","0","1","0","1401720011"
"0","401720","","31","","40172","401720","1","1","0","1401720012"
"","0","","91","","40172","","","","","1401720013"
"","400017","","32","","40172","1","","","","1401720014"
"","401703","","32","","40172","1","","","","1401720015"
"","401706","","32","","40172","1","","","","1401720016"
"","1000001","","3","","40172","travel_topdrama_r_4016_look_out","0","","0","1401720017"
"","1000002","","3","","40172","travel_topdrama_r_4016_look_out","0","","0","1401720018"
"","401799","","3","","40172","start","0","","0","1401720019"
"","1.7","","93","","40172","0","","","","1401720020"
"travel_topdrama_r_4016_jump_surprise","1000002","","3","0","40172","travel_topdrama_r_4016_hop_R","0.2","0","0","1401720021"
"","1401720017","","91","","40172","","","","","1401720022"
"travel_topdrama_r_4016_jump_normal","1000001","","3","0","40172","travel_topdrama_r_4016_hop_L","0.2","1","0","1401720023"
"","1401720019","","91","","40172","","","","","1401720024"
"","401799","","3","","40172","bound","0","","1","1401720025"
"","1401720021","","91","","40172","","","","","1401720026"
"","1000002","","3","","40172","travel_topdrama_r_4016_jump_normal","0.2","","1","1401720027"
"","401799","","3","","40172","bound2","0.2","","1","1401720028"
"","2.5","","93","","40172","0","","","","1401720029"
"","401707","","32","","40172","1","","","","1401720030"
"","1.4","","93","","40172","0","","","","1401720031"
"travel_topdrama_r_4016_jump_dreamy_loop","1000002","","3","0","40172","travel_topdrama_r_4016_jump_dreamy_in","0.1","1","0","1401720032"
"","401799","","3","","40172","bound2","0.2","","1","1401720033"
"","0.66","","93","","40172","0","","","","1401720034"
"travel_topdrama_r_4016_jump_dreamy_loop","1000001","","3","0","40172","travel_topdrama_r_4016_jump_dreamy_in","0.1","1","0","1401720035"
"","2.2","","93","","40172","0","","","","1401720036"
"","401708","","32","","40172","1","","","","1401720037"
"","2.5","","93","","40172","0","","","","1401720038"
"","401705","","32","","40172","1","","","","1401720039"
"","2.3","","93","","40172","0","","","","1401720040"
"","","","111","","40172","","","","","1401720041"
"","0","","91","","40172","","","","","1401720042"
"0","401800","","31","","40181","401800","1","1","0","1401810001"
"0","0","normal","5","0","40181","0","1","-77","110","1401810002"
"","0","","91","","40181","0","","","","1401810003"
"-134","1","travel_topdrama_r_4016_look_in","1","0","40182","1000001","1.75","-184","50","1401820001"
"134","1","travel_topdrama_r_4016_look_in","1","1","40182","1000002","1.75","-184","55","1401820002"
"-7","19","static","5","0","40182","401899","1","-310","30","1401820003"
"-7","26","empty","5","0","40182","401898","1","-310","70","1401820004"
"0","401801","","31","","40182","401801","1","1","0","1401820005"
"0","401802","","31","","40182","401802","1","1","0","1401820006"
"0","401803","","31","","40182","401803","0","1","0","1401820007"
"0","401804","","31","","40182","401804","0","1","0","1401820008"
"0","401805","","31","","40182","401805","0","1","0","1401820009"
"0","401806","","31","","40182","401806","0","1","0","1401820010"
"0","401807","","31","","40182","401807","0","1","0","1401820011"
"0","401808","","31","","40182","401808","0","1","0","1401820012"
"0","401809","","31","","40182","401809","0","1","0","1401820013"
"0","401810","","31","","40182","401810","0","1","0","1401820014"
"0","400018","","31","","40182","400018","0","1","0","1401820015"
"0","401820","","31","","40182","401820","1","1","0","1401820016"
"","0","","91","","40182","","","","","1401820017"
