42184795598030f5e2d00c45b9aef1367ea00e03cc800cb2bdfac8b48287ab6f,1c0bd244817be7d7776cc51b26a0cfd7f4950329b7ef78534fc75c73ec781614,9d7d577482d7a6a572b042eacdca0abacff3c18310576871e5c6c6879951ebc8,39b7cf75211da3a1a71063393c4175cfd37c6fafd5063f8d7a6a818667c250ae,b423361cf6fe464184878845ef74992733f78be1aeb608e903d4425979bcde80,2d367b4a2f93f2ef3b280d3e55fc95fabc5b47a8871a72d6418112a40edbcb5d,759858b9b6066b66cb3d92629910c341ef3e25aa792f671549f4042329df58b4,839611986cff0596d60c495cbbecbc8c7d8903378789fedd9fb28d59094db587,9203a3381d34f18f9a1b770691651319ed1f60dd590418436bff373761415e52,bd81e05bdef2e1778560349ab55022aec6c1122eef4d65edc6778a103af3a1b2,28a994c2a0e1af7269ae4bb694a76eb27c9dedfa47177cc7f918fb23771a8956,c033e26a1fdb76729810666babfa9993fe0590bcfe35900af80d2ecf03abf238,9ca61b0a5c4140c7007ee90173763c6337266df46f2b3d77b17a075d2c73a8d4,e8da4da651fcc5f6606fe5621809eddf8931fb1ce112d038530823df4bbef41e,c6f420827b03df4750a53308ff89ff0e781ce38767426f713a14e4b124efd1b2,6ce8e5357bc75661c8e4a208721af627a0aabe0e244657b3fa861ef21e909b9f,2c1f767f1a124bb8af9f229d09343bfd7227665585e17bf85750989f5b9599f7,7148eca87d1394615a075a62fb57ad480947f4204027df001ed825090b818488,17b7055bd51bb8bcd016bec9d765d82844af4b1408ade7f157a04eaa0a54ffdd
"0","18","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","19","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","20","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","21","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","22","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","23","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","24","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","25","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","26","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","27","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","28","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","29","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","30","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","31","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","32","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","33","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","34","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","35","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","36","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","37","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","38","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","2","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","3","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","4","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","5","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","6","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","7","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","8","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","9","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","10","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","11","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","12","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","13","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","14","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","15","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","16","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","17","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","18","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","19","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","20","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","21","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","22","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","23","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","24","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","25","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","26","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","27","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","28","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","29","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","30","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","31","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","32","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","33","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","34","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","35","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","36","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","37","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","38","0","403103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","2","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","3","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","4","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","5","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","6","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","7","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","8","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","9","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","10","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","11","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","12","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","13","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","14","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","15","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","16","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","17","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","18","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","19","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","20","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","21","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","22","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","23","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","24","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","25","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","26","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","27","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","28","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","29","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","30","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","31","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","32","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","33","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","34","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","35","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","36","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","37","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","38","0","404201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","2","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","3","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","4","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","5","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","6","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","7","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","8","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","9","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","10","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","11","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","12","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","13","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","14","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","15","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","16","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","17","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","18","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","19","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","20","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","21","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","22","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","23","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","24","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","25","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","26","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","27","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","28","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","29","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","30","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","31","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","32","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","33","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","34","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","35","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","36","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","37","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","38","0","404205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","2","0","407001","0","0","26","0","0","0","55","0","3","0","50","0","0","0","0"
"0","3","0","407001","0","0","94","0","0","0","150","0","7","0","100","0","0","0","0"
"0","4","0","407001","0","2","214","0","0","0","270","0","14","0","100","0","0","0","10"
"0","5","0","407001","0","2","405","0","0","0","450","0","29","0","100","0","0","0","10"
"0","6","0","407001","0","4","634","0","50","0","800","0","42","0","100","0","0","0","10"
"0","7","0","407001","0","8","894","0","85","0","1395","0","56","0","100","0","0","0","15"
"0","8","1","407001","0","10","1286","4","120","0","1560","0","63","0","100","0","0","0","30"
"0","9","2","407001","0","10","1710","9","155","0","1700","0","70","16","100","0","0","0","45"
"0","10","4","407001","0","11","2145","14","170","0","1970","0","82","40","520","0","0","0","45"
"0","11","5","407001","0","11","2657","14","186","0","2130","0","87","85","740","0","0","5","45"
"0","12","6","407001","0","14","3181","14","222","0","2230","0","92","138","840","0","0","11","45"
"0","13","6","407001","0","19","3714","16","242","0","2370","0","99","200","840","0","0","17","45"
"0","14","6","407001","0","23","4294","18","272","0","2510","0","106","276","960","0","0","17","45"
"0","15","6","407001","0","31","4899","22","282","0","2540","0","115","346","1080","0","0","17","45"
"0","16","6","407001","0","36","5572","22","312","0","2570","0","123","421","1080","0","0","17","45"
"0","17","6","407001","0","40","6300","22","342","0","2570","0","132","493","1080","0","0","17","45"
"0","18","6","407001","0","46","7084","22","372","0","2570","0","141","582","1080","0","0","17","45"
"0","19","6","407001","0","51","7972","22","372","0","2570","0","148","715","1080","0","0","17","45"
"0","20","6","407001","0","61","8893","22","372","0","2570","0","162","872","1080","0","0","17","45"
"0","21","6","407001","0","67","9912","22","372","0","2570","0","170","1074","1180","0","0","17","45"
"0","22","6","407001","0","72","11109","22","372","0","2570","0","177","1292","1280","0","0","17","45"
"0","23","6","407001","0","78","12432","22","372","0","2570","0","193","1476","1280","0","0","17","45"
"0","24","6","407001","0","84","13907","22","372","0","2570","0","210","1619","1280","0","0","17","45"
"0","25","6","407001","0","90","15617","22","372","0","2570","0","218","1728","1280","0","0","17","45"
"0","26","6","407001","0","96","17457","22","372","0","3030","0","227","1800","1280","0","0","17","45"
"0","27","6","407001","0","102","19492","22","372","0","3030","0","235","1845","1280","0","0","17","45"
"0","28","6","407001","0","107","21690","22","372","0","3030","0","240","1877","1280","0","0","17","45"
"0","29","6","407001","0","111","24012","22","372","0","3490","0","244","1910","1280","0","0","17","45"
"0","30","6","407001","0","115","26533","22","372","0","3490","0","248","1944","1280","0","0","17","45"
"0","31","6","407001","0","119","29112","22","372","0","3950","0","252","1978","1280","0","0","17","45"
"0","32","6","407001","0","123","31854","22","372","0","3950","0","256","2012","1280","0","0","17","45"
"0","33","6","407001","0","127","34687","22","372","0","4450","0","260","2045","1280","0","0","17","45"
"0","34","6","407001","0","131","37669","22","372","0","4950","0","264","2077","1280","0","0","17","45"
"0","35","6","407001","0","135","40856","22","372","0","4950","0","268","2109","1280","0","0","17","45"
"0","36","6","407001","0","139","44155","22","372","0","4950","0","272","2141","1280","0","0","17","45"
"0","37","6","407001","0","144","47499","22","372","0","5450","0","277","2173","1280","0","0","17","45"
"0","38","6","407001","0","149","50947","22","372","0","5950","0","282","2205","1280","0","0","17","45"
"0","2","0","407701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","3","0","407701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","4","0","407701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","5","0","407701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","6","0","407701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","7","0","407701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","8","0","407701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","9","0","407701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","10","0","407701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","11","0","407701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","12","0","407701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","13","0","407701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","14","0","407701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","15","0","407701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","16","0","407701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","17","0","407701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","18","0","407701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
