9e1659088c45cdb3c801ea7c9823369ba49b9f1fd6bf31c146c33786d8d54a9e,c5e402894fd51e19264a60956096c656a03c88e45e2d7995e55c2224f237eea0,5d6038aa924d3dfbcc437ce041d8f903dc02643f963b6895a920047525f31e5b,b8918007fe7f4eb5440f904a7a3270a0d838c7a516ee8a50f4979f6bc490b677,7ca2a35bdf65420fb8e37ea2a40e3d7c088e43c89dd827dedd20981ac52a9993
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92419230","減少降低TP","boss_tp_down_cut","1246"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92419230","傷害值衰減","18","1247"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92419230","賦予TP上升的上限","17","1248"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92419230","降低HP吸收","9","1249"
"編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","92419240","風屬性獎勵特大幅度提升","14","1250"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92419240","提升物理防禦力（不可降低）","boss_def_lower_limit","1251"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92419240","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1252"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92419240","減少降低TP","boss_tp_down_cut","1253"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92419240","傷害值衰減","18","1254"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92419240","賦予TP上升的上限","17","1255"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92419240","降低HP吸收","9","1256"
"編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","92419310","風屬性獎勵特大幅度提升","14","1257"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92419310","提升物理防禦力（不可降低）","boss_def_lower_limit","1258"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92419310","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1259"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92419310","減少降低TP","boss_tp_down_cut","1260"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92419310","傷害值衰減","18","1261"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92419310","賦予TP上升的上限","17","1262"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92419310","降低HP吸收","9","1263"
"編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","92419320","風屬性獎勵特大幅度提升","14","1264"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92419320","提升物理防禦力（不可降低）","boss_def_lower_limit","1265"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92419320","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1266"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92419320","減少降低TP","boss_tp_down_cut","1267"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92419320","傷害值衰減","18","1268"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92419320","賦予TP上升的上限","17","1269"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92419320","降低HP吸收","9","1270"
"編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","92419330","風屬性獎勵特大幅度提升","14","1271"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92419330","提升物理防禦力（不可降低）","boss_def_lower_limit","1272"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92419330","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1273"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92419330","減少降低TP","boss_tp_down_cut","1274"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92419330","傷害值衰減","18","1275"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92419330","賦予TP上升的上限","17","1276"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92419330","降低HP吸收","9","1277"
"編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","92419340","風屬性獎勵特大幅度提升","14","1278"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92419340","提升物理防禦力（不可降低）","boss_def_lower_limit","1279"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92419340","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1280"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92419340","減少降低TP","boss_tp_down_cut","1281"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92419340","傷害值衰減","18","1282"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92419340","賦予TP上升的上限","17","1283"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92419340","降低HP吸收","9","1284"
"編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","92420010","光屬性獎勵特大幅度提升","15","1285"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92420010","提升物理防禦力（不可降低）","boss_def_lower_limit","1286"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92420010","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1287"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92420010","賦予TP上升的上限","17","1288"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92420010","降低HP吸收","9","1289"
"編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","92420020","光屬性獎勵特大幅度提升","15","1290"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92420020","提升物理防禦力（不可降低）","boss_def_lower_limit","1291"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92420020","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1292"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92420020","賦予TP上升的上限","17","1293"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92420020","降低HP吸收","9","1294"
"編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","92420030","光屬性獎勵特大幅度提升","15","1295"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92420030","提升物理防禦力（不可降低）","boss_def_lower_limit","1296"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92420030","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1297"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92420030","賦予TP上升的上限","17","1298"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92420030","降低HP吸收","9","1299"
"編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","92420110","光屬性獎勵特大幅度提升","15","1300"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92420110","提升物理防禦力（不可降低）","boss_def_lower_limit","1301"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92420110","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1302"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92420110","減少降低TP","boss_tp_down_cut","1303"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92420110","傷害值衰減","18","1304"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92420110","賦予TP上升的上限","17","1305"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92420110","降低HP吸收","9","1306"
"編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","92420120","光屬性獎勵特大幅度提升","15","1307"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92420120","提升物理防禦力（不可降低）","boss_def_lower_limit","1308"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92420120","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1309"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92420120","減少降低TP","boss_tp_down_cut","1310"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92420120","傷害值衰減","18","1311"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92420120","賦予TP上升的上限","17","1312"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92420120","降低HP吸收","9","1313"
"編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","92420130","光屬性獎勵特大幅度提升","15","1314"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92420130","提升物理防禦力（不可降低）","boss_def_lower_limit","1315"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92420130","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1316"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92420130","減少降低TP","boss_tp_down_cut","1317"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92420130","傷害值衰減","18","1318"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92420130","賦予TP上升的上限","17","1319"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92420130","降低HP吸收","9","1320"
"編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","92420140","光屬性獎勵特大幅度提升","15","1321"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92420140","提升物理防禦力（不可降低）","boss_def_lower_limit","1322"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92420140","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1323"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92420140","減少降低TP","boss_tp_down_cut","1324"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92420140","傷害值衰減","18","1325"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92420140","賦予TP上升的上限","17","1326"
