0f99f35d06a3af66b3a315aad2940085383e155b942b2fc22a59c1198e1ffb35,d454ab945134417e8422b5893f2bee6d3405ef980e9460c880c1fb99eb788b80,5c0c4579fedae35e3fe8ba83fa8b5f3e44aff8ac91f925902d1bd345e7e8a5b4,545334dad5930628f7b2ce0729c1825902e5c4f833868eb529b07a32c57c218d,a3ce732fd9533023a9349d1cd0fcbbf21644e149ebd24227d1162cd942c5490b,86fe894bd836d5d2cbbd2cf520143a36ce351ed5fc40c9596853726eff716cd3,06d8695411b22aef92074bac265c5abf3b02dc9511f678c7c210cfa0bb4c5a56,7c5caf7f244a844bedaeb3405334768f9465dad4a48290280d1c41bcfeeb4834,bdd45d92f4204b0e7347e19056ac0c443c9666c84c80b58e5c2d8b1746bd3aee,9f8cefcbf0940d6a1b1634aa07f7c23f1fd84a3309cded54fc5c6c7e3eeb7ab2,a4779369d8f3358c6786ee37847df9920a7b02a4152ac02f8ec10ff7620e2bf6
"","","122911","1009814","","","0.2","1","lsv_idle_sad","3","1009814023"
"0","","vo_lsv","1009814","","","","0","vo_lsv_1421","21","1009814024"
"1","1","122711","1009814","0","0","0","10","…………","11","1009814025"
"1","1","122911","1009814","0","0","0","10","…………","11","1009814026"
"","","0","1009814","","","","","","91","1009814027"
"","","122711","1009814","","","0.2","1","lsv_idle_normal","3","1009814028"
"","","122911","1009814","","","0.2","1","lsv_idle_normal","3","1009814029"
"","","122811","1009814","","","0.2","1","lsv_walk","3","1009814030"
"2","0","122811","1009814","","","","-235","-200","2","1009814031"
"1","1","122811","1009814","0","","0.4","1","1","6","1009814032"
"","","2","1009814","","","","","0","93","1009814033"
"","","122811","1009814","","","0.2","1","lsv_idle_normal","3","1009814034"
"","","0.6","1009814","","","","","0","93","1009814035"
"","","122811","1009814","","","0.2","1","lsv_talk_bitter","3","1009814036"
"0","","vo_lsv","1009814","","","","0","vo_lsv_1422","21","1009814037"
"1","1","122811","1009814","0","0","0","10","啊……\n啊哈哈，對不起唷？\n觀察日記寫不太出來……","11","1009814038"
"","","0","1009814","","","","","","91","1009814039"
"","","122811","1009814","","","0.2","1","lsv_talk_bitter_sad","3","1009814040"
"0","","vo_lsv","1009814","","","","0","vo_lsv_1423","21","1009814041"
"1","1","122811","1009814","0","0","0","10","而且……\n禊還把真正的心情\n寫上去了。","11","1009814042"
"","","0","1009814","","","","","","91","1009814043"
"","","122811","1009814","","","0.2","1","lsv_idle_sad2","3","1009814044"
"","","122711","1009814","","","0.2","1","lsv_talk_normal_suprise1","3","1009814045"
"0","","vo_lsv","1009814","","","","0","vo_lsv_1424","21","1009814046"
"1","1","122711","1009814","0","0","0","10","不會，沒關係唷。\n……我懂的。","11","1009814047"
"","","0","1009814","","","","","","91","1009814048"
"","","122711","1009814","","","0.2","1","lsv_idle_normal_talkR","3","1009814049"
"","","122911","1009814","","","0.2","1","lsv_talk_normal_bitter","3","1009814050"
"0","","vo_lsv","1009814","","","","0","vo_lsv_1425","21","1009814051"
"1","1","122911","1009814","0","0","0","10","……美美也懂唷。\n禊，\n謝謝妳寫出來。","11","1009814052"
"","","0","1009814","","","","","","91","1009814053"
"","","122911","1009814","","","0.2","1","lsv_idle_sad_normal","3","1009814054"
"","","122811","1009814","","","0.2","1","lsv_idle_sad","3","1009814055"
"0","","vo_lsv","1009814","","","","0","vo_lsv_1426","21","1009814056"
"1","1","122811","1009814","0","0","0","10","……嗯。","11","1009814057"
"","","0","1009814","","","","","","91","1009814058"
"","","122811","1009814","","","0.2","1","lsv_idle_normal_talkR","3","1009814059"
"","","122911","1009814","","","0.2","1","lsv_talk_wish_sad","3","1009814060"
"0","","vo_lsv","1009814","","","","0","vo_lsv_1427","21","1009814061"
"1","1","122911","1009814","0","0","0","10","……為什麼\n一定要說掰掰了呢？","11","1009814062"
"","","0","1009814","","","","","","91","1009814063"
"","","122911","1009814","","","0.2","1","lsv_idle_wish_sad","3","1009814064"
"","","122711","1009814","","","0.2","1","lsv_talk_normal_sad","3","1009814065"
"0","","vo_lsv","1009814","","","","0","vo_lsv_1428","21","1009814066"
"1","1","122711","1009814","0","0","0","10","美美……","11","1009814067"
"","","0","1009814","","","","","","91","1009814068"
"","","122711","1009814","","","0.2","1","lsv_idle_normal_talkR","3","1009814069"
"","","122911","1009814","","","0.2","1","lsv_talk_wish_surprise","3","1009814070"
"0","","vo_lsv","1009814","","","","0","vo_lsv_1429","21","1009814071"
"1","1","122911","1009814","0","0","0","10","美美明白唷？\n理由美美很清楚。\n可是……","11","1009814072"
"","","0","1009814","","","","","","91","1009814073"
"","","122911","1009814","","","0.2","1","lsv_talk_wish_sad","3","1009814074"
"0","","vo_lsv","1009814","","","","0","vo_lsv_1430","21","1009814075"
"1","1","122911","1009814","0","0","0","10","怎麼會……\n為什麼……\n忍不住會這麼想。","11","1009814076"
"","","0","1009814","","","","","","91","1009814077"
"","","122911","1009814","","","0.2","1","lsv_idle_normal","3","1009814078"
"","","122811","1009814","","","0.2","1","lsv_talk_anger_shy","3","1009814079"
"0","","vo_lsv","1009814","","","","0","vo_lsv_1431","21","1009814080"
"1","1","122811","1009814","0","0","0","10","……為什麼呢。\n啊──真是的！\n好難喔～！！","11","1009814081"
"","","0","1009814","","","","","","91","1009814082"
"","","122811","1009814","","","0.2","1","lsv_idle_normal_talkR","3","1009814083"
"","","122711","1009814","","","0.2","1","lsv_talk_joy3_blink2","3","1009814084"
"0","","vo_lsv","1009814","","","","0","vo_lsv_1432","21","1009814085"
"1","1","122711","1009814","0","0","0","10","……對啊，\n真的好難喔。","11","1009814086"
"","","0","1009814","","","","","","91","1009814087"
"","","122711","1009814","","","0.2","1","lsv_talk_sad","3","1009814088"
"0","","vo_lsv","1009814","","","","0","vo_lsv_1433","21","1009814089"
"1","1","122711","1009814","0","0","0","10","一定比任何學習……\n都還來得困難……\n困難很多很多。","11","1009814090"
"","","0","1009814","","","","","","91","1009814091"
"","","122711","1009814","","","0.2","1","lsv_idle_wish_angerR","3","1009814092"
"","","0","1009814","","","0.2","1","0","22","1009814093"
"","","0","1009814","","","","","","91","1009814094"
"0","","bgm_M612","1009814","","","","0","bgm_M612","25","1009814095"
"","","","1009814","","","","","","102","1009814096"
"","","0","1009814","","","","","0.2","22","1009814097"
"","","0.2","1009814","","","","","","93","1009814098"
"0","0","122811","1009814","0","0","0","1","12","12","1009814099"
"","","122811","1009814","","","0.2","1","lsv_talk_anger","3","1009814100"
"","","3","1009814","","","","","0","93","1009814101"
"","","122811","1009814","","","0.2","1","lsv_idle_anger1","3","1009814102"
"0","0","122711","1009814","0","0","0","1","12","12","1009814103"
"","","122711","1009814","","","0.2","1","lsv_talk_thinking","3","1009814104"
"","","3","1009814","","","","","0","93","1009814105"
"","","122711","1009814","","","0.2","1","lsv_idle_wish_angerR","3","1009814106"
"0","0","122911","1009814","0","0","0","1","12","12","1009814107"
"","","122911","1009814","","","0.2","1","lsv_idle_bitter","3","1009814108"
"","","3","1009814","","","","","0","93","1009814109"
"","","122911","1009814","","","0.2","1","lsv_idle_normal","3","1009814110"
"","","1009814099","1009814","","","","","","101","1009814111"
"1","0","333","1009814","0","","1","1","1","6","1009814112"
"","","122811","1009814","","","","","1","4","1009814113"
"","","122811","1009814","","","0.2","1","lsv_run_sad","3","1009814114"
"0.8","0","122811","1009814","","","","-235","-750","2","1009814115"
"","","122911","1009814","","","","","0","4","1009814116"
"","","122911","1009814","","","0.2","1","lsv_run_sad","3","1009814117"
"0.8","0","122911","1009814","","","","-220","750","2","1009814118"
"","","122711","1009814","","","","","0","4","1009814119"
"","","122711","1009814","","","0.2","1","lsv_run_sad","3","1009814120"
"0.8","0","122711","1009814","","","","-250","850","2","1009814121"
"","","0.6","1009814","","","","","","93","1009814122"
"1","0","122811","1009814","0","","0.2","1","1","6","1009814123"
"1","0","122911","1009814","0","","0.2","1","1","6","1009814124"
"1","0","122711","1009814","0","","0.2","1","1","6","1009814125"
"","","0","1009814","","","","","","91","1009814126"
"-650","-235","1","1009815","0","lsv_idle_normal","1.95","102","122711","1","1009815001"
"650","-220","1","1009815","1","lsv_idle_normal","1.95","100","122911","1","1009815002"
"750","-250","1","1009815","1","lsv_idle_normal","1.95","101","122811","1","1009815003"
"0","0","1","1009815","0","lsv_white_loop","1","0","333","5","1009815004"
"1","0","333","1009815","0","","0","1","1","6","1009815005"
"1","0","122711","1009815","0","","0","1","1","6","1009815006"
"1","0","122911","1009815","0","","0","1","1","6","1009815007"
"1","0","122811","1009815","0","","0","1","1","6","1009815008"
"","","1","1009815","","","","","0","93","1009815009"
"1","0.4","333","1009815","0","","0.8","1","1","6","1009815010"
"","","122711","1009815","","","0.2","1","lsv_walk","3","1009815011"
"2","0","122711","1009815","","","","-235","-200","2","1009815012"
"1","1","122711","1009815","0","","0.4","1","1","6","1009815013"
"","","122911","1009815","","","0.2","1","lsv_walk","3","1009815014"
"2","0","122911","1009815","","","","-220","100","2","1009815015"
"1","1","122911","1009815","0","","0.4","1","1","6","1009815016"
"","","122811","1009815","","","0.2","1","lsv_walk","3","1009815017"
"2","0","122811","1009815","","","","-250","270","2","1009815018"
"1","1","122811","1009815","0","","0.4","1","1","6","1009815019"
"","","2","1009815","","","","","0","93","1009815020"
"","","122711","1009815","","","0.2","1","lsv_idle_normal","3","1009815021"
"","","122911","1009815","","","0.2","1","lsv_idle_normal","3","1009815022"
"","","122811","1009815","","","0.2","1","lsv_idle_normal","3","1009815023"
"","","0.6","1009815","","","","","0","93","1009815024"
"","","122911","1009815","","","0.2","1","lsv_talk_surprise","3","1009815025"
"0","","vo_lsv","1009815","","","","0","vo_lsv_1521","21","1009815026"
"1","1","122911","1009815","0","0","0","10","圖畫和日記\n累積了很多呢。","11","1009815027"
"","","0","1009815","","","","","","91","1009815028"
"","","122911","1009815","","","0.2","1","lsv_idle_surprise","3","1009815029"
"lsv_talk_cool_joy_loop","1","122811","1009815","0.2","","0","0","lsv_talk_cool_joy","3","1009815030"
"0","","vo_lsv","1009815","","","","0","vo_lsv_1522","21","1009815031"
"1","1","122811","1009815","0","0","0","10","這表示，\n我們和小繆的回憶\n就是有這麼多啊。","11","1009815032"
"","","0","1009815","","","","","","91","1009815033"
"","","122811","1009815","","","0.2","1","lsv_idle_cool","3","1009815034"
"","","122911","1009815","","","0.2","1","lsv_talk_wish_dere","3","1009815035"
"0","","vo_lsv","1009815","","","","0","vo_lsv_1523","21","1009815036"
"1","1","122911","1009815","0","0","0","10","……嗯。\n製造了很多回憶呢。\n和小繆一起的回憶……","11","1009815037"
"","","0","1009815","","","","","","91","1009815038"
"","","122911","1009815","","","0.2","1","lsv_idle_normal_joyR","3","1009815039"
"","","122711","1009815","","","0.2","1","lsv_talk_wish_joy","3","1009815040"
"0","","vo_lsv","1009815","","","","0","vo_lsv_1524","21","1009815041"
"1","1","122711","1009815","0","0","0","10","……很難忘記呢。\n不對……\n是不想忘記呢。","11","1009815042"
"","","0","1009815","","","","","","91","1009815043"
"","","122711","1009815","","","0.2","1","lsv_idle_wish_joy","3","1009815044"
"","","122811","1009815","","","0.2","1","lsv_talk_joy3_blink2","3","1009815045"
"0","","vo_lsv","1009815","","","","0","vo_lsv_1525","21","1009815046"
"1","1","122811","1009815","0","0","0","10","對啊……\n禊也是一樣的心情。","11","1009815047"
"","","0","1009815","","","","","","91","1009815048"
"","","122811","1009815","","","0.2","1","lsv_idle_sad_normal","3","1009815049"
"","","122911","1009815","","","0.2","1","lsv_talk_wish_dere","3","1009815050"
"0","","vo_lsv","1009815","","","","0","vo_lsv_1526","21","1009815051"
"1","1","122911","1009815","0","0","0","10","美美也是唷。\n一定永遠都……","11","1009815052"
"","","0","1009815","","","","","","91","1009815053"
"","","122911","1009815","","","0.2","1","lsv_idle_normal","3","1009815054"
"","","122711","1009815","","","0.2","1","lsv_talk_joy1_normal","3","1009815055"
"0","","vo_lsv","1009815","","","","0","vo_lsv_1527","21","1009815056"
"1","1","122711","1009815","0","0","0","10","那麼……下次再\n見到小繆時，\n再繼續寫這本日記吧。","11","1009815057"
"","","0","1009815","","","","","","91","1009815058"
"","","122711","1009815","","","0.2","1","lsv_idle_normal","3","1009815059"
"lsv_exactly_loop","1","122811","1009815","0.2","","0","0","lsv_exactly_in","3","1009815060"
"0","","vo_lsv","1009815","","","","0","vo_lsv_1528","21","1009815061"
"1","1","122811","1009815","0","0","0","10","好主意！\n禊贊成！","11","1009815062"
"","","0","1009815","","","","","","91","1009815063"
"","","122811","1009815","","","0.2","1","lsv_idle_joy","3","1009815064"
"lsv_idle_normal_joy","1","122911","1009815","0.2","","0.2","0","lsv_handsup_joy","3","1009815065"
"0","","vo_lsv","1009815","","","","0","vo_lsv_1529","21","1009815066"
"1","1","122911","1009815","0","0","0","10","美美也贊成～♪","11","1009815067"
"","","0","1009815","","","","","","91","1009815068"
"","","122711","1009815","","","0.2","1","lsv_talk_wish_dere","3","1009815069"
"0","","vo_lsv","1009815","","","","0","vo_lsv_1530","21","1009815070"
"1","1","122711","1009815","0","0","0","10","也要好好珍惜這本日記。\n……感覺期待的事\n好像又多了一件。呵呵。","11","1009815071"
"","","0","1009815","","","","","","91","1009815072"
"","","122711","1009815","","","0.2","1","lsv_idle_wish_dere","3","1009815073"
"","","122811","1009815","","","0.2","1","lsv_talk_wish_joy","3","1009815074"
"0","","vo_lsv","1009815","","","","0","vo_lsv_1531","21","1009815075"
"1","1","122811","1009815","0","0","0","10","那麼，\n就期待那一天的到來吧！","11","1009815076"
"","","0","1009815","","","","","","91","1009815077"
"","","122811","1009815","","","0.2","1","lsv_idle_normal","3","1009815078"
"lsv_idle_normal","1","122811","1009815","0.2","","0","0","lsv_smile","3","1009815079"
"lsv_idle_normal_joyR","1","122911","1009815","0.2","","0","0","lsv_smile_mimi","3","1009815080"
"lsv_idle_normal_joy","1","122711","1009815","0.2","","0","0","lsv_smile_kyouka","3","1009815081"
"0","","vo_lsv","1009815","","","","0","vo_lsv_1532","21","1009815082"
"1","1","122811","1009815","0","0","0","10","……再見囉！","11","1009815083"
"1","1","122911","1009815","0","0","0","10","……再見囉！","11","1009815084"
"1","1","122711","1009815","0","0","0","10","……再見囉！","11","1009815085"
"","","0","1009815","","","","","","91","1009815086"
"","","0","1009815","","","0.2","1","0","22","1009815087"
"","","0","1009815","","","","","","91","1009815088"
"","","","1009815","","","","","","102","1009815089"
"","","0","1009815","","","","","0.2","22","1009815090"
"","","0.2","1009815","","","","","","93","1009815091"
"0","0","122811","1009815","0","0","0","1","10","12","1009815092"
"","","122811","1009815","","","0.2","1","lsv_talk_normal","3","1009815093"
"","","3","1009815","","","","","0","93","1009815094"
"","","122811","1009815","","","0.2","1","lsv_idle_normal","3","1009815095"
"0","0","122911","1009815","0","0","0","1","6","12","1009815096"
"","","122911","1009815","","","0.2","1","lsv_talk_joy3","3","1009815097"
"","","3","1009815","","","","","0","93","1009815098"
"","","122911","1009815","","","0.2","1","lsv_idle_normal_joyR","3","1009815099"
"0","0","122711","1009815","0","0","0","1","7","12","1009815100"
"","","122711","1009815","","","0.2","1","lsv_talk_surprise_dere","3","1009815101"
"","","3","1009815","","","","","0","93","1009815102"
"","","122711","1009815","","","0.2","1","lsv_idle_wish_joy","3","1009815103"
"","","1009815092","1009815","","","","","","101","1009815104"
"1","0","333","1009815","0","","1","1","1","6","1009815105"
"","","122711","1009815","","","","","1","4","1009815106"
"","","122711","1009815","","","0.2","1","lsv_run","3","1009815107"
"0.8","0","122711","1009815","","","","-235","-750","2","1009815108"
"","","122911","1009815","","","","","0","4","1009815109"
"","","122911","1009815","","","0.2","1","lsv_run","3","1009815110"
"0.8","0","122911","1009815","","","","-220","750","2","1009815111"
"","","122811","1009815","","","","","0","4","1009815112"
"","","122811","1009815","","","0.2","1","lsv_run","3","1009815113"
"0.8","0","122811","1009815","","","","-250","850","2","1009815114"
"","","0.6","1009815","","","","","","93","1009815115"
"1","0","122711","1009815","0","","0.2","1","1","6","1009815116"
