616886c7c853c2f0b5ef673f9428a6342dcf089c2d30e7471a348665b40e45bf,4709c7ff9c54e8787bf6ce538a001a6b0b608eb729568a696239795c04876f91,ad8cdcd6b166f98ff7c5efadbd64d15848fa659a6b3355c71f131e719f06f068,13eeaaf5de874f20365f1ffc12b807688f180d8ef846af1fa4db69e61e2550c4,8355d924a4f76e67bc9cc54c24924f641b6138c4b058eeac61a6aab9d9df91be,be6790df93efeebb1fa65b2e1e0bed26f3543f79b656e2528e230717384a7718,c18331724d88be10797a8e596799e08a4f99cc4a011e39d3f141e9707e2188fc,82cf98b0c1ffcaeeb06b27dfd50850684cf21a4eddeb012e266e9aef9e53100f,d37cdb8d1200a8b78c6b2aa63094b67315c6901457901f3806da5a6f2a1a0b92,681971086a77d7201e0abfc40a022b0bb6a5069643b10f0076b8390969f0a29e,8e7dff2dfd5cc0bffb141ab477d9ec101f15a0663d621e4674814e23c0aabc89
"230","2","1","35314","100411","256","-270","35314003","1","1","wac_birthday_idle_smile"
"410","2","1","35314","102011","257","-310","35314004","1","1","wac_birthday_idle_wish"
"","","13","35314","300","","","35314005","","103611",""
"","","13","35314","300","","","35314006","","100411",""
"","","13","35314","300","","","35314007","","102011",""
"0","0","31","35314","502","0","1","35314008","","502",""
"0","1","31","35314","600","0","1","35314009","","600",""
"0","0","31","35314","602","0","1","35314010","","602",""
"0","0","31","35314","603","0","1","35314011","","603",""
"60","1","31","35314","604","30","1","35314012","","604",""
"0","1","31","35314","615","0","1","35314013","","615",""
"0","0","31","35314","700","0","1","35314014","","700",""
"0","0","31","35314","701","0","1","35314015","","701",""
"0","0","31","35314","702","0","1","35314016","","702",""
"0","0","31","35314","800","0","1","35314017","","800",""
"60","1","31","35314","960","30","1","35314018","","960",""
"","","93","35314","","","","35314019","","1",""
"wac_birthday_reaction_03","0.2","3","35314","wac_birthday_reaction_02","0","1","35314020","0.2","102011",""
"","","93","35314","","","","35314021","","0.1",""
"wac_birthday_reaction_03","0.2","3","35314","wac_birthday_reaction_01","0","1","35314022","0.2","100411",""
"","","93","35314","","","","35314023","","0.3",""
"","0.2","3","35314","wac_birthday_kyoka_run_01","1","","35314024","","103611",""
"3","","2","35314","0","-70","","35314025","","103611",""
"","","93","35314","","","","35314026","","2.5",""
"","","32","35314","1","","","35314027","","602",""
"","","93","35314","","","","35314028","","0.6",""
"","","32","35314","1","","","35314029","","502",""
"","","32","35314","0","","","35314030","","600",""
"","","32","35314","0","","","35314031","","615",""
"","","32","35314","0","","","35314032","","604",""
"","","32","35314","1","","","35314033","","701",""
"0.01","","33","35314","0","0","","35314034","","960",""
"wac_birthday_wish_04","0.2","3","35314","wac_birthday_blowout_03","0","1","35314035","0.2","103611",""
"0.01","","2","35314","-200","-330","","35314036","","103611",""
"","0.2","3","35314","wac_birthday_idle_smile","1","","35314037","","100411",""
"0.01","","2","35314","180","-320","","35314038","","100411",""
"","0.2","3","35314","wac_birthday_idle_wish","1","","35314039","","102011",""
"0.01","","2","35314","320","-340","","35314040","","102011",""
"","","93","35314","","","","35314041","","0",""
"","","32","35314","1","","","35314042","","800",""
"","","93","35314","","","","35314043","","0.7",""
"","","32","35314","1","","","35314044","","702",""
"","","93","35314","","","","35314045","","0.5",""
"","","23","35314","se_sys_login_birthday_blow_candle","0","","35314046","","se_common",""
"","","32","35314","0","","","35314047","","701",""
"","","93","35314","","","","35314048","","0.4",""
"","","23","35314","se_sys_login_birthday_cracker","0","","35314049","","se_common",""
"","","32","35314","1","","","35314050","","700",""
"","","23","35314","se_sys_login_birthday_calendar_applause","0","","35314051","","se_common",""
"wac_birthday_idle_smile","0.2","3","35314","wac_birthday_clap","0","1","35314052","0.2","100411",""
"","","93","35314","","","","35314053","","0.1",""
"wac_birthday_idle_wish","0.2","3","35314","wac_birthday_clap_to_wish","0","1","35314054","0.2","102011",""
"","","93","35314","","","","35314055","","2",""
"","","131","35314","","","","35314056","","1",""
"0","","21","35314","vo_wac_35314_000","0","","35314057","","vo_wac_35314",""
"1","0","11","35314","那個，今天謝謝你們……！\n可是這麼壯觀的生日蛋糕，\n我真的可以收下嗎？\n錢沒問題嗎……？","10","1","35314058","0","103611","0.5"
"","","91","35314","","","","35314059","","0",""
"","0.2","3","35314","wac_birthday_idle_wish","1","","35314060","","103611",""
"","0.2","3","35314","wac_birthday_talk_normal","1","","35314061","","100411",""
"0","","21","35314","vo_wac_35314_001","0","","35314062","","vo_wac_35314",""
"1","0","11","35314","鏡華還真是認真耶～\n禊收到蛋糕時，只有思考\n該從哪個裝飾開始吃而已呢。","10","1","35314063","0","100411","0.5"
"","","91","35314","","","","35314064","","0",""
"","0.2","3","35314","wac_birthday_idle_normal","1","","35314065","","100411",""
"","0.2","3","35314","wac_birthday_talk_sad","1","","35314066","","103611",""
"0","","21","35314","vo_wac_35314_002","0","","35314067","","vo_wac_35314",""
"1","0","11","35314","可是，需要回禮對吧？\n我得努力準備跟這個一樣\n壯觀的禮物給大家才行！","10","1","35314068","0","103611","0.5"
"","","91","35314","","","","35314069","","0",""
"","0.2","3","35314","wac_birthday_idle_sad","1","","35314070","","103611",""
"","0.2","3","35314","wac_birthday_talk_smile","1","","35314071","","102011",""
"0","","21","35314","vo_wac_35314_003","0","","35314072","","vo_wac_35314",""
"1","0","11","35314","鏡華，不要緊的。\n美美我們，還有哥哥，\n只要看到鏡華高興，\n就覺得很開心了喔♪","10","1","35314073","0","102011","0.5"
"","","91","35314","","","","35314074","","0",""
"","0.2","3","35314","wac_birthday_idle_smile","1","","35314075","","102011",""
"","0.2","3","35314","wac_birthday_talk_wish","1","","35314076","","103611",""
"0","","21","35314","vo_wac_35314_004","0","","35314077","","vo_wac_35314",""
"1","0","11","35314","……嗯，我知道了。\n之後要是有誰生日，\n再像這樣一起慶生吧♪\n我想這樣就會是最棒的回禮了。","10","1","35314078","0","103611","0.5"
"","","91","35314","","","","35314079","","0",""
"","","22","35314","","","","35314080","","0",""
"","","25","35514","bgm_M321_2C","","","35514001","","bgm_M321",""
"-1000","2","1","35514","109311","250","-70","35514002","0","1","wac_birthday_idle_normal"
"230","2","1","35514","109211","256","-270","35514003","1","1","wac_birthday_idle_smile"
"410","2","1","35514","109411","257","-310","35514004","1","1","wac_birthday_idle_normal"
"","","13","35514","300","","","35514005","","109311",""
"","","13","35514","300","","","35514006","","109211",""
"","","13","35514","300","","","35514007","","109411",""
"0","0","31","35514","502","0","1","35514008","","502",""
"0","1","31","35514","600","0","1","35514009","","600",""
"0","0","31","35514","602","0","1","35514010","","602",""
"0","0","31","35514","603","0","1","35514011","","603",""
"60","1","31","35514","604","30","1","35514012","","604",""
"0","1","31","35514","615","0","1","35514013","","615",""
"0","0","31","35514","700","0","1","35514014","","700",""
"0","0","31","35514","701","0","1","35514015","","701",""
"0","0","31","35514","702","0","1","35514016","","702",""
"0","0","31","35514","800","0","1","35514017","","800",""
"60","1","31","35514","961","30","1","35514018","","961",""
"","","93","35514","","","","35514019","","1",""
"wac_birthday_reaction_04","0.2","3","35514","wac_birthday_reaction_02","0","1","35514020","0.2","109411",""
"","","93","35514","","","","35514021","","0.1",""
"wac_birthday_reaction_03","0.2","3","35514","wac_birthday_reaction_01","0","1","35514022","0.2","109211",""
"","","93","35514","","","","35514023","","0.3",""
"","0.2","3","35514","wac_birthday_run_01","1","","35514024","","109311",""
"3","","2","35514","0","-70","","35514025","","109311",""
"","","93","35514","","","","35514026","","2.5",""
"","","32","35514","1","","","35514027","","602",""
"","","93","35514","","","","35514028","","0.6",""
"","","32","35514","1","","","35514029","","502",""
"","","32","35514","0","","","35514030","","600",""
"","","32","35514","0","","","35514031","","615",""
"","","32","35514","0","","","35514032","","604",""
"","","32","35514","1","","","35514033","","701",""
"0.01","","33","35514","0","0","","35514034","","961",""
"wac_birthday_wish_02","0.2","3","35514","wac_birthday_blowout_01","0","1","35514035","0.2","109311",""
"0.01","","2","35514","-200","-330","","35514036","","109311",""
"","0.2","3","35514","wac_birthday_idle_smile","1","","35514037","","109211",""
"0.01","","2","35514","180","-320","","35514038","","109211",""
"","0.2","3","35514","wac_birthday_idle_normal","1","","35514039","","109411",""
"0.01","","2","35514","320","-340","","35514040","","109411",""
"","","93","35514","","","","35514041","","0",""
"","","32","35514","1","","","35514042","","800",""
"","","93","35514","","","","35514043","","0.7",""
"","","32","35514","1","","","35514044","","702",""
"","","93","35514","","","","35514045","","0.5",""
"","","23","35514","se_sys_login_birthday_blow_candle","0","","35514046","","se_common",""
"","","32","35514","0","","","35514047","","701",""
"","","93","35514","","","","35514048","","0.4",""
"","","23","35514","se_sys_login_birthday_cracker","0","","35514049","","se_common",""
"","","32","35514","1","","","35514050","","700",""
"","","23","35514","se_sys_login_birthday_calendar_applause","0","","35514051","","se_common",""
"wac_birthday_idle_smile","0.2","3","35514","wac_birthday_clap","0","1","35514052","0.2","109211",""
"","","93","35514","","","","35514053","","0.1",""
"wac_birthday_idle_normal","0.2","3","35514","wac_birthday_clap","0","1","35514054","0.2","109411",""
"","","93","35514","","","","35514055","","2",""
"","","131","35514","","","","35514056","","1",""
"0","","21","35514","vo_wac_35514_000","0","","35514057","","vo_wac_35514",""
"1","0","11","35514","哇～咿！是露的蛋糕～～♪\n露一直很期待大家為露慶生呢！","10","1","35514058","0","109311","0.5"
"","","91","35514","","","","35514059","","0",""
"","0.2","3","35514","wac_birthday_idle_smile","1","","35514060","","109311",""
"","0.2","3","35514","wac_birthday_talk_normal","1","","35514061","","109211",""
"0","","21","35514","vo_wac_35514_001","0","","35514062","","vo_wac_35514",""
"1","0","11","35514","妳這麼期待真是太好了！\n因為這次是我和古蕾婭一起\n為露親手製作的呢！\n我負責把材料攪拌混合……","10","1","35514063","0","109211","0.5"
"","","91","35514","","","","35514064","","0",""
"","0.2","3","35514","wac_birthday_idle_normal","1","","35514065","","109211",""
"","0.2","3","35514","wac_birthday_talk_doya","1","","35514066","","109411",""
"0","","21","35514","vo_wac_35514_002","0","","35514067","","vo_wac_35514",""
"1","0","11","35514","我負責將用水果裝飾。\n還有，我們聽了那個人的建議，\n做得比較甜。\n想說露妳應該會喜歡……","10","1","35514068","0","109411","0.5"
"","","91","35514","","","","35514069","","0",""
"","0.2","3","35514","wac_birthday_idle_doya","1","","35514070","","109411",""
"","0.2","3","35514","wac_birthday_talk_kyapi","1","","35514071","","109311",""
"0","","21","35514","vo_wac_35514_003","0","","35514072","","vo_wac_35514",""
"1","0","11","35514","嗚嗚嗚……\n很甜的蛋糕、學姊們……\n還有你，我都最喜歡了！！","10","1","35514073","0","109311","0.5"
"","","91","35514","","","","35514074","","0",""
"","","22","35514","","","","35514075","","0",""
"","","25","35814","bgm_M321_2C","","","35814001","","bgm_M321",""
"-1000","2","1","35814","107111","250","-70","35814002","0","1","wac_birthday_idle_normal"
"200","2","1","35814","103711","256","-270","35814003","1","1","wac_birthday_idle_doya"
"320","2","1","35814","100511","258","-310","35814004","1","1","wac_birthday_idle_normal"
"450","2","1","35814","104711","257","-290","35814005","1","1","wac_birthday_idle_normal"
"","","13","35814","300","","","35814006","","107111",""
"","","13","35814","300","","","35814007","","103711",""
"","","13","35814","300","","","35814008","","100511",""
"","","13","35814","300","","","35814009","","104711",""
"0","0","31","35814","502","0","1","35814010","","502",""
"0","1","31","35814","600","0","1","35814011","","600",""
"0","0","31","35814","602","0","1","35814012","","602",""
"0","0","31","35814","603","0","1","35814013","","603",""
"60","1","31","35814","604","30","1","35814014","","604",""
"0","1","31","35814","615","0","1","35814015","","615",""
"0","0","31","35814","700","0","1","35814016","","700",""
"0","0","31","35814","701","0","1","35814017","","701",""
"0","0","31","35814","702","0","1","35814018","","702",""
"0","0","31","35814","800","0","1","35814019","","800",""
"60","1","31","35814","962","30","1","35814020","","962",""
"","","93","35814","","","","35814021","","1",""
"wac_birthday_reaction_03","0.2","3","35814","wac_birthday_reaction_01","0","1","35814022","0.2","100511",""
"","","93","35814","","","","35814023","","0.1",""
"wac_birthday_reaction_03","0.2","3","35814","wac_birthday_reaction_05","0","1","35814024","0.2","103711",""
"wac_birthday_reaction_04","0.2","3","35814","wac_birthday_reaction_01","0","1","35814025","0.2","104711",""
"","","93","35814","","","","35814026","","0.3",""
"","0.2","3","35814","wac_birthday_run_03","1","","35814027","","107111",""
"3","","2","35814","0","-70","","35814028","","107111",""
"","","93","35814","","","","35814029","","2.5",""
"","","32","35814","1","","","35814030","","602",""
"","","93","35814","","","","35814031","","0.6",""
"","","32","35814","1","","","35814032","","502",""
"","","32","35814","0","","","35814033","","600",""
"","","32","35814","0","","","35814034","","615",""
"","","32","35814","0","","","35814035","","604",""
"","","32","35814","1","","","35814036","","701",""
"0.01","","33","35814","0","0","","35814037","","962",""
"wac_birthday_wish_04","0.2","3","35814","wac_birthday_blowout_01","0","1","35814038","0.2","107111",""
"0.01","","2","35814","-200","-330","","35814039","","107111",""
"","0.2","3","35814","wac_birthday_idle_doya","1","","35814040","","103711",""
"0.01","","2","35814","180","-320","","35814041","","103711",""
"","0.2","3","35814","wac_birthday_idle_normal","1","","35814042","","100511",""
"0.01","","2","35814","300","-360","","35814043","","100511",""
"","0.2","3","35814","wac_birthday_idle_normal","1","","35814044","","104711",""
"0.01","","2","35814","430","-340","","35814045","","104711",""
"","","93","35814","","","","35814046","","0",""
"","","32","35814","1","","","35814047","","800",""
"","","93","35814","","","","35814048","","0.7",""
"","","32","35814","1","","","35814049","","702",""
"","","93","35814","","","","35814050","","0.5",""
"","","23","35814","se_sys_login_birthday_blow_candle","0","","35814051","","se_common",""
"","","32","35814","0","","","35814052","","701",""
"","","93","35814","","","","35814053","","0.4",""
"","","23","35814","se_sys_login_birthday_cracker","0","","35814054","","se_common",""
"","","32","35814","1","","","35814055","","700",""
"","","23","35814","se_sys_login_birthday_calendar_applause","0","","35814056","","se_common",""
