8191eb0db9a9e249845b6f021c80747fe0bd15c892723e846ee4b768af448988,6a0ddc288541d99aa0a2c4479402fa6b8c0068cdf4059b1361bad0f071fb896f,49483517755f54e8b4f43f96c194b674611bf98b94f11500074d2db393182ca8,24b1e8c069b316afea1d224eadd39b2cdc072b3fffc9297f1b70489d82dc5e5d,c40ea4e41cdfc60b2d6946464a159fc03c125fc8991920cd5fd62a8baf0506e0,da8cfd8d0531af7b83923dc23e4a4938ecc0eb97d84fa5d1bb03bbb015cd5b44,7ba51f21d2070d49c6dd265a2765becfdc8102947fc6041092aecf98a741ce4b,f74e44a59cc7f82b12f120bb98ae94ae073c51126cf45f8cc1ff2f050b04f08e,c3d1c7bd77d242de44a71ac100de18aaac6928f9dc417734e438a6fb97da41a0,e461e18f5dc70338a63f55a9981e42c557195c6deda5fca06bd41c6a2f020054,65f0790f1c6617c35bd2b7d63086d5662a2a78771b2fdfb8da0e7ce6fb2b8c47,ce47710ee3e1a7c075eb901d19a085ee55eaf2f941ce712b78a134b487625a0e,56a3746fabca9005f38617878553d3fd4dba8632b56c07ff4d7def7781d7cc30,4b8cb777dcd94ec33f9f94ed025b3f9365968f7dc4b7b802f7a2cb290de48156,0bef1f2de10fbd8183ec952037685e4fcc0ad448bb639bb049bc7f764a747338,497a85f7ada8e355cfa22d0fa3352ad729b03a2d1ecb6d6c6e45c1ddb4a11b7f,ba44eabc628e46fadd7f32e5241dddb2f93f8669f908a735da46ee6c050fb27e,dbf0124096f137e4b929ed9fd7d7e2b3b2f6ed2dcf85d1c544820273c206a464,cb303f21090af02109bf9b3fff9e83e22eaa97d0a19d48a4dd4cc4f7c2dcb81a,f5877e1d4b678eeb1297b283b0dc17395ccd99f457c400d0291fa903f049c9ed
"2","6","6115","6","6","迷宮女王=拉比林斯的女王","22899","26031","迷宮女王=拉比林斯的女王","25289","6","這個的唸法是什麼？","6115","1","6","27604","拉比林斯女","「拉比林斯達」的綽號。","6","26519"
"3","6","6116","6","6","拉基庫瑪爾‧拉基尼卡東","26481","21345","拉基庫瑪爾‧拉基尼卡東","25289","6","這個角色的名稱是？","6116","1","6","22522","拉基尼卡東","「拉基拉基」的全名。","6","23612"
"2","6","6117","6","6","悠久的統御黑夜之人","20154","22812","悠久的統御黑夜之人","32113","6","這個的唸法是什麼？","6117","1","6","24481","統御黑夜人","將「伊莉亞」升到★5時\n可獲得的稱號。","6","40657"
"1","6","6119","6","6","從桃子裡生出來的桃太郎","37070","22826","從桃子裡生出來的桃太郎","26691","6","這個童話故事是？","0","2","6","23376","桃子桃太郎","與桃子有關","6","26691"
"1","6","6120","6","6","吃毒蘋果的白雪公主","38634","30333","吃毒蘋果的白雪公主","27602","6","這個童話故事是？","0","2","6","34315","毒蘋果白雪","","6","26524"
"2","6","6122","6","6","弁慶的要害脛骨","39592","23475","弁慶的要害脛骨","24321","6","這個的名稱是什麼？","0","2","6","24950","弁慶要害骨","脛骨正面。此外，就算是強壯的人，這個部位也容易感到疼痛，是人體的弱點。","6","35201"
"2","6","6132","6","6","親人又多話的妹系少女","35441","22810","親人又多話的妹系少女","35242","6","這個的名稱是什麼？","0","1","6","20154","親人又多話","「璃乃」的角色介紹詞。","6","21448"
"3","6","6134","3","3","蝌蚪=Tadpole","111","112","蝌蚪=Tadpole","84","3","這個的名稱是什麼？","0","2","2","97","Tadpo","長大後會變成「青蛙」的生物。","3","100"
"1","6","6135","6","6","依里和茜里","37324","33564","","20381","6","這個角色的名字是什麼？","0","1","6","37324","依里和茜里","公主連結中登場的角色，作為「雙胞胎姊妹」廣為人知的兩人。(也請填入連接詞)","6","21644"
"1","6","6136","6","6","義賊幻影貓","35987","24433","","32681","6","這個的名稱是什麼？","6136","1","6","36042","義賊幻影貓","將「珠希」升到★6時\n可獲得的稱號。","6","24187"
"1","6","6137","6","6","狂暴格里芬","33452","37324","","29378","6","這隻怪物的名稱是什麼？","6137","1","6","26292","狂暴格里芬","","6","26684"
"2","6","6138","6","6","嚮往「朋友」的精靈之森女孩","23401","22899","嚮往「朋友」的精靈之森女孩","31934","6","這個的名稱是什麼？","0","1","6","38728","精靈森女孩","「碧」的角色介紹詞。","6","26862"
"1","6","6139","6","6","靈咕嚕靈波","27874","38728","","38728","6","這句台詞為？","0","1","6","21653","靈咕嚕靈波","真步口頭禪之一：「神奇真步魔法□，□□□□～……☆」。","6","22165"
"2","6","6140","6","6","成熟的淑女","22899","28113","","25104","6","這個的名稱是什麼？","6140","1","6","29087","成熟的淑女","將「美咲」升到★5時\n可獲得的稱號。","6","30340"
"2","6","6141","6","6","常保童話之心的公主","30340","24515","常保童話之心的公主","31461","6","這個的名稱是什麼？","6141","1","6","35441","童話之心的","將「真步」升到★6時\n可獲得的稱號。","6","20043"
"2","6","6142","6","6","在下的主人","20154","20027","","22312","6","這個的名稱是什麼？","6142","1","6","19979","在下的主人","將「可可蘿」升到★5時\n可獲得的稱號。","6","30340"
"2","6","6143","6","6","虐待狂先生","29983","20808","","34384","6","左側的角色如何稱呼右邊的角色？","6143","1","6","24453","虐待狂先生","","6","29378"
"2","6","6144","6","6","優妮們的總裁","35009","32317","優妮們的總裁","20778","6","這個的名稱是什麼？","6144","1","6","22958","優妮們總裁","將「優妮」升到★5時\n可獲得的稱號。","6","20497"
"2","6","6146","3","3","Sloth","104","116","","83","3","這個的名稱是什麼？","0","2","2","108","Sloth","「樹懶」的英文。","3","111"
"3","6","6147","6","6","迷你小灰蝶","34678","28784","","36855","6","這個的名稱是什麼？","0","2","6","20320","迷你小灰蝶","蝴蝶品種之一，翅膀表面黑褐色，近基部處有藍紫色光澤，又稱為迷你藍灰蝶。","6","23567"
"3","6","6151","3","3","魔法少女Purely★栞","108","101","魔法少女Purely★栞","80","3","這個角色的名稱是？","6151","1","2","117","Purel","","3","114"
"3","6","6153","3","3","魔法少女Shiny★智","121","110","魔法少女Shiny★智","83","3","這個角色的名稱是？","6153","1","2","104","Shiny","","3","105"
"1","6","6155","3","3","Human","110","97","","72","3","這個的名稱是什麼？","0","2","2","117","Human","「人類」的英文。","3","109"
"1","6","6157","3","3","獅子=Lion 老鷹=Eagle","101","108","獅子=Lion 老鷹=Eagle","69","3","這個的名稱是什麼？","0","2","2","97","Eagle","","3","103"
"3","6","6160","6","6","棋石小灰蝶","34678","28784","","26827","6","這個的名稱是什麼？","0","2","6","30707","棋石小灰蝶","蝴蝶的品種之一，前後翅面黑褐色，翅腹面白色密布黑色的斑點。又稱為林灰蝶。","6","23567"
"1","6","6161","6","6","知性的美少女名偵探","25506","20597","知性的美少女名偵探","23569","6","這個的名稱是什麼？","6161","1","6","22899","少女名偵探","將「霞」升到★5時\n可獲得的稱號。","6","21517"
"3","6","6162","6","6","諸神的黃昏","26127","40643","","35576","6","這個的名稱是什麼？","0","2","6","31070","諸神的黃昏","芬里爾是神話中登場的巨狼。據說在□□□□□中將奧丁吞噬。","6","30340"
"1","2","6164","6","6","公會管理協會","21332","29702","公會管理協會","20844","6","這個的名稱是什麼？","0","1","6","26371","公會管理協","管理蘭德索爾各公會的公家機關。","6","31649"
"2","6","6165","6","6","燃燒中的純真少女","30495","32020","燃燒中的純真少女","29123","6","這個的名稱是什麼？","6165","1","6","29138","燃燒中純真","將「日和」升到★6時\n可獲得的稱號。","6","20013"
"2","6","6166","6","6","該死的眼鏡女","22899","37857","該死的眼鏡女","35442","6","左側的角色如何稱呼右邊的角色？","6166","1","6","27515","該死眼鏡女","","6","30524"
"3","6","6167","6","6","裂唇嗅反應","25033","21453","","35010","6","這個的名稱是什麼？","0","2","6","21767","裂唇嗅反應","貓等動物在聞到強烈的氣味時會張著眼睛或嘴巴，露出獨特表情的現象。","6","21957"
"1","6","6168","3","3","Shark","107","114","","83","3","這個的名稱是什麼？","0","2","2","104","Shark","「鯊魚」的英文。","3","97"
"2","6","6169","6","6","端莊正直的嬌小優等生","29983","31561","端莊正直的嬌小優等生","23308","6","這個的名稱是什麼？","0","1","6","23567","嬌小優等生","「鏡華」的角色介紹詞。","6","20778"
"3","6","6170","6","6","虎眼萬年青","38738","24180","","34382","6","這個的名稱是什麼？","0","2","6","30524","虎眼萬年青","又名珍珠草，其花為頭狀花序，是很有名的觀賞植物。","6","33836"
"2","6","6171","6","6","染井吉野櫻","27387","37326","","26579","6","這個的名稱是什麼？","0","2","6","20117","染井吉野櫻","在櫻花樹種中非常受歡迎的一種。一般作為櫻花的形象最廣為人知。","6","21513"
"3","6","6172","3","3","Dandelion","101","100","Dandelion","68","3","這個的名稱是什麼？","0","2","2","97","Dande","「蒲公英」的英文名。","3","110"
"3","6","6173","6","6","為了大家使用超能力的睡美人","20154","32654","為了大家使用超能力的睡美人","33021","6","這個的名稱是什麼？","0","1","6","21147","能力睡美人","「初音」的角色介紹詞。","6","30561"
"3","6","6174","3","3","Carnation","97","110","Carnation","67","3","這個的名稱是什麼？","0","2","2","97","Carna","「康乃馨」的英文。","3","114"
"2","6","6175","6","6","阿比西尼亞貓","20126","23612","阿比西尼亞貓","38463","6","這個的名稱是什麼？","0","2","6","27604","阿比西尼亞","貓的品種之一。美國最受歡迎的短毛貓種。","6","35199"
"2","6","6176","6","6","清廉克勤的劍士","22763","21133","清廉克勤的劍士","24265","6","這個的名稱是什麼？","0","1","6","20811","廉克勤劍士","將「怜」升到★5時可獲得的稱號。","6","21220"
"2","6","6177","6","6","美國大山貓","35987","23665","","32654","6","這個的名稱是什麼？","0","2","6","22283","美國大山貓","貓的品種之一，有很強適應力的掠食者。","6","22823"
"2","6","6178","6","6","英國短毛貓","35987","27611","","33521","6","這個的名稱是什麼？","0","2","6","22283","英國短毛貓","貓的品種之一。恬靜、溫馴，易於相處。長得像泰迪熊。","6","30701"
"1","6","6179","6","6","吸血鬼德古拉","25289","21476","吸血鬼德古拉","21560","6","這個的名稱是什麼？","0","2","6","34880","吸血德古拉","非常廣為人知的怪物。特徵是會吸取獵物的血，據說十字架和大蒜是弱點。","6","24503"
"2","6","6180","6","6","西伯利亞貓","35987","20126","","35199","6","這個的名稱是什麼？","0","2","6","20271","西伯利亞貓","貓的品種之一，為古老的俄羅斯純種家貓品種，是俄羅斯的「國貓」。","6","21033"
"2","6","6181","6","6","斯芬克斯貓","35987","26031","","26031","6","這個的名稱是什麼？","0","2","6","33452","斯芬克斯貓","貓的品種之一，肌肉發達，皮膚皺褶。又稱為加拿大無毛貓。","6","20811"
"3","6","6182","6","6","異國短毛貓","35987","27611","異國短毛貓","30064","6","這個的名稱是什麼？","0","2","6","22283","異國短毛貓","貓的品種之一。特徵是鼻樑很低，擁有像是板著臉一般惹人憐愛的長相。","6","30701"
"1","6","6183","3","3","和平=Peace","101","99","和平=Peace","80","3","這個的名稱是什麼？","0","2","2","101","Peace","鴿子象徵「和平」，其英文為：","3","97"
"2","6","6184","6","6","不輸男人的狂野義氣少女","22899","23569","不輸男人的狂野義氣少女","37326","6","這個的名稱是什麼？","0","1","6","32681","野義氣少女","「真琴」的角色介紹詞。","6","27683"
"1","6","6185","6","6","頭腦聰明的美少女名偵探","25506","20597","頭腦聰明的美少女名偵探","23569","6","這個的名稱是什麼？","0","1","6","22899","少女名偵探","「霞」的角色介紹詞。","6","21517"
"2","6","6186","6","6","令大家歡笑的歡樂牧場主人","20154","22580","令大家歡笑的歡樂牧場主人","27489","6","這個的名稱是什麼？","0","1","6","27138","歡樂牧場人","「真陽」的角色介紹詞。","6","29287"
"2","6","6187","6","6","冷酷又率直的劍士","30452","29575","冷酷又率直的劍士","20919","6","這個的名稱是什麼？","0","1","6","37239","冷酷又率直","「怜」的角色介紹詞。","6","21448"
"1","6","6188","6","6","少女心的毛茸茸生物","29289","29983","少女心的毛茸茸生物","27611","6","這個的名稱是什麼？","0","1","6","33592","毛茸茸生物","「莉瑪」的角色介紹詞。","6","33592"
"3","6","6189","6","6","散發人情味的帥氣「大姐頭」","38957","22992","散發人情味的帥氣「大姐頭」","24101","6","左側的角色如何稱呼右邊的角色？","0","1","6","27683","帥氣大姐頭","「流夏」的角色介紹詞。","6","22823"
"2","6","6190","6","6","蘇格蘭摺耳貓","32819","25722","蘇格蘭摺耳貓","34311","6","這個的名稱是什麼？","0","2","6","26684","蘇格蘭摺耳","貓的品種之一。特徵是下垂的耳朵。","6","34349"
"1","6","6191","6","6","法國鬥牛犬","29356","29275","","27861","6","這個的名稱是什麼？","0","2","6","22283","法國鬥牛犬","一種小型犬。他們對溫度比較敏感，不耐冷熱。名字裡有著某個國家。","6","39717"
"2","6","6192","6","6","迎風狗運動公園","21205","36939","迎風狗運動公園","36814","6","這個的名稱是什麼？","0","2","6","39080","迎風狗運動","臺灣第一座狗運動公園。","6","29399"
"1","6","6193","6","6","拉布拉多犬","29356","22810","拉布拉多犬","25289","6","這個的名稱是什麼？","0","2","6","24067","拉布拉多犬","作為尋回犬的一種與黃金獵犬齊名的名犬。作為導盲犬、警犬也很活躍。","6","25289"
"2","6","6194","6","6","標準型貴賓犬","36051","36020","標準型貴賓犬","27161","6","這個的名稱是什麼？","0","2","6","28310","標準型貴賓","三種貴賓犬之中，體型上算最大，是從水中和沼澤地中搜尋獵物的高手。","6","22411"
"2","6","6195","6","6","迷你型貴賓犬","36051","36020","迷你型貴賓犬","36855","6","這個的名稱是什麼？","0","2","6","20320","迷你型貴賓","三種貴賓犬之中，聰明，體態小，好動且容易訓練。","6","22411"
"2","6","6196","6","6","短毛迷你臘腸狗","29399","33144","短毛迷你臘腸狗","36855","6","這個的名稱是什麼？","0","2","6","20320","迷你臘腸狗","狗的品種之一。長身體，短毛，雙耳下垂，寬且能動。比標準體型小一點，短毛。","6","33240"
"1","6","6197","6","6","日本囊對蝦","34662","23565","","26085","6","這個的名稱是什麼？","0","2","6","26412","日本囊對蝦","蝦子的一種。身體有鮮明的條紋，蜷縮的模樣看起來像車輪。","6","22218"
"3","6","6198","6","6","史奇派克犬","29356","20811","","21490","6","這個的名稱是什麼？","0","2","6","22855","史奇派克犬","狐狸犬家族中最小的一種，毛髮長且粗操濃密。","6","27966"
"2","6","6199","6","6","西西里獵犬","29356","29557","","35199","6","這個的名稱是什麼？","0","2","6","35199","西西里獵犬","中型犬。毛短而光滑、寬而直的三角形耳朵、長而直的前腿、胸前有白色斑紋。","6","37324"
"2","6","6200","6","6","維多利亞冠鳩","20896","20126","維多利亞冠鳩","32173","6","這個的名稱是什麼？","0","2","6","22810","維多利亞冠","鴿類中體型最大的品種之一，它有巨大的扇形頭冠。","6","21033"
"2","6","6201","6","6","短尾信天翁","32705","22825","","30701","6","這個的名稱是什麼？","0","2","6","23614","短尾信天翁","最大的信天翁，唯一白色身體的信天翁。","6","20449"
"3","6","6202","6","6","印度扇尾鴿","40255","23614","","21360","6","這個的名稱是什麼？","0","2","6","24230","印度扇尾鴿","鴿子品種之一，尾巴像扇子。名字內有某個國家。","6","25159"
"1","6","6203","6","6","亞里士多德","24503","22810","","20126","6","這個的名稱是什麼？","0","2","6","37324","亞里士多德","古希臘哲學家，也是三大哲學家之一。是柏拉圖的學生，亞歷山大的老師。","6","22763"
"3","6","6204","6","6","大紅紋鳳蝶","34678","40179","","22823","6","這個的名稱是什麼？","0","2","6","32005","大紅紋鳳蝶","蝴蝶的品種之一。外觀近似紅紋鳳蝶但本種體型較大。","6","32011"
"2","6","6205","6","6","十三星瓢蟲","34802","29922","","21313","6","這個的名稱是什麼？","0","2","6","19977","十三星瓢蟲","瓢蟲的一種。身體有13個點狀圖案。","6","26143"
