2b7b6df975bf811ef9f38af1ba71defbef59ca5709af9142ce5734b26cd6c9fa,5a7ec361e73ef9e4b5793d859d13f9f701dc3d75061abf4d38c6bbe042767be4,732485207c3676f8cedb548a3a3149ee1ebe61402a234c8135457eee3d581a30,c6758944bc30825140a60fc65a0731b6b67673c4ad5ecfdd80583ccd2b1e9145
"2600","9057","1008","905703"
"3400","9057","6","905704"
"4200","9057","1006","905705"
"4950","9057","1008","905706"
"5800","9057","1014","905707"
"6550","9057","1014","905708"
"7300","9057","1006","905709"
"8100","9057","1006","905710"
"8900","9057","6","905711"
"9800","9057","1006","905712"
"10550","9057","1008","905713"
"11400","9057","1006","905714"
"12150","9057","6","905715"
"800","9058","1001","905801"
"1600","9058","1010","905802"
"2400","9058","1001","905803"
"3200","9058","1020","905804"
"4000","9058","1002","905805"
"4800","9058","1003","905806"
"5600","9058","1011","905807"
"6400","9058","1011","905808"
"7200","9058","1018","905809"
"8000","9058","1018","905810"
"8800","9058","1018","905811"
"9600","9058","1018","905812"
"10400","9058","1019","905813"
"11200","9058","1010","905814"
"12000","9058","1001","905815"
"650","9059","1018","905901"
"1500","9059","1018","905902"
"2200","9059","1020","905903"
"3100","9059","1019","905904"
"3850","9059","1002","905905"
"4600","9059","1001","905906"
"5450","9059","1011","905907"
"6300","9059","1018","905908"
"7000","9059","1001","905909"
"7850","9059","1001","905910"
"8700","9059","1010","905911"
"9500","9059","1003","905912"
"10250","9059","1010","905913"
"11100","9059","1018","905914"
"11850","9059","1011","905915"
"700","9060","1001","906001"
"1400","9060","1020","906002"
"2250","9060","1011","906003"
"3050","9060","1018","906004"
"3900","9060","1018","906005"
"4650","9060","1010","906006"
"5400","9060","1003","906007"
"6250","9060","1010","906008"
"7100","9060","1001","906009"
"7800","9060","1019","906010"
"8650","9060","1018","906011"
"9400","9060","1001","906012"
"10300","9060","1018","906013"
"11050","9060","1002","906014"
"11800","9060","1011","906015"
"1350","9061","3","906101"
"2150","9061","3","906102"
"2400","9061","1019","906103"
"3200","9061","1019","906104"
"4000","9061","1009","906105"
"4800","9061","1007","906106"
"5600","9061","1009","906107"
"6400","9061","1007","906108"
"7200","9061","1006","906109"
"8000","9061","1009","906110"
"8800","9061","1006","906111"
"9600","9061","1009","906112"
"10400","9061","6","906113"
"11200","9061","6","906114"
"12000","9061","6","906115"
"1000","9062","1009","906201"
"1800","9062","1006","906202"
"2550","9062","1019","906203"
"3350","9062","1009","906204"
"4100","9062","1009","906205"
"4950","9062","1007","906206"
"5750","9062","1007","906207"
"6500","9062","1019","906208"
"7300","9062","1009","906209"
"8650","9062","3","906210"
"8950","9062","6","906211"
"9800","9062","6","906212"
"10600","9062","6","906213"
"11900","9062","3","906214"
"12150","9062","1006","906215"
"950","9063","1007","906301"
"1700","9063","1009","906302"
"2600","9063","1019","906303"
"3300","9063","6","906304"
"4200","9063","1006","906305"
"5000","9063","1009","906306"
"6250","9063","3","906307"
"6600","9063","1009","906308"
"7400","9063","1009","906309"
"8200","9063","1019","906310"
"8900","9063","1007","906311"
"10300","9063","3","906312"
"10500","9063","6","906313"
"11300","9063","1006","906314"
"12100","9063","6","906315"
"800","9064","1014","906401"
"1600","9064","1015","906402"
"2400","9064","1019","906403"
"3200","9064","1007","906404"
"4000","9064","1016","906405"
"4800","9064","1017","906406"
"5600","9064","1018","906407"
"6400","9064","1006","906408"
"7200","9064","1019","906409"
"8000","9064","1018","906410"
"8800","9064","1018","906411"
"9600","9064","1019","906412"
"10400","9064","1007","906413"
"11200","9064","1006","906414"
"12000","9064","1007","906415"
"600","9065","1019","906501"
"1450","9065","1018","906502"
"2250","9065","1007","906503"
"3050","9065","1018","906504"
"3800","9065","1016","906505"
"4600","9065","1014","906506"
"5400","9065","1006","906507"
"6200","9065","1007","906508"
"7050","9065","1019","906509"
"7900","9065","1006","906510"
"8700","9065","1015","906511"
"9500","9065","1019","906512"
"10200","9065","1017","906513"
"11100","9065","1018","906514"
"11800","9065","1007","906515"
"700","9066","1017","906601"
"1500","9066","1006","906602"
"2200","9066","1019","906603"
"3100","9066","1014","906604"
"3900","9066","1018","906605"
"4700","9066","1018","906606"
"5500","9066","1016","906607"
"6250","9066","1018","906608"
"7000","9066","1007","906609"
"7850","9066","1006","906610"
"8650","9066","1007","906611"
"9400","9066","1015","906612"
"10300","9066","1019","906613"
"11050","9066","1007","906614"
"11900","9066","1019","906615"
"800","9067","1009","906701"
"1600","9067","1019","906702"
"2400","9067","1019","906703"
"3200","9067","1009","906704"
"4000","9067","1010","906705"
"4800","9067","1010","906706"
"5600","9067","1020","906707"
"6400","9067","1020","906708"
"7200","9067","1016","906709"
"8000","9067","1017","906710"
"8800","9067","1006","906711"
"9600","9067","1018","906712"
"10400","9067","1002","906713"
"11200","9067","1020","906714"
"12000","9067","1020","906715"
"1000","9068","1020","906801"
"1800","9068","1018","906802"
"2600","9068","1010","906803"
"3400","9068","1006","906804"
"4200","9068","1020","906805"
"4950","9068","1020","906806"
"5700","9068","1020","906807"
"6550","9068","1009","906808"
"7400","9068","1017","906809"
"8100","9068","1019","906810"
"8950","9068","1016","906811"
"9800","9068","1019","906812"
"10500","9068","1002","906813"
"11350","9068","1010","906814"
"12100","9068","1009","906815"
"900","9069","1006","906901"
"1700","9069","1020","906902"
"2550","9069","1020","906903"
"3300","9069","1016","906904"
"4100","9069","1017","906905"
"5000","9069","1009","906906"
"5750","9069","1002","906907"
"6600","9069","1019","906908"
"7350","9069","1010","906909"
"8150","9069","1018","906910"
"8900","9069","1020","906911"
"9750","9069","1020","906912"
"10600","9069","1010","906913"
"11300","9069","1019","906914"
"12150","9069","1009","906915"
"800","9070","1011","907001"
"1600","9070","1010","907002"
"2400","9070","1011","907003"
"3200","9070","1010","907004"
"4000","9070","1010","907005"
"4800","9070","1003","907006"
"5600","9070","1010","907007"
"6400","9070","1003","907008"
"7200","9070","1009","907009"
"8000","9070","1020","907010"
"8800","9070","1020","907011"
"9600","9070","1009","907012"
"10400","9070","1017","907013"
"11200","9070","1017","907014"
"12000","9070","1017","907015"
"700","9071","1003","907101"
"1450","9071","1017","907102"
"2200","9071","1009","907103"
"3000","9071","1011","907104"
"3850","9071","1017","907105"
"4700","9071","1009","907106"
"5450","9071","1003","907107"
"6300","9071","1010","907108"
"7000","9071","1010","907109"
"7850","9071","1011","907110"
"8600","9071","1020","907111"
"9500","9071","1010","907112"
"10200","9071","1017","907113"
"11100","9071","1010","907114"
"11900","9071","1020","907115"
"650","9072","1003","907201"
"1500","9072","1010","907202"
"2300","9072","1017","907203"
"3050","9072","1020","907204"
"3900","9072","1010","907205"
"4650","9072","1017","907206"
"5400","9072","1010","907207"
"6250","9072","1020","907208"
"7100","9072","1009","907209"
"7800","9072","1009","907210"
"8700","9072","1011","907211"
"9400","9072","1011","907212"
"10300","9072","1017","907213"
"11000","9072","1010","907214"
"11850","9072","1003","907215"
"800","9073","1007","907301"
"1600","9073","1007","907302"
"2400","9073","1019","907303"
"3200","9073","1019","907304"
"4000","9073","6","907305"
"5350","9073","3","907306"
"6150","9073","3","907307"
"6400","9073","6","907308"
"7200","9073","1011","907309"
"8000","9073","1011","907310"
"9350","9073","3","907311"
"9600","9073","6","907312"
"10400","9073","1009","907313"
"11200","9073","1009","907314"
"12000","9073","1009","907315"
"950","9074","1007","907401"
"2300","9074","3","907402"
"2500","9074","1011","907403"
"3350","9074","1009","907404"
"4100","9074","6","907405"
"5000","9074","1019","907406"
"5700","9074","6","907407"
"6500","9074","6","907408"
"7350","9074","1011","907409"
"8650","9074","3","907410"
"8900","9074","1007","907411"
"10350","9074","3","907412"
"10600","9074","1009","907413"
"11300","9074","1009","907414"
"12150","9074","1019","907415"
"1000","9075","1009","907501"
"1800","9075","1007","907502"
"2550","9075","1019","907503"
"3400","9075","6","907504"
"4200","9075","1009","907505"
"4900","9075","1011","907506"
"5750","9075","6","907507"
"7100","9075","3","907508"
"7300","9075","1009","907509"
"8150","9075","1007","907510"
"9000","9075","1011","907511"
"10300","9075","3","907512"
"10550","9075","6","907513"
"11350","9075","1019","907514"
"12650","9075","3","907515"
"800","9076","1019","907601"
"1600","9076","1007","907602"
"2400","9076","1007","907603"
"3200","9076","1019","907604"
"4000","9076","1002","907605"
"4800","9076","1018","907606"
"5600","9076","1002","907607"
"6400","9076","1018","907608"
"7200","9076","1003","907609"
"8000","9076","1009","907610"
"8800","9076","1003","907611"
"9600","9076","1009","907612"
"10400","9076","1020","907613"
"11200","9076","1020","907614"
"12000","9076","1020","907615"
"700","9077","1018","907701"
"1400","9077","1007","907702"
"2200","9077","1002","907703"
"3050","9077","1007","907704"
"3850","9077","1018","907705"
"4700","9077","1009","907706"
"5500","9077","1020","907707"
"6250","9077","1003","907708"
"7000","9077","1002","907709"
"7900","9077","1003","907710"
"8600","9077","1009","907711"
"9500","9077","1020","907712"
"10200","9077","1019","907713"
"11000","9077","1020","907714"
"11800","9077","1019","907715"
"650","9078","1002","907801"
"1500","9078","1003","907802"
"2250","9078","1002","907803"
"3000","9078","1009","907804"
"3800","9078","1020","907805"
"4650","9078","1007","907806"
"5400","9078","1019","907807"
"6200","9078","1018","907808"
"7050","9078","1009","907809"
"7850","9078","1020","907810"
"8700","9078","1019","907811"
"9450","9078","1020","907812"
"10250","9078","1003","907813"
"11050","9078","1007","907814"
"11850","9078","1018","907815"
"800","9079","1015","907901"
"1600","9079","1019","907902"
"2400","9079","1014","907903"
"3200","9079","1019","907904"
"4000","9079","1007","907905"
"4800","9079","1019","907906"
"5600","9079","1007","907907"
"6400","9079","1019","907908"
"7200","9079","1004","907909"
"8000","9079","1003","907910"
"8800","9079","1004","907911"
"9600","9079","1002","907912"
"10400","9079","1020","907913"
"11200","9079","1019","907914"
"12000","9079","1020","907915"
"950","9080","1004","908001"
"1700","9080","1020","908002"
"2600","9080","1019","908003"
"3300","9080","1007","908004"
"4100","9080","1007","908005"
"4900","9080","1019","908006"
"5700","9080","1019","908007"
"6550","9080","1003","908008"
"7400","9080","1019","908009"
"8150","9080","1002","908010"
"8900","9080","1014","908011"
"9700","9080","1020","908012"
"10600","9080","1015","908013"
"11400","9080","1004","908014"
"12100","9080","1019","908015"
"900","9081","1014","908101"
"1750","9081","1019","908102"
"2550","9081","1007","908103"
"3400","9081","1019","908104"
"4200","9081","1002","908105"
"5000","9081","1019","908106"
"5800","9081","1020","908107"
"6600","9081","1004","908108"
"7350","9081","1007","908109"
"8100","9081","1020","908110"
"9000","9081","1019","908111"
"9750","9081","1004","908112"
"10500","9081","1003","908113"
"11300","9081","1019","908114"
"12150","9081","1015","908115"
"800","9082","1014","908201"
"1600","9082","6","908202"
"2400","9082","1014","908203"
"3200","9082","6","908204"
"4000","9082","1006","908205"
"4800","9082","1008","908206"
"5600","9082","1008","908207"
"6400","9082","1006","908208"
"7200","9082","1020","908209"
"8000","9082","6","908210"
"8800","9082","6","908211"
"9600","9082","1020","908212"
"10400","9082","1014","908213"
"11200","9082","1014","908214"
"12000","9082","1006","908215"
"600","9083","1006","908301"
"1450","9083","1020","908302"
"2250","9083","1008","908303"
"3100","9083","1014","908304"
"3900","9083","1006","908305"
"4650","9083","1006","908306"
"5450","9083","6","908307"
"6200","9083","6","908308"
"7100","9083","1020","908309"
"7900","9083","1008","908310"
"8600","9083","1014","908311"
"9450","9083","6","908312"
"10200","9083","6","908313"
"11100","9083","1014","908314"
"11850","9083","1014","908315"
"650","9084","6","908401"
"1500","9084","6","908402"
"2300","9084","1020","908403"
"3050","9084","1008","908404"
"3800","9084","1006","908405"
"4600","9084","1014","908406"
"5500","9084","1014","908407"
"6300","9084","1020","908408"
"7050","9084","1014","908409"
"7850","9084","6","908410"
"8700","9084","1006","908411"
"9400","9084","1014","908412"
"10300","9084","1008","908413"
"11000","9084","1006","908414"
"11900","9084","6","908415"
"800","9085","1004","908501"
"1600","9085","1020","908502"
"2400","9085","1020","908503"
"3200","9085","1004","908504"
"4000","9085","1008","908505"
"4800","9085","1020","908506"
"5600","9085","1020","908507"
"6400","9085","1008","908508"
"7200","9085","1011","908509"
"8000","9085","1010","908510"
"8800","9085","1010","908511"
"9600","9085","1011","908512"
"10400","9085","1004","908513"
"11200","9085","1008","908514"
"12000","9085","1011","908515"
"900","9086","1011","908601"
"1800","9086","1010","908602"
"2550","9086","1010","908603"
"3400","9086","1020","908604"
"4100","9086","1004","908605"
"4900","9086","1011","908606"
"5800","9086","1020","908607"
"6550","9086","1008","908608"
"7400","9086","1020","908609"
"8200","9086","1008","908610"
"9000","9086","1011","908611"
"9750","9086","1004","908612"
"10600","9086","1004","908613"
"11300","9086","1008","908614"
"12100","9086","1020","908615"
"1000","9087","1020","908701"
"1700","9087","1004","908702"
"2600","9087","1010","908703"
"3350","9087","1020","908704"
"4150","9087","1008","908705"
"4950","9087","1011","908706"
"5750","9087","1020","908707"
"6500","9087","1004","908708"
"7350","9087","1010","908709"
"8150","9087","1011","908710"
"8950","9087","1008","908711"
"9800","9087","1008","908712"
"10550","9087","1004","908713"
"11400","9087","1020","908714"
"12200","9087","1011","908715"
"800","9088","1019","908801"
"1600","9088","1004","908802"
"2400","9088","1019","908803"
"3200","9088","1004","908804"
"4000","9088","1018","908805"
"4800","9088","1008","908806"
"5600","9088","1018","908807"
"6400","9088","1008","908808"
"7750","9088","3","908809"
"8550","9088","3","908810"
"8800","9088","6","908811"
"9600","9088","6","908812"
"10400","9088","1011","908813"
"11200","9088","1011","908814"
"12000","9088","1011","908815"
"700","9089","1008","908901"
"2050","9089","3","908902"
"2850","9089","3","908903"
"3100","9089","1019","908904"
"3800","9089","6","908905"
"4600","9089","1018","908906"
"5400","9089","1008","908907"
"6200","9089","1011","908908"
"7000","9089","1018","908909"
"7800","9089","1011","908910"
"8600","9089","1004","908911"
"9500","9089","1011","908912"
"10300","9089","1019","908913"
"11100","9089","1004","908914"
"11900","9089","6","908915"
"650","9090","1004","909001"
"1400","9090","1011","909002"
"2200","9090","1019","909003"
"3550","9090","3","909004"
"3900","9090","1019","909005"
"4700","9090","1008","909006"
"5500","9090","6","909007"
"6250","9090","1008","909008"
"7600","9090","3","909009"
"7850","9090","1011","909010"
"8700","9090","6","909011"
"9400","9090","1018","909012"
"10250","9090","1004","909013"
