2fea79f1d06adc701cc47ca63d9f53fa628fd4e44daa68a1cfeff1d370a9d85a,e8809f31c4d62c86fb54240630eaa7b8b7c7d9e301215b1925fa419241f41faf,a14021c3eeef2b2afd5ab7301c4a96b4fc4956f92ea4c2374bb43c45c4df1194,ca30eec5dc4331dc05587584ce0d08e66d0cbeaebef4906c200ffdb65ce6ae05,70e580ccd09fc2f82dad577f490b9407d7ecc1a0ea7dce147d4004521fbc1040,36618597d8ee5e14263f589da09d399d81e8d5687da71a2ddedf8abefbcf503b,037704800796d908c13bf794a5dc1e8d405f0c9f4d442b9c4c02ea0cc7408721,7f7c834370dd93fea12ef9cb9b99853a6fd929cb6987180b4b5c3719d099743e,1b5fdf663d66921619648d8434d681c470b4facb160b6491c608c9700ec01bb6,7db93414e2eee8608fc303b2a1f83f28c168f42e134dbc9bf156076dd4f91a4e,2322237dd92cba53acf9ac57526976677f69c56926623d8e831a976f432ec88f
"","0","3","0.2","","1007416","1","mhp_talk_sad2","103111","1007416094",""
"","","21","","0","1007416","0","vo_mhp_6013","vo_mhp_1007416","1007416095",""
"0.5","0","11","0","1","1007416","5","是嗎？但我覺得\n讓你吃到一點苦頭比較好喔？","103111","1007416096","0"
"","","91","","","1007416","","","0","1007416097",""
"","","93","","","1007416","","","1","1007416098",""
"","0","3","0.2","","1007416","1","mhp_talk_sad","103111","1007416099",""
"","","21","","0","1007416","0","vo_mhp_6014","vo_mhp_1007416","1007416100",""
"0.5","0","11","0","1","1007416","3","打擾到各位了……\n我日後再來為此致歉。","103111","1007416101","0"
"","","91","","","1007416","","","0","1007416102",""
"","","22","","","1007416","","0","0","1007416103",""
"","1","3","0.2","mhp_idle_normal","1007416","0","mhp_shinobu_bow","103111","1007416104","0.2"
"","","93","","","1007416","","","4","1007416105",""
"","0","3","0.2","","1007416","1","mhp_walk","103111","1007416106",""
"","","4","","","1007416","","1","103111","1007416107",""
"","","4","","","1007416","","1","31","1007416108",""
"","0","2","","5","1007416","-220","-1100","103111","1007416109",""
"","0","2","","2","1007416","-220","-1000","31","1007416110",""
"","","93","","","1007416","","","4","1007416111",""
"","","91","","","1007416","","","0","1007416112",""
"","","3","0.2","","1007416","1","mhp_sit_talk_worry","117631","1007416113",""
"","","21","","0","1007416","0","vo_mhp_6015","vo_mhp_1007416","1007416114",""
"0.5","0","11","","1","1007416","6","剛、剛才那是什麼啊……","117631","1007416115","0"
"","","91","","","1007416","","","0","1007416116",""
"","","22","","","1007416","","0","0","1007416117",""
"","","91","","","1007416","","","0","1007416118",""
"mhp_idle_normal","-240","1","1.7","-1000","1007417","100","103111","1","1007417001","0"
"mhp_sit_idle","-200","1","1.7","365","1007417","100","117631","1","1007417002","1"
"mhp_sit_idle","-220","1","1.7","185","1007417","104","117531","1","1007417003","1"
"","0.85","31","1","-154","1007417","-240","1","1","1007417004",""
"","1","31","0","-237","1007417","173","120","20","1007417005",""
"","1","31","0","160","1007417","0","130","30","1007417006",""
"","1","31","0","0","1007417","0","111","11","1007417007",""
"NoItem","-220","5","1.7","-200","1007417","110","11","1","1007417008","0"
"NoItem","-220","5","1.7","-200","1007417","105","12","1","1007417009","0"
"NoItem","-220","5","1.7","185","1007417","110","21","1","1007417010","1"
"NoItem","-220","5","1.7","185","1007417","105","22","1","1007417011","1"
"","0","6","0","1","1007417","1","1","11","1007417012","0"
"","0","6","0","1","1007417","1","1","12","1007417013","0"
"","0","6","0","1","1007417","1","1","21","1007417014","0"
"","0","6","0","1","1007417","1","1","22","1007417015","0"
"","","91","","","1007417","","","0","1007417016",""
"","","3","0.2","","1007417","1","mhp_sit_talk_normal","117531","1007417017",""
"","","21","","0","1007417","0","vo_mhp_6101","vo_mhp_1007417","1007417018",""
"0.5","0","11","0","1","1007417","4","忍，請進～","117531","1007417019","0"
"","","91","","","1007417","","","0","1007417020",""
"","","3","0.2","","1007417","1","mhp_sit_idle","117531","1007417021",""
"","0","3","0.2","","1007417","1","mhp_walk","103111","1007417022",""
"","0","2","","4","1007417","-220","-200","103111","1007417023",""
"","","91","","","1007417","","","0","1007417024",""
"","0","3","0.2","","1007417","0","mhp_sit_in","103111","1007417025",""
"","","91","","","1007417","","","0","1007417026",""
"","0","3","0.2","","1007417","1","mhp_sit_idle_sad","103111","1007417027",""
"","","91","","","1007417","","","0","1007417028",""
"","0","3","0.2","","1007417","1","mhp_sit_talk_sad","103111","1007417029",""
"","","21","","0","1007417","0","vo_mhp_6102","vo_mhp_1007417","1007417030",""
"1","0","11","0","1","1007417","3","打擾了。\n父親前幾天真的是失禮了，\n我是為此來道歉的……","103111","1007417031","0"
"","","91","","","1007417","","","0","1007417032",""
"","0","3","0.2","","1007417","1","mhp_sit_idle_sad","103111","1007417033",""
"","0","3","0.2","","1007417","1","mhp_sit_talk_normal","117531","1007417034",""
"","","21","","0","1007417","0","vo_mhp_6103","vo_mhp_1007417","1007417035",""
"0.5","0","11","0","1","1007417","7","哎呀，謝謝妳特地過來。\n但妳可以不用放在心上啊。","117531","1007417036","0"
"","","91","","","1007417","","","0","1007417037",""
"","0","3","0.2","","1007417","1","mhp_sit_idle","117531","1007417038",""
"","0","3","0.2","","1007417","1","mhp_sit_talk_wish2","103111","1007417039",""
"","","21","","0","1007417","0","vo_mhp_6104","vo_mhp_1007417","1007417040",""
"0.5","0","11","0","1","1007417","4","我不能這麼做。","103111","1007417041","0"
"","","91","","","1007417","","","0","1007417042",""
"","0","3","0.2","","1007417","1","mhp_sit_idle_sad","103111","1007417043",""
"","0","3","0.2","","1007417","1","mhp_sit_talk_normal","117531","1007417044",""
"","","21","","0","1007417","0","vo_mhp_6105","vo_mhp_1007417","1007417045",""
"0.5","0","11","0","1","1007417","5","有禮貌是很好，\n但妳好像是個經常操勞的人，\n妳再放鬆一點會比較好喔。","117531","1007417046","0"
"","","91","","","1007417","","","0","1007417047",""
"","0","3","0.2","","1007417","1","mhp_sit_idle","117531","1007417048",""
"","0","3","0.2","","1007417","1","mhp_sit_talk_sad","103111","1007417049",""
"","","21","","0","1007417","0","vo_mhp_6106","vo_mhp_1007417","1007417050",""
"1","0","11","0","1","1007417","4","是這樣嗎……\n這並不是父親造成的，\n只是因為我成長的環境很特殊……","103111","1007417051","0"
"","","91","","","1007417","","","0","1007417052",""
"","0","3","0.2","","1007417","1","mhp_sit_talk_sad2","103111","1007417053",""
"","","21","","0","1007417","0","vo_mhp_6107","vo_mhp_1007417","1007417054",""
"0.5","0","11","0","1","1007417","5","該說就算和公會成員在一起時，\n我也沒辦法和大家一樣，\n露出開心的笑容嗎……","103111","1007417055","0"
"","","91","","","1007417","","","0","1007417056",""
"","0","3","0.2","","1007417","1","mhp_sit_talk_worry","103111","1007417057",""
"","","21","","0","1007417","0","vo_mhp_6108","vo_mhp_1007417","1007417058",""
"0.5","0","11","0","1","1007417","5","沒辦法好好擺出笑臉，\n這樣果然不太好嗎？","103111","1007417059","0"
"","","91","","","1007417","","","0","1007417060",""
"","0","3","0.2","","1007417","1","mhp_sit_idle_sad","103111","1007417061",""
"","0","3","0.2","","1007417","1","mhp_sit_talk_normal","117531","1007417062",""
"","","21","","0","1007417","0","vo_mhp_6109","vo_mhp_1007417","1007417063",""
"0.5","0","11","0","1","1007417","5","沒這回事喔。\n就算能夠露出笑容，\n也不見得就是正常人。","117531","1007417064","0"
"","","91","","","1007417","","","0","1007417065",""
"","0","3","0.2","","1007417","1","mhp_sit_talk_joy1","117531","1007417066",""
"","","21","","0","1007417","0","vo_mhp_6110","vo_mhp_1007417","1007417067",""
"0.5","0","11","0","1","1007417","5","像我們公會，雖然大家都笑臉迎人，\n但基本上都是些很不妙的人。\n包含我在內，呢♪","117531","1007417068","0"
"","","91","","","1007417","","","0","1007417069",""
"","0","3","0.2","","1007417","1","mhp_sit_talk_normal","117531","1007417070",""
"","","21","","0","1007417","0","vo_mhp_6111","vo_mhp_1007417","1007417071",""
"0.5","0","11","0","1","1007417","5","但大家還是充滿了魅力喔。\n沒辦法單憑一個表情來判斷人的好壞，\n也不應該這麼做。","117531","1007417072","0"
"","","91","","","1007417","","","0","1007417073",""
"","0","3","0.2","","1007417","1","mhp_sit_talk_wish","117531","1007417074",""
"","","21","","0","1007417","0","vo_mhp_6112","vo_mhp_1007417","1007417075",""
"0.5","0","11","0","1","1007417","5","我對妳還不太了解，\n但我知道妳就算無法露出笑容，\n也不是那種會讓別人感到不快的女孩。","117531","1007417076","0"
"","","91","","","1007417","","","0","1007417077",""
"","0","3","0.2","","1007417","1","mhp_sit_talk_bitter","117531","1007417078",""
"","","21","","0","1007417","0","vo_mhp_6113","vo_mhp_1007417","1007417079",""
"0.5","0","11","0","1","1007417","5","我是醫生，\n所以很有看人的眼光喔♪","117531","1007417080","0"
"","","91","","","1007417","","","0","1007417081",""
"","0","3","0.2","","1007417","1","mhp_sit_idle","117531","1007417082",""
"","0","3","0.2","","1007417","1","mhp_sit_talk_wish","103111","1007417083",""
"","","21","","0","1007417","0","vo_mhp_6114","vo_mhp_1007417","1007417084",""
"0.5","0","11","0","1","1007417","5","……原來醫生\n也有在做人生諮詢啊。","103111","1007417085","0"
"","","91","","","1007417","","","0","1007417086",""
"","0","3","0.2","","1007417","1","mhp_sit_idle_wish","103111","1007417087",""
"","0","3","0.2","","1007417","1","mhp_sit_talk_normal","117531","1007417088",""
"","","21","","0","1007417","0","vo_mhp_6115","vo_mhp_1007417","1007417089",""
"0.5","0","11","0","1","1007417","6","其實這不是我的專門，\n但要為迷惘的少年少女做諮商，這我還是辦得到的。","117531","1007417090","0"
"","","91","","","1007417","","","0","1007417091",""
"","0","3","0.2","","1007417","1","mhp_sit_idle","117531","1007417092",""
"","0","3","0.2","","1007417","1","mhp_sit_talk_normal","103111","1007417093",""
"","","21","","0","1007417","0","vo_mhp_6116","vo_mhp_1007417","1007417094",""
"1","0","11","0","1","1007417","4","……謝謝妳。\n我總覺得心裡輕鬆了一點。","103111","1007417095","0"
"","","91","","","1007417","","","0","1007417096",""
"","","22","","","1007417","","0","0","1007417097",""
"","0","3","0.2","","1007417","1","mhp_sit_idle","103111","1007417098",""
"","1","3","0.2","mhp_idle_normal","1007417","0","mhp_sit_out","117531","1007417099","0"
"","","93","","","1007417","","","1","1007417100",""
"","1","32","1","","1007417","","1","111","1007417101",""
"","1","32","1","","1007417","","1","120","1007417102",""
"","","23","","","1007417","","se_10031400_rose","se_10031400","1007417103",""
"","0","3","0.2","","1007417","0","mhp_mitsuki_kime","117531","1007417104",""
"","","93","","","1007417","","","1","1007417105",""
"","1","32","1","","1007417","","1","130","1007417106",""
"","","93","","","1007417","","","4","1007417107",""
"","1","32","1","","1007417","","0","130","1007417108",""
"","","93","","","1007417","","","1.2","1007417109",""
"","1","3","0.2","mhp_sit_idle","1007417","0","mhp_sit_in","117531","1007417110","0"
"","","93","","","1007417","","","2","1007417111",""
"","0","3","0.2","","1007417","1","mhp_sit_talk_normal","117531","1007417112",""
"","","21","","0","1007417","0","vo_mhp_6117","vo_mhp_1007417","1007417113",""
"0.5","0","11","0","1","1007417","4","那真是太好了。\n不提這個，妳很擅長占卜吧？\n我也想更了解妳，\n所以能請妳為我占卜一下嗎？","117531","1007417114","0"
"","","91","","","1007417","","","0","1007417115",""
"","0","3","0.2","","1007417","1","mhp_sit_idle","117531","1007417116",""
"","0","3","0.2","","1007417","1","mhp_sit_talk_wish","103111","1007417117",""
"","","21","","0","1007417","0","vo_mhp_6118","vo_mhp_1007417","1007417118",""
"0.5","0","11","0","1","1007417","4","好的，我也想更了解醫生，\n那我就認真地為妳占卜囉。","103111","1007417119","0"
"","","91","","","1007417","","","0","1007417120",""
"","0","3","0.2","","1007417","1","mhp_sit_idle_wish","103111","1007417121",""
"","0","3","0.2","","1007417","1","mhp_sit_talk_normal","117531","1007417122",""
"","","21","","0","1007417","0","vo_mhp_6119","vo_mhp_1007417","1007417123",""
"1.5","0","11","0","1","1007417","3","這真令人開心。那麼，那個……\n能用占卜算出我接下來\n有、有沒有好姻緣之類嗎？","117531","1007417124","0"
"","","93","","","1007417","","1","3","1007417125",""
"","0","3","0.2","","1007417","1","mhp_mitsuki_sit_shy","117531","1007417126",""
"","","91","","","1007417","","","1007417124","1007417127",""
"","","22","","","1007417","","0","0","1007417128",""
"","","93","","","1007417","","0","0.5","1007417129",""
"","1","3","0.2","mhp_yuki_sit_yareyare_loop","1007417","0","mhp_yuki_sit_yareyare_in","117631","1007417130","0"
"","","93","","","1007417","","0","2","1007417131",""
"","","91","","","1007417","","","0","1007417132",""
"mhp_sit_idle_sad","0","1","1.7","0","1009011","100","100931","1","1009011001","0"
"NoItem_sit_idle","0","5","1.7","0","1009011","101","31","1","1009011002","0"
"","","3","0.2","","1009011","1","mhp_anna_dark_loop","100931","1009011003",""
"","","3","0.2","","1009011","1","mhp_anna_dark_loop","31","1009011004",""
"","","21","","0","1009011","0","vo_mhp_0301","vo_mhp","1009011005",""
"0","0","11","0","0","1009011","3","嗚，我的頭……給我\n平靜下來！可惡，又有\n攻擊從某個地方……！","100931","1009011006","0"
"","","91","","","1009011","","","0","1009011007",""
"mhp_sit_idle","0","1","1.7","0","1009012","100","100931","1","1009012001","0"
"","","3","0.2","","1009012","1","mhp_anna_huhu_loop","100931","1009012002",""
"","","3","0.2","","1009012","1","NoItem","31","1009012003",""
"","","21","","0","1009012","0","vo_mhp_0302","vo_mhp","1009012004",""
"0","0","11","0","0","1009012","3","一波未平一波又起，\n強者總是會被盯上啊。","100931","1009012005","0"
"","","91","","","1009012","","","0","1009012006",""
"mhp_sit_idle","0","1","1.7","0","1009013","100","100931","1","1009013001","0"
"","","3","0.2","","1009013","1","mhp_anna_chill_loop","100931","1009013002",""
"","","3","0.2","","1009013","1","NoItem","31","1009013003",""
"","","21","","0","1009013","0","vo_mhp_0303","vo_mhp","1009013004",""
"0","0","11","0","0","1009013","6","嗚嗚，好難受……","100931","1009013005","0"
"","","91","","","1009013","","","0","1009013006",""
"mhp_sit_idle_sad","0","1","1.7","0","1025011","100","102511","1","1025011001","0"
"","","3","0.2","","1025011","1","mhp_sit_talk_sad","102511","1025011002",""
"","","21","","0","1025011","0","vo_mhp_0201","vo_mhp","1025011003",""
"0","0","11","0","0","1025011","5","拿這種事情來看診，\n是不是真的\n很失禮呢……","102511","1025011004","0"
"","","91","","","1025011","","","0","1025011005",""
"","","3","0.2","","1025011","1","mhp_sit_idle_sad","102511","1025011006",""
"mhp_sit_idle","0","1","1.7","0","1025012","100","102511","1","1025012001","0"
"","","3","0.2","","1025012","1","mhp_sit_talk_joy2","102511","1025012002",""
"","","21","","0","1025012","0","vo_mhp_0202","vo_mhp","1025012003",""
"0","0","11","0","0","1025012","5","深月醫生好厲害喔，\n她一定可以幫我……！","102511","1025012004","0"
"","","91","","","1025012","","","0","1025012005",""
"","","3","0.2","","1025012","1","mhp_sit_idle_joy2","102511","1025012006",""
"mhp_sit_idle","0","1","1.7","0","1025013","100","102511","1","1025013001","0"
"","","3","0.2","","1025013","1","mhp_sit_talk_sad2","102511","1025013002",""
"","","21","","0","1025013","0","vo_mhp_0203","vo_mhp","1025013003",""
"0","0","11","0","0","1025013","4","今天是最後的診療……\n真希望可以治好冒失。","102511","1025013004","0"
"","","91","","","1025013","","","0","1025013005",""
"","","3","0.2","","1025013","1","mhp_sit_idle_sad2","102511","1025013006",""
"mhp_sit_idle","0","1","1.7","0","1031011","100","103111","1","1031011001","0"
"","","3","0.2","","1031011","1","mhp_sit_talk_sad","103111","1031011002",""
"","","21","","0","1031011","0","vo_mhp_0601","vo_mhp","1031011003",""
"0","0","11","0","0","1031011","4","我有不好的預感……\n希望爸爸\n不要給人添麻煩。","103111","1031011004","0"
"","","91","","","1031011","","","0","1031011005",""
"","","3","0.2","","1031011","1","mhp_sit_idle_sad","103111","1031011006",""
"mhp_sit_idle","0","1","1.7","0","1031012","100","103111","1","1031012001","0"
"","","3","0.2","","1031012","1","mhp_sit_talk_wish","103111","1031012002",""
"","","21","","0","1031012","0","vo_mhp_0602","vo_mhp","1031012003",""
"0","0","11","0","0","1031012","4","那個醫生是個很棒\n的人……我可能還想\n再和她多聊一下。","103111","1031012004","0"
"","","91","","","1031012","","","0","1031012005",""
"","","3","0.2","","1031012","1","mhp_sit_idle_wish","103111","1031012006",""
"mhp_sit_idle","0","1","1.7","0","1044011","100","104431","1","1044011001","0"
"","","3","0.2","","1044011","1","mhp_sit_talk_thinking","104431","1044011002",""
