28054748d08c6d6d94dec1bde9d5208269e5aad65224bb12ff6d3c98238b0589,9f9fae77a70716baed8e94c94a3f9d0aeb14bcc6c6c2c6f6cec0614ee4d52e84,a96ab51fc0d6f5631ee547b769d1f6a7afb65514ece05c368c3019d986c24185,0e08175ccd651a83cdf2f3a6f66dabd1e2725968b7f9d1d0adc1fad4b84ef3a3,9824f83f0f24ec18e94a69f7f58f4c2ddf5034eaed1d0c258e0dc3a87e0e5cd1,e2cb900635eced9b5c910910c09eecb143a9cfd565397f49f21ad780f8bfe417,e37c9d33b465b778ddd127fb134005f5e4d7526e982d88e243059324b909655e,f01065d780d32a9be688110ad893248c40568eb6fe37e140a30b745ca0a11aef,50646da23e9ec7ca517d753412dd9d9268ae38c50ad99db30f361d112c2700be,4694c8cca22441242f0f45210ae33b462f701eb8990cda661f878485b4e183fd,20e18e29b843e6e8f80983273c04b586b9678c0bf5d4356360f12bdc5ce6a78e,d6baf1f9cd57c3e367616bedcbaea92d3877c740eb44ddd67781dd6927c6ee22,d04d0df97c306d39430ea3f765c4c97de6e02b759ed39a848c45ebda5367d2b1,e26ac75952a935ab90fac50938305eb9dbc972d1bb950eae0b19d1903a239d3f,bad5ea04843934cfcad71742d1d8bb5019e6a12f01a8c7bef3dfa1d98ddd9c01,06b2ea14e24f35a8299bd96c2ad516c691ee8fbb1238e821703b7558d7c80839,814ca8ac4da3a06b43c9a61755099de38ef8e90ed95231fa733893a7167f685c,d872d66c9b835b125756d62258ac084191c16d19a6fc96fd265ba3f124183a31,5394f897985013c1331059088438ac675630b069f4966e7f6d9495ae821a06f9,b03f9313921d213016de4743f24cb7809cb9c2d085e2f1ead7114df0eaf1a601,3d34f8bcc5af47787f38742c85736eba2abf6daf1687b5af467a2c17dfe6d4c7,fe2576df85b38ea7ea8c315eef6cd2c65dce0c2669eb0154b21a5405279c5313,2e8a841062c7806e02afc8d5b6238a75d7348842ffa582741cfb7a472afc9907,e935ce3aee747143a403af4004b2bd04a28c11204fe7b721f5534a79ceeb28ab,5a3dfad7c788cfb5a1b5316223cc81d4c56c809dd7deaa98d0d7bdf933bc642d,280ff4f3517da8f3bbc7345b98be0d96ca9cac85c8f55a5b92036f6b1baa597c,142f9cdea87682d61ef00757ee4353499d81fc70ab10f43d6ec175b7c6443a67,f61fc796ed3480717e988c3d44fcac9ad53b705bf7f33e9cd55beb2f466b4f0b,b5a7e10660b517b097e92886b49e8e3939ff21f7f30725766f8b679bd0a078f9,bcdeb93e1f2909d81bca0b55cce8f5a8bfceae2d293592c3d93c9536198ca8a5,4cf25169c9ca18dbfca46a8b3c825a9bde16043f8b9ee9ff1f39214a0aae8108,c0f59cbbfea950f39e29f2023e8858a038a3f0b8c3a1cd71c7776c221e68cfad,cd517b0d68209394692cf324623bcd023f69f40dbeb7685bb798ac3675938c7e,68dea9f7a4e0a436ee1e707d00fef78fa4a1870ffada85538147e4ca8632bcb2,58585255cafa82a9a20d9031194d3aac9b324b77ec64cc25d6f07c39f9fd6b11,9ee75c219902ab72e989a946f801dfa246822963579c449b601c2e74a7336ec2,ce9bc576e2a799ce06296236993504069b6f23d5d6126fb581022c0d96d63acd,d925909d9021170e574bc14a6acbbb7502ece3ccaf3f53f377ac01f27cb01241,6f537f409ce3170487db871492f8c00751990bb970817a682cc7e1bdc8c1a8b0,2eb16b76c7fc5f96734f283263b0339ab0e86c9ec0441e2ed9f69b1fb41a0c11
"7","1","7","0","0","7","0","10","7","9","7","0","7","415","620390007","0","10","7","7","7","7","9","7","7","200000006","7","0","7","0","30","163","203900","0","1","7","0","0","7","1","7"
"8","1","8","0","0","8","0","10","8","9","8","0","8","462","620390008","0","10","8","8","8","8","9","8","8","200000006","8","0","8","0","30","183","203900","0","1","8","0","0","8","1","8"
"9","1","9","0","0","9","0","10","9","9","9","0","9","508","620390009","0","10","9","9","9","9","10","9","9","200000006","9","0","9","0","30","203","203900","0","1","9","0","0","9","1","9"
"10","1","10","0","0","10","0","10","10","10","10","0","10","554","620390010","0","10","10","10","10","10","11","10","10","200000006","10","0","10","0","30","223","203900","0","1","10","0","0","10","1","10"
"11","1","11","0","0","11","0","10","11","11","11","0","11","601","620390011","0","10","11","11","11","11","11","11","11","200000006","11","0","11","0","30","244","203900","0","1","11","0","0","11","1","11"
"12","1","12","0","0","12","0","10","12","13","12","0","12","648","620390012","0","10","12","12","12","12","12","12","12","200000006","12","0","12","0","30","266","203900","0","1","12","0","0","12","1","12"
"13","1","13","0","0","13","0","10","13","13","13","0","13","694","620390013","0","10","13","13","13","13","13","13","13","200000006","13","0","13","0","30","284","203900","0","1","13","0","0","13","1","13"
"14","1","14","0","0","14","0","10","14","14","14","0","14","740","620390014","0","10","14","14","14","14","13","14","14","200000006","14","0","14","0","30","304","203900","0","1","14","0","0","14","1","14"
"15","1","15","0","0","15","0","10","15","15","15","0","15","786","620390015","0","10","15","15","15","15","15","15","15","200000006","15","0","15","0","30","324","203900","0","1","15","0","0","15","1","15"
"16","1","16","0","0","16","0","10","16","15","16","0","16","855","620390016","0","10","16","16","16","16","15","16","16","200000006","16","0","16","0","30","364","203900","0","1","16","0","0","16","1","16"
"17","1","17","0","0","17","0","10","17","15","17","0","17","924","620390017","0","10","17","17","17","17","15","17","17","200000006","17","0","17","0","30","404","203900","0","1","17","0","0","17","1","17"
"18","1","18","0","0","18","0","10","18","15","18","0","18","1304","620390018","0","10","18","18","18","18","16","18","18","200000006","18","0","18","0","30","489","203900","0","1","18","0","0","18","1","18"
"19","1","19","0","0","19","0","10","19","15","19","0","19","1490","620390019","0","10","19","19","19","19","16","19","19","200000006","19","0","19","0","30","527","203900","0","1","19","0","0","19","1","19"
"20","1","20","0","0","20","0","10","20","17","20","0","20","1572","620390020","0","10","20","20","20","20","16","20","20","200000006","20","0","20","0","30","554","203900","0","1","20","0","0","20","1","20"
"21","1","21","0","0","21","0","10","21","19","21","0","21","1794","620390021","0","10","21","21","21","21","18","21","21","200000006","21","0","21","0","30","614","203900","0","1","21","0","0","21","1","21"
"22","1","22","0","0","22","0","10","22","21","22","0","22","2015","620390022","0","10","22","22","22","22","21","22","22","200000006","22","0","22","0","30","670","203900","0","1","22","0","0","22","1","22"
"23","1","23","0","0","23","0","10","23","21","23","0","23","2162","620390023","0","10","23","23","23","23","21","23","23","200000006","23","0","23","0","30","687","203900","0","1","23","0","0","23","1","23"
"24","1","24","0","0","24","0","10","24","21","24","0","24","2309","620390024","0","10","24","24","24","24","21","24","24","200000006","24","0","24","0","30","702","203900","0","1","24","0","0","24","1","24"
"25","1","25","0","0","25","0","10","25","21","25","0","25","2457","620390025","0","10","25","25","25","25","22","25","25","200000006","25","0","25","0","30","719","203900","0","1","25","0","0","25","1","25"
"26","1","26","0","0","26","0","10","26","21","26","0","26","2603","620390026","0","10","26","26","26","26","22","26","26","200000006","26","0","26","0","30","736","203900","0","1","26","0","0","26","1","26"
"27","1","27","0","0","27","0","10","27","21","27","0","27","2750","620390027","0","10","27","27","27","27","22","27","27","200000006","27","0","27","0","30","751","203900","0","1","27","0","0","27","1","27"
"28","1","28","0","0","28","0","10","28","21","28","0","28","2897","620390028","0","10","28","28","28","28","22","28","28","200000006","28","0","28","0","30","768","203900","0","1","28","0","0","28","1","28"
"29","1","29","0","0","29","0","10","29","22","29","0","29","3123","620390029","0","10","29","29","29","29","22","29","29","200000006","29","0","29","0","30","782","203900","0","1","29","0","0","29","1","29"
"30","1","30","0","0","30","0","10","30","22","30","0","30","3349","620390030","0","10","30","30","30","30","22","30","30","200000006","30","0","30","0","30","797","203900","0","1","30","0","0","30","1","30"
"31","1","31","0","0","31","0","10","31","22","31","0","31","3575","620390031","0","10","31","31","31","31","23","31","31","200000006","31","0","31","0","30","812","203900","0","1","31","0","0","31","1","31"
"32","1","32","0","0","32","0","10","32","23","32","0","32","3801","620390032","0","10","32","32","32","32","23","32","32","200000006","32","0","32","0","30","826","203900","0","1","32","0","0","32","1","32"
"33","1","33","0","0","33","0","10","33","23","33","0","33","3901","620390033","0","10","33","33","33","33","23","33","33","200000006","33","0","33","0","30","829","203900","0","1","33","0","0","33","1","33"
"34","1","34","0","0","34","0","10","34","24","34","0","34","4913","620390034","0","10","34","34","34","34","23","34","34","200000006","34","0","34","0","30","922","203900","0","1","34","0","0","34","1","34"
"35","1","35","0","0","35","0","10","35","24","35","0","35","5398","620390035","0","10","35","35","35","35","23","35","35","200000006","35","0","35","0","30","964","203900","0","1","35","0","0","35","1","35"
"36","1","36","0","0","36","0","10","36","24","36","0","36","5524","620390036","0","10","36","36","36","36","23","36","36","200000006","36","0","36","0","30","1007","203900","0","1","36","0","0","36","1","36"
"37","1","37","0","0","37","0","10","37","26","37","0","37","6013","620390037","0","10","37","37","37","37","25","37","37","200000006","37","0","37","0","30","1049","203900","0","1","37","0","0","37","1","37"
"38","1","38","0","0","38","0","10","38","28","38","0","38","6501","620390038","0","10","38","38","38","38","27","38","38","200000006","38","0","38","0","30","1091","203900","0","1","38","0","0","38","1","38"
"39","1","39","0","0","39","0","10","39","30","39","0","39","6990","620390039","0","10","39","39","39","39","30","39","39","200000006","39","0","39","0","30","1133","203900","0","1","39","0","0","39","1","39"
"40","1","40","0","0","40","0","10","40","32","40","0","40","7478","620390040","0","10","40","40","40","40","32","40","40","200000006","40","0","40","0","30","1176","203900","0","1","40","0","0","40","1","40"
"41","1","41","0","0","41","0","10","41","34","41","0","41","7967","620390041","0","10","41","41","41","41","34","41","41","200000006","41","0","41","0","30","1218","203900","0","1","41","0","0","41","1","41"
"42","1","42","0","0","42","0","10","42","36","42","0","42","8455","620390042","0","10","42","42","42","42","36","42","42","200000006","42","0","42","0","30","1260","203900","0","1","42","0","0","42","1","42"
"43","1","43","0","0","43","0","10","43","37","43","0","43","8808","620390043","0","10","43","43","43","43","37","43","43","200000006","43","0","43","0","30","1261","203900","0","1","43","0","0","43","1","43"
"44","1","44","0","0","44","0","10","44","38","44","0","44","9160","620390044","0","10","44","44","44","44","37","44","44","200000006","44","0","44","0","30","1261","203900","0","1","44","0","0","44","1","44"
"45","1","45","0","0","45","0","10","45","39","45","0","45","9513","620390045","0","10","45","45","45","45","38","45","45","200000006","45","0","45","0","30","1262","203900","0","1","45","0","0","45","1","45"
"46","1","46","0","0","46","0","10","46","40","46","0","46","9866","620390046","0","10","46","46","46","46","39","46","46","200000006","46","0","46","0","30","1277","203900","0","1","46","0","0","46","1","46"
"47","1","47","0","0","47","0","10","47","42","47","0","47","13752","620390047","0","10","47","47","47","47","42","47","47","200000006","47","0","47","0","30","1241","203900","0","1","47","0","0","47","1","47"
"48","1","48","0","0","48","0","10","48","43","48","0","48","11772","620390048","0","10","48","48","48","48","42","48","48","200000006","48","0","48","0","30","1306","203900","0","1","48","0","0","48","1","48"
"49","1","49","0","0","49","0","10","49","46","49","0","49","11772","620390049","0","10","49","49","49","49","46","49","49","200000006","49","0","49","0","30","1306","203900","0","1","49","0","0","49","1","49"
"50","1","50","0","0","50","0","10","50","48","50","0","50","11772","620390050","0","10","50","50","50","50","50","50","50","200000006","50","0","50","0","30","1306","203900","0","1","50","0","0","50","1","50"
"51","1","51","0","0","51","0","10","51","48","51","0","51","12772","620390051","0","10","51","51","51","51","50","51","51","200000006","51","0","51","0","30","1323","203900","0","1","51","0","0","51","1","51"
"52","1","52","0","0","52","0","10","52","48","52","0","52","13899","620390052","0","10","52","52","52","52","51","52","52","200000006","52","0","52","0","30","1340","203900","0","1","52","0","0","52","1","52"
"53","1","53","0","0","53","0","10","53","48","53","0","53","14772","620390053","0","10","53","53","53","53","51","53","53","200000006","53","0","53","0","30","1356","203900","0","1","53","0","0","53","1","53"
"54","1","54","0","0","54","0","10","54","48","54","0","54","15554","620390054","0","10","54","54","54","54","51","54","54","200000006","54","0","54","0","30","1379","203900","0","1","54","0","0","54","1","54"
"55","1","55","0","0","55","0","10","55","49","55","0","55","16336","620390055","0","10","55","55","55","55","51","55","55","200000006","55","0","55","0","30","1402","203900","0","1","55","0","0","55","1","55"
"56","1","56","0","0","56","0","10","56","49","56","0","56","17117","620390056","0","10","56","56","56","56","51","56","56","200000006","56","0","56","0","30","1424","203900","0","1","56","0","0","56","1","56"
"57","1","57","0","0","57","0","10","57","49","57","0","57","17899","620390057","0","10","57","57","57","57","51","57","57","200000006","57","0","57","0","30","1447","203900","0","1","57","0","0","57","1","57"
"58","1","58","0","0","58","0","10","58","49","58","0","58","18232","620390058","0","10","58","58","58","58","52","58","58","200000006","58","0","58","0","30","1447","203900","0","1","58","0","0","58","1","58"
"59","1","59","0","0","59","0","10","59","50","59","0","59","18566","620390059","0","10","59","59","59","59","53","59","59","200000006","59","0","59","0","30","1447","203900","0","1","59","0","0","59","1","59"
"60","1","60","0","0","60","0","10","60","50","60","0","60","18899","620390060","0","10","60","60","60","60","54","60","60","200000006","60","0","60","0","30","1447","203900","0","1","60","0","0","60","1","60"
"61","1","61","0","0","61","0","10","61","50","61","0","61","19232","620390061","0","10","61","61","61","61","55","61","61","200000006","61","0","61","0","30","1447","203900","0","1","61","0","0","61","1","61"
"62","1","62","0","0","62","0","10","62","53","62","0","62","20019","620390062","0","10","62","62","62","62","58","62","62","200000006","62","0","62","0","30","1573","203900","0","1","62","0","0","62","1","62"
"63","1","63","0","0","63","0","10","63","57","63","0","63","20806","620390063","0","10","63","63","63","63","61","63","63","200000006","63","0","63","0","30","1700","203900","0","1","63","0","0","63","1","63"
"64","1","64","0","0","64","0","10","64","60","64","0","64","21593","620390064","0","10","64","64","64","64","64","64","64","200000006","64","0","64","0","30","1826","203900","0","1","64","0","0","64","1","64"
"65","1","65","0","0","65","0","10","65","64","65","0","65","22380","620390065","0","10","65","65","65","65","66","65","65","200000006","65","0","65","0","30","1952","203900","0","1","65","0","0","65","1","65"
"66","1","66","0","0","66","0","10","66","67","66","0","66","23167","620390066","0","10","66","66","66","66","69","66","66","200000006","66","0","66","0","30","2078","203900","0","1","66","0","0","66","1","66"
"67","1","67","0","0","67","0","10","67","70","67","0","67","23954","620390067","0","10","67","67","67","67","72","67","67","200000006","67","0","67","0","30","2205","203900","0","1","67","0","0","67","1","67"
"68","1","68","0","0","68","0","10","68","74","68","0","68","24741","620390068","0","10","68","68","68","68","75","68","68","200000006","68","0","68","0","30","2331","203900","0","1","68","0","0","68","1","68"
"69","1","69","0","0","69","0","10","69","77","69","0","69","25528","620390069","0","10","69","69","69","69","78","69","69","200000006","69","0","69","0","30","2457","203900","0","1","69","0","0","69","1","69"
"70","1","70","0","0","70","0","10","70","81","70","0","70","26316","620390070","0","10","70","70","70","70","81","70","70","200000006","70","0","70","0","30","2584","203900","0","1","70","0","0","70","1","70"
"71","1","71","0","0","71","0","10","71","84","71","0","71","27103","620390071","0","10","71","71","71","71","83","71","71","200000006","71","0","71","0","30","2710","203900","0","1","71","0","0","71","1","71"
"1","1","1","0","0","1","0","10","1","3","1","0","1","355","620400001","0","10","1","1","1","1","2","1","1","200000001","1","0","1","0","30","38","204000","0","1","1","0","0","1","1","1"
"2","1","2","0","0","2","0","10","2","10","2","0","2","620","620400002","0","10","2","2","2","2","3","2","2","200000001","2","0","2","0","30","53","204000","0","1","2","0","0","2","1","2"
"3","1","3","0","0","3","0","10","3","6","3","0","3","566","620400003","0","10","3","3","3","3","4","3","3","200000001","3","0","3","0","30","79","204000","0","1","3","0","0","3","1","3"
"4","1","4","0","0","4","0","10","4","8","4","0","4","597","620400004","0","10","4","4","4","4","5","4","4","200000001","4","0","4","0","30","97","204000","0","1","4","0","0","4","1","4"
"5","1","5","0","0","5","0","10","5","9","5","0","5","627","620400005","0","10","5","5","5","5","6","5","5","200000001","5","0","5","0","30","114","204000","0","1","5","0","0","5","1","5"
"6","1","6","0","0","6","0","10","6","9","6","0","6","651","620400006","0","10","6","6","6","6","6","6","6","200000001","6","0","6","0","30","136","204000","0","1","6","0","0","6","1","6"
"7","1","7","0","0","7","0","10","7","10","7","0","7","855","620400007","0","10","7","7","7","7","7","7","7","200000001","7","0","7","0","30","161","204000","0","1","7","0","0","7","1","7"
"8","1","8","0","0","8","0","10","8","10","8","0","8","1059","620400008","0","10","8","8","8","8","7","8","8","200000001","8","0","8","0","30","186","204000","0","1","8","0","0","8","1","8"
"9","1","9","0","0","9","0","10","9","11","9","0","9","1091","620400009","0","10","9","9","9","9","7","9","9","200000001","9","0","9","0","30","205","204000","0","1","9","0","0","9","1","9"
"10","1","10","0","0","10","0","10","10","11","10","0","10","1121","620400010","0","10","10","10","10","10","8","10","10","200000001","10","0","10","0","30","212","204000","0","1","10","0","0","10","1","10"
"11","1","11","0","0","11","0","10","11","11","11","0","11","1121","620400011","0","10","11","11","11","11","8","11","11","200000001","11","0","11","0","30","212","204000","0","1","11","0","0","11","1","11"
"12","1","12","0","0","12","0","10","12","12","12","0","12","1180","620400012","0","10","12","12","12","12","8","12","12","200000001","12","0","12","0","30","225","204000","0","1","12","0","0","12","1","12"
"13","1","13","0","0","13","0","10","13","12","13","0","13","1180","620400013","0","10","13","13","13","13","9","13","13","200000001","13","0","13","0","30","225","204000","0","1","13","0","0","13","1","13"
"14","1","14","0","0","14","0","10","14","12","14","0","14","1180","620400014","0","10","14","14","14","14","9","14","14","200000001","14","0","14","0","30","225","204000","0","1","14","0","0","14","1","14"
"15","1","15","0","0","15","0","10","15","18","15","0","15","1184","620400015","0","10","15","15","15","15","12","15","15","200000001","15","0","15","0","30","220","204000","0","1","15","0","0","15","1","15"
