06683fcccb7909a9545a62de0b27b8f61bff1bc941c0e5a014ee52a1ab7d05d4,644f7af4f99f0ea45309db6f4afdfd73058f643f00a3bd2ae82be5155d959ddc,b1b65fef31b2be950ad0fc617e5c9de2a7041108b771f2d547903c8adc6d4740,918bb5d48ce422f62a57eabcda0f5c52d5fb368c8049041cd76d6e5e0eaca67c,44d2c4662bd015f5a4a8c2ec49c9cee018e66d3769db6535a309fd71b9dc7801,662abd960cc8fefded37aa229cb8d17cd8c5f5af843c551d84498b38bd3f0475,3d5d08a4c0e2bbbe12fd3d9f6e4d33cd43412d524548c12220e59d7e07548a2f,05aee2f47a2d9d6480464613ec5de1c7873888c537d14f2704f42af9480455a2,3a32f316a1a2989927ba2b8756c1fb7a10567b4ee477585e859729988f1f49b6,4b4183bec1806573b38afc9a9eca1686bcda4637cb60c33966b34288267b71c2,572b35c737aad0dcbe8166a352cb186195ad193be37349fa7238481f14502f22,013d659f9693a0f0012d03bb39e95a3971b115f7446cd5b44e6237cad6d2bed4,10758e6dc7eb9f079302516d453e358b77425ff21eb1c432ecfd202c5ef2fb23,8e835a3233e0b418d69473d055f6b3358661d0bfab2f6969d9085f5ecd39facd,9af95a8b4538fd7ea852a6bcbbd9e5451fcff4c37107d7200a6d06b10d657d75,13217e8344a37730d6c1bc543054c4e27c9653e64045f2e22668fa5f5bf78893,ac6ea90c8e8cc77fb27b9240d2c59693e12609beff16e71df66f85e308c10eb2,0dac79d730eb2524a10203d1d5eacddb2619afcba055c98bd1f24d29b9e07e5d,efb55644805bb82cca715c98c750e519dce1550db1e9eb6d1f8fe12eb26daef2,17d10a7f2337fa8a3076359d521a070203558b0fe389bc73df8219b6d7ff0cdc,40f0b310c4753969e7e5c98e76d7f79e90c329c363f83469e352d9e3061c5de2,cd7b6f7fa69e3615931149542e153d625d1b89062a8ec15db47da3331b838942,c335ddd20255fa0c66bc8ec271d30bd7228941ba85bf82081499c03caacde575,6c3f492eb87b7f9e4d686f3181545c0f6be59ba555e5ad11b96169f29b0008d5,9dfbe550242d9cd3d4cb468211590b7d3bff2b4f76c2707371019373f8987d1d,a9608a89c0966c6d6db83dce6d411b12a35008609e0df10573be2793bb1eaea6,32fbb2b86e751b879eded8cc0d0350eddd5f05baf3574db8bf160909f1caf6e6,91d95aacc6040458337e22ed29d9af30c41257b61fcfd5add9095ae1a9ed850e,a666180f0e67ca1f9980da8ae87e16b705dfd4f8144747fac4ddec92a9e5bc8f,c4570dc8104f333b06a3069ebc3534886cdd37d4fa8d98a10372ddd1a842989c,9f7d7de1a8cb78f41fa24614af4b9801eff0f912b3d21dd69d25fdde9fb6ea6b,1701b7a215b85f7c5bdb5298f2e848af76c494ab787e2da5fd43c78f87b8ed11,69e30779df4aa623e5682497b90c401dc2b9893fb0ac4a45b47cc90ad0fb09e6,f649991b9e7f0e2bb753dd2f390bd73f20056486d72d0d90ac5869970f496d1c,242dd8a5ec71464ae815f7de2afd9b52eb8d066844a9f9db019c410cf117dd4f,44ff627483b6d8c1e14571cf171ccdd13afd6cbb75ae325a149480e884fc8933,9f7fe5727ab5a938a2ac8bc7b17952122fdb29aaf7b451ac5981b65842f88721,2938bff37ecf91fe770de5a678da7ab15aa3d3189d05b628b48b0597fb95b529,5aea8951525b847132f7b5d09ebc4f71ea7c33dcbcb1167386d69387162f4115,cf206130191dcfc8f3e027b20785a58d55e91ec96e57924a39cc5ef46eb0e7c7,f3aa48742053691bef84aab01691cb5f47199f3b684a3c78e0617e7fcff1a603,7843ea67277210a15f084f0732da9d4a2b2dc32345879d949f7f152c5166640f,4ae3bc32ca827b0368c88dfd5804a417369888e8ca26fbc20bba09ada7be7ead,203030b2f37ae0490b12df0477bff440aea708f755e97a0462eac0e378c6c10f,fa44080a7babe2ae7b0312fa80ef92a7d3e7aa9587351d8e9738f9d127518355,df3da8c98b42562cf61d17a399cdc1c783f8b2ea4370eac67ac07885d67ec463,cdc605114adaf93ab7a6e27738d8843d1a4df216c10d8f136bc98b327d2664ac,05bae4f5827979c11b587b4f066018494253d3fb9800dc0d9d001f5d6595f9c1,e0150d582d39b05b33edc93a3db6068ddcb58629409c35a8814333e0d439fc64,365978fc04fe3fda12261c2766cbe440a0548019b96afa05abc844a4b4d61885
"657","118222","2","1","0","3","-100","0","91002","0","0.7","71450657","3","0","45","0","714506571","2","-1","40004","50","-168","0","1","0","-1","800000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102141","0.7","0","333","118012","94002","60","0","0","2100757"
"658","118252","1","1","0","3","-100","0","91002","0","0.7","71450658","3","0","45","0","714506581","3","-1","40004","50","-168","0","1","0","-1","800000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102141","0.7","0","333","128162","94002","60","0","0","2100758"
"659","118102","3","1","0","3","-100","0","91002","0","0.7","71450659","3","0","45","0","714506591","2","-1","40004","50","-168","0","1","0","-1","800000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102141","0.7","0","333","118222","94002","60","0","0","2100759"
"660","91002","4","1","0","200","-100","72450660","21951","0","0","71450660","2","0","45","1","714506601","2","-1","40004","50","-101","0","1","0","99","6","0.7","0.7","90","50","0","-301","bgm_M126","0","600","0.7","299","0","140000","102143","0.7","0","0","140001","31042","1","0","0","2100760"
"661","128312","3","1","0","3","-100","0","91002","0","0.7","71460661","3","0","46","0","714606611","2","-1","40004","50","-168","0","1","0","-1","840000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102141","0.7","0","333","118072","94002","60","0","0","2100761"
"662","118492","4","1","0","3","-100","0","91002","0","0.7","71460662","3","0","46","0","714606621","3","-1","40004","50","-168","0","1","0","-1","840000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102141","0.7","0","333","118192","94002","60","0","0","2100762"
"663","128282","2","1","0","3","-100","0","91002","0","0.7","71460663","3","0","46","0","714606631","2","-1","40004","50","-168","0","1","0","-1","840000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102141","0.7","0","333","128312","94002","60","0","0","2100763"
"664","118462","1","1","0","3","-100","0","91002","0","0.7","71460664","3","0","46","0","714606641","3","-1","40004","50","-168","0","1","0","-1","840000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102141","0.7","0","333","118492","94002","60","0","0","2100764"
"665","128372","3","1","0","3","-100","0","91002","0","0.7","71460665","3","0","46","0","714606651","2","-1","40004","50","-168","0","1","0","-1","840000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102141","0.7","0","333","128282","94002","60","0","0","2100765"
"666","118342","4","1","0","3","-100","0","91002","0","0.7","71460666","3","0","46","0","714606661","3","-1","40004","50","-168","0","1","0","-1","840000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102141","0.7","0","333","118462","94002","60","0","0","2100766"
"667","128132","2","1","0","3","-100","0","91002","0","0.7","71460667","3","0","46","0","714606671","2","-1","40004","50","-168","0","1","0","-1","840000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102141","0.7","0","333","128372","94002","60","0","0","2100767"
"668","118072","1","1","0","3","-100","0","91002","0","0.7","71460668","3","0","46","0","714606681","3","-1","40004","50","-168","0","1","0","-1","840000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102141","0.7","0","333","118342","94002","60","0","0","2100768"
"669","118192","3","1","0","3","-100","0","91002","0","0.7","71460669","3","0","46","0","714606691","2","-1","40004","50","-168","0","1","0","-1","840000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102141","0.7","0","333","128132","94002","60","0","0","2100769"
"670","91002","4","1","0","200","-100","72460670","21951","0","0","71460670","2","0","46","1","714606701","2","-1","40004","50","-101","0","1","0","99","6","0.7","0.7","90","50","0","-301","bgm_M126","0","600","0.7","299","0","140000","102143","0.7","0","0","140001","31045","1","0","0","2100770"
"671","118163","3","1","0","3","-100","0","91002","0","0.7","71470671","3","0","47","0","714706711","2","-1","40004","50","-168","0","1","0","-1","840000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","118193","94002","60","0","0","2100771"
"672","128073","4","1","0","3","-100","0","91002","0","0.7","71470672","3","0","47","0","714706721","3","-1","40004","50","-168","0","1","0","-1","840000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","118013","94002","60","0","0","2100772"
"673","118613","2","1","0","3","-100","0","91002","0","0.7","71470673","3","0","47","0","714706731","2","-1","40004","50","-168","0","1","0","-1","840000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","118163","94002","60","0","0","2100773"
"674","128133","1","1","0","3","-100","0","91002","0","0.7","71470674","3","0","47","0","714706741","3","-1","40004","50","-168","0","1","0","-1","840000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","128073","94002","60","0","0","2100774"
"675","118553","3","1","0","3","-100","0","91002","0","0.7","71470675","3","0","47","0","714706751","2","-1","40004","50","-168","0","1","0","-1","840000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","118613","94002","60","0","0","2100775"
"676","128043","4","1","0","3","-100","0","91002","0","0.7","71470676","3","0","47","0","714706761","3","-1","40004","50","-168","0","1","0","-1","840000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","128133","94002","60","0","0","2100776"
"677","118223","2","1","0","3","-100","0","91002","0","0.7","71470677","3","0","47","0","714706771","2","-1","40004","50","-168","0","1","0","-1","840000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","118553","94002","60","0","0","2100777"
"678","118193","1","1","0","3","-100","0","91002","0","0.7","71470678","3","0","47","0","714706781","3","-1","40004","50","-168","0","1","0","-1","840000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","128043","94002","60","0","0","2100778"
"679","118013","3","1","0","3","-100","0","91002","0","0.7","71470679","3","0","47","0","714706791","2","-1","40004","50","-168","0","1","0","-1","840000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","118223","94002","60","0","0","2100779"
"680","91002","4","1","0","200","-100","72470680","21951","0","0","71470680","2","0","47","1","714706801","2","-1","40004","50","-101","0","1","0","99","6","0.7","0.7","90","50","0","-301","bgm_M126","0","600","0.7","299","0","140000","102513","0.9","0","0","140001","31029","1","0","0","2100780"
"681","128134","3","1","0","3","-100","0","91002","0","0.7","71480681","3","0","48","0","714806811","2","-1","40004","50","-168","0","1","0","-1","880000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","118104","94002","60","0","0","2100781"
"682","128044","4","1","0","3","-100","0","91002","0","0.7","71480682","3","0","48","0","714806821","3","-1","40004","50","-168","0","1","0","-1","880000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","118254","94002","60","0","0","2100782"
"683","128194","2","1","0","3","-100","0","91002","0","0.7","71480683","3","0","48","0","714806831","2","-1","40004","50","-168","0","1","0","-1","880000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","128134","94002","60","0","0","2100783"
"684","118224","1","1","0","3","-100","0","91002","0","0.7","71480684","3","0","48","0","714806841","3","-1","40004","50","-168","0","1","0","-1","880000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","128044","94002","60","0","0","2100784"
"685","118014","3","1","0","3","-100","0","91002","0","0.7","71480685","3","0","48","0","714806851","2","-1","40004","50","-168","0","1","0","-1","880000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","128194","94002","60","0","0","2100785"
"686","118074","4","1","0","3","-100","0","91002","0","0.7","71480686","3","0","48","0","714806861","3","-1","40004","50","-168","0","1","0","-1","880000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","118224","94002","60","0","0","2100786"
"687","118164","2","1","0","3","-100","0","91002","0","0.7","71480687","3","0","48","0","714806871","2","-1","40004","50","-168","0","1","0","-1","880000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","118014","94002","60","0","0","2100787"
"688","118104","1","1","0","3","-100","0","91002","0","0.7","71480688","3","0","48","0","714806881","3","-1","40004","50","-168","0","1","0","-1","880000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","118074","94002","60","0","0","2100788"
"689","118254","3","1","0","3","-100","0","91002","0","0.7","71480689","3","0","48","0","714806891","2","-1","40004","50","-168","0","1","0","-1","880000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","118164","94002","60","0","0","2100789"
"690","91002","4","1","0","200","-100","72480690","21951","0","0","71480690","2","0","48","1","714806901","2","-1","40004","50","-101","0","1","0","99","6","0.7","0.7","90","50","0","-301","bgm_M126","0","600","0.7","299","0","140000","102513","0.9","0","0","140001","31056","1","0","0","2100790"
"691","129191","3","1","0","3","-100","0","91002","0","0.7","71490691","3","0","49","0","714906911","2","-1","40004","50","-168","0","1","0","-1","880000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101511","0.7","0","333","119251","94002","60","0","0","2100791"
"692","129131","4","1","0","3","-100","0","91002","0","0.7","71490692","3","0","49","0","714906921","3","-1","40004","50","-168","0","1","0","-1","880000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101511","0.7","0","333","119101","94002","60","0","0","2100792"
"693","129041","2","1","0","3","-100","0","91002","0","0.7","71490693","3","0","49","0","714906931","2","-1","40004","50","-168","0","1","0","-1","880000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101511","0.7","0","333","129191","94002","60","0","0","2100793"
"694","119221","1","1","0","3","-100","0","91002","0","0.7","71490694","3","0","49","0","714906941","3","-1","40004","50","-168","0","1","0","-1","880000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101511","0.7","0","333","129131","94002","60","0","0","2100794"
"695","119071","3","1","0","3","-100","0","91002","0","0.7","71490695","3","0","49","0","714906951","2","-1","40004","50","-168","0","1","0","-1","880000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101511","0.7","0","333","129041","94002","60","0","0","2100795"
"696","119011","4","1","0","3","-100","0","91002","0","0.7","71490696","3","0","49","0","714906961","3","-1","40004","50","-168","0","1","0","-1","880000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101511","0.7","0","333","119221","94002","60","0","0","2100796"
"697","119161","2","1","0","3","-100","0","91002","0","0.7","71490697","3","0","49","0","714906971","2","-1","40004","50","-168","0","1","0","-1","880000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101511","0.7","0","333","119071","94002","60","0","0","2100797"
"698","119251","1","1","0","3","-100","0","91002","0","0.7","71490698","3","0","49","0","714906981","3","-1","40004","50","-168","0","1","0","-1","880000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101511","0.7","0","333","119011","94002","60","0","0","2100798"
"699","119101","3","1","0","3","-100","0","91002","0","0.7","71490699","3","0","49","0","714906991","2","-1","40004","50","-168","0","1","0","-1","880000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101511","0.7","0","333","119161","94002","60","0","0","2100799"
"700","91002","4","1","0","200","-100","72490700","21951","0","0","71490700","2","0","49","1","714907001","2","-1","40004","50","-101","0","1","0","99","6","0.7","0.7","90","50","0","-301","bgm_M126","0","600","0.7","299","0","140000","101513","0.9","0","0","140001","31037","1","0","0","2100800"
"701","90005","3","1","0","5","-100","0","91002","0","0.7","71500701","3","0","50","0","715007011","5","-1","40004","50","-168","0","1","0","-1","920000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101511","0.7","0","333","129042","94002","10","0","0","2100801"
"702","90005","4","1","0","5","-100","0","91002","0","0.7","71500702","3","0","50","0","715007021","5","-1","40004","50","-168","0","1","0","-1","920000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101511","0.7","0","333","129162","94002","20","0","0","2100802"
"703","90005","2","1","0","5","-100","0","91002","0","0.7","71500703","3","0","50","0","715007031","5","-1","40004","50","-168","0","1","0","-1","920000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101511","0.7","0","333","119072","94002","30","0","0","2100803"
"704","90005","1","1","0","5","-100","0","91002","0","0.7","71500704","3","0","50","0","715007041","10","-1","40004","50","-168","0","1","0","-1","920000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101511","0.7","0","333","129132","94002","40","0","0","2100804"
"705","90005","3","1","0","5","-100","0","91002","0","0.7","71500705","3","0","50","0","715007051","10","-1","40004","50","-168","0","1","0","-1","920000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101511","0.7","0","333","119192","94002","50","0","0","2100805"
"706","90005","4","1","0","10","-100","0","91002","0","0.7","71500706","3","0","50","0","715007061","10","-1","40004","50","-168","0","1","0","-1","920000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101511","0.7","0","333","119012","94002","60","0","0","2100806"
"707","90005","2","1","0","10","-100","0","91002","0","0.7","71500707","3","0","50","0","715007071","15","-1","40004","50","-168","0","1","0","-1","920000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101511","0.7","0","333","119222","94002","70","0","0","2100807"
"708","90005","1","1","0","10","-100","0","91002","0","0.7","71500708","3","0","50","0","715007081","15","-1","40004","50","-168","0","1","0","-1","920000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101511","0.7","0","333","119252","94002","80","0","0","2100808"
"709","90005","3","1","0","10","-100","0","91002","0","0.7","71500709","3","0","50","0","715007091","15","-1","40004","50","-168","0","1","0","-1","920000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101511","0.7","0","333","119102","94002","90","0","0","2100809"
"710","140001","4","1","0","30","-100","72500710","21951","0","0","71500710","10","0","50","1","715007101","100","-1","40004","50","-101","0","1","0","99","6","0.7","0.7","90","50","0","-301","bgm_M126","0","600","0.7","299","0","91002","101513","0.9","0","0","90005","31011","1","0","0","2100810"
"711","90005","3","1","0","5","-100","0","91002","0","0.7","71510711","3","0","51","0","715107111","5","-1","40004","50","-168","0","1","0","-1","920000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102641","0.7","0","333","129043","94002","10","0","0","2100811"
"712","90005","4","1","0","5","-100","0","91002","0","0.7","71510712","3","0","51","0","715107121","5","-1","40004","50","-168","0","1","0","-1","920000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102641","0.7","0","333","129133","94002","20","0","0","2100812"
"713","90005","2","1","0","5","-100","0","91002","0","0.7","71510713","3","0","51","0","715107131","5","-1","40004","50","-168","0","1","0","-1","920000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102641","0.7","0","333","129193","94002","30","0","0","2100813"
"714","90005","1","1","0","5","-100","0","91002","0","0.7","71510714","3","0","51","0","715107141","10","-1","40004","50","-168","0","1","0","-1","920000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102641","0.7","0","333","119013","94002","40","0","0","2100814"
"715","90005","3","1","0","5","-100","0","91002","0","0.7","71510715","3","0","51","0","715107151","10","-1","40004","50","-168","0","1","0","-1","920000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102641","0.7","0","333","119073","94002","50","0","0","2100815"
"716","90005","4","1","0","10","-100","0","91002","0","0.7","71510716","3","0","51","0","715107161","10","-1","40004","50","-168","0","1","0","-1","920000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102641","0.7","0","333","119163","94002","60","0","0","2100816"
"717","90005","2","1","0","10","-100","0","91002","0","0.7","71510717","3","0","51","0","715107171","15","-1","40004","50","-168","0","1","0","-1","920000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102641","0.7","0","333","119223","94002","70","0","0","2100817"
"718","90005","1","1","0","10","-100","0","91002","0","0.7","71510718","3","0","51","0","715107181","15","-1","40004","50","-168","0","1","0","-1","920000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102641","0.7","0","333","119253","94002","80","0","0","2100818"
"719","90005","3","1","0","10","-100","0","91002","0","0.7","71510719","3","0","51","0","715107191","15","-1","40004","50","-168","0","1","0","-1","920000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102641","0.7","0","333","119103","94002","90","0","0","2100819"
"720","140001","4","1","0","30","-100","72510720","21951","0","0","71510720","10","0","51","1","715107201","100","-1","40004","50","-101","0","1","0","99","6","0.7","0.7","90","50","0","-301","bgm_M126","0","600","0.7","299","0","91002","102643","0.9","0","0","90005","31046","1","0","0","2100820"
