bdd1820e070fd13f8084de55b84975c37bb5ecad0cacec3a16d1bba917b4d7b7,a504aafeab1ec430176f83ea306a5698b96573659843aaf30701d3cfdfd2b881,6ef64400d4457a3abac862602507dd283f41d390ea2b337cfd61392ec1cc015c,f7f5a153f9fb82bd0e6240601018255b727e619c1bc791211c2b2047c30faa6c,b46d94a2301883cd8637adb8e5b2b66963e7312643042d5c5f9ba4b39d880b6a,05a57afeb435ba344486158e508dde0b5b709cb32df46746d40ecb4fd55d1c64
"到下一波","vo_btl_105101_nextwave","105101","vo_btl_105101","","10510117"
"到最後一波","vo_btl_105101_lastwave","105101","vo_btl_105101","","10510118"
"讀取戰鬥前","vo_cmn_105101_battlestart_001","105101","vo_cmn_105101","","10510119"
"戰鬥結果1","vo_cmn_105101_battleresult_001","105101","vo_cmn_105101","","10510120"
"戰鬥結果2","vo_cmn_105101_battleresult_002","105101","vo_cmn_105101","","10510121"
"主頁1","vo_cmn_105101_mypage_001","105101","vo_cmn_105101","","10510122"
"主頁2","vo_cmn_105101_mypage_002","105101","vo_cmn_105101","","10510123"
"主頁3","vo_cmn_105101_mypage_003","105101","vo_cmn_105101","","10510124"
"主頁4","vo_cmn_105101_mypage_004","105101","vo_cmn_105101","","10510125"
"主頁5","vo_cmn_105101_mypage_005","105101","vo_cmn_105101","","10510126"
"轉蛋登場台詞","vo_cmn_105101_gacha_001","105101","vo_cmn_105101","","10510127"
"自我介紹","vo_cmn_105101_profile_001","105101","vo_cmn_105101","","10510128"
"公會小屋1","vo_room_105101_auto_001","105101","vo_room_105101","","10510129"
"公會小屋2","vo_room_105101_auto_002","105101","vo_room_105101","","10510130"
"公會小屋3","vo_room_105101_auto_003","105101","vo_room_105101","","10510131"
"公會小屋4","vo_room_105101_auto_004","105101","vo_room_105101","","10510132"
"公會小屋5","vo_room_105101_auto_005","105101","vo_room_105101","","10510133"
"點選公會小屋1","vo_room_105101_tap_001","105101","vo_room_105101","","10510134"
"點選公會小屋2","vo_room_105101_tap_002","105101","vo_room_105101","","10510135"
"點選公會小屋3","vo_room_105101_tap_003","105101","vo_room_105101","","10510136"
"點選公會小屋4","vo_room_105101_tap_004","105101","vo_room_105101","","10510137"
"勝利1","vo_btl_105102_win_001","105102","vo_btl_105102","","10510201"
"勝利2","vo_btl_105102_win_002","105102","vo_btl_105102","","10510202"
"勝利3","vo_btl_105102_win_003","105102","vo_btl_105102","","10510203"
"失敗1","vo_btl_105102_lose_001","105102","vo_btl_105102","","10510204"
"失敗2","vo_btl_105102_lose_002","105102","vo_btl_105102","","10510205"
"失敗3","vo_btl_105102_lose_003","105102","vo_btl_105102","","10510206"
"暈眩1","vo_btl_105102_retire_001","105102","vo_btl_105102","","10510207"
"暈眩2","vo_btl_105102_retire_002","105102","vo_btl_105102","","10510208"
"暈眩3","vo_btl_105102_retire_003","105102","vo_btl_105102","","10510209"
"技能切入1","vo_btl_105102_cutin_001","105102","vo_btl_105102","","10510210"
"技能切入2","vo_btl_105102_cutin_002","105102","vo_btl_105102","","10510211"
"技能切入3","vo_btl_105102_cutin_003","105102","vo_btl_105102","","10510212"
"必殺技1","vo_btl_105102_skill_000_001","105102","vo_btl_105102","","10510213"
"必殺技2","vo_btl_105102_skill_000_002","105102","vo_btl_105102","","10510214"
"必殺技3","vo_btl_105102_skill_000_003","105102","vo_btl_105102","","10510215"
"戰鬥開始","vo_btl_105102_wavestart","105102","vo_btl_105102","","10510216"
"到下一波","vo_btl_105102_nextwave","105102","vo_btl_105102","","10510217"
"到最後一波","vo_btl_105102_lastwave","105102","vo_btl_105102","","10510218"
"讀取戰鬥前","vo_cmn_105102_battlestart_001","105102","vo_cmn_105102","","10510219"
"戰鬥結果1","vo_cmn_105102_battleresult_001","105102","vo_cmn_105102","","10510220"
"戰鬥結果2","vo_cmn_105102_battleresult_002","105102","vo_cmn_105102","","10510221"
"主頁1","vo_cmn_105102_mypage_001","105102","vo_cmn_105102","","10510222"
"主頁2","vo_cmn_105102_mypage_002","105102","vo_cmn_105102","","10510223"
"主頁3","vo_cmn_105102_mypage_003","105102","vo_cmn_105102","","10510224"
"主頁4","vo_cmn_105102_mypage_004","105102","vo_cmn_105102","","10510225"
"主頁5","vo_cmn_105102_mypage_005","105102","vo_cmn_105102","","10510226"
"轉蛋登場台詞","vo_cmn_105102_gacha_001","105102","vo_cmn_105102","","10510227"
"自我介紹","vo_cmn_105102_profile_001","105102","vo_cmn_105102","","10510228"
"公會小屋1","vo_room_105102_auto_001","105102","vo_room_105102","","10510229"
"公會小屋2","vo_room_105102_auto_002","105102","vo_room_105102","","10510230"
"公會小屋3","vo_room_105102_auto_003","105102","vo_room_105102","","10510231"
"公會小屋4","vo_room_105102_auto_004","105102","vo_room_105102","","10510232"
"公會小屋5","vo_room_105102_auto_005","105102","vo_room_105102","","10510233"
"點選公會小屋1","vo_room_105102_tap_001","105102","vo_room_105102","","10510234"
"點選公會小屋2","vo_room_105102_tap_002","105102","vo_room_105102","","10510235"
"點選公會小屋3","vo_room_105102_tap_003","105102","vo_room_105102","","10510236"
"點選公會小屋4","vo_room_105102_tap_004","105102","vo_room_105102","","10510237"
"勝利1","vo_btl_105201_win_001","105201","vo_btl_105201","","10520101"
"勝利2","vo_btl_105201_win_002","105201","vo_btl_105201","","10520102"
"勝利3","vo_btl_105201_win_003","105201","vo_btl_105201","","10520103"
"失敗1","vo_btl_105201_lose_001","105201","vo_btl_105201","","10520104"
"失敗2","vo_btl_105201_lose_002","105201","vo_btl_105201","","10520105"
"失敗3","vo_btl_105201_lose_003","105201","vo_btl_105201","","10520106"
"暈眩1","vo_btl_105201_retire_001","105201","vo_btl_105201","","10520107"
"暈眩2","vo_btl_105201_retire_002","105201","vo_btl_105201","","10520108"
"暈眩3","vo_btl_105201_retire_003","105201","vo_btl_105201","","10520109"
"技能切入1","vo_btl_105201_cutin_001","105201","vo_btl_105201","","10520110"
"技能切入2","vo_btl_105201_cutin_002","105201","vo_btl_105201","","10520111"
"技能切入3","vo_btl_105201_cutin_003","105201","vo_btl_105201","","10520112"
"必殺技1","vo_btl_105201_skill_000_001","105201","vo_btl_105201","","10520113"
"必殺技2","vo_btl_105201_skill_000_002","105201","vo_btl_105201","","10520114"
"必殺技3","vo_btl_105201_skill_000_003","105201","vo_btl_105201","","10520115"
"戰鬥開始","vo_btl_105201_wavestart","105201","vo_btl_105201","","10520116"
"到下一波","vo_btl_105201_nextwave","105201","vo_btl_105201","","10520117"
"到最後一波","vo_btl_105201_lastwave","105201","vo_btl_105201","","10520118"
"讀取戰鬥前","vo_cmn_105201_battlestart_001","105201","vo_cmn_105201","","10520119"
"戰鬥結果1","vo_cmn_105201_battleresult_001","105201","vo_cmn_105201","","10520120"
"戰鬥結果2","vo_cmn_105201_battleresult_002","105201","vo_cmn_105201","","10520121"
"主頁1","vo_cmn_105201_mypage_001","105201","vo_cmn_105201","","10520122"
"主頁2","vo_cmn_105201_mypage_002","105201","vo_cmn_105201","","10520123"
"主頁3","vo_cmn_105201_mypage_003","105201","vo_cmn_105201","","10520124"
"主頁4","vo_cmn_105201_mypage_004","105201","vo_cmn_105201","","10520125"
"主頁5","vo_cmn_105201_mypage_005","105201","vo_cmn_105201","","10520126"
"轉蛋登場台詞","vo_cmn_105201_gacha_001","105201","vo_cmn_105201","","10520127"
"自我介紹","vo_cmn_105201_profile_001","105201","vo_cmn_105201","","10520128"
"公會小屋1","vo_room_105201_auto_001","105201","vo_room_105201","","10520129"
"公會小屋2","vo_room_105201_auto_002","105201","vo_room_105201","","10520130"
"公會小屋3","vo_room_105201_auto_003","105201","vo_room_105201","","10520131"
"公會小屋4","vo_room_105201_auto_004","105201","vo_room_105201","","10520132"
"公會小屋5","vo_room_105201_auto_005","105201","vo_room_105201","","10520133"
"點選公會小屋1","vo_room_105201_tap_001","105201","vo_room_105201","","10520134"
"點選公會小屋2","vo_room_105201_tap_002","105201","vo_room_105201","","10520135"
"點選公會小屋3","vo_room_105201_tap_003","105201","vo_room_105201","","10520136"
"點選公會小屋4","vo_room_105201_tap_004","105201","vo_room_105201","","10520137"
"勝利1","vo_btl_105202_win_001","105202","vo_btl_105202","","10520201"
"勝利2","vo_btl_105202_win_002","105202","vo_btl_105202","","10520202"
"勝利3","vo_btl_105202_win_003","105202","vo_btl_105202","","10520203"
"失敗1","vo_btl_105202_lose_001","105202","vo_btl_105202","","10520204"
"失敗2","vo_btl_105202_lose_002","105202","vo_btl_105202","","10520205"
"失敗3","vo_btl_105202_lose_003","105202","vo_btl_105202","","10520206"
"暈眩1","vo_btl_105202_retire_001","105202","vo_btl_105202","","10520207"
"暈眩2","vo_btl_105202_retire_002","105202","vo_btl_105202","","10520208"
"暈眩3","vo_btl_105202_retire_003","105202","vo_btl_105202","","10520209"
"技能切入1","vo_btl_105202_cutin_001","105202","vo_btl_105202","","10520210"
"技能切入2","vo_btl_105202_cutin_002","105202","vo_btl_105202","","10520211"
"技能切入3","vo_btl_105202_cutin_003","105202","vo_btl_105202","","10520212"
"必殺技1","vo_btl_105202_skill_000_001","105202","vo_btl_105202","","10520213"
"必殺技2","vo_btl_105202_skill_000_002","105202","vo_btl_105202","","10520214"
"必殺技3","vo_btl_105202_skill_000_003","105202","vo_btl_105202","","10520215"
"戰鬥開始","vo_btl_105202_wavestart","105202","vo_btl_105202","","10520216"
"到下一波","vo_btl_105202_nextwave","105202","vo_btl_105202","","10520217"
"到最後一波","vo_btl_105202_lastwave","105202","vo_btl_105202","","10520218"
"讀取戰鬥前","vo_cmn_105202_battlestart_001","105202","vo_cmn_105202","","10520219"
"戰鬥結果1","vo_cmn_105202_battleresult_001","105202","vo_cmn_105202","","10520220"
"戰鬥結果2","vo_cmn_105202_battleresult_002","105202","vo_cmn_105202","","10520221"
"主頁1","vo_cmn_105202_mypage_001","105202","vo_cmn_105202","","10520222"
"主頁2","vo_cmn_105202_mypage_002","105202","vo_cmn_105202","","10520223"
"主頁3","vo_cmn_105202_mypage_003","105202","vo_cmn_105202","","10520224"
"主頁4","vo_cmn_105202_mypage_004","105202","vo_cmn_105202","","10520225"
"主頁5","vo_cmn_105202_mypage_005","105202","vo_cmn_105202","","10520226"
"轉蛋登場台詞","vo_cmn_105202_gacha_001","105202","vo_cmn_105202","","10520227"
"自我介紹","vo_cmn_105202_profile_001","105202","vo_cmn_105202","","10520228"
"公會小屋1","vo_room_105202_auto_001","105202","vo_room_105202","","10520229"
"公會小屋2","vo_room_105202_auto_002","105202","vo_room_105202","","10520230"
"公會小屋3","vo_room_105202_auto_003","105202","vo_room_105202","","10520231"
"公會小屋4","vo_room_105202_auto_004","105202","vo_room_105202","","10520232"
"公會小屋5","vo_room_105202_auto_005","105202","vo_room_105202","","10520233"
"點選公會小屋1","vo_room_105202_tap_001","105202","vo_room_105202","","10520234"
"點選公會小屋2","vo_room_105202_tap_002","105202","vo_room_105202","","10520235"
"點選公會小屋3","vo_room_105202_tap_003","105202","vo_room_105202","","10520236"
"點選公會小屋4","vo_room_105202_tap_004","105202","vo_room_105202","","10520237"
"勝利1","vo_btl_105301_win_001","105301","vo_btl_105301","","10530101"
"勝利2","vo_btl_105301_win_002","105301","vo_btl_105301","","10530102"
"勝利3","vo_btl_105301_win_003","105301","vo_btl_105301","","10530103"
"失敗1","vo_btl_105301_lose_001","105301","vo_btl_105301","","10530104"
"失敗2","vo_btl_105301_lose_002","105301","vo_btl_105301","","10530105"
"失敗3","vo_btl_105301_lose_003","105301","vo_btl_105301","","10530106"
"暈眩1","vo_btl_105301_retire_001","105301","vo_btl_105301","","10530107"
"暈眩2","vo_btl_105301_retire_002","105301","vo_btl_105301","","10530108"
"暈眩3","vo_btl_105301_retire_003","105301","vo_btl_105301","","10530109"
"技能切入1","vo_btl_105301_cutin_001","105301","vo_btl_105301","","10530110"
"技能切入2","vo_btl_105301_cutin_002","105301","vo_btl_105301","","10530111"
"技能切入3","vo_btl_105301_cutin_003","105301","vo_btl_105301","","10530112"
"必殺技1","vo_btl_105301_skill_000_001","105301","vo_btl_105301","","10530113"
"必殺技2","vo_btl_105301_skill_000_002","105301","vo_btl_105301","","10530114"
"必殺技3","vo_btl_105301_skill_000_003","105301","vo_btl_105301","","10530115"
"戰鬥開始","vo_btl_105301_wavestart","105301","vo_btl_105301","","10530116"
"到下一波","vo_btl_105301_nextwave","105301","vo_btl_105301","","10530117"
"到最後一波","vo_btl_105301_lastwave","105301","vo_btl_105301","","10530118"
"讀取戰鬥前","vo_cmn_105301_battlestart_001","105301","vo_cmn_105301","","10530119"
"戰鬥結果1","vo_cmn_105301_battleresult_001","105301","vo_cmn_105301","","10530120"
"戰鬥結果2","vo_cmn_105301_battleresult_002","105301","vo_cmn_105301","","10530121"
"主頁1","vo_cmn_105301_mypage_001","105301","vo_cmn_105301","","10530122"
"主頁2","vo_cmn_105301_mypage_002","105301","vo_cmn_105301","","10530123"
"主頁3","vo_cmn_105301_mypage_003","105301","vo_cmn_105301","","10530124"
"主頁4","vo_cmn_105301_mypage_004","105301","vo_cmn_105301","","10530125"
"主頁5","vo_cmn_105301_mypage_005","105301","vo_cmn_105301","","10530126"
"轉蛋登場台詞","vo_cmn_105301_gacha_001","105301","vo_cmn_105301","","10530127"
"自我介紹","vo_cmn_105301_profile_001","105301","vo_cmn_105301","","10530128"
"公會小屋1","vo_room_105301_auto_001","105301","vo_room_105301","","10530129"
"公會小屋2","vo_room_105301_auto_002","105301","vo_room_105301","","10530130"
"公會小屋3","vo_room_105301_auto_003","105301","vo_room_105301","","10530131"
"公會小屋4","vo_room_105301_auto_004","105301","vo_room_105301","","10530132"
"公會小屋5","vo_room_105301_auto_005","105301","vo_room_105301","","10530133"
"點選公會小屋1","vo_room_105301_tap_001","105301","vo_room_105301","","10530134"
"點選公會小屋2","vo_room_105301_tap_002","105301","vo_room_105301","","10530135"
"點選公會小屋3","vo_room_105301_tap_003","105301","vo_room_105301","","10530136"
"點選公會小屋4","vo_room_105301_tap_004","105301","vo_room_105301","","10530137"
"勝利1","vo_btl_105302_win_001","105302","vo_btl_105302","","10530201"
"勝利2","vo_btl_105302_win_002","105302","vo_btl_105302","","10530202"
"勝利3","vo_btl_105302_win_003","105302","vo_btl_105302","","10530203"
"失敗1","vo_btl_105302_lose_001","105302","vo_btl_105302","","10530204"
"失敗2","vo_btl_105302_lose_002","105302","vo_btl_105302","","10530205"
"失敗3","vo_btl_105302_lose_003","105302","vo_btl_105302","","10530206"
"暈眩1","vo_btl_105302_retire_001","105302","vo_btl_105302","","10530207"
"暈眩2","vo_btl_105302_retire_002","105302","vo_btl_105302","","10530208"
"暈眩3","vo_btl_105302_retire_003","105302","vo_btl_105302","","10530209"
"技能切入1","vo_btl_105302_cutin_001","105302","vo_btl_105302","","10530210"
"技能切入2","vo_btl_105302_cutin_002","105302","vo_btl_105302","","10530211"
"技能切入3","vo_btl_105302_cutin_003","105302","vo_btl_105302","","10530212"
"必殺技1","vo_btl_105302_skill_000_001","105302","vo_btl_105302","","10530213"
"必殺技2","vo_btl_105302_skill_000_002","105302","vo_btl_105302","","10530214"
"必殺技3","vo_btl_105302_skill_000_003","105302","vo_btl_105302","","10530215"
"戰鬥開始","vo_btl_105302_wavestart","105302","vo_btl_105302","","10530216"
"到下一波","vo_btl_105302_nextwave","105302","vo_btl_105302","","10530217"
"到最後一波","vo_btl_105302_lastwave","105302","vo_btl_105302","","10530218"
"讀取戰鬥前","vo_cmn_105302_battlestart_001","105302","vo_cmn_105302","","10530219"
"戰鬥結果1","vo_cmn_105302_battleresult_001","105302","vo_cmn_105302","","10530220"
"戰鬥結果2","vo_cmn_105302_battleresult_002","105302","vo_cmn_105302","","10530221"
"主頁1","vo_cmn_105302_mypage_001","105302","vo_cmn_105302","","10530222"
"主頁2","vo_cmn_105302_mypage_002","105302","vo_cmn_105302","","10530223"
"主頁3","vo_cmn_105302_mypage_003","105302","vo_cmn_105302","","10530224"
"主頁4","vo_cmn_105302_mypage_004","105302","vo_cmn_105302","","10530225"
"主頁5","vo_cmn_105302_mypage_005","105302","vo_cmn_105302","","10530226"
"轉蛋登場台詞","vo_cmn_105302_gacha_001","105302","vo_cmn_105302","","10530227"
"自我介紹","vo_cmn_105302_profile_001","105302","vo_cmn_105302","","10530228"
"公會小屋1","vo_room_105302_auto_001","105302","vo_room_105302","","10530229"
"公會小屋2","vo_room_105302_auto_002","105302","vo_room_105302","","10530230"
"公會小屋3","vo_room_105302_auto_003","105302","vo_room_105302","","10530231"
"公會小屋4","vo_room_105302_auto_004","105302","vo_room_105302","","10530232"
"公會小屋5","vo_room_105302_auto_005","105302","vo_room_105302","","10530233"
"點選公會小屋1","vo_room_105302_tap_001","105302","vo_room_105302","","10530234"
"點選公會小屋2","vo_room_105302_tap_002","105302","vo_room_105302","","10530235"
"點選公會小屋3","vo_room_105302_tap_003","105302","vo_room_105302","","10530236"
"點選公會小屋4","vo_room_105302_tap_004","105302","vo_room_105302","","10530237"
"勝利1","vo_btl_105701_win_001","105701","vo_btl_105701","","10570101"
"勝利2","vo_btl_105701_win_002","105701","vo_btl_105701","","10570102"
"勝利3","vo_btl_105701_win_003","105701","vo_btl_105701","","10570103"
"失敗1","vo_btl_105701_lose_001","105701","vo_btl_105701","","10570104"
"失敗2","vo_btl_105701_lose_002","105701","vo_btl_105701","","10570105"
"失敗3","vo_btl_105701_lose_003","105701","vo_btl_105701","","10570106"
"暈眩1","vo_btl_105701_retire_001","105701","vo_btl_105701","","10570107"
"暈眩2","vo_btl_105701_retire_002","105701","vo_btl_105701","","10570108"
"暈眩3","vo_btl_105701_retire_003","105701","vo_btl_105701","","10570109"
"技能切入1","vo_btl_105701_cutin_001","105701","vo_btl_105701","","10570110"
"技能切入2","vo_btl_105701_cutin_002","105701","vo_btl_105701","","10570111"
"技能切入3","vo_btl_105701_cutin_003","105701","vo_btl_105701","","10570112"
"必殺技1","vo_btl_105701_skill_000_001","105701","vo_btl_105701","","10570113"
