bee5355d1dc8b88af2b6ee900afc647f7f4bd58c6e5a8c2852c58c8660d4c3a1,fcf7429fbe169df2288b689369aaec40798360821dcb90e1677068eba0fed738,0da18068376a7793132b26533bea32178367a0d8f15cd2e4ee35085c305a261e,a3f1881e4ef52fc781b1bfb5ca60d346dd5a05d1436685dd2954e0080812b2f9,ffd47698d991fa1c2252c94c1c364993709b7abe242b18b28f2093774939218c
"16","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001019","500101901"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001019","500101902"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001019","500101903"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001019","500101904"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001019","500101905"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001019","500101906"
"16","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001020","500102001"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001020","500102002"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001020","500102003"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001020","500102004"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001020","500102005"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001020","500102006"
"boss_tp_down_cut","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少TP下降","85001020","500102007"
"max_hp_down","戰鬥開始時，讓全體角色最大 HP 減少 30％。","減少最大HP","85001020","500102008"
"16","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001021","500102101"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001021","500102102"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001021","500102103"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001021","500102104"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001021","500102105"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001021","500102106"
"16","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001022","500102201"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001022","500102202"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001022","500102203"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001022","500102204"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001022","500102205"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001022","500102206"
"16","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001023","500102301"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001023","500102302"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001023","500102303"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001023","500102304"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001023","500102305"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001023","500102306"
"16","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001024","500102401"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001024","500102402"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001024","500102403"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001024","500102404"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001024","500102405"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001024","500102406"
"16","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001025","500102501"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001025","500102502"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001025","500102503"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001025","500102504"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001025","500102505"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001025","500102506"
"16","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001026","500102601"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001026","500102602"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001026","500102603"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001026","500102604"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001026","500102605"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001026","500102606"
"16","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001027","500102701"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001027","500102702"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001027","500102703"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001027","500102704"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001027","500102705"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001027","500102706"
"16","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001028","500102801"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001028","500102802"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001028","500102803"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001028","500102804"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001028","500102805"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001028","500102806"
"16","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001029","500102901"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001029","500102902"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001029","500102903"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001029","500102904"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001029","500102905"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001029","500102906"
"16","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001030","500103001"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001030","500103002"
