524e01c0e9322d8eb0ef1939444b44a481dd83b914210b5305f1ec7c1cb23e25,1967e68961505659085f6a7fa6d74b8c1ff8c5a711ddc1d7fae0ff9a5df80061,4a45bdb32674ccc458665a09d8c367ee2069e96af5128764621244bf6be85a6a,2ddfb6996797641c4839d6f72c709c08a94ee6275f4343a0ffb9ed2accc1e67b,bb8e29bcf995abc03d0a349f32e58d1c5935aedab0a418da63fd03cc3f09e14b,79d235ee1e1ce8182390fdc04e80fa2aa86848a863ab60010d3c05c3abeb23d1,7ab33f896a02c766bcddeb26bb21a03e3fa00595392346d40d9fb3f911a4cebd,3b087c96c5f0ab408ae6388c74b336188abba8322046c260bc82bc8d015c3027,3b38cd07646c3eb018cc49d08027eabf26b9a6dff65789c50ce6f00b41cc213c,21713c6933e32c5580c1aa93aff95db807784f78c6719e83c29a115bc682bec9,3739afe5ae943164534c82471c2790bbe9913b4505ad590697c0f83a0529b95b
"se_10035700","0","","38311","","","","","23","se_10035700_brush","38311010"
"103811","","","38311","","","","","13","300","38311011"
"1","","","38311","","","","","131","","38311012"
"103811","0","","38312","1","0.2","","wac_talk_sad_loop","3","wac_talk_sad_in","38312001"
"111","1","","38312","","0.2","","","3","wac_no_items","38312002"
"103811","-340","","38312","","","","0","2","200","38312003"
"111","-340","","38312","","","","0","2","200","38312004"
"43","","","38312","","","","","32","0","38312005"
"44","","","38312","","","","","32","1","38312006"
"11","","","38312","","","","","32","0","38312007"
"vo_wac_230304","0","","38312","","","","0","21","vo_wac_230304_000","38312008"
"103811","10","0.5","38312","1","0","0","1","11","完成了……咳、咳……！\n抱歉……因為有灰塵\n所以有點嗆到……","38312009"
"0","","","38312","","","","","91","","38312010"
"103811","0","","38312","1","0.2","","wac_talk_wish_loop","3","wac_talk_wish_in","38312011"
"vo_wac_230304","0","","38312","","","","0","21","vo_wac_230304_001","38312012"
"103811","10","0.5","38312","1","0","0","1","11","……謝謝你\n幫我拍我的背……\n多虧你的幫忙，現在感覺好多了。\n你總是這麼溫柔呢……♪","38312013"
"0","","","38312","","","","","91","","38312014"
"0","","","38312","","","","","22","0","38312015"
"103811","1","","38313","","0.2","","","3","wac_idle_wish","38313001"
"111","1","","38313","","0.2","","","3","wac_no_items","38313002"
"103811","-340","","38313","","","","0","2","200","38313003"
"111","-340","","38313","","","","0","2","200","38313004"
"43","","","38313","","","","","32","0","38313005"
"44","","","38313","","","","","32","1","38313006"
"11","","","38313","","","","","32","0","38313007"
"0","","","38313","","","","","91","","38313008"
"1","202","wac_default_01","38411","-213","2","0","-108","1","102611","38411001"
"1","201","wac_default_03","38411","-213","2","0","-108","5","111","38411002"
"43","0","","38411","1","1","","0","31","43","38411003"
"44","0","","38411","1","0","","0","31","44","38411004"
"11","0","","38411","1","0","","0","31","11","38411005"
"102611","0","","38411","0","0.2","","","3","wac_paint_01","38411006"
"111","0","","38411","0","0.2","","","3","wac_paint_03","38411007"
"0","","","38411","","","","","93","0","38411008"
"11","","","38411","","","","","32","1","38411009"
"se_10035700","0","","38411","","","","","23","se_10035700_brush","38411010"
"102611","","","38411","","","","","13","300","38411011"
"1","","","38411","","","","","131","","38411012"
"102611","0","","38412","1","0.2","","wac_talk_smile_loop","3","wac_talk_smile_in","38412001"
"111","1","","38412","","0.2","","","3","wac_no_items","38412002"
"102611","-340","","38412","","","","0","2","200","38412003"
"111","-340","","38412","","","","0","2","200","38412004"
"43","","","38412","","","","","32","0","38412005"
"44","","","38412","","","","","32","1","38412006"
"11","","","38412","","","","","32","0","38412007"
"vo_wac_230305","0","","38412","","","","0","21","vo_wac_230305_000","38412008"
"102611","10","0.5","38412","1","0","0","1","11","哎呀──再看一次還是很驚人啊。\n牆壁上似乎已經幾乎\n沒有空白處了呢──","38412009"
"0","","","38412","","","","","91","","38412010"
"vo_wac_230305","0","","38412","","","","0","21","vo_wac_230305_001","38412011"
"102611","10","0.5","38412","1","0","0","1","11","聽到要畫圖把牆壁填滿的時候，\n還以為肯定會在\n畫完前放棄呢～\n有志者事竟成，就是這個意思呢～♪","38412012"
"0","","","38412","","","","","91","","38412013"
"0","","","38412","","","","","22","0","38412014"
"102611","1","","38413","","0.2","","","3","wac_idle_smile","38413001"
"111","1","","38413","","0.2","","","3","wac_no_items","38413002"
"102611","-340","","38413","","","","0","2","200","38413003"
"111","-340","","38413","","","","0","2","200","38413004"
"43","","","38413","","","","","32","0","38413005"
"44","","","38413","","","","","32","1","38413006"
"11","","","38413","","","","","32","0","38413007"
"0","","","38413","","","","","91","","38413008"
"1","202","wac_default_11","38511","-213","2","0","-108","1","100911","38511001"
"1","201","wac_default_11","38511","-213","2","0","-108","5","111","38511002"
"43","0","","38511","1","1","","0","31","43","38511003"
"44","0","","38511","1","0","","0","31","44","38511004"
"11","0","","38511","1","0","","0","31","11","38511005"
"100911","0","","38511","0","0.2","","","3","wac_paint_11","38511006"
"111","0","","38511","0","0.2","","","3","wac_paint_11","38511007"
"0.3","","","38511","","","","","93","0","38511008"
"11","","","38511","","","","","32","1","38511009"
"se_10035700","0","","38511","","","","","23","se_10035700_roller","38511010"
"100911","","","38511","","","","","13","300","38511011"
"1","","","38511","","","","","131","","38511012"
"100911","0","","38512","1","0.2","","wac_talk_doya_loop","3","wac_talk_doya_in","38512001"
"111","1","","38512","","0.2","","","3","wac_no_items","38512002"
"100911","-340","","38512","","","","0","2","200","38512003"
"111","-340","","38512","","","","0","2","200","38512004"
"43","","","38512","","","","","32","0","38512005"
"44","","","38512","","","","","32","1","38512006"
"11","","","38512","","","","","32","0","38512007"
"vo_wac_230306","0","","38512","","","","0","21","vo_wac_230306_000","38512008"
"100911","10","0.5","38512","1","0","0","1","11","呵呵呵……吉格魯特啊！\n將蘭德索爾的牆壁\n用我們附上色彩的黑暗覆蓋的\n計畫終於就要到尾聲了！","38512009"
"0","","","38512","","","","","91","","38512010"
"100911","0","","38512","1","0.2","","wac_talk_sad_loop_surprise","3","wac_talk_sad_in_surprise","38512011"
"vo_wac_230306","0","","38512","","","","0","21","vo_wac_230306_001","38512012"
"100911","10","0.5","38512","1","0","0","1","11","計畫完成之際……\n這麼一說要做什麼？\n要慶祝嗎？\n等等跟流夏討論看看。","38512013"
"0","","","38512","","","","","91","","38512014"
"0","","","38512","","","","","22","0","38512015"
"100911","1","","38513","","0.2","","","3","wac_idle_sad_surprise","38513001"
"111","1","","38513","","0.2","","","3","wac_no_items","38513002"
"100911","-340","","38513","","","","0","2","200","38513003"
"111","-340","","38513","","","","0","2","200","38513004"
"43","","","38513","","","","","32","0","38513005"
"44","","","38513","","","","","32","1","38513006"
"11","","","38513","","","","","32","0","38513007"
"0","","","38513","","","","","91","","38513008"
"1","202","wac_default_31","38611","-205","2","0","-167","1","101311","38611001"
"1","252","wac_default_bot_41","38611","-350","2","0","-64","1","105611","38611002"
"1","204","wac_default_51","38611","-325","2","0","230","1","105111","38611003"
"1","256","wac_default_bot_81","38611","-350","2","0","-330","1","102711","38611004"
"1","254","wac_default_bot_71","38611","-350","2","0","340","1","100911","38611005"
"1","201","wac_default_36","38611","-205","2","0","-167","5","111","38611006"
"1","251","wac_default_48","38611","-350","2","0","-64","5","112","38611007"
"1","203","wac_default_bot_56","38611","-325","2","0","230","5","113","38611008"
"1","255","wac_default_81","38611","-350","2","0","-330","5","114","38611009"
"1","253","wac_default_78","38611","-350","2","0","340","5","115","38611010"
"102711","","","38611","","","","","13","300","38611011"
"100911","","","38611","","","","","13","300","38611012"
"105111","","","38611","","","","","13","300","38611013"
"101311","","","38611","","","","","13","300","38611014"
"105611","","","38611","","","","","13","300","38611015"
"50","0","","38611","1","1","","0","31","50","38611016"
"52","0","","38611","1","0","","0","31","52","38611017"
"15","0","","38611","1","0","","0","31","15","38611018"
"101311","0","","38611","0","0.2","","","3","wac_paint_31","38611019"
"111","0","","38611","0","0.2","","","3","wac_paint_36","38611020"
"105611","0","","38611","0","0.2","","","3","wac_paint_bot_41","38611021"
"112","0","","38611","0","0.2","","","3","wac_paint_48","38611022"
"105111","0","","38611","0","0.2","","","3","wac_paint_bot_51","38611023"
"113","0","","38611","0","0.2","","","3","wac_paint_bot_56","38611024"
"102711","0","","38611","0","0.2","","","3","wac_paint_bot_81","38611025"
"114","0","","38611","0","0.2","","","3","wac_paint_81","38611026"
"100911","0","","38611","0","0.2","","","3","wac_paint_bot_71","38611027"
"115","0","","38611","0","0.2","","","3","wac_paint_78","38611028"
"0","","","38611","","","","","93","0","38611029"
"15","","","38611","","","","","32","1","38611030"
"se_common","0","","38611","","","","","23","se_sys_login_birthday_calendar_smallbrush","38611031"
"1","","","38611","","","","","131","","38611032"
"102711","1","","38612","","0","","","3","wac_idle_wish_L","38612001"
"100911","1","","38612","","0","","","3","wac_idle_doya_L","38612002"
"105111","1","","38612","","0","","","3","wac_idle_arm_crossed","38612003"
"101311","1","","38612","","0","","","3","wac_idle_kyapi","38612004"
"105611","1","","38612","","0","","","3","wac_idle_arm_crossed","38612005"
"111","1","","38612","","0","","","3","wac_no_items","38612006"
"112","1","","38612","","0","","","3","wac_no_items","38612007"
"113","1","","38612","","0","","","3","wac_no_items","38612008"
"114","1","","38612","","0","","","3","wac_no_items","38612009"
"115","1","","38612","","0","","","3","wac_no_items","38612010"
"102711","-360","","38612","","","","0","2","-335","38612011"
"100911","-335","","38612","","","","0","2","-190","38612012"
"105111","-360","","38612","","","","0","2","190","38612013"
"101311","-335","","38612","","","","0","2","350","38612014"
"105611","-360","","38612","","","","0","2","500","38612015"
"111","-360","","38612","","","","0","2","-335","38612016"
"112","-335","","38612","","","","0","2","-190","38612017"
"113","-360","","38612","","","","0","2","190","38612018"
"114","-335","","38612","","","","0","2","350","38612019"
"115","-360","","38612","","","","0","2","500","38612020"
"50","","","38612","","","","","32","0","38612021"
"52","","","38612","","","","","32","1","38612022"
"15","","","38612","","","","","32","0","38612023"
"105111","0","","38612","1","0.2","","wac_talk_arm_crossed_loop","3","wac_talk_arm_crossed_in","38612024"
"vo_wac_230307","0","","38612","","","","0","21","vo_wac_230307_000","38612025"
"105111","10","0.5","38612","1","0","0","1","11","呼，這樣可以嗎？\n雖然平常有機會在病歷上畫\n素描，但是用畫筆畫圖\n確實還滿困難的呢……","38612026"
"0","","","38612","","","","","91","","38612027"
"105111","1","","38612","1","0.2","","","3","wac_idle_arm_crossed","38612028"
"101311","0","","38612","1","0.2","","wac_talk_kyapi_loop","3","wac_talk_kyapi_in","38612029"
"vo_wac_230307","0","","38612","","","","0","21","vo_wac_230307_001","38612030"
"101311","10","0.5","38612","1","0","0","1","11","不過，是很愉快的工作呢～♪\n可以的話我還想多～\n加些魔法少女\n的元素呢……","38612031"
"0","","","38612","","","","","91","","38612032"
"101311","1","","38612","1","0.2","","","3","wac_idle_kyapi","38612033"
"100911","0","","38612","1","0.2","","wac_talk_doya_loop_L","3","wac_talk_doya_in_L","38612034"
"vo_wac_230307","0","","38612","","","","0","21","vo_wac_230307_002","38612035"
"100911","10","0.5","38612","1","0","0","1","11","不，既然要加的話，\n倒不如描繪出疾風之冥姬我\n如何克服被詛咒的命運\n這般神話的壁畫……","38612036"
"0","","","38612","","","","","91","","38612037"
"100911","1","","38612","1","0.2","","","3","wac_idle_doya_L","38612038"
"102711","0","","38612","1","0.2","","wac_talk_wish_loop_L","3","wac_talk_wish_in_L","38612039"
"vo_wac_230307","0","","38612","","","","0","21","vo_wac_230307_003","38612040"
"102711","10","0.5","38612","1","0","0","1","11","不……如果要描繪命運的故事，\n還是畫我和您從相遇\n到現在的故事比較好呢……\n嘻嘻……♪","38612041"
"0","","","38612","","","","","91","","38612042"
"102711","1","","38612","1","0.2","","","3","wac_idle_wish_L","38612043"
"105611","0","","38612","1","0.2","","wac_talk_arm_crossed_loop","3","wac_talk_arm_crossed_in","38612044"
"vo_wac_230307","0","","38612","","","","0","21","vo_wac_230307_004","38612045"
"105611","10","0.5","38612","1","0","0","1","11","這個工作也做了很長一段時間了，\n但到最後大家想的事情都不一樣呢……\n即使如此還是一切順利，\n這就是我們公會的優點吧。","38612046"
"0","","","38612","","","","","91","","38612047"
"0","","","38612","","","","","22","0","38612048"
"","","","38612","","","","","111","","38612049"
"102711","1","","38613","","0.2","","","3","wac_idle_wish_L","38613001"
"100911","1","","38613","","0.2","","","3","wac_idle_doya_L","38613002"
"105111","1","","38613","","0.2","","","3","wac_idle_arm_crossed","38613003"
"101311","1","","38613","","0.2","","","3","wac_idle_kyapi","38613004"
"105611","1","","38613","","0.2","","","3","wac_idle_arm_crossed","38613005"
"111","1","","38613","","0.2","","","3","wac_no_items","38613006"
"112","1","","38613","","0.2","","","3","wac_no_items","38613007"
"113","1","","38613","","0.2","","","3","wac_no_items","38613008"
"114","1","","38613","","0.2","","","3","wac_no_items","38613009"
"115","1","","38613","","0.2","","","3","wac_no_items","38613010"
"102711","-360","","38613","","","","0","2","-335","38613011"
"100911","-335","","38613","","","","0","2","-190","38613012"
"105111","-360","","38613","","","","0","2","190","38613013"
"101311","-335","","38613","","","","0","2","350","38613014"
"105611","-360","","38613","","","","0","2","500","38613015"
"111","-360","","38613","","","","0","2","-335","38613016"
"112","-335","","38613","","","","0","2","-190","38613017"
"113","-360","","38613","","","","0","2","190","38613018"
"114","-335","","38613","","","","0","2","350","38613019"
"115","-360","","38613","","","","0","2","500","38613020"
"50","","","38613","","","","","32","0","38613021"
"52","","","38613","","","","","32","1","38613022"
"15","","","38613","","","","","32","0","38613023"
"0","","","38613","","","","","91","","38613024"
"1","202","wac_default_01","38711","-213","2","0","-108","1","105611","38711001"
"1","201","wac_default_03","38711","-213","2","0","-108","5","111","38711002"
"43","0","","38711","1","1","","0","31","43","38711003"
"44","0","","38711","1","0","","0","31","44","38711004"
