70a3b81667af5b17bbb942e707283584523ac31b469884fc320f3664583ae8a2,bde059512becc0d17267730e4161475a6d3d136f57868daea58e178f811cd2af,60aec3e880fdf52602c8936e86688d3527f9c6d7f7d06d1a308f0e0a5684294b,eda10feb619a044aee8875eeb08f70b574bfac5ebf4fde6f26aeae8c3ef4387e,b370544704b3cd2c323dc846eba26c0eaacaa937ef4b0defd209a11d7136d774
"10126037","60","91002","8","71126018"
"10126038","2","22002","2","71126018"
"10126039","60","91002","8","71126019"
"10126040","2","22002","2","71126019"
"10126041","60","91002","8","71126020"
"10126042","2","22002","2","71126020"
"10126043","50000","94002","12","71126021"
"10126044","100000","94002","12","71126022"
"10126045","150000","94002","12","71126023"
"10126046","200000","94002","12","71126024"
"10126047","250000","94002","12","71126025"
"10126048","50","91002","8","71126026"
"10126049","1","31011","2","71126027"
"10126050","1","31011","2","71126028"
"10126051","2","31011","2","71126029"
"10126052","2","31011","2","71126030"
"10126053","4","31011","2","71126031"
"10126054","10","31011","2","71126032"
"10126055","100","61252","2","81126001"
"10126056","30000","94002","12","81126001"
"10126057","100","61252","2","81126002"
"10126058","30000","94002","12","81126002"
"10126059","2","31011","2","81126003"
"10126060","30","91002","8","81126003"
"10126061","2","31011","2","81126004"
"10126062","30","91002","8","81126004"
"10126063","100","61252","2","81126005"
"10126064","30000","94002","12","81126005"
"10126065","100","61252","2","81126006"
"10126066","30000","94002","12","81126006"
"10126067","2","31011","2","81126007"
"10126068","30","91002","8","81126007"
"10126069","100","91002","8","81126008"
"10127001","5","61262","2","61127001"
"10127002","5","61262","2","61127002"
"10127003","30","91002","8","71127001"
"10127004","1","22002","2","71127001"
"10127005","30","91002","8","71127002"
"10127006","1","22002","2","71127002"
"10127007","30","91002","8","71127003"
"10127008","1","22002","2","71127003"
"10127009","30","91002","8","71127004"
"10127010","1","22002","2","71127004"
"10127011","30","91002","8","71127005"
"10127012","1","22002","2","71127005"
"10127013","30","91002","8","71127006"
"10127014","1","22002","2","71127006"
"10127015","30","91002","8","71127007"
"10127016","1","22002","2","71127007"
"10127017","30","91002","8","71127008"
"10127018","1","22002","2","71127008"
"10127019","30","91002","8","71127009"
"10127020","1","22002","2","71127009"
"10127021","30","91002","8","71127010"
"10127022","1","22002","2","71127010"
"10127023","30","91002","8","71127011"
"10127024","1","22002","2","71127011"
"10127025","30","91002","8","71127012"
"10127026","1","22002","2","71127012"
"10127027","30","91002","8","71127013"
"10127028","1","22002","2","71127013"
"10127029","30","91002","8","71127014"
"10127030","1","22002","2","71127014"
"10127031","30","91002","8","71127015"
"10127032","1","22002","2","71127015"
"10127033","60","91002","8","71127016"
"10127034","2","22002","2","71127016"
"10127035","60","91002","8","71127017"
"10127036","2","22002","2","71127017"
"10127037","60","91002","8","71127018"
"10127038","2","22002","2","71127018"
"10127039","60","91002","8","71127019"
"10127040","2","22002","2","71127019"
"10127041","60","91002","8","71127020"
"10127042","2","22002","2","71127020"
"10127043","50000","94002","12","71127021"
"10127044","100000","94002","12","71127022"
"10127045","150000","94002","12","71127023"
"10127046","200000","94002","12","71127024"
"10127047","250000","94002","12","71127025"
"10127048","50","91002","8","71127026"
"10127049","1","31010","2","71127027"
"10127050","1","31010","2","71127028"
"10127051","1","31010","2","71127029"
"10127052","1","31010","2","71127030"
"10127053","1","31010","2","71127031"
"10127054","1","2101001","19","71127032"
"10127055","4","31010","2","71127033"
"10127056","1","31010","2","81127001"
"10127057","25","91002","8","81127001"
"10127058","50","61262","2","81127002"
"10127059","30000","94002","12","81127002"
"10127060","50","61262","2","81127003"
"10127061","30000","94002","12","81127003"
"10127062","1","31010","2","81127004"
"10127063","25","91002","8","81127004"
"10127064","50","61262","2","81127005"
"10127065","30000","94002","12","81127005"
"10127066","50","61262","2","81127006"
"10127067","30000","94002","12","81127006"
"10127068","1","31010","2","81127007"
"10127069","25","91002","8","81127007"
"10127070","50","91002","8","81127008"
"10128001","5","61272","2","61128001"
"10128002","5","61272","2","61128002"
"10128003","30","91002","8","71128001"
"10128004","1","22002","2","71128001"
"10128005","30","91002","8","71128002"
"10128006","1","22002","2","71128002"
"10128007","30","91002","8","71128003"
"10128008","1","22002","2","71128003"
"10128009","30","91002","8","71128004"
"10128010","1","22002","2","71128004"
"10128011","30","91002","8","71128005"
"10128012","1","22002","2","71128005"
"10128013","30","91002","8","71128006"
"10128014","1","22002","2","71128006"
"10128015","30","91002","8","71128007"
"10128016","1","22002","2","71128007"
"10128017","30","91002","8","71128008"
"10128018","1","22002","2","71128008"
"10128019","30","91002","8","71128009"
"10128020","1","22002","2","71128009"
"10128021","30","91002","8","71128010"
"10128022","1","22002","2","71128010"
"10128023","30","91002","8","71128011"
"10128024","1","22002","2","71128011"
"10128025","30","91002","8","71128012"
"10128026","1","22002","2","71128012"
"10128027","30","91002","8","71128013"
"10128028","1","22002","2","71128013"
"10128029","30","91002","8","71128014"
"10128030","1","22002","2","71128014"
"10128031","30","91002","8","71128015"
"10128032","1","22002","2","71128015"
"10128033","60","91002","8","71128016"
"10128034","2","22002","2","71128016"
"10128035","60","91002","8","71128017"
"10128036","2","22002","2","71128017"
"10128037","60","91002","8","71128018"
"10128038","2","22002","2","71128018"
"10128039","60","91002","8","71128019"
"10128040","2","22002","2","71128019"
"10128041","60","91002","8","71128020"
"10128042","2","22002","2","71128020"
"10128043","50000","94002","12","71128021"
"10128044","100000","94002","12","71128022"
"10128045","150000","94002","12","71128023"
"10128046","200000","94002","12","71128024"
"10128047","250000","94002","12","71128025"
"10128048","50","91002","8","71128026"
"10128049","1","31056","2","71128027"
"10128050","1","31056","2","71128028"
"10128051","2","31056","2","71128029"
"10128052","2","31056","2","71128030"
"10128053","4","31056","2","71128031"
"10128054","10","31056","2","71128032"
"10128055","2","31056","2","81128001"
"10128056","30","91002","8","81128001"
"10128057","100","61272","2","81128002"
"10128058","30000","94002","12","81128002"
"10128059","100","61272","2","81128003"
"10128060","30000","94002","12","81128003"
"10128061","2","31056","2","81128004"
"10128062","30","91002","8","81128004"
"10128063","100","61272","2","81128005"
"10128064","30000","94002","12","81128005"
"10128065","100","61272","2","81128006"
"10128066","30000","94002","12","81128006"
"10128067","2","31056","2","81128007"
"10128068","30","91002","8","81128007"
"10128069","100","91002","8","81128008"
"10129001","5","61282","2","61129001"
"10129002","5","61282","2","61129002"
"10129003","30","91002","8","71129001"
"10129004","1","22002","2","71129001"
"10129005","30","91002","8","71129002"
"10129006","1","22002","2","71129002"
"10129007","30","91002","8","71129003"
"10129008","1","22002","2","71129003"
"10129009","30","91002","8","71129004"
"10129010","1","22002","2","71129004"
"10129011","30","91002","8","71129005"
"10129012","1","22002","2","71129005"
"10129013","30","91002","8","71129006"
"10129014","1","22002","2","71129006"
"10129015","30","91002","8","71129007"
"10129016","1","22002","2","71129007"
"10129017","30","91002","8","71129008"
"10129018","1","22002","2","71129008"
"10129019","30","91002","8","71129009"
"10129020","1","22002","2","71129009"
"10129021","30","91002","8","71129010"
"10129022","1","22002","2","71129010"
"10129023","30","91002","8","71129011"
"10129024","1","22002","2","71129011"
"10129025","30","91002","8","71129012"
"10129026","1","22002","2","71129012"
"10129027","30","91002","8","71129013"
"10129028","1","22002","2","71129013"
"10129029","30","91002","8","71129014"
"10129030","1","22002","2","71129014"
"10129031","30","91002","8","71129015"
"10129032","1","22002","2","71129015"
"10129033","60","91002","8","71129016"
"10129034","2","22002","2","71129016"
"10129035","60","91002","8","71129017"
"10129036","2","22002","2","71129017"
"10129037","60","91002","8","71129018"
"10129038","2","22002","2","71129018"
"10129039","60","91002","8","71129019"
"10129040","2","22002","2","71129019"
"10129041","60","91002","8","71129020"
"10129042","2","22002","2","71129020"
"10129043","50000","94002","12","71129021"
"10129044","100000","94002","12","71129022"
"10129045","150000","94002","12","71129023"
"10129046","200000","94002","12","71129024"
"10129047","250000","94002","12","71129025"
"10129048","50","91002","8","71129026"
"10129049","1","31235","2","71129027"
"10129050","1","31235","2","71129028"
"10129051","1","31235","2","71129029"
"10129052","1","31235","2","71129030"
"10129053","1","31235","2","71129031"
"10129054","1","123501","1","71129032"
"10129055","4","31235","2","71129034"
"10129056","50","61282","2","81129001"
"10129057","30000","94002","12","81129001"
"10129058","50","61282","2","81129002"
"10129059","30000","94002","12","81129002"
"10129060","1","31235","2","81129003"
"10129061","25","91002","8","81129003"
"10129062","1","31235","2","81129004"
"10129063","25","91002","8","81129004"
"10129064","50","61282","2","81129005"
"10129065","30000","94002","12","81129005"
"10129066","50","61282","2","81129006"
"10129067","30000","94002","12","81129006"
"10129068","1","31235","2","81129007"
"10129069","25","91002","8","81129007"
"10129070","50","91002","8","81129008"
"10130001","5","61292","2","61130001"
"10130002","5","61292","2","61130002"
"10130003","30","91002","8","71130001"
"10130004","1","22002","2","71130001"
"10130005","30","91002","8","71130002"
"10130006","1","22002","2","71130002"
"10130007","30","91002","8","71130003"
"10130008","1","22002","2","71130003"
"10130009","30","91002","8","71130004"
"10130010","1","22002","2","71130004"
"10130011","30","91002","8","71130005"
"10130012","1","22002","2","71130005"
"10130013","30","91002","8","71130006"
"10130014","1","22002","2","71130006"
"10130015","30","91002","8","71130007"
"10130016","1","22002","2","71130007"
"10130017","30","91002","8","71130008"
"10130018","1","22002","2","71130008"
"10130019","30","91002","8","71130009"
"10130020","1","22002","2","71130009"
"10130021","30","91002","8","71130010"
"10130022","1","22002","2","71130010"
"10130023","30","91002","8","71130011"
"10130024","1","22002","2","71130011"
"10130025","30","91002","8","71130012"
"10130026","1","22002","2","71130012"
"10130027","30","91002","8","71130013"
"10130028","1","22002","2","71130013"
"10130029","30","91002","8","71130014"
"10130030","1","22002","2","71130014"
"10130031","30","91002","8","71130015"
"10130032","1","22002","2","71130015"
"10130033","60","91002","8","71130016"
"10130034","2","22002","2","71130016"
"10130035","60","91002","8","71130017"
"10130036","2","22002","2","71130017"
"10130037","60","91002","8","71130018"
"10130038","2","22002","2","71130018"
"10130039","60","91002","8","71130019"
"10130040","2","22002","2","71130019"
"10130041","60","91002","8","71130020"
"10130042","2","22002","2","71130020"
"10130043","50000","94002","12","71130021"
"10130044","100000","94002","12","71130022"
"10130045","150000","94002","12","71130023"
"10130046","200000","94002","12","71130024"
"10130047","250000","94002","12","71130025"
"10130048","50","91002","8","71130026"
"10130049","1","31018","2","71130027"
"10130050","1","31018","2","71130028"
"10130051","2","31018","2","71130029"
"10130052","2","31018","2","71130030"
"10130053","4","31018","2","71130031"
"10130054","10","31018","2","71130032"
"10130055","100","61292","2","81130001"
"10130056","30000","94002","12","81130001"
"10130057","100","61292","2","81130002"
"10130058","30000","94002","12","81130002"
"10130059","2","31018","2","81130003"
"10130060","30","91002","8","81130003"
"10130061","2","31018","2","81130004"
"10130062","30","91002","8","81130004"
"10130063","100","61292","2","81130005"
"10130064","30000","94002","12","81130005"
"10130065","100","61292","2","81130006"
"10130066","30000","94002","12","81130006"
"10130067","2","31018","2","81130007"
"10130068","30","91002","8","81130007"
"10130069","100","91002","8","81130008"
"10131001","5","61302","2","61131001"
"10131002","5","61302","2","61131002"
"10131003","30","91002","8","71131001"
"10131004","1","22002","2","71131001"
"10131005","30","91002","8","71131002"
"10131006","1","22002","2","71131002"
"10131007","30","91002","8","71131003"
"10131008","1","22002","2","71131003"
"10131009","30","91002","8","71131004"
"10131010","1","22002","2","71131004"
"10131011","30","91002","8","71131005"
"10131012","1","22002","2","71131005"
"10131013","30","91002","8","71131006"
"10131014","1","22002","2","71131006"
"10131015","30","91002","8","71131007"
"10131016","1","22002","2","71131007"
"10131017","30","91002","8","71131008"
"10131018","1","22002","2","71131008"
"10131019","30","91002","8","71131009"
"10131020","1","22002","2","71131009"
"10131021","30","91002","8","71131010"
"10131022","1","22002","2","71131010"
"10131023","30","91002","8","71131011"
"10131024","1","22002","2","71131011"
"10131025","30","91002","8","71131012"
"10131026","1","22002","2","71131012"
"10131027","30","91002","8","71131013"
"10131028","1","22002","2","71131013"
"10131029","30","91002","8","71131014"
"10131030","1","22002","2","71131014"
"10131031","30","91002","8","71131015"
"10131032","1","22002","2","71131015"
"10131033","60","91002","8","71131016"
"10131034","2","22002","2","71131016"
