118938e947957b3367868d6689117d54d5adc59d785c99c0aef48fbbe8a48d2d,2c71f015b95d56704298aac20c7b927a5183f4a294747cc30fe7f442e6cfd956,d98df469d77a2ae4bb295f13e2579dbbc4a51a691788bf39ba6e5455883d22a7,dcfbb93211a888f100d2549be64640efaa88ac03a10cfdad7f4f7b304e4ba0af,ce8676148d31d309870baa096a4a1121f16b9ea0b0731a7a0f574c6db6b1bc17,c8a2bbe30ec718bcef570c1e0c7cf454b4754e95e31a921b7906e8ae638e7fb3,3898e90078ce8037b09dced558691f4b891ca76ee032c916eae3a6b5c2f26380,17c327117043b4df26a8bd7c8aff48fb518274a3351e44fcfe5459d71401cb55,5e2ade782bf6d1bff8975be48f9cc72eca97d7e3de0608a96c15938652a5ba54,8399f2fb0fa6e0cfb87e2e5af5381387753f82df35fff1d77ae705d502498722,a0d76e6f37ec5255d11a2a57ef0be3183b576fcfdd510bdcd85bc1ad2b460c11,bd9c8acf152193e7b8a27a15ed499c350a7324d53188d31975b84264b100592e,c9084b9459f5e23c60154603232cad1647e7ec4749d7a1cb008916eb8ae48ec4,ba54e9ec150fe85580cc1a20c46b4c21bd5fbad56c8f1fc2eb23cbc7665dba10,c883bee899b2874a950ee6c56fe5f4258d68cdcc25306aef983c1cb9df7f466b,4d8c8ff92d2ba4271d3f839ae77cc01e322b9b4c7703d9ae00bef9c2b39667a9,7e47a94b8ff739eae73b06ce627b5bdfd330f6468c693ad147a4addd8b25c476,3982931f659928e652dc036a2622bb7b1a5d258c2efc2513bbe39e0980879b2b,36ed123888bf7291ca3653c783d6eb8791111b8b0e4920170c18c669013a7103,eb2a1c857f6d1931b791ef692a2add07bb7f947d5c3ef211f4d456e17f7e6cf4,2fbb9bc14c84ac44a688ca28b6326b307a92449641e03ef04d99578f835f6d21
"2","319400402","1","20","0","3000","","1","1000","0","7","2","0","0","0","1","6","0","0","0",""
"1","319400403","1","20","0","3000","","1","1000","0","7","2","0","0","0","1","6","0","0","0",""
"950","319400404","1","0","0","3000","","1","0","0","7","2","0","0","319400406","1","23","0","0","319400405",""
"41","319400405","1","0","0","0","","3","50","0","7","2","0","2","0","1","10","20","0","1",""
"21","319400406","1","0","0","0","","3","50","0","7","2","0","2","0","1","10","20","0","1",""
"10","319400501","1","0","0","0","","3","75","0","7","2","0","2","0","1","10","12","0","1",""
"30","319400502","1","0","0","0","","3","75","0","7","2","0","2","0","1","10","12","0","1",""
"1900","319400503","1","0","0","3000","","1","2","0","7","2","0","1","319400505","1","23","0","0","319400504",""
"1","319400504","1","0","0","3000","","1","0","0","7","2","0","1000","0","1","16","0","0","0",""
"2","319400505","1","0","0","3000","","1","0","0","7","2","0","2000","0","1","16","0","0","0",""
"0","319400601","1","0","0","3000","","3","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"1","319400602","1","3.5","0","3000","","3","0.6","0","3","1","0","60","0","1","1","0.0012","0","0",""
"7","319400701","1","90","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"3","319400702","1","90","850000","0","","3","0","0","7","2","0","100000","0","1","73","0","0","0",""
"1020","319400703","1","1","0","0","","3","0","0","7","2","1","1","0","1","10","90","0","0",""
"1040","319400704","1","1","0","0","","3","0","0","7","2","1","1","0","1","10","90","0","0",""
"0","319400705","1","0","0","0","","3","90","0","7","2","1","0.5","0","1","98","0","0","0",""
"2","319500101","1","3.5","0","3000","","1","0.6","0","3","1","99999","60","0","1","1","0.0009","0","0",""
"319500103","319500102","1","0","0.675","3000","","1","0.1125","0","3","2","0","6","0","1","26","0","0","2",""
"30","319500103","1","15","0","3000","","1","15","0","7","2","1","1","1","1","10","90","0","1",""
"10","319500104","1","0","0","3000","","1","0","0","3","1","0","100","0","1","49","0","0","0",""
"2","319500201","99","1.5","0","3000","","3","0.9","0","3","1","0","90","0","1","1","0.0009","0","0",""
"2","319500301","99","1.5","0","3000","","3","0.6","0","3","1","0","60","0","1","1","0.0006","0","0",""
"30","319500401","1","0","0","3000","","1","25","0","7","2","0","2","0","1","10","90","0","1",""
"1","319500402","1","0","0","3000","","1","0","0","7","2","0","200","0","1","16","0","0","0",""
"2","319500501","1","3.5","0","3000","","1","0.6","0","3","1","0","60","0","1","1","0.0012","0","0",""
"0","319503101","1","0","0","3000","","1","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"2","319503102","1","3.5","0","3000","","1","0.6","0","3","1","99999","60","0","1","1","0.0009","0","0",""
"319503104","319503103","1","0","135","3000","","1","0.1125","0","3","2","0","6","0","1","26","135","0","2",""
"30","319503104","1","15","0","3000","","1","15","0","7","2","1","1","1","1","10","90","0","1",""
"10","319503105","1","0","0","3000","","1","0","0","3","1","0","100","0","1","49","0","0","0",""
"1000","319503106","1","0","0","0","","3","0","0","7","2","0","1","0","1","28","0","0","319503107",""
"30","319503107","1","0","0","0","","3","300","0","7","2","1","2","1","1","10","90","0","1",""
"0","319503201","99","0","0","3000","","3","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"2","319503202","99","1.5","0","3000","","3","0.9","0","3","1","0","90","0","1","1","0.0009","0","0",""
"0","319503301","99","0","0","3000","","3","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"2","319503302","99","1.5","0","3000","","3","0.6","0","3","1","0","60","0","1","1","0.0006","0","0",""
"30","319503401","1","0","0","3000","","1","25","0","7","2","0","2","0","1","10","90","0","1",""
"1","319503402","1","0","0","3000","","1","0","0","7","2","0","200","0","1","16","0","0","0",""
"0","319503501","1","0","0","3000","","1","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"2","319503502","1","3.5","0","3000","","1","0.6","0","3","1","0","60","0","1","1","0.0012","0","0",""
"7","319503601","1","90","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"1020","319503602","1","1","0","0","","3","0","0","7","2","1","1","0","1","10","90","0","0",""
"1040","319503603","1","1","0","0","","3","0","0","7","2","1","1","0","1","10","90","0","0",""
"0","319503604","1","0","0","0","","3","90","0","7","2","1","0.75","0","1","98","0","0","0",""
"0","319503701","99","0","0","3000","","3","0","0","3","1","1","0.5","0","1","92","0","0","0",""
"2","319503702","99","1.5","0","3000","","3","0.4","0","3","1","0","40","0","1","1","0.0004","0","0",""
"0","319503703","1","0","0","3000","","1","0","0","3","1","1","0.5","0","1","92","0","0","0",""
"2","319503704","1","12.1","0","3000","","1","0.7","0","3","1","0","70","0","1","9","0","0","0",""
"4","319503705","1","5.1","0","3000","","1","0","0","3","1","0","0","0","1","8","0","0","0",""
"0","319503801","99","0","0","3000","","3","0","0","3","1","1","0.5","0","1","92","0","0","0",""
"2","319503802","99","1.5","0","3000","","3","0.4","0","3","1","0","40","0","1","1","0.0004","0","0",""
"3","319503803","99","500","0","3000","","3","0","0","3","1","0","1000","0","1","3","0","0","0",""
"7","319503804","99","1","0","3000","","3","0","0","3","1","0","0","0","1","8","0","0","0",""
"2","319600101","3","1","0","3000","","9","18","0","3","1","0","18","50","1","1","0.00068","0","0",""
"4","319600102","3","3","0","3000","","9","0","0","3","1","0","0","0","1","8","0","0","0",""
"40","319600103","1","0.02","0","0","","3","0","0","7","2","0","1","0","1","10","90","0","1",""
"2","319600201","1","1","0","3000","","3","29","0","3","1","0","29","50","1","1","0.00117","0","0",""
"7","319600301","1","90","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"0","319600302","1","-1","0","0","","3","90","0","7","2","300000","4900","0","1","110","0","0","0",""
"9","319600401","1","10","0","0","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"21","319600402","1","1","0","0","","1","0","0","7","2","0","1","0","1","10","10","0","2",""
"41","319600403","1","1","0","0","","1","0","0","7","2","0","1","0","1","10","10","0","2",""
"9","319600501","1","20","0","0","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"21","319600502","1","1","0","0","","1","0","0","7","2","0","1","0","1","10","20","0","2",""
"41","319600503","1","1","0","0","","1","0","0","7","2","0","1","0","1","10","20","0","2",""
"9","319600601","1","10","0","0","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"21","319600602","1","1","0","0","","1","0","0","7","2","0","1","0","1","10","10","0","2",""
"41","319600603","1","1","0","0","","1","0","0","7","2","0","1","0","1","10","10","0","2",""
"2","319601101","3","1","0","3000","","9","18","0","3","1","0","18","80","1","1","0.00068","0","0",""
"4","319601102","3","5","0","3000","","9","0","0","3","1","0","0","0","1","8","0","0","0",""
"40","319601103","1","0.02","0","0","","3","0","0","7","2","0","1","0","1","10","90","0","1",""
"2","319601201","3","1","0","3000","","9","5","0","3","1","0","5","80","1","1","0.00011","0","0",""
"41","319601202","3","0.035","0","3000","","9","0","0","3","1","0","1","0","1","10","18","0","1",""
"2","319601301","1","1","0","3000","","3","29","0","3","1","0","29","80","1","1","0.00117","0","0",""
"7","319601401","1","90","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"0","319601402","1","-1","0","0","","3","90","0","7","2","300000","9900","0","1","110","0","0","0",""
"9","319601501","1","10","0","0","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"21","319601502","1","1","0","0","","1","0","0","7","2","0","1","0","1","10","10","0","2",""
"41","319601503","1","1","0","0","","1","0","0","7","2","0","1","0","1","10","10","0","2",""
"9","319601601","1","20","0","0","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"21","319601602","1","1","0","0","","1","0","0","7","2","0","1","0","1","10","20","0","2",""
"41","319601603","1","1","0","0","","1","0","0","7","2","0","1","0","1","10","20","0","2",""
"9","319601701","1","10","0","0","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"21","319601702","1","1","0","0","","1","0","0","7","2","0","1","0","1","10","10","0","2",""
"41","319601703","1","1","0","0","","1","0","0","7","2","0","1","0","1","10","10","0","2",""
"2","319602101","3","1","0","3000","","9","10","0","3","1","0","100","50","1","1","0.01","0","0",""
"4","319602102","3","5","0","3000","","9","0","0","3","1","0","0","0","1","8","0","0","0",""
"40","319602103","1","0","0","0","","3","150","0","7","2","0","1","0","1","10","90","0","1",""
"2","319602201","3","1","0","3000","","7","10","0","3","1","0","100","50","1","1","0.01","0","0",""
"41","319602202","3","0","0","3000","","7","350","0","3","1","0","1","0","1","10","18","0","1",""
"2","319602301","1","1","0","3000","","3","10","0","3","1","0","100","50","1","1","0.01","0","0",""
"9","319602501","1","10","0","0","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"21","319602502","1","1","0","0","","1","1","0","7","2","0","1","0","1","10","0","0","2",""
"41","319602503","1","1","0","0","","1","1","0","7","2","0","1","0","1","10","0","0","2",""
"9","319602601","1","20","0","0","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"21","319602602","1","1","0","0","","1","1","0","7","2","0","1","0","1","10","0","0","2",""
"41","319602603","1","1","0","0","","1","1","0","7","2","0","1","0","1","10","0","0","2",""
"9","319602701","1","10","0","0","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"21","319602702","1","1","0","0","","1","1","0","7","2","0","1","0","1","10","0","0","2",""
"41","319602703","1","1","0","0","","1","1","0","7","2","0","1","0","1","10","0","0","2",""
"0","319700101","99","0","0","3000","","3","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"1","319700102","99","1.5","0","3000","","3","0.9","0","3","1","0","90","0","1","1","0.00135","0","2",""
"10","319700103","99","0","0","3000","","3","0","0","3","1","0","100","0","1","49","0","0","0",""
"7","319700104","99","3","0","3000","","3","0","0","3","1","0","0","0","1","8","0","0","0",""
"2","319700201","1","0","1","250","","1","0","0","7","2","530","0","1","1","15","0","0","105660302",""
"3","319700202","99","1500","0","3000","","3","0","0","3","1","0","600","0","1","3","0","0","0",""
"3","319700301","1","60","0","0","","0","0","0","7","0","0","100","0","1","17","0","0","0",""
"1","319700302","1","0","0","3000","","3","0","0","7","2","0","100","0","1","49","0","0","0",""
"0","319700401","1","0","0","3000","","3","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"1","319700402","1","3.5","0","3000","","3","0.6","0","3","1","0","60","0","1","1","0.0012","0","0",""
"7","319700403","1","3","0","3000","","3","0","0","3","1","0","0","0","1","8","0","0","0",""
"7","319700501","1","90","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"1020","319700502","1","1","0","0","","3","0","0","7","2","1","1","0","1","10","90","0","0",""
"1040","319700503","1","1","0","0","","3","0","0","7","2","1","1","0","1","10","90","0","0",""
"0","319700504","1","0","0","0","","3","90","0","7","2","1","0","0","1","98","0","0","0",""
"2","319701101","99","0","0","3000","","3","0","0","3","1","0","30","100","1","46","0","0","1",""
"10","319701102","99","0","0","3000","","3","0","0","3","1","0","100","0","1","49","0","0","0",""
"7","319701103","99","2","0","3000","","3","0","0","3","1","0","0","0","1","8","0","0","0",""
"2","319701201","1","0","0","3000","","3","0.1","0","3","1","0","0","50","1","46","0","0","1",""
"7","319701202","1","2","0","3000","","3","0","0","3","1","0","0","0","1","8","0","0","0",""
"7","319701301","1","90","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"3","319701302","1","90","2000000","0","","3","0","0","7","2","0","100000","0","1","73","0","0","0",""
"1020","319701303","1","1","0","0","","3","0","0","7","2","1","1","0","1","10","90","0","0",""
"1040","319701304","1","1","0","0","","3","0","0","7","2","1","1","0","1","10","90","0","0",""
"0","319800101","99","0","0","3000","","3","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"1","319800102","99","1.5","0","3000","","3","0.9","0","3","1","0","90","0","1","1","0.00135","0","0",""
"7","319800103","99","2","0","3000","","3","0","0","3","1","0","0","0","1","8","0","0","0",""
"1","319800104","1","0","0","3000","","3","0","0","7","2","9999999","1500000","0","1","1","0","0","0",""
"10","319800201","99","1","0","3000","","3","0","0","18","2","0","2","0","1","10","12","0","1",""
"1","319800202","1","0","0","3000","","3","0","0","7","2","0","300","0","1","16","0","0","0",""
"2","319800301","1","0","1","-1","","1","-2","0","7","2","510","0","1","1","15","0","-500","105670302",""
"2","319800302","1","0","1","-1","","1","-1","0","7","2","360","0","1","1","15","0","-500","105670303",""
"2","319800303","1","0","1","-1","","1","-3","0","7","2","160","0","1","1","15","0","-500","105670304",""
"2","319800304","1","0","1","-1","","1","1","0","7","2","110","0","1","1","15","0","-500","105670305",""
"3","319800305","99","1000","0","3000","","3","0","0","3","1","0","400","0","1","3","0","0","0",""
"7","319800401","1","90","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"1020","319800402","1","1","0","0","","3","0","0","7","2","1","1","0","1","10","90","0","0",""
"1040","319800403","1","1","0","0","","3","0","0","7","2","1","1","0","1","10","90","0","0",""
"0","319800404","1","0","0","0","","3","90","0","7","2","1","0","0","1","98","0","0","0",""
"20","319801101","99","1","0","0","","3","0","0","34","2","1","2","0","1","10","12","0","0",""
"40","319801102","99","1","0","0","","3","0","0","34","2","1","2","0","1","10","12","0","0",""
"4","319801103","99","0","0","0","","3","1.5","0","34","2","1","0","0","1","16","0","0","0",""
"7","319801201","1","90","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"3","319801202","1","90","2000000","0","","3","0","0","7","2","0","100000","0","1","73","0","0","0",""
"1020","319801203","1","1","0","0","","3","0","0","7","2","1","1","0","1","10","90","0","0",""
"1040","319801204","1","1","0","0","","3","0","0","7","2","1","1","0","1","10","90","0","0",""
"0","319900101","1","0","0","3000","","2","0","0","1","1","0","0.5","0","1","92","0","0","0",""
"1","319900102","1","3.5","0","3000","","2","1.2","0","1","1","0","120","0","1","1","0.0018","0","0",""
"21","319900103","1","0","0","3000","","2","2000","0","1","1","0","1","0","1","10","12","0","1",""
"0","319900201","1","0","0","3000","","2","0","0","4","1","0","0.5","0","1","92","0","0","0",""
"1","319900202","1","3.5","0","3000","","2","0.9","0","4","1","0","90","0","1","1","0.0009","0","0",""
"8","319900203","1","5000","0","3000","","2","-1","0","4","1","1","550","0","1","3","0","0","1",""
"7","319900204","1","3","0","3000","","2","0","0","4","1","0","0","0","1","8","0","0","0",""
"0","319900301","1","0","0","3000","","2","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"1","319900302","1","3.5","0","3000","","2","0.6","0","3","1","0","60","0","1","1","0.0012","0","0",""
"3","319900401","1","30","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"1","319900402","1","0","0","0","","3","0","0","7","2","0","11.7","0","1","21","0","0","0",""
"0","319900403","99","100","0","3000","","3","0","0","3","1","0","11.7","0","1","13","0","0","0",""
"2","319900404","1","0","0","0","","3","0","0","7","2","0","200","0","1","16","0","0","0",""
"1","319900405","1","0","0","0","","3","0","0","7","2","0","90","0","1","22","0","0","31990002",""
"50","319900501","1","0","0","0","","3","2","0","7","2","0","1","319900503","1","28","0","0","319900502",""
"1","319900502","1","0","0","0","","3","0","0","7","2","0","90","1","1","22","0","0","31990003",""
"1","319900503","1","0","0","0","","3","0","0","7","2","0","90","1","1","22","0","0","31990004",""
"0","319900601","2","0","0","3000","","3","0","0","38","1","0","0.5","0","1","92","0","0","0",""
"1","319900602","2","0","0","3000","","3","0","0","3","1","0","500","0","1","46","0","0","1",""
"1","319900603","1","0","0","0","","3","0","0","7","2","0","90","0","1","22","0","0","31990001",""
"21","319900701","1","1","0","0","","3","1","0","7","2","0","1","0","1","10","90","0","1",""
"41","319900702","1","1","0","0","","3","1","0","7","2","0","1","0","1","10","90","0","1",""
"7","319900801","1","90","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"1020","319900802","1","1","0","0","","3","0","0","7","2","1","1","0","1","10","90","0","0",""
"1040","319900803","1","1","0","0","","3","0","0","7","2","1","1","0","1","10","90","0","0",""
"0","319900804","1","0","0","0","","3","90","0","7","2","1","0.5","0","1","98","0","0","0",""
"1","319901101","1","1","0","3000","","3","26","0","1","1","0","26","50","1","1","0.0018","0","0",""
"21","319901102","1","0.2","0","3000","","3","0","0","1","1","0","1","0","1","10","12","0","1",""
"1","319901201","1","3.5","0","3000","","3","0.9","0","4","1","0","90","50","1","1","0.0009","0","0",""
"8","319901202","1","5000","0","3000","","3","-1","0","4","1","1","550","0","1","3","0","0","1",""
"21","319901203","1","0.2","0","3000","","3","0","0","4","1","0","1","0","1","10","12","0","1",""
"1","319901301","1","3.5","0","3000","","3","0.9","0","3","1","0","90","50","1","1","0.0018","0","0",""
