226c015408ae5b15dbcb32083e96d8152a5bddd4f5c3379aa438aeb00a9b448e,9d0a71109f43f85eb881037090940077ddf171110635b7c79e65eea85a70176e,a08b91304b86a9c1788038195aaf519052a5ec594e9eeb9fed0a95aa5fcddd4e,f9a7b81975a41c25591c10bc948408f23ff4fc01d935d07403e5171b8b18eae2,3486f47ab55f203025b315fc1916c02e8dc59cded6cc3b8459599a77f7f7a9f8,31bfa15dc81fec773efb3c37b734ad91713032cb395925bccc0a61d0c31a85a0,f420731edc18cd571b8a64517a37ce5d4f562ee36517a3967506d0bcd0d3c3b9,3e9c4dafd01c80160e79dabe1fcd89478657ce5b1f833606ea8bb8dfbf74a4d2,ed2f1583beddacb704adef028eaf3e493097977c7737e6879119e5c45ed2962d,3aa4413997173891ec8351d8313f77de0d0912195968ab12430c4cdc2a4f710c,0987cc500e5d86bac8b4b16a0e6553b038447186c8dafb8571eb972d83e51809
"0","3","","","45_eriko_float_end","0.1","23","19450064","","","945"
"","93","","","0","","3","19450065","","","945"
"","91","","","","","0","19450066","","","945"
"12","1","cmn_walk","-800","107911","1.4875","1","19460001","-15","0","946"
"12","1","cmn_walk","-1000","107811","1.4875","1","19460002","-15","0","946"
"22","1","cmn_swm_flutterKick","-910","122411","1.75","1","19460003","-180","0","946"
"-910","31","","-180","122411","1","1","19460004","1","","946"
"-910","31","","-180","115","1","1","19460005","1","","946"
"1","23","","","se_fpc_water_random","1","se_10053800","19460006","","","946"
"","91","","","0","","19460005","19460007","","","946"
"","93","","","0","","0.3","19460008","","","946"
"1","3","","","cmn_walk","0.1","107811","19460009","","","946"
"-15","2","","3.82352941176471","-150","","107911","19460010","","","946"
"-15","2","","3.82352941176471","-350","","107811","19460011","","","946"
"","91","","","","","","19460012","","","946"
"","3","","46_tamaki_talk_loop","46_tamaki_talk","0.1","107911","19460013","1","0.1","946"
"","3","","46_kyaru_idle_jitome_loop","46_kyaru_idle_jitome","0.1","107811","19460014","1","0.1","946"
"","21","","0","vo_fpc_30601","","vo_fpc","19460015","","","946"
"5","11","1","1","大家游了那麼久，\n居然都不會膩呢～","0","107811","19460016","0","0","946"
"","91","","","","","0","19460017","","","946"
"","21","","0","vo_fpc_30602","","vo_fpc","19460018","","","946"
"4","11","1","1","嗯？\n難道妳怕水喵？","0","107911","19460019","0","0","946"
"","91","","","","","0","19460020","","","946"
"","3","","46_kyaru_talk_loop","46_kyaru_talk","0.1","107811","19460021","1","0.1","946"
"","21","","0","vo_fpc_30603","","vo_fpc","19460022","","","946"
"5","11","1","1","嗯～坐在游泳圈上是可以啦，\n但要游的話就感覺有點……妳懂嗎？","0","107811","19460023","0","0","946"
"","91","","","","","0","19460024","","","946"
"","3","","46_tamaki_nod_loop","46_tamaki_nod","0.1","107911","19460025","1","0.1","946"
"","21","","0","vo_fpc_30604","","vo_fpc","19460026","","","946"
"6","11","0.5","1","我懂喵。感覺包括我在內的貓獸人族\n就有很多那樣的人喵。","0","107911","19460027","0","0","946"
"","91","","","","","0","19460028","","","946"
"-180","2","","8.64253393665158","1000","","122411","19460029","","","946"
"-180","33","","8.64253393665158","1000","","122411","19460030","","","946"
"","93","","","0","","3","19460031","","","946"
"0","3","","46_hiyori_flutterKick_handWave_loop","46_hiyori_flutterKick_handWave","0.1","122411","19460032","1","0.1","946"
"","21","","0","vo_fpc_30605","","vo_fpc","19460033","","","946"
"10","11","1","1","啊，哈囉──！","0","122411","19460034","0","0","946"
"","93","","","0","","2","19460035","","","946"
"","3","","46_tamaki_handwave_loop","46_tamaki_handwave","0.1","107911","19460036","1","0.1","946"
"","3","","46_kyaru_idle_smile_loop","46_kyaru_idle_smile","0.1","107811","19460037","1","0.1","946"
"","93","","","0","","1.5","19460038","","","946"
"","21","","0","vo_fpc_30606","","vo_fpc","19460039","","","946"
"5","11","1","1","哈囉──\n不過，當然還是有例外啦喵。","0","107911","19460040","0","0","946"
"","91","","","","","0","19460041","","","946"
"0","3","","46_tamaki_talk2_loop","46_tamaki_talk2","0.1","107911","19460042","1","0.1","946"
"","21","","0","vo_fpc_30607","","vo_fpc","19460043","","","946"
"6","11","0.5","1","是啊。\n……話說回來，她還真有精神呢。","0","107811","19460044","0","0","946"
"","91","","","","","0","19460045","","","946"
"0","3","","46_kyaru_idle_normal_loop","46_kyaru_idle_normal","0.1","107811","19460046","1","0.1","946"
"","93","","","0","","0.5","19460047","","","946"
"","32","","","0","","115","19460048","","","946"
"","32","","","0","","122411","19460049","","","946"
"-180","2","","0","-910","","122411","19460050","","","946"
"-180","33","","0","-910","","115","19460051","","","946"
"-180","2","","4.80140774258421","1000","","122411","19460052","","","946"
"-180","33","","4.80140774258421","1000","","115","19460053","","","946"
"","32","","","1","","115","19460054","","","946"
"1","3","","","46_hiyori_flutterKickFast","0.1","122411","19460055","","","946"
"","93","","","0","","1.5","19460056","","","946"
"","21","","0","vo_fpc_30608","","vo_fpc","19460057","","","946"
"15","11","1","1","哇──！","0","122411","19460058","0","0","946"
"","93","","","0","","0.766666666666667","19460059","","","946"
"","93","","","0","","1.5","19460060","","","946"
"","91","","","","","19460052","19460061","","","946"
"","3","","46_tamaki_talk3_loop","46_tamaki_talk3","0.1","107911","19460062","1","0.1","946"
"","21","","0","vo_fpc_30609","","vo_fpc","19460063","","","946"
"7","11","0.5","1","……咦？這個泳池\n應該相當地長才對喵。","0","107911","19460064","0","0","946"
"","91","","","","","0","19460065","","","946"
"0","3","","46_kyaru_idle_normal2_loop","46_kyaru_idle_normal2","0.1","107811","19460066","1","0.1","946"
"","32","","","0","","115","19460067","","","946"
"-180","2","","0","-910","","122411","19460068","","","946"
"-180","33","","0","-910","","115","19460069","","","946"
"-180","2","","2.1606334841629","1000","","122411","19460070","","","946"
"-180","33","","2.1606334841629","1000","","115","19460071","","","946"
"","32","","","1","","115","19460072","","","946"
"0","23","","","se_10053800_946_hiyori","1","se_10053800","19460073","","","946"
"","93","","","0","","0.5","19460074","","","946"
"","21","","0","vo_fpc_30610","","vo_fpc","19460075","","","946"
"27","11","1","1","哇──！","0","122411","19460076","0","0","946"
"","93","","","0","","0.65","19460077","","","946"
"","93","","","0","","1.5","19460078","","","946"
"0","3","","46_kyaru_surprise_loop","46_kyaru_surprise","0.1","107811","19460079","1","0.1","946"
"","3","","46_tamaki_talk4_loop","46_tamaki_talk4","0.1","107911","19460080","1","0.1","946"
"","21","","0","vo_fpc_30611","","vo_fpc","19460081","","","946"
"7","11","0.5","1","她剛剛才剛通過這裡吧？\n是游得多快啊！？","0","107811","19460082","0","0","946"
"","91","","","","","0","19460083","","","946"
"","32","","","0","","115","19460084","","","946"
"-180","2","","0","-910","","122411","19460085","","","946"
"-180","33","","0","-910","","115","19460086","","","946"
"-180","2","","2.1606334841629","1000","","122411","19460087","","","946"
"-180","33","","2.1606334841629","1000","","115","19460088","","","946"
"","32","","","1","","115","19460089","","","946"
"0","23","","","se_10053800_946_hiyori","1","se_10053800","19460090","","","946"
"","93","","","0","","0.5","19460091","","","946"
"","21","","0","vo_fpc_30612","","vo_fpc","19460092","","","946"
"20","11","1","1","好──好玩！","0","122411","19460093","0","0","946"
"","93","","","0","","0.8","19460094","","","946"
"","93","","","0","","1.5","19460095","","","946"
"1","3","","","46_cmn_run","0.1","107911","19460096","","","946"
"1","3","","","46_cmn_run","0.1","107811","19460097","","","946"
"-15","2","","2.8657616892911","800","","107911","19460098","","","946"
"-15","2","","3.46907993966818","800","","107811","19460099","","","946"
"","91","","","","","0","19460100","","","946"
"22","1","cmn_float_r","-850","129411","1.75","1","19470001","-180","0","947"
"23","5","empty","320","31","1.75","3","19470002","-180","0","947"
"12","1","cmn_float","-1100","129511","1.75","1","19470003","-125","0","947"
"13","5","empty","70","32","1.75","3","19470004","-125","0","947"
"22","5","47_yuni_float","-900","26","1.75","26","19470005","-180","0","947"
"-820","31","","-180","61","1","6","19470006","1","","947"
"320","31","","-180","41","0","4","19470007","1","","947"
"320","31","","-180","1031","0","103","19470008","1","","947"
"320","31","","-180","1241","0","124","19470009","1","","947"
"320","31","","-180","91","0","9","19470010","1","","947"
"850","31","","-180","101","1","10","19470011","1","","947"
"-1100","31","","-125","62","1","6","19470012","1","","947"
"70","31","","-125","42","0","4","19470013","1","","947"
"70","31","","-125","1032","0","103","19470014","1","","947"
"70","31","","-125","1242","0","124","19470015","1","","947"
"70","31","","-125","92","0","9","19470016","1","","947"
"850","31","","-125","102","1","10","19470017","1","","947"
"-900","31","","-180","26","1","102","19470018","1","","947"
"-975","31","","0","1009","0","1009","19470019","1","","947"
"-310","31","","0","1010","0","1010","19470020","1","","947"
"570","31","","30","1011","0","1011","19470021","1","","947"
"1","23","","","se_fpc_water_random","1","se_10053800","19470022","","","947"
"","91","","","","","19470021","19470023","","","947"
"1","3","","","cmn_float_r","0.1","129411","19470024","","","947"
"-180","2","","6.88235294117647","320","","129411","19470025","12","","947"
"-180","33","","6.88235294117647","350","","61","19470026","12","","947"
"-125","2","","6.88235294117647","70","","129511","19470027","12","","947"
"-125","33","","6.88235294117647","70","","62","19470028","12","","947"
"0","33","","6.88235294117647","195","","1009","19470029","12","","947"
"","32","","","1","","1009","19470030","","","947"
"","91","","","","","19470025","19470031","","","947"
"-180","2","","4.55882352941176","-280","","26","19470032","12","","947"
"-180","33","","4.55882352941176","-280","","26","19470033","12","","947"
"","91","","","","","19470032","19470034","","","947"
"","32","","","0","","1009","19470035","","","947"
"","21","","0","vo_fpc_30701","","vo_fpc","19470036","","","947"
"4","11","0.5","1","流逝的泳池水源源不絕，\n而且那並非原本的水……是嗎。","0","26","19470037","0","0","947"
"","91","","","","","0","19470038","","","947"
"","21","","0","vo_fpc_30702","","vo_fpc","19470039","","","947"
"4","11","1","1","喲，各位，玩得天真無邪呢。\n這世界的無常真令我感到虛幻啊。\n講白一點，\n我把羅塞塔弄丟了。","0","26","19470040","0","0","947"
"","91","","","","","0","19470041","","","947"
"0","3","","47_cmn_surprise_loop","47_chieru_surprise_in","0.1","129511","19470042","1","0.1","947"
"-125","33","","0.2","100","","62","19470043","12","","947"
"0","3","","47_cmn_surprise_loop","47_kuroe_surprise_in","0.1","129411","19470044","1","0.1","947"
"","21","","0","vo_fpc_30703","","vo_fpc","19470045","","","947"
"17","11","0.5","1","喂……\n妳在搞什麼啦，得快去找才行……！","0","129411","19470046","0","0","947"
"","91","","","","","0","19470047","","","947"
"0","3","","cmn_swm_diving","47_cmn_diving_in","0.1","129411","19470048","1","0.1","947"
"","93","","","0","","0.2","19470049","","","947"
"","32","","","0","","61","19470050","","","947"
"","32","","","1","","1031","19470051","","","947"
"","32","","","1","","91","19470052","","","947"
"-180","2","","1.59879336349925","850","","129411","19470053","","","947"
"-180","33","","1.59879336349925","850","","91","19470054","","","947"
"0","3","","cmn_swm_diving","47_cmn_diving_in","0.1","129511","19470055","1","0.1","947"
"","93","","","0","","0.2","19470056","","","947"
"","32","","","0","","62","19470057","","","947"
"","32","","","1","","1032","19470058","","","947"
"","32","","","1","","92","19470059","","","947"
"-125","2","","1.96078431372549","850","","129511","19470060","","","947"
"-125","33","","1.96078431372549","850","","92","19470061","","","947"
"","91","","","","","19470060","19470062","","","947"
"","32","","","0","","91","19470063","","","947"
"","32","","","0","","92","19470064","","","947"
"-125","2","","2.94117647058824","70","","129511","19470065","12","","947"
"-125","33","","2.94117647058824","70","","102","19470066","12","","947"
"1","3","","","cmn_swm_diving_r","0.1","129511","19470067","","","947"
"","93","","","0","","1","19470068","","","947"
"","21","","0","vo_fpc_30704","","vo_fpc","19470069","","","947"
"13","11","0.5","1","有找到嗎？","0","26","19470070","0","0","947"
"","93","","","0","","0.9","19470071","","","947"
"","93","","","0","","1","19470072","","","947"
"","91","","","","","19470065","19470073","","","947"
"0","3","","47_yuni_surprise_loop","47_yuni_surprise_in","0.1","26","19470074","1","0.1","947"
"0","3","","47_cmn_item_loop","47_cmn_item_in","0.1","129511","19470075","1","0.1","947"
"0","3","","47_cmn_item_loop_book","47_cmn_item_in_book","0.1","32","19470076","1","0.1","947"
"","93","","","0","","0.2","19470077","","","947"
"","32","","","1","","42","19470078","","","947"
"","32","","","1","","1242","19470079","","","947"
"","32","","","0","","102","19470080","","","947"
"","21","","0","vo_fpc_30705","","vo_fpc","19470081","","","947"
"6","11","1","1","有優妮學姐的書。","0","129511","19470082","0","0","947"
"","93","","","0","","1.8","19470083","","","947"
"-180","2","","1.99849170437406","320","","129411","19470084","12","","947"
"-180","33","","1.99849170437406","320","","101","19470085","12","","947"
"1","3","","","cmn_swm_diving_r","0.1","129411","19470086","","","947"
"","93","","","0","","1.5","19470087","","","947"
"","91","","","","","19470084","19470088","","","947"
"0","3","","47_cmn_item_loop","47_cmn_item_in","0.1","129411","19470089","1","0.1","947"
"0","3","","47_cmn_item_loop_weapon","47_cmn_item_in_weapon","0.1","31","19470090","1","0.1","947"
"","93","","","0","","0.2","19470091","","","947"
"","32","","","1","","41","19470092","","","947"
"","32","","","1","","1241","19470093","","","947"
"","32","","","0","","101","19470094","","","947"
"","21","","0","vo_fpc_30706","","vo_fpc","19470095","","","947"
"7","11","1","1","有優妮學姐的斧頭還是長槍。","0","129411","19470096","0","70","947"
"","91","","","","","0","19470097","","","947"
"","32","","","1","","1011","19470098","","","947"
"","21","","0","vo_fpc_30707","","vo_fpc","19470099","","","947"
"5","11","1","1","砰～！\n警告優妮博士！\n泳池並不是垃圾桶！","730","26","19470100","0","140","947"
"","93","","","0","","5.25","19470101","","","947"
"","93","","","0","","1.5","19470102","","","947"
"1","3","","","47_yuni_float","0.3","26","19470103","","","947"
"","32","","","1","","1010","19470104","","","947"
"","93","","","0","","1.5","19470105","","","947"
"0","3","","cmn_float","47_cmn_float_in","0.1","129511","19470106","1","0.1","947"
"0","3","","empty","47_cmn_float_in_book","0.1","32","19470107","0","0.1","947"
"0","3","","cmn_float","47_cmn_float_in","0.1","129411","19470108","1","0.1","947"
"0","3","","empty","47_cmn_float_in_weapon","0.1","31","19470109","0","0.1","947"
"","93","","","0","","1.1","19470110","","","947"
"-180","2","","3.07692307692308","1000","","129411","19470111","","","947"
"-180","33","","3.07692307692308","1000","","41","19470112","","","947"
"-180","2","","5.79185520361991","1000","","26","19470113","","","947"
"-180","33","","5.79185520361991","1000","","26","19470114","","","947"
"-125","2","","4.20814479638009","1000","","129511","19470115","","","947"
"-125","33","","4.20814479638009","1000","","42","19470116","","","947"
"","91","","","","","19470113","19470117","","","947"
"","23","","","se_fpc_water_random","","se_10053800","19510001","","","951"
"22","5","cmn_float_monster_01","-850","1","1.75","1","19510002","-180","0","951"
"-180","2","","15","850","","1","19510003","","","951"
"","23","","","se_fpc_water_random","","se_10053800","19520001","","","952"
"22","5","cmn_float_monster_02","-850","1","1.75","1","19520002","-180","0","952"
