69aec0c591b78dfacc136d5475fc06ce2cca2e7fcdd5c0402b6606be89e403ab,7db8b19c3e49f6a34138584a588b867579135ed14360bd9abcc1752a3a54b492,8df1fd54929d1a47f03b859d5561e9e023463997942afb8abe82c04d2c89c8a2,f5be549b4755ccdaedf33772bee660864762ca20b06ebed6c2165357bb18c5c2,f51465341dbf02b59b4f21553ea5bf9a0b451ec45eadc2538d16f66ca182fcf5,6023ab2ba89b8d4c47456401a52d9a14bc45c82831eaf5f815e887b412f2e027,5f3fcd71532ae4fee012072ca95b7e124fbc2e74ca86b63d1a36c19ef5fe027d,fa0a2feec9fad3afbde371dd853fe9c7a7a3929a75c3b1b3891b6236902b03ab,79a79405817cdbd31a2f04c13b8c9b8ed2a1072cf23342f62c405b83164acd5b,f9f2509ca184ea8a7fba0da140a9d1ac09151e5bb38ab4d53202d7fd44732a66,8215dc52e11f1c352c17f0aa136fc3a8c7ad5c1782fdcd688cf372de9342acdf,95c13a72ec45884b36324f0199ec901b3217e99e49a4513967dcad978b818981,58dc2fe0fe01c4becbb4a2492af1646c4b20961a640ebab8f6644289e8a57073,ead0f6999a64663d27eea81ec5b43cee6b177daad9795c2f2815d5a421a64bbe,80fbb56a28d0cb854076f0a1d148ad88a1ec0c6fd2f9dd80c70af7577a4de3d5,d9f1fa505426349883d71ec4c3c9787aada6a54afec0b1a7c883b8a05742d993,2a15a94924b769e629b2888d0f1106d05d4c18f2c1a82f97bba24633208843e9,efef0dbd150bc7e3203f81287e37a51555a2907d8602e0ecabb4d18160831ab4,4d39914288e0a1a2e63efa51b2a2835717f8bd45caff23e1632a2460a3b6a3c4
"2645","0","5","0","0","181101","0","0","0","6","250","31","29","0","0","393","0","0","10"
"3310","0","5","0","0","181101","0","0","0","7","620","45","45","0","0","609","0","0","10"
"4180","0","5","0","0","181101","0","0","0","8","975","61","61","0","6","810","0","4","10"
"5030","15","5","20","0","181101","0","0","0","9","975","79","86","0","6","990","0","14","50"
"6060","25","5","30","0","181101","0","0","0","10","1435","101","115","0","6","1165","5","23","50"
"7160","39","15","30","0","181101","0","0","0","11","1435","129","138","2","6","1404","5","25","50"
"8000","56","35","30","0","181101","0","0","0","12","1535","161","168","4","6","1619","8","25","50"
"8480","71","37","30","0","181101","0","0","0","13","1735","200","196","4","6","1892","14","28","50"
"8760","95","39","30","0","181101","0","0","0","14","1835","232","221","4","6","2290","14","28","58"
"9070","123","39","30","0","181101","0","0","0","15","1935","264","249","4","6","2705","14","28","58"
"9430","147","39","30","0","181101","0","0","0","16","2085","309","293","4","6","3003","14","28","58"
"9880","177","39","30","0","181101","0","0","0","17","2135","347","344","4","9","3323","14","28","58"
"10230","226","39","30","0","181101","0","0","0","18","2135","391","382","4","14","3749","14","28","58"
"10460","287","39","30","0","181101","0","0","0","19","2230","434","427","4","14","4285","14","28","58"
"10625","325","39","30","0","181101","0","0","0","20","2325","486","483","4","14","4838","14","28","58"
"10865","371","39","30","0","181101","0","0","0","21","2325","540","527","4","14","5530","14","28","58"
"11630","405","39","30","0","181101","0","0","0","22","2325","601","582","4","14","6243","14","28","78"
"12540","435","39","30","0","181101","0","0","0","23","2325","679","655","4","14","6934","14","28","98"
"13640","467","39","30","0","181101","0","0","0","24","2325","777","744","4","14","7550","14","28","98"
"14920","511","39","30","0","181101","0","0","0","25","2325","856","816","4","14","8518","14","28","98"
"17415","544","39","30","0","181101","0","0","0","26","2325","923","888","4","14","9564","14","28","98"
"20725","562","39","30","0","181101","0","0","0","27","2325","988","957","4","14","10662","14","28","98"
"24365","571","39","30","0","181101","0","0","0","28","2325","1058","1027","4","14","11828","14","28","98"
"27055","599","39","30","0","181101","0","0","0","29","2325","1074","1043","4","14","13797","14","28","98"
"31440","608","39","30","0","181101","0","0","0","30","2325","1152","1121","4","14","15113","14","28","98"
"36050","617","39","30","0","181101","0","0","0","31","2325","1233","1202","4","14","16485","14","28","98"
"41065","626","39","30","0","181101","0","0","0","32","2325","1316","1285","4","14","17902","14","28","98"
"46645","635","39","30","0","181101","0","0","0","33","2325","1401","1370","4","14","19383","14","28","98"
"52885","644","39","30","0","181101","0","0","0","34","2325","1487","1456","4","14","20928","14","28","98"
"59685","653","39","30","0","181101","0","0","0","35","2325","1574","1543","4","14","22548","14","28","98"
"66895","662","39","30","0","181101","0","0","0","36","2325","1662","1631","4","14","24224","14","28","98"
"110","0","0","0","0","181201","0","0","0","2","25","2","0","0","0","25","0","0","0"
"380","0","0","0","0","181201","0","0","0","3","75","5","1","0","0","76","0","0","0"
"845","0","0","0","0","181201","0","0","0","4","105","9","2","0","0","181","0","0","5"
"1385","0","10","0","0","181201","0","0","0","5","105","14","4","0","3","330","0","0","25"
"2250","0","10","0","0","181201","0","0","0","6","195","25","6","0","3","540","0","0","40"
"3220","0","10","0","0","181201","0","0","0","7","665","37","8","0","3","787","0","0","40"
"4110","0","10","0","0","181201","0","0","0","8","900","45","10","0","3","1119","0","0","55"
"4665","20","10","0","0","181201","0","0","0","9","900","54","12","0","3","1512","0","9","95"
"4875","50","20","0","0","181201","0","0","0","10","900","60","18","5","3","1968","0","18","110"
"5295","98","30","0","0","181201","0","0","0","11","900","64","23","7","5","2431","13","22","110"
"6045","130","30","0","0","181201","0","0","0","12","900","70","27","9","5","2916","29","25","110"
"6575","163","30","0","0","181201","0","0","0","13","900","76","33","9","5","3446","45","25","143"
"6995","214","30","0","0","181201","0","0","0","14","900","81","37","9","5","4064","48","25","176"
"7355","280","30","0","0","181201","0","0","0","15","900","87","43","9","5","4715","48","25","196"
"7655","374","30","0","0","181201","0","0","0","16","900","95","45","9","5","5417","51","25","196"
"7905","472","30","0","0","181201","0","0","0","17","900","101","49","9","5","6166","54","25","196"
"8250","610","30","0","0","181201","0","0","0","18","900","104","54","9","5","6984","54","25","196"
"8635","745","30","0","0","181201","0","0","0","19","900","113","61","9","5","7870","54","25","196"
"9115","885","30","0","0","181201","0","0","0","20","900","126","66","9","5","8852","54","25","196"
"9475","1036","30","0","0","181201","0","0","0","21","900","132","71","9","5","9978","54","25","196"
"9745","1180","30","0","0","181201","0","0","0","22","900","143","79","9","5","11262","54","25","196"
"10130","1269","30","0","0","181201","0","0","0","23","900","148","87","9","5","12726","54","25","196"
"11100","1346","30","0","0","181201","0","0","0","24","900","148","87","9","5","14310","54","25","196"
"11470","1423","30","0","0","181201","0","0","0","25","900","154","96","9","5","16045","54","25","196"
"12395","1480","30","0","0","181201","0","0","0","26","900","154","96","9","5","17952","54","25","196"
"13215","1516","30","0","0","181201","0","0","0","27","900","159","103","9","5","19933","54","25","196"
"14340","1543","30","0","0","181201","0","0","0","28","900","159","103","9","5","22073","54","25","196"
"15260","1571","30","0","0","181201","0","0","0","29","900","164","108","9","5","24351","54","25","196"
"15860","1600","30","0","0","181201","0","0","0","30","900","169","113","9","5","26814","54","25","196"
"16985","1629","30","0","0","181201","0","0","0","31","900","169","113","9","5","29378","54","25","196"
"17685","1658","30","0","0","181201","0","0","0","32","900","175","119","9","5","32041","54","25","196"
"18855","1686","30","0","0","181201","0","0","0","33","900","181","125","9","5","34798","54","25","196"
"19755","1713","30","0","0","181201","0","0","0","34","900","187","131","9","5","37735","54","25","196"
"21025","1740","30","0","0","181201","0","0","0","35","900","193","137","9","5","40778","54","25","196"
"21925","1767","30","0","0","181201","0","0","0","36","900","200","144","9","5","43964","54","25","196"
"0","0","0","0","0","400401","0","0","0","2","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","3","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","4","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","5","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","6","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","7","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","8","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","9","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","10","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","11","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","12","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","13","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","14","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","15","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","16","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","17","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","18","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","19","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","20","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","21","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","22","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","23","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","24","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","25","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","26","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","27","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","28","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","29","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","30","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","31","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","34","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","35","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","400401","0","0","0","36","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","2","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","3","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","4","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","5","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","6","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","7","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","8","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","9","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","10","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","11","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","12","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","13","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","14","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","15","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","16","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","17","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","18","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","19","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","20","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","21","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","22","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","23","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","24","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","25","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","26","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","27","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","28","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","29","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","30","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","31","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","34","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","35","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403101","0","0","0","36","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","2","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","3","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","4","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","5","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","6","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","7","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","8","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","9","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","10","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","11","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","12","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","13","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","14","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","15","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","16","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","17","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","18","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","19","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","20","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","21","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","22","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","23","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","24","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","25","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","26","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","27","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","28","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","29","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","30","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","31","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","403102","0","0","0","32","0","0","0","0","0","0","0","0","0"
