066d365a27488a51b6d14358497acd9aef38dce17606875811c61e43d2470d69,3dc4721a6d4b4e4c2c2d69099f3a51f30f09a4cac1da8151f0e9709dc1354c28,c50d7e2f68a80a1761d8391fc1207be267ec937213dd9bb57a16beec2ac6e62d,ff35ec30a7e50a4668a43e435e6582d52f9673e84a287e67eec98305ac54b98a,f2fe0e1658dc0bd0b9326800335188f158d14097149ddd03ecd9407e522a2aa0,95f9df115b9771c1dabe4a396198f0e9d40944ba04eccc49d30c89ad3a98d6e3,f7f87db83d72f6879788afab50d888c879201a47c59d172d3ade6ba3b695e98e,139cf14f0e4b56deff38adaa7307ea224fc6d1425cf55aa8952b941d7aabda09,0dac6e201ec63f855406227ac610fd63639b477c1100d6bc9281bd95299ec845,ea782b42c5af91c95ecbb00f39401fd7e36c0dde26a521a1ec0f2fa1c5af1d27,bd6320ec92bb05871b8f745c6e9322b80b0736223b277857da38acb338c4ae64
"0","1","0","11","946","0","7","107811","0.5","19460082","她剛剛才剛通過這裡吧？\n是游得多快啊！？"
"","","","91","946","","","0","","19460083",""
"","","","32","946","","","115","","19460084","0"
"","0","","2","946","","-180","122411","","19460085","-910"
"","0","","33","946","","-180","115","","19460086","-910"
"","2.1606334841629","","2","946","","-180","122411","","19460087","1000"
"","2.1606334841629","","33","946","","-180","115","","19460088","1000"
"","","","32","946","","","115","","19460089","1"
"","","1","23","946","","0","se_10053800","","19460090","se_10053800_946_hiyori"
"","","","93","946","","","0.5","","19460091","0"
"","0","","21","946","","","vo_fpc","","19460092","vo_fpc_30612"
"0","1","0","11","946","0","20","122411","1","19460093","好──好玩！"
"","","","93","946","","","0.8","","19460094","0"
"","","","93","946","","","1.5","","19460095","0"
"","","0.1","3","946","","1","107911","","19460096","46_cmn_run"
"","","0.1","3","946","","1","107811","","19460097","46_cmn_run"
"","2.8657616892911","","2","946","","-15","107911","","19460098","800"
"","3.46907993966818","","2","946","","-15","107811","","19460099","800"
"","","","91","946","","","0","","19460100",""
"-180","-850","1.75","1","947","0","22","1","cmn_float_r","19470001","129411"
"-180","320","1.75","5","947","0","23","3","empty","19470002","31"
"-125","-1100","1.75","1","947","0","12","1","cmn_float","19470003","129511"
"-125","70","1.75","5","947","0","13","3","empty","19470004","32"
"-180","-900","1.75","5","947","0","22","26","47_yuni_float","19470005","26"
"1","-180","1","31","947","","-820","6","","19470006","61"
"1","-180","0","31","947","","320","4","","19470007","41"
"1","-180","0","31","947","","320","103","","19470008","1031"
"1","-180","0","31","947","","320","124","","19470009","1241"
"1","-180","0","31","947","","320","9","","19470010","91"
"1","-180","1","31","947","","850","10","","19470011","101"
"1","-125","1","31","947","","-1100","6","","19470012","62"
"1","-125","0","31","947","","70","4","","19470013","42"
"1","-125","0","31","947","","70","103","","19470014","1032"
"1","-125","0","31","947","","70","124","","19470015","1242"
"1","-125","0","31","947","","70","9","","19470016","92"
"1","-125","1","31","947","","850","10","","19470017","102"
"1","-180","1","31","947","","-900","102","","19470018","26"
"1","0","0","31","947","","-975","1009","","19470019","1009"
"1","0","0","31","947","","-310","1010","","19470020","1010"
"1","30","0","31","947","","570","1011","","19470021","1011"
"","","1","23","947","","1","se_10053800","","19470022","se_fpc_water_random"
"","","","91","947","","","19470021","","19470023",""
"","","0.1","3","947","","1","129411","","19470024","cmn_float_r"
"12","6.88235294117647","","2","947","","-180","129411","","19470025","320"
"12","6.88235294117647","","33","947","","-180","61","","19470026","350"
"12","6.88235294117647","","2","947","","-125","129511","","19470027","70"
"12","6.88235294117647","","33","947","","-125","62","","19470028","70"
"12","6.88235294117647","","33","947","","0","1009","","19470029","195"
"","","","32","947","","","1009","","19470030","1"
"","","","91","947","","","19470025","","19470031",""
"12","4.55882352941176","","2","947","","-180","26","","19470032","-280"
"12","4.55882352941176","","33","947","","-180","26","","19470033","-280"
"","","","91","947","","","19470032","","19470034",""
"","","","32","947","","","1009","","19470035","0"
"","0","","21","947","","","vo_fpc","","19470036","vo_fpc_30701"
"0","1","0","11","947","0","4","26","0.5","19470037","流逝的泳池水源源不絕，\n而且那並非原本的水……是嗎。"
"","","","91","947","","","0","","19470038",""
"","0","","21","947","","","vo_fpc","","19470039","vo_fpc_30702"
"0","1","0","11","947","0","4","26","1","19470040","喲，各位，玩得天真無邪呢。\n這世界的無常真令我感到虛幻啊。\n講白一點，\n我把羅塞塔弄丟了。"
"","","","91","947","","","0","","19470041",""
"1","47_cmn_surprise_loop","0.1","3","947","0.1","0","129511","","19470042","47_chieru_surprise_in"
"12","0.2","","33","947","","-125","62","","19470043","100"
"1","47_cmn_surprise_loop","0.1","3","947","0.1","0","129411","","19470044","47_kuroe_surprise_in"
"","0","","21","947","","","vo_fpc","","19470045","vo_fpc_30703"
"0","1","0","11","947","0","17","129411","0.5","19470046","喂……\n妳在搞什麼啦，得快去找才行……！"
"","","","91","947","","","0","","19470047",""
"1","cmn_swm_diving","0.1","3","947","0.1","0","129411","","19470048","47_cmn_diving_in"
"","","","93","947","","","0.2","","19470049","0"
"","","","32","947","","","61","","19470050","0"
"","","","32","947","","","1031","","19470051","1"
"","","","32","947","","","91","","19470052","1"
"","1.59879336349925","","2","947","","-180","129411","","19470053","850"
"","1.59879336349925","","33","947","","-180","91","","19470054","850"
"1","cmn_swm_diving","0.1","3","947","0.1","0","129511","","19470055","47_cmn_diving_in"
"","","","93","947","","","0.2","","19470056","0"
"","","","32","947","","","62","","19470057","0"
"","","","32","947","","","1032","","19470058","1"
"","","","32","947","","","92","","19470059","1"
"","1.96078431372549","","2","947","","-125","129511","","19470060","850"
"","1.96078431372549","","33","947","","-125","92","","19470061","850"
"","","","91","947","","","19470060","","19470062",""
"","","","32","947","","","91","","19470063","0"
"","","","32","947","","","92","","19470064","0"
"12","2.94117647058824","","2","947","","-125","129511","","19470065","70"
"12","2.94117647058824","","33","947","","-125","102","","19470066","70"
"","","0.1","3","947","","1","129511","","19470067","cmn_swm_diving_r"
"","","","93","947","","","1","","19470068","0"
"","0","","21","947","","","vo_fpc","","19470069","vo_fpc_30704"
"0","1","0","11","947","0","13","26","0.5","19470070","有找到嗎？"
"","","","93","947","","","0.9","","19470071","0"
"","","","93","947","","","1","","19470072","0"
"","","","91","947","","","19470065","","19470073",""
"1","47_yuni_surprise_loop","0.1","3","947","0.1","0","26","","19470074","47_yuni_surprise_in"
"1","47_cmn_item_loop","0.1","3","947","0.1","0","129511","","19470075","47_cmn_item_in"
"1","47_cmn_item_loop_book","0.1","3","947","0.1","0","32","","19470076","47_cmn_item_in_book"
"","","","93","947","","","0.2","","19470077","0"
"","","","32","947","","","42","","19470078","1"
"","","","32","947","","","1242","","19470079","1"
"","","","32","947","","","102","","19470080","0"
"","0","","21","947","","","vo_fpc","","19470081","vo_fpc_30705"
"0","1","0","11","947","0","6","129511","1","19470082","有優妮學姐的書。"
"","","","93","947","","","1.8","","19470083","0"
"12","1.99849170437406","","2","947","","-180","129411","","19470084","320"
"12","1.99849170437406","","33","947","","-180","101","","19470085","320"
"","","0.1","3","947","","1","129411","","19470086","cmn_swm_diving_r"
"","","","93","947","","","1.5","","19470087","0"
"","","","91","947","","","19470084","","19470088",""
"1","47_cmn_item_loop","0.1","3","947","0.1","0","129411","","19470089","47_cmn_item_in"
"1","47_cmn_item_loop_weapon","0.1","3","947","0.1","0","31","","19470090","47_cmn_item_in_weapon"
"","","","93","947","","","0.2","","19470091","0"
"","","","32","947","","","41","","19470092","1"
"","","","32","947","","","1241","","19470093","1"
"","","","32","947","","","101","","19470094","0"
"","0","","21","947","","","vo_fpc","","19470095","vo_fpc_30706"
"0","1","0","11","947","70","7","129411","1","19470096","有優妮學姐的斧頭還是長槍。"
"","","","91","947","","","0","","19470097",""
"","","","32","947","","","1011","","19470098","1"
"","0","","21","947","","","vo_fpc","","19470099","vo_fpc_30707"
"0","1","730","11","947","140","5","26","1","19470100","砰～！\n警告優妮博士！\n泳池並不是垃圾桶！"
"","","","93","947","","","5.25","","19470101","0"
"","","","93","947","","","1.5","","19470102","0"
"","","0.3","3","947","","1","26","","19470103","47_yuni_float"
"","","","32","947","","","1010","","19470104","1"
"","","","93","947","","","1.5","","19470105","0"
"1","cmn_float","0.1","3","947","0.1","0","129511","","19470106","47_cmn_float_in"
"0","empty","0.1","3","947","0.1","0","32","","19470107","47_cmn_float_in_book"
"1","cmn_float","0.1","3","947","0.1","0","129411","","19470108","47_cmn_float_in"
"0","empty","0.1","3","947","0.1","0","31","","19470109","47_cmn_float_in_weapon"
"","","","93","947","","","1.1","","19470110","0"
"","3.07692307692308","","2","947","","-180","129411","","19470111","1000"
"","3.07692307692308","","33","947","","-180","41","","19470112","1000"
"","5.79185520361991","","2","947","","-180","26","","19470113","1000"
"","5.79185520361991","","33","947","","-180","26","","19470114","1000"
"","4.20814479638009","","2","947","","-125","129511","","19470115","1000"
"","4.20814479638009","","33","947","","-125","42","","19470116","1000"
"","","","91","947","","","19470113","","19470117",""
"","","","23","951","","","se_10053800","","19510001","se_fpc_water_random"
"-180","-850","1.75","5","951","0","22","1","cmn_float_monster_01","19510002","1"
"","15","","2","951","","-180","1","","19510003","850"
"","","","23","952","","","se_10053800","","19520001","se_fpc_water_random"
"-180","-850","1.75","5","952","0","22","1","cmn_float_monster_02","19520002","1"
"","15","","2","952","","-180","1","","19520003","850"
"","","","23","953","","","se_10053800","","19530001","se_fpc_water_random"
"-180","-850","1.75","5","953","0","22","1","cmn_float_monster_03","19530002","1"
"","15","","2","953","","-180","1","","19530003","850"
"","","","23","954","","","se_10053800","","19540001","se_fpc_water_random"
"-180","-850","1.75","5","954","0","22","1","cmn_float_monster_04","19540002","1"
"","15","","2","954","","-180","1","","19540003","850"
"","","","23","955","","","se_10053800","","19550001","se_fpc_water_random"
"-180","-850","1.75","5","955","0","22","1","cmn_float_monster_05","19550002","1"
"","15","","2","955","","-180","1","","19550003","850"
"","","","23","956","","","se_10053800","","19560001","se_fpc_water_random"
"-180","-850","1.75","5","956","0","22","1","cmn_float_monster_06","19560002","1"
"","15","","2","956","","-180","1","","19560003","850"
"","","","23","957","","","se_10053800","","19570001","se_fpc_water_random"
"-180","-850","1.75","5","957","0","22","1","cmn_float_monster_07","19570002","1"
"","15","","2","957","","-180","1","","19570003","850"
"","","","23","958","","","se_10053800","","19580001","se_fpc_water_random"
"-180","-850","1.75","5","958","0","22","1","cmn_float_monster_08","19580002","1"
"","15","","2","958","","-180","1","","19580003","850"
"","","","23","959","","","se_10053800","","19590001","se_fpc_water_random"
"-180","-850","1.75","5","959","0","22","1","cmn_float_monster_09","19590002","1"
"","15","","2","959","","-180","1","","19590003","850"
"","","","23","960","","","se_10053800","","19600001","se_fpc_water_random"
"-180","-850","1.75","5","960","0","22","1","cmn_float_monster_10","19600002","1"
"","15","","2","960","","-180","1","","19600003","850"
"","","","23","961","","","se_10053800","","19610001","se_fpc_water_random"
"-180","-850","1.75","5","961","0","22","1","cmn_float_monster_11","19610002","1"
"","15","","2","961","","-180","1","","19610003","850"
"","","","23","962","","","se_10053800","","19620001","se_fpc_water_random"
"-180","-850","1.75","5","962","0","22","1","cmn_float_monster_12","19620002","1"
"","15","","2","962","","-180","1","","19620003","850"
"","","","23","963","","","se_10053800","","19630001","se_fpc_water_random"
"-180","-850","1.75","5","963","0","22","1","cmn_float_monster_13","19630002","1"
"","15","","2","963","","-180","1","","19630003","850"
"","","","23","964","","","se_10053800","","19640001","se_fpc_water_random"
"-180","-850","1.75","5","964","0","22","1","cmn_float_monster_14","19640002","1"
"","15","","2","964","","-180","1","","19640003","850"
"","","","23","965","","","se_10053800","","19650001","se_fpc_water_random"
"-180","-850","1.75","5","965","0","22","1","cmn_float_monster_15","19650002","1"
"","15","","2","965","","-180","1","","19650003","850"
"","","","23","966","","","se_10053800","","19660001","se_fpc_water_random"
"-180","-850","1.75","5","966","0","22","1","cmn_float_monster_16","19660002","1"
"","15","","2","966","","-180","1","","19660003","850"
"","","","23","970","","","se_10053800","","19700001","se_fpc_water_random"
"-180","-850","1.75","5","970","0","22","1","cmn_float_item_01_Ball","19700002","1"
"","15","","2","970","","-180","1","","19700003","850"
"","","","23","971","","","se_10053800","","19710001","se_fpc_water_random"
"-180","-850","1.75","5","971","0","22","1","cmn_float_item_02_Ring","19710002","1"
"","15","","2","971","","-180","1","","19710003","850"
"","","","23","972","","","se_10053800","","19720001","se_fpc_water_random"
"-180","-850","1.75","5","972","0","22","1","cmn_float_item_03_Fish","19720002","1"
"","15","","2","972","","-180","1","","19720003","850"
"","","","23","973","","","se_10053800","","19730001","se_fpc_water_random"
"-180","-850","1.75","5","973","0","22","1","cmn_float_item_04_Shell","19730002","1"
"","15","","2","973","","-180","1","","19730003","850"
"","","","23","974","","","se_10053800","","19740001","se_fpc_water_random"
"-180","-850","1.75","5","974","0","22","1","cmn_float_item_05_Fruit","19740002","1"
"","15","","2","974","","-180","1","","19740003","850"
"","","","23","975","","","se_10053800","","19750001","se_fpc_water_random"
"-180","-850","1.75","5","975","0","22","1","cmn_float_item_06_Dolphin","19750002","1"
"","15","","2","975","","-180","1","","19750003","850"
"","","","23","976","","","se_10053800","","19760001","se_fpc_water_random"
"-180","-850","1.75","5","976","0","22","1","cmn_float_item_07_balloon","19760002","1"
"","15","","2","976","","-180","1","","19760003","850"
"","","","23","977","","","se_10053800","","19770001","se_fpc_water_random"
"-180","-850","1.75","5","977","0","22","1","cmn_float_item_08_Petigryphon","19770002","1"
"","15","","2","977","","-180","1","","19770003","850"
"","","","23","978","","","se_10053800","","19780001","se_fpc_water_random"
"-180","-850","1.75","5","978","0","22","1","cmn_float_item_09_Ball","19780002","1"
"","15","","2","978","","-180","1","","19780003","850"
"","","","23","979","","","se_10053800","","19790001","se_fpc_water_random"
"-180","-850","1.75","5","979","0","22","1","cmn_float_item_10_Board","19790002","1"
"","15","","2","979","","-180","1","","19790003","850"
"","","","23","980","","","se_10053800","","19800001","se_fpc_water_random"
"-180","-850","1.75","5","980","0","50","1","cmn_float_item_11_Sushi","19800002","1"
"-180","-925","1.75","5","980","0","50","1","cmn_float_item_11_Sushi","19800003","2"
"-180","-1000","1.75","5","980","0","50","1","cmn_float_item_11_Sushi","19800004","3"
"","15","","2","980","","-180","1","","19800005","850"
"","15","","2","980","","-180","2","","19800006","775"
"","15","","2","980","","-180","3","","19800007","700"
"","","","23","981","","","se_10053800","","19810001","se_fpc_water_random"
"-180","-850","1.75","5","981","0","50","1","cmn_float_item_11_Sushi","19810002","1"
"-180","-925","1.75","5","981","0","50","1","cmn_float_item_11_Sushi","19810003","2"
"-180","-1000","1.75","5","981","0","50","8","rolling","19810004","3"
"","15","","2","981","","-180","1","","19810005","850"
