10f28aac2cf884c1553f2287b1195ed63494c70588d7d89e1f0d8b193e185995,fc475327134b605741616aa289fbe1ab138cd0fc02f1548f6544a98026b95e53,a9f66c8619d5df483e68574b7062ba3020ecd515730e26060a8d9cdf48e5b483,e6e72111dce420bbd097f131b9c16ce90dd9cccb4b3e692b526a488fdd95078a,af7c9dc93334bf1a30727df0e4a96a75db41a94c36387d2e8e56efc31d1d9bc8,bbb1fec810c063829bfab9b5d0d379be272feb29fae71185aa7ddd094c9c9549,d446435c9356c61bdc4ece806d4255953943f2ed504997e6beeaaa20d3ac1d8d,25b53862fa6cabadcb81c2e92eb5d5273bddd60df8fbfbf291b69988c0493954,3be68fbd7a5b057958fb05e472774391ccf7fb637c1e7c2169a11defd6d6bc3c,9a83001a0fcde4c7d5a795a559d4ed731250d725d1229574708e4a331348544f,b4aa905035b327ee736d1f8edf89faef13491eec2840e8deb992987537eef49e,b6de204641f8be44d2af43efad2d6bfba978c5bc6f1f87538cf870f45f323dc7,99f31f3e7ed7c6e5d1708fe69c262b2d5970310f27594cf0300984b172515ccd,ae63b33a915eae53d487b13b01c832bb6ffaa5b2b8a27cfac360f2a3cca992f4,407160c9a46f94546459d042a88a1d276e6375408452e9108c88b59b771de09b,dd5718b5557c30e2d6f2e053d447f457a4c8aae77421a6a08e5ac53c6093a035,0ad3286952910de14b9489819e2fd7385207bbc0e2284423c6092331463a715e,a600c471378db333d645cb5936217ef140d618db6bedf636349518e125191c56,81ac90cd49976afed47cc29b0625cfca4610cdf89eb9d73f9547813bd6f76076,a3f459f6eccc9ad79be5ae5f86407193115a8602c4524fc9cbeff853eb112f2a,bf2f27166e54b99bfd7416b48895f88eb03386cd37bd3a5a2ce3c98f11575a75
"0","3000","92","0.5","0","0","0","1","0","","316704101","0","1","0","0","0","3","1","0","","1"
"0","0","26","2123","0","1","0","1","0","","316704102","0","2","0","316704103","0","7","1","0","","1"
"1.35","3000","1","36","0","0","0","2","0","","316704103","0","1","0","1","0","3","1","0","","1"
"0","3000","92","0.5","0","0","0","2","0","","316704301","0","1","0","0","0","3","2","0","","1"
"0.6","3000","1","16","0","0","0","2","0","","316704302","0","1","0","1","0","3","2","0","","1"
"90","0","17","100","0","0","0","3","0","","316704501","0","2","0","7","0","7","1","0","","1"
"90","3000","35","99","0","99","0","3","0","","316704502","0","2","0","1","99","7","1","123","","1"
"0","2160","92","0.5","0","0","0","3","0","","316704701","0","1","0","0","0","7","1","0","","1"
"0","2160","36","1200","0","0","120","3","2160","","316704702","0","1","0","3","0","7","1","0","","1"
"120","2160","38","1300","0","1","2160","3","0","","316704703","0","1","0","21","0","7","1","0","","1"
"120","2160","38","1300","0","1","2160","3","0","","316704704","0","1","0","41","0","7","1","0","","1"
"0","0","10","1","0","0","0","3","0","","316704705","0","2","0","21","90","7","1","1300","","1"
"0","0","10","1","0","0","0","3","0","","316704706","0","2","0","41","90","7","1","1300","","1"
"0","3000","10","2","0","0","0","3","0","","316704707","1","1","0","91","90","3","99","100","","1"
"90","0","17","100","0","0","0","3","0","","316704801","0","2","0","7","0","7","1","0","","1"
"0","0","10","1","0","0","0","3","1","","316704802","0","2","0","1020","90","7","1","50","","1"
"0","0","10","1","0","0","0","3","1","","316704803","0","2","0","1040","90","7","1","50","","1"
"90","0","17","100","0","0","0","3","0","","316704901","0","2","0","7","0","7","1","0","","1"
"0","0","10","1","0","0","0","3","1","","316704902","0","2","0","1020","90","7","1","50","","1"
"0","0","10","1","0","0","0","3","1","","316704903","0","2","0","1040","90","7","1","50","","1"
"90","3000","35","99","0","99","0","3","0","","316704904","0","2","0","1","99","7","1","123","","1"
"0","3000","92","0.5","0","0","0","1","0","","316705101","0","1","0","0","0","3","1","0","","1"
"0","0","26","2123","0","3","0","1","0","","316705102","0","2","0","316705103","0","7","1","0.8","","1"
"1","3000","1","10","0","0","0","2","0","","316705103","0","1","0","1","0","3","1","10","","1"
"90","3000","35","99","0","15","0","3","0","","316705104","0","2","0","1","15","7","1","123","","1"
"1","3000","10","2","0","1","0","1","0","","316705201","0","2","0","21","4.5","7","1","1","","1"
"1","3000","10","2","0","1","0","1","0","","316705202","0","2","0","41","4.5","7","1","1","","1"
"90","3000","35","99","0","10","0","3","0","","316705203","0","2","0","1","10","7","1","123","","1"
"0","0","26","2123","0","2","0","1","0","","316705204","0","2","0","316705205","0","7","1","1","","1"
"0","3000","10","2","0","1","0","1","0","","316705205","0","2","0","10","90","7","1","1","","1"
"0","0","26","2123","0","1","0","1","0","","316705206","0","2","0","316705207","0","7","1","10","","1"
"0","3000","16","1","0","0","0","3","1","","316705207","0","2","0","1","0","7","1","0","","1"
"0","3000","92","0.5","0","0","0","2","0","","316705301","0","1","0","0","0","3","2","0","","1"
"20","3000","1","10","0","0","0","2","0","","316705302","0","1","0","1","0","3","2","10","","1"
"90","3000","35","99","0","5","0","3","0","","316705303","0","2","0","1","5","7","1","123","","1"
"33","0","17","100","0","0","0","1","0","","316705401","0","2","0","3","0","7","1","0","","1"
"1","2160","10","2","0","1","0","3","0","","316705402","0","2","0","10","90","7","1","1","","1"
"90","2160","8","2","0","0","0","3","0","","316705403","0","2","0","2","0","7","1","0","","1"
"90","0","17","100","0","0","0","3","0","","316705501","0","2","0","7","0","7","1","0","","1"
"90","3000","35","99","0","10","0","3","0","","316705502","0","2","0","1","10","7","1","123","","1"
"0","0","17","100","0","0","0","0","0","","316705601","0","0","0","10","1","0","0","0","","1"
"90","3000","35","99","0","-5","0","3","0","","316705602","0","2","0","1","-5","7","1","123","","1"
"0","3000","92","0.5","0","0","0","2","0","","316705901","0","1","0","0","0","3","2","0","","1"
"2","3000","1","0","0","0","0","2","0","","316705902","0","1","0","1","0","3","2","60","","1"
"7","3000","1","1000","0","0","0","3","0","","316800101","0","1","0","1","0","3","99","50","","1"
"18","3000","9","500","0","0","0","3","0","","316800102","0","1","0","1","0","3","99","5","","1"
"3.5","3000","1","500","0","0","0","3","0","","316800201","0","1","0","1","0","3","3","25","","1"
"0","3000","10","2","0","1","0","3","0","","316800202","0","1","0","21","12","3","3","50","","1"
"0","3000","16","0","0","0","0","3","0","","316800203","0","1","0","2","0","3","3","1","","1"
"3.5","3000","1","500","0","0","0","1","0","","316800301","0","1","0","1","0","3","99","25","","1"
"0","3000","10","2","0","1","0","1","2","","316800302","0","1","0","21","12","3","99","50","","1"
"0","3000","23","0","0","316800304","0","1","0","","316800303","0","1","0","950","0","3","99","0","","1"
"12","3000","8","0.5","0","0","0","1","0","","316800304","0","1","0","1","0","3","99","0","","1"
"40","-1","17","100","0","0","0","1","0","","316800401","0","2","0","3","0","7","1","0","","1"
"90","-1","8","1.5","0","0","0","3","0","","316800402","0","2","0","2","0","7","1","0","","1"
"0","-1","10","2","0","1","0","3","0","","316800403","0","2","0","10","90","7","1","50","","1"
"7","3000","1","1000","0","0","0","3","0","","316800501","0","1","0","1","0","3","1","25","","1"
"90","0","17","100","0","0","0","1","0","","316800601","0","2","0","9","0","7","1","0","","1"
"1","0","10","1","0","2","0","1","0","","316800602","0","2","0","21","90","7","1","0","","1"
"1","0","10","1","0","2","0","1","0","","316800603","0","2","0","41","90","7","1","0","","1"
"90","0","17","100","0","0","0","1","0","","316800701","0","2","0","9","0","7","1","0","","1"
"1","0","10","1","0","2","0","1","0","","316800702","0","2","0","21","90","7","1","0","","1"
"1","0","10","1","0","2","0","1","0","","316800703","0","2","0","41","90","7","1","0","","1"
"90","0","17","100","0","0","0","1","0","","316800801","0","2","0","9","0","7","1","0","","1"
"1","0","10","1","0","2","0","1","0","","316800802","0","2","0","21","90","7","1","0","","1"
"1","0","10","1","0","2","0","1","0","","316800803","0","2","0","41","90","7","1","0","","1"
"90","0","17","100","0","0","0","3","0","","316800901","0","2","0","7","0","7","1","0","","1"
"1","0","10","1","0","0","0","3","1","","316800902","0","2","0","1020","90","7","1","0","","1"
"1","0","10","1","0","0","0","3","1","","316800903","0","2","0","1040","90","7","1","0","","1"
"12","3000","1","3000","0","0","0","3","0","","316900101","0","1","0","2","0","3","99","60","","1"
"0","3000","10","2","0","1","0","3","0","","316900102","0","1","0","41","18","3","99","50","","1"
"0","3000","23","0","0","316900104","0","3","0","","316900103","0","1","0","1400","0","3","99","0","","1"
"18","3000","9","750","0","0","0","3","0","","316900104","0","1","0","3","0","3","99","7.5","","1"
"3.5","3000","1","1000","0","0","0","3","0","","316900201","0","1","0","2","0","3","99","25","","1"
"0","3000","23","0","0","316900203","0","3","0","","316900202","0","1","0","970","0","3","99","0","","1"
"0","3000","69","8","0","1","0","3","0","","316900203","0","1","0","210100","87","3","99","0","","1"
"0","3000","49","100","0","0","0","3","0","","316900204","0","1","0","1","0","3","99","0","","1"
"5","3000","1","1500","0","0","0","3","0","","316900301","0","1","0","2","0","3","3","35","","1"
"6","3000","8","0","0","0","0","3","0","","316900302","0","1","0","7","0","3","3","0","","1"
"40","-1","17","100","0","0","0","1","0","","316900401","0","2","0","3","0","7","1","0","","1"
"90","-1","8","1.5","0","0","0","3","0","","316900402","0","2","0","2","0","7","1","0","","1"
"0","-1","10","2","0","1","0","3","0","","316900403","0","2","0","30","90","7","1","50","","1"
"10","3000","1","2500","0","0","0","3","0","","316900501","0","1","0","2","0","3","1","50","","1"
"90","0","17","100","0","0","0","3","0","","316900601","0","2","0","7","0","7","1","0","","1"
"1","0","10","1","0","0","0","3","1","","316900602","0","2","0","1020","90","7","1","0","","1"
"1","0","10","1","0","0","0","3","1","","316900603","0","2","0","1040","90","7","1","0","","1"
"10","3000","1","6000","0","0","0","3","0","","317000101","0","1","0","2","0","3","1","100","","1"
"0","3000","10","2","0","1","0","3","0","","317000102","0","1","0","41","18","3","1","50","","1"
"5","3000","1","3000","0","0","0","3","0","","317000201","0","1","0","1","0","4","1","50","","1"
"8640","3000","3","-2160","0","0","0","3","0","","317000202","0","1","0","6","0","4","1","0","","1"
"3","3000","8","0","0","0","0","3","0","","317000203","0","1","0","7","0","4","1","0","","1"
"5","3000","1","3000","0","0","0","3","0","","317000301","0","1","0","2","0","3","1","50","","1"
"5","3000","1","3000","0","0","0","3","0","","317000302","0","1","0","2","0","3","3","50","","1"
"1200","3000","3","300","0","0","0","3","0","","317000303","0","1","0","3","0","3","3","0","","1"
"40","-1","17","100","0","0","0","1","0","","317000401","0","2","0","3","0","7","1","0","","1"
"90","-1","8","1.5","0","0","0","3","0","","317000402","0","2","0","2","0","7","1","0","","1"
"0","-1","10","2","0","1","0","3","0","","317000403","0","2","0","30","90","7","1","50","","1"
"10","3000","1","4500","0","0","0","3","0","","317000501","0","1","0","2","0","3","1","75","","1"
"90","0","17","100","0","0","0","3","0","","317000601","0","2","0","7","0","7","1","0","","1"
"1","0","10","1","0","0","0","3","1","","317000602","0","2","0","1020","90","7","1","0","","1"
"1","0","10","1","0","0","0","3","1","","317000603","0","2","0","1040","90","7","1","0","","1"
"0","3000","46","30","0","1","0","3","0","","317100101","0","1","0","2","0","3","99","0.1","","1"
"0","3000","46","10","0","1","0","3","0","","317100201","0","1","0","2","0","3","99","0.05","","1"
"3","3000","8","0","0","0","0","3","0","","317100202","0","1","0","3","0","3","99","0","","1"
"0","3000","10","2","0","1","0","3","1","","317100203","0","1","0","21","12","3","99","50","","1"
"10","3000","1","6000","0","0","0","3","0","","317100301","0","1","0","1","0","3","1","100","","1"
"40","-1","17","100","0","0","0","1","0","","317100401","0","2","0","3","0","7","1","0","","1"
"90","-1","8","1.5","0","0","0","3","0","","317100402","0","2","0","2","0","7","1","0","","1"
"0","-1","10","2","0","1","0","3","0","","317100403","0","2","0","10","90","7","1","50","","1"
"0","3000","46","5","0","1","0","3","0","","317100501","0","1","0","1","0","3","1","0.03","","1"
"90","0","17","100","0","0","0","3","0","","317100601","0","2","0","7","0","7","1","0","","1"
"1","0","10","1","0","0","0","3","1","","317100602","0","2","0","1020","90","7","1","0","","1"
"1","0","10","1","0","0","0","3","1","","317100603","0","2","0","1040","90","7","1","0","","1"
"12","3000","1","6000","0","0","0","3","0","","317200101","0","1","0","1","0","3","1","100","","1"
"7","3000","1","6000","0","0","0","3","0","","317200201","0","1","0","1","0","3","1","100","","1"
"2400","3000","3","1200","0","0","0","3","0","","317200202","0","1","0","3","0","3","1","0","","1"
"0","-1","10","2","0","1","0","3","0","","317200301","0","2","0","10","90","7","1","50","","1"
"7","3000","1","6000","0","0","0","3","0","","317200401","0","1","0","1","0","3","1","100","","1"
"0","3000","10","2","0","1","0","3","1","","317200402","0","1","0","21","12","3","1","25","","1"
"50","-1","17","100","0","0","0","1","0","","317200501","0","2","0","3","0","7","1","0","","1"
"90","-1","8","1.5","0","0","0","3","0","","317200502","0","2","0","2","0","7","1","0","","1"
"0","-1","10","2","0","1","0","3","0","","317200503","0","2","0","10","90","7","1","50","","1"
"90","0","17","100","0","0","0","3","0","","317200601","0","2","0","7","0","7","1","0","","1"
"1","0","10","1","0","0","0","3","1","","317200602","0","2","0","1020","90","7","1","0","","1"
"1","0","10","1","0","0","0","3","1","","317200603","0","2","0","1040","90","7","1","0","","1"
"7","3000","1","1000","0","0","0","3","0","","317300101","0","1","0","1","0","3","99","50","","1"
"3.5","3000","1","500","0","0","0","3","0","","317300201","0","1","0","2","0","3","99","25","","1"
"0","3000","10","2","0","1","0","3","0","","317300202","0","1","0","21","12","3","99","50","","1"
"0","3000","10","2","0","1","0","3","0","","317300203","0","1","0","41","12","3","99","50","","1"
"7","3000","1","3000","0","0","0","3","0","","317300301","0","1","0","1","0","3","1","100","","1"
"40","-1","17","100","0","0","0","1","0","","317300401","0","2","0","3","0","7","1","0","","1"
"90","-1","8","1.5","0","0","0","3","0","","317300402","0","2","0","2","0","7","1","0","","1"
"0","-1","10","2","0","1","0","3","0","","317300403","0","2","0","10","90","7","1","100","","1"
"0","-1","10","2","0","1","0","3","0","","317300404","0","2","0","30","90","7","1","100","","1"
"7","3000","1","1000","0","0","0","3","0","","317300501","0","1","0","1","0","3","1","50","","1"
"90","0","17","100","0","0","0","3","0","","317300601","0","2","0","7","0","7","1","0","","1"
"1","0","10","1","0","0","0","3","1","","317300602","0","2","0","1020","90","7","1","0","","1"
"1","0","10","1","0","0","0","3","1","","317300603","0","2","0","1040","90","7","1","0","","1"
"7","3000","1","1000","0","0","0","3","0","","317400101","0","1","0","2","0","3","99","50","","1"
"3.5","3000","1","500","0","0","0","3","0","","317400201","0","1","0","1","0","3","99","25","","1"
"0","3000","10","2","0","1","0","3","0","","317400202","0","1","0","11","12","3","99","100","","1"
"0","3000","10","2","0","1","0","3","0","","317400203","0","1","0","31","12","3","99","100","","1"
"3.5","3000","1","500","0","0","0","3","0","","317400301","0","1","0","2","0","3","99","25","","1"
"0","3000","23","0","0","317400303","0","3","0","","317400302","317400304","1","0","940","0","3","99","0","","1"
"6","3000","8","0","0","0","0","3","0","","317400303","0","1","0","7","0","3","99","0","","1"
"3","3000","8","0","0","0","0","3","0","","317400304","0","1","0","7","0","3","99","0","","1"
"70","-1","17","100","0","0","0","1","0","","317400401","0","2","0","3","0","7","1","0","","1"
"90","-1","8","1.5","0","0","0","3","0","","317400402","0","2","0","2","0","7","1","0","","1"
"0","-1","10","2","0","1","0","3","0","","317400403","0","2","0","10","90","7","1","300","","1"
"0","-1","10","2","0","1","0","3","0","","317400404","0","2","0","30","90","7","1","300","","1"
"7","3000","1","1000","0","0","0","3","0","","317400501","0","1","0","2","0","3","1","50","","1"
"90","0","17","100","0","0","0","3","0","","317400601","0","2","0","7","0","7","1","0","","1"
"1","0","10","1","0","0","0","3","1","","317400602","0","2","0","1020","90","7","1","0","","1"
"1","0","10","1","0","0","0","3","1","","317400603","0","2","0","1040","90","7","1","0","","1"
"7","3000","1","1000","0","0","0","3","0","","317500101","0","1","0","2","0","3","99","50","","1"
"0","3000","23","0","0","317500103","0","3","0","","317500102","317500104","1","0","502","0","3","99","0","","1"
"18","3000","9","500","0","0","0","3","0","","317500103","0","1","0","2","0","3","99","10","","1"
"18","3000","9","250","0","0","0","3","0","","317500104","0","1","0","2","0","3","99","5","","1"
"0","-1","10","2","0","1","0","3","0","","317500201","0","2","0","10","12","7","1","25","","1"
"7","3000","1","1000","0","0","0","3","0","","317500202","0","1","0","1","0","3","99","50","","1"
"0","3000","49","100","0","0","0","3","0","","317500203","0","1","0","10","0","3","99","0","","1"
"7","500","1","1000","0","0","0","3","0","","317500301","0","1","0","2","0","3","99","50","","1"
"0","500","23","0","0","317500303","0","3","0","","317500302","0","1","0","502","0","3","99","0","","1"
"12","500","8","0.1","0","0","0","3","0","","317500303","0","1","0","1","0","3","99","0","","1"
"40","-1","17","100","0","0","0","1","0","","317500401","0","2","0","3","0","7","1","0","","1"
"90","-1","8","1.5","0","0","0","3","0","","317500402","0","2","0","2","0","7","1","0","","1"
"0","-1","10","2","0","1","0","3","0","","317500403","0","2","0","10","90","7","1","50","","1"
"0","-1","10","2","0","1","0","3","0","","317500404","0","2","0","30","90","7","1","50","","1"
"7","3000","1","1000","0","0","0","3","0","","317500501","0","1","0","1","0","3","1","50","","1"
"90","0","17","100","0","0","0","3","0","","317500601","0","2","0","7","0","7","1","0","","1"
"1","0","10","1","0","0","0","3","1","","317500602","0","2","0","1020","90","7","1","0","","1"
"1","0","10","1","0","0","0","3","1","","317500603","0","2","0","1040","90","7","1","0","","1"
"7","3000","1","1000","0","0","0","3","0","","317600101","0","1","0","2","0","3","99","50","","1"
"18","3000","9","250","0","0","0","3","0","","317600102","0","1","0","1","0","3","99","5","","1"
"7","500","1","1000","0","0","0","3","0","","317600201","0","1","0","1","0","3","99","50","","1"
"0","500","23","0","0","317600203","0","3","0","","317600202","0","1","0","502","0","3","99","0","","1"
