1faaee02670937315aa9f50a73f025ce8c26225dcd8bcdac69334a65b30e9d35,7e3354dbc7375761b573b440ec96e580897ef98c6526bd6f2227cee6003f8fc0,59f50ef87fb75fbdeaf37a5340f7a5ec62d5df5f6777cc1afafbab2c70349b4a,a95fd8d888a52aa0fed208ccdacab1da8292814f5826d8ab049fd7a2bca77bfc,2289b3429cf27d57466768288649eaca543dd475e8421703e1f1b75611221454
"2","2","10130042","22002","71130020"
"50000","12","10130043","94002","71130021"
"100000","12","10130044","94002","71130022"
"150000","12","10130045","94002","71130023"
"200000","12","10130046","94002","71130024"
"250000","12","10130047","94002","71130025"
"50","8","10130048","91002","71130026"
"1","2","10130049","31018","71130027"
"1","2","10130050","31018","71130028"
"2","2","10130051","31018","71130029"
"2","2","10130052","31018","71130030"
"4","2","10130053","31018","71130031"
"10","2","10130054","31018","71130032"
"100","2","10130055","61292","81130001"
"30000","12","10130056","94002","81130001"
"100","2","10130057","61292","81130002"
"30000","12","10130058","94002","81130002"
"2","2","10130059","31018","81130003"
"30","8","10130060","91002","81130003"
"2","2","10130061","31018","81130004"
"30","8","10130062","91002","81130004"
"100","2","10130063","61292","81130005"
"30000","12","10130064","94002","81130005"
"100","2","10130065","61292","81130006"
"30000","12","10130066","94002","81130006"
"2","2","10130067","31018","81130007"
"30","8","10130068","91002","81130007"
"100","8","10130069","91002","81130008"
"5","2","10131001","61302","61131001"
"5","2","10131002","61302","61131002"
"30","8","10131003","91002","71131001"
"1","2","10131004","22002","71131001"
"30","8","10131005","91002","71131002"
"1","2","10131006","22002","71131002"
"30","8","10131007","91002","71131003"
"1","2","10131008","22002","71131003"
"30","8","10131009","91002","71131004"
"1","2","10131010","22002","71131004"
"30","8","10131011","91002","71131005"
"1","2","10131012","22002","71131005"
"30","8","10131013","91002","71131006"
"1","2","10131014","22002","71131006"
"30","8","10131015","91002","71131007"
"1","2","10131016","22002","71131007"
"30","8","10131017","91002","71131008"
"1","2","10131018","22002","71131008"
"30","8","10131019","91002","71131009"
"1","2","10131020","22002","71131009"
"30","8","10131021","91002","71131010"
"1","2","10131022","22002","71131010"
"30","8","10131023","91002","71131011"
"1","2","10131024","22002","71131011"
"30","8","10131025","91002","71131012"
"1","2","10131026","22002","71131012"
"30","8","10131027","91002","71131013"
"1","2","10131028","22002","71131013"
"30","8","10131029","91002","71131014"
"1","2","10131030","22002","71131014"
"30","8","10131031","91002","71131015"
"1","2","10131032","22002","71131015"
"60","8","10131033","91002","71131016"
"2","2","10131034","22002","71131016"
"60","8","10131035","91002","71131017"
"2","2","10131036","22002","71131017"
"60","8","10131037","91002","71131018"
"2","2","10131038","22002","71131018"
"60","8","10131039","91002","71131019"
"2","2","10131040","22002","71131019"
"60","8","10131041","91002","71131020"
"2","2","10131042","22002","71131020"
"50000","12","10131043","94002","71131021"
"100000","12","10131044","94002","71131022"
"150000","12","10131045","94002","71131023"
"200000","12","10131046","94002","71131024"
"250000","12","10131047","94002","71131025"
"50","8","10131048","91002","71131026"
"1","2","10131049","31037","71131027"
"1","2","10131050","31037","71131028"
"1","2","10131051","31037","71131029"
"1","2","10131052","31037","71131030"
"1","2","10131053","31037","71131031"
"4","2","10131055","31037","71131033"
"1","2","10131056","31037","81131001"
"25","8","10131057","91002","81131001"
"50","2","10131058","61302","81131002"
"30000","12","10131059","94002","81131002"
"50","2","10131060","61302","81131003"
"30000","12","10131061","94002","81131003"
"1","2","10131062","31037","81131004"
"25","8","10131063","91002","81131004"
"50","2","10131064","61302","81131005"
"30000","12","10131065","94002","81131005"
"50","2","10131066","61302","81131006"
"30000","12","10131067","94002","81131006"
"1","2","10131068","31037","81131007"
"25","8","10131069","91002","81131007"
"50","8","10131070","91002","81131008"
"5","2","10132001","61312","61132001"
"5","2","10132002","61312","61132002"
"30","8","10132003","91002","71132001"
"1","2","10132004","22002","71132001"
"30","8","10132005","91002","71132002"
"1","2","10132006","22002","71132002"
"30","8","10132007","91002","71132003"
"1","2","10132008","22002","71132003"
"30","8","10132009","91002","71132004"
"1","2","10132010","22002","71132004"
"30","8","10132011","91002","71132005"
"1","2","10132012","22002","71132005"
"30","8","10132013","91002","71132006"
"1","2","10132014","22002","71132006"
"30","8","10132015","91002","71132007"
"1","2","10132016","22002","71132007"
"30","8","10132017","91002","71132008"
"1","2","10132018","22002","71132008"
"30","8","10132019","91002","71132009"
"1","2","10132020","22002","71132009"
"30","8","10132021","91002","71132010"
"1","2","10132022","22002","71132010"
"60","8","10132023","91002","71132016"
"2","2","10132024","22002","71132016"
"60","8","10132025","91002","71132017"
"2","2","10132026","22002","71132017"
"60","8","10132027","91002","71132018"
"2","2","10132028","22002","71132018"
"60","8","10132029","91002","71132019"
"2","2","10132030","22002","71132019"
"60","8","10132031","91002","71132020"
"2","2","10132032","22002","71132020"
"50000","12","10132033","94002","71132021"
"100000","12","10132034","94002","71132022"
"150000","12","10132035","94002","71132023"
"200000","12","10132036","94002","71132024"
"250000","12","10132037","94002","71132025"
"50","8","10132038","91002","71132026"
"1","2","10132039","31028","71132027"
"1","2","10132040","31028","71132028"
"2","2","10132041","31028","71132029"
"2","2","10132042","31028","71132030"
"4","2","10132043","31028","71132031"
"10","2","10132044","31028","71132032"
"2","2","10132045","31028","81132001"
"30","8","10132046","91002","81132001"
"100","2","10132047","61312","81132002"
"30000","12","10132048","94002","81132002"
"100","2","10132049","61312","81132003"
"30000","12","10132050","94002","81132003"
"2","2","10132051","31028","81132004"
"30","8","10132052","91002","81132004"
"100","2","10132053","61312","81132005"
"30000","12","10132054","94002","81132005"
"100","2","10132055","61312","81132006"
"30000","12","10132056","94002","81132006"
"2","2","10132057","31028","81132007"
"30","8","10132058","91002","81132007"
"100","8","10132059","91002","81132010"
"500000","12","10132060","94002","81132011"
"500000","12","10132061","94002","81132012"
"20","4","10132062","140001","81132013"
"1000000","12","10132063","94002","81132013"
"500000","12","10132064","94002","81132011"
"500000","12","10132065","94002","81132012"
"20","4","10132066","140001","81132013"
"1000000","12","10132067","94002","81132013"
"5","2","10133001","61322","61133001"
"5","2","10133002","61322","61133002"
"30","8","10133003","91002","71133001"
"1","2","10133004","22002","71133001"
"30","8","10133005","91002","71133002"
"1","2","10133006","22002","71133002"
"30","8","10133007","91002","71133003"
"1","2","10133008","22002","71133003"
"30","8","10133009","91002","71133004"
"1","2","10133010","22002","71133004"
"30","8","10133011","91002","71133005"
"1","2","10133012","22002","71133005"
"30","8","10133013","91002","71133006"
"1","2","10133014","22002","71133006"
"30","8","10133015","91002","71133007"
"1","2","10133016","22002","71133007"
"30","8","10133017","91002","71133008"
"1","2","10133018","22002","71133008"
"30","8","10133019","91002","71133009"
"1","2","10133020","22002","71133009"
"30","8","10133021","91002","71133010"
"1","2","10133022","22002","71133010"
"30","8","10133023","91002","71133011"
"1","2","10133024","22002","71133011"
"30","8","10133025","91002","71133012"
"1","2","10133026","22002","71133012"
"30","8","10133027","91002","71133013"
"1","2","10133028","22002","71133013"
"30","8","10133029","91002","71133014"
"1","2","10133030","22002","71133014"
"30","8","10133031","91002","71133015"
"1","2","10133032","22002","71133015"
"60","8","10133033","91002","71133016"
"2","2","10133034","22002","71133016"
"60","8","10133035","91002","71133017"
"2","2","10133036","22002","71133017"
"60","8","10133037","91002","71133018"
"2","2","10133038","22002","71133018"
"60","8","10133039","91002","71133019"
"2","2","10133040","22002","71133019"
"60","8","10133041","91002","71133020"
"2","2","10133042","22002","71133020"
"50000","12","10133043","94002","71133021"
"100000","12","10133044","94002","71133022"
"150000","12","10133045","94002","71133023"
"200000","12","10133046","94002","71133024"
"250000","12","10133047","94002","71133025"
"50","8","10133048","91002","71133026"
"1","2","10133049","31241","71133027"
"1","2","10133050","31241","71133028"
"1","2","10133051","31241","71133029"
"1","2","10133052","31241","71133030"
"1","2","10133053","31241","71133031"
"1","1","10133054","124101","71133032"
"4","2","10133055","31241","71133033"
"1","2","10133056","31241","81133001"
"25","8","10133057","91002","81133001"
"50","2","10133058","61322","81133002"
"30000","12","10133059","94002","81133002"
"50","2","10133060","61322","81133003"
"30000","12","10133061","94002","81133003"
"1","2","10133062","31241","81133004"
"25","8","10133063","91002","81133004"
"50","2","10133064","61322","81133005"
"30000","12","10133065","94002","81133005"
"50","2","10133066","61322","81133006"
"30000","12","10133067","94002","81133006"
"1","2","10133068","31241","81133007"
"25","8","10133069","91002","81133007"
"50","8","10133070","91002","81133008"
"5","2","10134001","61332","61134001"
"5","2","10134002","61332","61134002"
"30","8","10134003","91002","71134001"
"1","2","10134004","22002","71134001"
"30","8","10134005","91002","71134002"
"1","2","10134006","22002","71134002"
"30","8","10134007","91002","71134003"
"1","2","10134008","22002","71134003"
"30","8","10134009","91002","71134004"
"1","2","10134010","22002","71134004"
"30","8","10134011","91002","71134005"
"1","2","10134012","22002","71134005"
"30","8","10134013","91002","71134006"
"1","2","10134014","22002","71134006"
"30","8","10134015","91002","71134007"
"1","2","10134016","22002","71134007"
"30","8","10134017","91002","71134008"
"1","2","10134018","22002","71134008"
"30","8","10134019","91002","71134009"
"1","2","10134020","22002","71134009"
"30","8","10134021","91002","71134010"
"1","2","10134022","22002","71134010"
"60","8","10134023","91002","71134016"
"2","2","10134024","22002","71134016"
"60","8","10134025","91002","71134017"
"2","2","10134026","22002","71134017"
"60","8","10134027","91002","71134018"
"2","2","10134028","22002","71134018"
"60","8","10134029","91002","71134019"
"2","2","10134030","22002","71134019"
"60","8","10134031","91002","71134020"
"2","2","10134032","22002","71134020"
"50000","12","10134033","94002","71134021"
"100000","12","10134034","94002","71134022"
"150000","12","10134035","94002","71134023"
"200000","12","10134036","94002","71134024"
"250000","12","10134037","94002","71134025"
"50","8","10134038","91002","71134026"
"1","2","10134039","31283","71134027"
"1","2","10134040","31283","71134028"
"2","2","10134041","31283","71134029"
"2","2","10134042","31283","71134030"
"4","2","10134043","31283","71134031"
"1","1","10134044","128301","71134032"
"10","2","10134045","31283","71134033"
"100","2","10134046","61332","81134001"
"30000","12","10134047","94002","81134001"
"100","2","10134048","61332","81134002"
"30000","12","10134049","94002","81134002"
"2","2","10134050","31283","81134003"
"30","8","10134051","91002","81134003"
"2","2","10134052","31283","81134004"
"30","8","10134053","91002","81134004"
"100","2","10134054","61332","81134005"
"30000","12","10134055","94002","81134005"
"100","2","10134056","61332","81134006"
"30000","12","10134057","94002","81134006"
"2","2","10134058","31283","81134007"
"30","8","10134059","91002","81134007"
"100","8","10134060","91002","81134008"
"500000","12","10134061","94002","81134011"
"500000","12","10134062","94002","81134012"
"20","4","10134063","140001","81134013"
"1000000","12","10134064","94002","81134013"
"5","2","10135001","61342","61135001"
"5","2","10135002","61342","61135002"
"30","8","10135003","91002","71135001"
"1","2","10135004","22002","71135001"
"30","8","10135005","91002","71135002"
"1","2","10135006","22002","71135002"
"30","8","10135007","91002","71135003"
"1","2","10135008","22002","71135003"
"30","8","10135009","91002","71135004"
"1","2","10135010","22002","71135004"
"30","8","10135011","91002","71135005"
"1","2","10135012","22002","71135005"
"30","8","10135013","91002","71135006"
"1","2","10135014","22002","71135006"
"30","8","10135015","91002","71135007"
"1","2","10135016","22002","71135007"
"30","8","10135017","91002","71135008"
"1","2","10135018","22002","71135008"
"30","8","10135019","91002","71135009"
"1","2","10135020","22002","71135009"
"30","8","10135021","91002","71135010"
"1","2","10135022","22002","71135010"
"30","8","10135023","91002","71135011"
"1","2","10135024","22002","71135011"
"30","8","10135025","91002","71135012"
"1","2","10135026","22002","71135012"
"30","8","10135027","91002","71135013"
"1","2","10135028","22002","71135013"
"30","8","10135029","91002","71135014"
"1","2","10135030","22002","71135014"
"30","8","10135031","91002","71135015"
"1","2","10135032","22002","71135015"
"60","8","10135033","91002","71135016"
"2","2","10135034","22002","71135016"
"60","8","10135035","91002","71135017"
"2","2","10135036","22002","71135017"
"60","8","10135037","91002","71135018"
"2","2","10135038","22002","71135018"
"60","8","10135039","91002","71135019"
"2","2","10135040","22002","71135019"
"60","8","10135041","91002","71135020"
"2","2","10135042","22002","71135020"
"50000","12","10135043","94002","71135021"
"100000","12","10135044","94002","71135022"
"150000","12","10135045","94002","71135023"
