56f3126d119576504b5feec5010d578140a3c5012b134f32b20159924836ca47,c50cb7b8286903bc33a0b63250b6f1bd8d963f158cfcdc5c7148ea24410ce01f,abe1ceb14eb7661164e14b9575f1cbbe83253f000aa9500b349a022bf09c9b1e,bdc8a78b0c4e11453cedab471ade6cbc31e870b99114e3596dc06388e424fbac,b9bf09bd9a4cabe18ea8586cfdb9fd60b9db9e21403ade64246ede0195fa8852
"1387","83001041","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1388","83001041","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1389","83001041","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1390","83001041","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1391","83001042","14","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"1392","83001042","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1393","83001042","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1394","83001042","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1395","83001042","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1396","83001042","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1397","83001043","14","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"1398","83001043","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1399","83001043","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1400","83001043","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1401","83001043","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1402","83001043","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1403","83001044","14","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"1404","83001044","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1405","83001044","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1406","83001044","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1407","83001044","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1408","83001044","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1409","83001045","14","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"1410","83001045","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1411","83001045","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1412","83001045","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1413","83001045","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1414","83001045","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1415","83001046","25","危險領域","戰鬥中，發動「傷害降低」、「提升毒、猛毒持續傷害」效果。"
"1416","83001046","14","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"1417","83001046","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1418","83001046","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1419","83001046","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1420","83001046","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1421","83001046","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1422","83001046","boss_damage_cut","傷害降低","戰鬥開始時，所有怪物的傷害為減少50%的狀態"
"1423","83001046","19","提升毒、猛毒持續傷害","戰鬥開始時，提升所有怪物受到的毒、猛毒狀態所造成的持續傷害。"
"1424","83001047","14","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"1425","83001047","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1426","83001047","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1427","83001047","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1428","83001047","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1429","83001047","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1430","83001048","14","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"1431","83001048","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1432","83001048","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1433","83001048","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1434","83001048","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1435","83001048","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1436","83001049","14","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"1437","83001049","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1438","83001049","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1439","83001049","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1440","83001049","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1441","83001049","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1442","83001050","14","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"1443","83001050","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1444","83001050","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1445","83001050","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1446","83001050","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1447","83001050","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1448","83001050","boss_tp_down_cut","減少TP下降","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。"
"1449","83001050","4","降低行動速度","戰鬥開始時，大幅度降低全體角色的行動速度。"
"1450","84001041","15","光屬性獎勵特大幅度提升","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"1451","84001041","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1452","84001041","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1453","84001041","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1454","84001041","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1455","84001041","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1456","84001042","15","光屬性獎勵特大幅度提升","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"1457","84001042","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1458","84001042","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1459","84001042","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1460","84001042","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1461","84001042","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1462","84001043","15","光屬性獎勵特大幅度提升","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
