1741db1c718e9f96f899653f7bbba67ff901930f0b55a275a13c57a7991b8cd0,543b771a2feee9d8f4ca180116228963fbdbd4b05e29f22acb3e619317379700,1fa85ae63e4cd8a7209cb53e64f2890fa8eff27986502d8ec6a898f9a4410e27,91d1d5d452876a4643d3bfbc42d939d2f899beded6a2a3d3eae96d6ea9626199,43a3bd1ef32704547b108e65362acb72d2d2fc2413cd2a375f2a3b17c69e8f39,99d497db48a7236c9f6d7993c3732905f00403713cda7e57f5495300e9a89a5e,66fc924fcdd8ca98f61f49600f6c7df26e62710aed45266eeead5bbc50ba352d,6184c2a753557e831fadef38606b911b7528aa69ba928e5a8952f883cacf0e3d,de8ab571e004254d814da6410f188f5d59a09ddd1c46cf453414c60611ec5541,ec8630e00e0317fc09b233f09e8d3d5192656a859e8c3e24d2887c27dc8290fd,7f10cf02c2888d6fce412ffdd42eb82b36cf5a762952ddc7d617d402dfd39c06
"","122711","1009814","0.2","lsv_walk","1009814015","1","","","","3"
"","122711","1009814","","270","1009814016","-250","0","","2","2"
"0","122711","1009814","0.4","1","1009814017","1","1","","1","6"
"","2","1009814","","0","1009814018","","","","","93"
"","122911","1009814","0.2","lsv_idle_normal","1009814019","1","","","","3"
"","122711","1009814","0.2","lsv_idle_normal","1009814020","1","","","","3"
"","0.6","1009814","","0","1009814021","","","","","93"
"","122711","1009814","0.2","lsv_idle_sad","1009814022","1","","","","3"
"","122911","1009814","0.2","lsv_idle_sad","1009814023","1","","","","3"
"","vo_lsv","1009814","","vo_lsv_1421","1009814024","0","","","0","21"
"0","122711","1009814","0","…………","1009814025","10","1","0","1","11"
"0","122911","1009814","0","…………","1009814026","10","1","0","1","11"
"","0","1009814","","","1009814027","","","","","91"
"","122711","1009814","0.2","lsv_idle_normal","1009814028","1","","","","3"
"","122911","1009814","0.2","lsv_idle_normal","1009814029","1","","","","3"
"","122811","1009814","0.2","lsv_walk","1009814030","1","","","","3"
"","122811","1009814","","-200","1009814031","-235","0","","2","2"
"0","122811","1009814","0.4","1","1009814032","1","1","","1","6"
"","2","1009814","","0","1009814033","","","","","93"
"","122811","1009814","0.2","lsv_idle_normal","1009814034","1","","","","3"
"","0.6","1009814","","0","1009814035","","","","","93"
"","122811","1009814","0.2","lsv_talk_bitter","1009814036","1","","","","3"
"","vo_lsv","1009814","","vo_lsv_1422","1009814037","0","","","0","21"
"0","122811","1009814","0","啊……\n啊哈哈，對不起唷？\n觀察日記寫不太出來……","1009814038","10","1","0","1","11"
"","0","1009814","","","1009814039","","","","","91"
"","122811","1009814","0.2","lsv_talk_bitter_sad","1009814040","1","","","","3"
"","vo_lsv","1009814","","vo_lsv_1423","1009814041","0","","","0","21"
"0","122811","1009814","0","而且……\n禊還把真正的心情\n寫上去了。","1009814042","10","1","0","1","11"
"","0","1009814","","","1009814043","","","","","91"
"","122811","1009814","0.2","lsv_idle_sad2","1009814044","1","","","","3"
"","122711","1009814","0.2","lsv_talk_normal_suprise1","1009814045","1","","","","3"
"","vo_lsv","1009814","","vo_lsv_1424","1009814046","0","","","0","21"
"0","122711","1009814","0","不會，沒關係唷。\n……我懂的。","1009814047","10","1","0","1","11"
"","0","1009814","","","1009814048","","","","","91"
"","122711","1009814","0.2","lsv_idle_normal_talkR","1009814049","1","","","","3"
"","122911","1009814","0.2","lsv_talk_normal_bitter","1009814050","1","","","","3"
"","vo_lsv","1009814","","vo_lsv_1425","1009814051","0","","","0","21"
"0","122911","1009814","0","……美美也懂唷。\n禊，\n謝謝妳寫出來。","1009814052","10","1","0","1","11"
"","0","1009814","","","1009814053","","","","","91"
"","122911","1009814","0.2","lsv_idle_sad_normal","1009814054","1","","","","3"
"","122811","1009814","0.2","lsv_idle_sad","1009814055","1","","","","3"
"","vo_lsv","1009814","","vo_lsv_1426","1009814056","0","","","0","21"
"0","122811","1009814","0","……嗯。","1009814057","10","1","0","1","11"
"","0","1009814","","","1009814058","","","","","91"
"","122811","1009814","0.2","lsv_idle_normal_talkR","1009814059","1","","","","3"
"","122911","1009814","0.2","lsv_talk_wish_sad","1009814060","1","","","","3"
"","vo_lsv","1009814","","vo_lsv_1427","1009814061","0","","","0","21"
"0","122911","1009814","0","……為什麼\n一定要說掰掰了呢？","1009814062","10","1","0","1","11"
"","0","1009814","","","1009814063","","","","","91"
"","122911","1009814","0.2","lsv_idle_wish_sad","1009814064","1","","","","3"
"","122711","1009814","0.2","lsv_talk_normal_sad","1009814065","1","","","","3"
"","vo_lsv","1009814","","vo_lsv_1428","1009814066","0","","","0","21"
"0","122711","1009814","0","美美……","1009814067","10","1","0","1","11"
"","0","1009814","","","1009814068","","","","","91"
"","122711","1009814","0.2","lsv_idle_normal_talkR","1009814069","1","","","","3"
"","122911","1009814","0.2","lsv_talk_wish_surprise","1009814070","1","","","","3"
"","vo_lsv","1009814","","vo_lsv_1429","1009814071","0","","","0","21"
"0","122911","1009814","0","美美明白唷？\n理由美美很清楚。\n可是……","1009814072","10","1","0","1","11"
"","0","1009814","","","1009814073","","","","","91"
"","122911","1009814","0.2","lsv_talk_wish_sad","1009814074","1","","","","3"
"","vo_lsv","1009814","","vo_lsv_1430","1009814075","0","","","0","21"
"0","122911","1009814","0","怎麼會……\n為什麼……\n忍不住會這麼想。","1009814076","10","1","0","1","11"
"","0","1009814","","","1009814077","","","","","91"
"","122911","1009814","0.2","lsv_idle_normal","1009814078","1","","","","3"
"","122811","1009814","0.2","lsv_talk_anger_shy","1009814079","1","","","","3"
"","vo_lsv","1009814","","vo_lsv_1431","1009814080","0","","","0","21"
"0","122811","1009814","0","……為什麼呢。\n啊──真是的！\n好難喔～！！","1009814081","10","1","0","1","11"
"","0","1009814","","","1009814082","","","","","91"
"","122811","1009814","0.2","lsv_idle_normal_talkR","1009814083","1","","","","3"
"","122711","1009814","0.2","lsv_talk_joy3_blink2","1009814084","1","","","","3"
"","vo_lsv","1009814","","vo_lsv_1432","1009814085","0","","","0","21"
"0","122711","1009814","0","……對啊，\n真的好難喔。","1009814086","10","1","0","1","11"
"","0","1009814","","","1009814087","","","","","91"
"","122711","1009814","0.2","lsv_talk_sad","1009814088","1","","","","3"
"","vo_lsv","1009814","","vo_lsv_1433","1009814089","0","","","0","21"
"0","122711","1009814","0","一定比任何學習……\n都還來得困難……\n困難很多很多。","1009814090","10","1","0","1","11"
"","0","1009814","","","1009814091","","","","","91"
"","122711","1009814","0.2","lsv_idle_wish_angerR","1009814092","1","","","","3"
"","0","1009814","0.2","0","1009814093","1","","","","22"
"","0","1009814","","","1009814094","","","","","91"
"","bgm_M612","1009814","","bgm_M612","1009814095","0","","","0","25"
"","","1009814","","","1009814096","","","","","102"
"","0","1009814","","0.2","1009814097","","","","","22"
"","0.2","1009814","","","1009814098","","","","","93"
"0","122811","1009814","0","12","1009814099","1","0","0","0","12"
"","122811","1009814","0.2","lsv_talk_anger","1009814100","1","","","","3"
"","3","1009814","","0","1009814101","","","","","93"
"","122811","1009814","0.2","lsv_idle_anger1","1009814102","1","","","","3"
"0","122711","1009814","0","12","1009814103","1","0","0","0","12"
"","122711","1009814","0.2","lsv_talk_thinking","1009814104","1","","","","3"
"","3","1009814","","0","1009814105","","","","","93"
"","122711","1009814","0.2","lsv_idle_wish_angerR","1009814106","1","","","","3"
"0","122911","1009814","0","12","1009814107","1","0","0","0","12"
"","122911","1009814","0.2","lsv_idle_bitter","1009814108","1","","","","3"
"","3","1009814","","0","1009814109","","","","","93"
"","122911","1009814","0.2","lsv_idle_normal","1009814110","1","","","","3"
"","1009814099","1009814","","","1009814111","","","","","101"
"0","333","1009814","1","1","1009814112","1","0","","1","6"
"","122811","1009814","","1","1009814113","","","","","4"
"","122811","1009814","0.2","lsv_run_sad","1009814114","1","","","","3"
"","122811","1009814","","-750","1009814115","-235","0","","0.8","2"
"","122911","1009814","","0","1009814116","","","","","4"
"","122911","1009814","0.2","lsv_run_sad","1009814117","1","","","","3"
"","122911","1009814","","750","1009814118","-220","0","","0.8","2"
"","122711","1009814","","0","1009814119","","","","","4"
"","122711","1009814","0.2","lsv_run_sad","1009814120","1","","","","3"
"","122711","1009814","","850","1009814121","-250","0","","0.8","2"
"","0.6","1009814","","","1009814122","","","","","93"
"0","122811","1009814","0.2","1","1009814123","1","0","","1","6"
"0","122911","1009814","0.2","1","1009814124","1","0","","1","6"
"0","122711","1009814","0.2","1","1009814125","1","0","","1","6"
"","0","1009814","","","1009814126","","","","","91"
"0","1","1009815","1.95","122711","1009815001","102","-235","lsv_idle_normal","-650","1"
"1","1","1009815","1.95","122911","1009815002","100","-220","lsv_idle_normal","650","1"
"1","1","1009815","1.95","122811","1009815003","101","-250","lsv_idle_normal","750","1"
"0","1","1009815","1","333","1009815004","0","0","lsv_white_loop","0","5"
"0","333","1009815","0","1","1009815005","1","0","","1","6"
"0","122711","1009815","0","1","1009815006","1","0","","1","6"
"0","122911","1009815","0","1","1009815007","1","0","","1","6"
"0","122811","1009815","0","1","1009815008","1","0","","1","6"
"","1","1009815","","0","1009815009","","","","","93"
"0","333","1009815","0.8","1","1009815010","1","0.4","","1","6"
"","122711","1009815","0.2","lsv_walk","1009815011","1","","","","3"
"","122711","1009815","","-200","1009815012","-235","0","","2","2"
"0","122711","1009815","0.4","1","1009815013","1","1","","1","6"
"","122911","1009815","0.2","lsv_walk","1009815014","1","","","","3"
"","122911","1009815","","100","1009815015","-220","0","","2","2"
"0","122911","1009815","0.4","1","1009815016","1","1","","1","6"
"","122811","1009815","0.2","lsv_walk","1009815017","1","","","","3"
"","122811","1009815","","270","1009815018","-250","0","","2","2"
"0","122811","1009815","0.4","1","1009815019","1","1","","1","6"
"","2","1009815","","0","1009815020","","","","","93"
"","122711","1009815","0.2","lsv_idle_normal","1009815021","1","","","","3"
"","122911","1009815","0.2","lsv_idle_normal","1009815022","1","","","","3"
"","122811","1009815","0.2","lsv_idle_normal","1009815023","1","","","","3"
"","0.6","1009815","","0","1009815024","","","","","93"
"","122911","1009815","0.2","lsv_talk_surprise","1009815025","1","","","","3"
"","vo_lsv","1009815","","vo_lsv_1521","1009815026","0","","","0","21"
"0","122911","1009815","0","圖畫和日記\n累積了很多呢。","1009815027","10","1","0","1","11"
"","0","1009815","","","1009815028","","","","","91"
"","122911","1009815","0.2","lsv_idle_surprise","1009815029","1","","","","3"
"0.2","122811","1009815","0","lsv_talk_cool_joy","1009815030","0","1","","lsv_talk_cool_joy_loop","3"
"","vo_lsv","1009815","","vo_lsv_1522","1009815031","0","","","0","21"
"0","122811","1009815","0","這表示，\n我們和小繆的回憶\n就是有這麼多啊。","1009815032","10","1","0","1","11"
"","0","1009815","","","1009815033","","","","","91"
"","122811","1009815","0.2","lsv_idle_cool","1009815034","1","","","","3"
"","122911","1009815","0.2","lsv_talk_wish_dere","1009815035","1","","","","3"
"","vo_lsv","1009815","","vo_lsv_1523","1009815036","0","","","0","21"
"0","122911","1009815","0","……嗯。\n製造了很多回憶呢。\n和小繆一起的回憶……","1009815037","10","1","0","1","11"
"","0","1009815","","","1009815038","","","","","91"
"","122911","1009815","0.2","lsv_idle_normal_joyR","1009815039","1","","","","3"
"","122711","1009815","0.2","lsv_talk_wish_joy","1009815040","1","","","","3"
"","vo_lsv","1009815","","vo_lsv_1524","1009815041","0","","","0","21"
"0","122711","1009815","0","……很難忘記呢。\n不對……\n是不想忘記呢。","1009815042","10","1","0","1","11"
"","0","1009815","","","1009815043","","","","","91"
"","122711","1009815","0.2","lsv_idle_wish_joy","1009815044","1","","","","3"
"","122811","1009815","0.2","lsv_talk_joy3_blink2","1009815045","1","","","","3"
"","vo_lsv","1009815","","vo_lsv_1525","1009815046","0","","","0","21"
"0","122811","1009815","0","對啊……\n禊也是一樣的心情。","1009815047","10","1","0","1","11"
"","0","1009815","","","1009815048","","","","","91"
"","122811","1009815","0.2","lsv_idle_sad_normal","1009815049","1","","","","3"
"","122911","1009815","0.2","lsv_talk_wish_dere","1009815050","1","","","","3"
"","vo_lsv","1009815","","vo_lsv_1526","1009815051","0","","","0","21"
"0","122911","1009815","0","美美也是唷。\n一定永遠都……","1009815052","10","1","0","1","11"
"","0","1009815","","","1009815053","","","","","91"
"","122911","1009815","0.2","lsv_idle_normal","1009815054","1","","","","3"
"","122711","1009815","0.2","lsv_talk_joy1_normal","1009815055","1","","","","3"
"","vo_lsv","1009815","","vo_lsv_1527","1009815056","0","","","0","21"
"0","122711","1009815","0","那麼……下次再\n見到小繆時，\n再繼續寫這本日記吧。","1009815057","10","1","0","1","11"
"","0","1009815","","","1009815058","","","","","91"
"","122711","1009815","0.2","lsv_idle_normal","1009815059","1","","","","3"
"0.2","122811","1009815","0","lsv_exactly_in","1009815060","0","1","","lsv_exactly_loop","3"
"","vo_lsv","1009815","","vo_lsv_1528","1009815061","0","","","0","21"
"0","122811","1009815","0","好主意！\n禊贊成！","1009815062","10","1","0","1","11"
"","0","1009815","","","1009815063","","","","","91"
"","122811","1009815","0.2","lsv_idle_joy","1009815064","1","","","","3"
"0.2","122911","1009815","0.2","lsv_handsup_joy","1009815065","0","1","","lsv_idle_normal_joy","3"
"","vo_lsv","1009815","","vo_lsv_1529","1009815066","0","","","0","21"
"0","122911","1009815","0","美美也贊成～♪","1009815067","10","1","0","1","11"
"","0","1009815","","","1009815068","","","","","91"
"","122711","1009815","0.2","lsv_talk_wish_dere","1009815069","1","","","","3"
"","vo_lsv","1009815","","vo_lsv_1530","1009815070","0","","","0","21"
"0","122711","1009815","0","也要好好珍惜這本日記。\n……感覺期待的事\n好像又多了一件。呵呵。","1009815071","10","1","0","1","11"
"","0","1009815","","","1009815072","","","","","91"
"","122711","1009815","0.2","lsv_idle_wish_dere","1009815073","1","","","","3"
"","122811","1009815","0.2","lsv_talk_wish_joy","1009815074","1","","","","3"
"","vo_lsv","1009815","","vo_lsv_1531","1009815075","0","","","0","21"
"0","122811","1009815","0","那麼，\n就期待那一天的到來吧！","1009815076","10","1","0","1","11"
"","0","1009815","","","1009815077","","","","","91"
"","122811","1009815","0.2","lsv_idle_normal","1009815078","1","","","","3"
"0.2","122811","1009815","0","lsv_smile","1009815079","0","1","","lsv_idle_normal","3"
"0.2","122911","1009815","0","lsv_smile_mimi","1009815080","0","1","","lsv_idle_normal_joyR","3"
"0.2","122711","1009815","0","lsv_smile_kyouka","1009815081","0","1","","lsv_idle_normal_joy","3"
"","vo_lsv","1009815","","vo_lsv_1532","1009815082","0","","","0","21"
"0","122811","1009815","0","……再見囉！","1009815083","10","1","0","1","11"
"0","122911","1009815","0","……再見囉！","1009815084","10","1","0","1","11"
"0","122711","1009815","0","……再見囉！","1009815085","10","1","0","1","11"
"","0","1009815","","","1009815086","","","","","91"
"","0","1009815","0.2","0","1009815087","1","","","","22"
"","0","1009815","","","1009815088","","","","","91"
"","","1009815","","","1009815089","","","","","102"
"","0","1009815","","0.2","1009815090","","","","","22"
"","0.2","1009815","","","1009815091","","","","","93"
"0","122811","1009815","0","10","1009815092","1","0","0","0","12"
"","122811","1009815","0.2","lsv_talk_normal","1009815093","1","","","","3"
"","3","1009815","","0","1009815094","","","","","93"
"","122811","1009815","0.2","lsv_idle_normal","1009815095","1","","","","3"
"0","122911","1009815","0","6","1009815096","1","0","0","0","12"
"","122911","1009815","0.2","lsv_talk_joy3","1009815097","1","","","","3"
"","3","1009815","","0","1009815098","","","","","93"
"","122911","1009815","0.2","lsv_idle_normal_joyR","1009815099","1","","","","3"
"0","122711","1009815","0","7","1009815100","1","0","0","0","12"
"","122711","1009815","0.2","lsv_talk_surprise_dere","1009815101","1","","","","3"
"","3","1009815","","0","1009815102","","","","","93"
"","122711","1009815","0.2","lsv_idle_wish_joy","1009815103","1","","","","3"
"","1009815092","1009815","","","1009815104","","","","","101"
"0","333","1009815","1","1","1009815105","1","0","","1","6"
"","122711","1009815","","1","1009815106","","","","","4"
"","122711","1009815","0.2","lsv_run","1009815107","1","","","","3"
