8c6bc6c4cbf084591d8c6ead3560f0f0754034cf641fad84483d40dcbc1d0f1e,d6c5ba4c170f9e33e67509d365b2bf429e5e8e9d71f0bd9c629e34eb0dcc2628,40390e5b5663322259d13a330f69d1a91ddf64814700175a212333b13db22362,f2a8653eaf24897315b2fd616583edadd3fb515f8c84d5aa2bf4ae0c4ee0cac3,1143b481d240c04a24e6046326838f23beeb603f926e30296094ef6d386e3814,b61cb1247afe2e49a9b94942d34f6c10e1914a7e4d6a7a0dda59d1c33f05dc1d,00d16db0da2c4abe9b5141a9919405c4e68637b4940fd92b6181203b723cecfc,13aeeb8f6bf9eb206c90814bd4364d2dab8f752f1e82afeede0788ce7a3db075
"103552","6","103193","103342","103162","104161","103343","180501"
"103614","7","104161","103552","103583","104162","104341","180501"
"104581","8","104162","103614","104161","104163","104432","180501"
"104552","9","104163","104581","104432","104164","104343","180501"
"104583","10","104164","104552","104163","105161","104433","180501"
"105581","11","105161","104583","104433","105162","105401","180501"
"105582","12","105162","105581","105161","105163","105342","180501"
"105583","13","105163","105582","105162","105164","105283","180501"
"105584","14","105164","105583","105163","105165","105432","180501"
"105585","15","105165","105584","105164","105166","105402","180501"
"105586","16","105166","105585","105165","105167","105433","180501"
"105587","17","105167","105586","105166","106161","105347","180501"
"106581","18","106161","105587","105167","106162","106401","180501"
"106582","19","106162","106581","106161","106163","106431","180501"
"106583","20","106163","106582","106162","107161","106343","180501"
"107581","21","107161","106583","106163","107162","107341","180501"
"107582","22","107162","107581","107161","107163","107342","180501"
"107583","23","107163","107582","107162","108161","107343","180501"
"108581","24","108161","107583","107163","108162","108281","180501"
"108582","25","108162","108581","108161","108163","108282","180501"
"108583","26","108163","108582","108162","108164","108283","180501"
"108584","27","108164","108583","108163","109161","108284","180501"
"109581","28","109161","108584","108164","109162","109281","180501"
"109582","29","109162","109581","109161","109163","109402","180501"
"109583","30","109163","109582","109162","109164","109283","180501"
"109584","31","109164","109583","109163","10016032","109284","180501"
"10058032","32","10016032","109584","109164","10016033","10040032","180501"
"10058033","33","10016033","10058032","10016032","10016034","10040033","180501"
"10058034","34","10016034","10058033","10016033","999999","10028034","180501"
"101611","1","101251","101611","101521","101251","101371","180601"
"101611","2","102221","101611","102461","102222","102371","180601"
"102611","3","102222","102611","102521","103221","102372","180601"
"102613","4","103221","102613","103521","103252","103521","180601"
"103611","5","103252","103611","103522","103222","103371","180601"
"103371","6","103222","103613","103522","104221","103372","180601"
"103222","7","104221","103613","103614","104252","104371","180601"
"104611","8","104252","103614","104221","104223","104522","180601"
"104612","9","104223","104611","104252","104254","104462","180601"
"104613","10","104254","104612","104223","105221","104463","180601"
"105611","11","105221","104613","104254","105222","105521","180601"
"105612","12","105222","105611","105221","105223","105372","180601"
"105613","13","105223","105612","105222","105224","105373","180601"
"105614","14","105224","105613","105223","105255","105523","180601"
"105615","15","105255","105614","105224","105256","105375","180601"
"105616","16","105256","105615","105255","105227","105376","180601"
"105617","17","105227","105616","105256","106221","105377","180601"
"106611","18","106221","105617","105227","106222","106371","180601"
"106612","19","106222","106611","106221","106223","106372","180601"
"106613","20","106223","106612","106222","107221","106373","180601"
"107611","21","107221","106613","106223","107222","107371","180601"
"107612","22","107222","107611","107221","107223","107372","180601"
"107613","23","107223","107612","107222","108221","107373","180601"
"108611","24","108221","107613","107223","108222","108521","180601"
"108612","25","108222","108611","108221","108223","108462","180601"
"108613","26","108223","108612","108222","108224","108523","180601"
"108614","27","108224","108613","108223","109221","108524","180601"
"109611","28","109221","108614","108224","109222","109461","180601"
"109612","29","109222","109611","109221","109223","109522","180601"
"109613","30","109223","109612","109222","109224","109463","180601"
"109614","31","109224","109613","109223","10022032","109524","180601"
"10061032","32","10022032","109614","109224","10022033","10046032","180601"
"10061033","33","10022033","10061032","10022032","10022034","10046033","180601"
"10061034","34","10022034","10061033","10022033","999999","10052034","180601"
"101551","1","101131","101551","101431","101131","101071","180701"
"101551","2","102071","101551","102431","102131","102341","180701"
"102551","3","102131","102551","102432","103071","102131","180701"
"102432","4","103071","102552","103551","103131","103341","180701"
"103341","5","103131","103551","103552","103132","103342","180701"
"103131","6","103132","103552","103342","104131","103553","180701"
"103132","7","104131","103582","103553","104132","104341","180701"
"104551","8","104132","103553","104131","104133","104342","180701"
"104552","9","104133","104551","104132","104134","104343","180701"
"104553","10","104134","104552","104133","105131","104433","180701"
"105551","11","105131","104553","104134","105132","105341","180701"
"105552","12","105132","105551","105131","105133","105282","180701"
"105553","13","105133","105552","105132","105134","105343","180701"
"105554","14","105134","105553","105133","105135","105344","180701"
"105555","15","105135","105554","105134","105136","105345","180701"
"105556","16","105136","105555","105135","105137","105286","180701"
"105557","17","105137","105556","105136","106131","105287","180701"
"106551","18","106131","105557","105137","106132","106341","180701"
"106552","19","106132","106551","106131","106133","106342","180701"
"106553","20","106133","106552","106132","107131","106343","180701"
"107551","21","107131","106553","106133","107132","107491","180701"
"107552","22","107132","107551","107131","107133","107492","180701"
"107553","23","107133","107552","107132","108131","107493","180701"
"108551","24","108131","107553","107133","108132","108431","180701"
"108552","25","108132","108551","108131","108133","108342","180701"
"108553","26","108133","108552","108132","108134","108343","180701"
"108554","27","108134","108553","108133","109131","108434","180701"
"109551","28","109131","108554","108134","109132","109341","180701"
"109552","29","109132","109551","109131","109133","109282","180701"
"109553","30","109133","109552","109132","109134","109283","180701"
"109554","31","109134","109553","109133","10013032","109284","180701"
"10055032","32","10013032","109554","109134","10013033","10034032","180701"
"10055033","33","10013033","10055032","10013032","10013034","10043033","180701"
"10055034","34","10013034","10055033","10013033","999999","10034034","180701"
"101551","1","101101","101551","101401","101011","101071","180801"
"101551","2","102071","101551","102493","102013","102341","180801"
"102551","3","102101","102551","102401","103011","102101","180801"
"102552","4","103071","102552","103431","103012","103341","180801"
"103551","5","103101","103551","103401","103013","103342","180801"
"103552","6","103072","103552","103401","104011","103553","180801"
"103553","7","104101","103582","103553","104012","104341","180801"
"104551","8","104102","103553","104071","104013","104342","180801"
"104552","9","104103","104551","104072","104014","104343","180801"
"104553","10","104104","104552","104073","105011","104433","180801"
"105551","11","105101","104553","104074","105012","105341","180801"
"105552","12","105102","105551","105071","105013","105282","180801"
"105553","13","105103","105552","105072","105014","105343","180801"
"105554","14","105104","105553","105073","105015","105344","180801"
"105555","15","105105","105554","105074","105016","105345","180801"
"105556","16","105106","105555","105075","105017","105286","180801"
"105557","17","105107","105556","105076","106011","105287","180801"
"106551","18","106101","105557","105077","106012","106341","180801"
"106552","19","106102","106551","106071","106013","106342","180801"
"106553","20","106103","106552","106072","107011","106343","180801"
"107551","21","107101","106553","106073","107012","107491","180801"
"107552","22","107102","107551","107071","107013","107492","180801"
"107553","23","107103","107552","107072","108011","107493","180801"
"108551","24","108101","107553","107073","108012","108431","180801"
