21ef62196f79f4bca76b3943dc19e9a321110ec640e562f8b6ee540c021e3a9a,71e284122b0207a303803deb12d032af17c3621b38d9883a5e6af7515d59468c,89b03ae98fcec0120e48e0e18efbdef77e5795fb274e8ea24665594d3dc236e0,5038e8dd4f5229cb79e2e37f301274de4ad51796ee5306a0fa123f3e9f8da33e,30c458e40ee3cc72c30748c27b43e80e7f913c9acd5db1da92529e21bf832452,f1489da4246608e08e1f0c314254f459ce81b88d72e9ff73ab1efe71a2ffafcc,c1f0ce18dc8cf121a5c17fb15f916666090f953d646f6aea35d176b7147f6542,779b3577da5884e551a6c72c67c05830a3bf84e833207563144666662c1e78f6,ffb60e8e49f01a07d5729a44519b46c2bff50edd88d5f83f20d7c71269b65075,c065ad29a87051825832b548ec4c217aa57331ed09ee186637885b8dbaed8fdb,92cf009f7cc49f033056c68b70c466ff3d4652b8dd0d3145fbcc1fa1e95c9bcf,676edecb737dabf5e83920c9ab72ea44af3133fef07b5a8d80fa4270360c9352,5b146b6efca45755a37ced8a2836989961ef93b332341c62cf4c4a0d0b393b32,57dca58aa7605a374007d56ab580d109045a62d4d6a3120617116f8c762fa417,a5eba1bb8786fba9fa8f729c7d2bbe8acad3546e15b272bd1ee53277b60abe12,72b11922dbadeedb8cbbff5bd78fce47b919389eba691320746681be449fb36b,dc2d17189c17bb53fc1a14ae6ceec619285d05c5706a039fff8cc8b887fb2d0a,7becec8150635b0754d2ef2eb2541e05e85796d22874cd16ee96403dca05cfec,760c89d6be0e4a99bd1369977f2d08e2c67a2dea1f3b31984cf494078fe6079a,f84fe22cdf5987625552dd40da85be0f86f326daceb6b3ebe55d83320dff0b2e,97b8395745501209e5de618b05ce9a7b55fd292f0538df676795d63cb66c7f72,fae8a4e166bd50929e65d0bd6f03afe26aca5b0e59a84c911d1c615eca048223,44a7e9ecb6f924c7056a663e4f80bc2d3ebdc94fc7df2ab9933d37ee53b96a4e,e10edb69057e6d14de993f00ee16f860e9286bc8a28104fc25852f0351ca6780,e77ea1382fdf0b7c9c4a1b55e1e8cac8a79458907d6168f69ffcb5fa7c86ed00,bf34dc13859d38227fde653e2a3f8583e9a72a2e0718fb5c37eae51700ed64c0,79f58839ebf62d5524e07c0481c12f151832c7edf74b6e7feb956b1dbb475681,3997b645c8b25d4eeced67cc55e3816f91e1712db6bc029bb4c91cd2fac15672,ef63782896792c4bea2e50b6d80de4fda024af0204132a0aafb57b7bd7bf8d7c,365b987c1a9306e19baf5a04c72df68352675914e0db5ce0a2ac42dc90741c14,1e80bb4c61ea0ec5f82e789cb7170a7ec9e9d17df61ececfc73e18e811b1c4c1,1b61189d0e452596770a4eb6834227827e6231edd2f40b0eed7cc1dd14b51465,96f1a51d6dee6b88f4df78335eb1ca5ef7456e256b8ac3a94f95e4997d237385,28a29a8f0dc61b06c185591fdde8e4605bb64639929d9e6b32056a13a640b3b0,290d16c88f47aaa6e6645c018463c5150d27fe13a94090d1cab4e442a8a07e11,d2fcb889d41f3cd40e5b52a47773131755cf07a105a62a562904e4d7a6ef68ad,cfdf4d07399e78dc79fc0e31cb8c1cdb4656ee5c6c5c7a3f541cf52b120ce484,cf0ae9271cef2d394deb8a87c02b898c9724b0e65f7f1894787f5327f912e58c,6f8cd3b84ace3bdb12bffb3692157480d50abf10c9e6780e7475d73f4f09abde,54572feca8b5d3863c2605c58e78aa121cc288681c3ce81804330deaea0798bc
"29","1","29","0","0","29","10","29","29","29","29","5566","670300129","29","30","29","0","203001","0","29","0","464","200000005","0","29","0","29","37","0","0","29","26","29","0","29","1","29","10","1","29"
"30","1","30","0","0","30","10","30","30","30","30","5615","670300130","30","30","30","0","203001","0","30","0","508","200000005","0","30","0","30","38","0","0","30","26","30","0","30","1","30","10","1","30"
"31","1","31","0","0","31","10","31","31","31","31","5628","670300131","31","30","31","0","203001","0","31","0","509","200000005","0","31","0","31","38","0","0","31","26","31","0","31","1","31","10","1","31"
"32","1","32","0","0","32","10","32","32","32","32","5642","670300132","32","30","32","0","203001","0","32","0","509","200000005","0","32","0","32","38","0","0","32","26","32","0","32","1","32","10","1","32"
"33","1","33","0","0","33","10","33","33","33","33","5656","670300133","33","30","33","0","203001","0","33","0","510","200000005","0","33","0","33","38","0","0","33","26","33","0","33","1","33","10","1","33"
"34","1","34","0","0","34","10","34","34","34","34","6570","670300134","34","30","34","0","203001","0","34","0","571","200000005","0","34","0","34","38","0","0","34","26","34","0","34","1","34","10","1","34"
"35","1","35","0","0","35","10","35","35","35","35","6638","670300135","35","30","35","0","203001","0","35","0","575","200000005","0","35","0","35","39","0","0","35","26","35","0","35","1","35","10","1","35"
"36","1","36","0","0","36","10","36","36","36","36","7208","670300136","36","30","36","0","203001","0","36","0","594","200000005","0","36","0","36","39","0","0","36","26","36","0","36","1","36","10","1","36"
"37","1","37","0","0","37","10","37","37","37","37","8013","670300137","37","30","37","0","203001","0","37","0","642","200000005","0","37","0","37","43","0","0","37","28","37","0","37","1","37","10","1","37"
"38","1","38","0","0","38","10","38","38","38","38","8819","670300138","38","30","38","0","203001","0","38","0","690","200000005","0","38","0","38","57","0","0","38","40","38","0","38","1","38","10","1","38"
"39","1","39","0","0","39","10","39","39","39","39","9708","670300139","39","30","39","0","203001","0","39","0","780","200000005","0","39","0","39","57","0","0","39","40","39","0","39","1","39","10","1","39"
"40","1","40","0","0","40","10","40","40","40","40","10596","670300140","40","30","40","0","203001","0","40","0","870","200000005","0","40","0","40","57","0","0","40","40","40","0","40","1","40","10","1","40"
"41","1","41","0","0","41","10","41","41","41","41","13310","670300141","41","30","41","0","203001","0","41","0","990","200000005","0","41","0","41","58","0","0","41","41","41","0","41","1","41","10","1","41"
"42","1","42","0","0","42","10","42","42","42","42","16024","670300142","42","30","42","0","203001","0","42","0","1111","200000005","0","42","0","42","60","0","0","42","41","42","0","42","1","42","10","1","42"
"43","1","43","0","0","43","10","43","43","43","43","16099","670300143","43","30","43","0","203001","0","43","0","1129","200000005","0","43","0","43","61","0","0","43","42","43","0","43","1","43","10","1","43"
"44","1","44","0","0","44","10","44","44","44","44","16173","670300144","44","30","44","0","203001","0","44","0","1147","200000005","0","44","0","44","62","0","0","44","42","44","0","44","1","44","10","1","44"
"45","1","45","0","0","45","10","45","45","45","45","16248","670300145","45","30","45","0","203001","0","45","0","1165","200000005","0","45","0","45","63","0","0","45","43","45","0","45","1","45","10","1","45"
"46","1","46","0","0","46","10","46","46","46","46","17127","670300146","46","30","46","0","203001","0","46","0","1209","200000005","0","46","0","46","67","0","0","46","45","46","0","46","1","46","10","1","46"
"47","1","47","0","0","47","10","47","47","47","47","18007","670300147","47","30","47","0","203001","0","47","0","1252","200000005","0","47","0","47","69","0","0","47","47","47","0","47","1","47","10","1","47"
"48","1","48","0","0","48","10","48","48","48","48","18007","670300148","48","30","48","0","203001","0","48","0","1296","200000005","0","48","0","48","72","0","0","48","51","48","0","48","1","48","10","1","48"
"49","1","49","0","0","49","10","49","49","49","49","18007","670300149","49","30","49","0","203001","0","49","0","1296","200000005","0","49","0","49","72","0","0","49","51","49","0","49","1","49","10","1","49"
"50","1","50","0","0","50","10","50","50","50","50","18157","670300150","50","30","50","0","203001","0","50","0","1329","200000005","0","50","0","50","74","0","0","50","56","50","0","50","1","50","10","1","50"
"51","1","51","0","0","51","10","51","51","51","51","18308","670300151","51","30","51","0","203001","0","51","0","1361","200000005","0","51","0","51","76","0","0","51","61","51","0","51","1","51","10","1","51"
"52","1","52","0","0","52","10","52","52","52","52","18308","670300152","52","30","52","0","203001","0","52","0","1361","200000005","0","52","0","52","76","0","0","52","61","52","0","52","1","52","10","1","52"
"53","1","53","0","0","53","10","53","53","53","53","19061","670300153","53","30","53","0","203001","0","53","0","1425","200000005","0","53","0","53","77","0","0","53","62","53","0","53","1","53","10","1","53"
"54","1","54","0","0","54","10","54","54","54","54","19815","670300154","54","30","54","0","203001","0","54","0","1488","200000005","0","54","0","54","77","0","0","54","62","54","0","54","1","54","10","1","54"
"55","1","55","0","0","55","10","55","55","55","55","20819","670300155","55","30","55","0","203001","0","55","0","1530","200000005","0","55","0","55","77","0","0","55","62","55","0","55","1","55","10","1","55"
"56","1","56","0","0","56","10","56","56","56","56","21823","670300156","56","30","56","0","203001","0","56","0","1573","200000005","0","56","0","56","77","0","0","56","62","56","0","56","1","56","10","1","56"
"57","1","57","0","0","57","10","57","57","57","57","22827","670300157","57","30","57","0","203001","0","57","0","1721","200000005","0","57","0","57","78","0","0","57","63","57","0","57","1","57","10","1","57"
"58","1","58","0","0","58","10","58","58","58","58","23832","670300158","58","30","58","0","203001","0","58","0","1869","200000005","0","58","0","58","79","0","0","58","65","58","0","58","1","58","10","1","58"
"59","1","59","0","0","59","10","59","59","59","59","24836","670300159","59","30","59","0","203001","0","59","0","2060","200000005","0","59","0","59","80","0","0","59","66","59","0","59","1","59","10","1","59"
"60","1","60","0","0","60","10","60","60","60","60","25840","670300160","60","30","60","0","203001","0","60","0","2251","200000005","0","60","0","60","81","0","0","60","67","60","0","60","1","60","10","1","60"
"61","1","61","0","0","61","10","61","61","61","61","26845","670300161","61","30","61","0","203001","0","61","0","2441","200000005","0","61","0","61","81","0","0","61","68","61","0","61","1","61","10","1","61"
"62","1","62","0","0","62","10","62","62","62","62","27227","670300162","62","30","62","0","203001","0","62","0","2473","200000005","0","62","0","62","82","0","0","62","70","62","0","62","1","62","10","1","62"
"63","1","63","0","0","63","10","63","63","63","63","27608","670300163","63","30","63","0","203001","0","63","0","2504","200000005","0","63","0","63","83","0","0","63","72","63","0","63","1","63","10","1","63"
"64","1","64","0","0","64","10","64","64","64","64","27990","670300164","64","30","64","0","203001","0","64","0","2536","200000005","0","64","0","64","83","0","0","64","73","64","0","64","1","64","10","1","64"
"65","1","65","0","0","65","10","65","65","65","65","28371","670300165","65","30","65","0","203001","0","65","0","2568","200000005","0","65","0","65","84","0","0","65","75","65","0","65","1","65","10","1","65"
"66","1","66","0","0","66","10","66","66","66","66","28753","670300166","66","30","66","0","203001","0","66","0","2600","200000005","0","66","0","66","85","0","0","66","77","66","0","66","1","66","10","1","66"
"67","1","67","0","0","67","10","67","67","67","67","29134","670300167","67","30","67","0","203001","0","67","0","2631","200000005","0","67","0","67","86","0","0","67","79","67","0","67","1","67","10","1","67"
"68","1","68","0","0","68","10","68","68","68","68","29516","670300168","68","30","68","0","203001","0","68","0","2663","200000005","0","68","0","68","87","0","0","68","81","68","0","68","1","68","10","1","68"
"69","1","69","0","0","69","10","69","69","69","69","29897","670300169","69","30","69","0","203001","0","69","0","2695","200000005","0","69","0","69","87","0","0","69","82","69","0","69","1","69","10","1","69"
"70","1","70","0","0","70","10","70","70","70","70","30279","670300170","70","30","70","0","203001","0","70","0","2727","200000005","0","70","0","70","88","0","0","70","84","70","0","70","1","70","10","1","70"
"71","1","71","0","0","71","10","71","71","71","71","30660","670300171","71","30","71","0","203001","0","71","0","2758","200000005","0","71","0","71","89","0","0","71","86","71","0","71","1","71","10","1","71"
"1","1","1","0","0","1","10","1","1","1","1","368","670310001","1","30","1","0","203100","0","1","0","8","200000006","0","1","0","1","7","0","0","1","2","1","0","1","1","1","10","1","1"
"2","1","2","0","0","2","10","2","2","2","2","409","670310002","2","30","2","0","203100","0","2","0","17","200000006","0","2","0","2","7","0","0","2","3","2","0","2","1","2","10","1","2"
"3","1","3","0","0","3","10","3","3","3","3","428","670310003","3","30","3","0","203100","0","3","0","24","200000006","0","3","0","3","7","0","0","3","4","3","0","3","1","3","10","1","3"
"4","1","4","0","0","4","10","4","4","4","4","476","670310004","4","30","4","0","203100","0","4","0","52","200000006","0","4","0","4","7","0","0","4","5","4","0","4","1","4","10","1","4"
"5","1","5","0","0","5","10","5","5","5","5","428","670310005","5","30","5","0","203100","0","5","0","24","200000006","0","5","0","5","7","0","0","5","4","5","0","5","1","5","10","1","5"
"6","1","6","0","0","6","10","6","6","6","6","520","670310006","6","30","6","0","203100","0","6","0","94","200000006","0","6","0","6","7","0","0","6","8","6","0","6","1","6","10","1","6"
"7","1","7","0","0","7","10","7","7","7","7","645","670310007","7","30","7","0","203100","0","7","0","112","200000006","0","7","0","7","7","0","0","7","9","7","0","7","1","7","10","1","7"
"8","1","8","0","0","8","10","8","8","8","8","770","670310008","8","30","8","0","203100","0","8","0","129","200000006","0","8","0","8","8","0","0","8","9","8","0","8","1","8","10","1","8"
"9","1","9","0","0","9","10","9","9","9","9","895","670310009","9","30","9","0","203100","0","9","0","147","200000006","0","9","0","9","8","0","0","9","10","9","0","9","1","9","10","1","9"
"10","1","10","0","0","10","10","10","10","10","10","1020","670310010","10","30","10","0","203100","0","10","0","164","200000006","0","10","0","10","9","0","0","10","11","10","0","10","1","10","10","1","10"
"11","1","11","0","0","11","10","11","11","11","11","1144","670310011","11","30","11","0","203100","0","11","0","182","200000006","0","11","0","11","9","0","0","11","11","11","0","11","1","11","10","1","11"
"12","1","12","0","0","12","10","12","12","12","12","1269","670310012","12","30","12","0","203100","0","12","0","199","200000006","0","12","0","12","9","0","0","12","12","12","0","12","1","12","10","1","12"
"13","1","13","0","0","13","10","13","13","13","13","1394","670310013","13","30","13","0","203100","0","13","0","217","200000006","0","13","0","13","10","0","0","13","13","13","0","13","1","13","10","1","13"
"14","1","14","0","0","14","10","14","14","14","14","1519","670310014","14","30","14","0","203100","0","14","0","234","200000006","0","14","0","14","10","0","0","14","13","14","0","14","1","14","10","1","14"
"15","1","15","0","0","15","10","15","15","15","15","1644","670310015","15","30","15","0","203100","0","15","0","252","200000006","0","15","0","15","11","0","0","15","14","15","0","15","1","15","10","1","15"
"16","1","16","0","0","16","10","16","16","16","16","1769","670310016","16","30","16","0","203100","0","16","0","269","200000006","0","16","0","16","11","0","0","16","14","16","0","16","1","16","10","1","16"
"17","1","17","0","0","17","10","17","17","17","17","1894","670310017","17","30","17","0","203100","0","17","0","287","200000006","0","17","0","17","12","0","0","17","15","17","0","17","1","17","10","1","17"
"18","1","18","0","0","18","10","18","18","18","18","2019","670310018","18","30","18","0","203100","0","18","0","304","200000006","0","18","0","18","12","0","0","18","16","18","0","18","1","18","10","1","18"
"19","1","19","0","0","19","10","19","19","19","19","2143","670310019","19","30","19","0","203100","0","19","0","322","200000006","0","19","0","19","12","0","0","19","16","19","0","19","1","19","10","1","19"
"20","1","20","0","0","20","10","20","20","20","20","2268","670310020","20","30","20","0","203100","0","20","0","339","200000006","0","20","0","20","13","0","0","20","17","20","0","20","1","20","10","1","20"
"21","1","21","0","0","21","10","21","21","21","21","2393","670310021","21","30","21","0","203100","0","21","0","357","200000006","0","21","0","21","13","0","0","21","18","21","0","21","1","21","10","1","21"
"22","1","22","0","0","22","10","22","22","22","22","2518","670310022","22","30","22","0","203100","0","22","0","374","200000006","0","22","0","22","14","0","0","22","18","22","0","22","1","22","10","1","22"
"23","1","23","0","0","23","10","23","23","23","23","2643","670310023","23","30","23","0","203100","0","23","0","392","200000006","0","23","0","23","14","0","0","23","19","23","0","23","1","23","10","1","23"
"24","1","24","0","0","24","10","24","24","24","24","2892","670310024","24","30","24","0","203100","0","24","0","393","200000006","0","24","0","24","18","0","0","24","24","24","0","24","1","24","10","1","24"
"25","1","25","0","0","25","10","25","25","25","25","3141","670310025","25","30","25","0","203100","0","25","0","393","200000006","0","25","0","25","21","0","0","25","29","25","0","25","1","25","10","1","25"
"26","1","26","0","0","26","10","26","26","26","26","3568","670310026","26","30","26","0","203100","0","26","0","422","200000006","0","26","0","26","22","0","0","26","30","26","0","26","1","26","10","1","26"
"27","1","27","0","0","27","10","27","27","27","27","3995","670310027","27","30","27","0","203100","0","27","0","451","200000006","0","27","0","27","23","0","0","27","32","27","0","27","1","27","10","1","27"
"28","1","28","0","0","28","10","28","28","28","28","4422","670310028","28","30","28","0","203100","0","28","0","480","200000006","0","28","0","28","24","0","0","28","33","28","0","28","1","28","10","1","28"
"29","1","29","0","0","29","10","29","29","29","29","4850","670310029","29","30","29","0","203100","0","29","0","509","200000006","0","29","0","29","25","0","0","29","34","29","0","29","1","29","10","1","29"
"30","1","30","0","0","30","10","30","30","30","30","5277","670310030","30","30","30","0","203100","0","30","0","538","200000006","0","30","0","30","26","0","0","30","35","30","0","30","1","30","10","1","30"
"31","1","31","0","0","31","10","31","31","31","31","5704","670310031","31","30","31","0","203100","0","31","0","567","200000006","0","31","0","31","27","0","0","31","37","31","0","31","1","31","10","1","31"
"32","1","32","0","0","32","10","32","32","32","32","6131","670310032","32","30","32","0","203100","0","32","0","596","200000006","0","32","0","32","28","0","0","32","38","32","0","32","1","32","10","1","32"
"33","1","33","0","0","33","10","33","33","33","33","6558","670310033","33","30","33","0","203100","0","33","0","625","200000006","0","33","0","33","29","0","0","33","39","33","0","33","1","33","10","1","33"
"34","1","34","0","0","34","10","34","34","34","34","6985","670310034","34","30","34","0","203100","0","34","0","653","200000006","0","34","0","34","29","0","0","34","40","34","0","34","1","34","10","1","34"
"35","1","35","0","0","35","10","35","35","35","35","7412","670310035","35","30","35","0","203100","0","35","0","682","200000006","0","35","0","35","30","0","0","35","42","35","0","35","1","35","10","1","35"
"36","1","36","0","0","36","10","36","36","36","36","7839","670310036","36","30","36","0","203100","0","36","0","711","200000006","0","36","0","36","31","0","0","36","43","36","0","36","1","36","10","1","36"
