5382fa3003a5f691bd567cf3d463d88af09a1ec323cfe916c3718ead7a3ae3cf,152c12ea97729bbd575c7cbb4d8571a10e93689445ea12ffeae1bfafca93c144,fce14034fe930d5f196d8c98dfe17c57b214398ee0892254c6ba6b7fc7ac2d32,f073a60ee0d1edb5e31ddaf6ed51833dab892b1bac3c2d970074693dfd1963ee,4e95279bc706b986afd5db701321690668ff4f89da32fab161ec68084e8e1442
"boss_def_lower_limit","提升物理防禦力（不可降低）","92424220","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1752"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424220","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1753"
"boss_tp_down_cut","減少降低TP","92424220","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1754"
"18","傷害值衰減","92424220","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1755"
"17","賦予TP上升的上限","92424220","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1756"
"9","降低HP吸收","92424220","戰鬥開始時，中幅度降低全體角色的HP吸收。","1757"
"12","火屬性獎勵特大幅度提升","92424230","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1758"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92424230","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1759"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424230","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1760"
"boss_tp_down_cut","減少降低TP","92424230","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1761"
"18","傷害值衰減","92424230","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1762"
"17","賦予TP上升的上限","92424230","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1763"
"9","降低HP吸收","92424230","戰鬥開始時，中幅度降低全體角色的HP吸收。","1764"
"boss_damage_cut","傷害降低","92424230","戰鬥開始時，所有怪物的傷害為\n減少20％的狀態。","1765"
"12","火屬性獎勵特大幅度提升","92424240","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1766"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92424240","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1767"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424240","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1768"
"boss_tp_down_cut","減少降低TP","92424240","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1769"
"18","傷害值衰減","92424240","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1770"
"17","賦予TP上升的上限","92424240","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1771"
"9","降低HP吸收","92424240","戰鬥開始時，中幅度降低全體角色的HP吸收。","1772"
"boss_damage_cut","傷害降低","92424240","戰鬥開始時，所有怪物的傷害為\n減少20％的狀態。","1773"
"12","火屬性獎勵特大幅度提升","92424310","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1774"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92424310","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1775"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424310","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1776"
"boss_tp_down_cut","減少降低TP","92424310","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","1777"
"18","傷害值衰減","92424310","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1778"
"17","賦予TP上升的上限","92424310","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1779"
"9","降低HP吸收","92424310","戰鬥開始時，中幅度降低全體角色的HP吸收。","1780"
"12","火屬性獎勵特大幅度提升","92424320","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1781"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92424320","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1782"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424320","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1783"
"boss_tp_down_cut","減少降低TP","92424320","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","1784"
"18","傷害值衰減","92424320","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1785"
"17","賦予TP上升的上限","92424320","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1786"
"9","降低HP吸收","92424320","戰鬥開始時，中幅度降低全體角色的HP吸收。","1787"
"12","火屬性獎勵特大幅度提升","92424330","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1788"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92424330","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1789"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424330","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1790"
"boss_tp_down_cut","減少降低TP","92424330","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","1791"
"18","傷害值衰減","92424330","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1792"
"17","賦予TP上升的上限","92424330","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1793"
"9","降低HP吸收","92424330","戰鬥開始時，中幅度降低全體角色的HP吸收。","1794"
"boss_damage_cut","傷害降低","92424330","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。","1795"
"12","火屬性獎勵特大幅度提升","92424340","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1796"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92424340","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1797"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424340","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1798"
"boss_tp_down_cut","減少降低TP","92424340","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","1799"
"18","傷害值衰減","92424340","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1800"
"17","賦予TP上升的上限","92424340","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1801"
"9","降低HP吸收","92424340","戰鬥開始時，中幅度降低全體角色的HP吸收。","1802"
"boss_damage_cut","傷害降低","92424340","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。","1803"
"14","風屬性獎勵特大幅度提升","92425010","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","1804"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92425010","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1805"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92425010","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1806"
"17","賦予TP上升的上限","92425010","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1807"
"9","降低HP吸收","92425010","戰鬥開始時，中幅度降低全體角色的HP吸收。","1808"
"14","風屬性獎勵特大幅度提升","92425020","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","1809"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92425020","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1810"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92425020","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1811"
"17","賦予TP上升的上限","92425020","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1812"
"9","降低HP吸收","92425020","戰鬥開始時，中幅度降低全體角色的HP吸收。","1813"
"14","風屬性獎勵特大幅度提升","92425030","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","1814"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92425030","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1815"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92425030","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1816"
"17","賦予TP上升的上限","92425030","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1817"
"9","降低HP吸收","92425030","戰鬥開始時，中幅度降低全體角色的HP吸收。","1818"
"14","風屬性獎勵特大幅度提升","92425110","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","1819"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92425110","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1820"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92425110","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1821"
"boss_tp_down_cut","減少降低TP","92425110","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1822"
"18","傷害值衰減","92425110","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1823"
"17","賦予TP上升的上限","92425110","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1824"
"9","降低HP吸收","92425110","戰鬥開始時，中幅度降低全體角色的HP吸收。","1825"
"14","風屬性獎勵特大幅度提升","92425120","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","1826"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92425120","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1827"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92425120","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1828"
"boss_tp_down_cut","減少降低TP","92425120","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1829"
"18","傷害值衰減","92425120","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1830"
"17","賦予TP上升的上限","92425120","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1831"
"9","降低HP吸收","92425120","戰鬥開始時，中幅度降低全體角色的HP吸收。","1832"
"14","風屬性獎勵特大幅度提升","92425130","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","1833"
