0f2b6a1260b26d2c995e709f2a9c35884670130c4eccce31e38482be51370e0c,39f59ea3993a9c740a43a022c5711ab8066fb25dfbd906dd163d1f6ac45ffc1b,d1b48bed57ddbaec38a5e04f8110710e0ec33d462f8a393b8dcde249027e603f,f1a811016bcc951e56dcd77d6cca1e59bc8564b304d548b6d5477d6613532091,c5f93dce6fb5bb284f69efe40abec53dde7a997956001512f92ae5a802dcd1d7,e1888c96134bf851f9f37dd843cdd7792803b41c494956e114e87ee40c346956,7e13e203762f90e99aee3b6002237be492eb7a640aaaf2a0f0af4a42764d6cc8,824e274955f8bdaf84eddfa4c5dac386b0bf1722dd312395cbfd46520b3d148a,90dca04035423534245c7e79facb3cc0a88891ed236f6d75ba27ccec7df2ccc3,92c51d3d4039fdb14674efa7be502c5f28a6962e7333e39a3e04f86162db9b04,8eaf59427afc0133a87052facb7dabd438343dca2a10530d4506a3eb4f83957c,eb095828cd4060d2062c47403bd53016a552e7e376d427fe47b5e4104bef5549,734d57a515d31cf7cc552ff53b6b2d2bddd1ec8aff3127c8ec56c0520036b7c5,1ff4e8c4395f5f1138162cbcba943659f3c621918b635381aa9c8c3627032b7b,ec7bab92fc5dae7e2c0ad5578741eb243f5699458beb0717bdfa3bd6a07dabc5,d17f2fce870d68f93734357f8507ec9df4446de3500ab8abcea041f919bfe48f,11d05ad5e6d883fddecc972956dbb3dcd5d82f384a57213237e4d26fbb15e321,8b4d16c35ba8936f4aadba1ad89b3514da7f29e0679650b7715662f79ee35da5,aaa9c1350f23287e3c184778753c18339d64587a9012999961f9684698160b11,8c71d9d9379620fff3759d403d48c6dc6f6c7122dc8cd0072875d2d8382dcf4b
"魅惑眾多男性的純潔女老師","純潔女老師","6","「伊緒」的角色介紹詞。","0","24107","32769","6070","6","2","6","28500","6","6","6","魅惑眾多男性的純潔女老師","32020","這個的名稱是什麼？","1","22899"
"醒悟了忠義的女商人","忠義女商人","6","「克蕾琪塔」的角色介紹詞。","0","20154","21830","6071","6","2","6","32681","6","6","6","醒悟了忠義的女商人","24544","這個的名稱是什麼？","1","22899"
"一年生草本植物","一年生草本","6","從種子發芽、生長、開花、結實至枯萎死亡，其壽命只有一年的草本植物。","0","26412","33609","6072","6","1","6","24180","6","6","6","一年生草本植物","19968","這個的名稱是什麼？","2","29983"
"","小扇撲流螢","6","唐詩三百首中，有一首與螢火蟲有關的詩為「銀燭秋光冷畫屏，輕羅□□□□□」。","0","34722","27969","6073","6","2","6","25159","6","6","6","小扇撲流螢","23567","這個的名稱是什麼？","2","25778"
"倒在路旁的謎之貓耳魔法師","貓耳魔法師","6","「凱留」的角色介紹詞。","0","24107","27861","6074","6","1","6","32819","6","6","6","倒在路旁的謎之貓耳魔法師","35987","這個的名稱是什麼？","1","39764"
"","大王具足蟲","6","棲息在深海裡的甲殼類。外觀類似潮蟲，大型個體體長可超過五十公分。","0","34802","36275","6075","6","3","6","29579","6","6","6","大王具足蟲","22823","這個的名稱是什麼？","2","20855"
"花園鰻=Garden eel","arden","6","","0","110","101","6076","3","3","3","114","3","3","3","花園鰻=Garden eel","97","這個的名稱是什麼？","2","100"
"肉質寄生性草本植物","肉質寄生性","6","大王花是□□□□□草本植物，自己不製造養分，所有的生活所需的養分水分皆奪取自寄生的植物。","0","24615","29983","6077","6","3","6","36074","6","6","6","肉質寄生性草本植物","32905","這個的名稱是什麼？","2","23492"
"","毒蠅鵝膏菌","6","毒蠅傘是有白點的一種菇類。具有毒性，吃下肚會產生幻覺、腹痛等症狀。又稱為？","0","33740","33167","6078","6","3","6","34821","6","6","6","毒蠅鵝膏菌","27602","這個的名稱是什麼？","2","40285"
"","夜行性動物","6","貓頭鷹屬於□□□□□，大部分活動時間都是在夜晚。","0","29289","21205","6079","6","1","6","34892","6","6","6","夜行性動物","22812","這個的名稱是什麼？","2","24615"
"失去記憶的龍人族少女","龍人族少女","6","「雪菲」的角色介紹詞。","0","22899","23569","6080","6","2","6","20154","6","6","6","失去記憶的龍人族少女","40845","這個的名稱是什麼？","1","26063"
"高鈣深色蔬菜","鈣深色蔬菜","6","比一般的蔬菜含有較多的鈣質。","0","33756","34092","6081","6","3","6","28145","6","6","6","高鈣深色蔬菜","37411","這個的名稱是什麼？","2","33394"
"Sugar cane","Sugar","6","「甘蔗」的英文。","0","114","97","6082","3","2","3","117","3","3","2","Sugar cane","83","這個的名稱是什麼？","2","103"
"不死鳥=Phoenix","Phoen","6","別稱菲尼克斯","0","110","101","6083","3","2","3","104","3","3","2","不死鳥=Phoenix","80","這個的名稱是什麼？","2","111"
"視覺=See、聽覺=Sound、觸覺=Feel、味覺=Taste、嗅覺=Smell","Smell","6","所謂「五感」是指：","0","108","108","6084","3","1","3","109","3","3","2","視覺=See、聽覺=Sound、觸覺=Feel、味覺=Taste、嗅覺=Smell","83","這個的名稱是什麼？","2","101"
"能歌善舞的超人氣偶像","超人氣偶像","6","「望」的角色介紹詞。","0","20687","20598","6085","6","1","6","20154","6","6","6","能歌善舞的超人氣偶像","36229","這個的名稱是什麼？","1","27683"
"守護人們而歌唱的唱喚士少女","唱喚士少女","6","「千歌」的角色介紹詞。","0","22899","23569","6086","6","3","6","21914","6","6","6","守護人們而歌唱的唱喚士少女","21809","這個的名稱是什麼？","1","22763"
"Omnivorous","vorou","6","「草食性」的英文為「Herbivorous」，那「雜食性」呢？","0","117","111","6087","3","3","3","111","3","3","3","Omnivorous","118","這個的名稱是什麼？","2","114"
"仰慕英雄的見習騎士少女","見習騎士女","6","「茉莉」的角色介紹詞。","0","22899","22763","6088","6","2","6","32722","6","6","6","仰慕英雄的見習騎士少女","35211","這個的名稱是什麼？","1","39438"
"雙角獸＝Bicorn","icorn","6","獨角獸＝Unicorn。　","0","110","114","6089","3","3","3","99","3","3","3","雙角獸＝Bicorn","105","這個的名稱是什麼？","2","111"
"","地獄三頭犬","6","被稱作「地獄看門犬」的三頭怪物。","0","29356","38957","6090","6","1","6","29508","6","6","6","地獄三頭犬","22320","這個的名稱是什麼？","2","19977"
"隱居在研究所，相當文靜的大姊姊","文靜大姊姊","6","「似似花」的角色介紹詞。","0","22986","22986","6091","6","2","6","38748","6","6","6","隱居在研究所，相當文靜的大姊姊","25991","這個的名稱是什麼？","1","22823"
"專門用拳頭來交朋友的打手龍少女","打手龍少女","6","「嘉夜」的角色介紹詞。","0","22899","23569","6092","6","2","6","25163","6","6","6","專門用拳頭來交朋友的打手龍少女","25171","這個的名稱是什麼？","1","40845"
"九尾狐玉藻前","尾狐玉藻前","6","被稱為是「三國傳來之金毛九尾狐」、「九尾狐」、「殺生石」。","0","21069","34299","6093","6","1","6","29392","6","6","6","九尾狐玉藻前","23614","這個的名稱是什麼？","2","29577"
"目標成為頂尖商人的元氣大小姐","元氣大小姐","6","「秋乃」的角色介紹詞。","0","22992","23567","6094","6","2","6","27683","6","6","6","目標成為頂尖商人的元氣大小姐","20803","這個的名稱是什麼？","1","22823"
"","天樓霸斷劍","6","「矛依未」持有的大劍的名稱。","6095","21133","26039","6095","6","2","6","27155","6","6","6","天樓霸斷劍","22825","這個的名稱是什麼？","1","38712"
"克蕾雅•波洋希亞","克蕾雅波洋","6","「克蕾琪塔」在夢境裡的姓名為？","0","27915","27874","6096","6","3","6","34174","6","6","6","克蕾雅•波洋希亞","20811","這個的名稱是什麼？","1","38597"
"七冠（Seven crowns)","crown","6","","6097","110","119","6097","3","1","3","114","3","3","3","七冠（Seven crowns)","99","這個的唸法是什麼？","1","111"
"","波中比目魚","6","古代常用「比目魚」比喻形影不離的情侶或朋友。 宋·梅堯臣的詩：「不見沙上雙飛鳥，莫取□□□□□」。","0","39770","30446","6098","6","2","6","20013","6","6","6","波中比目魚","27874","這個的名稱是什麼？","2","27604"
"","一之瀨祈梨","6","「祈梨」在夢境裡的姓名為？","0","26792","31048","6100","6","3","6","20043","6","6","6","一之瀨祈梨","19968","這個的名稱是什麼？","1","28712"
"伊莉亞•奧恩斯坦","亞奧恩斯坦","6","「伊莉亞」在夢境裡的姓名為？","0","22374","26031","6102","6","3","6","22887","6","6","6","伊莉亞•奧恩斯坦","20126","左側的角色如何稱呼右邊的角色？","1","24681"
"美美=粉色頭髮、禊=橘色頭髮、鏡華=紫色頭髮","美美禊鏡華","6","公會【小小甜心】的成員。","0","33775","37857","6104","6","1","6","32654","6","6","6","美美=粉色頭髮、禊=橘色頭髮、鏡華=紫色頭髮","32654","這個角色的名稱是？","1","31114"
"","倉石惠理子","6","「惠理子」在夢境裡的姓名為？","0","23376","29702","6105","6","2","6","30707","6","6","6","倉石惠理子","20489","這個的名稱是什麼？","1","24800"
"尤絲蒂亞娜•F•阿斯特賴亞","尤絲蒂亞娜","6","","6112","23068","20126","6112","6","1","6","32114","6","6","6","尤絲蒂亞娜•F•阿斯特賴亞","23588","這個角色的本名是？","1","33922"
"","尤絲蒂亞娜","6","霸瞳皇帝的假名為：","6113","23068","20126","6113","6","1","6","32114","6","6","6","尤絲蒂亞娜","23588","這個的名稱是什麼？","1","33922"
"","拉比林斯達","6","","6114","36948","26031","6114","6","1","6","27604","6","6","6","拉比林斯達","25289","這個角色的名稱是？","1","26519"
"迷宮女王=拉比林斯的女王","拉比林斯女","6","「拉比林斯達」的綽號。","6115","22899","26031","6115","6","2","6","27604","6","6","6","迷宮女王=拉比林斯的女王","25289","這個的唸法是什麼？","1","26519"
"拉基庫瑪爾‧拉基尼卡東","拉基尼卡東","6","「拉基拉基」的全名。","6116","26481","21345","6116","6","3","6","22522","6","6","6","拉基庫瑪爾‧拉基尼卡東","25289","這個角色的名稱是？","1","23612"
"悠久的統御黑夜之人","統御黑夜人","6","將「伊莉亞」升到★5時\n可獲得的稱號。","6117","20154","22812","6117","6","2","6","24481","6","6","6","悠久的統御黑夜之人","32113","這個的唸法是什麼？","1","40657"
"從桃子裡生出來的桃太郎","桃子桃太郎","6","與桃子有關","0","37070","22826","6119","6","1","6","23376","6","6","6","從桃子裡生出來的桃太郎","26691","這個童話故事是？","2","26691"
"吃毒蘋果的白雪公主","毒蘋果白雪","6","","0","38634","30333","6120","6","1","6","34315","6","6","6","吃毒蘋果的白雪公主","27602","這個童話故事是？","2","26524"
"弁慶的要害脛骨","弁慶要害骨","6","脛骨正面。此外，就算是強壯的人，這個部位也容易感到疼痛，是人體的弱點。","0","39592","23475","6122","6","2","6","24950","6","6","6","弁慶的要害脛骨","24321","這個的名稱是什麼？","2","35201"
"親人又多話的妹系少女","親人又多話","6","「璃乃」的角色介紹詞。","0","35441","22810","6132","6","2","6","20154","6","6","6","親人又多話的妹系少女","35242","這個的名稱是什麼？","1","21448"
"蝌蚪=Tadpole","Tadpo","6","長大後會變成「青蛙」的生物。","0","111","112","6134","3","3","3","97","3","3","2","蝌蚪=Tadpole","84","這個的名稱是什麼？","2","100"
"","依里和茜里","6","公主連結中登場的角色，作為「雙胞胎姊妹」廣為人知的兩人。(也請填入連接詞)","0","37324","33564","6135","6","1","6","37324","6","6","6","依里和茜里","20381","這個角色的名字是什麼？","1","21644"
"","義賊幻影貓","6","將「珠希」升到★6時\n可獲得的稱號。","6136","35987","24433","6136","6","1","6","36042","6","6","6","義賊幻影貓","32681","這個的名稱是什麼？","1","24187"
"","狂暴格里芬","6","","6137","33452","37324","6137","6","1","6","26292","6","6","6","狂暴格里芬","29378","這隻怪物的名稱是什麼？","1","26684"
"嚮往「朋友」的精靈之森女孩","精靈森女孩","6","「碧」的角色介紹詞。","0","23401","22899","6138","6","2","6","38728","6","6","6","嚮往「朋友」的精靈之森女孩","31934","這個的名稱是什麼？","1","26862"
"","靈咕嚕靈波","6","真步口頭禪之一：「神奇真步魔法□，□□□□～……☆」。","0","27874","38728","6139","6","1","6","21653","6","6","6","靈咕嚕靈波","38728","這句台詞為？","1","22165"
"","成熟的淑女","6","將「美咲」升到★5時\n可獲得的稱號。","6140","22899","28113","6140","6","2","6","29087","6","6","6","成熟的淑女","25104","這個的名稱是什麼？","1","30340"
"常保童話之心的公主","童話之心的","6","將「真步」升到★6時\n可獲得的稱號。","6141","30340","24515","6141","6","2","6","35441","6","6","6","常保童話之心的公主","31461","這個的名稱是什麼？","1","20043"
"","在下的主人","6","將「可可蘿」升到★5時\n可獲得的稱號。","6142","20154","20027","6142","6","2","6","19979","6","6","6","在下的主人","22312","這個的名稱是什麼？","1","30340"
"","虐待狂先生","6","","6143","29983","20808","6143","6","2","6","24453","6","6","6","虐待狂先生","34384","左側的角色如何稱呼右邊的角色？","1","29378"
"優妮們的總裁","優妮們總裁","6","將「優妮」升到★5時\n可獲得的稱號。","6144","35009","32317","6144","6","2","6","22958","6","6","6","優妮們的總裁","20778","這個的名稱是什麼？","1","20497"
"","Sloth","6","「樹懶」的英文。","0","104","116","6146","3","2","3","108","3","3","2","Sloth","83","這個的名稱是什麼？","2","111"
"","迷你小灰蝶","6","蝴蝶品種之一，翅膀表面黑褐色，近基部處有藍紫色光澤，又稱為迷你藍灰蝶。","0","34678","28784","6147","6","3","6","20320","6","6","6","迷你小灰蝶","36855","這個的名稱是什麼？","2","23567"
"魔法少女Purely★栞","Purel","6","","6151","108","101","6151","3","3","3","117","3","3","2","魔法少女Purely★栞","80","這個角色的名稱是？","1","114"
"魔法少女Shiny★智","Shiny","6","","6153","121","110","6153","3","3","3","104","3","3","2","魔法少女Shiny★智","83","這個角色的名稱是？","1","105"
"","Human","6","「人類」的英文。","0","110","97","6155","3","1","3","117","3","3","2","Human","72","這個的名稱是什麼？","2","109"
"獅子=Lion 老鷹=Eagle","Eagle","6","","0","101","108","6157","3","1","3","97","3","3","2","獅子=Lion 老鷹=Eagle","69","這個的名稱是什麼？","2","103"
"","棋石小灰蝶","6","蝴蝶的品種之一，前後翅面黑褐色，翅腹面白色密布黑色的斑點。又稱為林灰蝶。","0","34678","28784","6160","6","3","6","30707","6","6","6","棋石小灰蝶","26827","這個的名稱是什麼？","2","23567"
"知性的美少女名偵探","少女名偵探","6","將「霞」升到★5時\n可獲得的稱號。","6161","25506","20597","6161","6","1","6","22899","6","6","6","知性的美少女名偵探","23569","這個的名稱是什麼？","1","21517"
"","諸神的黃昏","6","芬里爾是神話中登場的巨狼。據說在□□□□□中將奧丁吞噬。","0","26127","40643","6162","6","3","6","31070","6","6","6","諸神的黃昏","35576","這個的名稱是什麼？","2","30340"
"公會管理協會","公會管理協","2","管理蘭德索爾各公會的公家機關。","0","21332","29702","6164","6","1","6","26371","6","6","6","公會管理協會","20844","這個的名稱是什麼？","1","31649"
"燃燒中的純真少女","燃燒中純真","6","將「日和」升到★6時\n可獲得的稱號。","6165","30495","32020","6165","6","2","6","29138","6","6","6","燃燒中的純真少女","29123","這個的名稱是什麼？","1","20013"
"該死的眼鏡女","該死眼鏡女","6","","6166","22899","37857","6166","6","2","6","27515","6","6","6","該死的眼鏡女","35442","左側的角色如何稱呼右邊的角色？","1","30524"
"","裂唇嗅反應","6","貓等動物在聞到強烈的氣味時會張著眼睛或嘴巴，露出獨特表情的現象。","0","25033","21453","6167","6","3","6","21767","6","6","6","裂唇嗅反應","35010","這個的名稱是什麼？","2","21957"
