44e82e9415c3b439cfb101ed06c8a59c5c9dce4bdb08050a20365d94e4a83798,d70a7c1fed992307cecabc0ba884ed82cdad57930d77a4b0e19c6c3dbb5ee13d,251eb581ef58ea54fe807300b713c62fa74c0a69bfd539f0f6cbf3d1d11923ce,78538f3528fc89539bb6fac5acd179e7f6c0f916c3aa4047d517af8cc065e627,54047365527deb1dca482b98855adbbde69cb6d85b114f098591d458fe18c53b,396f5d8b2b9463a69728f2c415c7111beacec6bb3547f8543de865b1984c0848,0726e7bbac85a224a2e14eb7d00f7ed68f396095e207bba7bab92a527780c530,6fec1e12a6270fe133edbaa468e6879be39106da00c8aabe71c19a19543d9d65,19599ab0f35d57745c9c1ae787a865826a3ce8c59bfe9a1efa4f9595162e7d1d,73a28862b10fbc9b4cc2e94eb4fbc951d46f8d58887cfec2715bb6663e05bf45,2f33c607bb37aa625b7572cfcd37fbf55ffdfd487f34ad37921d77ff4a812825
"40313010","","40313","1","","52","","","","","32"
"40313011","","40313","0","","15","","","","","32"
"40313012","","40313","","","0","","","","","91"
"40411001","-213","40411","105111","-108","1","0","202","wac_default_01","2","1"
"40411002","-213","40411","111","-108","1","0","201","wac_default_03","2","5"
"40411003","1","40411","43","0","43","","0","","1","31"
"40411004","1","40411","44","0","44","","0","","0","31"
"40411005","1","40411","11","0","11","","0","","0","31"
"40411006","0","40411","wac_paint_01","","105111","","0","","0.2","3"
"40411007","0","40411","wac_paint_03","","111","","0","","0.2","3"
"40411008","","40411","0","","0","","","","","93"
"40411009","","40411","1","","11","","","","","32"
"40411010","","40411","se_10035700_brush","","se_10035700","","0","","","23"
"40411011","","40411","300","","105111","","","","","13"
"40411012","","40411","","","1","","","","","131"
"40412001","1","40412","wac_talk_arm_crossed_in","wac_talk_arm_crossed_loop","105111","","0","","0.2","3"
"40412002","","40412","wac_no_items","","111","","1","","0.2","3"
"40412003","","40412","200","0","105111","","-340","","","2"
"40412004","","40412","200","0","111","","-340","","","2"
"40412005","","40412","0","","43","","","","","32"
"40412006","","40412","1","","44","","","","","32"
"40412007","","40412","0","","11","","","","","32"
"40412008","","40412","vo_wac_230325_000","0","vo_wac_230325","","0","","","21"
"40412009","1","40412","這份工作也即將進入尾聲了對吧？\n雖然這牆壁很大一片，但在大家的\n合作努力之下，很快就完成了呢。","1","105111","0","10","0.5","0","11"
"40412010","","40412","","","0","","","","","91"
"40412011","","40412","vo_wac_230325_001","0","vo_wac_230325","","0","","","21"
"40412012","1","40412","這段好長一段時間你也辛苦了。\n……哎呀，你還有工作沒做完？\n那麼到結束前都要謹慎，\n小心別受傷，繼續加油吧。","1","105111","0","10","0.5","0","11"
"40412013","","40412","","","0","","","","","91"
"40412014","","40412","0","","0","","","","","22"
"40413001","","40413","wac_idle_arm_crossed","","105111","","1","","0.2","3"
"40413002","","40413","wac_no_items","","111","","1","","0.2","3"
"40413003","","40413","200","0","105111","","-340","","","2"
"40413004","","40413","200","0","111","","-340","","","2"
"40413005","","40413","0","","43","","","","","32"
"40413006","","40413","1","","44","","","","","32"
"40413007","","40413","0","","11","","","","","32"
"40413008","","40413","","","0","","","","","91"
"40511001","-213","40511","105611","-108","1","0","202","wac_default_01","2","1"
"40511002","-213","40511","111","-108","1","0","201","wac_default_02","2","5"
"40511003","1","40511","43","0","43","","0","","1","31"
"40511004","1","40511","44","0","44","","0","","0","31"
"40511005","1","40511","11","0","11","","0","","0","31"
"40511006","0","40511","wac_paint_01","","105611","","0","","0.2","3"
"40511007","0","40511","wac_paint_02","","111","","0","","0.2","3"
"40511008","","40511","0","","0","","","","","93"
"40511009","","40511","1","","11","","","","","32"
"40511010","","40511","se_10035700_brush","","se_10035700","","0","","","23"
"40511011","","40511","300","","105611","","","","","13"
"40511012","","40511","","","1","","","","","131"
"40512001","1","40512","wac_talk_doya_in","wac_talk_doya_loop","105611","","0","","0.2","3"
"40512002","","40512","wac_no_items","","111","","1","","0.2","3"
"40512003","","40512","200","0","105611","","-340","","","2"
"40512004","","40512","200","0","111","","-340","","","2"
"40512005","","40512","0","","43","","","","","32"
"40512006","","40512","1","","44","","","","","32"
"40512007","","40512","0","","11","","","","","32"
"40512008","","40512","vo_wac_230326_000","0","vo_wac_230326","","0","","","21"
"40512009","1","40512","我看看……\n這不是很壯觀嗎？\n雖然有少部分地方\n還沒畫完。","1","105611","0","10","0.5","0","11"
"40512010","","40512","","","0","","","","","91"
"40512011","","40512","wac_talk_smile_loop","","105611","","1","","0.2","3"
"40512012","","40512","vo_wac_230326_001","0","vo_wac_230326","","0","","","21"
"40512013","1","40512","全部完成後，\n再來大肆地\n慶祝吧♪","1","105611","0","10","0.5","0","11"
"40512014","","40512","","","0","","","","","91"
"40512015","","40512","0","","0","","","","","22"
"40513001","","40513","wac_idle_smile","","105611","","1","","0.2","3"
"40513002","","40513","wac_no_items","","111","","1","","0.2","3"
"40513003","","40513","200","0","105611","","-340","","","2"
"40513004","","40513","200","0","111","","-340","","","2"
"40513005","","40513","0","","43","","","","","32"
"40513006","","40513","1","","44","","","","","32"
"40513007","","40513","0","","11","","","","","32"
"40513008","","40513","","","0","","","","","91"
"40611001","-213","40611","118211","-108","1","0","202","wac_default_11","2","1"
"40611002","-213","40611","111","-108","1","0","201","wac_default_12","2","5"
"40611003","1","40611","43","0","43","","0","","1","31"
"40611004","1","40611","44","0","44","","0","","0","31"
"40611005","1","40611","11","0","11","","0","","0","31"
"40611006","0","40611","wac_paint_11","","118211","","0","","0.2","3"
"40611007","0","40611","wac_paint_12","","111","","0","","0.2","3"
"40611008","","40611","0","","0.3","","","","","93"
"40611009","","40611","1","","11","","","","","32"
"40611010","","40611","se_10035700_roller","","se_10035700","","0","","","23"
"40611011","","40611","300","","118211","","","","","13"
"40611012","","40611","","","1","","","","","131"
"40612001","1","40612","wac_talk_smile_in","wac_talk_smile_loop","118211","","0","","0.2","3"
"40612002","","40612","wac_no_items","","111","","1","","0.2","3"
"40612003","","40612","200","0","118211","","-340","","","2"
"40612004","","40612","200","0","111","","-340","","","2"
"40612005","","40612","0","","43","","","","","32"
"40612006","","40612","1","","44","","","","","32"
"40612007","","40612","0","","11","","","","","32"
"40612008","","40612","vo_wac_230327_000","0","vo_wac_230327","","0","","","21"
"40612009","1","40612","和大家一起創作藝術，\n很～開心呢♪\n那麼最後加工部分\n就再玩得更開心吧★","1","118211","0","10","0.5","0","11"
"40612010","","40612","","","0","","","","","91"
"40612011","","40612","vo_wac_230327_001","0","vo_wac_230327","","0","","","21"
"40612012","1","40612","呵呵♪用這把槍，把這面牆壁──\n預備──嘟嚕嚕嚕嚕～！\n……開玩笑的♪\n我不會開槍的喔？暫時啦★","1","118211","0","10","0.5","0","11"
"40612013","","40612","","","0","","","","","91"
"40612014","","40612","0","","0","","","","","22"
"40613001","","40613","wac_idle_smile","","118211","","1","","0.2","3"
"40613002","","40613","wac_no_items","","111","","1","","0.2","3"
"40613003","","40613","200","0","118211","","-340","","","2"
"40613004","","40613","200","0","111","","-340","","","2"
"40613005","","40613","0","","43","","","","","32"
"40613006","","40613","1","","44","","","","","32"
"40613007","","40613","0","","11","","","","","32"
"40613008","","40613","","","0","","","","","91"
"40711001","-213","40711","106011","-108","1","0","202","wac_default_01","2","1"
"40711002","-213","40711","111","-108","1","0","201","wac_default_02","2","5"
"40711003","1","40711","43","0","43","","0","","1","31"
"40711004","1","40711","44","0","44","","0","","0","31"
"40711005","1","40711","11","0","11","","0","","0","31"
"40711006","0","40711","wac_paint_01","","106011","","0","","0.2","3"
"40711007","0","40711","wac_paint_02","","111","","0","","0.2","3"
"40711008","","40711","0","","0","","","","","93"
"40711009","","40711","1","","11","","","","","32"
"40711010","","40711","se_10035700_brush","","se_10035700","","0","","","23"
"40711011","","40711","300","","106011","","","","","13"
"40711012","","40711","","","1","","","","","131"
"40712001","1","40712","wac_talk_doya_in","wac_talk_doya_loop","106011","","0","","0.2","3"
"40712002","","40712","wac_no_items","","111","","1","","0.2","3"
"40712003","","40712","200","0","106011","","-340","","","2"
"40712004","","40712","200","0","111","","-340","","","2"
"40712005","","40712","0","","43","","","","","32"
"40712006","","40712","1","","44","","","","","32"
"40712007","","40712","0","","11","","","","","32"
"40712008","","40712","vo_wac_230328_000","0","vo_wac_230328","","0","","","21"
"40712009","1","40712","這份工作終於也進入最後階段了呢～\n一開始雖然覺得很麻煩，\n不過一看到目標\n就提起幹勁了呢！","1","106011","0","10","0.5","0","11"
"40712010","","40712","","","0","","","","","91"
"40712011","","40712","vo_wac_230328_001","0","vo_wac_230328","","0","","","21"
"40712012","1","40712","快點完成剩下的部分，\n去【美食殿堂】辦慶功宴吧♪\n……當然，不包含魔物料理！","1","106011","0","10","0.5","0","11"
"40712013","","40712","","","0","","","","","91"
"40712014","","40712","0","","0","","","","","22"
"40713001","","40713","wac_idle_doya","","106011","","1","","0.2","3"
"40713002","","40713","wac_no_items","","111","","1","","0.2","3"
"40713003","","40713","200","0","106011","","-340","","","2"
"40713004","","40713","200","0","111","","-340","","","2"
"40713005","","40713","0","","43","","","","","32"
"40713006","","40713","1","","44","","","","","32"
"40713007","","40713","0","","11","","","","","32"
"40713008","","40713","","","0","","","","","91"
"40811001","-213","40811","105911","-108","1","0","202","wac_default_01","2","1"
"40811002","-213","40811","111","-108","1","0","201","wac_default_01","2","5"
"40811003","1","40811","43","0","43","","0","","1","31"
"40811004","1","40811","44","0","44","","0","","0","31"
"40811005","1","40811","11","0","11","","0","","0","31"
"40811006","0","40811","wac_paint_01","","105911","","0","","0.2","3"
"40811007","0","40811","wac_paint_01","","111","","0","","0.2","3"
"40811008","","40811","0","","0","","","","","93"
"40811009","","40811","1","","11","","","","","32"
"40811010","","40811","se_10035700_brush","","se_10035700","","0","","","23"
"40811011","","40811","300","","105911","","","","","13"
"40811012","","40811","","","1","","","","","131"
"40812001","1","40812","wac_talk_wish_in_joy","wac_talk_wish_loop_joy","105911","","0","","0.2","3"
"40812002","","40812","wac_no_items","","111","","1","","0.2","3"
"40812003","","40812","200","0","105911","","-340","","","2"
"40812004","","40812","200","0","111","","-340","","","2"
"40812005","","40812","0","","43","","","","","32"
"40812006","","40812","1","","44","","","","","32"
"40812007","","40812","0","","11","","","","","32"
"40812008","","40812","vo_wac_230329_000","0","vo_wac_230329","","0","","","21"
"40812009","1","40812","有這麼一句話叫做\n「只要結果好，什麼都好」。\n反過來說，要是最後失敗了，\n就只能徒留遺憾。","1","105911","0","10","0.5","0","11"
"40812010","","40812","","","0","","","","","91"
"40812011","","40812","vo_wac_230329_001","0","vo_wac_230329","","0","","","21"
"40812012","1","40812","雖然已經能看出成果了，\n但接下來的工作至關重要。\n主人，在結束之前，\n與在下一起確實完成工作吧。","1","105911","0","10","0.5","0","11"
"40812013","","40812","","","0","","","","","91"
"40812014","","40812","0","","0","","","","","22"
"40813001","","40813","wac_idle_wish_joy","","105911","","1","","0.2","3"
"40813002","","40813","wac_no_items","","111","","1","","0.2","3"
"40813003","","40813","200","0","105911","","-340","","","2"
"40813004","","40813","200","0","111","","-340","","","2"
"40813005","","40813","0","","43","","","","","32"
"40813006","","40813","1","","44","","","","","32"
"40813007","","40813","0","","11","","","","","32"
"40813008","","40813","","","0","","","","","91"
"40911001","-212.75","40911","105811","-108","1","0","202","wac_default_11","2","1"
"40911002","-212.75","40911","111","-108","1","0","201","wac_default_11","2","5"
"40911003","1","40911","43","0","43","","0","","1","31"
"40911004","1","40911","52","0","52","","0","","0","31"
"40911005","1","40911","11","0","11","","0","","0","31"
"40911006","1","40911","14","0","14","","0","","0","31"
"40911007","1","40911","18","0","18","","0","","0","31"
"40911008","0","40911","wac_paint_11","","105811","","0","","0.2","3"
"40911009","0","40911","wac_paint_11","","111","","0","","0.2","3"
"40911010","","40911","0","","0.3","","","","","93"
"40911011","","40911","1","","11","","","","","32"
"40911012","","40911","se_10035700_roller","","se_10035700","","0","","","23"
"40911013","","40911","300","","105811","","","","","13"
"40911014","","40911","","","1","","","","","131"
"40912001","1","40912","wac_talk_smile_in","wac_talk_smile_loop","105811","","0","","0.2","3"
"40912002","","40912","wac_no_items","","111","","1","","0.2","3"
"40912003","","40912","400","0","105811","","-340","","","2"
"40912004","","40912","400","0","111","","-340","","","2"
"40912005","","40912","0","","43","","","","","32"
"40912006","","40912","1","","52","","","","","32"
"40912007","","40912","0","","11","","","","","32"
"40912008","","40912","1","","14","","","","","32"
"40912009","","40912","1","","18","","","","","32"
"40912010","","40912","0","","1.8","","","","","93"
"40912011","","40912","vo_wac_230330_000","0","vo_wac_230330","","0","","","21"
"40912012","1","40912","……最後再把這裡塗上……好了！\n可以了，終於完成囉～！\n來吧來吧，請看♪","1","105811","0","10","0.5","0","11"
"40912013","","40912","","","0","","","","","91"
"40912014","","40912","vo_wac_230330_001","0","vo_wac_230330","","0","","","21"
"40912015","1","40912","成功地和大家一起\n將如此巨大的牆壁\n用大量的圖畫填滿了！\n真的真的……太讚了吧☆","1","105811","0","10","0.5","0","11"
"40912016","","40912","","","0","","","","","91"
"40912017","","40912","0","","0","","","","","22"
"40913001","","40913","wac_idle_smile","","105811","","1","","0.2","3"
"40913002","","40913","wac_no_items","","111","","1","","0.2","3"
"40913003","","40913","400","0","105811","","-340","","","2"
"40913004","","40913","400","0","111","","-340","","","2"
"40913005","","40913","0","","43","","","","","32"
"40913006","","40913","1","","52","","","","","32"
"40913007","","40913","0","","11","","","","","32"
"40913008","","40913","0","","14","","","","","32"
