7e463d1f44a4ca96afb9fa36a874ba14fbe0149b20f0aa4ee00fdc667a8aab84,c5023b8a6f501bf83b7aef405c41d1d6997373ebc0f85417af8fa83d85eb092b,e6548a3466daa08d7c29a4ffb15fa3fa8a01a9d020b6f0aee02393ea34c18f12,1e796daf178b10cc979562016d41e05dc23127e4896c746253bbfdbcb77373f0,eb508df275fc509d15e9ce2bbb391a7eb497d30a652e330b5d030cf771c1b99a
"賦予TP上升上限","500106803","85001068","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17"
"提升物理防禦力（不可降低）","500106804","85001068","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit"
"提升魔法防禦力（不可降低）","500106805","85001068","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit"
"降低HP吸收","500106806","85001068","戰鬥開始時，大幅度降低全體角色的HP吸收。","9"
"闇屬性獎勵特大幅度提升","500106901","85001069","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16"
"深域怪物","500106902","85001069","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11"
"賦予TP上升上限","500106903","85001069","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17"
"提升物理防禦力（不可降低）","500106904","85001069","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit"
"提升魔法防禦力（不可降低）","500106905","85001069","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit"
"降低HP吸收","500106906","85001069","戰鬥開始時，大幅度降低全體角色的HP吸收。","9"
"闇屬性獎勵特大幅度提升","500107001","85001070","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16"
"深域怪物","500107002","85001070","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11"
"賦予TP上升上限","500107003","85001070","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17"
"提升物理防禦力（不可降低）","500107004","85001070","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit"
"提升魔法防禦力（不可降低）","500107005","85001070","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit"
"降低HP吸收","500107006","85001070","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9"
"減少TP下降","500107007","85001070","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut"
"提升行動速度","500107008","85001070","戰鬥開始時，大幅度提升所有怪物的行動速度。","boss_haste"
"闇屬性獎勵特大幅度提升","500107101","85001071","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16"
"深域怪物","500107102","85001071","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11"
"賦予TP上升上限","500107103","85001071","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17"
"提升物理防禦力（不可降低）","500107104","85001071","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit"
"提升魔法防禦力（不可降低）","500107105","85001071","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit"
"降低HP吸收","500107106","85001071","戰鬥開始時，大幅度降低全體角色的HP吸收。","9"
"傷害降低","500107107","85001071","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。","boss_damage_cut"
"物理魔法暴擊率降低","500107108","85001071","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。","35"
"闇屬性獎勵特大幅度提升","500107201","85001072","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16"
"深域怪物","500107202","85001072","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11"
"賦予TP上升上限","500107203","85001072","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17"
"提升物理防禦力（不可降低）","500107204","85001072","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit"
"提升魔法防禦力（不可降低）","500107205","85001072","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit"
"降低HP吸收","500107206","85001072","戰鬥開始時，大幅度降低全體角色的HP吸收。","9"
"傷害降低","500107207","85001072","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。","boss_damage_cut"
"物理魔法暴擊率降低","500107208","85001072","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。","35"
"闇屬性獎勵特大幅度提升","500107301","85001073","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16"
"深域怪物","500107302","85001073","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11"
"賦予TP上升上限","500107303","85001073","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17"
"提升物理防禦力（不可降低）","500107304","85001073","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit"
"提升魔法防禦力（不可降低）","500107305","85001073","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit"
"降低HP吸收","500107306","85001073","戰鬥開始時，大幅度降低全體角色的HP吸收。","9"
"傷害降低","500107307","85001073","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。","boss_damage_cut"
"物理魔法暴擊率降低","500107308","85001073","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。","35"
"闇屬性獎勵特大幅度提升","500107401","85001074","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16"
"深域怪物","500107402","85001074","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11"
"賦予TP上升上限","500107403","85001074","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17"
"提升物理防禦力（不可降低）","500107404","85001074","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit"
"提升魔法防禦力（不可降低）","500107405","85001074","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit"
"降低HP吸收","500107406","85001074","戰鬥開始時，大幅度降低全體角色的HP吸收。","9"
"傷害降低","500107407","85001074","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。","boss_damage_cut"
"物理魔法暴擊率降低","500107408","85001074","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。","35"
"闇屬性獎勵特大幅度提升","500107501","85001075","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16"
"深域怪物","500107502","85001075","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11"
"賦予TP上升上限","500107503","85001075","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17"
"提升物理防禦力（不可降低）","500107504","85001075","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit"
"提升魔法防禦力（不可降低）","500107505","85001075","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit"
"降低HP吸收","500107506","85001075","戰鬥開始時，大幅度降低全體角色的HP吸收。","9"
"傷害降低","500107507","85001075","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。","boss_damage_cut"
"物理魔法暴擊率降低","500107508","85001075","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。","35"
"危險領域","500107601","85001076","戰鬥中，發動「降低物理攻擊力」效果。","25"
"闇屬性獎勵特大幅度提升","500107602","85001076","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16"
"深域怪物","500107603","85001076","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11"
"賦予TP上升上限","500107604","85001076","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17"
"提升物理防禦力（不可降低）","500107605","85001076","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit"
"提升魔法防禦力（不可降低）","500107606","85001076","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit"
"降低HP吸收","500107607","85001076","戰鬥開始時，大幅度降低全體角色的HP吸收。","9"
"傷害降低","500107608","85001076","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。","boss_damage_cut"
"物理魔法暴擊率降低","500107609","85001076","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。","35"
"降低物理攻擊力","500107610","85001076","戰鬥開始時，超大幅度降低全體角色的物理攻擊力。","5"
"闇屬性獎勵特大幅度提升","500107701","85001077","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16"
"深域怪物","500107702","85001077","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11"
"賦予TP上升上限","500107703","85001077","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17"
"提升物理防禦力（不可降低）","500107704","85001077","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit"
"提升魔法防禦力（不可降低）","500107705","85001077","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit"
"降低HP吸收","500107706","85001077","戰鬥開始時，大幅度降低全體角色的HP吸收。","9"
