85cb96a6901df6d2eb541549dc6886c7764cff5d98ad0bda3f86186a85c271d1,0719f590a143c4b1a14f91d0ae3f07d678d6dca47057851e38a5fae787bb6182,2c48e4f2f577a756303fb20d25166f896ac671cd4ce26e3e918dd09f4821b146,ecfc4ee792f3394727d352b42a9e26864ae34f86757bb352470dc40241c10bc0,f88d380732f539b07b509d1297fe5d65742a785a61537667b8df2172568220f9,cd489ca648cc158f5752fb40bbc26b76a29a939c4976941858ae1b05df085baf,9d77a035d994c24a5551df97bfa8b798c2a530a1859560e0c5c0517d52ac3ca1,19df96b8b39147b1a9ebd6932ae96f20b05ac2973de7959d5ee5505a1a0f26f9,3083e436ae6bcea8a8798880f2b4f18b7e4aa612feeeac470ef147a4c59784ed,0b9abbfc1c8451a44df769a836e708c6abe3f182cf585025e5a2a4a80a029ca5,907d7dcb05593572af1c92858f6215e68d6b78a4c4d26d964ff988cb5336b6b0,53baebaacf290d4ce04036db073de48d0e6c74a06ee8fe1d4d334451f78ed802,8e5ccc036675e8ae43819e29e0d41055208e10e27e95945090f2bd5f4410f4e5,b8cc25159d2f0746053b89b0a13c50138e4d9d48e3d6a02a1c2e51d3bfccca82,34a160204778aee554a947da275fe76c62ad6bf68475b3b6f59e6e9c61068371,e3af80f6149fb7cae957a7410eb7b80085339b0b0f659ff035d4820c647962dc,62c512c7c4c2c88472aace1c3811b3000b00fad4d5cc647a3d9a6b467bff7f54,694b19d86a20348b1fbb67d87111a39be15b1769fc6192b1c67786c9f98644e9,c6e73c63bb4c4b74ef140c33a69f6f1797e1b532152081cc7acba9a9e91538ce,1670207dacddc1b96afe84cf45c6c41088661acd3fdefcf68338880a86e87372,6bb6157f9b8f5d5b951e8a9edf4046dfdb34daf408ed1ef98f46fa0b5a5ffb6e
"1","2","0","20","1","1","3","10","【UB】大幅度提升自身的物理防禦力","0","8","-1","","7","0","150","0","2","0","309700101","2"
"1","2","0","40","1","1","3","10","【UB】大幅度提升自身的魔法防禦力","0","8","-1","","7","0","150","0","2","0","309700102","2"
"1","0","0","4","0","1","1","7","以最前方敵人為目標","0","0","3000","","3","0","0","0","0","0","309700201","1"
"99","0","0","2","0","1","2","1","對範圍內造成中幅度的物理傷害","0","0","300","","1","0","0","0","0","1","309700202","1"
"1","2","0","20","1","1","3","10","【UB】大幅度提升自身的物理防禦力","0","10","-1","","7","0","10","0","2","0","309700203","2"
"1","2","0","40","1","1","3","10","【UB】大幅度提升自身的魔法防禦力","0","10","-1","","7","0","10","0","2","0","309700204","2"
"1","0","0","2","0","1","3","1","普通攻擊","0","0","3000","","3","0","0","0","0","1","309700301","1"
"1","100","0","3","0","1","3","17","awake：觸發設定","0","0","0","","7","0","0","0","0","40","309700401","1"
"1","2","0","20","1","1","3","10","【UB】大幅度提升自身的物理防禦力","0","90","-1","","7","0","10","0","2","0","309700402","2"
"1","2","0","40","1","1","3","10","【UB】大幅度提升自身的魔法防禦力","0","90","-1","","7","0","10","0","2","0","309700403","2"
"99","60","0","2","1","1","3","46","","0","0","2160","","3","0","0","0","0","0","309800101","1"
"1","80","0","3","0","1","1","1","","0","0","2160","","3","0","80","0","0","8","309800201","1"
"1","0","0","4","0","1","1","7","","0","0","2160","","3","0","0","0","0","0","309800202","1"
"99","20","0","2","0","1","1","1","","0","0","200","","3","0","20","0","0","1.8","309800203","1"
"99","0","0","10","1","1","1","8","","0","0","3000","","3","0","0","0","0","180","309800204","1"
"99","0","0","3","0","1","1","1","","0","0","2160","","3","0","0","0","0","0.6","309800301","1"
"99","0","0","2","0","1","1","1","","0","0","2160","","3","0","0","0","0","0.6","309800302","1"
"1","0.6","0","21","1","2","1","38","","0","0","2160","","4","400","0.6","3","0","16","309800401","1"
"1","0.6","0","41","1","2","1","38","","0","0","2160","","4","400","0.6","0","0","16","309800402","1"
"1","0","0","4","0","2","1","7","","0","0","2160","","4","0","0","0","0","0","309800403","1"
"99","9","0","2","0","2","2","1","","0","0","344","","3","0","9","0","0","0.6","309800404","1"
"99","200","0","5","0","2","2","9","","0","0","344","","3","50","0","0","0","7.5","309800405","1"
"1","100","0","3","0","2","3","17","","0","0","0","","7","0","0","0","0","50","309800501","2"
"1","1.2","0","2","0","2","3","8","","0","0","0","","7","0","0","0","2","90","309800502","2"
"1","2","0","40","1","2","3","10","","0","90","0","","7","0","25","0","2","0","309800503","2"
"1","180","0","1","30980302","2","1","22","","0","0","0","","7","0","-1","0","0","1","309800504","2"
"1","180","0","1","0","2","1","21","一段時間內成為無敵狀態","0","0","0","","7","0","0","0","0","0","309800601","2"
"99","13.5","0","2","0","1","3","1","對全體敵人造成大幅度魔法傷害","0","0","3000","","3","0","13.5","0","0","1.08","309900101","1"
"99","0","0","0","0","1","2","30","使夥伴所有的召喚物立即死亡","0","0","3000","","18","0","0","0","0","0","309900102","2"
"99","0","0","1","0","1","2","30","使敵方所有的召喚物立即死亡","0","0","3000","","18","0","0","0","0","0","309900103","1"
"99","50","0","2","1","1","1","46","對前方650範圍內造成所剩HP的5成魔法傷害","0","0","650","","3","0","0","0","0","0","309900201","1"
"99","140","0","1","0","1","1","3","縱向擊退","0","450","3000","","3","0","0","0","0","2100","309900202","1"
"0","1000","0","3","0","1","1","3","橫向擊退","0","0","3000","","1","0","0","0","0","1050","309900203","1"
"1","0","0","2","710000003","1","1","15","召喚","460","0","0","","7","1","0","1","460","-2","309900204","2"
"1","0","0","2","710000004","1","1","15","召喚","280","0","0","","7","1","0","1","280","2","309900205","2"
"1","0","1","4","0","1","3","7","對最前方的角色進行鎖定","0","0","3000","","3","0","0","0","0","0","309900301","1"
"99","6.8","0","1","0","1","2","1","對前後 100 的目標造成中幅度的物理傷害","0","0","100","","1","0","6.8","0","0","0.54","309900302","1"
"99","0","0","3","0","1","2","8","對相同的範圍內造成暈眩","0","0","100","","1","0","0","0","0","2","309900303","1"
"99","115","0","4","0","1","2","9","對相同的範圍內造成猛毒","0","0","100","","1","0","6","0","0","9","309900304","1"
"0","100","0","3","0","1","0","17","60%觸發覺醒","0","0","0","","0","0","0","0","0","60","309900401","0"
"1","1.43","0","2","0","1","3","8","加速43%","0","0","-1","","7","0","0","0","2","90","309900402","2"
"1","2","0","30","1","1","3","10","增幅魔攻15%","0","90","-1","","7","0","15","0","2","0","309900403","2"
"1","180","0","1","30990002","1","1","22","行動模式變更","0","0","0","","7","0","0","0","0","0","309900404","2"
"99","100","0","2","0","1","3","1","","0","0.001","3000","","3","0","100","100","0","1","309901101","1"
"99","1","0","720","309901103","1","3","28","","0","0","3000","","3","0","2","0","0","208900","309901102","2"
"99","100","0","2","0","1","3","1","","0","0.001","3000","","3","0","100","100","0","1","309901103","1"
"99","35","0","1","1","1","1","46","","0","0","650","","3","0","0","100","0","0","309901201","1"
"99","140","0","1","0","1","1","3","","0","450","3000","","3","0","0","0","0","2100","309901202","1"
"0","1000","0","3","0","1","1","3","","0","0","3000","","1","0","0","0","0","1050","309901203","1"
"1","0","0","2","710000006","1","1","15","","460","0","0","","7","1","0","1","460","-2","309901204","2"
"1","0","1","4","0","1","3","7","","0","0","3000","","3","0","0","0","0","0","309901301","1"
"99","100","0","1","0","1","2","1","","0","0.001","100","","1","0","100","50","0","1","309901302","1"
"99","0","0","3","0","1","2","8","","0","0","100","","1","0","0","0","0","2","309901303","1"
"99","115","0","4","0","1","2","9","","0","0","100","","1","0","1.5","100","0","9.5","309901304","1"
"0","100","0","3","0","1","0","17","","0","0","0","","0","0","0","0","0","60","309901401","0"
"1","2","0","2","0","1","3","8","","0","0","-1","","7","0","0","0","2","90","309901402","2"
"1","2","0","30","1","1","3","10","","0","90","-1","","7","0","0","0","2","0.01","309901403","2"
"1","180","0","1","30990102","1","1","22","","0","0","0","","7","0","0","0","0","0","309901404","2"
"1","100","0","2","0","1","3","1","","0","0.001","3000","","3","0","100","50","0","1","309901501","1"
"99","0.5","0","0","0","1","3","92","","0","0","3000","","3","0","0","0","0","0","309907101","1"
"99","67.5","0","2","0","1","3","1","","0","0","3000","","3","0","67.5","0","0","2","309907102","1"
"99","0","0","0","0","1","2","30","","0","0","3000","","18","0","0","0","0","0","309907103","2"
"99","0","0","1","0","1","2","30","","0","0","3000","","18","0","0","0","0","0","309907104","1"
"1","1","0","685","309907205","1","3","28","","0","0","0","","7","0","2","309907206","0","10","309907201","2"
"99","5000000","0","2","0","1","3","1","","0","0","3000","","1","0","0","0","0","0","309907202","2"
"99","1","0","21","1","1","3","10","","0","30","3000","","1","0","350","0","0","0","309907203","2"
"99","1","0","41","1","1","3","10","","0","30","3000","","1","0","350","0","0","0","309907204","2"
"99","10","0","0","1","1","3","35","","0","-10","3000","","3","0","85","0","0","90","309907205","2"
"1","0","0","0","0","1","3","94","","0","0","3000","","7","0","0","0","0","0","309907206","2"
"1","0","1","4","0","1","3","7","","0","0","3000","","3","0","0","0","0","0","309907301","1"
"99","0.5","0","0","0","1","2","92","","0","0","300","","1","0","0","0","0","0","309907302","1"
"99","30.6","0","2","0","1","2","1","","0","0","300","","1","0","30.6","0","0","0","309907303","1"
"99","0","0","3","0","1","2","8","","0","0","300","","1","0","0","0","0","5.5","309907304","1"
"99","15000","0","4","0","1","2","9","","0","0","300","","1","0","0","0","0","5.5","309907305","1"
"0","100","0","3","0","1","0","17","","0","0","0","","0","0","0","0","0","40","309907401","0"
"1","1.43","0","2","0","1","1","8","","0","0","0","","7","0","0","0","0","90","309907402","2"
"1","2","0","30","1","1","1","10","","0","90","0","","7","0","500","0","0","0","309907403","2"
"1","180","0","1","30990702","1","1","22","","0","0","0","","7","0","0","0","0","0","309907404","2"
"1","0.5","0","0","0","1","1","92","","0","0","3000","","3","0","0","0","0","0","309907501","1"
"1","5","0","1","2","1","1","46","","0","0","3000","","3","0","0","0","0","0","309907502","1"
"1","100","0","7","0","1","3","17","","0","0","0","","7","0","0","0","0","90","309907601","2"
"1","100000","0","3","0","1","3","73","","0","0","0","","7","850000","0","0","0","90","309907602","2"
"1","1","0","1020","0","1","3","10","","0","90","0","","7","0","50","0","0","0","309907603","2"
"1","1","0","1040","0","1","3","10","","0","90","0","","7","0","50","0","0","0","309907604","2"
"1","10","0","2","1","1","3","77","","0","0","0","","7","90","85","0","1","90","309907605","2"
"99","0","0","1","1","1","3","46","","0","0","3000","","3","0","0.25","0","0","0","310000101","1"
"1","800","0","1","0","1","1","3","","0","1200","-1","","3","0","0","0","1","1200","310000102","1"
"1","0","0","7","0","1","1","8","","0","0","-1","","1","0","0","0","1","3","310000103","1"
"1","2160","0","3","0","1","1","3","","0","0","-1","","3","0","0","0","1","1200","310000104","1"
"1","60","0","1","0","1","1","1","","0","0.001","-1","","3","0","90","0","0","4","310000105","1"
"99","300","0","3","0","1","1","3","","0","0","-1","","3","0","0","0","1","3000","310000106","1"
"1","2","0","21","1","1","3","10","","0","90","-1","","7","0","10","0","2","0","310000107","2"
"1","0","0","1","2","1","1","46","","0","0","2160","","16","0","0.05","0","0","0","310000201","1"
"1","250","0","2","0","1","3","16","","0","0","-1","","1","0","0","0","0","0","310000202","1"
"1","7","0","310000201","1","1","1","26","","0","0","0","","7","0","0.005","0","0","0","310000203","2"
"1","250","0","1","0","1","2","16","","0","0","-1","","7","0","0","0","0","0","310000301","2"
"1","10","0","2","0","1","2","8","","0","0","-1","","7","0","0","0","1","8","310000302","2"
"0","100","0","3","0","1","1","17","awake：觸發設定","0","0","0","","0","0","0","0","0","55","310000401","1"
"1","2","0","10","1","1","3","10","awake：提升自己的物理攻擊","0","90","-1","","7","0","75","0","2","0","310000402","2"
"1","2","0","21","1","1","3","10","awake：特大幅度降低自身的物理防禦","0","90","-1","","7","0","30","0","2","0","310000403","2"
"1","100","0","9","0","1","2","5","","0","0","2160","","7","0","0","0","0","0","310000404","2"
"1","1200","0","3","0","1","1","7","","0","0","3000","","11","0","0","0","0","0","310000501","2"
"0","10","0","21","2","1","1","38","降低結界內的敵人{0}的物理防禦力","0","0","2160","物理防禦力降低+{0}","11","270","0","0","0","7","310000502","1"
"99","10","0","1","0","1","1","1","","0","0.005","-1","","3","0","1","0","0","0.25","310000503","1"
"1","2","0","41","1","1","3","10","awake：特大幅度降低自身的物理防禦","0","6","-1","","7","0","85","0","2","0","310000504","2"
"2","0","0","1","2","1","1","46","","0","0","2160","","16","0","0.05","0","0","0","310000601","1"
"1","150","0","2","0","1","3","16","","0","0","-1","","1","0","0","0","0","0","310000602","1"
"1","7","0","310000601","1","1","1","26","","0","0","0","","7","0","0.004","0","0","0","310000603","2"
"99","0","0","1","1","1","3","46","","0","0","3000","","3","0","0.25","0","0","0","310001101","1"
"1","800","0","1","0","1","1","3","","0","1200","-1","","3","0","0","0","1","1200","310001102","1"
"1","0","0","7","0","1","1","8","","0","0","-1","","1","0","0","0","1","3","310001103","1"
"1","2160","0","3","0","1","1","3","","0","0","-1","","3","0","0","0","1","1200","310001104","1"
"1","60","0","1","0","1","1","1","","0","0.001","-1","","3","0","90","0","0","4.5","310001105","1"
"99","300","0","3","0","1","1","3","","0","0","-1","","3","0","0","0","1","3000","310001106","1"
"1","2","0","21","1","1","3","10","","0","90","-1","","7","0","50","0","2","0","310001107","2"
"1","0","0","1","2","1","1","46","","0","0","2160","","16","0","0.05","0","0","0","310001201","1"
"1","250","0","2","0","1","3","16","","0","0","-1","","1","0","0","0","0","0","310001202","1"
"1","7","0","310001201","1","1","1","26","","0","0","0","","7","0","0.0025","0","0","0","310001203","2"
"0","100","0","3","0","1","1","17","awake：觸發設定","0","0","0","","0","0","0","0","0","100","310001401","1"
"1","2","0","10","1","1","3","10","awake：提升自己的物理攻擊","0","90","-1","","7","0","75","0","2","0","310001402","2"
"1","2","0","21","1","1","3","10","awake：特大幅度降低自身的物理防禦","0","90","-1","","7","0","30","0","2","0","310001403","2"
"1","100","0","9","0","1","2","5","","0","0","2160","","7","0","0","0","0","0","310001404","2"
"99","0","0","1","1","1","3","46","","0","0","3000","","3","0","0.25","0","0","0","310002101","1"
"1","800","0","1","0","1","1","3","","0","1200","-1","","3","0","0","0","1","1200","310002102","1"
"1","0","0","7","0","1","1","8","","0","0","-1","","1","0","0","0","1","3","310002103","1"
"1","2160","0","3","0","1","1","3","","0","0","-1","","3","0","0","0","1","1200","310002104","1"
"1","60","0","1","0","1","1","1","","0","0.001","-1","","3","0","0","0","0","4","310002105","1"
"99","300","0","3","0","1","1","3","","0","0","-1","","3","0","0","0","1","3000","310002106","1"
"1","2","0","21","1","1","3","10","","0","90","-1","","7","0","10","0","2","0","310002107","2"
"0","100","0","3","0","1","1","17","awake：觸發設定","0","0","0","","0","0","0","0","0","55","310002401","1"
"1","2","0","10","1","1","3","10","awake：提升自己的物理攻擊","0","90","-1","","7","0","40","0","2","0","310002402","2"
"1","2","0","21","1","1","3","10","awake：特大幅度降低自身的物理防禦","0","90","-1","","7","0","30","0","2","0","310002403","2"
"1","100","0","9","0","1","2","5","","0","0","2160","","7","0","0","0","0","0","310002404","2"
"99","75","0","1","1","1","3","46","","0","0","2160","","3","0","0","0","0","0","310100101","1"
"99","6","0","310100103","1","1","3","26","","0","0","2160","","1","0","0.002","0","0","0","310100102","1"
"99","0","0","2","0","1","3","16","","0","0","2160","","1","0","0","0","0","0","310100103","1"
"1","0","0","4","0","1","1","7","","0","0","2160","","3","0","0","0","0","0","310100201","1"
"99","0","0","2","0","1","1","1","","0","0","300","","1","0","0","0","0","1.5","310100202","1"
"99","2","0","21","1","1","1","10","","0","10","0","","1","0","50","0","0","0","310100203","1"
"99","0","0","1","0","1","3","1","","0","0","2160","","3","0","0","0","0","0.5","310100301","1"
"99","300","0","3","0","1","3","3","","0","0","2160","","1","0","0","0","0","900","310100302","1"
"99","100","0","1","0","1","3","49","","0","0","2160","","3","0","0","0","0","0","310100303","1"
"1","100","0","11","0","1","1","17","","0","0","0","","7","0","0","0","0","0","310100401","2"
"1","1000","0","2","0","1","1","16","","0","0","0","","7","0","0","0","0","0","310100403","2"
"99","0","0","1","0","1","3","1","","0","0","2160","","3","0","0","0","0","0.4","310100501","1"
"99","1000","0","2","0","1","3","9","","0","0","2160","","1","0","0","0","0","6","310100502","1"
"1","100","0","7","0","1","1","17","","0","0","0","","7","0","0","0","0","90","310100601","2"
"1","1000","0","2","0","1","1","16","","0","0","0","","7","0","0","0","0","0","310100602","2"
"1","100","0","3","0","1","1","17","","0","0","0","","7","0","0","0","0","10","310100701","2"
"1","180","0","6","0","1","1","21","","0","0","0","","7","0","0","0","0","0","310100702","2"
"1","1.25","0","2","0","1","1","8","","0","0","0","","7","0","0","0","2","90","310100703","2"
"1","180","0","1","31010002","1","1","22","","0","0","0","","7","0","0","0","0","0","310100706","2"
"1","100","0","9","0","1","1","17","","0","0","0","","7","0","0","0","0","20","310100801","2"
"1","2","0","21","2","1","1","10","","0","20","0","","7","0","70","0","0","0","310100802","2"
"1","2","0","41","2","1","1","10","","0","20","0","","7","0","70","0","0","0","310100803","2"
"1","100","0","9","0","1","1","17","","0","0","0","","7","0","0","0","0","20","310100901","2"
"1","2","0","21","2","1","1","10","","0","20","0","","7","0","40","0","0","0","310100902","2"
"1","2","0","41","2","1","1","10","","0","20","0","","7","0","40","0","0","0","310100903","2"
"1","100","0","9","0","1","1","17","","0","0","0","","7","0","0","0","0","20","310101001","2"
"1","2","0","21","2","1","1","10","","0","20","0","","7","0","40","0","0","0","310101002","2"
"1","2","0","41","2","1","1","10","","0","20","0","","7","0","40","0","0","0","310101003","2"
"99","100","0","10","0","1","3","49","","0","0","3000","","3","0","0","0","0","0","310101101","1"
"99","0.5","0","0","0","1","3","92","","0","0","3000","","3","0","0","0","0","0","310101102","1"
"99","60","0","1","1","1","3","46","","0","0","3000","","3","0","0","0","0","0","310101103","1"
"99","150","0","2","0","1","3","16","","0","0","3000","","3","0","0","0","0","0","310101104","1"
