d36c2847b75d2da6fd38231aaa9e927596aad3b572f9b29d0b1d27d1a29679f1,d483ed8795c4d48715f567cdeeecadb0ca4d4257b94c73a98a84a58effba32d3,df1c906a2ea34ea3f00e696ec6d04704c6377f781a55226e13f26cd4ae4404e8,3594e76c71b39064bf69781e1875d3def9c60133db5aae88f28a156389b8df56,75a4ac33c657ed44f0548b08d9dbf00f95317d90b079e0705a2754701e873239,469315bf7136d3d70c77c6660460dc99e19986d392e8a41cc7d9505c0f6e2d99,3b86f48cd1b0a3d5a5a84d1f47bc1cf98afe0296ff3807b3ad22eca6b6ef007f,b9a4c2a0d3b9093922aec821c74a9efaaa04063fa8b6357a34703935bd7adeac,5d8085c16f4426925c6dcd38b28d6669f156415503301353f78ec584c8d60a6a,a89109c4de10255901bd3a2a564aab8b113d83dc32708e8804f18032a49f5bae,5ebc2db31e05511c0868850f49222199e1ea708d3635d7a2d266408958985740
"1009814016","0","122711","2","2","-250","","270","","1009814",""
"1009814017","1","122711","6","1","1","","1","0","1009814","0.4"
"1009814018","","2","93","","","","0","","1009814",""
"1009814019","","122911","3","","1","","lsv_idle_normal","","1009814","0.2"
"1009814020","","122711","3","","1","","lsv_idle_normal","","1009814","0.2"
"1009814021","","0.6","93","","","","0","","1009814",""
"1009814022","","122711","3","","1","","lsv_idle_sad","","1009814","0.2"
"1009814023","","122911","3","","1","","lsv_idle_sad","","1009814","0.2"
"1009814024","","vo_lsv","21","0","0","","vo_lsv_1421","","1009814",""
"1009814025","1","122711","11","1","10","0","…………","0","1009814","0"
"1009814026","1","122911","11","1","10","0","…………","0","1009814","0"
"1009814027","","0","91","","","","","","1009814",""
"1009814028","","122711","3","","1","","lsv_idle_normal","","1009814","0.2"
"1009814029","","122911","3","","1","","lsv_idle_normal","","1009814","0.2"
"1009814030","","122811","3","","1","","lsv_walk","","1009814","0.2"
"1009814031","0","122811","2","2","-235","","-200","","1009814",""
"1009814032","1","122811","6","1","1","","1","0","1009814","0.4"
"1009814033","","2","93","","","","0","","1009814",""
"1009814034","","122811","3","","1","","lsv_idle_normal","","1009814","0.2"
"1009814035","","0.6","93","","","","0","","1009814",""
"1009814036","","122811","3","","1","","lsv_talk_bitter","","1009814","0.2"
"1009814037","","vo_lsv","21","0","0","","vo_lsv_1422","","1009814",""
"1009814038","1","122811","11","1","10","0","啊……\n啊哈哈，對不起唷？\n觀察日記寫不太出來……","0","1009814","0"
"1009814039","","0","91","","","","","","1009814",""
"1009814040","","122811","3","","1","","lsv_talk_bitter_sad","","1009814","0.2"
"1009814041","","vo_lsv","21","0","0","","vo_lsv_1423","","1009814",""
"1009814042","1","122811","11","1","10","0","而且……\n禊還把真正的心情\n寫上去了。","0","1009814","0"
"1009814043","","0","91","","","","","","1009814",""
"1009814044","","122811","3","","1","","lsv_idle_sad2","","1009814","0.2"
"1009814045","","122711","3","","1","","lsv_talk_normal_suprise1","","1009814","0.2"
"1009814046","","vo_lsv","21","0","0","","vo_lsv_1424","","1009814",""
"1009814047","1","122711","11","1","10","0","不會，沒關係唷。\n……我懂的。","0","1009814","0"
"1009814048","","0","91","","","","","","1009814",""
"1009814049","","122711","3","","1","","lsv_idle_normal_talkR","","1009814","0.2"
"1009814050","","122911","3","","1","","lsv_talk_normal_bitter","","1009814","0.2"
"1009814051","","vo_lsv","21","0","0","","vo_lsv_1425","","1009814",""
"1009814052","1","122911","11","1","10","0","……美美也懂唷。\n禊，\n謝謝妳寫出來。","0","1009814","0"
"1009814053","","0","91","","","","","","1009814",""
"1009814054","","122911","3","","1","","lsv_idle_sad_normal","","1009814","0.2"
"1009814055","","122811","3","","1","","lsv_idle_sad","","1009814","0.2"
"1009814056","","vo_lsv","21","0","0","","vo_lsv_1426","","1009814",""
"1009814057","1","122811","11","1","10","0","……嗯。","0","1009814","0"
"1009814058","","0","91","","","","","","1009814",""
"1009814059","","122811","3","","1","","lsv_idle_normal_talkR","","1009814","0.2"
"1009814060","","122911","3","","1","","lsv_talk_wish_sad","","1009814","0.2"
"1009814061","","vo_lsv","21","0","0","","vo_lsv_1427","","1009814",""
"1009814062","1","122911","11","1","10","0","……為什麼\n一定要說掰掰了呢？","0","1009814","0"
"1009814063","","0","91","","","","","","1009814",""
"1009814064","","122911","3","","1","","lsv_idle_wish_sad","","1009814","0.2"
"1009814065","","122711","3","","1","","lsv_talk_normal_sad","","1009814","0.2"
"1009814066","","vo_lsv","21","0","0","","vo_lsv_1428","","1009814",""
"1009814067","1","122711","11","1","10","0","美美……","0","1009814","0"
"1009814068","","0","91","","","","","","1009814",""
"1009814069","","122711","3","","1","","lsv_idle_normal_talkR","","1009814","0.2"
"1009814070","","122911","3","","1","","lsv_talk_wish_surprise","","1009814","0.2"
"1009814071","","vo_lsv","21","0","0","","vo_lsv_1429","","1009814",""
"1009814072","1","122911","11","1","10","0","美美明白唷？\n理由美美很清楚。\n可是……","0","1009814","0"
"1009814073","","0","91","","","","","","1009814",""
"1009814074","","122911","3","","1","","lsv_talk_wish_sad","","1009814","0.2"
"1009814075","","vo_lsv","21","0","0","","vo_lsv_1430","","1009814",""
"1009814076","1","122911","11","1","10","0","怎麼會……\n為什麼……\n忍不住會這麼想。","0","1009814","0"
"1009814077","","0","91","","","","","","1009814",""
"1009814078","","122911","3","","1","","lsv_idle_normal","","1009814","0.2"
"1009814079","","122811","3","","1","","lsv_talk_anger_shy","","1009814","0.2"
"1009814080","","vo_lsv","21","0","0","","vo_lsv_1431","","1009814",""
"1009814081","1","122811","11","1","10","0","……為什麼呢。\n啊──真是的！\n好難喔～！！","0","1009814","0"
"1009814082","","0","91","","","","","","1009814",""
"1009814083","","122811","3","","1","","lsv_idle_normal_talkR","","1009814","0.2"
"1009814084","","122711","3","","1","","lsv_talk_joy3_blink2","","1009814","0.2"
"1009814085","","vo_lsv","21","0","0","","vo_lsv_1432","","1009814",""
"1009814086","1","122711","11","1","10","0","……對啊，\n真的好難喔。","0","1009814","0"
"1009814087","","0","91","","","","","","1009814",""
"1009814088","","122711","3","","1","","lsv_talk_sad","","1009814","0.2"
"1009814089","","vo_lsv","21","0","0","","vo_lsv_1433","","1009814",""
"1009814090","1","122711","11","1","10","0","一定比任何學習……\n都還來得困難……\n困難很多很多。","0","1009814","0"
"1009814091","","0","91","","","","","","1009814",""
"1009814092","","122711","3","","1","","lsv_idle_wish_angerR","","1009814","0.2"
"1009814093","","0","22","","1","","0","","1009814","0.2"
"1009814094","","0","91","","","","","","1009814",""
"1009814095","","bgm_M612","25","0","0","","bgm_M612","","1009814",""
"1009814096","","","102","","","","","","1009814",""
"1009814097","","0","22","","","","0.2","","1009814",""
"1009814098","","0.2","93","","","","","","1009814",""
"1009814099","0","122811","12","0","1","0","12","0","1009814","0"
"1009814100","","122811","3","","1","","lsv_talk_anger","","1009814","0.2"
"1009814101","","3","93","","","","0","","1009814",""
"1009814102","","122811","3","","1","","lsv_idle_anger1","","1009814","0.2"
"1009814103","0","122711","12","0","1","0","12","0","1009814","0"
"1009814104","","122711","3","","1","","lsv_talk_thinking","","1009814","0.2"
"1009814105","","3","93","","","","0","","1009814",""
"1009814106","","122711","3","","1","","lsv_idle_wish_angerR","","1009814","0.2"
"1009814107","0","122911","12","0","1","0","12","0","1009814","0"
"1009814108","","122911","3","","1","","lsv_idle_bitter","","1009814","0.2"
"1009814109","","3","93","","","","0","","1009814",""
"1009814110","","122911","3","","1","","lsv_idle_normal","","1009814","0.2"
"1009814111","","1009814099","101","","","","","","1009814",""
"1009814112","0","333","6","1","1","","1","0","1009814","1"
"1009814113","","122811","4","","","","1","","1009814",""
"1009814114","","122811","3","","1","","lsv_run_sad","","1009814","0.2"
"1009814115","0","122811","2","0.8","-235","","-750","","1009814",""
"1009814116","","122911","4","","","","0","","1009814",""
"1009814117","","122911","3","","1","","lsv_run_sad","","1009814","0.2"
"1009814118","0","122911","2","0.8","-220","","750","","1009814",""
"1009814119","","122711","4","","","","0","","1009814",""
"1009814120","","122711","3","","1","","lsv_run_sad","","1009814","0.2"
"1009814121","0","122711","2","0.8","-250","","850","","1009814",""
"1009814122","","0.6","93","","","","","","1009814",""
"1009814123","0","122811","6","1","1","","1","0","1009814","0.2"
"1009814124","0","122911","6","1","1","","1","0","1009814","0.2"
"1009814125","0","122711","6","1","1","","1","0","1009814","0.2"
"1009814126","","0","91","","","","","","1009814",""
"1009815001","-235","1","1","-650","102","lsv_idle_normal","122711","0","1009815","1.95"
"1009815002","-220","1","1","650","100","lsv_idle_normal","122911","1","1009815","1.95"
"1009815003","-250","1","1","750","101","lsv_idle_normal","122811","1","1009815","1.95"
"1009815004","0","1","5","0","0","lsv_white_loop","333","0","1009815","1"
"1009815005","0","333","6","1","1","","1","0","1009815","0"
"1009815006","0","122711","6","1","1","","1","0","1009815","0"
"1009815007","0","122911","6","1","1","","1","0","1009815","0"
"1009815008","0","122811","6","1","1","","1","0","1009815","0"
"1009815009","","1","93","","","","0","","1009815",""
"1009815010","0.4","333","6","1","1","","1","0","1009815","0.8"
"1009815011","","122711","3","","1","","lsv_walk","","1009815","0.2"
"1009815012","0","122711","2","2","-235","","-200","","1009815",""
"1009815013","1","122711","6","1","1","","1","0","1009815","0.4"
"1009815014","","122911","3","","1","","lsv_walk","","1009815","0.2"
"1009815015","0","122911","2","2","-220","","100","","1009815",""
"1009815016","1","122911","6","1","1","","1","0","1009815","0.4"
"1009815017","","122811","3","","1","","lsv_walk","","1009815","0.2"
"1009815018","0","122811","2","2","-250","","270","","1009815",""
"1009815019","1","122811","6","1","1","","1","0","1009815","0.4"
"1009815020","","2","93","","","","0","","1009815",""
"1009815021","","122711","3","","1","","lsv_idle_normal","","1009815","0.2"
"1009815022","","122911","3","","1","","lsv_idle_normal","","1009815","0.2"
"1009815023","","122811","3","","1","","lsv_idle_normal","","1009815","0.2"
"1009815024","","0.6","93","","","","0","","1009815",""
"1009815025","","122911","3","","1","","lsv_talk_surprise","","1009815","0.2"
"1009815026","","vo_lsv","21","0","0","","vo_lsv_1521","","1009815",""
"1009815027","1","122911","11","1","10","0","圖畫和日記\n累積了很多呢。","0","1009815","0"
"1009815028","","0","91","","","","","","1009815",""
"1009815029","","122911","3","","1","","lsv_idle_surprise","","1009815","0.2"
"1009815030","1","122811","3","lsv_talk_cool_joy_loop","0","","lsv_talk_cool_joy","0.2","1009815","0"
"1009815031","","vo_lsv","21","0","0","","vo_lsv_1522","","1009815",""
"1009815032","1","122811","11","1","10","0","這表示，\n我們和小繆的回憶\n就是有這麼多啊。","0","1009815","0"
"1009815033","","0","91","","","","","","1009815",""
"1009815034","","122811","3","","1","","lsv_idle_cool","","1009815","0.2"
"1009815035","","122911","3","","1","","lsv_talk_wish_dere","","1009815","0.2"
"1009815036","","vo_lsv","21","0","0","","vo_lsv_1523","","1009815",""
"1009815037","1","122911","11","1","10","0","……嗯。\n製造了很多回憶呢。\n和小繆一起的回憶……","0","1009815","0"
"1009815038","","0","91","","","","","","1009815",""
"1009815039","","122911","3","","1","","lsv_idle_normal_joyR","","1009815","0.2"
"1009815040","","122711","3","","1","","lsv_talk_wish_joy","","1009815","0.2"
"1009815041","","vo_lsv","21","0","0","","vo_lsv_1524","","1009815",""
"1009815042","1","122711","11","1","10","0","……很難忘記呢。\n不對……\n是不想忘記呢。","0","1009815","0"
"1009815043","","0","91","","","","","","1009815",""
"1009815044","","122711","3","","1","","lsv_idle_wish_joy","","1009815","0.2"
"1009815045","","122811","3","","1","","lsv_talk_joy3_blink2","","1009815","0.2"
"1009815046","","vo_lsv","21","0","0","","vo_lsv_1525","","1009815",""
"1009815047","1","122811","11","1","10","0","對啊……\n禊也是一樣的心情。","0","1009815","0"
"1009815048","","0","91","","","","","","1009815",""
"1009815049","","122811","3","","1","","lsv_idle_sad_normal","","1009815","0.2"
"1009815050","","122911","3","","1","","lsv_talk_wish_dere","","1009815","0.2"
"1009815051","","vo_lsv","21","0","0","","vo_lsv_1526","","1009815",""
"1009815052","1","122911","11","1","10","0","美美也是唷。\n一定永遠都……","0","1009815","0"
"1009815053","","0","91","","","","","","1009815",""
"1009815054","","122911","3","","1","","lsv_idle_normal","","1009815","0.2"
"1009815055","","122711","3","","1","","lsv_talk_joy1_normal","","1009815","0.2"
"1009815056","","vo_lsv","21","0","0","","vo_lsv_1527","","1009815",""
"1009815057","1","122711","11","1","10","0","那麼……下次再\n見到小繆時，\n再繼續寫這本日記吧。","0","1009815","0"
"1009815058","","0","91","","","","","","1009815",""
"1009815059","","122711","3","","1","","lsv_idle_normal","","1009815","0.2"
"1009815060","1","122811","3","lsv_exactly_loop","0","","lsv_exactly_in","0.2","1009815","0"
"1009815061","","vo_lsv","21","0","0","","vo_lsv_1528","","1009815",""
"1009815062","1","122811","11","1","10","0","好主意！\n禊贊成！","0","1009815","0"
"1009815063","","0","91","","","","","","1009815",""
"1009815064","","122811","3","","1","","lsv_idle_joy","","1009815","0.2"
"1009815065","1","122911","3","lsv_idle_normal_joy","0","","lsv_handsup_joy","0.2","1009815","0.2"
"1009815066","","vo_lsv","21","0","0","","vo_lsv_1529","","1009815",""
"1009815067","1","122911","11","1","10","0","美美也贊成～♪","0","1009815","0"
"1009815068","","0","91","","","","","","1009815",""
"1009815069","","122711","3","","1","","lsv_talk_wish_dere","","1009815","0.2"
"1009815070","","vo_lsv","21","0","0","","vo_lsv_1530","","1009815",""
"1009815071","1","122711","11","1","10","0","也要好好珍惜這本日記。\n……感覺期待的事\n好像又多了一件。呵呵。","0","1009815","0"
"1009815072","","0","91","","","","","","1009815",""
"1009815073","","122711","3","","1","","lsv_idle_wish_dere","","1009815","0.2"
"1009815074","","122811","3","","1","","lsv_talk_wish_joy","","1009815","0.2"
"1009815075","","vo_lsv","21","0","0","","vo_lsv_1531","","1009815",""
"1009815076","1","122811","11","1","10","0","那麼，\n就期待那一天的到來吧！","0","1009815","0"
"1009815077","","0","91","","","","","","1009815",""
"1009815078","","122811","3","","1","","lsv_idle_normal","","1009815","0.2"
"1009815079","1","122811","3","lsv_idle_normal","0","","lsv_smile","0.2","1009815","0"
"1009815080","1","122911","3","lsv_idle_normal_joyR","0","","lsv_smile_mimi","0.2","1009815","0"
"1009815081","1","122711","3","lsv_idle_normal_joy","0","","lsv_smile_kyouka","0.2","1009815","0"
"1009815082","","vo_lsv","21","0","0","","vo_lsv_1532","","1009815",""
"1009815083","1","122811","11","1","10","0","……再見囉！","0","1009815","0"
"1009815084","1","122911","11","1","10","0","……再見囉！","0","1009815","0"
"1009815085","1","122711","11","1","10","0","……再見囉！","0","1009815","0"
"1009815086","","0","91","","","","","","1009815",""
"1009815087","","0","22","","1","","0","","1009815","0.2"
"1009815088","","0","91","","","","","","1009815",""
"1009815089","","","102","","","","","","1009815",""
"1009815090","","0","22","","","","0.2","","1009815",""
"1009815091","","0.2","93","","","","","","1009815",""
"1009815092","0","122811","12","0","1","0","10","0","1009815","0"
"1009815093","","122811","3","","1","","lsv_talk_normal","","1009815","0.2"
"1009815094","","3","93","","","","0","","1009815",""
"1009815095","","122811","3","","1","","lsv_idle_normal","","1009815","0.2"
"1009815096","0","122911","12","0","1","0","6","0","1009815","0"
"1009815097","","122911","3","","1","","lsv_talk_joy3","","1009815","0.2"
"1009815098","","3","93","","","","0","","1009815",""
"1009815099","","122911","3","","1","","lsv_idle_normal_joyR","","1009815","0.2"
"1009815100","0","122711","12","0","1","0","7","0","1009815","0"
"1009815101","","122711","3","","1","","lsv_talk_surprise_dere","","1009815","0.2"
"1009815102","","3","93","","","","0","","1009815",""
"1009815103","","122711","3","","1","","lsv_idle_wish_joy","","1009815","0.2"
"1009815104","","1009815092","101","","","","","","1009815",""
"1009815105","0","333","6","1","1","","1","0","1009815","1"
"1009815106","","122711","4","","","","1","","1009815",""
"1009815107","","122711","3","","1","","lsv_run","","1009815","0.2"
"1009815108","0","122711","2","0.8","-235","","-750","","1009815",""
