46c4c161c5acdf55cffc170a51a39a08e2930bd12e5f5317c54e5344996b3025,c8759f608bdbb8f7e707c5cb2f6f7352f1435901b937345b5d7abb5a5b2faf20,61b44c387e618226f48e8ad3c52a777c2151953742972e144a9a9d04abba1c34,11d6a7222e83acddeb74282e86d1620e358df52ede7f76184e52d87935c6dfb4,a278fc1e1c6edcd6564434707b806daf6af54673a86e6e9e289ea73a44d997f6,cff93c62c1c23a54ee9d52d849ec2338bc7108feda33e539436c8df680ffefdb,acb5af20fc00d58059933d37e78bb328f685dd3a638abf0e8fe5967123af2023,58b68aa77a4750c0ac74e6e4497d1df2ade2f21f9eb632fbe54b069a49dfefd7,1e76835e93066ed4b5037720e1c0d12b41aa891fe1eb299feac03c6d69a64371,0d6851b7d0b527f061e12ce5c027d6539a25fcb3c8b763f7811de6930f42625b,711ddce914b91d131f8ab734bb3dcc0a3ab9d11a014461e88c7286c16890c165
"0","","3","1401520041","","","1000001","40152","","0.1","travel_topdrama_r_4013_catch"
"","","32","1401520042","","","401313","40152","","","1"
"","","93","1401520043","","","0.66","40152","","","0"
"","","32","1401520044","","","401312","40152","","","1"
"","","23","1401520045","","","se_travel_top","40152","","","se_travel_top_aruma_07"
"","","93","1401520046","","","0.97","40152","","","0"
"","","4","1401520047","","","1000001","40152","","","1"
"1","","3","1401520048","","","1000001","40152","","0","travel_topdrama_r_4013_runaway"
"1","","3","1401520049","","","1000002","40152","","0.1","travel_topdrama_r_4000_run_normal"
"1","","3","1401520050","","","1000003","40152","","0.1","travel_topdrama_r_4000_run_normal"
"","","23","1401520051","","","se_travel_top","40152","","","se_travel_top_aruma_08"
"","0","4","1401520052","","","8","40152","","","1"
"-195","0","2","1401520053","","","8","40152","2.5","","-1600"
"1","1","3","1401520054","","","8","40152","","0","travel_topdrama_r_4013_runaway_1"
"-195","0","2","1401520055","","","1000001","40152","2.5","","-1600"
"-195","0","2","1401520056","","","1000002","40152","1.4","","-20"
"-140","0","2","1401520057","","","1000003","40152","1.4","","-215"
"","","93","1401520058","","","1.4","40152","","","0"
"","","32","1401520059","","","401310","40152","","","1"
"0","1","3","1401520060","0.3","","1000002","40152","travel_topdrama_r_4013_touch_loop","0.2","travel_topdrama_r_4013_touch_2"
"1","","3","1401520061","","","1000003","40152","","0.2","travel_topdrama_r_4000_idle"
"","","93","1401520062","","","1","40152","","","0"
"0","","3","1401520063","","","7","40152","","0","travel_topdrama_r_4013_danger_2"
"","","93","1401520064","","","1.67","40152","","","0"
"","","32","1401520065","","","401304","40152","","","1"
"","","23","1401520066","","","se_travel_top","40152","","","se_travel_top_aruma_10"
"","","93","1401520067","","","0.3","40152","","","0"
"1","","3","1401520068","","","1000002","40152","","0.3","travel_topdrama_r_4013_touch_loop"
"","","93","1401520069","","","0.2","40152","","","0"
"","","23","1401520070","","","se_travel_top","40152","","","se_travel_top_aruma_05"
"","","93","1401520071","","","0.83","40152","","","0"
"","0","4","1401520072","","","8","40152","","","0"
"-195","0","2","1401520073","","","8","40152","0","","-20"
"0","","3","1401520074","","","8","40152","","0","travel_topdrama_r_4013_catch_2"
"","","23","1401520075","","","se_travel_top","40152","","","se_travel_top_aruma_11"
"0","0","3","1401520076","0.1","","7","40152","travel_topdrama_r_4013_static","0.1","travel_topdrama_r_4013_safe"
"0","1","3","1401520077","0","","1000002","40152","travel_topdrama_r_4013_runaway","0.1","travel_topdrama_r_4013_catch"
"","","32","1401520078","","","4013132","40152","","","1"
"","","93","1401520079","","","0.66","40152","","","0"
"","","32","1401520080","","","4013122","40152","","","1"
"","","23","1401520081","","","se_travel_top","40152","","","se_travel_top_aruma_12"
"","","93","1401520082","","","0.97","40152","","","0"
"","","4","1401520083","","","1000002","40152","","","1"
"1","","3","1401520084","","","1000002","40152","","0","travel_topdrama_r_4013_runaway"
"1","","3","1401520085","","","1000003","40152","","0.1","travel_topdrama_r_4000_run_normal"
"","","23","1401520086","","","se_travel_top","40152","","","se_travel_top_aruma_08"
"","0","4","1401520087","","","8","40152","","","1"
"-195","0","2","1401520088","","","8","40152","2.5","","-1600"
"1","","3","1401520089","","","8","40152","","0","travel_topdrama_r_4013_runaway_2"
"-195","0","2","1401520090","","","1000002","40152","2.5","","-1600"
"-195","0","2","1401520091","","","1000003","40152","1.4","","-20"
"","","93","1401520092","","","1.4","40152","","","0"
"0","1","3","1401520093","0.3","","1000003","40152","travel_topdrama_r_4013_touch_loop","0.2","travel_topdrama_r_4013_touch_3"
"","","32","1401520094","","","401311","40152","","","1"
"","","93","1401520095","","","1","40152","","","0"
"0","","3","1401520096","","","7","40152","","0","travel_topdrama_r_4013_danger_3_in"
"","","93","1401520097","","","2.16","40152","","","0"
"","","32","1401520098","","","4013042","40152","","","1"
"","","93","1401520099","","","0.54","40152","","","0"
"1","","3","1401520100","","","1000003","40152","","0.3","travel_topdrama_r_4013_touch_loop"
"","","93","1401520101","","","1.07","40152","","","0"
"0","1","3","1401520102","0.1","","7","40152","travel_topdrama_r_4013_static","0.1","travel_topdrama_r_4013_danger_3_safe"
"","","32","1401520103","","","401315","40152","","","1"
"","","23","1401520104","","","se_travel_top","40152","","","se_travel_top_aruma_15"
"","","93","1401520105","","","0.83","40152","","","0"
"","","32","1401520106","","","401316","40152","","","1"
"","","93","1401520107","","","1.2","40152","","","0"
"","0","4","1401520108","","","8","40152","","","0"
"-195","0","2","1401520109","","","8","40152","0","","-20"
"0","","3","1401520110","","","8","40152","","0","travel_topdrama_r_4013_catch_3"
"","","23","1401520111","","","se_travel_top","40152","","","se_travel_top_aruma_16"
"","","32","1401520112","","","4013133","40152","","","1"
"0","1","3","1401520113","0","","1000003","40152","travel_topdrama_r_4013_runaway","0.1","travel_topdrama_r_4013_catch"
"","","93","1401520114","","","0.66","40152","","","0"
"","","32","1401520115","","","4013123","40152","","","1"
"","","23","1401520116","","","se_travel_top","40152","","","se_travel_top_aruma_17"
"","","93","1401520117","","","0.97","40152","","","0"
"","","4","1401520118","","","1000003","40152","","","1"
"1","","3","1401520119","","","1000003","40152","","0","travel_topdrama_r_4013_runaway"
"","","23","1401520120","","","se_travel_top","40152","","","se_travel_top_aruma_08"
"","0","4","1401520121","","","8","40152","","","1"
"-195","0","2","1401520122","","","8","40152","2.5","","-1600"
"1","","3","1401520123","","","8","40152","","0","travel_topdrama_r_4013_runaway_3"
"-195","0","2","1401520124","","","1000003","40152","2.5","","-1600"
"","","93","1401520125","","","1","40152","","","0"
"","","111","1401520126","","","0","40152","","",""
"","","91","1401520127","","","0","40152","","",""
"0","1","31","1401610001","","","401600","40161","0","1","401600"
"110","-77","5","1401610002","0","normal","0","40161","0","1","0"
"","","91","1401610003","","","0","40161","","","0"
"50","-184","1","1401620001","0","travel_topdrama_r_4016_look_in","1","40162","-134","1.75","1000001"
"55","-184","1","1401620002","1","travel_topdrama_r_4016_look_in","1","40162","134","1.75","1000002"
"30","-310","5","1401620003","0","static","19","40162","-7","1","401699"
"70","-310","5","1401620004","0","empty","26","40162","-7","1","401698"
"0","1","31","1401620005","","","401601","40162","0","1","401601"
"0","1","31","1401620006","","","401602","40162","0","1","401602"
"0","1","31","1401620007","","","401603","40162","0","0","401603"
"0","1","31","1401620008","","","401605","40162","0","0","401605"
"0","1","31","1401620009","","","401606","40162","0","0","401606"
"0","1","31","1401620010","","","401607","40162","0","0","401607"
"0","1","31","1401620011","","","401608","40162","0","0","401608"
"0","1","31","1401620012","","","401609","40162","0","0","401609"
"0","1","31","1401620013","","","400016","40162","0","0","400016"
"0","1","31","1401620014","","","401620","40162","0","1","401620"
"","","91","1401620015","","","0","40162","","",""
"","","32","1401620016","","","400016","40162","","","1"
"","","32","1401620017","","","401603","40162","","","1"
"","","32","1401620018","","","401606","40162","","","1"
"0","","3","1401620019","","","1000001","40162","","0","travel_topdrama_r_4016_look_out"
"0","","3","1401620020","","","1000002","40162","","0","travel_topdrama_r_4016_look_out"
"0","","3","1401620021","","","401699","40162","","0","start"
"","","93","1401620022","","","1.7","40162","","","0"
"0","0","3","1401620023","0","","1000002","40162","travel_topdrama_r_4016_jump_surprise","0.2","travel_topdrama_r_4016_hop_R"
"","","91","1401620024","","","1401620019","40162","","",""
"0","1","3","1401620025","0","","1000001","40162","travel_topdrama_r_4016_jump_normal","0.2","travel_topdrama_r_4016_hop_L"
"","","91","1401620026","","","1401620021","40162","","",""
"1","","3","1401620027","","","401699","40162","","0","bound"
"","","91","1401620028","","","1401620023","40162","","",""
"1","","3","1401620029","","","1000002","40162","","0.2","travel_topdrama_r_4016_jump_normal"
"1","","3","1401620030","","","401699","40162","","0.2","bound"
"","","93","1401620031","","","4.6","40162","","","0"
"0","1","3","1401620032","0","","401699","40162","idle","0","jump"
"0","","3","1401620033","","","401698","40162","","0","rock_1"
"0.3","","122","1401620034","","","10","40162","","","10"
"","","32","1401620035","","","401607","40162","","","1"
"0","","23","1401620036","","","se_travel_top","40162","","","se_travel_top_mandragora_06"
"0","","3","1401620037","","","1000001","40162","","0","travel_topdrama_r_4016_bounce_normal_L"
"","","93","1401620038","","","0.2","40162","","","0"
"0","","3","1401620039","","","1000002","40162","","0","travel_topdrama_r_4016_bounce_normal_R"
"","","32","1401620040","","","401605","40162","","","1"
"","","93","1401620041","","","0.7","40162","","","0"
"0.3","","122","1401620042","","","10","40162","","","10"
"0","","23","1401620043","","","se_travel_top","40162","","","se_travel_top_mandragora_07"
"0","","23","1401620044","","","se_travel_top","40162","","","se_travel_top_mandragora_08"
"","","91","1401620045","","","1401620037","40162","","","0"
"0","","3","1401620046","","","1000001","40162","","0","travel_topdrama_r_4016_run"
"0","","3","1401620047","","","1000002","40162","","0","travel_topdrama_r_4016_run"
"","","32","1401620048","","","401608","40162","","","1"
"","","32","1401620049","","","401609","40162","","","1"
"","","93","1401620050","","","2.13","40162","","","0"
"","","111","1401620051","","","","40162","","",""
"","","91","1401620052","","","0","40162","","",""
"0","1","31","1401710001","","","401700","40171","0","1","401700"
"110","-77","5","1401710002","0","normal","0","40171","0","1","0"
"","","91","1401710003","","","0","40171","","","0"
"50","-184","1","1401720001","0","travel_topdrama_r_4016_look_in","1","40172","-134","1.75","1000001"
"55","-184","1","1401720002","1","travel_topdrama_r_4016_look_in","1","40172","134","1.75","1000002"
"30","-310","5","1401720003","0","static","19","40172","-7","1","401799"
"0","1","31","1401720004","","","401701","40172","0","1","401701"
"0","1","31","1401720005","","","401702","40172","0","1","401702"
"0","1","31","1401720006","","","401703","40172","0","0","401703"
"0","1","31","1401720007","","","401705","40172","0","0","401705"
"0","1","31","1401720008","","","401706","40172","0","0","401706"
"0","1","31","1401720009","","","401707","40172","0","0","401707"
"0","1","31","1401720010","","","401708","40172","0","0","401708"
"0","1","31","1401720011","","","400017","40172","0","0","400017"
"0","1","31","1401720012","","","401720","40172","0","1","401720"
"","","91","1401720013","","","0","40172","","",""
"","","32","1401720014","","","400017","40172","","","1"
"","","32","1401720015","","","401703","40172","","","1"
"","","32","1401720016","","","401706","40172","","","1"
"0","","3","1401720017","","","1000001","40172","","0","travel_topdrama_r_4016_look_out"
"0","","3","1401720018","","","1000002","40172","","0","travel_topdrama_r_4016_look_out"
"0","","3","1401720019","","","401799","40172","","0","start"
"","","93","1401720020","","","1.7","40172","","","0"
"0","0","3","1401720021","0","","1000002","40172","travel_topdrama_r_4016_jump_surprise","0.2","travel_topdrama_r_4016_hop_R"
"","","91","1401720022","","","1401720017","40172","","",""
"0","1","3","1401720023","0","","1000001","40172","travel_topdrama_r_4016_jump_normal","0.2","travel_topdrama_r_4016_hop_L"
"","","91","1401720024","","","1401720019","40172","","",""
"1","","3","1401720025","","","401799","40172","","0","bound"
"","","91","1401720026","","","1401720021","40172","","",""
"1","","3","1401720027","","","1000002","40172","","0.2","travel_topdrama_r_4016_jump_normal"
"1","","3","1401720028","","","401799","40172","","0.2","bound2"
"","","93","1401720029","","","2.5","40172","","","0"
"","","32","1401720030","","","401707","40172","","","1"
"","","93","1401720031","","","1.4","40172","","","0"
"0","1","3","1401720032","0","","1000002","40172","travel_topdrama_r_4016_jump_dreamy_loop","0.1","travel_topdrama_r_4016_jump_dreamy_in"
"1","","3","1401720033","","","401799","40172","","0.2","bound2"
"","","93","1401720034","","","0.66","40172","","","0"
"0","1","3","1401720035","0","","1000001","40172","travel_topdrama_r_4016_jump_dreamy_loop","0.1","travel_topdrama_r_4016_jump_dreamy_in"
"","","93","1401720036","","","2.2","40172","","","0"
"","","32","1401720037","","","401708","40172","","","1"
"","","93","1401720038","","","2.5","40172","","","0"
"","","32","1401720039","","","401705","40172","","","1"
"","","93","1401720040","","","2.3","40172","","","0"
"","","111","1401720041","","","","40172","","",""
"","","91","1401720042","","","0","40172","","",""
"0","1","31","1401810001","","","401800","40181","0","1","401800"
"110","-77","5","1401810002","0","normal","0","40181","0","1","0"
"","","91","1401810003","","","0","40181","","","0"
"50","-184","1","1401820001","0","travel_topdrama_r_4016_look_in","1","40182","-134","1.75","1000001"
"55","-184","1","1401820002","1","travel_topdrama_r_4016_look_in","1","40182","134","1.75","1000002"
"30","-310","5","1401820003","0","static","19","40182","-7","1","401899"
"70","-310","5","1401820004","0","empty","26","40182","-7","1","401898"
"0","1","31","1401820005","","","401801","40182","0","1","401801"
"0","1","31","1401820006","","","401802","40182","0","1","401802"
"0","1","31","1401820007","","","401803","40182","0","0","401803"
"0","1","31","1401820008","","","401804","40182","0","0","401804"
"0","1","31","1401820009","","","401805","40182","0","0","401805"
"0","1","31","1401820010","","","401806","40182","0","0","401806"
"0","1","31","1401820011","","","401807","40182","0","0","401807"
"0","1","31","1401820012","","","401808","40182","0","0","401808"
"0","1","31","1401820013","","","401809","40182","0","0","401809"
"0","1","31","1401820014","","","401810","40182","0","0","401810"
"0","1","31","1401820015","","","400018","40182","0","0","400018"
"0","1","31","1401820016","","","401820","40182","0","1","401820"
"","","91","1401820017","","","0","40182","","",""
"","","32","1401820018","","","400018","40182","","","1"
"","","32","1401820019","","","401803","40182","","","1"
"","","32","1401820020","","","401804","40182","","","1"
"","","32","1401820021","","","401806","40182","","","1"
