ecc970bee923faa6438214b97455d375f22dcb93e589265cc08005afcd702728,57e39a8dd22a8e5d4bf9259ddf9ed0cf2d711febcc9c364b852ea52da5e1ab63,6ac7cf770c4370fa1689fd3e91f068edbbd8b975343a17b123526e414072b372,062bb252eac31bf0a380f871df865b0f6873ddd201fb202029884842b427f8f9,9cd6228b2fa93a4514dbea7b16ed46d2ab6fd0937b6297810dec17fd0b9018a3,fe7ae7b78b1bc8e20d9c4eb7372207dfa7153a2b22f609eb85b3c641772f48ab,8caba80404a972b94a9412ff17312a9f425cfe45c7119aaa1037dc59150ccb4f,8dff3d25615b4ff09191303e88c4ca2f5a15202141848d950348f1c511c5ea3a,f5ff534ea11e99b2c7b00fea83827ce0351da80cfcc8715560040c5a4c318389,3b3fc33b2b237ed2f596b2398eecee1c4d4c1455c413f24b7e728505f1113e61,a3446d80b1b71b749332a54745152ee9972e65274de066ba355d719acdb726af
"-180","122411","0","946","1.75","19460003","cmn_swm_flutterKick","1","22","1","-910"
"1","122411","","946","1","19460004","","31","-910","1","-180"
"1","115","","946","1","19460005","","31","-910","1","-180"
"","se_fpc_water_random","","946","1","19460006","","23","1","se_10053800",""
"","0","","946","","19460007","","91","","19460005",""
"","0","","946","","19460008","","93","","0.3",""
"","cmn_walk","","946","0.1","19460009","","3","1","107811",""
"","-150","","946","","19460010","","2","-15","107911","3.82352941176471"
"","-350","","946","","19460011","","2","-15","107811","3.82352941176471"
"","","","946","","19460012","","91","","",""
"1","46_tamaki_talk","0.1","946","0.1","19460013","","3","","107911","46_tamaki_talk_loop"
"1","46_kyaru_idle_jitome","0.1","946","0.1","19460014","","3","","107811","46_kyaru_idle_jitome_loop"
"","vo_fpc_30601","","946","","19460015","","21","","vo_fpc","0"
"0","大家游了那麼久，\n居然都不會膩呢～","0","946","0","19460016","1","11","5","107811","1"
"","","","946","","19460017","","91","","0",""
"","vo_fpc_30602","","946","","19460018","","21","","vo_fpc","0"
"0","嗯？\n難道妳怕水喵？","0","946","0","19460019","1","11","4","107911","1"
"","","","946","","19460020","","91","","0",""
"1","46_kyaru_talk","0.1","946","0.1","19460021","","3","","107811","46_kyaru_talk_loop"
"","vo_fpc_30603","","946","","19460022","","21","","vo_fpc","0"
"0","嗯～坐在游泳圈上是可以啦，\n但要游的話就感覺有點……妳懂嗎？","0","946","0","19460023","1","11","5","107811","1"
"","","","946","","19460024","","91","","0",""
"1","46_tamaki_nod","0.1","946","0.1","19460025","","3","","107911","46_tamaki_nod_loop"
"","vo_fpc_30604","","946","","19460026","","21","","vo_fpc","0"
"0","我懂喵。感覺包括我在內的貓獸人族\n就有很多那樣的人喵。","0","946","0","19460027","0.5","11","6","107911","1"
"","","","946","","19460028","","91","","0",""
"","1000","","946","","19460029","","2","-180","122411","8.64253393665158"
"","1000","","946","","19460030","","33","-180","122411","8.64253393665158"
"","0","","946","","19460031","","93","","3",""
"1","46_hiyori_flutterKick_handWave","0.1","946","0.1","19460032","","3","0","122411","46_hiyori_flutterKick_handWave_loop"
"","vo_fpc_30605","","946","","19460033","","21","","vo_fpc","0"
"0","啊，哈囉──！","0","946","0","19460034","1","11","10","122411","1"
"","0","","946","","19460035","","93","","2",""
"1","46_tamaki_handwave","0.1","946","0.1","19460036","","3","","107911","46_tamaki_handwave_loop"
"1","46_kyaru_idle_smile","0.1","946","0.1","19460037","","3","","107811","46_kyaru_idle_smile_loop"
"","0","","946","","19460038","","93","","1.5",""
"","vo_fpc_30606","","946","","19460039","","21","","vo_fpc","0"
"0","哈囉──\n不過，當然還是有例外啦喵。","0","946","0","19460040","1","11","5","107911","1"
"","","","946","","19460041","","91","","0",""
"1","46_tamaki_talk2","0.1","946","0.1","19460042","","3","0","107911","46_tamaki_talk2_loop"
"","vo_fpc_30607","","946","","19460043","","21","","vo_fpc","0"
"0","是啊。\n……話說回來，她還真有精神呢。","0","946","0","19460044","0.5","11","6","107811","1"
"","","","946","","19460045","","91","","0",""
"1","46_kyaru_idle_normal","0.1","946","0.1","19460046","","3","0","107811","46_kyaru_idle_normal_loop"
"","0","","946","","19460047","","93","","0.5",""
"","0","","946","","19460048","","32","","115",""
"","0","","946","","19460049","","32","","122411",""
"","-910","","946","","19460050","","2","-180","122411","0"
"","-910","","946","","19460051","","33","-180","115","0"
"","1000","","946","","19460052","","2","-180","122411","4.80140774258421"
"","1000","","946","","19460053","","33","-180","115","4.80140774258421"
"","1","","946","","19460054","","32","","115",""
"","46_hiyori_flutterKickFast","","946","0.1","19460055","","3","1","122411",""
"","0","","946","","19460056","","93","","1.5",""
"","vo_fpc_30608","","946","","19460057","","21","","vo_fpc","0"
"0","哇──！","0","946","0","19460058","1","11","15","122411","1"
"","0","","946","","19460059","","93","","0.766666666666667",""
"","0","","946","","19460060","","93","","1.5",""
"","","","946","","19460061","","91","","19460052",""
"1","46_tamaki_talk3","0.1","946","0.1","19460062","","3","","107911","46_tamaki_talk3_loop"
"","vo_fpc_30609","","946","","19460063","","21","","vo_fpc","0"
"0","……咦？這個泳池\n應該相當地長才對喵。","0","946","0","19460064","0.5","11","7","107911","1"
"","","","946","","19460065","","91","","0",""
"1","46_kyaru_idle_normal2","0.1","946","0.1","19460066","","3","0","107811","46_kyaru_idle_normal2_loop"
"","0","","946","","19460067","","32","","115",""
"","-910","","946","","19460068","","2","-180","122411","0"
"","-910","","946","","19460069","","33","-180","115","0"
"","1000","","946","","19460070","","2","-180","122411","2.1606334841629"
"","1000","","946","","19460071","","33","-180","115","2.1606334841629"
"","1","","946","","19460072","","32","","115",""
"","se_10053800_946_hiyori","","946","1","19460073","","23","0","se_10053800",""
"","0","","946","","19460074","","93","","0.5",""
"","vo_fpc_30610","","946","","19460075","","21","","vo_fpc","0"
"0","哇──！","0","946","0","19460076","1","11","27","122411","1"
"","0","","946","","19460077","","93","","0.65",""
"","0","","946","","19460078","","93","","1.5",""
"1","46_kyaru_surprise","0.1","946","0.1","19460079","","3","0","107811","46_kyaru_surprise_loop"
"1","46_tamaki_talk4","0.1","946","0.1","19460080","","3","","107911","46_tamaki_talk4_loop"
"","vo_fpc_30611","","946","","19460081","","21","","vo_fpc","0"
"0","她剛剛才剛通過這裡吧？\n是游得多快啊！？","0","946","0","19460082","0.5","11","7","107811","1"
"","","","946","","19460083","","91","","0",""
"","0","","946","","19460084","","32","","115",""
"","-910","","946","","19460085","","2","-180","122411","0"
"","-910","","946","","19460086","","33","-180","115","0"
"","1000","","946","","19460087","","2","-180","122411","2.1606334841629"
"","1000","","946","","19460088","","33","-180","115","2.1606334841629"
"","1","","946","","19460089","","32","","115",""
"","se_10053800_946_hiyori","","946","1","19460090","","23","0","se_10053800",""
"","0","","946","","19460091","","93","","0.5",""
"","vo_fpc_30612","","946","","19460092","","21","","vo_fpc","0"
"0","好──好玩！","0","946","0","19460093","1","11","20","122411","1"
"","0","","946","","19460094","","93","","0.8",""
"","0","","946","","19460095","","93","","1.5",""
"","46_cmn_run","","946","0.1","19460096","","3","1","107911",""
"","46_cmn_run","","946","0.1","19460097","","3","1","107811",""
"","800","","946","","19460098","","2","-15","107911","2.8657616892911"
"","800","","946","","19460099","","2","-15","107811","3.46907993966818"
"","","","946","","19460100","","91","","0",""
"-180","129411","0","947","1.75","19470001","cmn_float_r","1","22","1","-850"
"-180","31","0","947","1.75","19470002","empty","5","23","3","320"
"-125","129511","0","947","1.75","19470003","cmn_float","1","12","1","-1100"
"-125","32","0","947","1.75","19470004","empty","5","13","3","70"
"-180","26","0","947","1.75","19470005","47_yuni_float","5","22","26","-900"
"1","61","","947","1","19470006","","31","-820","6","-180"
"1","41","","947","0","19470007","","31","320","4","-180"
"1","1031","","947","0","19470008","","31","320","103","-180"
"1","1241","","947","0","19470009","","31","320","124","-180"
"1","91","","947","0","19470010","","31","320","9","-180"
"1","101","","947","1","19470011","","31","850","10","-180"
"1","62","","947","1","19470012","","31","-1100","6","-125"
"1","42","","947","0","19470013","","31","70","4","-125"
"1","1032","","947","0","19470014","","31","70","103","-125"
"1","1242","","947","0","19470015","","31","70","124","-125"
"1","92","","947","0","19470016","","31","70","9","-125"
"1","102","","947","1","19470017","","31","850","10","-125"
"1","26","","947","1","19470018","","31","-900","102","-180"
"1","1009","","947","0","19470019","","31","-975","1009","0"
"1","1010","","947","0","19470020","","31","-310","1010","0"
"1","1011","","947","0","19470021","","31","570","1011","30"
"","se_fpc_water_random","","947","1","19470022","","23","1","se_10053800",""
"","","","947","","19470023","","91","","19470021",""
"","cmn_float_r","","947","0.1","19470024","","3","1","129411",""
"12","320","","947","","19470025","","2","-180","129411","6.88235294117647"
"12","350","","947","","19470026","","33","-180","61","6.88235294117647"
"12","70","","947","","19470027","","2","-125","129511","6.88235294117647"
"12","70","","947","","19470028","","33","-125","62","6.88235294117647"
"12","195","","947","","19470029","","33","0","1009","6.88235294117647"
"","1","","947","","19470030","","32","","1009",""
"","","","947","","19470031","","91","","19470025",""
"12","-280","","947","","19470032","","2","-180","26","4.55882352941176"
"12","-280","","947","","19470033","","33","-180","26","4.55882352941176"
"","","","947","","19470034","","91","","19470032",""
"","0","","947","","19470035","","32","","1009",""
"","vo_fpc_30701","","947","","19470036","","21","","vo_fpc","0"
"0","流逝的泳池水源源不絕，\n而且那並非原本的水……是嗎。","0","947","0","19470037","0.5","11","4","26","1"
"","","","947","","19470038","","91","","0",""
"","vo_fpc_30702","","947","","19470039","","21","","vo_fpc","0"
"0","喲，各位，玩得天真無邪呢。\n這世界的無常真令我感到虛幻啊。\n講白一點，\n我把羅塞塔弄丟了。","0","947","0","19470040","1","11","4","26","1"
"","","","947","","19470041","","91","","0",""
"1","47_chieru_surprise_in","0.1","947","0.1","19470042","","3","0","129511","47_cmn_surprise_loop"
"12","100","","947","","19470043","","33","-125","62","0.2"
"1","47_kuroe_surprise_in","0.1","947","0.1","19470044","","3","0","129411","47_cmn_surprise_loop"
"","vo_fpc_30703","","947","","19470045","","21","","vo_fpc","0"
"0","喂……\n妳在搞什麼啦，得快去找才行……！","0","947","0","19470046","0.5","11","17","129411","1"
"","","","947","","19470047","","91","","0",""
"1","47_cmn_diving_in","0.1","947","0.1","19470048","","3","0","129411","cmn_swm_diving"
"","0","","947","","19470049","","93","","0.2",""
"","0","","947","","19470050","","32","","61",""
"","1","","947","","19470051","","32","","1031",""
"","1","","947","","19470052","","32","","91",""
"","850","","947","","19470053","","2","-180","129411","1.59879336349925"
"","850","","947","","19470054","","33","-180","91","1.59879336349925"
"1","47_cmn_diving_in","0.1","947","0.1","19470055","","3","0","129511","cmn_swm_diving"
"","0","","947","","19470056","","93","","0.2",""
"","0","","947","","19470057","","32","","62",""
"","1","","947","","19470058","","32","","1032",""
"","1","","947","","19470059","","32","","92",""
"","850","","947","","19470060","","2","-125","129511","1.96078431372549"
"","850","","947","","19470061","","33","-125","92","1.96078431372549"
"","","","947","","19470062","","91","","19470060",""
"","0","","947","","19470063","","32","","91",""
"","0","","947","","19470064","","32","","92",""
"12","70","","947","","19470065","","2","-125","129511","2.94117647058824"
"12","70","","947","","19470066","","33","-125","102","2.94117647058824"
"","cmn_swm_diving_r","","947","0.1","19470067","","3","1","129511",""
"","0","","947","","19470068","","93","","1",""
"","vo_fpc_30704","","947","","19470069","","21","","vo_fpc","0"
"0","有找到嗎？","0","947","0","19470070","0.5","11","13","26","1"
"","0","","947","","19470071","","93","","0.9",""
"","0","","947","","19470072","","93","","1",""
"","","","947","","19470073","","91","","19470065",""
"1","47_yuni_surprise_in","0.1","947","0.1","19470074","","3","0","26","47_yuni_surprise_loop"
"1","47_cmn_item_in","0.1","947","0.1","19470075","","3","0","129511","47_cmn_item_loop"
"1","47_cmn_item_in_book","0.1","947","0.1","19470076","","3","0","32","47_cmn_item_loop_book"
"","0","","947","","19470077","","93","","0.2",""
"","1","","947","","19470078","","32","","42",""
"","1","","947","","19470079","","32","","1242",""
"","0","","947","","19470080","","32","","102",""
"","vo_fpc_30705","","947","","19470081","","21","","vo_fpc","0"
"0","有優妮學姐的書。","0","947","0","19470082","1","11","6","129511","1"
"","0","","947","","19470083","","93","","1.8",""
"12","320","","947","","19470084","","2","-180","129411","1.99849170437406"
"12","320","","947","","19470085","","33","-180","101","1.99849170437406"
"","cmn_swm_diving_r","","947","0.1","19470086","","3","1","129411",""
"","0","","947","","19470087","","93","","1.5",""
"","","","947","","19470088","","91","","19470084",""
"1","47_cmn_item_in","0.1","947","0.1","19470089","","3","0","129411","47_cmn_item_loop"
"1","47_cmn_item_in_weapon","0.1","947","0.1","19470090","","3","0","31","47_cmn_item_loop_weapon"
"","0","","947","","19470091","","93","","0.2",""
"","1","","947","","19470092","","32","","41",""
"","1","","947","","19470093","","32","","1241",""
"","0","","947","","19470094","","32","","101",""
"","vo_fpc_30706","","947","","19470095","","21","","vo_fpc","0"
"0","有優妮學姐的斧頭還是長槍。","70","947","0","19470096","1","11","7","129411","1"
"","","","947","","19470097","","91","","0",""
"","1","","947","","19470098","","32","","1011",""
"","vo_fpc_30707","","947","","19470099","","21","","vo_fpc","0"
"0","砰～！\n警告優妮博士！\n泳池並不是垃圾桶！","140","947","730","19470100","1","11","5","26","1"
"","0","","947","","19470101","","93","","5.25",""
"","0","","947","","19470102","","93","","1.5",""
"","47_yuni_float","","947","0.3","19470103","","3","1","26",""
"","1","","947","","19470104","","32","","1010",""
"","0","","947","","19470105","","93","","1.5",""
"1","47_cmn_float_in","0.1","947","0.1","19470106","","3","0","129511","cmn_float"
"0","47_cmn_float_in_book","0.1","947","0.1","19470107","","3","0","32","empty"
"1","47_cmn_float_in","0.1","947","0.1","19470108","","3","0","129411","cmn_float"
"0","47_cmn_float_in_weapon","0.1","947","0.1","19470109","","3","0","31","empty"
"","0","","947","","19470110","","93","","1.1",""
"","1000","","947","","19470111","","2","-180","129411","3.07692307692308"
"","1000","","947","","19470112","","33","-180","41","3.07692307692308"
"","1000","","947","","19470113","","2","-180","26","5.79185520361991"
"","1000","","947","","19470114","","33","-180","26","5.79185520361991"
"","1000","","947","","19470115","","2","-125","129511","4.20814479638009"
"","1000","","947","","19470116","","33","-125","42","4.20814479638009"
"","","","947","","19470117","","91","","19470113",""
"","se_fpc_water_random","","951","","19510001","","23","","se_10053800",""
"-180","1","0","951","1.75","19510002","cmn_float_monster_01","5","22","1","-850"
"","850","","951","","19510003","","2","-180","1","15"
"","se_fpc_water_random","","952","","19520001","","23","","se_10053800",""
"-180","1","0","952","1.75","19520002","cmn_float_monster_02","5","22","1","-850"
"","850","","952","","19520003","","2","-180","1","15"
"","se_fpc_water_random","","953","","19530001","","23","","se_10053800",""
"-180","1","0","953","1.75","19530002","cmn_float_monster_03","5","22","1","-850"
"","850","","953","","19530003","","2","-180","1","15"
"","se_fpc_water_random","","954","","19540001","","23","","se_10053800",""
