fa8b2f61aad4df1df04e81e6e2125eff48c4e474e5a8f88ef7bcde3a3e86bb33,7f40ea7bef47d44134854b51ecb14e70baf3e6f7983105461c2db7e65588cf84,5c362cf4bf34dc8a1f70a3569758b0647c979e927f43a3d720e2bc525f363820,a44a1fe40128311ec7c508e1d701d91879e74fcd29743ce0020d9de75e271593,3a12c1698d561f38df359007645d8ab02aa53ef3c334b30c166eb955bc4d0b5c,8a060e3e3810b0e26b1ed55b0bed98fec82116f9a9fa9d545e6a79477128ef38,e071386a22e50bfdf9ffe52ac5d60b7a417159a9fbef83b626a85c5769a2e8c7,ff8e1ed93d5e41df1e727ca375c000f6490904d0f84f0b6cd04f0f4e9efc33b4,ecdf2dc56dc735947e6ac2bc67a2c4cdb74c35948fc8d0e230b5648556925a81,5a4ba5e576697a92683b019fb303e2da3398c39de4a3e907659545bb6c1b60e4,d9087056ff7fb2281b1dab5a1a80a9415529d55ba3f999a15ec7cb65ffc7496e,26130e29531438f08bc4f4f48c279b8e463ee13c4724a58dfbe2abdd838cfbf2,f7a1e01d0406375aa896980f419ed9a3e3f7f432eb1853711d7cd8df4daa07fe,b4b5ac9629f9b6fea6e5c61cfea6994fa17236f181803b25429b72ae742202dd,3906423bb47ec4218cf11c5862040822056bbf74395a8541cab59e277cfc5de6,133ae975d6f924dc017cb7e765f66e873e11ed3590c8499123525402197d6ee8,9c2b593e6288a0c2f65c8d04e325e1c428b6cad7d3474fb0f3cae8befb2e4493,52a0301866f19bdfd6b0a50336e7b5611b5f9402b6b0bb5492979f467044e6fc,8ab7b4d4759bab95a4468ab910c747cc7ee18e12dcc390cd2c4e491ccbcfad31,799974eb536756305d93ebafa8cdacbbe2201ff48f311e7ad393a4d3e931d8d4
"2","將「莫妮卡」升到★5時\n可獲得的稱號。","30333","白翼指揮官","6","1","6","6055","6","白翼的指揮官","32764","6055","這是什麼？","25582","6","25351","6","23448","6","白翼的指揮官"
"3","令地下社會聞之喪膽的「深月」的綽號。任誰也無法逃過她的獨眼。","68","Devil","3","1","3","6056","2","獨眼惡魔=One Eye Devil","101","6056","這個的唸法是什麼？","105","6","118","3","108","3","獨眼惡魔\n=One Eye Devil"
"3","「七七香」的綽號。源自於她會收集各式各樣魔法的習慣。","101","ector","3","1","3","6057","3","收藏家（=Collector）","99","6057","這個的唸法是什麼？","111","6","116","3","114","3","收藏家（=Collector）"
"3","將「吉塔」升到★5時\n可獲得的稱號。","33980","蒼空騎空士","6","1","6","6058","6","蒼空的騎空士","31354","6058","這個的唸法是什麼？","31354","6","39438","6","22763","6","蒼空的騎空士"
"2","「祈梨」在對「嘉夜」發火或嘲笑時的稱呼方式。","31528","笨蛋打架狂","6","1","6","6059","6","","34507","6059","這個的名稱是什麼？","26550","6","25171","6","29378","6","笨蛋打架狂"
"3","自十九世紀以來歐洲第一的馬，更是騎術學校的專用馬。","23433","安達盧西亞","6","2","6","0","6","安達盧西亞馬（Andalucian）","36948","6060","這個的名稱是什麼？","35199","6","30439","6","20126","6","安達盧西亞馬（Andalucian）"
"3","外貌上比較接近純血馬，擁有純血馬的體型和阿拉伯馬的耐力，具快跑能力。","33521","英育阿拉伯","6","2","6","0","6","英育阿拉伯馬","32946","6061","這個的名稱是什麼？","25289","6","38463","6","20271","6","英育阿拉伯馬"
"2","結合了兩種荷蘭本土馬種的混種馬。","33655","荷蘭溫血馬","6","2","6","0","6","","34349","6062","這個的名稱是什麼？","34880","6","28331","6","39340","6","荷蘭溫血馬"
"1","獨角仙當中體型最大的一種，超受孩子們喜愛的昆蟲。","36203","赫克力士兜","6","2","6","0","6","赫克力士大兜蟲","20811","6063","這個的名稱是什麼？","22763","6","21147","6","20828","6","赫克力士大兜蟲"
"2","冠龍的名字由來，是因為頭上有著？","21322","半圓形頭冠","6","2","6","0","6","","22291","6064","這個的名稱是什麼？","38957","6","24418","6","20896","6","半圓形頭冠"
"1","將「矛依未」升到★5時\n可獲得的稱號。","25105","我是諾維姆","6","1","6","6065","6","我是諾維姆啊！","26159","6065","這個的名稱是什麼？","32173","6","35582","6","22982","6","我是諾維姆啊！"
"1","「杏奈」的角色介紹詞。","30142","疾風之冥姬","6","1","6","0","6","相信前世的中二病患「疾風之冥姬」","39080","6066","這個的名稱是什麼？","20901","6","20043","6","23020","6","相信前世的中二病患「疾風之冥姬」"
"2","「貪吃佩可」的角色介紹詞。","20803","元氣滿點的","6","1","6","0","6","元氣滿點的空腹少女","27683","6067","這個的名稱是什麼？","40670","6","28415","6","30340","6","元氣滿點的空腹少女"
"1","蜻蜓與豆娘都是屬於□□□□□，不管是成蟲還是水蠆都是以捕食維生","32905","肉食性昆蟲","6","2","6","0","6","","39135","6068","這個的名稱是什麼？","26118","6","24615","6","34802","6","肉食性昆蟲"
"3","廣為人知的貓科動物習性「理毛」。英文要怎麼說？","71","Groom","3","2","3","0","2","Grooming","114","6069","這個的名稱是什麼？","111","6","111","3","109","3","Grooming"
"2","「伊緒」的角色介紹詞。","32020","純潔女老師","6","1","6","0","6","魅惑眾多男性的純潔女老師","28500","6070","這個的名稱是什麼？","32769","6","22899","6","24107","6","魅惑眾多男性的純潔女老師"
"2","「克蕾琪塔」的角色介紹詞。","24544","忠義女商人","6","1","6","0","6","醒悟了忠義的女商人","32681","6071","這個的名稱是什麼？","21830","6","22899","6","20154","6","醒悟了忠義的女商人"
"1","從種子發芽、生長、開花、結實至枯萎死亡，其壽命只有一年的草本植物。","19968","一年生草本","6","2","6","0","6","一年生草本植物","24180","6072","這個的名稱是什麼？","33609","6","29983","6","26412","6","一年生草本植物"
"2","唐詩三百首中，有一首與螢火蟲有關的詩為「銀燭秋光冷畫屏，輕羅□□□□□」。","23567","小扇撲流螢","6","2","6","0","6","","25159","6073","這個的名稱是什麼？","27969","6","25778","6","34722","6","小扇撲流螢"
"1","「凱留」的角色介紹詞。","35987","貓耳魔法師","6","1","6","0","6","倒在路旁的謎之貓耳魔法師","32819","6074","這個的名稱是什麼？","27861","6","39764","6","24107","6","倒在路旁的謎之貓耳魔法師"
"3","棲息在深海裡的甲殼類。外觀類似潮蟲，大型個體體長可超過五十公分。","22823","大王具足蟲","6","2","6","0","6","","29579","6075","這個的名稱是什麼？","36275","6","20855","6","34802","6","大王具足蟲"
"3","","97","arden","3","2","3","0","3","花園鰻=Garden eel","114","6076","這個的名稱是什麼？","101","6","100","3","110","3","花園鰻=Garden eel"
"3","大王花是□□□□□草本植物，自己不製造養分，所有的生活所需的養分水分皆奪取自寄生的植物。","32905","肉質寄生性","6","2","6","0","6","肉質寄生性草本植物","36074","6077","這個的名稱是什麼？","29983","6","23492","6","24615","6","肉質寄生性草本植物"
"3","毒蠅傘是有白點的一種菇類。具有毒性，吃下肚會產生幻覺、腹痛等症狀。又稱為？","27602","毒蠅鵝膏菌","6","2","6","0","6","","34821","6078","這個的名稱是什麼？","33167","6","40285","6","33740","6","毒蠅鵝膏菌"
"1","貓頭鷹屬於□□□□□，大部分活動時間都是在夜晚。","22812","夜行性動物","6","2","6","0","6","","34892","6079","這個的名稱是什麼？","21205","6","24615","6","29289","6","夜行性動物"
"2","「雪菲」的角色介紹詞。","40845","龍人族少女","6","1","6","0","6","失去記憶的龍人族少女","20154","6080","這個的名稱是什麼？","23569","6","26063","6","22899","6","失去記憶的龍人族少女"
"3","比一般的蔬菜含有較多的鈣質。","37411","鈣深色蔬菜","6","2","6","0","6","高鈣深色蔬菜","28145","6081","這個的名稱是什麼？","34092","6","33394","6","33756","6","高鈣深色蔬菜"
"2","「甘蔗」的英文。","83","Sugar","3","2","3","0","2","Sugar cane","117","6082","這個的名稱是什麼？","97","6","103","3","114","3","Sugar cane"
"2","別稱菲尼克斯","80","Phoen","3","2","3","0","2","不死鳥=Phoenix","104","6083","這個的名稱是什麼？","101","6","111","3","110","3","不死鳥=Phoenix"
"1","所謂「五感」是指：","83","Smell","3","2","3","0","2","視覺=See、聽覺=Sound、觸覺=Feel、味覺=Taste、嗅覺=Smell","109","6084","這個的名稱是什麼？","108","6","101","3","108","3","視覺=See、聽覺=Sound、觸覺=Feel、味覺=Taste、嗅覺=Smell"
"1","「望」的角色介紹詞。","36229","超人氣偶像","6","1","6","0","6","能歌善舞的超人氣偶像","20154","6085","這個的名稱是什麼？","20598","6","27683","6","20687","6","能歌善舞的超人氣偶像"
"3","「千歌」的角色介紹詞。","21809","唱喚士少女","6","1","6","0","6","守護人們而歌唱的唱喚士少女","21914","6086","這個的名稱是什麼？","23569","6","22763","6","22899","6","守護人們而歌唱的唱喚士少女"
"3","「草食性」的英文為「Herbivorous」，那「雜食性」呢？","118","vorou","3","2","3","0","3","Omnivorous","111","6087","這個的名稱是什麼？","111","6","114","3","117","3","Omnivorous"
"2","「茉莉」的角色介紹詞。","35211","見習騎士女","6","1","6","0","6","仰慕英雄的見習騎士少女","32722","6088","這個的名稱是什麼？","22763","6","39438","6","22899","6","仰慕英雄的見習騎士少女"
"3","獨角獸＝Unicorn。　","105","icorn","3","2","3","0","3","雙角獸＝Bicorn","99","6089","這個的名稱是什麼？","114","6","111","3","110","3","雙角獸＝Bicorn"
"1","被稱作「地獄看門犬」的三頭怪物。","22320","地獄三頭犬","6","2","6","0","6","","29508","6090","這個的名稱是什麼？","38957","6","19977","6","29356","6","地獄三頭犬"
"2","「似似花」的角色介紹詞。","25991","文靜大姊姊","6","1","6","0","6","隱居在研究所，相當文靜的大姊姊","38748","6091","這個的名稱是什麼？","22986","6","22823","6","22986","6","隱居在研究所，相當文靜的大姊姊"
"2","「嘉夜」的角色介紹詞。","25171","打手龍少女","6","1","6","0","6","專門用拳頭來交朋友的打手龍少女","25163","6092","這個的名稱是什麼？","23569","6","40845","6","22899","6","專門用拳頭來交朋友的打手龍少女"
"1","被稱為是「三國傳來之金毛九尾狐」、「九尾狐」、「殺生石」。","23614","尾狐玉藻前","6","2","6","0","6","九尾狐玉藻前","29392","6093","這個的名稱是什麼？","34299","6","29577","6","21069","6","九尾狐玉藻前"
"2","「秋乃」的角色介紹詞。","20803","元氣大小姐","6","1","6","0","6","目標成為頂尖商人的元氣大小姐","27683","6094","這個的名稱是什麼？","23567","6","22823","6","22992","6","目標成為頂尖商人的元氣大小姐"
"2","「矛依未」持有的大劍的名稱。","22825","天樓霸斷劍","6","1","6","6095","6","","27155","6095","這個的名稱是什麼？","26039","6","38712","6","21133","6","天樓霸斷劍"
"3","「克蕾琪塔」在夢境裡的姓名為？","20811","克蕾雅波洋","6","1","6","0","6","克蕾雅•波洋希亞","34174","6096","這個的名稱是什麼？","27874","6","38597","6","27915","6","克蕾雅•波洋希亞"
"1","","99","crown","3","1","3","6097","3","七冠（Seven crowns)","114","6097","這個的唸法是什麼？","119","6","111","3","110","3","七冠（Seven crowns)"
"2","古代常用「比目魚」比喻形影不離的情侶或朋友。 宋·梅堯臣的詩：「不見沙上雙飛鳥，莫取□□□□□」。","27874","波中比目魚","6","2","6","0","6","","20013","6098","這個的名稱是什麼？","30446","6","27604","6","39770","6","波中比目魚"
"3","「祈梨」在夢境裡的姓名為？","19968","一之瀨祈梨","6","1","6","0","6","","20043","6100","這個的名稱是什麼？","31048","6","28712","6","26792","6","一之瀨祈梨"
"3","「伊莉亞」在夢境裡的姓名為？","20126","亞奧恩斯坦","6","1","6","0","6","伊莉亞•奧恩斯坦","22887","6102","左側的角色如何稱呼右邊的角色？","26031","6","24681","6","22374","6","伊莉亞•奧恩斯坦"
"1","公會【小小甜心】的成員。","32654","美美禊鏡華","6","1","6","0","6","美美=粉色頭髮、禊=橘色頭髮、鏡華=紫色頭髮","32654","6104","這個角色的名稱是？","37857","6","31114","6","33775","6","美美=粉色頭髮、禊=橘色頭髮、鏡華=紫色頭髮"
"2","「惠理子」在夢境裡的姓名為？","20489","倉石惠理子","6","1","6","0","6","","30707","6105","這個的名稱是什麼？","29702","6","24800","6","23376","6","倉石惠理子"
"1","","23588","尤絲蒂亞娜","6","1","6","6112","6","尤絲蒂亞娜•F•阿斯特賴亞","32114","6112","這個角色的本名是？","20126","6","33922","6","23068","6","尤絲蒂亞娜•F•阿斯特賴亞"
"1","霸瞳皇帝的假名為：","23588","尤絲蒂亞娜","6","1","6","6113","6","","32114","6113","這個的名稱是什麼？","20126","6","33922","6","23068","6","尤絲蒂亞娜"
"1","","25289","拉比林斯達","6","1","6","6114","6","","27604","6114","這個角色的名稱是？","26031","6","26519","6","36948","6","拉比林斯達"
"2","「拉比林斯達」的綽號。","25289","拉比林斯女","6","1","6","6115","6","迷宮女王=拉比林斯的女王","27604","6115","這個的唸法是什麼？","26031","6","26519","6","22899","6","迷宮女王=拉比林斯的女王"
"3","「拉基拉基」的全名。","25289","拉基尼卡東","6","1","6","6116","6","拉基庫瑪爾‧拉基尼卡東","22522","6116","這個角色的名稱是？","21345","6","23612","6","26481","6","拉基庫瑪爾‧拉基尼卡東"
"2","將「伊莉亞」升到★5時\n可獲得的稱號。","32113","統御黑夜人","6","1","6","6117","6","悠久的統御黑夜之人","24481","6117","這個的唸法是什麼？","22812","6","40657","6","20154","6","悠久的統御黑夜之人"
"1","與桃子有關","26691","桃子桃太郎","6","2","6","0","6","從桃子裡生出來的桃太郎","23376","6119","這個童話故事是？","22826","6","26691","6","37070","6","從桃子裡生出來的桃太郎"
"1","","27602","毒蘋果白雪","6","2","6","0","6","吃毒蘋果的白雪公主","34315","6120","這個童話故事是？","30333","6","26524","6","38634","6","吃毒蘋果的白雪公主"
"2","脛骨正面。此外，就算是強壯的人，這個部位也容易感到疼痛，是人體的弱點。","24321","弁慶要害骨","6","2","6","0","6","弁慶的要害脛骨","24950","6122","這個的名稱是什麼？","23475","6","35201","6","39592","6","弁慶的要害脛骨"
"2","「璃乃」的角色介紹詞。","35242","親人又多話","6","1","6","0","6","親人又多話的妹系少女","20154","6132","這個的名稱是什麼？","22810","6","21448","6","35441","6","親人又多話的妹系少女"
"3","長大後會變成「青蛙」的生物。","84","Tadpo","3","2","3","0","2","蝌蚪=Tadpole","97","6134","這個的名稱是什麼？","112","6","100","3","111","3","蝌蚪=Tadpole"
"1","公主連結中登場的角色，作為「雙胞胎姊妹」廣為人知的兩人。(也請填入連接詞)","20381","依里和茜里","6","1","6","0","6","","37324","6135","這個角色的名字是什麼？","33564","6","21644","6","37324","6","依里和茜里"
"1","將「珠希」升到★6時\n可獲得的稱號。","32681","義賊幻影貓","6","1","6","6136","6","","36042","6136","這個的名稱是什麼？","24433","6","24187","6","35987","6","義賊幻影貓"
"1","","29378","狂暴格里芬","6","1","6","6137","6","","26292","6137","這隻怪物的名稱是什麼？","37324","6","26684","6","33452","6","狂暴格里芬"
"2","「碧」的角色介紹詞。","31934","精靈森女孩","6","1","6","0","6","嚮往「朋友」的精靈之森女孩","38728","6138","這個的名稱是什麼？","22899","6","26862","6","23401","6","嚮往「朋友」的精靈之森女孩"
"1","真步口頭禪之一：「神奇真步魔法□，□□□□～……☆」。","38728","靈咕嚕靈波","6","1","6","0","6","","21653","6139","這句台詞為？","38728","6","22165","6","27874","6","靈咕嚕靈波"
"2","將「美咲」升到★5時\n可獲得的稱號。","25104","成熟的淑女","6","1","6","6140","6","","29087","6140","這個的名稱是什麼？","28113","6","30340","6","22899","6","成熟的淑女"
