1f1bc9e29abd3d65daba92e76327e3e62730a886457033ab68f71aa02d7c20cd,95458579346265014a7821bb833d751ea7798460c93fdb2e5849b5a9a8e2a31b,b8ba1722b8fc0cba87152dbc1a57c7aa71871e388671c4f42c11075763e33e35,0dde780e5f1dcf8cd2c718372eb2f39aaf1a48c79e501aa6ce6e641047bd9c4e,7a8b11da3bd9eb77ccfea3164b5c7643d3f6e30b7cb7e76be1554b55f3d069f7
"提升物理防禦力（不可降低）","92420330","1371","boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"提升魔法防禦力（不可降低）","92420330","1372","boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"減少降低TP","92420330","1373","boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"傷害值衰減","92420330","1374","18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"賦予TP上升的上限","92420330","1375","17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"降低HP吸收","92420330","1376","9","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"光屬性獎勵特大幅度提升","92420340","1377","15","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"提升物理防禦力（不可降低）","92420340","1378","boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"提升魔法防禦力（不可降低）","92420340","1379","boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"減少降低TP","92420340","1380","boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"傷害值衰減","92420340","1381","18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"賦予TP上升的上限","92420340","1382","17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"降低HP吸收","92420340","1383","9","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"火屬性獎勵特大幅度提升","92421010","1384","12","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"提升物理防禦力（不可降低）","92421010","1385","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"提升魔法防禦力（不可降低）","92421010","1386","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"賦予TP上升的上限","92421010","1387","17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"降低HP吸收","92421010","1388","9","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"火屬性獎勵特大幅度提升","92421020","1389","12","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"提升物理防禦力（不可降低）","92421020","1390","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"提升魔法防禦力（不可降低）","92421020","1391","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"賦予TP上升的上限","92421020","1392","17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"降低HP吸收","92421020","1393","9","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"火屬性獎勵特大幅度提升","92421030","1394","12","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"提升物理防禦力（不可降低）","92421030","1395","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"提升魔法防禦力（不可降低）","92421030","1396","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"賦予TP上升的上限","92421030","1397","17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"降低HP吸收","92421030","1398","9","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"火屬性獎勵特大幅度提升","92421110","1399","12","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"提升物理防禦力（不可降低）","92421110","1400","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"提升魔法防禦力（不可降低）","92421110","1401","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"減少降低TP","92421110","1402","boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"傷害值衰減","92421110","1403","18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"賦予TP上升的上限","92421110","1404","17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"降低HP吸收","92421110","1405","9","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"火屬性獎勵特大幅度提升","92421120","1406","12","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"提升物理防禦力（不可降低）","92421120","1407","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"提升魔法防禦力（不可降低）","92421120","1408","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"減少降低TP","92421120","1409","boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"傷害值衰減","92421120","1410","18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"賦予TP上升的上限","92421120","1411","17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"降低HP吸收","92421120","1412","9","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"火屬性獎勵特大幅度提升","92421130","1413","12","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"提升物理防禦力（不可降低）","92421130","1414","boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"提升魔法防禦力（不可降低）","92421130","1415","boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"減少降低TP","92421130","1416","boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"傷害值衰減","92421130","1417","18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"賦予TP上升的上限","92421130","1418","17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"降低HP吸收","92421130","1419","9","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"傷害降低","92421130","1420","boss_damage_cut","戰鬥開始時，所有怪物的傷害為\n減少20％的狀態。"
"火屬性獎勵特大幅度提升","92421140","1421","12","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"提升物理防禦力（不可降低）","92421140","1422","boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"提升魔法防禦力（不可降低）","92421140","1423","boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"減少降低TP","92421140","1424","boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"傷害值衰減","92421140","1425","18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"賦予TP上升的上限","92421140","1426","17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"降低HP吸收","92421140","1427","9","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"傷害降低","92421140","1428","boss_damage_cut","戰鬥開始時，所有怪物的傷害為\n減少20％的狀態。"
"火屬性獎勵特大幅度提升","92421210","1429","12","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"提升物理防禦力（不可降低）","92421210","1430","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"提升魔法防禦力（不可降低）","92421210","1431","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"減少降低TP","92421210","1432","boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"傷害值衰減","92421210","1433","18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"賦予TP上升的上限","92421210","1434","17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"降低HP吸收","92421210","1435","9","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"火屬性獎勵特大幅度提升","92421220","1436","12","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"提升物理防禦力（不可降低）","92421220","1437","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"提升魔法防禦力（不可降低）","92421220","1438","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"減少降低TP","92421220","1439","boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"傷害值衰減","92421220","1440","18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"賦予TP上升的上限","92421220","1441","17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"降低HP吸收","92421220","1442","9","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"火屬性獎勵特大幅度提升","92421230","1443","12","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"提升物理防禦力（不可降低）","92421230","1444","boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"提升魔法防禦力（不可降低）","92421230","1445","boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"減少降低TP","92421230","1446","boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"傷害值衰減","92421230","1447","18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"賦予TP上升的上限","92421230","1448","17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"降低HP吸收","92421230","1449","9","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"傷害降低","92421230","1450","boss_damage_cut","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"火屬性獎勵特大幅度提升","92421240","1451","12","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
