ea7685e34aeb5e8a615b5091294a0cd8c16d9e4e967685a738c0777806dc05ee,6ba3726a462eb06d55f6637c59d4c963a8cc5ca6d1656a551fe6a160098ab10a,15169539c0cda374ffc10bfcc8cd7b1abc336b28bac1cd0556ff8df7195144f7,372b2c0f77418592ab24ac4b8779537a283a0ce15ff63567a574854a5fc0e16e,bb380611ec6d4205a6ef177f5b709b5330b5186f4af977e89e7c855bd0ba70b1,b2e332442832409ce181c1377b93aa0a39306e5a1c148557e2d3a30c1a352e7b,e17f03180f725dd7927446eec4864512ea9c6498a1e6dead5e60d364940a9d9d,f42f7f2f11573fede076a73f305368828ced020d0305773b4da3aecc4cb25164,655a91a099e9af7a011bd26dcaa3b74157feed338db5099b8636189c405a19eb,e5459444fb04c61939f9e5f30782268f400aa5e8172dd9b5e60f12467248c698,6e0c622f21e4d1bff4d0ca7292b49f1ce5a3b0119dbf20664a772b2970145bb9
"","34414057","0","34414","vo_wac_34414_000","","vo_wac_34414","21","","","0"
"0","34414058","10","34414","各位，今天謝謝你們為我慶生♪\n這種時候果然該來場\n生日演唱會之類的嗎？","0.5","102911","11","1","0","1"
"","34414059","","34414","","","0","91","","",""
"","34414060","1","34414","wac_birthday_idle_normal","","102911","3","","0.2",""
"","34414061","1","34414","wac_birthday_talk_normal","","104211","3","","0.2",""
"","34414062","0","34414","vo_wac_34414_001","","vo_wac_34414","21","","","0"
"0","34414063","10","34414","好像會很開心……\n但仔細想想，\n由慶生對象來唱歌跳舞，\n是件很奇怪的事呢。","0.5","104211","11","1","0","1"
"","34414064","","34414","","","0","91","","",""
"","34414065","1","34414","wac_birthday_idle_normal","","104211","3","","0.2",""
"","34414066","1","34414","wac_birthday_talk_wish","","105411","3","","0.2",""
"","34414067","0","34414","vo_wac_34414_002","","vo_wac_34414","21","","","0"
"0","34414068","10","34414","就想成是回禮怎麼樣？\n想想，這次騎士先生也\n幫忙準備了蛋糕。\n這樣不就能成為偶像風格的回禮嗎？","0.5","105411","11","1","0","1"
"","34414069","","34414","","","0","91","","",""
"","34414070","1","34414","wac_birthday_idle_wish","","105411","3","","0.2",""
"","34414071","1","34414","wac_birthday_talk_smile","","102911","3","","0.2",""
"","34414072","0","34414","vo_wac_34414_003","","vo_wac_34414","21","","","0"
"0","34414073","10","34414","紡希，說得好♪\n那麼就注入感謝的心意……\n為你舉辦一場生日演唱會吧♪","0.5","102911","11","1","0","1"
"","34414074","","34414","","","0","91","","",""
"","34414075","","34414","","","0","22","","",""
"","35314001","","35314","bgm_M321_2C","","bgm_M321","25","","",""
"0","35314002","250","35314","103611","wac_birthday_idle_normal","1","1","-70","2","-1000"
"1","35314003","256","35314","100411","wac_birthday_idle_smile","1","1","-270","2","230"
"1","35314004","257","35314","102011","wac_birthday_idle_wish","1","1","-310","2","410"
"","35314005","","35314","300","","103611","13","","",""
"","35314006","","35314","300","","100411","13","","",""
"","35314007","","35314","300","","102011","13","","",""
"","35314008","0","35314","502","","502","31","1","0","0"
"","35314009","0","35314","600","","600","31","1","1","0"
"","35314010","0","35314","602","","602","31","1","0","0"
"","35314011","0","35314","603","","603","31","1","0","0"
"","35314012","30","35314","604","","604","31","1","1","60"
"","35314013","0","35314","615","","615","31","1","1","0"
"","35314014","0","35314","700","","700","31","1","0","0"
"","35314015","0","35314","701","","701","31","1","0","0"
"","35314016","0","35314","702","","702","31","1","0","0"
"","35314017","0","35314","800","","800","31","1","0","0"
"","35314018","30","35314","960","","960","31","1","1","60"
"","35314019","","35314","","","1","93","","",""
"0.2","35314020","0","35314","wac_birthday_reaction_02","","102011","3","1","0.2","wac_birthday_reaction_03"
"","35314021","","35314","","","0.1","93","","",""
"0.2","35314022","0","35314","wac_birthday_reaction_01","","100411","3","1","0.2","wac_birthday_reaction_03"
"","35314023","","35314","","","0.3","93","","",""
"","35314024","1","35314","wac_birthday_kyoka_run_01","","103611","3","","0.2",""
"","35314025","-70","35314","0","","103611","2","","","3"
"","35314026","","35314","","","2.5","93","","",""
"","35314027","","35314","1","","602","32","","",""
"","35314028","","35314","","","0.6","93","","",""
"","35314029","","35314","1","","502","32","","",""
"","35314030","","35314","0","","600","32","","",""
"","35314031","","35314","0","","615","32","","",""
"","35314032","","35314","0","","604","32","","",""
"","35314033","","35314","1","","701","32","","",""
"","35314034","0","35314","0","","960","33","","","0.01"
"0.2","35314035","0","35314","wac_birthday_blowout_03","","103611","3","1","0.2","wac_birthday_wish_04"
"","35314036","-330","35314","-200","","103611","2","","","0.01"
"","35314037","1","35314","wac_birthday_idle_smile","","100411","3","","0.2",""
"","35314038","-320","35314","180","","100411","2","","","0.01"
"","35314039","1","35314","wac_birthday_idle_wish","","102011","3","","0.2",""
"","35314040","-340","35314","320","","102011","2","","","0.01"
"","35314041","","35314","","","0","93","","",""
"","35314042","","35314","1","","800","32","","",""
"","35314043","","35314","","","0.7","93","","",""
"","35314044","","35314","1","","702","32","","",""
"","35314045","","35314","","","0.5","93","","",""
"","35314046","0","35314","se_sys_login_birthday_blow_candle","","se_common","23","","",""
"","35314047","","35314","0","","701","32","","",""
"","35314048","","35314","","","0.4","93","","",""
"","35314049","0","35314","se_sys_login_birthday_cracker","","se_common","23","","",""
"","35314050","","35314","1","","700","32","","",""
"","35314051","0","35314","se_sys_login_birthday_calendar_applause","","se_common","23","","",""
"0.2","35314052","0","35314","wac_birthday_clap","","100411","3","1","0.2","wac_birthday_idle_smile"
"","35314053","","35314","","","0.1","93","","",""
"0.2","35314054","0","35314","wac_birthday_clap_to_wish","","102011","3","1","0.2","wac_birthday_idle_wish"
"","35314055","","35314","","","2","93","","",""
"","35314056","","35314","","","1","131","","",""
"","35314057","0","35314","vo_wac_35314_000","","vo_wac_35314","21","","","0"
"0","35314058","10","35314","那個，今天謝謝你們……！\n可是這麼壯觀的生日蛋糕，\n我真的可以收下嗎？\n錢沒問題嗎……？","0.5","103611","11","1","0","1"
"","35314059","","35314","","","0","91","","",""
"","35314060","1","35314","wac_birthday_idle_wish","","103611","3","","0.2",""
"","35314061","1","35314","wac_birthday_talk_normal","","100411","3","","0.2",""
"","35314062","0","35314","vo_wac_35314_001","","vo_wac_35314","21","","","0"
"0","35314063","10","35314","鏡華還真是認真耶～\n禊收到蛋糕時，只有思考\n該從哪個裝飾開始吃而已呢。","0.5","100411","11","1","0","1"
"","35314064","","35314","","","0","91","","",""
"","35314065","1","35314","wac_birthday_idle_normal","","100411","3","","0.2",""
"","35314066","1","35314","wac_birthday_talk_sad","","103611","3","","0.2",""
"","35314067","0","35314","vo_wac_35314_002","","vo_wac_35314","21","","","0"
"0","35314068","10","35314","可是，需要回禮對吧？\n我得努力準備跟這個一樣\n壯觀的禮物給大家才行！","0.5","103611","11","1","0","1"
"","35314069","","35314","","","0","91","","",""
"","35314070","1","35314","wac_birthday_idle_sad","","103611","3","","0.2",""
"","35314071","1","35314","wac_birthday_talk_smile","","102011","3","","0.2",""
"","35314072","0","35314","vo_wac_35314_003","","vo_wac_35314","21","","","0"
"0","35314073","10","35314","鏡華，不要緊的。\n美美我們，還有哥哥，\n只要看到鏡華高興，\n就覺得很開心了喔♪","0.5","102011","11","1","0","1"
"","35314074","","35314","","","0","91","","",""
"","35314075","1","35314","wac_birthday_idle_smile","","102011","3","","0.2",""
"","35314076","1","35314","wac_birthday_talk_wish","","103611","3","","0.2",""
"","35314077","0","35314","vo_wac_35314_004","","vo_wac_35314","21","","","0"
"0","35314078","10","35314","……嗯，我知道了。\n之後要是有誰生日，\n再像這樣一起慶生吧♪\n我想這樣就會是最棒的回禮了。","0.5","103611","11","1","0","1"
"","35314079","","35314","","","0","91","","",""
"","35314080","","35314","","","0","22","","",""
"","35514001","","35514","bgm_M321_2C","","bgm_M321","25","","",""
"0","35514002","250","35514","109311","wac_birthday_idle_normal","1","1","-70","2","-1000"
"1","35514003","256","35514","109211","wac_birthday_idle_smile","1","1","-270","2","230"
"1","35514004","257","35514","109411","wac_birthday_idle_normal","1","1","-310","2","410"
"","35514005","","35514","300","","109311","13","","",""
"","35514006","","35514","300","","109211","13","","",""
"","35514007","","35514","300","","109411","13","","",""
"","35514008","0","35514","502","","502","31","1","0","0"
"","35514009","0","35514","600","","600","31","1","1","0"
"","35514010","0","35514","602","","602","31","1","0","0"
"","35514011","0","35514","603","","603","31","1","0","0"
"","35514012","30","35514","604","","604","31","1","1","60"
"","35514013","0","35514","615","","615","31","1","1","0"
"","35514014","0","35514","700","","700","31","1","0","0"
"","35514015","0","35514","701","","701","31","1","0","0"
"","35514016","0","35514","702","","702","31","1","0","0"
"","35514017","0","35514","800","","800","31","1","0","0"
"","35514018","30","35514","961","","961","31","1","1","60"
"","35514019","","35514","","","1","93","","",""
"0.2","35514020","0","35514","wac_birthday_reaction_02","","109411","3","1","0.2","wac_birthday_reaction_04"
"","35514021","","35514","","","0.1","93","","",""
"0.2","35514022","0","35514","wac_birthday_reaction_01","","109211","3","1","0.2","wac_birthday_reaction_03"
"","35514023","","35514","","","0.3","93","","",""
"","35514024","1","35514","wac_birthday_run_01","","109311","3","","0.2",""
"","35514025","-70","35514","0","","109311","2","","","3"
"","35514026","","35514","","","2.5","93","","",""
"","35514027","","35514","1","","602","32","","",""
"","35514028","","35514","","","0.6","93","","",""
"","35514029","","35514","1","","502","32","","",""
"","35514030","","35514","0","","600","32","","",""
"","35514031","","35514","0","","615","32","","",""
"","35514032","","35514","0","","604","32","","",""
"","35514033","","35514","1","","701","32","","",""
"","35514034","0","35514","0","","961","33","","","0.01"
"0.2","35514035","0","35514","wac_birthday_blowout_01","","109311","3","1","0.2","wac_birthday_wish_02"
"","35514036","-330","35514","-200","","109311","2","","","0.01"
"","35514037","1","35514","wac_birthday_idle_smile","","109211","3","","0.2",""
"","35514038","-320","35514","180","","109211","2","","","0.01"
"","35514039","1","35514","wac_birthday_idle_normal","","109411","3","","0.2",""
"","35514040","-340","35514","320","","109411","2","","","0.01"
"","35514041","","35514","","","0","93","","",""
"","35514042","","35514","1","","800","32","","",""
"","35514043","","35514","","","0.7","93","","",""
"","35514044","","35514","1","","702","32","","",""
"","35514045","","35514","","","0.5","93","","",""
"","35514046","0","35514","se_sys_login_birthday_blow_candle","","se_common","23","","",""
"","35514047","","35514","0","","701","32","","",""
"","35514048","","35514","","","0.4","93","","",""
"","35514049","0","35514","se_sys_login_birthday_cracker","","se_common","23","","",""
"","35514050","","35514","1","","700","32","","",""
"","35514051","0","35514","se_sys_login_birthday_calendar_applause","","se_common","23","","",""
"0.2","35514052","0","35514","wac_birthday_clap","","109211","3","1","0.2","wac_birthday_idle_smile"
"","35514053","","35514","","","0.1","93","","",""
"0.2","35514054","0","35514","wac_birthday_clap","","109411","3","1","0.2","wac_birthday_idle_normal"
"","35514055","","35514","","","2","93","","",""
"","35514056","","35514","","","1","131","","",""
"","35514057","0","35514","vo_wac_35514_000","","vo_wac_35514","21","","","0"
"0","35514058","10","35514","哇～咿！是露的蛋糕～～♪\n露一直很期待大家為露慶生呢！","0.5","109311","11","1","0","1"
"","35514059","","35514","","","0","91","","",""
"","35514060","1","35514","wac_birthday_idle_smile","","109311","3","","0.2",""
"","35514061","1","35514","wac_birthday_talk_normal","","109211","3","","0.2",""
"","35514062","0","35514","vo_wac_35514_001","","vo_wac_35514","21","","","0"
"0","35514063","10","35514","妳這麼期待真是太好了！\n因為這次是我和古蕾婭一起\n為露親手製作的呢！\n我負責把材料攪拌混合……","0.5","109211","11","1","0","1"
"","35514064","","35514","","","0","91","","",""
"","35514065","1","35514","wac_birthday_idle_normal","","109211","3","","0.2",""
"","35514066","1","35514","wac_birthday_talk_doya","","109411","3","","0.2",""
"","35514067","0","35514","vo_wac_35514_002","","vo_wac_35514","21","","","0"
"0","35514068","10","35514","我負責將用水果裝飾。\n還有，我們聽了那個人的建議，\n做得比較甜。\n想說露妳應該會喜歡……","0.5","109411","11","1","0","1"
"","35514069","","35514","","","0","91","","",""
"","35514070","1","35514","wac_birthday_idle_doya","","109411","3","","0.2",""
"","35514071","1","35514","wac_birthday_talk_kyapi","","109311","3","","0.2",""
"","35514072","0","35514","vo_wac_35514_003","","vo_wac_35514","21","","","0"
"0","35514073","10","35514","嗚嗚嗚……\n很甜的蛋糕、學姊們……\n還有你，我都最喜歡了！！","0.5","109311","11","1","0","1"
"","35514074","","35514","","","0","91","","",""
"","35514075","","35514","","","0","22","","",""
"","35814001","","35814","bgm_M321_2C","","bgm_M321","25","","",""
"0","35814002","250","35814","107111","wac_birthday_idle_normal","1","1","-70","2","-1000"
"1","35814003","256","35814","103711","wac_birthday_idle_doya","1","1","-270","2","200"
"1","35814004","258","35814","100511","wac_birthday_idle_normal","1","1","-310","2","320"
"1","35814005","257","35814","104711","wac_birthday_idle_normal","1","1","-290","2","450"
"","35814006","","35814","300","","107111","13","","",""
"","35814007","","35814","300","","103711","13","","",""
"","35814008","","35814","300","","100511","13","","",""
"","35814009","","35814","300","","104711","13","","",""
"","35814010","0","35814","502","","502","31","1","0","0"
"","35814011","0","35814","600","","600","31","1","1","0"
"","35814012","0","35814","602","","602","31","1","0","0"
"","35814013","0","35814","603","","603","31","1","0","0"
"","35814014","30","35814","604","","604","31","1","1","60"
"","35814015","0","35814","615","","615","31","1","1","0"
"","35814016","0","35814","700","","700","31","1","0","0"
"","35814017","0","35814","701","","701","31","1","0","0"
"","35814018","0","35814","702","","702","31","1","0","0"
"","35814019","0","35814","800","","800","31","1","0","0"
"","35814020","30","35814","962","","962","31","1","1","60"
"","35814021","","35814","","","1","93","","",""
"0.2","35814022","0","35814","wac_birthday_reaction_01","","100511","3","1","0.2","wac_birthday_reaction_03"
"","35814023","","35814","","","0.1","93","","",""
"0.2","35814024","0","35814","wac_birthday_reaction_05","","103711","3","1","0.2","wac_birthday_reaction_03"
"0.2","35814025","0","35814","wac_birthday_reaction_01","","104711","3","1","0.2","wac_birthday_reaction_04"
