e45169fae97576e9ce81df5f9acb200a2f416211a1b9fd3763e904b8589ead7e,3e7f66c0b221f6c95ec7ef307b07d71e736206335cdeaaff379b008be2b7bf33,05f4b855f177a0b2499bc852b16723cc46b1d13aad737a1d0d1c00f36b07cecf,9f17805395417fd24e5a647ee4c0065c7464b19a6a92f1cd1d6146b5ec498510,48af36fb1db240d4e55b663eef485054e16502cbf8b263b5f8c87784e0fa5473,105628809775c98c0d7b1e8fbcf7954405e9a75f7c7bda7a042052673a8a0d46,86d2efcc7063ddc4d62d395a2cfe1adc63db640962b3af67e0c49775191b15f9,59f17215e4854ca320609784ffce9b6a6c5c8042d881a59c4995f1f12d8869cc,ccb8ee37b5e9f5dbad3279b5691fa065f3c4e8e99912515eb65bea72575576a5,185672cf45678b4bbc2ab81dee0674a15be9205b0a6ee1d6f0e49ae5bc32c224,60c5d293ea91c4216a28f0047290be4485b7fe20f10f0a0a5c2a0b322e7412c8
"1007417010","5","185","-220","110","1","21","1.7","1007417","1","NoItem"
"1007417011","5","185","-220","105","1","22","1.7","1007417","1","NoItem"
"1007417012","6","1","0","1","11","1","0","1007417","0",""
"1007417013","6","1","0","1","12","1","0","1007417","0",""
"1007417014","6","1","0","1","21","1","0","1007417","0",""
"1007417015","6","1","0","1","22","1","0","1007417","0",""
"1007417016","91","","","","0","","","1007417","",""
"1007417017","3","","","1","117531","mhp_sit_talk_normal","0.2","1007417","",""
"1007417018","21","0","","0","vo_mhp_1007417","vo_mhp_6101","","1007417","",""
"1007417019","11","1","0","4","117531","忍，請進～","0","1007417","0","0.5"
"1007417020","91","","","","0","","","1007417","",""
"1007417021","3","","","1","117531","mhp_sit_idle","0.2","1007417","",""
"1007417022","3","","0","1","103111","mhp_walk","0.2","1007417","",""
"1007417023","2","4","0","-220","103111","-200","","1007417","",""
"1007417024","91","","","","0","","","1007417","",""
"1007417025","3","","0","0","103111","mhp_sit_in","0.2","1007417","",""
"1007417026","91","","","","0","","","1007417","",""
"1007417027","3","","0","1","103111","mhp_sit_idle_sad","0.2","1007417","",""
"1007417028","91","","","","0","","","1007417","",""
"1007417029","3","","0","1","103111","mhp_sit_talk_sad","0.2","1007417","",""
"1007417030","21","0","","0","vo_mhp_1007417","vo_mhp_6102","","1007417","",""
"1007417031","11","1","0","3","103111","打擾了。\n父親前幾天真的是失禮了，\n我是為此來道歉的……","0","1007417","0","1"
"1007417032","91","","","","0","","","1007417","",""
"1007417033","3","","0","1","103111","mhp_sit_idle_sad","0.2","1007417","",""
"1007417034","3","","0","1","117531","mhp_sit_talk_normal","0.2","1007417","",""
"1007417035","21","0","","0","vo_mhp_1007417","vo_mhp_6103","","1007417","",""
"1007417036","11","1","0","7","117531","哎呀，謝謝妳特地過來。\n但妳可以不用放在心上啊。","0","1007417","0","0.5"
"1007417037","91","","","","0","","","1007417","",""
"1007417038","3","","0","1","117531","mhp_sit_idle","0.2","1007417","",""
"1007417039","3","","0","1","103111","mhp_sit_talk_wish2","0.2","1007417","",""
"1007417040","21","0","","0","vo_mhp_1007417","vo_mhp_6104","","1007417","",""
"1007417041","11","1","0","4","103111","我不能這麼做。","0","1007417","0","0.5"
"1007417042","91","","","","0","","","1007417","",""
"1007417043","3","","0","1","103111","mhp_sit_idle_sad","0.2","1007417","",""
"1007417044","3","","0","1","117531","mhp_sit_talk_normal","0.2","1007417","",""
"1007417045","21","0","","0","vo_mhp_1007417","vo_mhp_6105","","1007417","",""
"1007417046","11","1","0","5","117531","有禮貌是很好，\n但妳好像是個經常操勞的人，\n妳再放鬆一點會比較好喔。","0","1007417","0","0.5"
"1007417047","91","","","","0","","","1007417","",""
"1007417048","3","","0","1","117531","mhp_sit_idle","0.2","1007417","",""
"1007417049","3","","0","1","103111","mhp_sit_talk_sad","0.2","1007417","",""
"1007417050","21","0","","0","vo_mhp_1007417","vo_mhp_6106","","1007417","",""
"1007417051","11","1","0","4","103111","是這樣嗎……\n這並不是父親造成的，\n只是因為我成長的環境很特殊……","0","1007417","0","1"
"1007417052","91","","","","0","","","1007417","",""
"1007417053","3","","0","1","103111","mhp_sit_talk_sad2","0.2","1007417","",""
"1007417054","21","0","","0","vo_mhp_1007417","vo_mhp_6107","","1007417","",""
"1007417055","11","1","0","5","103111","該說就算和公會成員在一起時，\n我也沒辦法和大家一樣，\n露出開心的笑容嗎……","0","1007417","0","0.5"
"1007417056","91","","","","0","","","1007417","",""
"1007417057","3","","0","1","103111","mhp_sit_talk_worry","0.2","1007417","",""
"1007417058","21","0","","0","vo_mhp_1007417","vo_mhp_6108","","1007417","",""
"1007417059","11","1","0","5","103111","沒辦法好好擺出笑臉，\n這樣果然不太好嗎？","0","1007417","0","0.5"
"1007417060","91","","","","0","","","1007417","",""
"1007417061","3","","0","1","103111","mhp_sit_idle_sad","0.2","1007417","",""
"1007417062","3","","0","1","117531","mhp_sit_talk_normal","0.2","1007417","",""
"1007417063","21","0","","0","vo_mhp_1007417","vo_mhp_6109","","1007417","",""
"1007417064","11","1","0","5","117531","沒這回事喔。\n就算能夠露出笑容，\n也不見得就是正常人。","0","1007417","0","0.5"
"1007417065","91","","","","0","","","1007417","",""
"1007417066","3","","0","1","117531","mhp_sit_talk_joy1","0.2","1007417","",""
"1007417067","21","0","","0","vo_mhp_1007417","vo_mhp_6110","","1007417","",""
"1007417068","11","1","0","5","117531","像我們公會，雖然大家都笑臉迎人，\n但基本上都是些很不妙的人。\n包含我在內，呢♪","0","1007417","0","0.5"
"1007417069","91","","","","0","","","1007417","",""
"1007417070","3","","0","1","117531","mhp_sit_talk_normal","0.2","1007417","",""
"1007417071","21","0","","0","vo_mhp_1007417","vo_mhp_6111","","1007417","",""
"1007417072","11","1","0","5","117531","但大家還是充滿了魅力喔。\n沒辦法單憑一個表情來判斷人的好壞，\n也不應該這麼做。","0","1007417","0","0.5"
"1007417073","91","","","","0","","","1007417","",""
"1007417074","3","","0","1","117531","mhp_sit_talk_wish","0.2","1007417","",""
"1007417075","21","0","","0","vo_mhp_1007417","vo_mhp_6112","","1007417","",""
"1007417076","11","1","0","5","117531","我對妳還不太了解，\n但我知道妳就算無法露出笑容，\n也不是那種會讓別人感到不快的女孩。","0","1007417","0","0.5"
"1007417077","91","","","","0","","","1007417","",""
"1007417078","3","","0","1","117531","mhp_sit_talk_bitter","0.2","1007417","",""
"1007417079","21","0","","0","vo_mhp_1007417","vo_mhp_6113","","1007417","",""
"1007417080","11","1","0","5","117531","我是醫生，\n所以很有看人的眼光喔♪","0","1007417","0","0.5"
"1007417081","91","","","","0","","","1007417","",""
"1007417082","3","","0","1","117531","mhp_sit_idle","0.2","1007417","",""
"1007417083","3","","0","1","103111","mhp_sit_talk_wish","0.2","1007417","",""
"1007417084","21","0","","0","vo_mhp_1007417","vo_mhp_6114","","1007417","",""
"1007417085","11","1","0","5","103111","……原來醫生\n也有在做人生諮詢啊。","0","1007417","0","0.5"
"1007417086","91","","","","0","","","1007417","",""
"1007417087","3","","0","1","103111","mhp_sit_idle_wish","0.2","1007417","",""
"1007417088","3","","0","1","117531","mhp_sit_talk_normal","0.2","1007417","",""
"1007417089","21","0","","0","vo_mhp_1007417","vo_mhp_6115","","1007417","",""
"1007417090","11","1","0","6","117531","其實這不是我的專門，\n但要為迷惘的少年少女做諮商，這我還是辦得到的。","0","1007417","0","0.5"
"1007417091","91","","","","0","","","1007417","",""
"1007417092","3","","0","1","117531","mhp_sit_idle","0.2","1007417","",""
"1007417093","3","","0","1","103111","mhp_sit_talk_normal","0.2","1007417","",""
"1007417094","21","0","","0","vo_mhp_1007417","vo_mhp_6116","","1007417","",""
"1007417095","11","1","0","4","103111","……謝謝妳。\n我總覺得心裡輕鬆了一點。","0","1007417","0","1"
"1007417096","91","","","","0","","","1007417","",""
"1007417097","22","","","","0","0","","1007417","",""
"1007417098","3","","0","1","103111","mhp_sit_idle","0.2","1007417","",""
"1007417099","3","mhp_idle_normal","1","0","117531","mhp_sit_out","0.2","1007417","0",""
"1007417100","93","","","","1","","","1007417","",""
"1007417101","32","","1","","111","1","1","1007417","",""
"1007417102","32","","1","","120","1","1","1007417","",""
"1007417103","23","","","","se_10031400","se_10031400_rose","","1007417","",""
"1007417104","3","","0","0","117531","mhp_mitsuki_kime","0.2","1007417","",""
"1007417105","93","","","","1","","","1007417","",""
"1007417106","32","","1","","130","1","1","1007417","",""
"1007417107","93","","","","4","","","1007417","",""
"1007417108","32","","1","","130","0","1","1007417","",""
"1007417109","93","","","","1.2","","","1007417","",""
"1007417110","3","mhp_sit_idle","1","0","117531","mhp_sit_in","0.2","1007417","0",""
"1007417111","93","","","","2","","","1007417","",""
"1007417112","3","","0","1","117531","mhp_sit_talk_normal","0.2","1007417","",""
"1007417113","21","0","","0","vo_mhp_1007417","vo_mhp_6117","","1007417","",""
"1007417114","11","1","0","4","117531","那真是太好了。\n不提這個，妳很擅長占卜吧？\n我也想更了解妳，\n所以能請妳為我占卜一下嗎？","0","1007417","0","0.5"
"1007417115","91","","","","0","","","1007417","",""
"1007417116","3","","0","1","117531","mhp_sit_idle","0.2","1007417","",""
"1007417117","3","","0","1","103111","mhp_sit_talk_wish","0.2","1007417","",""
"1007417118","21","0","","0","vo_mhp_1007417","vo_mhp_6118","","1007417","",""
"1007417119","11","1","0","4","103111","好的，我也想更了解醫生，\n那我就認真地為妳占卜囉。","0","1007417","0","0.5"
"1007417120","91","","","","0","","","1007417","",""
"1007417121","3","","0","1","103111","mhp_sit_idle_wish","0.2","1007417","",""
"1007417122","3","","0","1","117531","mhp_sit_talk_normal","0.2","1007417","",""
"1007417123","21","0","","0","vo_mhp_1007417","vo_mhp_6119","","1007417","",""
"1007417124","11","1","0","3","117531","這真令人開心。那麼，那個……\n能用占卜算出我接下來\n有、有沒有好姻緣之類嗎？","0","1007417","0","1.5"
"1007417125","93","","","","3","1","","1007417","",""
"1007417126","3","","0","1","117531","mhp_mitsuki_sit_shy","0.2","1007417","",""
"1007417127","91","","","","1007417124","","","1007417","",""
"1007417128","22","","","","0","0","","1007417","",""
"1007417129","93","","","","0.5","0","","1007417","",""
"1007417130","3","mhp_yuki_sit_yareyare_loop","1","0","117631","mhp_yuki_sit_yareyare_in","0.2","1007417","0",""
"1007417131","93","","","","2","0","","1007417","",""
"1007417132","91","","","","0","","","1007417","",""
"1009011001","1","0","0","100","1","100931","1.7","1009011","0","mhp_sit_idle_sad"
"1009011002","5","0","0","101","1","31","1.7","1009011","0","NoItem_sit_idle"
"1009011003","3","","","1","100931","mhp_anna_dark_loop","0.2","1009011","",""
"1009011004","3","","","1","31","mhp_anna_dark_loop","0.2","1009011","",""
"1009011005","21","0","","0","vo_mhp","vo_mhp_0301","","1009011","",""
"1009011006","11","0","0","3","100931","嗚，我的頭……給我\n平靜下來！可惡，又有\n攻擊從某個地方……！","0","1009011","0","0"
"1009011007","91","","","","0","","","1009011","",""
"1009012001","1","0","0","100","1","100931","1.7","1009012","0","mhp_sit_idle"
"1009012002","3","","","1","100931","mhp_anna_huhu_loop","0.2","1009012","",""
"1009012003","3","","","1","31","NoItem","0.2","1009012","",""
"1009012004","21","0","","0","vo_mhp","vo_mhp_0302","","1009012","",""
"1009012005","11","0","0","3","100931","一波未平一波又起，\n強者總是會被盯上啊。","0","1009012","0","0"
"1009012006","91","","","","0","","","1009012","",""
"1009013001","1","0","0","100","1","100931","1.7","1009013","0","mhp_sit_idle"
"1009013002","3","","","1","100931","mhp_anna_chill_loop","0.2","1009013","",""
"1009013003","3","","","1","31","NoItem","0.2","1009013","",""
"1009013004","21","0","","0","vo_mhp","vo_mhp_0303","","1009013","",""
"1009013005","11","0","0","6","100931","嗚嗚，好難受……","0","1009013","0","0"
"1009013006","91","","","","0","","","1009013","",""
"1025011001","1","0","0","100","1","102511","1.7","1025011","0","mhp_sit_idle_sad"
"1025011002","3","","","1","102511","mhp_sit_talk_sad","0.2","1025011","",""
"1025011003","21","0","","0","vo_mhp","vo_mhp_0201","","1025011","",""
"1025011004","11","0","0","5","102511","拿這種事情來看診，\n是不是真的\n很失禮呢……","0","1025011","0","0"
"1025011005","91","","","","0","","","1025011","",""
"1025011006","3","","","1","102511","mhp_sit_idle_sad","0.2","1025011","",""
"1025012001","1","0","0","100","1","102511","1.7","1025012","0","mhp_sit_idle"
"1025012002","3","","","1","102511","mhp_sit_talk_joy2","0.2","1025012","",""
"1025012003","21","0","","0","vo_mhp","vo_mhp_0202","","1025012","",""
"1025012004","11","0","0","5","102511","深月醫生好厲害喔，\n她一定可以幫我……！","0","1025012","0","0"
"1025012005","91","","","","0","","","1025012","",""
"1025012006","3","","","1","102511","mhp_sit_idle_joy2","0.2","1025012","",""
"1025013001","1","0","0","100","1","102511","1.7","1025013","0","mhp_sit_idle"
"1025013002","3","","","1","102511","mhp_sit_talk_sad2","0.2","1025013","",""
"1025013003","21","0","","0","vo_mhp","vo_mhp_0203","","1025013","",""
"1025013004","11","0","0","4","102511","今天是最後的診療……\n真希望可以治好冒失。","0","1025013","0","0"
"1025013005","91","","","","0","","","1025013","",""
"1025013006","3","","","1","102511","mhp_sit_idle_sad2","0.2","1025013","",""
"1031011001","1","0","0","100","1","103111","1.7","1031011","0","mhp_sit_idle"
"1031011002","3","","","1","103111","mhp_sit_talk_sad","0.2","1031011","",""
"1031011003","21","0","","0","vo_mhp","vo_mhp_0601","","1031011","",""
"1031011004","11","0","0","4","103111","我有不好的預感……\n希望爸爸\n不要給人添麻煩。","0","1031011","0","0"
"1031011005","91","","","","0","","","1031011","",""
"1031011006","3","","","1","103111","mhp_sit_idle_sad","0.2","1031011","",""
"1031012001","1","0","0","100","1","103111","1.7","1031012","0","mhp_sit_idle"
"1031012002","3","","","1","103111","mhp_sit_talk_wish","0.2","1031012","",""
"1031012003","21","0","","0","vo_mhp","vo_mhp_0602","","1031012","",""
"1031012004","11","0","0","4","103111","那個醫生是個很棒\n的人……我可能還想\n再和她多聊一下。","0","1031012","0","0"
"1031012005","91","","","","0","","","1031012","",""
"1031012006","3","","","1","103111","mhp_sit_idle_wish","0.2","1031012","",""
"1044011001","1","0","0","100","1","104431","1.7","1044011","0","mhp_sit_idle"
"1044011002","3","","","1","104431","mhp_sit_talk_thinking","0.2","1044011","",""
"1044011003","21","0","","0","vo_mhp","vo_mhp_0501","","1044011","",""
"1044011004","11","0","0","5","104431","好了，就來見識一下\n那什麼名醫的技術吧！","0","1044011","0","0"
"1044011005","91","","","","0","","","1044011","",""
"1044011006","3","","","1","104431","mhp_sit_idle_thinking","0.2","1044011","",""
"1044012001","1","0","0","100","1","104431","1.7","1044012","0","mhp_sit_idle"
"1044012002","3","","","1","104431","mhp_sit_talk_sad","0.2","1044012","",""
"1044012003","21","0","","0","vo_mhp","vo_mhp_0502","","1044012","",""
"1044012004","11","0","0","4","104431","冷靜……\n妾身要保持鎮定……","0","1044012","0","0"
"1044012005","91","","","","0","","","1044012","",""
"1044012006","3","","","1","104431","mhp_sit_idle_sad","0.2","1044012","",""
"1044013001","1","0","0","100","1","104431","1.7","1044013","0","mhp_sit_idle"
"1044013002","3","","","1","104431","mhp_sit_talk_memory","0.2","1044013","",""
"1044013003","21","0","","0","vo_mhp","vo_mhp_0503","","1044013","",""
"1044013004","11","0","0","4","104431","那傢伙就快成為\n妾身的人了……\n呵呵呵，你就等著吧！","0","1044013","0","0"
"1044013005","91","","","","0","","","1044013","",""
"1044013006","3","","","1","104431","mhp_sit_idle_memory","0.2","1044013","",""
"1110011001","1","0","0","100","1","111031","1.7","1110011","0","mhp_sit_idle_thinking2"
"1110011002","3","","","1","111031","mhp_sit_talk_wish","0.2","1110011","",""
"1110011003","21","0","","0","vo_mhp","vo_mhp_0101","","1110011","",""
"1110011004","11","0","0","3","111031","獨眼名醫嗎……\n肯定就是她，\n我很清楚。","0","1110011","0","0"
"1110011005","91","","","","0","","","1110011","",""
"1110011006","3","","","1","111031","mhp_sit_idle_wish","0.2","1110011","",""
"1110012001","1","0","0","100","1","111031","1.7","1110012","0","mhp_sit_idle2"
"1110012002","3","","","1","111031","mhp_sit_talk_thinking2","0.2","1110012","",""
"1110012003","21","0","","0","vo_mhp","vo_mhp_0102","","1110012","",""
"1110012004","11","0","0","3","111031","今天真尷尬啊……\n切嚕～☆\n唔嗯，就用這招吧。","0","1110012","0","0"
"1110012005","91","","","","0","","","1110012","",""
"1110012006","3","","","1","111031","mhp_sit_idle_thinking2","0.2","1110012","",""
"1110013001","1","0","0","100","1","111031","1.7","1110013","0","mhp_sit_idle2"
"1110013002","3","","","1","111031","mhp_sit_talk_anger2","0.2","1110013","",""
