25632ee2f4ad77cb5a9137ba8abf0a37cab064ed85ba3eaca64ab7a7164dc2e6,7099bfc4339807c356277ca04b2511b955a1cf40b94a85bcc8f3b1fb728dd49b,1ba179bfc13d4c63e8434481b17a5ab2dbd29428314dc5413bd15de883cc3046,c7a5676371412fae5063dfba2df0e92742809738fe0800699a42237a97ef7674,bf14afedf2475f94052f0cb9ec3e253e8db35c64997cf67fc96f248d0ff89e89
"84001088","深域怪物","11","400108802","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001088","賦予TP上升上限","17","400108803","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001088","提升物理防禦力（不可降低）","boss_def_lower_limit","400108804","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001088","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400108805","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001088","降低HP吸收","9","400108806","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001088","傷害降低","boss_damage_cut","400108807","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"84001088","物理魔法暴擊率降低","35","400108808","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"84001089","光屬性獎勵特大幅度提升","15","400108901","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001089","深域怪物","11","400108902","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001089","賦予TP上升上限","17","400108903","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001089","提升物理防禦力（不可降低）","boss_def_lower_limit","400108904","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001089","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400108905","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001089","降低HP吸收","9","400108906","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001089","傷害降低","boss_damage_cut","400108907","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"84001089","物理魔法暴擊率降低","35","400108908","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"84001090","光屬性獎勵特大幅度提升","15","400109001","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001090","深域怪物","11","400109002","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001090","賦予TP上升上限","17","400109003","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001090","提升物理防禦力（不可降低）","boss_def_lower_limit","400109004","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001090","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400109005","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001090","降低HP吸收","9","400109006","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"84001090","減少TP下降","boss_tp_down_cut","400109007","戰鬥開始時，所有怪物的ＴＰ下降為\n減少75％的狀態。"
"84001090","傷害降低","boss_damage_cut","400109008","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"84001090","物理魔法暴擊率降低","35","400109009","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"84001090","物理傷害降低","boss_physics_cut","400109010","戰鬥開始時，所有怪物的物理傷害為減少50%的狀態。"
"84001091","光屬性獎勵特大幅度提升","15","400109101","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001091","深域怪物","11","400109102","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001091","賦予TP上升上限","17","400109103","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001091","提升物理防禦力（不可降低）","boss_def_lower_limit","400109104","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001091","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400109105","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001091","降低HP吸收","9","400109106","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001091","傷害降低","boss_damage_cut","400109107","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"84001091","物理魔法暴擊率降低","35","400109108","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"84001092","光屬性獎勵特大幅度提升","15","400109201","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001092","深域怪物","11","400109202","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001092","賦予TP上升上限","17","400109203","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001092","提升物理防禦力（不可降低）","boss_def_lower_limit","400109204","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001092","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400109205","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001092","降低HP吸收","9","400109206","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001092","傷害降低","boss_damage_cut","400109207","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"84001092","物理魔法暴擊率降低","35","400109208","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"84001093","光屬性獎勵特大幅度提升","15","400109301","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001093","深域怪物","11","400109302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001093","賦予TP上升上限","17","400109303","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001093","提升物理防禦力（不可降低）","boss_def_lower_limit","400109304","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001093","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400109305","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001093","降低HP吸收","9","400109306","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001093","傷害降低","boss_damage_cut","400109307","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"84001093","物理魔法暴擊率降低","35","400109308","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"84001094","光屬性獎勵特大幅度提升","15","400109401","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001094","深域怪物","11","400109402","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001094","賦予TP上升上限","17","400109403","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001094","提升物理防禦力（不可降低）","boss_def_lower_limit","400109404","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001094","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400109405","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001094","降低HP吸收","9","400109406","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001094","傷害降低","boss_damage_cut","400109407","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"84001094","物理魔法暴擊率降低","35","400109408","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"84001095","光屬性獎勵特大幅度提升","15","400109501","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001095","深域怪物","11","400109502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001095","賦予TP上升上限","17","400109503","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001095","提升物理防禦力（不可降低）","boss_def_lower_limit","400109504","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001095","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400109505","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001095","降低HP吸收","9","400109506","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001095","傷害降低","boss_damage_cut","400109507","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"84001095","物理魔法暴擊率降低","35","400109508","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"84001096","危險領域","25","400109601","戰鬥中，發動「降低魔法防禦力」效果。"
"84001096","光屬性獎勵特大幅度提升","15","400109602","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001096","深域怪物","11","400109603","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001096","賦予TP上升上限","17","400109604","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001096","提升物理防禦力（不可降低）","boss_def_lower_limit","400109605","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001096","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400109606","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001096","降低HP吸收","9","400109607","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001096","傷害降低","boss_damage_cut","400109608","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"84001096","物理魔法暴擊率降低","35","400109609","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"84001096","降低魔法防禦力","8","400109610","戰鬥開始時，特大幅度降低全體角色的魔法防禦力。"
"84001097","光屬性獎勵特大幅度提升","15","400109701","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
