b065af52f6db3e6952ec06b0952de14ebb3d4d9566ab3360a5b5173a573f2e1a,49387fd2aed788971c9949f0aa216f0b2d211bc9472345241e92f0386765a9dc,886118258c69cddd5fe8a95122901c01e906d8afd3601d56fe6a7fde4782519f,0d76f04f96aa9d32b23a95f299b8b228af82a45b98576a3f1e36a56b7d6f59a2,709c120ef4b150926a861b011bdb48c2b5cbb7fb9279a17905c942ee51b9da16,6750acc3ae5fb470dc635d1f6162ed73b4a38f3c5fb83de77386cc56d5a5d09f,423cd61b4fb95e9baa7a9d1be51c78995119a81570b2a9e8c8d52f6b91488e66,13b703e55aec0ac1c99d1e810b95d4e3923d06e14be3567559c5a5f82b4a62c6,7487ffa0f327c4110705decdda050e53cf85f61ffd825831b94654f823047d1c,094129ffb1ccecf7513d90ffe0c68f407775903544b62224819b0657d41654f5,7c6b18edcfb2f526b9664f0f069813170fdecd5d5859d569070345b75d53ca85,31453d7d97457fe737b1ffe4c7b4dd323670be4231ceeb61daffd1fe64253769,640036b722122af3e186007fb4c01eea03ced01ccce6e33cd98fc0c095d6e2e5,ec82bad90b1090e6f86be2e6e7d1d2fd5eff4d05d5e63cb1dfe1029b1cbe2627,cc696b4aea59ed8bca8289e3941796b0e21d17658fc976ad8aa9d42449928ca7,12df7630c6e0cdc3ead396be477d12b54c6357ebd4ad573f679c19460159a5ef,d4ea7064602df5dc8a5ed9608207d6ada2853a4ca1174c9ac5ce0cdcf996a929,5ae2f1c14dbf1d9b36eebc7bf03d78c165365dc2656d050dace8219bb3603d86,cde4827c1c3fbc387c33c30806955b955f567cd110d8640ba634aa464a258bfa
"0","0","356","1060","14","43","0","153","246","0","14","16","0","3817","130701","2655","4","0","64"
"0","0","366","1180","15","57","0","171","302","0","16","16","0","4328","130701","2745","4","0","68"
"0","0","386","1180","16","72","0","191","348","0","18","16","0","4876","130701","2845","4","0","68"
"0","0","431","1180","17","86","0","212","395","0","18","16","0","5468","130701","2915","4","0","68"
"0","0","456","1180","18","102","0","236","476","0","18","16","0","6102","130701","2915","4","0","68"
"0","0","456","1180","19","119","0","262","587","0","18","16","0","6802","130701","3040","4","0","68"
"0","0","456","1180","20","131","0","277","727","0","18","16","0","7649","130701","3165","4","0","68"
"0","0","456","1280","21","144","0","293","898","0","18","16","0","8538","130701","3340","4","0","68"
"0","0","456","1380","22","165","0","319","1063","0","18","16","0","9484","130701","3860","4","0","68"
"0","0","456","1380","23","190","0","354","1175","0","18","16","0","10571","130701","4580","4","0","68"
"0","0","456","1380","24","203","0","377","1300","0","18","16","0","11947","130701","5040","4","0","68"
"0","0","456","1380","25","209","0","385","1409","0","18","16","0","13657","130701","5040","4","0","68"
"0","0","456","1380","26","215","0","394","1481","0","18","16","0","15497","130701","5500","4","0","68"
"0","0","456","1380","27","221","0","402","1526","0","18","16","0","17532","130701","5500","4","0","68"
"0","0","456","1380","28","226","0","407","1558","0","18","16","0","19730","130701","5500","4","0","68"
"0","0","456","1380","29","230","0","411","1591","0","18","16","0","22052","130701","5960","4","0","68"
"0","0","456","1380","30","234","0","415","1625","0","18","16","0","24573","130701","5960","4","0","68"
"0","0","456","1380","31","238","0","419","1659","0","18","16","0","27152","130701","6420","4","0","68"
"0","0","456","1380","32","242","0","423","1693","0","18","16","0","29894","130701","6420","4","0","68"
"0","0","456","1380","33","246","0","427","1726","0","18","16","0","32727","130701","6920","4","0","68"
"0","0","456","1380","34","250","0","431","1758","0","18","16","0","35709","130701","7420","4","0","68"
"0","0","456","1380","35","254","0","435","1790","0","18","16","0","38896","130701","7420","4","0","68"
"0","0","0","75","2","1","0","2","0","0","0","0","0","23","130801","55","0","0","0"
"0","0","0","150","3","2","0","7","0","0","0","0","0","78","130801","150","0","0","0"
"0","0","5","200","4","5","0","16","0","0","0","0","0","169","130801","325","0","0","10"
"0","0","15","200","5","7","0","32","0","0","0","0","0","322","130801","625","0","0","10"
"0","0","15","200","6","15","0","51","0","0","0","0","0","495","130801","1155","0","0","25"
"26","0","50","200","7","22","0","69","0","0","0","0","0","724","130801","1515","0","0","30"
"52","0","50","200","8","29","0","84","0","0","4","0","0","1052","130801","1680","0","0","60"
"52","0","50","200","9","40","0","107","0","0","9","5","0","1341","130801","2215","1","0","80"
"52","0","70","300","10","57","0","131","15","0","14","5","0","1631","130801","2835","1","0","85"
"52","0","70","520","11","75","0","156","32","0","14","7","0","1929","130801","3475","2","0","101"
"52","0","80","620","12","98","0","183","49","0","17","14","0","2191","130801","4035","2","0","111"
"52","0","112","840","13","120","0","208","79","0","17","14","0","2555","130801","4475","2","0","111"
"52","0","124","960","14","133","0","229","127","0","19","14","0","3029","130801","4675","2","0","111"
"52","0","134","1080","15","149","0","249","173","0","21","14","0","3521","130801","4765","2","0","120"
"52","0","134","1080","16","163","0","268","232","0","23","14","0","4087","130801","4795","2","0","121"
"52","0","179","1080","17","179","0","291","280","0","23","14","0","4663","130801","4795","2","0","121"
"52","0","204","1080","18","195","0","314","340","0","23","14","0","5284","130801","5140","2","0","121"
"52","0","204","1080","19","212","0","337","436","0","23","14","0","6008","130801","5315","2","0","121"
"52","0","204","1080","20","228","0","356","550","0","23","14","0","6827","130801","5565","2","0","121"
"52","0","204","1180","21","244","0","376","679","0","23","14","0","7738","130801","5615","2","0","121"
"52","0","204","1280","22","261","0","399","824","0","23","14","0","8762","130801","5935","2","0","121"
"52","0","204","1280","23","276","0","429","938","0","23","14","0","9956","130801","6355","2","0","121"
"52","0","204","1280","24","293","0","460","1026","0","23","14","0","11291","130801","6625","2","0","121"
"52","0","204","1280","25","309","0","483","1109","0","23","14","0","12834","130801","6895","2","0","121"
"52","0","204","1280","26","322","0","501","1162","0","23","14","0","14593","130801","7165","2","0","121"
"52","0","204","1280","27","334","0","515","1192","0","23","14","0","16507","130801","7465","2","0","121"
"52","0","204","1280","28","347","0","529","1222","0","23","14","0","18544","130801","7765","2","0","121"
"52","0","204","1280","29","363","0","545","1253","0","23","14","0","20720","130801","8065","2","0","121"
"52","0","204","1280","30","381","0","563","1285","0","23","14","0","23021","130801","8365","2","0","121"
"52","0","204","1280","31","399","0","581","1317","0","23","14","0","25430","130801","8665","2","0","121"
"52","0","204","1280","32","417","0","599","1349","0","23","14","0","27949","130801","8965","2","0","121"
"52","0","204","1280","33","436","0","618","1380","0","23","14","0","30603","130801","9265","2","0","121"
"52","0","204","1280","34","451","0","633","1405","0","23","14","0","33410","130801","10065","2","0","121"
"52","0","204","1280","35","471","0","653","1435","0","23","14","0","36348","130801","10365","2","0","121"
"0","0","0","100","2","2","0","1","0","0","0","0","0","20","130901","55","0","0","0"
"0","0","0","200","3","4","0","3","0","0","0","0","0","82","130901","150","0","0","0"
"0","0","0","250","4","8","0","10","0","0","0","0","0","180","130901","380","0","0","10"
"0","0","0","250","5","15","0","24","0","0","0","0","0","303","130901","890","0","0","10"
"0","0","0","250","6","26","0","41","0","0","0","0","0","466","130901","1600","0","0","10"
"26","0","0","250","7","38","0","57","0","0","0","0","0","681","130901","2195","0","0","15"
"52","0","0","250","8","57","0","77","0","0","0","0","0","891","130901","2900","1","0","15"
"52","0","0","250","9","73","0","98","5","0","5","0","0","1161","130901","3705","2","0","20"
"52","0","0","350","10","92","0","118","20","0","10","0","0","1465","130901","4475","3","0","25"
"52","0","0","650","11","112","0","147","35","0","10","3","0","1713","130901","5275","4","0","38"
"52","0","20","750","12","131","0","169","72","0","10","8","0","2021","130901","5815","4","0","48"
"52","2","40","850","13","164","0","200","98","0","15","8","0","2269","130901","6355","4","0","50"
"52","2","50","850","14","195","0","232","146","0","17","10","0","2606","130901","6415","4","0","52"
"52","2","60","950","15","225","0","268","182","0","17","12","0","2971","130901","6495","4","0","52"
"52","2","80","1050","16","262","0","307","192","0","17","12","0","3340","130901","6695","4","0","52"
"52","5","115","1050","17","299","0","348","204","0","17","12","0","3728","130901","6875","4","0","52"
"52","8","130","1050","18","337","0","396","245","0","17","12","0","4154","130901","6935","4","0","52"
"52","8","130","1145","19","382","0","450","307","0","17","12","0","4617","130901","7060","4","0","52"
"52","8","130","1240","20","426","0","496","388","0","17","12","0","5198","130901","7220","4","0","52"
"52","8","130","1240","21","479","0","556","476","0","17","12","0","5740","130901","7540","4","0","52"
"52","8","130","1240","22","536","0","618","575","0","17","12","0","6351","130901","8485","4","0","52"
"52","8","130","1240","23","604","0","688","657","0","17","12","0","7042","130901","9520","4","0","52"
"52","8","130","1240","24","680","0","766","720","0","17","12","0","7806","130901","10355","4","0","52"
"52","8","130","1240","25","751","0","841","777","0","17","12","0","8785","130901","11110","4","0","52"
"52","8","130","1240","26","814","0","908","817","0","17","12","0","10008","130901","11860","4","0","52"
"52","8","130","1240","27","877","0","973","839","0","17","12","0","11341","130901","12860","4","0","52"
"52","8","130","1240","28","943","0","1040","861","0","17","12","0","12759","130901","14025","4","0","52"
"52","8","130","1240","29","1015","0","1112","883","0","17","12","0","14260","130901","15420","4","0","52"
"52","8","130","1240","30","1084","0","1181","895","0","17","12","0","15869","130901","17510","4","0","52"
"52","8","130","1240","31","1155","0","1252","907","0","17","12","0","17549","130901","19760","4","0","52"
"52","8","130","1240","32","1228","0","1325","919","0","17","12","0","19301","130901","22165","4","0","52"
"52","8","130","1240","33","1302","0","1399","931","0","17","12","0","21156","130901","24855","4","0","52"
"52","8","130","1240","34","1377","0","1474","943","0","17","12","0","23062","130901","28455","4","0","52"
"52","8","130","1240","35","1453","0","1550","955","0","17","12","0","25096","130901","31965","4","0","52"
"0","0","0","75","2","1","0","2","0","0","0","0","0","23","131001","55","0","0","0"
"0","0","0","150","3","2","0","5","0","0","0","0","0","88","131001","150","0","0","0"
"0","0","5","175","4","4","0","11","0","0","0","0","0","207","131001","270","0","0","10"
"0","0","15","175","5","4","0","25","0","0","0","0","0","394","131001","450","0","0","10"
"0","0","40","175","6","9","0","41","0","0","0","0","0","597","131001","800","0","0","25"
"0","0","110","175","7","11","0","51","0","0","0","0","0","883","131001","1160","0","0","30"
"0","0","145","175","8","13","0","61","0","0","4","0","0","1244","131001","1325","1","0","60"
"0","0","160","175","9","19","0","74","11","0","9","0","0","1596","131001","1780","2","0","80"
"0","0","195","395","10","22","0","83","45","0","14","0","0","2014","131001","2140","3","0","80"
"0","0","211","615","11","29","0","94","83","0","14","3","0","2442","131001","2560","4","0","83"
"0","0","247","715","12","48","0","113","115","0","17","6","0","2777","131001","3080","4","0","86"
"0","0","279","715","13","71","0","138","149","0","22","9","0","3125","131001","3260","4","0","88"
"0","0","289","715","14","92","0","164","197","0","24","11","0","3522","131001","3460","4","0","92"
"0","0","299","935","15","112","0","190","247","0","24","11","0","3979","131001","3540","4","0","92"
"0","0","319","935","16","139","0","217","273","0","24","11","0","4446","131001","3770","4","0","92"
"0","3","354","935","17","162","0","249","305","0","24","11","0","4935","131001","3900","4","0","92"
"0","3","364","935","18","188","0","285","376","0","24","11","0","5480","131001","3900","4","0","92"
"0","3","364","1030","19","217","0","321","471","0","24","11","0","6080","131001","4025","4","0","92"
"0","3","364","1030","20","249","0","358","574","0","24","11","0","6764","131001","4060","4","0","92"
"0","3","364","1030","21","282","0","397","707","0","24","11","0","7490","131001","4170","4","0","92"
"0","3","364","1130","22","312","0","431","869","0","24","11","0","8378","131001","4485","4","0","92"
"0","3","364","1130","23","347","0","470","1018","0","24","11","0","9438","131001","4485","4","0","92"
"0","3","364","1130","24","359","0","495","1134","0","24","11","0","10830","131001","4485","4","0","92"
"0","3","364","1130","25","371","0","513","1236","0","24","11","0","12430","131001","4485","4","0","92"
"0","3","364","1130","26","382","0","528","1295","0","24","11","0","14239","131001","4485","4","0","92"
"0","3","364","1130","27","392","0","540","1331","0","24","11","0","16201","131001","4485","4","0","92"
"0","3","364","1130","28","403","0","552","1367","0","24","11","0","18286","131001","4485","4","0","92"
"0","3","364","1130","29","417","0","566","1404","0","24","11","0","20510","131001","4485","4","0","92"
"0","3","364","1130","30","433","0","582","1442","0","24","11","0","22858","131001","4485","4","0","92"
"0","3","364","1130","31","449","0","598","1480","0","24","11","0","25315","131001","4485","4","0","92"
"0","3","364","1130","32","465","0","614","1518","0","24","11","0","27882","131001","4485","4","0","92"
"0","3","364","1130","33","482","0","631","1555","0","24","11","0","30584","131001","4485","4","0","92"
"0","3","364","1130","34","500","0","649","1591","0","24","11","0","33440","131001","4485","4","0","92"
"0","3","364","1130","35","518","0","667","1627","0","24","11","0","36426","131001","4485","4","0","92"
"19","0","0","125","2","3","0","0","0","0","0","0","0","0","131101","65","0","0","0"
"67","0","5","200","3","6","0","1","0","0","0","0","0","0","131101","305","0","0","0"
"160","0","20","225","4","12","0","3","0","0","0","0","0","0","131101","705","0","0","0"
"278","3","35","225","5","22","0","8","0","0","0","0","0","0","131101","1275","0","0","0"
"448","3","35","315","6","36","0","13","0","0","0","0","0","0","131101","2185","3","0","0"
"677","3","60","550","7","51","0","19","0","0","0","0","0","0","131101","2855","6","0","0"
"851","3","85","850","8","71","0","37","0","0","0","0","0","0","131101","3895","6","0","0"
"1024","8","85","1300","9","88","0","56","0","0","5","0","0","10","131101","5055","6","0","15"
"1203","8","85","1850","10","110","0","81","0","0","14","0","10","20","131101","6185","6","5","15"
"1555","8","85","2150","11","127","0","93","0","0","14","0","52","20","131101","7065","9","10","15"
"1808","13","85","2400","12","153","0","117","0","0","16","0","92","20","131101","7745","9","10","35"
"2127","15","85","2620","13","188","0","140","0","0","18","0","138","20","131101","8165","9","10","37"
"2401","15","91","2740","14","230","0","172","0","0","18","3","184","20","131101","8505","9","10","39"
"2779","15","109","2840","15","261","0","204","0","0","18","5","224","20","131101","8615","9","13","39"
"3156","17","109","2990","16","298","0","241","0","0","18","5","258","20","131101","8765","9","13","39"
"3470","20","109","3040","17","346","0","283","0","0","18","5","302","20","131101","9050","9","17","39"
"3821","23","109","3040","18","399","0","325","0","0","18","5","374","20","131101","9395","9","21","39"
"4218","23","124","3135","19","456","0","373","0","0","18","5","431","20","131101","10040","9","21","39"
"4629","28","159","3230","20","517","0","427","0","0","18","5","458","20","131101","10670","9","21","39"
"5095","33","199","3230","21","582","0","484","0","0","18","5","510","20","131101","11255","9","21","39"
"5627","33","239","3230","22","654","0","550","0","0","18","5","591","20","131101","12300","9","21","39"
"6200","33","259","3230","23","739","0","631","0","0","18","5","667","20","131101","13385","9","21","39"
"6830","33","259","3230","24","837","0","720","0","0","18","5","732","20","131101","14215","9","21","39"
"7524","33","259","3230","25","942","0","812","0","0","18","5","782","20","131101","15525","9","21","39"
