cc31c8879816231da2a5b2724c2b47c01ba0b3ecab0bb92d273d4f60eba7320b,2ddebeb433969e76e955048d064c8edab2d7d4053b9bc26dc5194087a7ccf59f,90e13a6881e94587d6be9d373f553507cb8e9172a766b5f33349fe1679d783e0,c282337cce4a2d63a0b98e5ebca8071845c4b3ba1be6fa018e5a5aa6b2dd6a22,68f48daa4c902cb5fe17496dd37602f65b01e779b374e0de70af5c6995aa9e4b
"30","71164006","8","91002","10164013"
"1","71164006","2","22002","10164014"
"30","71164007","8","91002","10164015"
"1","71164007","2","22002","10164016"
"30","71164008","8","91002","10164017"
"1","71164008","2","22002","10164018"
"30","71164009","8","91002","10164019"
"1","71164009","2","22002","10164020"
"30","71164010","8","91002","10164021"
"1","71164010","2","22002","10164022"
"60","71164016","8","91002","10164023"
"2","71164016","2","22002","10164024"
"60","71164017","8","91002","10164025"
"2","71164017","2","22002","10164026"
"60","71164018","8","91002","10164027"
"2","71164018","2","22002","10164028"
"60","71164019","8","91002","10164029"
"2","71164019","2","22002","10164030"
"60","71164020","8","91002","10164031"
"2","71164020","2","22002","10164032"
"50000","71164021","12","94002","10164033"
"100000","71164022","12","94002","10164034"
"150000","71164023","12","94002","10164035"
"200000","71164024","12","94002","10164036"
"250000","71164025","12","94002","10164037"
"50","71164026","8","91002","10164038"
"1","71164027","2","31288","10164039"
"1","71164028","2","31288","10164040"
"1","71164029","2","31288","10164041"
"1","71164030","2","31288","10164042"
"1","71164031","2","31288","10164043"
"1","71164032","1","128801","10164044"
"4","71164033","2","31288","10164045"
"1","81164001","2","31288","10164046"
"25","81164001","8","91002","10164047"
"200","81164001","2","61632","10164048"
"1","81164002","2","31288","10164049"
"25","81164002","8","91002","10164050"
"200","81164002","2","61632","10164051"
"1","81164003","2","31288","10164052"
"25","81164003","8","91002","10164053"
"120000","81164003","12","94002","10164054"
"50","81164004","8","91002","10164055"
"5","61165001","2","61642","10165001"
"5","61165002","2","61642","10165002"
"30","71165001","8","91002","10165003"
"1","71165001","2","22002","10165004"
"30","71165002","8","91002","10165005"
"1","71165002","2","22002","10165006"
"30","71165003","8","91002","10165007"
"1","71165003","2","22002","10165008"
"30","71165004","8","91002","10165009"
"1","71165004","2","22002","10165010"
"30","71165005","8","91002","10165011"
"1","71165005","2","22002","10165012"
"30","71165006","8","91002","10165013"
"1","71165006","2","22002","10165014"
"30","71165007","8","91002","10165015"
"1","71165007","2","22002","10165016"
"30","71165008","8","91002","10165017"
"1","71165008","2","22002","10165018"
"30","71165009","8","91002","10165019"
"1","71165009","2","22002","10165020"
"30","71165010","8","91002","10165021"
"1","71165010","2","22002","10165022"
"60","71165016","8","91002","10165023"
"2","71165016","2","22002","10165024"
"60","71165017","8","91002","10165025"
"2","71165017","2","22002","10165026"
"60","71165018","8","91002","10165027"
"2","71165018","2","22002","10165028"
"60","71165019","8","91002","10165029"
"2","71165019","2","22002","10165030"
"60","71165020","8","91002","10165031"
"2","71165020","2","22002","10165032"
"50000","71165021","12","94002","10165033"
"100000","71165022","12","94002","10165034"
"150000","71165023","12","94002","10165035"
"200000","71165024","12","94002","10165036"
"250000","71165025","12","94002","10165037"
"50","71165026","8","91002","10165038"
"1","71165027","2","31288","10165039"
"1","71165028","2","31288","10165040"
"1","71165029","2","31288","10165041"
"1","71165030","2","31288","10165042"
"1","71165031","2","31288","10165043"
"4","71165032","2","31288","10165044"
"1","81165001","2","31288","10165045"
"25","81165001","8","91002","10165046"
"200","81165001","2","61642","10165047"
"1","81165002","2","31288","10165048"
"25","81165002","8","91002","10165049"
"200","81165002","2","61642","10165050"
"1","81165003","2","31288","10165051"
"25","81165003","8","91002","10165052"
"120000","81165003","12","94002","10165053"
"50","81165004","8","91002","10165054"
"5","61166001","2","61652","10166001"
"5","61166002","2","61652","10166002"
"30","71166001","8","91002","10166003"
"1","71166001","2","22002","10166004"
"30","71166002","8","91002","10166005"
"1","71166002","2","22002","10166006"
"30","71166003","8","91002","10166007"
"1","71166003","2","22002","10166008"
"30","71166004","8","91002","10166009"
"1","71166004","2","22002","10166010"
"30","71166005","8","91002","10166011"
"1","71166005","2","22002","10166012"
"30","71166006","8","91002","10166013"
"1","71166006","2","22002","10166014"
"30","71166007","8","91002","10166015"
"1","71166007","2","22002","10166016"
"30","71166008","8","91002","10166017"
"1","71166008","2","22002","10166018"
"30","71166009","8","91002","10166019"
"1","71166009","2","22002","10166020"
"30","71166010","8","91002","10166021"
"1","71166010","2","22002","10166022"
"60","71166016","8","91002","10166023"
"2","71166016","2","22002","10166024"
"60","71166017","8","91002","10166025"
"2","71166017","2","22002","10166026"
"60","71166018","8","91002","10166027"
"2","71166018","2","22002","10166028"
"60","71166019","8","91002","10166029"
"2","71166019","2","22002","10166030"
"60","71166020","8","91002","10166031"
"2","71166020","2","22002","10166032"
"50000","71166021","12","94002","10166033"
"100000","71166022","12","94002","10166034"
"150000","71166023","12","94002","10166035"
"200000","71166024","12","94002","10166036"
"250000","71166025","12","94002","10166037"
"50","71166026","8","91002","10166038"
"1","71166027","2","31110","10166039"
"1","71166028","2","31110","10166040"
"1","71166029","2","31110","10166041"
"1","71166030","2","31110","10166042"
"1","71166031","2","31110","10166043"
"4","71166032","2","31110","10166044"
"1","81166001","2","31110","10166045"
"25","81166001","8","91002","10166046"
"200","81166001","2","61652","10166047"
"1","81166002","2","31110","10166048"
"25","81166002","8","91002","10166049"
"200","81166002","2","61652","10166050"
"1","81166003","2","31110","10166051"
"25","81166003","8","91002","10166052"
"120000","81166003","12","94002","10166053"
"50","81166004","8","91002","10166054"
"5","61167001","2","61662","10167001"
"5","61167002","2","61662","10167002"
"30","71167001","8","91002","10167003"
"1","71167001","2","22002","10167004"
"30","71167002","8","91002","10167005"
"1","71167002","2","22002","10167006"
"30","71167003","8","91002","10167007"
"1","71167003","2","22002","10167008"
"30","71167004","8","91002","10167009"
"1","71167004","2","22002","10167010"
"30","71167005","8","91002","10167011"
"1","71167005","2","22002","10167012"
"30","71167006","8","91002","10167013"
"1","71167006","2","22002","10167014"
"30","71167007","8","91002","10167015"
"1","71167007","2","22002","10167016"
"30","71167008","8","91002","10167017"
"1","71167008","2","22002","10167018"
"30","71167009","8","91002","10167019"
"1","71167009","2","22002","10167020"
"30","71167010","8","91002","10167021"
"1","71167010","2","22002","10167022"
"60","71167016","8","91002","10167023"
"2","71167016","2","22002","10167024"
"60","71167017","8","91002","10167025"
"2","71167017","2","22002","10167026"
"60","71167018","8","91002","10167027"
"2","71167018","2","22002","10167028"
"60","71167019","8","91002","10167029"
"2","71167019","2","22002","10167030"
"60","71167020","8","91002","10167031"
"2","71167020","2","22002","10167032"
"50000","71167021","12","94002","10167033"
"100000","71167022","12","94002","10167034"
"150000","71167023","12","94002","10167035"
"200000","71167024","12","94002","10167036"
"250000","71167025","12","94002","10167037"
"50","71167026","8","91002","10167038"
"1","71167027","2","31043","10167039"
"1","71167028","2","31043","10167040"
"1","71167029","2","31043","10167041"
"1","71167030","2","31043","10167042"
"1","71167031","2","31043","10167043"
"4","71167032","2","31043","10167044"
"1","81167001","2","31043","10167045"
"25","81167001","8","91002","10167046"
"200","81167001","2","61662","10167047"
"1","81167002","2","31043","10167048"
"25","81167002","8","91002","10167049"
"200","81167002","2","61662","10167050"
"1","81167003","2","31043","10167051"
"25","81167003","8","91002","10167052"
"120000","81167003","12","94002","10167053"
"50","81167004","8","91002","10167054"
"5","61168001","2","61672","10168001"
"5","61168002","2","61672","10168002"
"30","71168001","8","91002","10168003"
"1","71168001","2","22002","10168004"
"30","71168002","8","91002","10168005"
"1","71168002","2","22002","10168006"
"30","71168003","8","91002","10168007"
"1","71168003","2","22002","10168008"
"30","71168004","8","91002","10168009"
"1","71168004","2","22002","10168010"
"30","71168005","8","91002","10168011"
"1","71168005","2","22002","10168012"
"30","71168006","8","91002","10168013"
"1","71168006","2","22002","10168014"
"30","71168007","8","91002","10168015"
"1","71168007","2","22002","10168016"
"30","71168008","8","91002","10168017"
"1","71168008","2","22002","10168018"
"30","71168009","8","91002","10168019"
"1","71168009","2","22002","10168020"
"30","71168010","8","91002","10168021"
"1","71168010","2","22002","10168022"
"60","71168016","8","91002","10168023"
"2","71168016","2","22002","10168024"
"60","71168017","8","91002","10168025"
"2","71168017","2","22002","10168026"
"60","71168018","8","91002","10168027"
"2","71168018","2","22002","10168028"
"60","71168019","8","91002","10168029"
"2","71168019","2","22002","10168030"
"60","71168020","8","91002","10168031"
"2","71168020","2","22002","10168032"
"50000","71168021","12","94002","10168033"
"100000","71168022","12","94002","10168034"
"150000","71168023","12","94002","10168035"
"200000","71168024","12","94002","10168036"
"250000","71168025","12","94002","10168037"
"50","71168026","8","91002","10168038"
"1","71168027","2","31036","10168039"
"1","71168028","2","31036","10168040"
"1","71168029","2","31036","10168041"
"1","71168030","2","31036","10168042"
"1","71168031","2","31036","10168043"
"4","71168032","2","31036","10168044"
"1","81168001","2","31036","10168045"
"25","81168001","8","91002","10168046"
"200","81168001","2","61672","10168047"
"1","81168002","2","31036","10168048"
"25","81168002","8","91002","10168049"
"200","81168002","2","61672","10168050"
"1","81168003","2","31036","10168051"
"25","81168003","8","91002","10168052"
"120000","81168003","12","94002","10168053"
"50","81168004","8","91002","10168054"
"5","61169001","2","61682","10169001"
"5","61169002","2","61682","10169002"
"30","71169001","8","91002","10169003"
"1","71169001","2","22002","10169004"
"30","71169002","8","91002","10169005"
"1","71169002","2","22002","10169006"
"30","71169003","8","91002","10169007"
"1","71169003","2","22002","10169008"
"30","71169004","8","91002","10169009"
"1","71169004","2","22002","10169010"
"30","71169005","8","91002","10169011"
"1","71169005","2","22002","10169012"
"30","71169006","8","91002","10169013"
"1","71169006","2","22002","10169014"
"30","71169007","8","91002","10169015"
"1","71169007","2","22002","10169016"
"30","71169008","8","91002","10169017"
"1","71169008","2","22002","10169018"
"30","71169009","8","91002","10169019"
"1","71169009","2","22002","10169020"
"30","71169010","8","91002","10169021"
"1","71169010","2","22002","10169022"
"60","71169016","8","91002","10169023"
"2","71169016","2","22002","10169024"
"60","71169017","8","91002","10169025"
"2","71169017","2","22002","10169026"
"60","71169018","8","91002","10169027"
"2","71169018","2","22002","10169028"
"60","71169019","8","91002","10169029"
"2","71169019","2","22002","10169030"
"60","71169020","8","91002","10169031"
"2","71169020","2","22002","10169032"
"50000","71169021","12","94002","10169033"
"100000","71169022","12","94002","10169034"
"150000","71169023","12","94002","10169035"
"200000","71169024","12","94002","10169036"
"250000","71169025","12","94002","10169037"
"50","71169026","8","91002","10169038"
"1","71169027","2","31010","10169039"
"1","71169028","2","31010","10169040"
"1","71169029","2","31010","10169041"
"1","71169030","2","31010","10169042"
"1","71169031","2","31010","10169043"
"4","71169032","2","31010","10169044"
"1","81169001","2","31010","10169045"
"25","81169001","8","91002","10169046"
"200","81169001","2","61682","10169047"
"1","81169002","2","31010","10169048"
"25","81169002","8","91002","10169049"
"200","81169002","2","61682","10169050"
"1","81169003","2","31010","10169051"
"25","81169003","8","91002","10169052"
"120000","81169003","12","94002","10169053"
"50","81169004","8","91002","10169054"
"5","61170001","2","61692","10170001"
"5","61170002","2","61692","10170002"
"30","71170001","8","91002","10170003"
"1","71170001","2","22002","10170004"
"30","71170002","8","91002","10170005"
"1","71170002","2","22002","10170006"
"30","71170003","8","91002","10170007"
"1","71170003","2","22002","10170008"
"30","71170004","8","91002","10170009"
"1","71170004","2","22002","10170010"
"30","71170005","8","91002","10170011"
"1","71170005","2","22002","10170012"
"30","71170006","8","91002","10170013"
"1","71170006","2","22002","10170014"
"30","71170007","8","91002","10170015"
"1","71170007","2","22002","10170016"
"30","71170008","8","91002","10170017"
"1","71170008","2","22002","10170018"
"30","71170009","8","91002","10170019"
"1","71170009","2","22002","10170020"
"30","71170010","8","91002","10170021"
"1","71170010","2","22002","10170022"
"60","71170016","8","91002","10170023"
"2","71170016","2","22002","10170024"
"60","71170017","8","91002","10170025"
"2","71170017","2","22002","10170026"
"60","71170018","8","91002","10170027"
"2","71170018","2","22002","10170028"
"60","71170019","8","91002","10170029"
"2","71170019","2","22002","10170030"
"60","71170020","8","91002","10170031"
"2","71170020","2","22002","10170032"
"50000","71170021","12","94002","10170033"
