2bdb65d2196896a867737587d892bc3ad774a0db54129df9b927c700e6060203,5aa3fac5e7a15ec021d12dbe697ebe72a93c69338f0a25faa053f1d9cad60501,1c9090c89bbb8368a4f25d64a5e5b1054ddf61c802c1411dd1ff57e67606898c,f8d87c6a942f4f71d612b3b1bb8a831a6ce3eb9155845ec0011996151536cdb6,fc1fb77c3cb263d38676a1d3c8d9f503b0156dabce7f2b67208b2fd92d7ecfbc,17c72694f44ca3a0c88ed7c083fc54a84cfeb52de3a02096598ec8f47693f3b4,9e3694aaab0c4cabea82e9ece6855e68000514ab13ba7b10f154a6db9438ff2d,9ba09e679877d1f403a3be2bdfc01310dd77ce10e2e9744b1741a091831d86cd,ff5694dd2d221ee23076e9cd83991f6be90ea5367eaba70696284eb597a425c4,491a6359acd032581b1e0ae90e07dbcc2e372838bffa80f745e4b24b7d9d81c6,0dc6eaad2ce0d070a31e667060ef0a403e861e63845c12112c213d06e2c168b8
"946","0","0.3","","","93","","19460008","","",""
"946","cmn_walk","107811","","","3","1","19460009","","0.1",""
"946","-150","107911","","","2","-15","19460010","","","3.82352941176471"
"946","-350","107811","","","2","-15","19460011","","","3.82352941176471"
"946","","","","","91","","19460012","","",""
"946","46_tamaki_talk","107911","0.1","","3","","19460013","1","0.1","46_tamaki_talk_loop"
"946","46_kyaru_idle_jitome","107811","0.1","","3","","19460014","1","0.1","46_kyaru_idle_jitome_loop"
"946","vo_fpc_30601","vo_fpc","","","21","","19460015","","","0"
"946","大家游了那麼久，\n居然都不會膩呢～","107811","0","1","11","5","19460016","0","0","1"
"946","","0","","","91","","19460017","","",""
"946","vo_fpc_30602","vo_fpc","","","21","","19460018","","","0"
"946","嗯？\n難道妳怕水喵？","107911","0","1","11","4","19460019","0","0","1"
"946","","0","","","91","","19460020","","",""
"946","46_kyaru_talk","107811","0.1","","3","","19460021","1","0.1","46_kyaru_talk_loop"
"946","vo_fpc_30603","vo_fpc","","","21","","19460022","","","0"
"946","嗯～坐在游泳圈上是可以啦，\n但要游的話就感覺有點……妳懂嗎？","107811","0","1","11","5","19460023","0","0","1"
"946","","0","","","91","","19460024","","",""
"946","46_tamaki_nod","107911","0.1","","3","","19460025","1","0.1","46_tamaki_nod_loop"
"946","vo_fpc_30604","vo_fpc","","","21","","19460026","","","0"
"946","我懂喵。感覺包括我在內的貓獸人族\n就有很多那樣的人喵。","107911","0","0.5","11","6","19460027","0","0","1"
"946","","0","","","91","","19460028","","",""
"946","1000","122411","","","2","-180","19460029","","","8.64253393665158"
"946","1000","122411","","","33","-180","19460030","","","8.64253393665158"
"946","0","3","","","93","","19460031","","",""
"946","46_hiyori_flutterKick_handWave","122411","0.1","","3","0","19460032","1","0.1","46_hiyori_flutterKick_handWave_loop"
"946","vo_fpc_30605","vo_fpc","","","21","","19460033","","","0"
"946","啊，哈囉──！","122411","0","1","11","10","19460034","0","0","1"
"946","0","2","","","93","","19460035","","",""
"946","46_tamaki_handwave","107911","0.1","","3","","19460036","1","0.1","46_tamaki_handwave_loop"
"946","46_kyaru_idle_smile","107811","0.1","","3","","19460037","1","0.1","46_kyaru_idle_smile_loop"
"946","0","1.5","","","93","","19460038","","",""
"946","vo_fpc_30606","vo_fpc","","","21","","19460039","","","0"
"946","哈囉──\n不過，當然還是有例外啦喵。","107911","0","1","11","5","19460040","0","0","1"
"946","","0","","","91","","19460041","","",""
"946","46_tamaki_talk2","107911","0.1","","3","0","19460042","1","0.1","46_tamaki_talk2_loop"
"946","vo_fpc_30607","vo_fpc","","","21","","19460043","","","0"
"946","是啊。\n……話說回來，她還真有精神呢。","107811","0","0.5","11","6","19460044","0","0","1"
"946","","0","","","91","","19460045","","",""
"946","46_kyaru_idle_normal","107811","0.1","","3","0","19460046","1","0.1","46_kyaru_idle_normal_loop"
"946","0","0.5","","","93","","19460047","","",""
"946","0","115","","","32","","19460048","","",""
"946","0","122411","","","32","","19460049","","",""
"946","-910","122411","","","2","-180","19460050","","","0"
"946","-910","115","","","33","-180","19460051","","","0"
"946","1000","122411","","","2","-180","19460052","","","4.80140774258421"
"946","1000","115","","","33","-180","19460053","","","4.80140774258421"
"946","1","115","","","32","","19460054","","",""
"946","46_hiyori_flutterKickFast","122411","","","3","1","19460055","","0.1",""
"946","0","1.5","","","93","","19460056","","",""
"946","vo_fpc_30608","vo_fpc","","","21","","19460057","","","0"
"946","哇──！","122411","0","1","11","15","19460058","0","0","1"
"946","0","0.766666666666667","","","93","","19460059","","",""
"946","0","1.5","","","93","","19460060","","",""
"946","","19460052","","","91","","19460061","","",""
"946","46_tamaki_talk3","107911","0.1","","3","","19460062","1","0.1","46_tamaki_talk3_loop"
"946","vo_fpc_30609","vo_fpc","","","21","","19460063","","","0"
"946","……咦？這個泳池\n應該相當地長才對喵。","107911","0","0.5","11","7","19460064","0","0","1"
"946","","0","","","91","","19460065","","",""
"946","46_kyaru_idle_normal2","107811","0.1","","3","0","19460066","1","0.1","46_kyaru_idle_normal2_loop"
"946","0","115","","","32","","19460067","","",""
"946","-910","122411","","","2","-180","19460068","","","0"
"946","-910","115","","","33","-180","19460069","","","0"
"946","1000","122411","","","2","-180","19460070","","","2.1606334841629"
"946","1000","115","","","33","-180","19460071","","","2.1606334841629"
"946","1","115","","","32","","19460072","","",""
"946","se_10053800_946_hiyori","se_10053800","","","23","0","19460073","","1",""
"946","0","0.5","","","93","","19460074","","",""
"946","vo_fpc_30610","vo_fpc","","","21","","19460075","","","0"
"946","哇──！","122411","0","1","11","27","19460076","0","0","1"
"946","0","0.65","","","93","","19460077","","",""
"946","0","1.5","","","93","","19460078","","",""
"946","46_kyaru_surprise","107811","0.1","","3","0","19460079","1","0.1","46_kyaru_surprise_loop"
"946","46_tamaki_talk4","107911","0.1","","3","","19460080","1","0.1","46_tamaki_talk4_loop"
"946","vo_fpc_30611","vo_fpc","","","21","","19460081","","","0"
"946","她剛剛才剛通過這裡吧？\n是游得多快啊！？","107811","0","0.5","11","7","19460082","0","0","1"
"946","","0","","","91","","19460083","","",""
"946","0","115","","","32","","19460084","","",""
"946","-910","122411","","","2","-180","19460085","","","0"
"946","-910","115","","","33","-180","19460086","","","0"
"946","1000","122411","","","2","-180","19460087","","","2.1606334841629"
"946","1000","115","","","33","-180","19460088","","","2.1606334841629"
"946","1","115","","","32","","19460089","","",""
"946","se_10053800_946_hiyori","se_10053800","","","23","0","19460090","","1",""
"946","0","0.5","","","93","","19460091","","",""
"946","vo_fpc_30612","vo_fpc","","","21","","19460092","","","0"
"946","好──好玩！","122411","0","1","11","20","19460093","0","0","1"
"946","0","0.8","","","93","","19460094","","",""
"946","0","1.5","","","93","","19460095","","",""
"946","46_cmn_run","107911","","","3","1","19460096","","0.1",""
"946","46_cmn_run","107811","","","3","1","19460097","","0.1",""
"946","800","107911","","","2","-15","19460098","","","2.8657616892911"
"946","800","107811","","","2","-15","19460099","","","3.46907993966818"
"946","","0","","","91","","19460100","","",""
"947","129411","1","0","cmn_float_r","1","22","19470001","-180","1.75","-850"
"947","31","3","0","empty","5","23","19470002","-180","1.75","320"
"947","129511","1","0","cmn_float","1","12","19470003","-125","1.75","-1100"
"947","32","3","0","empty","5","13","19470004","-125","1.75","70"
"947","26","26","0","47_yuni_float","5","22","19470005","-180","1.75","-900"
"947","61","6","","","31","-820","19470006","1","1","-180"
"947","41","4","","","31","320","19470007","1","0","-180"
"947","1031","103","","","31","320","19470008","1","0","-180"
"947","1241","124","","","31","320","19470009","1","0","-180"
"947","91","9","","","31","320","19470010","1","0","-180"
"947","101","10","","","31","850","19470011","1","1","-180"
"947","62","6","","","31","-1100","19470012","1","1","-125"
"947","42","4","","","31","70","19470013","1","0","-125"
"947","1032","103","","","31","70","19470014","1","0","-125"
"947","1242","124","","","31","70","19470015","1","0","-125"
"947","92","9","","","31","70","19470016","1","0","-125"
"947","102","10","","","31","850","19470017","1","1","-125"
"947","26","102","","","31","-900","19470018","1","1","-180"
"947","1009","1009","","","31","-975","19470019","1","0","0"
"947","1010","1010","","","31","-310","19470020","1","0","0"
"947","1011","1011","","","31","570","19470021","1","0","30"
"947","se_fpc_water_random","se_10053800","","","23","1","19470022","","1",""
"947","","19470021","","","91","","19470023","","",""
"947","cmn_float_r","129411","","","3","1","19470024","","0.1",""
"947","320","129411","","","2","-180","19470025","12","","6.88235294117647"
"947","350","61","","","33","-180","19470026","12","","6.88235294117647"
"947","70","129511","","","2","-125","19470027","12","","6.88235294117647"
"947","70","62","","","33","-125","19470028","12","","6.88235294117647"
"947","195","1009","","","33","0","19470029","12","","6.88235294117647"
"947","1","1009","","","32","","19470030","","",""
"947","","19470025","","","91","","19470031","","",""
"947","-280","26","","","2","-180","19470032","12","","4.55882352941176"
"947","-280","26","","","33","-180","19470033","12","","4.55882352941176"
"947","","19470032","","","91","","19470034","","",""
"947","0","1009","","","32","","19470035","","",""
"947","vo_fpc_30701","vo_fpc","","","21","","19470036","","","0"
"947","流逝的泳池水源源不絕，\n而且那並非原本的水……是嗎。","26","0","0.5","11","4","19470037","0","0","1"
"947","","0","","","91","","19470038","","",""
"947","vo_fpc_30702","vo_fpc","","","21","","19470039","","","0"
"947","喲，各位，玩得天真無邪呢。\n這世界的無常真令我感到虛幻啊。\n講白一點，\n我把羅塞塔弄丟了。","26","0","1","11","4","19470040","0","0","1"
"947","","0","","","91","","19470041","","",""
"947","47_chieru_surprise_in","129511","0.1","","3","0","19470042","1","0.1","47_cmn_surprise_loop"
"947","100","62","","","33","-125","19470043","12","","0.2"
"947","47_kuroe_surprise_in","129411","0.1","","3","0","19470044","1","0.1","47_cmn_surprise_loop"
"947","vo_fpc_30703","vo_fpc","","","21","","19470045","","","0"
"947","喂……\n妳在搞什麼啦，得快去找才行……！","129411","0","0.5","11","17","19470046","0","0","1"
"947","","0","","","91","","19470047","","",""
"947","47_cmn_diving_in","129411","0.1","","3","0","19470048","1","0.1","cmn_swm_diving"
"947","0","0.2","","","93","","19470049","","",""
"947","0","61","","","32","","19470050","","",""
"947","1","1031","","","32","","19470051","","",""
"947","1","91","","","32","","19470052","","",""
"947","850","129411","","","2","-180","19470053","","","1.59879336349925"
"947","850","91","","","33","-180","19470054","","","1.59879336349925"
"947","47_cmn_diving_in","129511","0.1","","3","0","19470055","1","0.1","cmn_swm_diving"
"947","0","0.2","","","93","","19470056","","",""
"947","0","62","","","32","","19470057","","",""
"947","1","1032","","","32","","19470058","","",""
"947","1","92","","","32","","19470059","","",""
"947","850","129511","","","2","-125","19470060","","","1.96078431372549"
"947","850","92","","","33","-125","19470061","","","1.96078431372549"
"947","","19470060","","","91","","19470062","","",""
"947","0","91","","","32","","19470063","","",""
"947","0","92","","","32","","19470064","","",""
"947","70","129511","","","2","-125","19470065","12","","2.94117647058824"
"947","70","102","","","33","-125","19470066","12","","2.94117647058824"
"947","cmn_swm_diving_r","129511","","","3","1","19470067","","0.1",""
"947","0","1","","","93","","19470068","","",""
"947","vo_fpc_30704","vo_fpc","","","21","","19470069","","","0"
"947","有找到嗎？","26","0","0.5","11","13","19470070","0","0","1"
"947","0","0.9","","","93","","19470071","","",""
"947","0","1","","","93","","19470072","","",""
"947","","19470065","","","91","","19470073","","",""
"947","47_yuni_surprise_in","26","0.1","","3","0","19470074","1","0.1","47_yuni_surprise_loop"
"947","47_cmn_item_in","129511","0.1","","3","0","19470075","1","0.1","47_cmn_item_loop"
"947","47_cmn_item_in_book","32","0.1","","3","0","19470076","1","0.1","47_cmn_item_loop_book"
"947","0","0.2","","","93","","19470077","","",""
"947","1","42","","","32","","19470078","","",""
"947","1","1242","","","32","","19470079","","",""
"947","0","102","","","32","","19470080","","",""
"947","vo_fpc_30705","vo_fpc","","","21","","19470081","","","0"
"947","有優妮學姐的書。","129511","0","1","11","6","19470082","0","0","1"
"947","0","1.8","","","93","","19470083","","",""
"947","320","129411","","","2","-180","19470084","12","","1.99849170437406"
"947","320","101","","","33","-180","19470085","12","","1.99849170437406"
"947","cmn_swm_diving_r","129411","","","3","1","19470086","","0.1",""
"947","0","1.5","","","93","","19470087","","",""
"947","","19470084","","","91","","19470088","","",""
"947","47_cmn_item_in","129411","0.1","","3","0","19470089","1","0.1","47_cmn_item_loop"
"947","47_cmn_item_in_weapon","31","0.1","","3","0","19470090","1","0.1","47_cmn_item_loop_weapon"
"947","0","0.2","","","93","","19470091","","",""
"947","1","41","","","32","","19470092","","",""
"947","1","1241","","","32","","19470093","","",""
"947","0","101","","","32","","19470094","","",""
"947","vo_fpc_30706","vo_fpc","","","21","","19470095","","","0"
"947","有優妮學姐的斧頭還是長槍。","129411","70","1","11","7","19470096","0","0","1"
"947","","0","","","91","","19470097","","",""
"947","1","1011","","","32","","19470098","","",""
"947","vo_fpc_30707","vo_fpc","","","21","","19470099","","","0"
"947","砰～！\n警告優妮博士！\n泳池並不是垃圾桶！","26","140","1","11","5","19470100","0","730","1"
"947","0","5.25","","","93","","19470101","","",""
"947","0","1.5","","","93","","19470102","","",""
"947","47_yuni_float","26","","","3","1","19470103","","0.3",""
"947","1","1010","","","32","","19470104","","",""
"947","0","1.5","","","93","","19470105","","",""
"947","47_cmn_float_in","129511","0.1","","3","0","19470106","1","0.1","cmn_float"
"947","47_cmn_float_in_book","32","0.1","","3","0","19470107","0","0.1","empty"
"947","47_cmn_float_in","129411","0.1","","3","0","19470108","1","0.1","cmn_float"
"947","47_cmn_float_in_weapon","31","0.1","","3","0","19470109","0","0.1","empty"
"947","0","1.1","","","93","","19470110","","",""
"947","1000","129411","","","2","-180","19470111","","","3.07692307692308"
"947","1000","41","","","33","-180","19470112","","","3.07692307692308"
"947","1000","26","","","2","-180","19470113","","","5.79185520361991"
"947","1000","26","","","33","-180","19470114","","","5.79185520361991"
"947","1000","129511","","","2","-125","19470115","","","4.20814479638009"
"947","1000","42","","","33","-125","19470116","","","4.20814479638009"
"947","","19470113","","","91","","19470117","","",""
"951","se_fpc_water_random","se_10053800","","","23","","19510001","","",""
"951","1","1","0","cmn_float_monster_01","5","22","19510002","-180","1.75","-850"
"951","850","1","","","2","-180","19510003","","","15"
"952","se_fpc_water_random","se_10053800","","","23","","19520001","","",""
"952","1","1","0","cmn_float_monster_02","5","22","19520002","-180","1.75","-850"
"952","850","1","","","2","-180","19520003","","","15"
"953","se_fpc_water_random","se_10053800","","","23","","19530001","","",""
"953","1","1","0","cmn_float_monster_03","5","22","19530002","-180","1.75","-850"
"953","850","1","","","2","-180","19530003","","","15"
"954","se_fpc_water_random","se_10053800","","","23","","19540001","","",""
"954","1","1","0","cmn_float_monster_04","5","22","19540002","-180","1.75","-850"
"954","850","1","","","2","-180","19540003","","","15"
"955","se_fpc_water_random","se_10053800","","","23","","19550001","","",""
"955","1","1","0","cmn_float_monster_05","5","22","19550002","-180","1.75","-850"
