2ba1174a200c7d5fec687aa0f41b101a8e79a76d13c4789c1866d89b91fc01f8,5fa0f3fb7d8417636f702f5be1b35f0d7a6464ac75e5096c52bc36d0a018fa69,168369f1f6e4b5d1e5980630e9d78bb85fdca3d33c76fb0220a045abb52463d4,1a7cf1a058000e5d3b0e6bffeb24623561a14458c0d02cc593b75fd97c62261e,0aecf594db1561cbf0e8c3b5f3efb73232d363f22adb2dcf63aa5108994d3c1d,4bdc301e1ddf3d1e9ba55f57b10a9f550fb0761cd854ae248188fc0d1454b542,20c84d975a4b4ec11ce649a7fb5d330639ab3e3d230aaba4cd6df7ccc3053883,628ba6ad543cc423580619b98dc3ddf7489ff7a697bec2d197c1f14f3d679cb0,d3cd3a461bac871822222b6ba04cb58804bddf0f225e9a47c96f7c4404919028,9193c64c21c53fa9413dcab038e4c25a07d643458de2e2b333dedf285539531b,9a3496e424b19e5c88a180bc24719f1a9a30ce3fa3827d885a6d9856b8a33dd5
"93","","1009814","0.6","","","","","0","1009814021",""
"3","","1009814","122711","1","","","","lsv_idle_sad","1009814022","0.2"
"3","","1009814","122911","1","","","","lsv_idle_sad","1009814023","0.2"
"21","","1009814","vo_lsv","0","","","0","vo_lsv_1421","1009814024",""
"11","0","1009814","122711","10","0","1","1","…………","1009814025","0"
"11","0","1009814","122911","10","0","1","1","…………","1009814026","0"
"91","","1009814","0","","","","","","1009814027",""
"3","","1009814","122711","1","","","","lsv_idle_normal","1009814028","0.2"
"3","","1009814","122911","1","","","","lsv_idle_normal","1009814029","0.2"
"3","","1009814","122811","1","","","","lsv_walk","1009814030","0.2"
"2","","1009814","122811","-235","","0","2","-200","1009814031",""
"6","","1009814","122811","1","0","1","1","1","1009814032","0.4"
"93","","1009814","2","","","","","0","1009814033",""
"3","","1009814","122811","1","","","","lsv_idle_normal","1009814034","0.2"
"93","","1009814","0.6","","","","","0","1009814035",""
"3","","1009814","122811","1","","","","lsv_talk_bitter","1009814036","0.2"
"21","","1009814","vo_lsv","0","","","0","vo_lsv_1422","1009814037",""
"11","0","1009814","122811","10","0","1","1","啊……\n啊哈哈，對不起唷？\n觀察日記寫不太出來……","1009814038","0"
"91","","1009814","0","","","","","","1009814039",""
"3","","1009814","122811","1","","","","lsv_talk_bitter_sad","1009814040","0.2"
"21","","1009814","vo_lsv","0","","","0","vo_lsv_1423","1009814041",""
"11","0","1009814","122811","10","0","1","1","而且……\n禊還把真正的心情\n寫上去了。","1009814042","0"
"91","","1009814","0","","","","","","1009814043",""
"3","","1009814","122811","1","","","","lsv_idle_sad2","1009814044","0.2"
"3","","1009814","122711","1","","","","lsv_talk_normal_suprise1","1009814045","0.2"
"21","","1009814","vo_lsv","0","","","0","vo_lsv_1424","1009814046",""
"11","0","1009814","122711","10","0","1","1","不會，沒關係唷。\n……我懂的。","1009814047","0"
"91","","1009814","0","","","","","","1009814048",""
"3","","1009814","122711","1","","","","lsv_idle_normal_talkR","1009814049","0.2"
"3","","1009814","122911","1","","","","lsv_talk_normal_bitter","1009814050","0.2"
"21","","1009814","vo_lsv","0","","","0","vo_lsv_1425","1009814051",""
"11","0","1009814","122911","10","0","1","1","……美美也懂唷。\n禊，\n謝謝妳寫出來。","1009814052","0"
"91","","1009814","0","","","","","","1009814053",""
"3","","1009814","122911","1","","","","lsv_idle_sad_normal","1009814054","0.2"
"3","","1009814","122811","1","","","","lsv_idle_sad","1009814055","0.2"
"21","","1009814","vo_lsv","0","","","0","vo_lsv_1426","1009814056",""
"11","0","1009814","122811","10","0","1","1","……嗯。","1009814057","0"
"91","","1009814","0","","","","","","1009814058",""
"3","","1009814","122811","1","","","","lsv_idle_normal_talkR","1009814059","0.2"
"3","","1009814","122911","1","","","","lsv_talk_wish_sad","1009814060","0.2"
"21","","1009814","vo_lsv","0","","","0","vo_lsv_1427","1009814061",""
"11","0","1009814","122911","10","0","1","1","……為什麼\n一定要說掰掰了呢？","1009814062","0"
"91","","1009814","0","","","","","","1009814063",""
"3","","1009814","122911","1","","","","lsv_idle_wish_sad","1009814064","0.2"
"3","","1009814","122711","1","","","","lsv_talk_normal_sad","1009814065","0.2"
"21","","1009814","vo_lsv","0","","","0","vo_lsv_1428","1009814066",""
"11","0","1009814","122711","10","0","1","1","美美……","1009814067","0"
"91","","1009814","0","","","","","","1009814068",""
"3","","1009814","122711","1","","","","lsv_idle_normal_talkR","1009814069","0.2"
"3","","1009814","122911","1","","","","lsv_talk_wish_surprise","1009814070","0.2"
"21","","1009814","vo_lsv","0","","","0","vo_lsv_1429","1009814071",""
"11","0","1009814","122911","10","0","1","1","美美明白唷？\n理由美美很清楚。\n可是……","1009814072","0"
"91","","1009814","0","","","","","","1009814073",""
"3","","1009814","122911","1","","","","lsv_talk_wish_sad","1009814074","0.2"
"21","","1009814","vo_lsv","0","","","0","vo_lsv_1430","1009814075",""
"11","0","1009814","122911","10","0","1","1","怎麼會……\n為什麼……\n忍不住會這麼想。","1009814076","0"
"91","","1009814","0","","","","","","1009814077",""
"3","","1009814","122911","1","","","","lsv_idle_normal","1009814078","0.2"
"3","","1009814","122811","1","","","","lsv_talk_anger_shy","1009814079","0.2"
"21","","1009814","vo_lsv","0","","","0","vo_lsv_1431","1009814080",""
"11","0","1009814","122811","10","0","1","1","……為什麼呢。\n啊──真是的！\n好難喔～！！","1009814081","0"
"91","","1009814","0","","","","","","1009814082",""
"3","","1009814","122811","1","","","","lsv_idle_normal_talkR","1009814083","0.2"
"3","","1009814","122711","1","","","","lsv_talk_joy3_blink2","1009814084","0.2"
"21","","1009814","vo_lsv","0","","","0","vo_lsv_1432","1009814085",""
"11","0","1009814","122711","10","0","1","1","……對啊，\n真的好難喔。","1009814086","0"
"91","","1009814","0","","","","","","1009814087",""
"3","","1009814","122711","1","","","","lsv_talk_sad","1009814088","0.2"
"21","","1009814","vo_lsv","0","","","0","vo_lsv_1433","1009814089",""
"11","0","1009814","122711","10","0","1","1","一定比任何學習……\n都還來得困難……\n困難很多很多。","1009814090","0"
"91","","1009814","0","","","","","","1009814091",""
"3","","1009814","122711","1","","","","lsv_idle_wish_angerR","1009814092","0.2"
"22","","1009814","0","1","","","","0","1009814093","0.2"
"91","","1009814","0","","","","","","1009814094",""
"25","","1009814","bgm_M612","0","","","0","bgm_M612","1009814095",""
"102","","1009814","","","","","","","1009814096",""
"22","","1009814","0","","","","","0.2","1009814097",""
"93","","1009814","0.2","","","","","","1009814098",""
"12","0","1009814","122811","1","0","0","0","12","1009814099","0"
"3","","1009814","122811","1","","","","lsv_talk_anger","1009814100","0.2"
"93","","1009814","3","","","","","0","1009814101",""
"3","","1009814","122811","1","","","","lsv_idle_anger1","1009814102","0.2"
"12","0","1009814","122711","1","0","0","0","12","1009814103","0"
"3","","1009814","122711","1","","","","lsv_talk_thinking","1009814104","0.2"
"93","","1009814","3","","","","","0","1009814105",""
"3","","1009814","122711","1","","","","lsv_idle_wish_angerR","1009814106","0.2"
"12","0","1009814","122911","1","0","0","0","12","1009814107","0"
"3","","1009814","122911","1","","","","lsv_idle_bitter","1009814108","0.2"
"93","","1009814","3","","","","","0","1009814109",""
"3","","1009814","122911","1","","","","lsv_idle_normal","1009814110","0.2"
"101","","1009814","1009814099","","","","","","1009814111",""
"6","","1009814","333","1","0","0","1","1","1009814112","1"
"4","","1009814","122811","","","","","1","1009814113",""
"3","","1009814","122811","1","","","","lsv_run_sad","1009814114","0.2"
"2","","1009814","122811","-235","","0","0.8","-750","1009814115",""
"4","","1009814","122911","","","","","0","1009814116",""
"3","","1009814","122911","1","","","","lsv_run_sad","1009814117","0.2"
"2","","1009814","122911","-220","","0","0.8","750","1009814118",""
"4","","1009814","122711","","","","","0","1009814119",""
"3","","1009814","122711","1","","","","lsv_run_sad","1009814120","0.2"
"2","","1009814","122711","-250","","0","0.8","850","1009814121",""
"93","","1009814","0.6","","","","","","1009814122",""
"6","","1009814","122811","1","0","0","1","1","1009814123","0.2"
"6","","1009814","122911","1","0","0","1","1","1009814124","0.2"
"6","","1009814","122711","1","0","0","1","1","1009814125","0.2"
"91","","1009814","0","","","","","","1009814126",""
"1","lsv_idle_normal","1009815","1","102","0","-235","-650","122711","1009815001","1.95"
"1","lsv_idle_normal","1009815","1","100","1","-220","650","122911","1009815002","1.95"
"1","lsv_idle_normal","1009815","1","101","1","-250","750","122811","1009815003","1.95"
"5","lsv_white_loop","1009815","1","0","0","0","0","333","1009815004","1"
"6","","1009815","333","1","0","0","1","1","1009815005","0"
"6","","1009815","122711","1","0","0","1","1","1009815006","0"
"6","","1009815","122911","1","0","0","1","1","1009815007","0"
"6","","1009815","122811","1","0","0","1","1","1009815008","0"
"93","","1009815","1","","","","","0","1009815009",""
"6","","1009815","333","1","0","0.4","1","1","1009815010","0.8"
"3","","1009815","122711","1","","","","lsv_walk","1009815011","0.2"
"2","","1009815","122711","-235","","0","2","-200","1009815012",""
"6","","1009815","122711","1","0","1","1","1","1009815013","0.4"
"3","","1009815","122911","1","","","","lsv_walk","1009815014","0.2"
"2","","1009815","122911","-220","","0","2","100","1009815015",""
"6","","1009815","122911","1","0","1","1","1","1009815016","0.4"
"3","","1009815","122811","1","","","","lsv_walk","1009815017","0.2"
"2","","1009815","122811","-250","","0","2","270","1009815018",""
"6","","1009815","122811","1","0","1","1","1","1009815019","0.4"
"93","","1009815","2","","","","","0","1009815020",""
"3","","1009815","122711","1","","","","lsv_idle_normal","1009815021","0.2"
"3","","1009815","122911","1","","","","lsv_idle_normal","1009815022","0.2"
"3","","1009815","122811","1","","","","lsv_idle_normal","1009815023","0.2"
"93","","1009815","0.6","","","","","0","1009815024",""
"3","","1009815","122911","1","","","","lsv_talk_surprise","1009815025","0.2"
"21","","1009815","vo_lsv","0","","","0","vo_lsv_1521","1009815026",""
"11","0","1009815","122911","10","0","1","1","圖畫和日記\n累積了很多呢。","1009815027","0"
"91","","1009815","0","","","","","","1009815028",""
"3","","1009815","122911","1","","","","lsv_idle_surprise","1009815029","0.2"
"3","","1009815","122811","0","0.2","1","lsv_talk_cool_joy_loop","lsv_talk_cool_joy","1009815030","0"
"21","","1009815","vo_lsv","0","","","0","vo_lsv_1522","1009815031",""
"11","0","1009815","122811","10","0","1","1","這表示，\n我們和小繆的回憶\n就是有這麼多啊。","1009815032","0"
"91","","1009815","0","","","","","","1009815033",""
"3","","1009815","122811","1","","","","lsv_idle_cool","1009815034","0.2"
"3","","1009815","122911","1","","","","lsv_talk_wish_dere","1009815035","0.2"
"21","","1009815","vo_lsv","0","","","0","vo_lsv_1523","1009815036",""
"11","0","1009815","122911","10","0","1","1","……嗯。\n製造了很多回憶呢。\n和小繆一起的回憶……","1009815037","0"
"91","","1009815","0","","","","","","1009815038",""
"3","","1009815","122911","1","","","","lsv_idle_normal_joyR","1009815039","0.2"
"3","","1009815","122711","1","","","","lsv_talk_wish_joy","1009815040","0.2"
"21","","1009815","vo_lsv","0","","","0","vo_lsv_1524","1009815041",""
"11","0","1009815","122711","10","0","1","1","……很難忘記呢。\n不對……\n是不想忘記呢。","1009815042","0"
"91","","1009815","0","","","","","","1009815043",""
"3","","1009815","122711","1","","","","lsv_idle_wish_joy","1009815044","0.2"
"3","","1009815","122811","1","","","","lsv_talk_joy3_blink2","1009815045","0.2"
"21","","1009815","vo_lsv","0","","","0","vo_lsv_1525","1009815046",""
"11","0","1009815","122811","10","0","1","1","對啊……\n禊也是一樣的心情。","1009815047","0"
"91","","1009815","0","","","","","","1009815048",""
"3","","1009815","122811","1","","","","lsv_idle_sad_normal","1009815049","0.2"
"3","","1009815","122911","1","","","","lsv_talk_wish_dere","1009815050","0.2"
"21","","1009815","vo_lsv","0","","","0","vo_lsv_1526","1009815051",""
"11","0","1009815","122911","10","0","1","1","美美也是唷。\n一定永遠都……","1009815052","0"
"91","","1009815","0","","","","","","1009815053",""
"3","","1009815","122911","1","","","","lsv_idle_normal","1009815054","0.2"
"3","","1009815","122711","1","","","","lsv_talk_joy1_normal","1009815055","0.2"
"21","","1009815","vo_lsv","0","","","0","vo_lsv_1527","1009815056",""
"11","0","1009815","122711","10","0","1","1","那麼……下次再\n見到小繆時，\n再繼續寫這本日記吧。","1009815057","0"
"91","","1009815","0","","","","","","1009815058",""
"3","","1009815","122711","1","","","","lsv_idle_normal","1009815059","0.2"
"3","","1009815","122811","0","0.2","1","lsv_exactly_loop","lsv_exactly_in","1009815060","0"
"21","","1009815","vo_lsv","0","","","0","vo_lsv_1528","1009815061",""
"11","0","1009815","122811","10","0","1","1","好主意！\n禊贊成！","1009815062","0"
"91","","1009815","0","","","","","","1009815063",""
"3","","1009815","122811","1","","","","lsv_idle_joy","1009815064","0.2"
"3","","1009815","122911","0","0.2","1","lsv_idle_normal_joy","lsv_handsup_joy","1009815065","0.2"
"21","","1009815","vo_lsv","0","","","0","vo_lsv_1529","1009815066",""
"11","0","1009815","122911","10","0","1","1","美美也贊成～♪","1009815067","0"
"91","","1009815","0","","","","","","1009815068",""
"3","","1009815","122711","1","","","","lsv_talk_wish_dere","1009815069","0.2"
"21","","1009815","vo_lsv","0","","","0","vo_lsv_1530","1009815070",""
"11","0","1009815","122711","10","0","1","1","也要好好珍惜這本日記。\n……感覺期待的事\n好像又多了一件。呵呵。","1009815071","0"
"91","","1009815","0","","","","","","1009815072",""
"3","","1009815","122711","1","","","","lsv_idle_wish_dere","1009815073","0.2"
"3","","1009815","122811","1","","","","lsv_talk_wish_joy","1009815074","0.2"
"21","","1009815","vo_lsv","0","","","0","vo_lsv_1531","1009815075",""
"11","0","1009815","122811","10","0","1","1","那麼，\n就期待那一天的到來吧！","1009815076","0"
"91","","1009815","0","","","","","","1009815077",""
"3","","1009815","122811","1","","","","lsv_idle_normal","1009815078","0.2"
"3","","1009815","122811","0","0.2","1","lsv_idle_normal","lsv_smile","1009815079","0"
"3","","1009815","122911","0","0.2","1","lsv_idle_normal_joyR","lsv_smile_mimi","1009815080","0"
"3","","1009815","122711","0","0.2","1","lsv_idle_normal_joy","lsv_smile_kyouka","1009815081","0"
"21","","1009815","vo_lsv","0","","","0","vo_lsv_1532","1009815082",""
"11","0","1009815","122811","10","0","1","1","……再見囉！","1009815083","0"
"11","0","1009815","122911","10","0","1","1","……再見囉！","1009815084","0"
"11","0","1009815","122711","10","0","1","1","……再見囉！","1009815085","0"
"91","","1009815","0","","","","","","1009815086",""
"22","","1009815","0","1","","","","0","1009815087","0.2"
"91","","1009815","0","","","","","","1009815088",""
"102","","1009815","","","","","","","1009815089",""
"22","","1009815","0","","","","","0.2","1009815090",""
"93","","1009815","0.2","","","","","","1009815091",""
"12","0","1009815","122811","1","0","0","0","10","1009815092","0"
"3","","1009815","122811","1","","","","lsv_talk_normal","1009815093","0.2"
"93","","1009815","3","","","","","0","1009815094",""
"3","","1009815","122811","1","","","","lsv_idle_normal","1009815095","0.2"
"12","0","1009815","122911","1","0","0","0","6","1009815096","0"
"3","","1009815","122911","1","","","","lsv_talk_joy3","1009815097","0.2"
"93","","1009815","3","","","","","0","1009815098",""
"3","","1009815","122911","1","","","","lsv_idle_normal_joyR","1009815099","0.2"
"12","0","1009815","122711","1","0","0","0","7","1009815100","0"
"3","","1009815","122711","1","","","","lsv_talk_surprise_dere","1009815101","0.2"
"93","","1009815","3","","","","","0","1009815102",""
"3","","1009815","122711","1","","","","lsv_idle_wish_joy","1009815103","0.2"
"101","","1009815","1009815092","","","","","","1009815104",""
"6","","1009815","333","1","0","0","1","1","1009815105","1"
"4","","1009815","122711","","","","","1","1009815106",""
"3","","1009815","122711","1","","","","lsv_run","1009815107","0.2"
"2","","1009815","122711","-235","","0","0.8","-750","1009815108",""
"4","","1009815","122911","","","","","0","1009815109",""
"3","","1009815","122911","1","","","","lsv_run","1009815110","0.2"
"2","","1009815","122911","-220","","0","0.8","750","1009815111",""
"4","","1009815","122811","","","","","0","1009815112",""
"3","","1009815","122811","1","","","","lsv_run","1009815113","0.2"
"2","","1009815","122811","-250","","0","0.8","850","1009815114",""
