b9025b34bed511c176e87a5623263c3a533ac47f8f98bf4504a22e255565e5e4,6ab57fc0f9264859651606e43cec206c2bc6bb4b6877a792ec046385bd78250a,d7338c515eaaef530f3882d43bcf3120720b20ef08c8d4d388974de28692cc12,e84cec91c3c315bf0dbe88ea2ed567e7e8b88347c32d3a2934f1782088de58fd,cde5b0be5d836da2e4d471f65829d2414dcd1f7c19aea06ad6712a4fa0e70de8,099d376bc4ebf516c6add9d3954c94c656f569be208f913c2d666361b5558a6b,074e80f173ac5bc9f08f6935c413947cb95931e70aefc33f4cbf2dcef625f60d,66799aeba7abfffd6ec07431b644b78adf47a2eb3d781aa24d6fa98e70f5845a,284d5a22f1e9652b364598f188273cf56a536d5e601e99277caf4bcf581d46c6,76a096a1bcb3caa957e81c5eee74a528c42c37b9b588f208f502b3d79c349d53,e5637f7936dc484cac70befac1f007ac3a21e966c5e4d006fea45f5884998ba8
"1","1000002","0","40152","1401520060","3","0.2","travel_topdrama_r_4013_touch_loop","","travel_topdrama_r_4013_touch_2","0.3"
"","1000003","1","40152","1401520061","3","0.2","","","travel_topdrama_r_4000_idle",""
"","1","","40152","1401520062","93","","","","0",""
"","7","0","40152","1401520063","3","0","","","travel_topdrama_r_4013_danger_2",""
"","1.67","","40152","1401520064","93","","","","0",""
"","401304","","40152","1401520065","32","","","","1",""
"","se_travel_top","","40152","1401520066","23","","","","se_travel_top_aruma_10",""
"","0.3","","40152","1401520067","93","","","","0",""
"","1000002","1","40152","1401520068","3","0.3","","","travel_topdrama_r_4013_touch_loop",""
"","0.2","","40152","1401520069","93","","","","0",""
"","se_travel_top","","40152","1401520070","23","","","","se_travel_top_aruma_05",""
"","0.83","","40152","1401520071","93","","","","0",""
"0","8","","40152","1401520072","4","","","","0",""
"0","8","-195","40152","1401520073","2","","0","","-20",""
"","8","0","40152","1401520074","3","0","","","travel_topdrama_r_4013_catch_2",""
"","se_travel_top","","40152","1401520075","23","","","","se_travel_top_aruma_11",""
"0","7","0","40152","1401520076","3","0.1","travel_topdrama_r_4013_static","","travel_topdrama_r_4013_safe","0.1"
"1","1000002","0","40152","1401520077","3","0.1","travel_topdrama_r_4013_runaway","","travel_topdrama_r_4013_catch","0"
"","4013132","","40152","1401520078","32","","","","1",""
"","0.66","","40152","1401520079","93","","","","0",""
"","4013122","","40152","1401520080","32","","","","1",""
"","se_travel_top","","40152","1401520081","23","","","","se_travel_top_aruma_12",""
"","0.97","","40152","1401520082","93","","","","0",""
"","1000002","","40152","1401520083","4","","","","1",""
"","1000002","1","40152","1401520084","3","0","","","travel_topdrama_r_4013_runaway",""
"","1000003","1","40152","1401520085","3","0.1","","","travel_topdrama_r_4000_run_normal",""
"","se_travel_top","","40152","1401520086","23","","","","se_travel_top_aruma_08",""
"0","8","","40152","1401520087","4","","","","1",""
"0","8","-195","40152","1401520088","2","","2.5","","-1600",""
"","8","1","40152","1401520089","3","0","","","travel_topdrama_r_4013_runaway_2",""
"0","1000002","-195","40152","1401520090","2","","2.5","","-1600",""
"0","1000003","-195","40152","1401520091","2","","1.4","","-20",""
"","1.4","","40152","1401520092","93","","","","0",""
"1","1000003","0","40152","1401520093","3","0.2","travel_topdrama_r_4013_touch_loop","","travel_topdrama_r_4013_touch_3","0.3"
"","401311","","40152","1401520094","32","","","","1",""
"","1","","40152","1401520095","93","","","","0",""
"","7","0","40152","1401520096","3","0","","","travel_topdrama_r_4013_danger_3_in",""
"","2.16","","40152","1401520097","93","","","","0",""
"","4013042","","40152","1401520098","32","","","","1",""
"","0.54","","40152","1401520099","93","","","","0",""
"","1000003","1","40152","1401520100","3","0.3","","","travel_topdrama_r_4013_touch_loop",""
"","1.07","","40152","1401520101","93","","","","0",""
"1","7","0","40152","1401520102","3","0.1","travel_topdrama_r_4013_static","","travel_topdrama_r_4013_danger_3_safe","0.1"
"","401315","","40152","1401520103","32","","","","1",""
"","se_travel_top","","40152","1401520104","23","","","","se_travel_top_aruma_15",""
"","0.83","","40152","1401520105","93","","","","0",""
"","401316","","40152","1401520106","32","","","","1",""
"","1.2","","40152","1401520107","93","","","","0",""
"0","8","","40152","1401520108","4","","","","0",""
"0","8","-195","40152","1401520109","2","","0","","-20",""
"","8","0","40152","1401520110","3","0","","","travel_topdrama_r_4013_catch_3",""
"","se_travel_top","","40152","1401520111","23","","","","se_travel_top_aruma_16",""
"","4013133","","40152","1401520112","32","","","","1",""
"1","1000003","0","40152","1401520113","3","0.1","travel_topdrama_r_4013_runaway","","travel_topdrama_r_4013_catch","0"
"","0.66","","40152","1401520114","93","","","","0",""
"","4013123","","40152","1401520115","32","","","","1",""
"","se_travel_top","","40152","1401520116","23","","","","se_travel_top_aruma_17",""
"","0.97","","40152","1401520117","93","","","","0",""
"","1000003","","40152","1401520118","4","","","","1",""
"","1000003","1","40152","1401520119","3","0","","","travel_topdrama_r_4013_runaway",""
"","se_travel_top","","40152","1401520120","23","","","","se_travel_top_aruma_08",""
"0","8","","40152","1401520121","4","","","","1",""
"0","8","-195","40152","1401520122","2","","2.5","","-1600",""
"","8","1","40152","1401520123","3","0","","","travel_topdrama_r_4013_runaway_3",""
"0","1000003","-195","40152","1401520124","2","","2.5","","-1600",""
"","1","","40152","1401520125","93","","","","0",""
"","0","","40152","1401520126","111","","","","",""
"","0","","40152","1401520127","91","","","","",""
"1","401600","0","40161","1401610001","31","1","0","","401600",""
"-77","0","110","40161","1401610002","5","1","0","normal","0","0"
"","0","","40161","1401610003","91","","","","0",""
"-184","1","50","40162","1401620001","1","1.75","-134","travel_topdrama_r_4016_look_in","1000001","0"
"-184","1","55","40162","1401620002","1","1.75","134","travel_topdrama_r_4016_look_in","1000002","1"
"-310","19","30","40162","1401620003","5","1","-7","static","401699","0"
"-310","26","70","40162","1401620004","5","1","-7","empty","401698","0"
"1","401601","0","40162","1401620005","31","1","0","","401601",""
"1","401602","0","40162","1401620006","31","1","0","","401602",""
"1","401603","0","40162","1401620007","31","0","0","","401603",""
"1","401605","0","40162","1401620008","31","0","0","","401605",""
"1","401606","0","40162","1401620009","31","0","0","","401606",""
"1","401607","0","40162","1401620010","31","0","0","","401607",""
"1","401608","0","40162","1401620011","31","0","0","","401608",""
"1","401609","0","40162","1401620012","31","0","0","","401609",""
"1","400016","0","40162","1401620013","31","0","0","","400016",""
"1","401620","0","40162","1401620014","31","1","0","","401620",""
"","0","","40162","1401620015","91","","","","",""
"","400016","","40162","1401620016","32","","","","1",""
"","401603","","40162","1401620017","32","","","","1",""
"","401606","","40162","1401620018","32","","","","1",""
"","1000001","0","40162","1401620019","3","0","","","travel_topdrama_r_4016_look_out",""
"","1000002","0","40162","1401620020","3","0","","","travel_topdrama_r_4016_look_out",""
"","401699","0","40162","1401620021","3","0","","","start",""
"","1.7","","40162","1401620022","93","","","","0",""
"0","1000002","0","40162","1401620023","3","0.2","travel_topdrama_r_4016_jump_surprise","","travel_topdrama_r_4016_hop_R","0"
"","1401620019","","40162","1401620024","91","","","","",""
"1","1000001","0","40162","1401620025","3","0.2","travel_topdrama_r_4016_jump_normal","","travel_topdrama_r_4016_hop_L","0"
"","1401620021","","40162","1401620026","91","","","","",""
"","401699","1","40162","1401620027","3","0","","","bound",""
"","1401620023","","40162","1401620028","91","","","","",""
"","1000002","1","40162","1401620029","3","0.2","","","travel_topdrama_r_4016_jump_normal",""
"","401699","1","40162","1401620030","3","0.2","","","bound",""
"","4.6","","40162","1401620031","93","","","","0",""
"1","401699","0","40162","1401620032","3","0","idle","","jump","0"
"","401698","0","40162","1401620033","3","0","","","rock_1",""
"","10","0.3","40162","1401620034","122","","","","10",""
"","401607","","40162","1401620035","32","","","","1",""
"","se_travel_top","0","40162","1401620036","23","","","","se_travel_top_mandragora_06",""
"","1000001","0","40162","1401620037","3","0","","","travel_topdrama_r_4016_bounce_normal_L",""
"","0.2","","40162","1401620038","93","","","","0",""
"","1000002","0","40162","1401620039","3","0","","","travel_topdrama_r_4016_bounce_normal_R",""
"","401605","","40162","1401620040","32","","","","1",""
"","0.7","","40162","1401620041","93","","","","0",""
"","10","0.3","40162","1401620042","122","","","","10",""
"","se_travel_top","0","40162","1401620043","23","","","","se_travel_top_mandragora_07",""
"","se_travel_top","0","40162","1401620044","23","","","","se_travel_top_mandragora_08",""
"","1401620037","","40162","1401620045","91","","","","0",""
"","1000001","0","40162","1401620046","3","0","","","travel_topdrama_r_4016_run",""
"","1000002","0","40162","1401620047","3","0","","","travel_topdrama_r_4016_run",""
"","401608","","40162","1401620048","32","","","","1",""
"","401609","","40162","1401620049","32","","","","1",""
"","2.13","","40162","1401620050","93","","","","0",""
"","","","40162","1401620051","111","","","","",""
"","0","","40162","1401620052","91","","","","",""
"1","401700","0","40171","1401710001","31","1","0","","401700",""
"-77","0","110","40171","1401710002","5","1","0","normal","0","0"
"","0","","40171","1401710003","91","","","","0",""
"-184","1","50","40172","1401720001","1","1.75","-134","travel_topdrama_r_4016_look_in","1000001","0"
"-184","1","55","40172","1401720002","1","1.75","134","travel_topdrama_r_4016_look_in","1000002","1"
"-310","19","30","40172","1401720003","5","1","-7","static","401799","0"
"1","401701","0","40172","1401720004","31","1","0","","401701",""
"1","401702","0","40172","1401720005","31","1","0","","401702",""
"1","401703","0","40172","1401720006","31","0","0","","401703",""
"1","401705","0","40172","1401720007","31","0","0","","401705",""
"1","401706","0","40172","1401720008","31","0","0","","401706",""
"1","401707","0","40172","1401720009","31","0","0","","401707",""
"1","401708","0","40172","1401720010","31","0","0","","401708",""
"1","400017","0","40172","1401720011","31","0","0","","400017",""
"1","401720","0","40172","1401720012","31","1","0","","401720",""
"","0","","40172","1401720013","91","","","","",""
"","400017","","40172","1401720014","32","","","","1",""
"","401703","","40172","1401720015","32","","","","1",""
"","401706","","40172","1401720016","32","","","","1",""
"","1000001","0","40172","1401720017","3","0","","","travel_topdrama_r_4016_look_out",""
"","1000002","0","40172","1401720018","3","0","","","travel_topdrama_r_4016_look_out",""
"","401799","0","40172","1401720019","3","0","","","start",""
"","1.7","","40172","1401720020","93","","","","0",""
"0","1000002","0","40172","1401720021","3","0.2","travel_topdrama_r_4016_jump_surprise","","travel_topdrama_r_4016_hop_R","0"
"","1401720017","","40172","1401720022","91","","","","",""
"1","1000001","0","40172","1401720023","3","0.2","travel_topdrama_r_4016_jump_normal","","travel_topdrama_r_4016_hop_L","0"
"","1401720019","","40172","1401720024","91","","","","",""
"","401799","1","40172","1401720025","3","0","","","bound",""
"","1401720021","","40172","1401720026","91","","","","",""
"","1000002","1","40172","1401720027","3","0.2","","","travel_topdrama_r_4016_jump_normal",""
"","401799","1","40172","1401720028","3","0.2","","","bound2",""
"","2.5","","40172","1401720029","93","","","","0",""
"","401707","","40172","1401720030","32","","","","1",""
"","1.4","","40172","1401720031","93","","","","0",""
"1","1000002","0","40172","1401720032","3","0.1","travel_topdrama_r_4016_jump_dreamy_loop","","travel_topdrama_r_4016_jump_dreamy_in","0"
"","401799","1","40172","1401720033","3","0.2","","","bound2",""
"","0.66","","40172","1401720034","93","","","","0",""
"1","1000001","0","40172","1401720035","3","0.1","travel_topdrama_r_4016_jump_dreamy_loop","","travel_topdrama_r_4016_jump_dreamy_in","0"
"","2.2","","40172","1401720036","93","","","","0",""
"","401708","","40172","1401720037","32","","","","1",""
"","2.5","","40172","1401720038","93","","","","0",""
"","401705","","40172","1401720039","32","","","","1",""
"","2.3","","40172","1401720040","93","","","","0",""
"","","","40172","1401720041","111","","","","",""
"","0","","40172","1401720042","91","","","","",""
"1","401800","0","40181","1401810001","31","1","0","","401800",""
"-77","0","110","40181","1401810002","5","1","0","normal","0","0"
"","0","","40181","1401810003","91","","","","0",""
"-184","1","50","40182","1401820001","1","1.75","-134","travel_topdrama_r_4016_look_in","1000001","0"
"-184","1","55","40182","1401820002","1","1.75","134","travel_topdrama_r_4016_look_in","1000002","1"
"-310","19","30","40182","1401820003","5","1","-7","static","401899","0"
"-310","26","70","40182","1401820004","5","1","-7","empty","401898","0"
"1","401801","0","40182","1401820005","31","1","0","","401801",""
"1","401802","0","40182","1401820006","31","1","0","","401802",""
"1","401803","0","40182","1401820007","31","0","0","","401803",""
"1","401804","0","40182","1401820008","31","0","0","","401804",""
"1","401805","0","40182","1401820009","31","0","0","","401805",""
"1","401806","0","40182","1401820010","31","0","0","","401806",""
"1","401807","0","40182","1401820011","31","0","0","","401807",""
"1","401808","0","40182","1401820012","31","0","0","","401808",""
"1","401809","0","40182","1401820013","31","0","0","","401809",""
"1","401810","0","40182","1401820014","31","0","0","","401810",""
"1","400018","0","40182","1401820015","31","0","0","","400018",""
"1","401820","0","40182","1401820016","31","1","0","","401820",""
"","0","","40182","1401820017","91","","","","",""
"","400018","","40182","1401820018","32","","","","1",""
"","401803","","40182","1401820019","32","","","","1",""
"","401804","","40182","1401820020","32","","","","1",""
"","401806","","40182","1401820021","32","","","","1",""
"","1000001","0","40182","1401820022","3","0","","","travel_topdrama_r_4016_look_out",""
"","1000002","0","40182","1401820023","3","0","","","travel_topdrama_r_4016_look_out",""
"","401899","0","40182","1401820024","3","0","","","start",""
"","1.7","","40182","1401820025","93","","","","0",""
"0","1000002","0","40182","1401820026","3","0.2","travel_topdrama_r_4016_jump_surprise","","travel_topdrama_r_4016_hop_R","0"
"","1401820022","","40182","1401820027","91","","","","",""
"1","1000001","0","40182","1401820028","3","0.2","travel_topdrama_r_4016_jump_normal","","travel_topdrama_r_4016_hop_L","0"
"","1401820024","","40182","1401820029","91","","","","",""
"","401899","1","40182","1401820030","3","0","","","bound",""
"","1401820026","","40182","1401820031","91","","","","",""
"","1000002","1","40182","1401820032","3","0.2","","","travel_topdrama_r_4016_jump_normal",""
"","401899","1","40182","1401820033","3","0.2","","","bound2",""
"","2.5","","40182","1401820034","93","","","","0",""
"","401807","","40182","1401820035","32","","","","1",""
"","0.1","","40182","1401820036","93","","","","0",""
"","se_travel_top","0","40182","1401820037","23","","","","se_travel_top_mandragora_20",""
"","1.3","","40182","1401820038","93","","","","0",""
"1","1000002","0","40182","1401820039","3","0.1","travel_topdrama_r_4016_jump_dreamy_loop","","travel_topdrama_r_4016_jump_dreamy_in","0"
"","401899","1","40182","1401820040","3","0.2","","","bound2",""
