88cbc0fc5fd01888a43f62a3eb24dd8046ebebd7c9b52b0911c4122a3b06e813,4c20db6898a562023c5920079e4816ebc38ffccb46cf426745a2af5034738527,efbb643247a935526ca0f88850e618e8fe0bc87255b98aaa8c8433fc43cfaac4,1915c5d6740846598c47e08905c20d264eb73a624cd5d0e45a54bfac1646053a,1e0a229f7e47a2f99b8ad90065d028c129c2463fa2ebdd9548d16cb0b5b54fcb,0ebe8605cdcfaa73a86ee571051c275cc4e6fab7f959f19605c25dbfd703fe87,0a6f7ccc998d92f2344f0736bca5bd3bdcbf8a30df5b25652e05e96c99781788,b91aa963184eab2983d77e865dcb592faeaaf91722513fd0ab408195c865774a,94790e7dda0823263dd2c8e181d79e485f3a023249d6f7f0e3ee1fe4380264a8,7e97170f416fc2527d0de167e7cebf5a5e41c4687644291000978dce149d3da6,471929f48703c0c4812914c6272c9120dbf2cc42fdaa3c7b97bc79d84f3cfa5a,c2810f6d44ab51fa7ef551d0d357b5251289858869d61410762168f57be75864,66fbb0aee13e8acc02cc77e2efc656e29bd6e30424f59d1826916fe233f4e3d3,6c5d016719f419f7dc3a996e5d2a4e2182327e990d1776114b89cb5b06459618,e86fae2a8ec14a9b58a242edf436e6ee00ba96bcde7bcd7c7332edf119e1d923,489621b2f1c5ff634c33dcc9b20b657371fbdb03209d8f889330ee1b21971c50,8a64aa2ecae6dd6bacf95df3d24d79a3e08c09f7ae97807c94814436a82a0c3f,1280a0e7b7223e7924628a3b87c3ca237dddbadd1d9ec2920098f5d2446d41f6,e7823bd5e6db4830b3b0240f64d2c4eee7fc7fde15ef390039da1a43793b5437,64e4759a18c7baadc3e66119db5f03ef2a6bf1b1a663bb5152f9314f9789eed3,2388ec6c8645515aab08e16a56de326f4b77f4dbdc588cf68c151a297e07cdd8,a9af709c27682315e7ec497c7e2dfd1d46930c7e4edce49fbc28af568272ee7a,d296af97a48f3414fd469a648c0d3c6d28fc8f2f7425db507a4929dd4a83a7aa,1590f044a6127ca46d74f56031f9894ff91f9261310db81d0968ff88a747ebb8,554aa9841b0cd3ae7b4ef671670dbab18d630d87f3954acd61a848013f2a837c,364ec0d639039d4347339c281537cae43b192993b6d3cbb9ef87cea9ce54aa5c,10668f25c927594c96b56aeb8ad1f8b1d436cd5d67caebbbed95c6028f9e3786,808bc10e868aabc4dd0b31898e51a88deb71d51a7ba9bdea83ebea97b190edb7,d6a6a8a7bc658b43fb3c85aab17c912d236f9798d46c32ab7c7fe9c878f28a6b,2c1aabaabb48a8246e9d1ad015b4b6f9beae59889b927ae2d6748132d0c97480,bf5811f881c5e1a6b54750a89a2b92b3dedf50e9e4b3726750bf4bb37f51f314,bfe52fbfb6a7b315324c8e3ff3990aa28815ecbd1905e2272cf4721a458061a5,1143920a33cc78fc24a0a12aabfb8ce1ff7451ca9c621df0f695ea22179b99eb,f08afd5e0f4c1e029b5ea1df25c22fa3fbff0df1224e1cd2792248f90cf1d04c,ef90af3f1a7bc78185f21aed8b34b61717bc90d07e5d5f08c4921b7864df557c,27bbf0acc06971e73cee3283b9501ce1600fce7f38d37c180da7a61e04689c57,83100b8f5e5ed47d78562d2db897fa32b6ae4a336399f3c84ce5e86ad2f9c176,34dfdfb6d0fdd499454c1f96b9e1b272583f50a9593a790387a28249c07e0c83,faa6c8302153a9b50de36e31738af8acc408217711f2654ecfd612994205de07,75a32cf206f3979a2618c2c2d9ab635d0658b074c7c3cd14eebd5d41235d10ac
"20","20","0","1","10","200000006","20","20","0","0","20","0","20","20","0","20","20","17","20","20","20","168","12","0","20","20","20","0","204400","0","0","30","2450","20","0","1","20","10","1","620440020"
"21","21","0","1","10","200000006","21","21","0","0","21","0","21","21","0","21","21","17","21","21","21","171","12","0","21","21","21","0","204400","0","0","30","2594","21","0","1","21","10","1","620440021"
"22","22","0","1","10","200000006","22","22","0","0","22","0","22","22","0","22","22","25","22","22","22","197","18","0","22","22","22","0","204400","0","0","30","2738","22","0","1","22","10","1","620440022"
"23","23","0","1","10","200000006","23","23","0","0","23","0","23","23","0","23","23","25","23","23","23","200","18","0","23","23","23","0","204400","0","0","30","2882","23","0","1","23","10","1","620440023"
"24","24","0","1","10","200000006","24","24","0","0","24","0","24","24","0","24","24","25","24","24","24","221","18","0","24","24","24","0","204400","0","0","30","3026","24","0","1","24","10","1","620440024"
"25","25","0","1","10","200000006","25","25","0","0","25","0","25","25","0","25","25","25","25","25","25","242","18","0","25","25","25","0","204400","0","0","30","3170","25","0","1","25","10","1","620440025"
"26","26","0","1","10","200000006","26","26","0","0","26","0","26","26","0","26","26","25","26","26","26","242","18","0","26","26","26","0","204400","0","0","30","3314","26","0","1","26","10","1","620440026"
"27","27","0","1","10","200000006","27","27","0","0","27","0","27","27","0","27","27","25","27","27","27","244","18","0","27","27","27","0","204400","0","0","30","3458","27","0","1","27","10","1","620440027"
"28","28","0","1","10","200000006","28","28","0","0","28","0","28","28","0","28","28","25","28","28","28","245","18","0","28","28","28","0","204400","0","0","30","3602","28","0","1","28","10","1","620440028"
"29","29","0","1","10","200000006","29","29","0","0","29","0","29","29","0","29","29","27","29","29","29","249","19","0","29","29","29","0","204400","0","0","30","3746","29","0","1","29","10","1","620440029"
"30","30","0","1","10","200000006","30","30","0","0","30","0","30","30","0","30","30","28","30","30","30","315","20","0","30","30","30","0","204400","0","0","30","3890","30","0","1","30","10","1","620440030"
"31","31","0","1","10","200000006","31","31","0","0","31","0","31","31","0","31","31","28","31","31","31","315","20","0","31","31","31","0","204400","0","0","30","3890","31","0","1","31","10","1","620440031"
"32","32","0","1","10","200000006","32","32","0","0","32","0","32","32","0","32","32","28","32","32","32","344","20","0","32","32","32","0","204400","0","0","30","4470","32","0","1","32","10","1","620440032"
"33","33","0","1","10","200000006","33","33","0","0","33","0","33","33","0","33","33","28","33","33","33","372","21","0","33","33","33","0","204400","0","0","30","5051","33","0","1","33","10","1","620440033"
"34","34","0","1","10","200000006","34","34","0","0","34","0","34","34","0","34","34","28","34","34","34","401","21","0","34","34","34","0","204400","0","0","30","5631","34","0","1","34","10","1","620440034"
"35","35","0","1","10","200000006","35","35","0","0","35","0","35","35","0","35","35","28","35","35","35","433","21","0","35","35","35","0","204400","0","0","30","6574","35","0","1","35","10","1","620440035"
"36","36","0","1","10","200000006","36","36","0","0","36","0","36","36","0","36","36","30","36","36","36","481","23","0","36","36","36","0","204400","0","0","30","7073","36","0","1","36","10","1","620440036"
"37","37","0","1","10","200000006","37","37","0","0","37","0","37","37","0","37","37","33","37","37","37","528","24","0","37","37","37","0","204400","0","0","30","7571","37","0","1","37","10","1","620440037"
"38","38","0","1","10","200000006","38","38","0","0","38","0","38","38","0","38","38","35","38","38","38","576","26","0","38","38","38","0","204400","0","0","30","8070","38","0","1","38","10","1","620440038"
"39","39","0","1","10","200000006","39","39","0","0","39","0","39","39","0","39","39","38","39","39","39","623","27","0","39","39","39","0","204400","0","0","30","8569","39","0","1","39","10","1","620440039"
"40","40","0","1","10","200000006","40","40","0","0","40","0","40","40","0","40","40","40","40","40","40","671","29","0","40","40","40","0","204400","0","0","30","9068","40","0","1","40","10","1","620440040"
"41","41","0","1","10","200000006","41","41","0","0","41","0","41","41","0","41","41","43","41","41","41","718","30","0","41","41","41","0","204400","0","0","30","9566","41","0","1","41","10","1","620440041"
"42","42","0","1","10","200000006","42","42","0","0","42","0","42","42","0","42","42","45","42","42","42","766","32","0","42","42","42","0","204400","0","0","30","10065","42","0","1","42","10","1","620440042"
"43","43","0","1","10","200000006","43","43","0","0","43","0","43","43","0","43","43","47","43","43","43","780","32","0","43","43","43","0","204400","0","0","30","10202","43","0","1","43","10","1","620440043"
"44","44","0","1","10","200000006","44","44","0","0","44","0","44","44","0","44","44","49","44","44","44","794","33","0","44","44","44","0","204400","0","0","30","10338","44","0","1","44","10","1","620440044"
"45","45","0","1","10","200000006","45","45","0","0","45","0","45","45","0","45","45","51","45","45","45","808","33","0","45","45","45","0","204400","0","0","30","10475","45","0","1","45","10","1","620440045"
"46","46","0","1","10","200000006","46","46","0","0","46","0","46","46","0","46","46","53","46","46","46","822","34","0","46","46","46","0","204400","0","0","30","10611","46","0","1","46","10","1","620440046"
"47","47","0","1","10","200000006","47","47","0","0","47","0","47","47","0","47","47","63","47","47","47","1110","38","0","47","47","47","0","204400","0","0","30","13149","47","0","1","47","10","1","620440047"
"48","48","0","1","10","200000006","48","48","0","0","48","0","48","48","0","48","48","63","48","48","48","1170","38","0","48","48","48","0","204400","0","0","30","13202","48","0","1","48","10","1","620440048"
"49","49","0","1","10","200000006","49","49","0","0","49","0","49","49","0","49","49","69","49","49","49","1170","40","0","49","49","49","0","204400","0","0","30","13202","49","0","1","49","10","1","620440049"
"50","50","0","1","10","200000006","50","50","0","0","50","0","50","50","0","50","50","75","50","50","50","1170","43","0","50","50","50","0","204400","0","0","30","13202","50","0","1","50","10","1","620440050"
"51","51","0","1","10","200000006","51","51","0","0","51","0","51","51","0","51","51","76","51","51","51","1177","43","0","51","51","51","0","204400","0","0","30","13734","51","0","1","51","10","1","620440051"
"52","52","0","1","10","200000006","52","52","0","0","52","0","52","52","0","52","52","76","52","52","52","1185","43","0","52","52","52","0","204400","0","0","30","14266","52","0","1","52","10","1","620440052"
"53","53","0","1","10","200000006","53","53","0","0","53","0","53","53","0","53","53","77","53","53","53","1193","43","0","53","53","53","0","204400","0","0","30","14798","53","0","1","53","10","1","620440053"
"54","54","0","1","10","200000006","54","54","0","0","54","0","54","54","0","54","54","77","54","54","54","1201","43","0","54","54","54","0","204400","0","0","30","15330","54","0","1","54","10","1","620440054"
"55","55","0","1","10","200000006","55","55","0","0","55","0","55","55","0","55","55","77","55","55","55","1248","43","0","55","55","55","0","204400","0","0","30","16301","55","0","1","55","10","1","620440055"
"56","56","0","1","10","200000006","56","56","0","0","56","0","56","56","0","56","56","77","56","56","56","1318","43","0","56","56","56","0","204400","0","0","30","18731","56","0","1","56","10","1","620440056"
"57","57","0","1","10","200000006","57","57","0","0","57","0","57","57","0","57","57","77","57","57","57","1388","43","0","57","57","57","0","204400","0","0","30","21160","57","0","1","57","10","1","620440057"
"58","58","0","1","10","200000006","58","58","0","0","58","0","58","58","0","58","58","80","58","58","58","1499","45","0","58","58","58","0","204400","0","0","30","21160","58","0","1","58","10","1","620440058"
"59","59","0","1","10","200000006","59","59","0","0","59","0","59","59","0","59","59","80","59","59","59","1579","45","0","59","59","59","0","204400","0","0","30","23904","59","0","1","59","10","1","620440059"
"60","60","0","1","10","200000006","60","60","0","0","60","0","60","60","0","60","60","83","60","60","60","1706","47","0","60","60","60","0","204400","0","0","30","23904","60","0","1","60","10","1","620440060"
"61","61","0","1","10","200000006","61","61","0","0","61","0","61","61","0","61","61","83","61","61","61","1797","47","0","61","61","61","0","204400","0","0","30","27004","61","0","1","61","10","1","620440061"
"62","62","0","1","10","200000006","62","62","0","0","62","0","62","62","0","62","62","85","62","62","62","1881","50","0","62","62","62","0","204400","0","0","30","27302","62","0","1","62","10","1","620440062"
"63","63","0","1","10","200000006","63","63","0","0","63","0","63","63","0","63","63","86","63","63","63","1965","52","0","63","63","63","0","204400","0","0","30","27600","63","0","1","63","10","1","620440063"
"64","64","0","1","10","200000006","64","64","0","0","64","0","64","64","0","64","64","88","64","64","64","2049","55","0","64","64","64","0","204400","0","0","30","27899","64","0","1","64","10","1","620440064"
"65","65","0","1","10","200000006","65","65","0","0","65","0","65","65","0","65","65","90","65","65","65","2132","58","0","65","65","65","0","204400","0","0","30","28197","65","0","1","65","10","1","620440065"
"66","66","0","1","10","200000006","66","66","0","0","66","0","66","66","0","66","66","91","66","66","66","2216","60","0","66","66","66","0","204400","0","0","30","28495","66","0","1","66","10","1","620440066"
"67","67","0","1","10","200000006","67","67","0","0","67","0","67","67","0","67","67","93","67","67","67","2300","63","0","67","67","67","0","204400","0","0","30","28793","67","0","1","67","10","1","620440067"
"68","68","0","1","10","200000006","68","68","0","0","68","0","68","68","0","68","68","94","68","68","68","2384","66","0","68","68","68","0","204400","0","0","30","29092","68","0","1","68","10","1","620440068"
"69","69","0","1","10","200000006","69","69","0","0","69","0","69","69","0","69","69","96","69","69","69","2468","68","0","69","69","69","0","204400","0","0","30","29390","69","0","1","69","10","1","620440069"
"70","70","0","1","10","200000006","70","70","0","0","70","0","70","70","0","70","70","98","70","70","70","2552","71","0","70","70","70","0","204400","0","0","30","29688","70","0","1","70","10","1","620440070"
"71","71","0","1","10","200000006","71","71","0","0","71","0","71","71","0","71","71","99","71","71","71","2636","74","0","71","71","71","0","204400","0","0","30","29986","71","0","1","71","10","1","620440071"
"1","1","0","1","10","200000010","1","1","0","0","1","0","1","1","0","1","1","5","1","1","1","31","6","0","1","1","1","0","205300","0","0","30","904","1","0","1","1","10","1","620530001"
"2","2","0","1","10","200000010","2","2","0","0","2","0","2","2","0","2","2","7","2","2","2","31","15","0","2","2","2","0","205300","0","0","30","924","2","0","1","2","10","1","620530002"
"3","3","0","1","10","200000010","3","3","0","0","3","0","3","3","0","3","3","12","3","3","3","35","9","0","3","3","3","0","205300","0","0","30","942","3","0","1","3","10","1","620530003"
"4","4","0","1","10","200000010","4","4","0","0","4","0","4","4","0","4","4","12","4","4","4","40","9","0","4","4","4","0","205300","0","0","30","1034","4","0","1","4","10","1","620530004"
"5","5","0","1","10","200000010","5","5","0","0","5","0","5","5","0","5","5","17","5","5","5","49","13","0","5","5","5","0","205300","0","0","30","1313","5","0","1","5","10","1","620530005"
"6","6","0","1","10","200000010","6","6","0","0","6","0","6","6","0","6","6","20","6","6","6","109","13","0","6","6","6","0","205300","0","0","30","1582","6","0","1","6","10","1","620530006"
"7","7","0","1","10","200000010","7","7","0","0","7","0","7","7","0","7","7","20","7","7","7","138","13","0","7","7","7","0","205300","0","0","30","1701","7","0","1","7","10","1","620530007"
"8","8","0","1","10","200000010","8","8","0","0","8","0","8","8","0","8","8","21","8","8","8","167","14","0","8","8","8","0","205300","0","0","30","1820","8","0","1","8","10","1","620530008"
"9","9","0","1","10","200000010","9","9","0","0","9","0","9","9","0","9","9","21","9","9","9","196","14","0","9","9","9","0","205300","0","0","30","1938","9","0","1","9","10","1","620530009"
"10","10","0","1","10","200000010","10","10","0","0","10","0","10","10","0","10","10","22","10","10","10","225","15","0","10","10","10","0","205300","0","0","30","2057","10","0","1","10","10","1","620530010"
"11","11","0","1","10","200000010","11","11","0","0","11","0","11","11","0","11","11","22","11","11","11","252","15","0","11","11","11","0","205300","0","0","30","2412","11","0","1","11","10","1","620530011"
"12","12","0","1","10","200000010","12","12","0","0","12","0","12","12","0","12","12","23","12","12","12","279","16","0","12","12","12","0","205300","0","0","30","2766","12","0","1","12","10","1","620530012"
"13","13","0","1","10","200000010","13","13","0","0","13","0","13","13","0","13","13","34","13","13","13","320","22","0","13","13","13","0","205300","0","0","30","3121","13","0","1","13","10","1","620530013"
"14","14","0","1","10","200000010","14","14","0","0","14","0","14","14","0","14","14","35","14","14","14","339","23","0","14","14","14","0","205300","0","0","30","3362","14","0","1","14","10","1","620530014"
"15","15","0","1","10","200000010","15","15","0","0","15","0","15","15","0","15","15","36","15","15","15","358","23","0","15","15","15","0","205300","0","0","30","3602","15","0","1","15","10","1","620530015"
"16","16","0","1","10","200000010","16","16","0","0","16","0","16","16","0","16","16","37","16","16","16","376","23","0","16","16","16","0","205300","0","0","30","3842","16","0","1","16","10","1","620530016"
"17","17","0","1","10","200000010","17","17","0","0","17","0","17","17","0","17","17","38","17","17","17","395","24","0","17","17","17","0","205300","0","0","30","4083","17","0","1","17","10","1","620530017"
"18","18","0","1","10","200000010","18","18","0","0","18","0","18","18","0","18","18","38","18","18","18","414","24","0","18","18","18","0","205300","0","0","30","4323","18","0","1","18","10","1","620530018"
"19","19","0","1","10","200000010","19","19","0","0","19","0","19","19","0","19","19","39","19","19","19","432","25","0","19","19","19","0","205300","0","0","30","4564","19","0","1","19","10","1","620530019"
"20","20","0","1","10","200000010","20","20","0","0","20","0","20","20","0","20","20","40","20","20","20","451","25","0","20","20","20","0","205300","0","0","30","4804","20","0","1","20","10","1","620530020"
"21","21","0","1","10","200000010","21","21","0","0","21","0","21","21","0","21","21","41","21","21","21","469","25","0","21","21","21","0","205300","0","0","30","5045","21","0","1","21","10","1","620530021"
"22","22","0","1","10","200000010","22","22","0","0","22","0","22","22","0","22","22","42","22","22","22","488","26","0","22","22","22","0","205300","0","0","30","5285","22","0","1","22","10","1","620530022"
"23","23","0","1","10","200000010","23","23","0","0","23","0","23","23","0","23","23","45","23","23","23","527","28","0","23","23","23","0","205300","0","0","30","5785","23","0","1","23","10","1","620530023"
"24","24","0","1","10","200000010","24","24","0","0","24","0","24","24","0","24","24","49","24","24","24","565","31","0","24","24","24","0","205300","0","0","30","6285","24","0","1","24","10","1","620530024"
"25","25","0","1","10","200000010","25","25","0","0","25","0","25","25","0","25","25","53","25","25","25","604","33","0","25","25","25","0","205300","0","0","30","6785","25","0","1","25","10","1","620530025"
"26","26","0","1","10","200000010","26","26","0","0","26","0","26","26","0","26","26","57","26","26","26","642","35","0","26","26","26","0","205300","0","0","30","7285","26","0","1","26","10","1","620530026"
"27","27","0","1","10","200000010","27","27","0","0","27","0","27","27","0","27","27","61","27","27","27","681","38","0","27","27","27","0","205300","0","0","30","7785","27","0","1","27","10","1","620530027"
"28","28","0","1","10","200000010","28","28","0","0","28","0","28","28","0","28","28","65","28","28","28","719","40","0","28","28","28","0","205300","0","0","30","8285","28","0","1","28","10","1","620530028"
"29","29","0","1","10","200000010","29","29","0","0","29","0","29","29","0","29","29","69","29","29","29","758","42","0","29","29","29","0","205300","0","0","30","8785","29","0","1","29","10","1","620530029"
