c1b74586625890f10e4e5400b35d54b67e2dcf9ad5f6a109819a90fc5eaac00e,b2ccea8aff1dd84ab62784310c3e9d09da1af36805ac898cf9fcdd706a6e263d,ffe82516df81a77770d5a39245e9eea773a55683ce03132cb2e3e77a5d706962,6bfbdfdfee04397163ce7c0a4ab46bcc71cb41374ea38ea30b30addde29ff0c0,6cc2b92c3ca7b4a937b87dba0fc3e42280bb609b09fafc488371d32f141c6c84,380b499600b59b6eed143dfcaf3cd448097ebd00efc30cf053e8de3270490d98,eca2529ef7678e21d4890af02141c814b920f7da874692979680a67ab1171c50,d899ced72766c592981c3c413106cb8005f698b2885ecef75469df691e241a9e,d75739bd769e888b2838e3c425a4e2a76e59993cfeaa6c6bf93f8c9b45dc7afc,2cc26a5f4dd9eedcdcbc9348ebd50a18fd381af29b1266d5e33a181bcdd953c2,e6e25f692f79a4852803ee69e27e6f5ec5994554f2687d07cf5659853b604773,208c168094875c9c8265e426ef5cf73f954cdc17127b421b99a16f29b3ec31e6,d6b6722d78f26bcab4914282bdccdd8d6547e4e59f618936e7c77de851459aa9,5e6a2c8a0fbc344d4296b799b14b2412be5f3413786c82cf7ee5117d570a3415,02b4a646142ba0c610e5942e6ea6bdbb7d82befa3382b0da4bcbe225e859f0ab,86c31fcf1df34f323dd5122b3f2b6e32bb13e9368bf7c54058b36f7196290126,3095c471764458a2aa62c3bd6ab59f42f3b21790f9a99f2352fd95dc163d9cc9,8a164f7e0a01075d4f52d675077e193547baa757b94a639e6bf47b95f62d9626,2ac727a8f6e62a0087ea9d895beb1ba90d52ce53fa6eba8457a609eb63b23d9f,c2166f357cb2b0e53ea3e071599d18daa9b342b2a93fa4470dfe45ff4775e37e,5ebfeb1c1b2236da2aa4f06fde0a64b0aea5cb852eb83465538fc02797fdcf08,c75724f7fe790b10b50bba2b8cbad433426a715c916e73106fe1d5254dd27ab8,b6a5d4c4a9e58fe9b0cbbb124d3bee1abd1225a760e2706f6255f7309d8ee3f6,72c60ffec24bad51d108f8c1082a80777aa5b7591cf10d0cdd6b47608f4d0295,0ce2fea12ef98fea0a028027f0ee194b74e85daff10bbe56d67bf1cbc1271da5,1befb1fb03d2e6235fbc30a81541c7dca39bfa616b9c6db9042bb96f35c74a19,852a9594a8454bb2d079521f774f91cf252bfdd55ffb50d17bdf31a33d90e7f1,e22604794ffeb22e2329f755713f31d2fbd036b5454dc1560e88a55927de051b,32ec7668a2e507fc8966b5d1c21b2fdc0a9dc2d737a17439f462d9ba07dd81a1,5e9de8112557888dbccff68a87429f05bcec48a17ba252841053860280e918d6,32f82cc3dbf410d8e46f5868042e1ea46672cd5b37187aeae5016d07613d0adf,8b8fe9bb5f7200b6cdf5d2f4fd2e5a9a1259153c71bde34934b1693d40f03970,e6f6d2d7c2bc39a08e921e41d55da49b9bd45768c0478106ae70e9990afa2988,34452c8fad7a0083ceb48aa258c8e60a2bcf435a2fab314ea3255a1f7e627886,7c9a04d7b10a97f1a1fbe5a18459aef137288eab57a8ee18a4ae2a17b0889e1c,94f40d96eab7fdcf7344c01f656e116be7fb305349bbd6b897bb7b31e3a29a3a,675df83924c24b5f07690f6c584868a4255b9144ae330ceb2713a717faa524d6,c18dce664716c04877aaef515cbe4e18855d5e073bf07c62c8428f7ba10f8a06,8aa292f0590f58980fb199ba7bba50d23136c544939f96aa4535e81f4c306c74,90091176489e48d6ee7430bd0c08baf4a8c0c927317c7d725a8df57f8d04d5af
"54","54","54","54","1","0","200000006","203700","54","10","20038","0","0","1611","0","670370054","0","54","30","54","54","54","54","0","0","49","0","54","0","54","54","54","1","54","54","63","54","0","1","10"
"55","55","55","55","1","0","200000006","203700","55","10","20635","0","0","1640","0","670370055","0","55","30","55","55","55","55","0","0","51","0","55","0","55","55","55","1","55","55","65","55","0","1","10"
"56","56","56","56","1","0","200000006","203700","56","10","20935","0","0","1670","0","670370056","0","56","30","56","56","56","56","0","0","52","0","56","0","56","56","56","1","56","56","66","56","0","1","10"
"57","57","57","57","1","0","200000006","203700","57","10","21235","0","0","1700","0","670370057","0","57","30","57","57","57","57","0","0","52","0","57","0","57","57","57","1","57","57","66","57","0","1","10"
"58","58","58","58","1","0","200000006","203700","58","10","22248","0","0","1770","0","670370058","0","58","30","58","58","58","58","0","0","54","0","58","0","58","58","58","1","58","58","68","58","0","1","10"
"59","59","59","59","1","0","200000006","203700","59","10","23262","0","0","1840","0","670370059","0","59","30","59","59","59","59","0","0","56","0","59","0","59","59","59","1","59","59","71","59","0","1","10"
"60","60","60","60","1","0","200000006","203700","60","10","24275","0","0","1910","0","670370060","0","60","30","60","60","60","60","0","0","58","0","60","0","60","60","60","1","60","60","73","60","0","1","10"
"61","61","61","61","1","0","200000006","203700","61","10","25288","0","0","1981","0","670370061","0","61","30","61","61","61","61","0","0","60","0","61","0","61","61","61","1","61","61","76","61","0","1","10"
"62","62","62","62","1","0","200000006","203700","62","10","25739","0","0","2049","0","670370062","0","62","30","62","62","62","62","0","0","61","0","62","0","62","62","62","1","62","62","77","62","0","1","10"
"63","63","63","63","1","0","200000006","203700","63","10","26189","0","0","2117","0","670370063","0","63","30","63","63","63","63","0","0","62","0","63","0","63","63","63","1","63","63","78","63","0","1","10"
"64","64","64","64","1","0","200000006","203700","64","10","26640","0","0","2185","0","670370064","0","64","30","64","64","64","64","0","0","64","0","64","0","64","64","64","1","64","64","78","64","0","1","10"
"65","65","65","65","1","0","200000006","203700","65","10","27091","0","0","2253","0","670370065","0","65","30","65","65","65","65","0","0","65","0","65","0","65","65","65","1","65","65","79","65","0","1","10"
"66","66","66","66","1","0","200000006","203700","66","10","27541","0","0","2321","0","670370066","0","66","30","66","66","66","66","0","0","66","0","66","0","66","66","66","1","66","66","80","66","0","1","10"
"67","67","67","67","1","0","200000006","203700","67","10","27992","0","0","2389","0","670370067","0","67","30","67","67","67","67","0","0","67","0","67","0","67","67","67","1","67","67","81","67","0","1","10"
"68","68","68","68","1","0","200000006","203700","68","10","28443","0","0","2456","0","670370068","0","68","30","68","68","68","68","0","0","68","0","68","0","68","68","68","1","68","68","81","68","0","1","10"
"69","69","69","69","1","0","200000006","203700","69","10","28893","0","0","2524","0","670370069","0","69","30","69","69","69","69","0","0","69","0","69","0","69","69","69","1","69","69","82","69","0","1","10"
"70","70","70","70","1","0","200000006","203700","70","10","29344","0","0","2592","0","670370070","0","70","30","70","70","70","70","0","0","71","0","70","0","70","70","70","1","70","70","83","70","0","1","10"
"71","71","71","71","1","0","200000006","203700","71","10","29795","0","0","2660","0","670370071","0","71","30","71","71","71","71","0","0","72","0","71","0","71","71","71","1","71","71","84","71","0","1","10"
"1","1","1","1","1","0","200000001","203800","1","10","370","0","0","36","0","670380001","0","1","30","1","1","1","1","0","0","2","0","1","0","1","1","1","1","1","1","5","1","0","1","10"
"2","2","2","2","1","0","200000001","203800","2","10","485","0","0","39","0","670380002","0","2","30","2","2","2","2","0","0","3","0","2","0","2","2","2","1","2","2","6","2","0","1","10"
"3","3","3","3","1","0","200000001","203800","3","10","809","0","0","43","0","670380003","0","3","30","3","3","3","3","0","0","4","0","3","0","3","3","3","1","3","3","8","3","0","1","10"
"4","4","4","4","1","0","200000001","203800","4","10","713","0","0","62","0","670380004","0","4","30","4","4","4","4","0","0","4","0","4","0","4","4","4","1","4","4","8","4","0","1","10"
"5","5","5","5","1","0","200000001","203800","5","10","792","0","0","93","0","670380005","0","5","30","5","5","5","5","0","0","5","0","5","0","5","5","5","1","5","5","9","5","0","1","10"
"6","6","6","6","1","0","200000001","203800","6","10","869","0","0","122","0","670380006","0","6","30","6","6","6","6","0","0","6","0","6","0","6","6","6","1","6","6","11","6","0","1","10"
"7","7","7","7","1","0","200000001","203800","7","10","1071","0","0","151","0","670380007","0","7","30","7","7","7","7","0","0","7","0","7","0","7","7","7","1","7","7","12","7","0","1","10"
"8","8","8","8","1","0","200000001","203800","8","10","1270","0","0","181","0","670380008","0","8","30","8","8","8","8","0","0","8","0","8","0","8","8","8","1","8","8","14","8","0","1","10"
"9","9","9","9","1","0","200000001","203800","9","10","1306","0","0","195","0","670380009","0","9","30","9","9","9","9","0","0","8","0","9","0","9","9","9","1","9","9","14","9","0","1","10"
"10","10","10","10","1","0","200000001","203800","10","10","1344","0","0","208","0","670380010","0","10","30","10","10","10","10","0","0","9","0","10","0","10","10","10","1","10","10","15","10","0","1","10"
"11","11","11","11","1","0","200000001","203800","11","10","1380","0","0","222","0","670380011","0","11","30","11","11","11","11","0","0","9","0","11","0","11","11","11","1","11","11","15","11","0","1","10"
"12","12","12","12","1","0","200000001","203800","12","10","1416","0","0","234","0","670380012","0","12","30","12","12","12","12","0","0","9","0","12","0","12","12","12","1","12","12","15","12","0","1","10"
"13","13","13","13","1","0","200000001","203800","13","10","1678","0","0","258","0","670380013","0","13","30","13","13","13","13","0","0","10","0","13","0","13","13","13","1","13","13","17","13","0","1","10"
"14","14","14","14","1","0","200000001","203800","14","10","1940","0","0","283","0","670380014","0","14","30","14","14","14","14","0","0","11","0","14","0","14","14","14","1","14","14","18","14","0","1","10"
"15","15","15","15","1","0","200000001","203800","15","10","2201","0","0","307","0","670380015","0","15","30","15","15","15","15","0","0","11","0","15","0","15","15","15","1","15","15","18","15","0","1","10"
"16","16","16","16","1","0","200000001","203800","16","10","2463","0","0","331","0","670380016","0","16","30","16","16","16","16","0","0","12","0","16","0","16","16","16","1","16","16","18","16","0","1","10"
"17","17","17","17","1","0","200000001","203800","17","10","2893","0","0","374","0","670380017","0","17","30","17","17","17","17","0","0","13","0","17","0","17","17","17","1","17","17","18","17","0","1","10"
"18","18","18","18","1","0","200000001","203800","18","10","3323","0","0","416","0","670380018","0","18","30","18","18","18","18","0","0","13","0","18","0","18","18","18","1","18","18","18","18","0","1","10"
"19","19","19","19","1","0","200000001","203800","19","10","3626","0","0","424","0","670380019","0","19","30","19","19","19","19","0","0","13","0","19","0","19","19","19","1","19","19","19","19","0","1","10"
"20","20","20","20","1","0","200000001","203800","20","10","3768","0","0","439","0","670380020","0","20","30","20","20","20","20","0","0","13","0","20","0","20","20","20","1","20","20","19","20","0","1","10"
"21","21","21","21","1","0","200000001","203800","21","10","3910","0","0","454","0","670380021","0","21","30","21","21","21","21","0","0","13","0","21","0","21","21","21","1","21","21","19","21","0","1","10"
"22","22","22","22","1","0","200000001","203800","22","10","4036","0","0","482","0","670380022","0","22","30","22","22","22","22","0","0","14","0","22","0","22","22","22","1","22","22","20","22","0","1","10"
"23","23","23","23","1","0","200000001","203800","23","10","4236","0","0","482","0","670380023","0","23","30","23","23","23","23","0","0","14","0","23","0","23","23","23","1","23","23","20","23","0","1","10"
"24","24","24","24","1","0","200000001","203800","24","10","4597","0","0","633","0","670380024","0","24","30","24","24","24","24","0","0","20","0","24","0","24","24","24","1","24","24","28","24","0","1","10"
"25","25","25","25","1","0","200000001","203800","25","10","4957","0","0","639","0","670380025","0","25","30","25","25","25","25","0","0","21","0","25","0","25","25","25","1","25","25","29","25","0","1","10"
"26","26","26","26","1","0","200000001","203800","26","10","5057","0","0","639","0","670380026","0","26","30","26","26","26","26","0","0","21","0","26","0","26","26","26","1","26","26","29","26","0","1","10"
"27","27","27","27","1","0","200000001","203800","27","10","5177","0","0","646","0","670380027","0","27","30","27","27","27","27","0","0","22","0","27","0","27","27","27","1","27","27","29","27","0","1","10"
"28","28","28","28","1","0","200000001","203800","28","10","5828","0","0","687","0","670380028","0","28","30","28","28","28","28","0","0","23","0","28","0","28","28","28","1","28","28","31","28","0","1","10"
"29","29","29","29","1","0","200000001","203800","29","10","6987","0","0","734","0","670380029","0","29","30","29","29","29","29","0","0","23","0","29","0","29","29","29","1","29","29","31","29","0","1","10"
"30","30","30","30","1","0","200000001","203800","30","10","7048","0","0","785","0","670380030","0","30","30","30","30","30","30","0","0","23","0","30","0","30","30","30","1","30","30","32","30","0","1","10"
"31","31","31","31","1","0","200000001","203800","31","10","7065","0","0","787","0","670380031","0","31","30","31","31","31","31","0","0","23","0","31","0","31","31","31","1","31","31","32","31","0","1","10"
"58","58","58","58","1","0","200000001","203800","58","10","7083","0","0","790","0","670380032","0","32","30","58","58","58","58","0","0","23","0","58","0","58","58","58","1","58","58","32","58","0","1","10"
"59","59","59","59","1","0","200000001","203800","59","10","7100","0","0","792","0","670380033","0","33","30","59","59","59","59","0","0","23","0","59","0","59","59","59","1","59","59","32","59","0","1","10"
"60","60","60","60","1","0","200000001","203800","60","10","8247","0","0","794","0","670380034","0","34","30","60","60","60","60","0","0","23","0","60","0","60","60","60","1","60","60","32","60","0","1","10"
"61","61","61","61","1","0","200000001","203800","61","10","8333","0","0","800","0","670380035","0","35","30","61","61","61","61","0","0","23","0","61","0","61","61","61","1","61","61","33","61","0","1","10"
"62","62","62","62","1","0","200000001","203800","62","10","9048","0","0","845","0","670380036","0","36","30","62","62","62","62","0","0","23","0","62","0","62","62","62","1","62","62","33","62","0","1","10"
"63","63","63","63","1","0","200000001","203800","63","10","10059","0","0","936","0","670380037","0","37","30","63","63","63","63","0","0","25","0","63","0","63","63","63","1","63","63","36","63","0","1","10"
"64","64","64","64","1","0","200000001","203800","64","10","11070","0","0","1026","0","670380038","0","38","30","64","64","64","64","0","0","35","0","64","0","64","64","64","1","64","64","48","64","0","1","10"
"65","65","65","65","1","0","200000001","203800","65","10","12186","0","0","1143","0","670380039","0","39","30","65","65","65","65","0","0","35","0","65","0","65","65","65","1","65","65","48","65","0","1","10"
"66","66","66","66","1","0","200000001","203800","66","10","13301","0","0","1260","0","670380040","0","40","30","66","66","66","66","0","0","35","0","66","0","66","66","66","1","66","66","48","66","0","1","10"
"67","67","67","67","1","0","200000001","203800","67","10","16708","0","0","1371","0","670380041","0","41","30","67","67","67","67","0","0","36","0","67","0","67","67","67","1","67","67","49","67","0","1","10"
"42","42","42","42","1","0","200000001","203800","42","10","20115","0","0","1481","0","670380042","0","42","30","42","42","42","42","0","0","36","0","42","0","42","42","42","1","42","42","50","42","0","1","10"
"43","43","43","43","1","0","200000001","203800","43","10","20209","0","0","1484","0","670380043","0","43","30","43","43","43","43","0","0","37","0","43","0","43","43","43","1","43","43","51","43","0","1","10"
"44","44","44","44","1","0","200000001","203800","44","10","20302","0","0","1488","0","670380044","0","44","30","44","44","44","44","0","0","37","0","44","0","44","44","44","1","44","44","52","44","0","1","10"
"45","45","45","45","1","0","200000001","203800","45","10","20396","0","0","1491","0","670380045","0","45","30","45","45","45","45","0","0","38","0","45","0","45","45","45","1","45","45","53","45","0","1","10"
"46","46","46","46","1","0","200000001","203800","46","10","21500","0","0","1536","0","670380046","0","46","30","46","46","46","46","0","0","40","0","46","0","46","46","46","1","46","46","56","46","0","1","10"
"47","47","47","47","1","0","200000001","203800","47","10","22604","0","0","1581","0","670380047","0","47","30","47","47","47","47","0","0","42","0","47","0","47","47","47","1","47","47","58","47","0","1","10"
"48","48","48","48","1","0","200000001","203800","48","10","22604","0","0","1623","0","670380048","0","48","30","48","48","48","48","0","0","45","0","48","0","48","48","48","1","48","48","60","48","0","1","10"
"49","49","49","49","1","0","200000001","203800","49","10","22604","0","0","1664","0","670380049","0","49","30","49","49","49","49","0","0","47","0","49","0","49","49","49","1","49","49","63","49","0","1","10"
"50","50","50","50","1","0","200000001","203800","50","10","22604","0","0","1698","0","670380050","0","50","30","50","50","50","50","0","0","50","0","50","0","50","50","50","1","50","50","65","50","0","1","10"
"51","51","51","51","1","0","200000001","203800","51","10","22604","0","0","1732","0","670380051","0","51","30","51","51","51","51","0","0","51","0","51","0","51","51","51","1","51","51","66","51","0","1","10"
"52","52","52","52","1","0","200000001","203800","52","10","22604","0","0","1766","0","670380052","0","52","30","52","52","52","52","0","0","51","0","52","0","52","52","52","1","52","52","66","52","0","1","10"
"53","53","53","53","1","0","200000001","203800","53","10","23104","0","0","1800","0","670380053","0","53","30","53","53","53","53","0","0","51","0","53","0","53","53","53","1","53","53","66","53","0","1","10"
"54","54","54","54","1","0","200000001","203800","54","10","23604","0","0","1834","0","670380054","0","54","30","54","54","54","54","0","0","51","0","54","0","54","54","54","1","54","54","67","54","0","1","10"
"55","55","55","55","1","0","200000001","203800","55","10","24104","0","0","1868","0","670380055","0","55","30","55","55","55","55","0","0","51","0","55","0","55","55","55","1","55","55","67","55","0","1","10"
"56","56","56","56","1","0","200000001","203800","56","10","24604","0","0","1902","0","670380056","0","56","30","56","56","56","56","0","0","51","0","56","0","56","56","56","1","56","56","67","56","0","1","10"
"57","57","57","57","1","0","200000001","203800","57","10","24604","0","0","1952","0","670380057","0","57","30","57","57","57","57","0","0","51","0","57","0","57","57","57","1","57","57","67","57","0","1","10"
"58","58","58","58","1","0","200000001","203800","58","10","30804","0","0","2544","0","670380058","0","58","30","58","58","58","58","0","0","72","0","58","0","58","58","58","1","58","58","94","58","0","1","10"
"59","59","59","59","1","0","200000001","203800","59","10","34604","0","0","2924","0","670380059","0","59","30","59","59","59","59","0","0","84","0","59","0","59","59","59","1","59","59","107","59","0","1","10"
"60","60","60","60","1","0","200000001","203800","60","10","35104","0","0","3024","0","670380060","0","60","30","60","60","60","60","0","0","84","0","60","0","60","60","60","1","60","60","107","60","0","1","10"
"61","61","61","61","1","0","200000001","203800","61","10","35604","0","0","3124","0","670380061","0","61","30","61","61","61","61","0","0","84","0","61","0","61","61","61","1","61","61","108","61","0","1","10"
"62","62","62","62","1","0","200000001","203800","62","10","35909","0","0","3187","0","670380062","0","62","30","62","62","62","62","0","0","84","0","62","0","62","62","62","1","62","62","108","62","0","1","10"
