780399ef91f91ed1ad22e472e841d7020d797a19c285e1ae54ac022791fff335,bb9074d09cd96c3316b671587d33d085f1f04d58e12ade61d16d6cb088126fad,5dda0ec1c84c5e1edc724cb9a064c6ff35cfad1c818062ea6ce65419fddb6187,a718a1857b0a0b7fc8880f7fb0db3661f801407e10be2d2865a9d89d27cf1236,2bb9a3a2612697583b3da3b2922dfaf195e5843d8a9397ad9217db464bccc7ff,661d59e66d0677639383988fead496753b79ffbea5403768d393036b9452bcb1,fc43d9a38cdbc2e325238de0e67723df9df736e954872778ceff488f227f7b98,18227fffbe094cbe0749308ac8d0105aec004cde34128946b24b08ed353cb0c3,591547cb5e98f48a5bda1e82d99937e675f92467e6ef9b338072c204eac98b7d,cfd44e05bdd89dd99e78be6874b8af643e4324877e78796084ba04e0161e3826,66886144c5a78dd0d9d19a085982329ab7df7d782ae713e67eb454876fffcbc7
"11","嗯～坐在游泳圈上是可以啦，\n但要游的話就感覺有點……妳懂嗎？","1","0","107811","19460023","0","946","1","0","5"
"91","","","","0","19460024","","946","","",""
"3","46_tamaki_nod","","0.1","107911","19460025","1","946","46_tamaki_nod_loop","0.1",""
"21","vo_fpc_30604","","","vo_fpc","19460026","","946","0","",""
"11","我懂喵。感覺包括我在內的貓獸人族\n就有很多那樣的人喵。","0.5","0","107911","19460027","0","946","1","0","6"
"91","","","","0","19460028","","946","","",""
"2","1000","","","122411","19460029","","946","8.64253393665158","","-180"
"33","1000","","","122411","19460030","","946","8.64253393665158","","-180"
"93","0","","","3","19460031","","946","","",""
"3","46_hiyori_flutterKick_handWave","","0.1","122411","19460032","1","946","46_hiyori_flutterKick_handWave_loop","0.1","0"
"21","vo_fpc_30605","","","vo_fpc","19460033","","946","0","",""
"11","啊，哈囉──！","1","0","122411","19460034","0","946","1","0","10"
"93","0","","","2","19460035","","946","","",""
"3","46_tamaki_handwave","","0.1","107911","19460036","1","946","46_tamaki_handwave_loop","0.1",""
"3","46_kyaru_idle_smile","","0.1","107811","19460037","1","946","46_kyaru_idle_smile_loop","0.1",""
"93","0","","","1.5","19460038","","946","","",""
"21","vo_fpc_30606","","","vo_fpc","19460039","","946","0","",""
"11","哈囉──\n不過，當然還是有例外啦喵。","1","0","107911","19460040","0","946","1","0","5"
"91","","","","0","19460041","","946","","",""
"3","46_tamaki_talk2","","0.1","107911","19460042","1","946","46_tamaki_talk2_loop","0.1","0"
"21","vo_fpc_30607","","","vo_fpc","19460043","","946","0","",""
"11","是啊。\n……話說回來，她還真有精神呢。","0.5","0","107811","19460044","0","946","1","0","6"
"91","","","","0","19460045","","946","","",""
"3","46_kyaru_idle_normal","","0.1","107811","19460046","1","946","46_kyaru_idle_normal_loop","0.1","0"
"93","0","","","0.5","19460047","","946","","",""
"32","0","","","115","19460048","","946","","",""
"32","0","","","122411","19460049","","946","","",""
"2","-910","","","122411","19460050","","946","0","","-180"
"33","-910","","","115","19460051","","946","0","","-180"
"2","1000","","","122411","19460052","","946","4.80140774258421","","-180"
"33","1000","","","115","19460053","","946","4.80140774258421","","-180"
"32","1","","","115","19460054","","946","","",""
"3","46_hiyori_flutterKickFast","","0.1","122411","19460055","","946","","","1"
"93","0","","","1.5","19460056","","946","","",""
"21","vo_fpc_30608","","","vo_fpc","19460057","","946","0","",""
"11","哇──！","1","0","122411","19460058","0","946","1","0","15"
"93","0","","","0.766666666666667","19460059","","946","","",""
"93","0","","","1.5","19460060","","946","","",""
"91","","","","19460052","19460061","","946","","",""
"3","46_tamaki_talk3","","0.1","107911","19460062","1","946","46_tamaki_talk3_loop","0.1",""
"21","vo_fpc_30609","","","vo_fpc","19460063","","946","0","",""
"11","……咦？這個泳池\n應該相當地長才對喵。","0.5","0","107911","19460064","0","946","1","0","7"
"91","","","","0","19460065","","946","","",""
"3","46_kyaru_idle_normal2","","0.1","107811","19460066","1","946","46_kyaru_idle_normal2_loop","0.1","0"
"32","0","","","115","19460067","","946","","",""
"2","-910","","","122411","19460068","","946","0","","-180"
"33","-910","","","115","19460069","","946","0","","-180"
"2","1000","","","122411","19460070","","946","2.1606334841629","","-180"
"33","1000","","","115","19460071","","946","2.1606334841629","","-180"
"32","1","","","115","19460072","","946","","",""
"23","se_10053800_946_hiyori","","1","se_10053800","19460073","","946","","","0"
"93","0","","","0.5","19460074","","946","","",""
"21","vo_fpc_30610","","","vo_fpc","19460075","","946","0","",""
"11","哇──！","1","0","122411","19460076","0","946","1","0","27"
"93","0","","","0.65","19460077","","946","","",""
"93","0","","","1.5","19460078","","946","","",""
"3","46_kyaru_surprise","","0.1","107811","19460079","1","946","46_kyaru_surprise_loop","0.1","0"
"3","46_tamaki_talk4","","0.1","107911","19460080","1","946","46_tamaki_talk4_loop","0.1",""
"21","vo_fpc_30611","","","vo_fpc","19460081","","946","0","",""
"11","她剛剛才剛通過這裡吧？\n是游得多快啊！？","0.5","0","107811","19460082","0","946","1","0","7"
"91","","","","0","19460083","","946","","",""
"32","0","","","115","19460084","","946","","",""
"2","-910","","","122411","19460085","","946","0","","-180"
"33","-910","","","115","19460086","","946","0","","-180"
"2","1000","","","122411","19460087","","946","2.1606334841629","","-180"
"33","1000","","","115","19460088","","946","2.1606334841629","","-180"
"32","1","","","115","19460089","","946","","",""
"23","se_10053800_946_hiyori","","1","se_10053800","19460090","","946","","","0"
"93","0","","","0.5","19460091","","946","","",""
"21","vo_fpc_30612","","","vo_fpc","19460092","","946","0","",""
"11","好──好玩！","1","0","122411","19460093","0","946","1","0","20"
"93","0","","","0.8","19460094","","946","","",""
"93","0","","","1.5","19460095","","946","","",""
"3","46_cmn_run","","0.1","107911","19460096","","946","","","1"
"3","46_cmn_run","","0.1","107811","19460097","","946","","","1"
"2","800","","","107911","19460098","","946","2.8657616892911","","-15"
"2","800","","","107811","19460099","","946","3.46907993966818","","-15"
"91","","","","0","19460100","","946","","",""
"1","129411","cmn_float_r","1.75","1","19470001","-180","947","-850","0","22"
"5","31","empty","1.75","3","19470002","-180","947","320","0","23"
"1","129511","cmn_float","1.75","1","19470003","-125","947","-1100","0","12"
"5","32","empty","1.75","3","19470004","-125","947","70","0","13"
"5","26","47_yuni_float","1.75","26","19470005","-180","947","-900","0","22"
"31","61","","1","6","19470006","1","947","-180","","-820"
"31","41","","0","4","19470007","1","947","-180","","320"
"31","1031","","0","103","19470008","1","947","-180","","320"
"31","1241","","0","124","19470009","1","947","-180","","320"
"31","91","","0","9","19470010","1","947","-180","","320"
"31","101","","1","10","19470011","1","947","-180","","850"
"31","62","","1","6","19470012","1","947","-125","","-1100"
"31","42","","0","4","19470013","1","947","-125","","70"
"31","1032","","0","103","19470014","1","947","-125","","70"
"31","1242","","0","124","19470015","1","947","-125","","70"
"31","92","","0","9","19470016","1","947","-125","","70"
"31","102","","1","10","19470017","1","947","-125","","850"
"31","26","","1","102","19470018","1","947","-180","","-900"
"31","1009","","0","1009","19470019","1","947","0","","-975"
"31","1010","","0","1010","19470020","1","947","0","","-310"
"31","1011","","0","1011","19470021","1","947","30","","570"
"23","se_fpc_water_random","","1","se_10053800","19470022","","947","","","1"
"91","","","","19470021","19470023","","947","","",""
"3","cmn_float_r","","0.1","129411","19470024","","947","","","1"
"2","320","","","129411","19470025","12","947","6.88235294117647","","-180"
"33","350","","","61","19470026","12","947","6.88235294117647","","-180"
"2","70","","","129511","19470027","12","947","6.88235294117647","","-125"
"33","70","","","62","19470028","12","947","6.88235294117647","","-125"
"33","195","","","1009","19470029","12","947","6.88235294117647","","0"
"32","1","","","1009","19470030","","947","","",""
"91","","","","19470025","19470031","","947","","",""
"2","-280","","","26","19470032","12","947","4.55882352941176","","-180"
"33","-280","","","26","19470033","12","947","4.55882352941176","","-180"
"91","","","","19470032","19470034","","947","","",""
"32","0","","","1009","19470035","","947","","",""
"21","vo_fpc_30701","","","vo_fpc","19470036","","947","0","",""
"11","流逝的泳池水源源不絕，\n而且那並非原本的水……是嗎。","0.5","0","26","19470037","0","947","1","0","4"
"91","","","","0","19470038","","947","","",""
"21","vo_fpc_30702","","","vo_fpc","19470039","","947","0","",""
"11","喲，各位，玩得天真無邪呢。\n這世界的無常真令我感到虛幻啊。\n講白一點，\n我把羅塞塔弄丟了。","1","0","26","19470040","0","947","1","0","4"
"91","","","","0","19470041","","947","","",""
"3","47_chieru_surprise_in","","0.1","129511","19470042","1","947","47_cmn_surprise_loop","0.1","0"
"33","100","","","62","19470043","12","947","0.2","","-125"
"3","47_kuroe_surprise_in","","0.1","129411","19470044","1","947","47_cmn_surprise_loop","0.1","0"
"21","vo_fpc_30703","","","vo_fpc","19470045","","947","0","",""
"11","喂……\n妳在搞什麼啦，得快去找才行……！","0.5","0","129411","19470046","0","947","1","0","17"
"91","","","","0","19470047","","947","","",""
"3","47_cmn_diving_in","","0.1","129411","19470048","1","947","cmn_swm_diving","0.1","0"
"93","0","","","0.2","19470049","","947","","",""
"32","0","","","61","19470050","","947","","",""
"32","1","","","1031","19470051","","947","","",""
"32","1","","","91","19470052","","947","","",""
"2","850","","","129411","19470053","","947","1.59879336349925","","-180"
"33","850","","","91","19470054","","947","1.59879336349925","","-180"
"3","47_cmn_diving_in","","0.1","129511","19470055","1","947","cmn_swm_diving","0.1","0"
"93","0","","","0.2","19470056","","947","","",""
"32","0","","","62","19470057","","947","","",""
"32","1","","","1032","19470058","","947","","",""
"32","1","","","92","19470059","","947","","",""
"2","850","","","129511","19470060","","947","1.96078431372549","","-125"
"33","850","","","92","19470061","","947","1.96078431372549","","-125"
"91","","","","19470060","19470062","","947","","",""
"32","0","","","91","19470063","","947","","",""
"32","0","","","92","19470064","","947","","",""
"2","70","","","129511","19470065","12","947","2.94117647058824","","-125"
"33","70","","","102","19470066","12","947","2.94117647058824","","-125"
"3","cmn_swm_diving_r","","0.1","129511","19470067","","947","","","1"
"93","0","","","1","19470068","","947","","",""
"21","vo_fpc_30704","","","vo_fpc","19470069","","947","0","",""
"11","有找到嗎？","0.5","0","26","19470070","0","947","1","0","13"
"93","0","","","0.9","19470071","","947","","",""
"93","0","","","1","19470072","","947","","",""
"91","","","","19470065","19470073","","947","","",""
"3","47_yuni_surprise_in","","0.1","26","19470074","1","947","47_yuni_surprise_loop","0.1","0"
"3","47_cmn_item_in","","0.1","129511","19470075","1","947","47_cmn_item_loop","0.1","0"
"3","47_cmn_item_in_book","","0.1","32","19470076","1","947","47_cmn_item_loop_book","0.1","0"
"93","0","","","0.2","19470077","","947","","",""
"32","1","","","42","19470078","","947","","",""
"32","1","","","1242","19470079","","947","","",""
"32","0","","","102","19470080","","947","","",""
"21","vo_fpc_30705","","","vo_fpc","19470081","","947","0","",""
"11","有優妮學姐的書。","1","0","129511","19470082","0","947","1","0","6"
"93","0","","","1.8","19470083","","947","","",""
"2","320","","","129411","19470084","12","947","1.99849170437406","","-180"
"33","320","","","101","19470085","12","947","1.99849170437406","","-180"
"3","cmn_swm_diving_r","","0.1","129411","19470086","","947","","","1"
"93","0","","","1.5","19470087","","947","","",""
"91","","","","19470084","19470088","","947","","",""
"3","47_cmn_item_in","","0.1","129411","19470089","1","947","47_cmn_item_loop","0.1","0"
"3","47_cmn_item_in_weapon","","0.1","31","19470090","1","947","47_cmn_item_loop_weapon","0.1","0"
"93","0","","","0.2","19470091","","947","","",""
"32","1","","","41","19470092","","947","","",""
"32","1","","","1241","19470093","","947","","",""
"32","0","","","101","19470094","","947","","",""
"21","vo_fpc_30706","","","vo_fpc","19470095","","947","0","",""
"11","有優妮學姐的斧頭還是長槍。","1","0","129411","19470096","0","947","1","70","7"
"91","","","","0","19470097","","947","","",""
"32","1","","","1011","19470098","","947","","",""
"21","vo_fpc_30707","","","vo_fpc","19470099","","947","0","",""
"11","砰～！\n警告優妮博士！\n泳池並不是垃圾桶！","1","730","26","19470100","0","947","1","140","5"
"93","0","","","5.25","19470101","","947","","",""
"93","0","","","1.5","19470102","","947","","",""
"3","47_yuni_float","","0.3","26","19470103","","947","","","1"
"32","1","","","1010","19470104","","947","","",""
"93","0","","","1.5","19470105","","947","","",""
"3","47_cmn_float_in","","0.1","129511","19470106","1","947","cmn_float","0.1","0"
"3","47_cmn_float_in_book","","0.1","32","19470107","0","947","empty","0.1","0"
"3","47_cmn_float_in","","0.1","129411","19470108","1","947","cmn_float","0.1","0"
"3","47_cmn_float_in_weapon","","0.1","31","19470109","0","947","empty","0.1","0"
"93","0","","","1.1","19470110","","947","","",""
"2","1000","","","129411","19470111","","947","3.07692307692308","","-180"
"33","1000","","","41","19470112","","947","3.07692307692308","","-180"
"2","1000","","","26","19470113","","947","5.79185520361991","","-180"
"33","1000","","","26","19470114","","947","5.79185520361991","","-180"
"2","1000","","","129511","19470115","","947","4.20814479638009","","-125"
"33","1000","","","42","19470116","","947","4.20814479638009","","-125"
"91","","","","19470113","19470117","","947","","",""
"23","se_fpc_water_random","","","se_10053800","19510001","","951","","",""
"5","1","cmn_float_monster_01","1.75","1","19510002","-180","951","-850","0","22"
"2","850","","","1","19510003","","951","15","","-180"
"23","se_fpc_water_random","","","se_10053800","19520001","","952","","",""
"5","1","cmn_float_monster_02","1.75","1","19520002","-180","952","-850","0","22"
"2","850","","","1","19520003","","952","15","","-180"
"23","se_fpc_water_random","","","se_10053800","19530001","","953","","",""
"5","1","cmn_float_monster_03","1.75","1","19530002","-180","953","-850","0","22"
"2","850","","","1","19530003","","953","15","","-180"
"23","se_fpc_water_random","","","se_10053800","19540001","","954","","",""
"5","1","cmn_float_monster_04","1.75","1","19540002","-180","954","-850","0","22"
"2","850","","","1","19540003","","954","15","","-180"
"23","se_fpc_water_random","","","se_10053800","19550001","","955","","",""
"5","1","cmn_float_monster_05","1.75","1","19550002","-180","955","-850","0","22"
"2","850","","","1","19550003","","955","15","","-180"
"23","se_fpc_water_random","","","se_10053800","19560001","","956","","",""
"5","1","cmn_float_monster_06","1.75","1","19560002","-180","956","-850","0","22"
"2","850","","","1","19560003","","956","15","","-180"
"23","se_fpc_water_random","","","se_10053800","19570001","","957","","",""
"5","1","cmn_float_monster_07","1.75","1","19570002","-180","957","-850","0","22"
"2","850","","","1","19570003","","957","15","","-180"
"23","se_fpc_water_random","","","se_10053800","19580001","","958","","",""
"5","1","cmn_float_monster_08","1.75","1","19580002","-180","958","-850","0","22"
"2","850","","","1","19580003","","958","15","","-180"
"23","se_fpc_water_random","","","se_10053800","19590001","","959","","",""
"5","1","cmn_float_monster_09","1.75","1","19590002","-180","959","-850","0","22"
"2","850","","","1","19590003","","959","15","","-180"
"23","se_fpc_water_random","","","se_10053800","19600001","","960","","",""
"5","1","cmn_float_monster_10","1.75","1","19600002","-180","960","-850","0","22"
