eee743833681bb9d33a0d1d77b3d13840132040cb9deb1e10da6ff349cc4821e,fa207cc632e6c10cf82f06190a5f0f9aea9064db547c1f971c67146b5b937d03,2b698e1e871601be613cc979908d1377f047f692563fc19d414244bb495decd9,0b80a2abb9537ade2fe2becab799cdb7b68c32919c2797b5bc68e8a8e5efb7ef,196824c81086b0702e806813d767da4b10d1ec96fc8afd7915f84d8aebe97084
"1356","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001046","boss_magic_def_lower_limit"
"1357","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001046","9"
"1358","戰鬥開始時，賦予所有怪物提供 5 個能夠對攻擊角色20000傷害的反擊屏障。","反擊屏障","82001046","24"
"1359","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001047","13"
"1360","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001047","11"
"1361","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001047","17"
"1362","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001047","boss_def_lower_limit"
"1363","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001047","boss_magic_def_lower_limit"
"1364","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001047","9"
"1365","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001048","13"
"1366","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001048","11"
"1367","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001048","17"
"1368","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001048","boss_def_lower_limit"
"1369","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001048","boss_magic_def_lower_limit"
"1370","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001048","9"
"1371","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001049","13"
"1372","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001049","11"
"1373","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001049","17"
"1374","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001049","boss_def_lower_limit"
"1375","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001049","boss_magic_def_lower_limit"
"1376","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001049","9"
"1377","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001050","13"
"1378","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001050","11"
"1379","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001050","17"
"1380","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001050","boss_def_lower_limit"
"1381","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001050","boss_magic_def_lower_limit"
"1382","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001050","9"
"1383","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少TP下降","82001050","boss_tp_down_cut"
"1384","戰鬥開始時，所有怪物的物理傷害為減少50%的狀態。","物理傷害降低","82001050","boss_physics_cut"
"1385","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","風屬性獎勵特大幅度提升","83001041","14"
"1386","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","83001041","11"
"1387","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","83001041","17"
"1388","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","83001041","boss_def_lower_limit"
"1389","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","83001041","boss_magic_def_lower_limit"
"1390","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","83001041","9"
"1391","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","風屬性獎勵特大幅度提升","83001042","14"
"1392","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","83001042","11"
"1393","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","83001042","17"
"1394","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","83001042","boss_def_lower_limit"
"1395","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","83001042","boss_magic_def_lower_limit"
"1396","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","83001042","9"
"1397","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","風屬性獎勵特大幅度提升","83001043","14"
"1398","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","83001043","11"
"1399","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","83001043","17"
"1400","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","83001043","boss_def_lower_limit"
"1401","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","83001043","boss_magic_def_lower_limit"
"1402","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","83001043","9"
"1403","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","風屬性獎勵特大幅度提升","83001044","14"
"1404","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","83001044","11"
"1405","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","83001044","17"
"1406","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","83001044","boss_def_lower_limit"
"1407","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","83001044","boss_magic_def_lower_limit"
"1408","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","83001044","9"
"1409","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","風屬性獎勵特大幅度提升","83001045","14"
"1410","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","83001045","11"
"1411","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","83001045","17"
"1412","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","83001045","boss_def_lower_limit"
"1413","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","83001045","boss_magic_def_lower_limit"
"1414","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","83001045","9"
"1415","戰鬥中，發動「傷害降低」、「提升毒、猛毒持續傷害」效果。","危險領域","83001046","25"
"1416","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","風屬性獎勵特大幅度提升","83001046","14"
"1417","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","83001046","11"
"1418","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","83001046","17"
"1419","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","83001046","boss_def_lower_limit"
"1420","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","83001046","boss_magic_def_lower_limit"
"1421","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","83001046","9"
"1422","戰鬥開始時，所有怪物的傷害為減少50%的狀態","傷害降低","83001046","boss_damage_cut"
"1423","戰鬥開始時，提升所有怪物受到的毒、猛毒狀態所造成的持續傷害。","提升毒、猛毒持續傷害","83001046","19"
"1424","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","風屬性獎勵特大幅度提升","83001047","14"
"1425","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","83001047","11"
"1426","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","83001047","17"
"1427","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","83001047","boss_def_lower_limit"
"1428","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","83001047","boss_magic_def_lower_limit"
"1429","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","83001047","9"
"1430","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","風屬性獎勵特大幅度提升","83001048","14"
"1431","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","83001048","11"
