7b57efa79541fbf7130b5c3930474d023351ca3776f2ec3ad87e0b8a60e5be8f,9f50129995039fc3a9662cbd17df392b4dbe3fcbfb6d97c50304f8f8b670ed17,3a4d4e1cf99cbc96df07d0673407646b449ab0446a435e301f78a87977ea6187,fbde344906f99b67c74e305135093178bd4ab441938b7fc73cd88cc19e037bd8,187f4264fd81cd4ad6c6b5e34ecbf372331eea7d0d0ab2494c41a080e4959130,7fb34218cdcc1152e68b83256e19ebcd0d65caad2bf75a3f7627fe477ad1f05d,301fca8a4adee96960a2f88bff7747963957aec8e6e2269590c344ea26abaa10,459748a50fe8b3d59cfc1496661e73d7ed57113e7ae3385f0119c8dad8fb7a72,0b54452c9f5ad2638da6dd8d77357122dfbe63163af771bae8bb04f7e237d179,1ad8ba57db2a120bb8c03b996fe8dac3bc41d36b0ecea9645199a52bd2c83c10,ae2adfe4cd8b4073bdb226e84a9a0cfc7576c503da2156195a6cc9243afb48ef
"1","","114","","","3","30312","","30312007","0","wac_no_items"
"1","","115","","","3","30312","","30312008","0","wac_no_items"
"-360","","105811","0","","2","30312","","30312009","","-335"
"-335","","105911","0","","2","30312","","30312010","","-190"
"-335","","106411","0","","2","30312","","30312011","","190"
"-360","","106011","0","","2","30312","","30312012","","350"
"-360","","111","0","","2","30312","","30312013","","-335"
"-335","","113","0","","2","30312","","30312014","","-190"
"-335","","114","0","","2","30312","","30312015","","190"
"-360","","115","0","","2","30312","","30312016","","350"
"","","59","","","32","30312","","30312017","","0"
"","","63","","","32","30312","","30312018","","1"
"","","17","","","32","30312","","30312019","","0"
"0","","106411","wac_talk_sad_loop_surprise","","3","30312","1","30312020","0.2","wac_talk_sad_in_surprise"
"0","","vo_wac_221214","0","","21","30312","","30312021","","vo_wac_221214_000"
"10","0","106411","1","0.5","11","30312","1","30312022","0","嗯──\n這樣就行了嗎？\n……嗯，這裡的線條有點不自然呢。\n是不是該畫得更平滑一點……？"
"","","0","","","91","30312","","30312023","",""
"1","","106411","","","3","30312","1","30312024","0.2","wac_idle_sad_surprise"
"0","","106011","wac_talk_doya_loop_surprise","","3","30312","1","30312025","0.2","wac_talk_doya_in_surprise"
"0","","vo_wac_221214","0","","21","30312","","30312026","","vo_wac_221214_001"
"10","0","106011","1","0.5","11","30312","1","30312027","0","我說妳啊──\n再講究下去會沒完沒了，就到此為止吧？\n還有妳的臉被油漆濺到了，\n過來這裡，我幫妳擦掉。"
"","","0","","","91","30312","","30312028","",""
"1","","106011","","","3","30312","1","30312029","0.2","wac_idle_doya_surprise"
"0","","105911","wac_talk_wish_loop_L","","3","30312","1","30312030","0.2","wac_talk_wish_in_L"
"0","","vo_wac_221214","0","","21","30312","","30312031","","vo_wac_221214_002"
"10","0","105911","1","0.5","11","30312","1","30312032","0","凱留小姐對於照顧雪菲小姐，\n已經可以說是得心應手了呢。\n看起來簡直就像是真正的姊妹一樣，\n讓在下覺得好欣慰。"
"","","0","","","91","30312","","30312033","",""
"1","","105911","","","3","30312","1","30312034","0.2","wac_idle_wish_L"
"1","","106011","","","3","30312","","30312035","0.2","wac_talk_anger_shy"
"1","","106411","","","3","30312","","30312036","0.2","wac_talk_anger_shy"
"0","","vo_wac_221214","0","","21","30312","","30312037","","vo_wac_221214_003"
"10","0","106411","1","0.5","11","30312","1","30312038","80","我們才不是姊妹啦！？"
"","","0","","","91","30312","","30312039","",""
"1","","106011","","","3","30312","","30312040","0.2","wac_idle_doya_shy"
"1","","106411","","","3","30312","1","30312041","0.2","wac_idle_sad_shy"
"0","","105811","wac_talk_smile_loop_L","","3","30312","1","30312042","0.2","wac_talk_smile_in_L"
"0","","vo_wac_221214","0","","21","30312","","30312043","","vo_wac_221214_004"
"10","0","105811","1","0.5","11","30312","1","30312044","0","看來小可蘿是媽媽，\n小凱留就是姊姊了吧～\n因為你感覺像是弟弟，所以爸爸是……\n咦，該不會是我吧！？"
"","","0","","","91","30312","","30312045","",""
"","","0","","","22","30312","","30312046","","0"
"","","","","","111","30312","","30312047","",""
"1","","105811","","","3","30313","","30313001","0.2","wac_idle_smile_L"
"1","","105911","","","3","30313","","30313002","0.2","wac_idle_wish_L"
"1","","106411","","","3","30313","","30313003","0.2","wac_idle_sad_shy"
"1","","106011","","","3","30313","","30313004","0.2","wac_idle_doya_shy"
"1","","111","","","3","30313","","30313005","0.2","wac_no_items"
"1","","113","","","3","30313","","30313006","0.2","wac_no_items"
"1","","114","","","3","30313","","30313007","0.2","wac_no_items"
"1","","115","","","3","30313","","30313008","0.2","wac_no_items"
"-360","","105811","0","","2","30313","","30313009","","-335"
"-335","","105911","0","","2","30313","","30313010","","-190"
"-335","","106411","0","","2","30313","","30313011","","190"
"-360","","106011","0","","2","30313","","30313012","","350"
"-360","","111","0","","2","30313","","30313013","","-335"
"-335","","113","0","","2","30313","","30313014","","-190"
"-335","","114","0","","2","30313","","30313015","","190"
"-360","","115","0","","2","30313","","30313016","","350"
"","","59","","","32","30313","","30313017","","0"
"","","63","","","32","30313","","30313018","","1"
"","","17","","","32","30313","","30313019","","0"
"","","0","","","91","30313","","30313020","",""
"202","0","1","-108","wac_default_01","1","30411","-213","30411001","2","106011"
"201","0","1","-108","wac_default_03","5","30411","-213","30411002","2","111"
"0","","43","0","","31","30411","1","30411003","1","43"
"0","","57","0","","31","30411","1","30411004","0","57"
"0","","11","0","","31","30411","1","30411005","0","11"
"0","","502","0","","31","30411","1","30411006","1","502"
"0","","106011","","","3","30411","0","30411007","0.2","wac_paint_01"
"0","","111","","","3","30411","0","30411008","0.2","wac_paint_03"
"","","0","","","93","30411","","30411009","","0"
"","","11","","","32","30411","","30411010","","1"
"0","","se_10035700","","","23","30411","","30411011","","se_10035700_brush"
"","","106011","","","13","30411","","30411012","","300"
"","","1","","","131","30411","","30411013","",""
"0","","106011","wac_talk_arm_crossed_loop","","3","30412","1","30412001","0.2","wac_talk_arm_crossed_in"
"1","","111","","","3","30412","","30412002","0.2","wac_no_items"
"-340","","106011","0","","2","30412","","30412003","","200"
"-340","","111","0","","2","30412","","30412004","","200"
"","","43","","","32","30412","","30412005","","0"
"","","57","","","32","30412","","30412006","","1"
"","","11","","","32","30412","","30412007","","0"
"0","","vo_wac_221215","0","","21","30412","","30412008","","vo_wac_221215_000"
"10","0","106011","1","0.5","11","30412","1","30412009","0","這裡這樣子畫……嗯，\n這次畫的差不多就是這樣吧？\n或許是因為漸漸習慣了，\n這次一下子就畫完了。"
"","","0","","","91","30412","","30412010","",""
"0","","106011","wac_talk_doya_loop_surprise","","3","30412","1","30412011","0.2","wac_talk_doya_in_surprise"
"0","","vo_wac_221215","0","","21","30412","","30412012","","vo_wac_221215_001"
"10","0","106011","1","0.5","11","30412","1","30412013","0","慢著，只要用這種速度畫畫，\n然後拿去鎮上賣，我不就發大財了嗎♪\n怎麼樣，你不覺得這是個好主意嗎？\n……品質也很重要？要你雞婆啊！"
"","","0","","","91","30412","","30412014","",""
"","","0","","","22","30412","","30412015","","0"
"1","","106011","","","3","30413","","30413001","0.2","wac_idle_doya_surprise"
"1","","111","","","3","30413","","30413002","0.2","wac_no_items"
"-340","","106011","0","","2","30413","","30413003","","200"
"-340","","111","0","","2","30413","","30413004","","200"
"","","43","","","32","30413","","30413005","","0"
"","","57","","","32","30413","","30413006","","1"
"","","11","","","32","30413","","30413007","","0"
"","","0","","","91","30413","","30413008","",""
"202","0","1","-108","wac_default_01","1","30511","-213","30511001","2","105911"
"201","0","1","-108","wac_default_03","5","30511","-213","30511002","2","111"
"0","","43","0","","31","30511","1","30511003","1","43"
"0","","57","0","","31","30511","1","30511004","0","57"
"0","","11","0","","31","30511","1","30511005","0","11"
"0","","502","0","","31","30511","1","30511006","1","502"
"0","","105911","","","3","30511","0","30511007","0.2","wac_paint_01"
"0","","111","","","3","30511","0","30511008","0.2","wac_paint_03"
"","","0","","","93","30511","","30511009","","0"
"","","11","","","32","30511","","30511010","","1"
"0","","se_10035700","","","23","30511","","30511011","","se_10035700_brush"
"","","105911","","","13","30511","","30511012","","300"
"","","1","","","131","30511","","30511013","",""
"0","","105911","wac_talk_wish_loop_joy","","3","30512","1","30512001","0.2","wac_talk_wish_in_joy"
"1","","111","","","3","30512","","30512002","0.2","wac_no_items"
"-340","","105911","0","","2","30512","","30512003","","200"
"-340","","111","0","","2","30512","","30512004","","200"
"","","43","","","32","30512","","30512005","","0"
"","","57","","","32","30512","","30512006","","1"
"","","11","","","32","30512","","30512007","","0"
"0","","vo_wac_221216","0","","21","30512","","30512008","","vo_wac_221216_000"
"10","0","105911","1","0.5","11","30512","1","30512009","0","今天的工作結束了。\n在下也已經非常習慣畫畫了，\n感覺現在即使是閉著眼睛，\n在下也能隨心所欲地畫出來。"
"","","0","","","91","30512","","30512010","",""
"0","","105911","wac_talk_sad_loop_surprise","","3","30512","1","30512011","0.2","wac_talk_sad_in_surprise"
"0","","vo_wac_221216","0","","21","30512","","30512012","","vo_wac_221216_001"
"10","0","105911","1","0.5","11","30512","1","30512013","0","……主人，在下剛才說的是比喻。\n真的閉上眼睛工作是很危險的，\n所以請您工作時\n好好注意四周。"
"","","0","","","91","30512","","30512014","",""
"","","0","","","22","30512","","30512015","","0"
"1","","105911","","","3","30513","","30513001","0.2","wac_idle_sad_surprise"
"1","","111","","","3","30513","","30513002","0.2","wac_no_items"
"-340","","105911","0","","2","30513","","30513003","","200"
"-340","","111","0","","2","30513","","30513004","","200"
"","","43","","","32","30513","","30513005","","0"
"","","57","","","32","30513","","30513006","","1"
"","","11","","","32","30513","","30513007","","0"
"","","0","","","91","30513","","30513008","",""
"202","0","1","-108","wac_default_01","1","30611","-213","30611001","2","104011"
"201","0","1","-108","wac_default_03","5","30611","-213","30611002","2","111"
"0","","43","0","","31","30611","1","30611003","1","43"
"0","","57","0","","31","30611","1","30611004","0","57"
"0","","11","0","","31","30611","1","30611005","0","11"
"0","","502","0","","31","30611","1","30611006","1","502"
"0","","104011","","","3","30611","0","30611007","0.2","wac_paint_01"
"0","","111","","","3","30611","0","30611008","0.2","wac_paint_03"
"","","0","","","93","30611","","30611009","","0"
"","","11","","","32","30611","","30611010","","1"
"0","","se_10035700","","","23","30611","","30611011","","se_10035700_brush"
"","","104011","","","13","30611","","30611012","","300"
"","","1","","","131","30611","","30611013","",""
"0","","104011","wac_talk_sad_loop","","3","30612","1","30612001","0.2","wac_talk_sad_in"
"1","","111","","","3","30612","","30612002","0.2","wac_no_items"
"-340","","104011","0","","2","30612","","30612003","","200"
"-340","","111","0","","2","30612","","30612004","","200"
"","","43","","","32","30612","","30612005","","0"
"","","57","","","32","30612","","30612006","","1"
"","","11","","","32","30612","","30612007","","0"
"0","","vo_wac_221217","0","","21","30612","","30612008","","vo_wac_221217_000"
"10","0","104011","1","0.5","11","30612","1","30612009","0","我原本想說這份工作因為\n有各種公會參加，所以也能交到新朋友，\n但結果卻不是這樣呢……\n明明已經過了蠻久的說……"
"","","0","","","91","30612","","30612010","",""
"1","","104011","","","3","30612","","30612011","0.2","wac_talk_surprise_loop_shy"
"0","","vo_wac_221217","0","","21","30612","","30612012","","vo_wac_221217_001"
"10","0","104011","1","0.5","11","30612","1","30612013","0","咦？大家一直都想跟我做朋友，\n只是我沒發覺而已……？\n怎、怎麼辦，真的面臨這種情況時，\n該跟對方聊什麼才好！？"
"","","0","","","91","30612","","30612014","",""
"","","0","","","22","30612","","30612015","","0"
"1","","104011","","","3","30613","","30613001","0.2","wac_idle_surprise_shy"
"1","","111","","","3","30613","","30613002","0.2","wac_no_items"
"-340","","104011","0","","2","30613","","30613003","","200"
"-340","","111","0","","2","30613","","30613004","","200"
"","","43","","","32","30613","","30613005","","0"
"","","57","","","32","30613","","30613006","","1"
"","","11","","","32","30613","","30613007","","0"
"","","0","","","91","30613","","30613008","",""
"202","0","1","-108","wac_default_01","1","30711","-213","30711001","2","101511"
"201","0","1","-108","wac_default_02","5","30711","-213","30711002","2","111"
"0","","43","0","","31","30711","1","30711003","1","43"
"0","","57","0","","31","30711","1","30711004","0","57"
"0","","11","0","","31","30711","1","30711005","0","11"
"0","","502","0","","31","30711","1","30711006","1","502"
"0","","101511","","","3","30711","0","30711007","0.2","wac_paint_01"
"0","","111","","","3","30711","0","30711008","0.2","wac_paint_02"
"","","0","","","93","30711","","30711009","","0"
"","","11","","","32","30711","","30711010","","1"
"0","","se_10035700","","","23","30711","","30711011","","se_10035700_brush"
"","","101511","","","13","30711","","30711012","","300"
"","","1","","","131","30711","","30711013","",""
"0","","101511","wac_talk_smile_loop","","3","30712","1","30712001","0.2","wac_talk_smile_in"
"1","","111","","","3","30712","","30712002","0.2","wac_no_items"
"-340","","101511","0","","2","30712","","30712003","","200"
"-340","","111","0","","2","30712","","30712004","","200"
"","","43","","","32","30712","","30712005","","0"
"","","57","","","32","30712","","30712006","","1"
"","","11","","","32","30712","","30712007","","0"
"0","","vo_wac_221218","0","","21","30712","","30712008","","vo_wac_221218_000"
"10","0","101511","1","0.5","11","30712","1","30712009","0","因為我一～直都持續在畫畫，\n所以感覺技術變得非常好了呢～♪\n而且我也了解了\n許多跟使用的工具有關的事。"
"","","0","","","91","30712","","30712010","",""
"0","","vo_wac_221218","0","","21","30712","","30712011","","vo_wac_221218_001"
"10","0","101511","1","0.5","11","30712","1","30712012","0","我下次再教你訣竅喔。\n只要照這樣子繼續一起畫畫，\n你的心靈也會變得更加充實～\n況且我聽說這對小孩的情感教育也很棒♪"
"","","0","","","91","30712","","30712013","",""
"","","0","","","22","30712","","30712014","","0"
"1","","101511","","","3","30713","","30713001","0.2","wac_idle_smile"
"1","","111","","","3","30713","","30713002","0.2","wac_no_items"
