2bba1388355832f8894357cc225b6c39de9c0a81c46368a7637bf243c470189a,f3d608b72a595c091aaed6c534d56b39d6425f78ba8cc8ee0813a073298e3110,1c004dcfae142b778bd4dc1dbd16f559d2a4fdbc85a11793dc57c5a7a5a97e2c,f372b8545cc8224c885c6646c890a773feeaa4e1cedf374e0b5402b18dae5318,9d62172377b316d95f6e94b445b6712b789d4c5bef230d21be3cc59268c2efa7,f6a4f5f9e6cee7033d37d8bd03b503d66ae66cdc38d64da10ea1b1fa7ec7823f,7545de159cb66b4ee70c000311395b2f3f65f460e3cc1efb8f19df348d4c6390,aebbeb58aed2a3103c9ff7f90561b6fea469e0eba634591c96b525cdf2efebe7,024daeac62f66c02a6f3f329fb18044e5ac93d35006b01df82c76915144323f3,77d8d79822eecee772880399e5f27f4ec726c5162a9211a482c34d925ae07444,652990a47d46dcbd5f69a5a59cbff9c002cef8b429499467507ed20ad0a9a7b8
"","","91","","0","1007416","","1007416112","","",""
"","1","3","0.2","117631","1007416","mhp_sit_talk_worry","1007416113","","",""
"","0","21","","vo_mhp_1007416","1007416","vo_mhp_6015","1007416114","","","0"
"0","6","11","","117631","1007416","剛、剛才那是什麼啊……","1007416115","0","0.5","1"
"","","91","","0","1007416","","1007416116","","",""
"","","22","","0","1007416","0","1007416117","","",""
"","","91","","0","1007416","","1007416118","","",""
"-240","100","1","1.7","1","1007417","103111","1007417001","0","mhp_idle_normal","-1000"
"-200","100","1","1.7","1","1007417","117631","1007417002","1","mhp_sit_idle","365"
"-220","104","1","1.7","1","1007417","117531","1007417003","1","mhp_sit_idle","185"
"0.85","-240","31","1","1","1007417","1","1007417004","","","-154"
"1","173","31","0","20","1007417","120","1007417005","","","-237"
"1","0","31","0","30","1007417","130","1007417006","","","160"
"1","0","31","0","11","1007417","111","1007417007","","","0"
"-220","110","5","1.7","1","1007417","11","1007417008","0","NoItem","-200"
"-220","105","5","1.7","1","1007417","12","1007417009","0","NoItem","-200"
"-220","110","5","1.7","1","1007417","21","1007417010","1","NoItem","185"
"-220","105","5","1.7","1","1007417","22","1007417011","1","NoItem","185"
"0","1","6","0","11","1007417","1","1007417012","0","","1"
"0","1","6","0","12","1007417","1","1007417013","0","","1"
"0","1","6","0","21","1007417","1","1007417014","0","","1"
"0","1","6","0","22","1007417","1","1007417015","0","","1"
"","","91","","0","1007417","","1007417016","","",""
"","1","3","0.2","117531","1007417","mhp_sit_talk_normal","1007417017","","",""
"","0","21","","vo_mhp_1007417","1007417","vo_mhp_6101","1007417018","","","0"
"0","4","11","0","117531","1007417","忍，請進～","1007417019","0","0.5","1"
"","","91","","0","1007417","","1007417020","","",""
"","1","3","0.2","117531","1007417","mhp_sit_idle","1007417021","","",""
"0","1","3","0.2","103111","1007417","mhp_walk","1007417022","","",""
"0","-220","2","","103111","1007417","-200","1007417023","","","4"
"","","91","","0","1007417","","1007417024","","",""
"0","0","3","0.2","103111","1007417","mhp_sit_in","1007417025","","",""
"","","91","","0","1007417","","1007417026","","",""
"0","1","3","0.2","103111","1007417","mhp_sit_idle_sad","1007417027","","",""
"","","91","","0","1007417","","1007417028","","",""
"0","1","3","0.2","103111","1007417","mhp_sit_talk_sad","1007417029","","",""
"","0","21","","vo_mhp_1007417","1007417","vo_mhp_6102","1007417030","","","0"
"0","3","11","0","103111","1007417","打擾了。\n父親前幾天真的是失禮了，\n我是為此來道歉的……","1007417031","0","1","1"
"","","91","","0","1007417","","1007417032","","",""
"0","1","3","0.2","103111","1007417","mhp_sit_idle_sad","1007417033","","",""
"0","1","3","0.2","117531","1007417","mhp_sit_talk_normal","1007417034","","",""
"","0","21","","vo_mhp_1007417","1007417","vo_mhp_6103","1007417035","","","0"
"0","7","11","0","117531","1007417","哎呀，謝謝妳特地過來。\n但妳可以不用放在心上啊。","1007417036","0","0.5","1"
"","","91","","0","1007417","","1007417037","","",""
"0","1","3","0.2","117531","1007417","mhp_sit_idle","1007417038","","",""
"0","1","3","0.2","103111","1007417","mhp_sit_talk_wish2","1007417039","","",""
"","0","21","","vo_mhp_1007417","1007417","vo_mhp_6104","1007417040","","","0"
"0","4","11","0","103111","1007417","我不能這麼做。","1007417041","0","0.5","1"
"","","91","","0","1007417","","1007417042","","",""
"0","1","3","0.2","103111","1007417","mhp_sit_idle_sad","1007417043","","",""
"0","1","3","0.2","117531","1007417","mhp_sit_talk_normal","1007417044","","",""
"","0","21","","vo_mhp_1007417","1007417","vo_mhp_6105","1007417045","","","0"
"0","5","11","0","117531","1007417","有禮貌是很好，\n但妳好像是個經常操勞的人，\n妳再放鬆一點會比較好喔。","1007417046","0","0.5","1"
"","","91","","0","1007417","","1007417047","","",""
"0","1","3","0.2","117531","1007417","mhp_sit_idle","1007417048","","",""
"0","1","3","0.2","103111","1007417","mhp_sit_talk_sad","1007417049","","",""
"","0","21","","vo_mhp_1007417","1007417","vo_mhp_6106","1007417050","","","0"
"0","4","11","0","103111","1007417","是這樣嗎……\n這並不是父親造成的，\n只是因為我成長的環境很特殊……","1007417051","0","1","1"
"","","91","","0","1007417","","1007417052","","",""
"0","1","3","0.2","103111","1007417","mhp_sit_talk_sad2","1007417053","","",""
"","0","21","","vo_mhp_1007417","1007417","vo_mhp_6107","1007417054","","","0"
"0","5","11","0","103111","1007417","該說就算和公會成員在一起時，\n我也沒辦法和大家一樣，\n露出開心的笑容嗎……","1007417055","0","0.5","1"
"","","91","","0","1007417","","1007417056","","",""
"0","1","3","0.2","103111","1007417","mhp_sit_talk_worry","1007417057","","",""
"","0","21","","vo_mhp_1007417","1007417","vo_mhp_6108","1007417058","","","0"
"0","5","11","0","103111","1007417","沒辦法好好擺出笑臉，\n這樣果然不太好嗎？","1007417059","0","0.5","1"
"","","91","","0","1007417","","1007417060","","",""
"0","1","3","0.2","103111","1007417","mhp_sit_idle_sad","1007417061","","",""
"0","1","3","0.2","117531","1007417","mhp_sit_talk_normal","1007417062","","",""
"","0","21","","vo_mhp_1007417","1007417","vo_mhp_6109","1007417063","","","0"
"0","5","11","0","117531","1007417","沒這回事喔。\n就算能夠露出笑容，\n也不見得就是正常人。","1007417064","0","0.5","1"
"","","91","","0","1007417","","1007417065","","",""
"0","1","3","0.2","117531","1007417","mhp_sit_talk_joy1","1007417066","","",""
"","0","21","","vo_mhp_1007417","1007417","vo_mhp_6110","1007417067","","","0"
"0","5","11","0","117531","1007417","像我們公會，雖然大家都笑臉迎人，\n但基本上都是些很不妙的人。\n包含我在內，呢♪","1007417068","0","0.5","1"
"","","91","","0","1007417","","1007417069","","",""
"0","1","3","0.2","117531","1007417","mhp_sit_talk_normal","1007417070","","",""
"","0","21","","vo_mhp_1007417","1007417","vo_mhp_6111","1007417071","","","0"
"0","5","11","0","117531","1007417","但大家還是充滿了魅力喔。\n沒辦法單憑一個表情來判斷人的好壞，\n也不應該這麼做。","1007417072","0","0.5","1"
"","","91","","0","1007417","","1007417073","","",""
"0","1","3","0.2","117531","1007417","mhp_sit_talk_wish","1007417074","","",""
"","0","21","","vo_mhp_1007417","1007417","vo_mhp_6112","1007417075","","","0"
"0","5","11","0","117531","1007417","我對妳還不太了解，\n但我知道妳就算無法露出笑容，\n也不是那種會讓別人感到不快的女孩。","1007417076","0","0.5","1"
"","","91","","0","1007417","","1007417077","","",""
"0","1","3","0.2","117531","1007417","mhp_sit_talk_bitter","1007417078","","",""
"","0","21","","vo_mhp_1007417","1007417","vo_mhp_6113","1007417079","","","0"
"0","5","11","0","117531","1007417","我是醫生，\n所以很有看人的眼光喔♪","1007417080","0","0.5","1"
"","","91","","0","1007417","","1007417081","","",""
"0","1","3","0.2","117531","1007417","mhp_sit_idle","1007417082","","",""
"0","1","3","0.2","103111","1007417","mhp_sit_talk_wish","1007417083","","",""
"","0","21","","vo_mhp_1007417","1007417","vo_mhp_6114","1007417084","","","0"
"0","5","11","0","103111","1007417","……原來醫生\n也有在做人生諮詢啊。","1007417085","0","0.5","1"
"","","91","","0","1007417","","1007417086","","",""
"0","1","3","0.2","103111","1007417","mhp_sit_idle_wish","1007417087","","",""
"0","1","3","0.2","117531","1007417","mhp_sit_talk_normal","1007417088","","",""
"","0","21","","vo_mhp_1007417","1007417","vo_mhp_6115","1007417089","","","0"
"0","6","11","0","117531","1007417","其實這不是我的專門，\n但要為迷惘的少年少女做諮商，這我還是辦得到的。","1007417090","0","0.5","1"
"","","91","","0","1007417","","1007417091","","",""
"0","1","3","0.2","117531","1007417","mhp_sit_idle","1007417092","","",""
"0","1","3","0.2","103111","1007417","mhp_sit_talk_normal","1007417093","","",""
"","0","21","","vo_mhp_1007417","1007417","vo_mhp_6116","1007417094","","","0"
"0","4","11","0","103111","1007417","……謝謝妳。\n我總覺得心裡輕鬆了一點。","1007417095","0","1","1"
"","","91","","0","1007417","","1007417096","","",""
"","","22","","0","1007417","0","1007417097","","",""
"0","1","3","0.2","103111","1007417","mhp_sit_idle","1007417098","","",""
"1","0","3","0.2","117531","1007417","mhp_sit_out","1007417099","0","","mhp_idle_normal"
"","","93","","1","1007417","","1007417100","","",""
"1","","32","1","111","1007417","1","1007417101","","",""
"1","","32","1","120","1007417","1","1007417102","","",""
"","","23","","se_10031400","1007417","se_10031400_rose","1007417103","","",""
"0","0","3","0.2","117531","1007417","mhp_mitsuki_kime","1007417104","","",""
"","","93","","1","1007417","","1007417105","","",""
"1","","32","1","130","1007417","1","1007417106","","",""
"","","93","","4","1007417","","1007417107","","",""
"1","","32","1","130","1007417","0","1007417108","","",""
"","","93","","1.2","1007417","","1007417109","","",""
"1","0","3","0.2","117531","1007417","mhp_sit_in","1007417110","0","","mhp_sit_idle"
"","","93","","2","1007417","","1007417111","","",""
"0","1","3","0.2","117531","1007417","mhp_sit_talk_normal","1007417112","","",""
"","0","21","","vo_mhp_1007417","1007417","vo_mhp_6117","1007417113","","","0"
"0","4","11","0","117531","1007417","那真是太好了。\n不提這個，妳很擅長占卜吧？\n我也想更了解妳，\n所以能請妳為我占卜一下嗎？","1007417114","0","0.5","1"
"","","91","","0","1007417","","1007417115","","",""
"0","1","3","0.2","117531","1007417","mhp_sit_idle","1007417116","","",""
"0","1","3","0.2","103111","1007417","mhp_sit_talk_wish","1007417117","","",""
"","0","21","","vo_mhp_1007417","1007417","vo_mhp_6118","1007417118","","","0"
"0","4","11","0","103111","1007417","好的，我也想更了解醫生，\n那我就認真地為妳占卜囉。","1007417119","0","0.5","1"
"","","91","","0","1007417","","1007417120","","",""
"0","1","3","0.2","103111","1007417","mhp_sit_idle_wish","1007417121","","",""
"0","1","3","0.2","117531","1007417","mhp_sit_talk_normal","1007417122","","",""
"","0","21","","vo_mhp_1007417","1007417","vo_mhp_6119","1007417123","","","0"
"0","3","11","0","117531","1007417","這真令人開心。那麼，那個……\n能用占卜算出我接下來\n有、有沒有好姻緣之類嗎？","1007417124","0","1.5","1"
"","","93","","3","1007417","1","1007417125","","",""
"0","1","3","0.2","117531","1007417","mhp_mitsuki_sit_shy","1007417126","","",""
"","","91","","1007417124","1007417","","1007417127","","",""
"","","22","","0","1007417","0","1007417128","","",""
"","","93","","0.5","1007417","0","1007417129","","",""
"1","0","3","0.2","117631","1007417","mhp_yuki_sit_yareyare_in","1007417130","0","","mhp_yuki_sit_yareyare_loop"
"","","93","","2","1007417","0","1007417131","","",""
"","","91","","0","1007417","","1007417132","","",""
"0","100","1","1.7","1","1009011","100931","1009011001","0","mhp_sit_idle_sad","0"
"0","101","5","1.7","1","1009011","31","1009011002","0","NoItem_sit_idle","0"
"","1","3","0.2","100931","1009011","mhp_anna_dark_loop","1009011003","","",""
"","1","3","0.2","31","1009011","mhp_anna_dark_loop","1009011004","","",""
"","0","21","","vo_mhp","1009011","vo_mhp_0301","1009011005","","","0"
"0","3","11","0","100931","1009011","嗚，我的頭……給我\n平靜下來！可惡，又有\n攻擊從某個地方……！","1009011006","0","0","0"
"","","91","","0","1009011","","1009011007","","",""
"0","100","1","1.7","1","1009012","100931","1009012001","0","mhp_sit_idle","0"
"","1","3","0.2","100931","1009012","mhp_anna_huhu_loop","1009012002","","",""
"","1","3","0.2","31","1009012","NoItem","1009012003","","",""
"","0","21","","vo_mhp","1009012","vo_mhp_0302","1009012004","","","0"
"0","3","11","0","100931","1009012","一波未平一波又起，\n強者總是會被盯上啊。","1009012005","0","0","0"
"","","91","","0","1009012","","1009012006","","",""
"0","100","1","1.7","1","1009013","100931","1009013001","0","mhp_sit_idle","0"
"","1","3","0.2","100931","1009013","mhp_anna_chill_loop","1009013002","","",""
"","1","3","0.2","31","1009013","NoItem","1009013003","","",""
"","0","21","","vo_mhp","1009013","vo_mhp_0303","1009013004","","","0"
"0","6","11","0","100931","1009013","嗚嗚，好難受……","1009013005","0","0","0"
"","","91","","0","1009013","","1009013006","","",""
"0","100","1","1.7","1","1025011","102511","1025011001","0","mhp_sit_idle_sad","0"
"","1","3","0.2","102511","1025011","mhp_sit_talk_sad","1025011002","","",""
"","0","21","","vo_mhp","1025011","vo_mhp_0201","1025011003","","","0"
"0","5","11","0","102511","1025011","拿這種事情來看診，\n是不是真的\n很失禮呢……","1025011004","0","0","0"
"","","91","","0","1025011","","1025011005","","",""
"","1","3","0.2","102511","1025011","mhp_sit_idle_sad","1025011006","","",""
"0","100","1","1.7","1","1025012","102511","1025012001","0","mhp_sit_idle","0"
"","1","3","0.2","102511","1025012","mhp_sit_talk_joy2","1025012002","","",""
"","0","21","","vo_mhp","1025012","vo_mhp_0202","1025012003","","","0"
"0","5","11","0","102511","1025012","深月醫生好厲害喔，\n她一定可以幫我……！","1025012004","0","0","0"
"","","91","","0","1025012","","1025012005","","",""
"","1","3","0.2","102511","1025012","mhp_sit_idle_joy2","1025012006","","",""
"0","100","1","1.7","1","1025013","102511","1025013001","0","mhp_sit_idle","0"
"","1","3","0.2","102511","1025013","mhp_sit_talk_sad2","1025013002","","",""
"","0","21","","vo_mhp","1025013","vo_mhp_0203","1025013003","","","0"
"0","4","11","0","102511","1025013","今天是最後的診療……\n真希望可以治好冒失。","1025013004","0","0","0"
"","","91","","0","1025013","","1025013005","","",""
"","1","3","0.2","102511","1025013","mhp_sit_idle_sad2","1025013006","","",""
"0","100","1","1.7","1","1031011","103111","1031011001","0","mhp_sit_idle","0"
"","1","3","0.2","103111","1031011","mhp_sit_talk_sad","1031011002","","",""
"","0","21","","vo_mhp","1031011","vo_mhp_0601","1031011003","","","0"
"0","4","11","0","103111","1031011","我有不好的預感……\n希望爸爸\n不要給人添麻煩。","1031011004","0","0","0"
"","","91","","0","1031011","","1031011005","","",""
"","1","3","0.2","103111","1031011","mhp_sit_idle_sad","1031011006","","",""
"0","100","1","1.7","1","1031012","103111","1031012001","0","mhp_sit_idle","0"
"","1","3","0.2","103111","1031012","mhp_sit_talk_wish","1031012002","","",""
"","0","21","","vo_mhp","1031012","vo_mhp_0602","1031012003","","","0"
"0","4","11","0","103111","1031012","那個醫生是個很棒\n的人……我可能還想\n再和她多聊一下。","1031012004","0","0","0"
"","","91","","0","1031012","","1031012005","","",""
"","1","3","0.2","103111","1031012","mhp_sit_idle_wish","1031012006","","",""
"0","100","1","1.7","1","1044011","104431","1044011001","0","mhp_sit_idle","0"
"","1","3","0.2","104431","1044011","mhp_sit_talk_thinking","1044011002","","",""
"","0","21","","vo_mhp","1044011","vo_mhp_0501","1044011003","","","0"
"0","5","11","0","104431","1044011","好了，就來見識一下\n那什麼名醫的技術吧！","1044011004","0","0","0"
"","","91","","0","1044011","","1044011005","","",""
"","1","3","0.2","104431","1044011","mhp_sit_idle_thinking","1044011006","","",""
"0","100","1","1.7","1","1044012","104431","1044012001","0","mhp_sit_idle","0"
"","1","3","0.2","104431","1044012","mhp_sit_talk_sad","1044012002","","",""
"","0","21","","vo_mhp","1044012","vo_mhp_0502","1044012003","","","0"
"0","4","11","0","104431","1044012","冷靜……\n妾身要保持鎮定……","1044012004","0","0","0"
"","","91","","0","1044012","","1044012005","","",""
"","1","3","0.2","104431","1044012","mhp_sit_idle_sad","1044012006","","",""
"0","100","1","1.7","1","1044013","104431","1044013001","0","mhp_sit_idle","0"
"","1","3","0.2","104431","1044013","mhp_sit_talk_memory","1044013002","","",""
"","0","21","","vo_mhp","1044013","vo_mhp_0503","1044013003","","","0"
"0","4","11","0","104431","1044013","那傢伙就快成為\n妾身的人了……\n呵呵呵，你就等著吧！","1044013004","0","0","0"
"","","91","","0","1044013","","1044013005","","",""
"","1","3","0.2","104431","1044013","mhp_sit_idle_memory","1044013006","","",""
