075cc5fbb92f289373b9d253da02f20749b92f45d36bcaa006af71db394055e6,8aeb3dda0400bafd7755e53b7f9ac790e202fe1730ae0911bfcee5eff4172d2e,43cfed16d2aedb92d23cb16c6793a772701889ce73fc0429313decad2518fee7,d365873a955004914a88fea37fb19c9bed6266ff57b67b419d96bb8c6ca32471,9e09a2310f6e8f15b362a09a0bd629c92982320b5766c6731262ac2f1a05e901,4bb62b9e37b3c38dde1bbb242df81e7614627ae34d9f7d9e32ab68bcfccb2f95,d530f24510c0a705414018e8d8592a8ad946f896821d675edb49b104f17220bd,4f17978b32efe3d9309595db4e21dc313f2b06ee15a87cd7864e051ca152f485,54ba5a29dd9d0f3548c5ba0c64346a26794bdc8eb53194cc9be58b7d69b42035,051bf78a037308a3976929fbe2b8a9fb654a221add60ae885ba68fb02eb65a2f,df0dc144010186d85a3a6086c0eb81fdc8008f63ef229894d9b5b955b12a945b
"11","35814065","1","1","……雖然很感謝你們的心意，\n但幫我慶生沒問題嗎？\n我對外的形象，可是在問題嚴重的情形下\n逃離公會的女人耶。","35814","0","0.5","0","10","107111"
"91","35814066","","","","35814","","","","","0"
"3","35814067","","","wac_birthday_idle_normal","35814","","","0.2","1","107111"
"3","35814068","","","wac_birthday_talk_normal","35814","","","0.2","1","103711"
"21","35814069","","0","vo_wac_35814_001","35814","","","","0","vo_wac_35814"
"11","35814070","1","1","呃，至今為止，我們生日的時候\n妳不都會現身嗎?\n每次都興致勃勃地做準備，\n還以為妳老早就直接將錯就錯了。","35814","0","0.5","0","10","103711"
"91","35814071","","","","35814","","","","","0"
"3","35814072","","","wac_birthday_idle_normal","35814","","","0.2","1","103711"
"3","35814073","","","wac_birthday_talk_smile","35814","","","0.2","1","100511"
"21","35814074","","0","vo_wac_35814_002","35814","","","","0","vo_wac_35814"
"11","35814075","1","1","再說克莉絲提娜阿姨\n從一開始就一堆問題了，\n那種事大家都不在意了啦！","35814","0","0.5","0","10","100511"
"91","35814076","","","","35814","","","","","0"
"3","35814077","","","wac_birthday_idle_smile","35814","","","0.2","1","100511"
"3","35814078","","","wac_birthday_talk_doya","35814","","","0.2","1","107111"
"21","35814079","","0","vo_wac_35814_003","35814","","","","0","vo_wac_35814"
"11","35814080","1","1","原來如此，我了解了。\n這麼看來妳們沒打算要認真祝賀我吧？\n妳們兩個都給我站到那邊，我就在蛋糕前面\n把妳們那無禮的舌頭從前端切開吧☆","35814","0","0.5","0","10","107111"
"91","35814081","","","","35814","","","","","0"
"3","35814082","","","wac_birthday_idle_doya","35814","","","0.2","1","107111"
"3","35814083","","","wac_birthday_talk_smile","35814","","","0.2","1","104711"
"21","35814084","","0","vo_wac_35814_004","35814","","","","0","vo_wac_35814"
"11","35814085","1","1","……少年，你看。\n小克莉絲嘴上雖然這麼說，\n看起來卻很開心呢。\n因為她的嘴角一直都上揚著啊。","35814","0","0.5","0","10","104711"
"91","35814086","","","","35814","","","","","0"
"22","35814087","","","","35814","","","","","0"
"25","36914001","","","bgm_M321_2C","36914","","","","","bgm_M321"
"1","36914002","-70","-1000","123011","36914","0","wac_birthday_idle_normal","2","250","1"
"1","36914003","-270","200","100211","36914","1","wac_birthday_idle_smile","2","256","1"
"1","36914004","-310","320","100111","36914","1","wac_birthday_idle_doya","2","258","1"
"1","36914005","-290","440","100311","36914","1","wac_birthday_idle_normal","2","257","1"
"13","36914006","","","300","36914","","","","","123011"
"13","36914007","","","300","36914","","","","","100211"
"13","36914008","","","300","36914","","","","","100111"
"13","36914009","","","300","36914","","","","","100311"
"31","36914010","1","0","502","36914","","","0","0","502"
"31","36914011","1","0","600","36914","","","1","0","600"
"31","36914012","1","0","602","36914","","","0","0","602"
"31","36914013","1","0","603","36914","","","0","0","603"
"31","36914014","1","60","604","36914","","","1","30","604"
"31","36914015","1","0","615","36914","","","1","0","615"
"31","36914016","1","0","700","36914","","","0","0","700"
"31","36914017","1","0","701","36914","","","0","0","701"
"31","36914018","1","0","702","36914","","","0","0","702"
"31","36914019","1","0","800","36914","","","0","0","800"
"31","36914020","1","60","963","36914","","","1","30","963"
"93","36914021","","","","36914","","","","","1"
"3","36914022","1","wac_birthday_reaction_03","wac_birthday_reaction_01","36914","0.2","","0.2","0","100111"
"93","36914023","","","","36914","","","","","0.1"
"3","36914024","1","wac_birthday_reaction_03","wac_birthday_reaction_05","36914","0.2","","0.2","0","100211"
"3","36914025","1","wac_birthday_reaction_04","wac_birthday_reaction_02","36914","0.2","","0.2","0","100311"
"93","36914026","","","","36914","","","","","0.3"
"3","36914027","","","wac_birthday_ames_run_01","36914","","","0.2","1","123011"
"2","36914028","","3","0","36914","","","","-70","123011"
"93","36914029","","","","36914","","","","","2.5"
"32","36914030","","","1","36914","","","","","602"
"93","36914031","","","","36914","","","","","0.6"
"32","36914032","","","1","36914","","","","","502"
"32","36914033","","","0","36914","","","","","600"
"32","36914034","","","0","36914","","","","","615"
"32","36914035","","","0","36914","","","","","604"
"32","36914036","","","1","36914","","","","","701"
"33","36914037","","0.01","0","36914","","","","0","963"
"3","36914038","1","wac_birthday_ames_talk_yareyare","wac_birthday_ames_blowout","36914","0.2","","0.1","0","123011"
"2","36914039","","0.01","-200","36914","","","","-330","123011"
"3","36914040","","","wac_birthday_idle_smile","36914","","","0.2","1","100211"
"2","36914041","","0.01","180","36914","","","","-320","100211"
"3","36914042","","","wac_birthday_idle_doya","36914","","","0.2","1","100111"
"2","36914043","","0.01","290","36914","","","","-360","100111"
"3","36914044","","","wac_birthday_idle_normal","36914","","","0.2","1","100311"
"2","36914045","","0.01","420","36914","","","","-340","100311"
"93","36914046","","","","36914","","","","","0"
"32","36914047","","","1","36914","","","","","800"
"93","36914048","","","","36914","","","","","0.7"
"32","36914049","","","1","36914","","","","","702"
"93","36914050","","","","36914","","","","","0.5"
"23","36914051","","","se_sys_login_birthday_blow_candle","36914","","","","0","se_common"
"32","36914052","","","0","36914","","","","","701"
"93","36914053","","","","36914","","","","","0.4"
"23","36914054","","","se_sys_login_birthday_cracker","36914","","","","0","se_common"
"32","36914055","","","1","36914","","","","","700"
"23","36914056","","","se_sys_login_birthday_calendar_applause","36914","","","","0","se_common"
"3","36914057","1","wac_birthday_idle_smile","wac_birthday_clap","36914","0.2","","0.2","0","100211"
"93","36914058","","","","36914","","","","","0.1"
"3","36914059","1","wac_birthday_idle_doya","wac_birthday_clap","36914","0.2","","0.2","0","100111"
"93","36914060","","","","36914","","","","","0.1"
"3","36914061","1","wac_birthday_idle_normal","wac_birthday_clap","36914","0.2","","0.2","0","100311"
"93","36914062","","","","36914","","","","","2"
"131","36914063","","","","36914","","","","","1"
"21","36914064","","0","vo_wac_36914_000","36914","","","","0","vo_wac_36914"
"11","36914065","1","1","……我該從哪裡吐槽起才好呢？\n我雖然照你們說的把蠟燭吹熄了，\n但今天不是我的生日喔？\n說起來我根本就沒有生日。","36914","0","0.5","0","10","123011"
"91","36914066","","","","36914","","","","","0"
"3","36914067","","","wac_birthday_ames_idle_normal","36914","","","0.2","1","123011"
"3","36914068","","","wac_birthday_talk_normal","36914","","","0.2","1","100211"
"21","36914069","","0","vo_wac_36914_001","36914","","","","0","vo_wac_36914"
"11","36914070","1","1","這是騎士先生的主意。\n因為平時受到妳諸多照顧，\n只有妳一個人沒機會慶生，\n感覺很寂寞……","36914","0","0.5","0","10","100211"
"91","36914071","","","","36914","","","","","0"
"3","36914072","","","wac_birthday_idle_normal","36914","","","0.2","1","100211"
"3","36914073","","","wac_birthday_talk_smile","36914","","","0.2","1","100111"
"21","36914074","","0","vo_wac_36914_002","36914","","","","0","vo_wac_36914"
"11","36914075","1","1","於是打鐵趁熱，\n就試著以蛋糕來表達\n我們的謝意啦～♪\n所以小細節就別在意了！","36914","0","0.5","0","10","100111"
"91","36914076","","","","36914","","","","","0"
"3","36914077","","","wac_birthday_idle_smile","36914","","","0.2","1","100111"
"3","36914078","","","wac_birthday_ames_talk_smile","36914","","","0.2","1","123011"
"21","36914079","","0","vo_wac_36914_003","36914","","","","0","vo_wac_36914"
"11","36914080","1","1","啊～原來如此啊～\n這點我倒也沒有特別在意，\n你們還挺周到的嘛♪\n而且「今天」這日期也還不錯。","36914","0","0.5","0","10","123011"
"91","36914081","","","","36914","","","","","0"
"3","36914082","","","wac_birthday_ames_idle_smile","36914","","","0.2","1","123011"
"3","36914083","","","wac_birthday_talk_sad","36914","","","0.2","1","100311"
"21","36914084","","0","vo_wac_36914_004","36914","","","","0","vo_wac_36914"
"11","36914085","1","1","嗯？今天是什麼特別的日子嗎？\n我記得說要把日期訂在今天的人……\n是你吧？","36914","0","0.5","0","10","100311"
"91","36914086","","","","36914","","","","","0"
"3","36914087","","","wac_birthday_idle_normal","36914","","","0.2","1","100311"
"3","36914088","","","wac_birthday_ames_talk_wish","36914","","","0.2","1","123011"
"21","36914089","","0","vo_wac_36914_005","36914","","","","0","vo_wac_36914"
"11","36914090","1","1","雖然你可能不記得了，但今天，\n是你和我初次相遇的日子喔。\n我們故事開始的紀念日……","36914","0","0.5","0","10","123011"
"91","36914091","","","","36914","","","","","0"
"3","36914092","","","wac_birthday_ames_talk_doya","36914","","","0.2","1","123011"
"21","36914093","","0","vo_wac_36914_006","36914","","","","0","vo_wac_36914"
"11","36914094","1","1","即使名字或模樣變了，\n我還是你們的嚮導。\n為了不讓你們誤入歧途，\n今後我也會繼續給你們建議的♪","36914","0","0.5","0","10","123011"
"91","36914095","","","","36914","","","","","0"
"22","36914096","","","","36914","","","","","0"
"25","37914001","","","bgm_M321_2C","37914","","","","","bgm_M321"
"1","37914002","-70","-1000","111011","37914","0","wac_birthday_idle_normal","2","250","1"
"1","37914003","-270","230","110811","37914","1","wac_birthday_idle_smile","2","256","1"
"1","37914004","-310","410","110911","37914","1","wac_birthday_idle_doya","2","257","1"
"13","37914005","","","300","37914","","","","","111011"
"13","37914006","","","300","37914","","","","","110811"
"13","37914007","","","300","37914","","","","","110911"
"31","37914008","1","0","502","37914","","","0","0","502"
"31","37914009","1","0","600","37914","","","1","0","600"
"31","37914010","1","0","602","37914","","","0","0","602"
"31","37914011","1","0","603","37914","","","0","0","603"
"31","37914012","1","60","604","37914","","","1","30","604"
"31","37914013","1","0","615","37914","","","1","0","615"
"31","37914014","1","0","700","37914","","","0","0","700"
"31","37914015","1","0","701","37914","","","0","0","701"
"31","37914016","1","0","702","37914","","","0","0","702"
"31","37914017","1","0","800","37914","","","0","0","800"
"31","37914018","1","60","964","37914","","","1","30","964"
"93","37914019","","","","37914","","","","","1"
"3","37914020","1","wac_birthday_reaction_03","wac_birthday_reaction_02","37914","0.2","","0.2","0","110911"
"93","37914021","","","","37914","","","","","0.1"
"3","37914022","1","wac_birthday_reaction_03","wac_birthday_reaction_01","37914","0.2","","0.2","0","110811"
"93","37914023","","","","37914","","","","","0.3"
"3","37914024","","","wac_birthday_run_01","37914","","","0.2","1","111011"
"2","37914025","","3","0","37914","","","","-70","111011"
"93","37914026","","","","37914","","","","","2.5"
"32","37914027","","","1","37914","","","","","602"
"93","37914028","","","","37914","","","","","0.6"
"32","37914029","","","1","37914","","","","","502"
"32","37914030","","","0","37914","","","","","600"
"32","37914031","","","0","37914","","","","","615"
"32","37914032","","","0","37914","","","","","604"
"32","37914033","","","1","37914","","","","","701"
"33","37914034","","0.01","0","37914","","","","0","964"
"3","37914035","1","wac_birthday_wish_04","wac_birthday_blowout_01","37914","0.2","","0.2","0","111011"
"2","37914036","","0.01","-200","37914","","","","-330","111011"
"3","37914037","","","wac_birthday_idle_smile","37914","","","0.2","1","110811"
"2","37914038","","0.01","180","37914","","","","-320","110811"
"3","37914039","","","wac_birthday_idle_doya","37914","","","0.2","1","110911"
"2","37914040","","0.01","320","37914","","","","-340","110911"
"93","37914041","","","","37914","","","","","0"
"32","37914042","","","1","37914","","","","","800"
"93","37914043","","","","37914","","","","","0.7"
"32","37914044","","","1","37914","","","","","702"
"93","37914045","","","","37914","","","","","0.5"
"23","37914046","","","se_sys_login_birthday_blow_candle","37914","","","","0","se_common"
"32","37914047","","","0","37914","","","","","701"
"93","37914048","","","","37914","","","","","0.4"
"23","37914049","","","se_sys_login_birthday_cracker","37914","","","","0","se_common"
"32","37914050","","","1","37914","","","","","700"
"23","37914051","","","se_sys_login_birthday_calendar_applause","37914","","","","0","se_common"
"3","37914052","1","wac_birthday_idle_smile","wac_birthday_clap","37914","0.2","","0.2","0","110811"
"93","37914053","","","","37914","","","","","0.1"
"3","37914054","1","wac_birthday_idle_doya","wac_birthday_clap","37914","0.2","","0.2","0","110911"
"93","37914055","","","","37914","","","","","2"
"131","37914056","","","","37914","","","","","1"
"21","37914057","","0","vo_wac_37914_000","37914","","","","0","vo_wac_37914"
"11","37914058","1","1","喔喔，這蠟燭是為我準備的？\n多麼細膩的複雜香氣。\n下面的基底也很驚人……\n這就是所謂的生日蛋糕基底啊！","37914","0","0.5","0","10","111011"
"91","37914059","","","","37914","","","","","0"
"3","37914060","","","wac_birthday_idle_wish","37914","","","0.2","1","111011"
"3","37914061","","","wac_birthday_talk_normal","37914","","","0.2","1","110811"
"21","37914062","","0","vo_wac_37914_001","37914","","","","0","vo_wac_37914"
"11","37914063","1","1","基本上是我們親手做的，\n不過反正學姊對蛋糕沒興趣吧。\n等等我們會隨意收拾掉的，\n所以妳可以回去囉。辛苦了～","37914","0","0.5","0","10","110811"
"91","37914064","","","","37914","","","","","0"
"3","37914065","","","wac_birthday_idle_normal","37914","","","0.2","1","110811"
"3","37914066","","","wac_birthday_yuni_talk_anger","37914","","","0.2","1","111011"
"21","37914067","","0","vo_wac_37914_002","37914","","","","0","vo_wac_37914"
"11","37914068","1","1","後輩們別說蠢話。\n你們這麼努力準備，我怎麼可能不吃。\n我會確實接受你們的心意。\n講白一點，就是別排擠我。","37914","0","0.5","0","10","111011"
"91","37914069","","","","37914","","","","","0"
"3","37914070","","","wac_birthday_talk_normal","37914","","","0.2","1","111011"
