cd5175f51ea6642007ebd9baffaabbc26705ead81e5b6722556f9f7ac1bfa03c,f7f6be411ec4885e00cdf1d27b251fca0064da7447aad6399a2671c049f87613,4ace847080fd5094187edb76ec30594c386eba70b93c47bde434666f27678770,6bdd7aac322550bef69debf31a1a3c1219dfca052aa52f182075f9091d262723,5b87ddf1e033ab4e4ed7f3e478347b2ab8ff947c6fc6d6aca358d9ee26d543ce,2c015d3c928292c88f994e4b0676ebb4ccb57c4076a5243439d4a0776a792537,a581dba2140b107f7a3f867928f10a0bacf33c683b2589c397277eea85cc006c,5d0abc830bbf3fd2966d37b94895e2c669b972dc1f4ad0ba6e58917344f4a36d,5693b07139648a270809618cdd8f5087ca5d8a98895a383f3323fa629b31b832,d721d194dad6eb53038fb6980b2a7b7910bc4d28940b88b4e3e7b776a96bf6f6,27610513fce19e13888ff749ec307cfbfd12b38d2518648228ffeda16ce2fa82
"","0.4","","33214","","93","","33214048","","",""
"","se_common","","33214","","23","","33214049","se_sys_login_birthday_cracker","0",""
"","700","","33214","","32","","33214050","1","",""
"","se_common","","33214","","23","","33214051","se_sys_login_birthday_calendar_applause","0",""
"wac_birthday_idle_wish","100211","","33214","1","3","0.2","33214052","wac_birthday_clap_to_wish","0","0.2"
"","0.1","","33214","","93","","33214053","","",""
"wac_birthday_idle_smile","100111","","33214","1","3","0.2","33214054","wac_birthday_clap","0","0.2"
"","2","","33214","","93","","33214055","","",""
"","1","","33214","","131","","33214056","","",""
"0","vo_wac_33214","","33214","","21","","33214057","vo_wac_33214_000","0",""
"1","100311","0.5","33214","1","11","0","33214058","謝謝你們今天為我準備了\n這麼棒的生日蛋糕。\n那個……抱歉，總覺得太害羞了，\n所以沒辦法表達得很好。","10","0"
"","0","","33214","","91","","33214059","","",""
"","100311","","33214","","3","","33214060","wac_birthday_idle_normal","1","0.2"
"","100211","","33214","","3","","33214061","wac_birthday_talk_smile","1","0.2"
"0","vo_wac_33214","","33214","","21","","33214062","vo_wac_33214_001","0",""
"1","100211","0.5","33214","1","11","0","33214063","沒關係的。\n看怜妳現在的表情，\n就知道妳非常高興了♪","10","0"
"","0","","33214","","91","","33214064","","",""
"","100211","","33214","","3","","33214065","wac_birthday_idle_smile","1","0.2"
"","100111","","33214","","3","","33214066","wac_birthday_talk_doya","1","0.2"
"0","vo_wac_33214","","33214","","21","","33214067","vo_wac_33214_002","0",""
"1","100111","0.5","33214","1","11","0","33214068","難得能看到怜滿臉通紅的模樣呢～\n來吧來吧，騎士先生也要牢牢地\n把這副模樣烙印在腦海裡喔♪","10","0"
"","0","","33214","","91","","33214069","","",""
"","100111","","33214","","3","","33214070","wac_birthday_idle_doya","1","0.2"
"","100311","","33214","","3","","33214071","wac_birthday_talk_wish","1","0.2"
"0","vo_wac_33214","","33214","","21","","33214072","vo_wac_33214_003","0",""
"1","100311","0.5","33214","1","11","0","33214073","日、日和妳別這樣……！\n你也別把這種話當真，\n別目不轉睛地盯著我看！\n我的表情會變得更奇怪的……！","10","0"
"","0","","33214","","91","","33214074","","",""
"","0","","33214","","22","","33214075","","",""
"","bgm_M321","","34314","","25","","34314001","bgm_M321_2C","",""
"-1000","1","wac_birthday_idle_normal","34314","-70","1","0","34314002","100711","250","2"
"170","1","wac_birthday_idle_normal","34314","-260","1","1","34314003","100611","256","2"
"270","1","wac_birthday_idle_wish","34314","-310","1","1","34314004","102211","259","2"
"385","1","wac_birthday_idle_smile","34314","-270","1","1","34314005","103111","257","2"
"510","1","wac_birthday_idle_smile","34314","-310","1","1","34314006","104411","258","2"
"","100711","","34314","","13","","34314007","300","",""
"","100611","","34314","","13","","34314008","300","",""
"","102211","","34314","","13","","34314009","300","",""
"","103111","","34314","","13","","34314010","300","",""
"","104411","","34314","","13","","34314011","300","",""
"0","502","","34314","1","31","","34314012","502","0","0"
"0","600","","34314","1","31","","34314013","600","0","1"
"0","602","","34314","1","31","","34314014","602","0","0"
"0","603","","34314","1","31","","34314015","603","0","0"
"60","604","","34314","1","31","","34314016","604","30","1"
"0","615","","34314","1","31","","34314017","615","0","1"
"0","700","","34314","1","31","","34314018","700","0","0"
"0","701","","34314","1","31","","34314019","701","0","0"
"0","702","","34314","1","31","","34314020","702","0","0"
"0","800","","34314","1","31","","34314021","800","0","0"
"60","958","","34314","1","31","","34314022","958","30","1"
"","1","","34314","","93","","34314023","","",""
"wac_birthday_reaction_03","102211","","34314","1","3","0.2","34314024","wac_birthday_reaction_05","0","0.2"
"wac_birthday_reaction_03","100611","","34314","1","3","0.2","34314025","wac_birthday_reaction_01","0","0.2"
"","0.1","","34314","","93","","34314026","","",""
"wac_birthday_reaction_04","103111","","34314","1","3","0.2","34314027","wac_birthday_reaction_01","0","0.2"
"wac_birthday_reaction_03","104411","","34314","1","3","0.2","34314028","wac_birthday_reaction_02","0","0.2"
"","0.3","","34314","","93","","34314029","","",""
"","100711","","34314","","3","","34314030","wac_birthday_run_01","1","0.2"
"3","100711","","34314","","2","","34314031","0","-70",""
"","2.5","","34314","","93","","34314032","","",""
"","602","","34314","","32","","34314033","1","",""
"","0.6","","34314","","93","","34314034","","",""
"","502","","34314","","32","","34314035","1","",""
"","600","","34314","","32","","34314036","0","",""
"","615","","34314","","32","","34314037","0","",""
"","604","","34314","","32","","34314038","0","",""
"","701","","34314","","32","","34314039","1","",""
"0.01","958","","34314","","33","","34314040","0","0",""
"wac_birthday_wish_02","100711","","34314","1","3","0.2","34314041","wac_birthday_blowout_02","0","0.2"
"0.01","100711","","34314","","2","","34314042","-200","-330",""
"","100611","","34314","","3","","34314043","wac_birthday_idle_normal","1","0.2"
"0.01","100611","","34314","","2","","34314044","150","-320",""
"","102211","","34314","","3","","34314045","wac_birthday_idle_wish","1","0.2"
"0.01","102211","","34314","","2","","34314046","250","-360",""
"","103111","","34314","","3","","34314047","wac_birthday_idle_smile","1","0.2"
"0.01","103111","","34314","","2","","34314048","370","-320",""
"","104411","","34314","","3","","34314049","wac_birthday_idle_smile","1","0.2"
"0.01","104411","","34314","","2","","34314050","490","-360",""
"","0","","34314","","93","","34314051","","",""
"","800","","34314","","32","","34314052","1","",""
"","0.7","","34314","","93","","34314053","","",""
"","702","","34314","","32","","34314054","1","",""
"","0.5","","34314","","93","","34314055","","",""
"","se_common","","34314","","23","","34314056","se_sys_login_birthday_blow_candle","0",""
"","701","","34314","","32","","34314057","0","",""
"","0.4","","34314","","93","","34314058","","",""
"","se_common","","34314","","23","","34314059","se_sys_login_birthday_cracker","0",""
"","700","","34314","","32","","34314060","1","",""
"","se_common","","34314","","23","","34314061","se_sys_login_birthday_calendar_applause","0",""
"wac_birthday_idle_normal","100611","","34314","1","3","0.2","34314062","wac_birthday_clap","0","0.2"
"wac_birthday_idle_smile","103111","","34314","1","3","0.2","34314063","wac_birthday_clap","0","0.2"
"","0.1","","34314","","93","","34314064","","",""
"wac_birthday_idle_wish","102211","","34314","1","3","0.2","34314065","wac_birthday_clap_to_wish","0","0.2"
"","0.1","","34314","","93","","34314066","","",""
"wac_birthday_idle_smile","104411","","34314","1","3","0.2","34314067","wac_birthday_clap","0","0.2"
"","2","","34314","","93","","34314068","","",""
"","1","","34314","","131","","34314069","","",""
"0","vo_wac_34314","","34314","","21","","34314070","vo_wac_34314_000","0",""
"1","100711","0.5","34314","1","11","0","34314071","這天終於到來了～！\n今天是宮子的生日，\n所以要準備像山一樣多的布丁，\n盛大地慶祝一番～♪","10","0"
"","0","","34314","","91","","34314072","","",""
"","100711","","34314","","3","","34314073","wac_birthday_idle_smile","1","0.2"
"","100611","","34314","","3","","34314074","wac_birthday_talk_smile","1","0.2"
"0","vo_wac_34314","","34314","","21","","34314075","vo_wac_34314_001","0",""
"1","100611","0.5","34314","1","11","0","34314076","我們當然準備了很多\n香甜又滑嫩的布丁囉～♪\n一口氣塞滿嘴巴，\n可能會從嘴邊滴下來唷～♪","10","0"
"","0","","34314","","91","","34314077","","",""
"","100611","","34314","","3","","34314078","wac_birthday_idle_smile","1","0.2"
"","100711","","34314","","3","","34314079","wac_birthday_talk_doya","1","0.2"
"0","vo_wac_34314","","34314","","21","","34314080","vo_wac_34314_002","0",""
"1","100711","0.5","34314","1","11","0","34314081","你們很懂該送什麼禮物嘛！\n真的很感謝喲～♪\n之後除了生日以外，\n盂蘭盆節和忌日時也交出布丁來吧～","10","0"
"","0","","34314","","91","","34314082","","",""
"","100711","","34314","","3","","34314083","wac_birthday_idle_doya","1","0.2"
"","102211","","34314","","3","","34314084","wac_birthday_talk_sad","1","0.2"
"0","vo_wac_34314","","34314","","21","","34314085","vo_wac_34314_003","0",""
"1","102211","0.5","34314","1","11","0","34314086","等一下，妳也太貪心了吧！？\n一年內辦好幾次的話，\n蘭德索爾的布丁\n會全消失的！","10","0"
"","0","","34314","","91","","34314087","","",""
"","102211","","34314","","3","","34314088","wac_birthday_idle_sad","1","0.2"
"","103111","","34314","","3","","34314089","wac_birthday_talk_wish","1","0.2"
"0","vo_wac_34314","","34314","","21","","34314090","vo_wac_34314_004","0",""
"1","103111","0.5","34314","1","11","0","34314091","不過，妳開心真是太好了。\n只要宮子一直都這麼開心，\n靈魂就能維持純潔，\n不會轉變成惡靈吧……","10","0"
"","0","","34314","","91","","34314092","","",""
"","103111","","34314","","3","","34314093","wac_birthday_idle_wish","1","0.2"
"","104411","","34314","","3","","34314094","wac_birthday_talk_sad","1","0.2"
"0","vo_wac_34314","","34314","","21","","34314095","vo_wac_34314_005","0",""
"1","104411","0.5","34314","1","11","0","34314096","嗯～\n無止境地要求布丁，\n其實已經有一半算是惡靈了吧？","10","0"
"","0","","34314","","91","","34314097","","",""
"","0","","34314","","22","","34314098","","",""
"","bgm_M321","","34414","","25","","34414001","bgm_M321_2C","",""
"-1000","1","wac_birthday_idle_normal","34414","-70","1","0","34414002","102911","250","2"
"230","1","wac_birthday_idle_smile","34414","-270","1","1","34414003","104211","256","2"
"410","1","wac_birthday_idle_normal","34414","-310","1","1","34414004","105411","257","2"
"","102911","","34414","","13","","34414005","300","",""
"","104211","","34414","","13","","34414006","300","",""
"","105411","","34414","","13","","34414007","300","",""
"0","502","","34414","1","31","","34414008","502","0","0"
"0","600","","34414","1","31","","34414009","600","0","1"
"0","602","","34414","1","31","","34414010","602","0","0"
"0","603","","34414","1","31","","34414011","603","0","0"
"60","604","","34414","1","31","","34414012","604","30","1"
"0","615","","34414","1","31","","34414013","615","0","1"
"0","700","","34414","1","31","","34414014","700","0","0"
"0","701","","34414","1","31","","34414015","701","0","0"
"0","702","","34414","1","31","","34414016","702","0","0"
"0","800","","34414","1","31","","34414017","800","0","0"
"60","959","","34414","1","31","","34414018","959","30","1"
"","1","","34414","","93","","34414019","","",""
"wac_birthday_reaction_03","105411","","34414","1","3","0.2","34414020","wac_birthday_reaction_01","0","0.2"
"","0.1","","34414","","93","","34414021","","",""
"wac_birthday_reaction_04","104211","","34414","1","3","0.2","34414022","wac_birthday_reaction_01","0","0.2"
"","0.3","","34414","","93","","34414023","","",""
"","102911","","34414","","3","","34414024","wac_birthday_run_01","1","0.2"
"3","102911","","34414","","2","","34414025","0","-70",""
"","2.5","","34414","","93","","34414026","","",""
"","602","","34414","","32","","34414027","1","",""
"","0.6","","34414","","93","","34414028","","",""
"","502","","34414","","32","","34414029","1","",""
"","600","","34414","","32","","34414030","0","",""
"","615","","34414","","32","","34414031","0","",""
"","604","","34414","","32","","34414032","0","",""
"","701","","34414","","32","","34414033","1","",""
"0.01","959","","34414","","33","","34414034","0","0",""
"wac_birthday_wish_02","102911","","34414","1","3","0.2","34414035","wac_birthday_blowout_01","0","0.2"
"0.01","102911","","34414","","2","","34414036","-200","-330",""
"","104211","","34414","","3","","34414037","wac_birthday_idle_smile","1","0.2"
"0.01","104211","","34414","","2","","34414038","180","-320",""
"","105411","","34414","","3","","34414039","wac_birthday_idle_normal","1","0.2"
"0.01","105411","","34414","","2","","34414040","320","-340",""
"","0","","34414","","93","","34414041","","",""
"","800","","34414","","32","","34414042","1","",""
"","0.7","","34414","","93","","34414043","","",""
"","702","","34414","","32","","34414044","1","",""
"","0.5","","34414","","93","","34414045","","",""
"","se_common","","34414","","23","","34414046","se_sys_login_birthday_blow_candle","0",""
"","701","","34414","","32","","34414047","0","",""
"","0.4","","34414","","93","","34414048","","",""
"","se_common","","34414","","23","","34414049","se_sys_login_birthday_cracker","0",""
"","700","","34414","","32","","34414050","1","",""
"","se_common","","34414","","23","","34414051","se_sys_login_birthday_calendar_applause","0",""
"wac_birthday_idle_smile","104211","","34414","1","3","0.2","34414052","wac_birthday_clap","0","0.2"
"","0.1","","34414","","93","","34414053","","",""
"wac_birthday_idle_normal","105411","","34414","1","3","0.2","34414054","wac_birthday_clap","0","0.2"
"","2","","34414","","93","","34414055","","",""
"","1","","34414","","131","","34414056","","",""
"0","vo_wac_34414","","34414","","21","","34414057","vo_wac_34414_000","0",""
"1","102911","0.5","34414","1","11","0","34414058","各位，今天謝謝你們為我慶生♪\n這種時候果然該來場\n生日演唱會之類的嗎？","10","0"
"","0","","34414","","91","","34414059","","",""
"","102911","","34414","","3","","34414060","wac_birthday_idle_normal","1","0.2"
"","104211","","34414","","3","","34414061","wac_birthday_talk_normal","1","0.2"
"0","vo_wac_34414","","34414","","21","","34414062","vo_wac_34414_001","0",""
"1","104211","0.5","34414","1","11","0","34414063","好像會很開心……\n但仔細想想，\n由慶生對象來唱歌跳舞，\n是件很奇怪的事呢。","10","0"
"","0","","34414","","91","","34414064","","",""
"","104211","","34414","","3","","34414065","wac_birthday_idle_normal","1","0.2"
"","105411","","34414","","3","","34414066","wac_birthday_talk_wish","1","0.2"
"0","vo_wac_34414","","34414","","21","","34414067","vo_wac_34414_002","0",""
"1","105411","0.5","34414","1","11","0","34414068","就想成是回禮怎麼樣？\n想想，這次騎士先生也\n幫忙準備了蛋糕。\n這樣不就能成為偶像風格的回禮嗎？","10","0"
