7eff1fb36285592878e017e574afc8126d8b37b3b979757599839af1fc722d57,eeea4f7bc0c9653e7c03759ca2fb27e3d9044e16a1779b5130e077ebd8d89c73,94de51279ce26f6ae8422de47d4844e4a64e542ddc639511ad102f5f1761ef4b,4fe7579065382c05a90e8026c262d5e8e7c26654ba0b869da2d4c1ef333cd004,70e923a3348072140a348292e02e728c8640646a11d957b689dfda6112f4567e,3cf80c5be6334663ea5c401501ce371ba2dae3a7fce21eaefff4377588f2e957,f3e022269b2aff31286afe3ad384d45c638b7bd2bc9704f3a06803124cd5a61a,69364b65be0528cd13429db62e9c91aa749390a51e033e857810a4e2240f74c0,eff672e9d090c7d5d90b789599c09060bb00e3631d4db3620f639a6f56cd375b,1284159eb99fd98ebf8ec51d350b02159cab1dad595e8d4360879b4dbd9960c0,046a7fd1579bdc1fc43340b94a13414df0541b7d6fae93254c8696f7cd558759
"23","","","40152","","","","","se_travel_top_aruma_08","1401520086","se_travel_top"
"4","","","40152","0","","","","1","1401520087","8"
"2","","2.5","40152","0","","-195","","-1600","1401520088","8"
"3","","","40152","","0","1","","travel_topdrama_r_4013_runaway_2","1401520089","8"
"2","","2.5","40152","0","","-195","","-1600","1401520090","1000002"
"2","","1.4","40152","0","","-195","","-20","1401520091","1000003"
"93","","","40152","","","","","0","1401520092","1.4"
"3","","travel_topdrama_r_4013_touch_loop","40152","1","0.2","0","0.3","travel_topdrama_r_4013_touch_3","1401520093","1000003"
"32","","","40152","","","","","1","1401520094","401311"
"93","","","40152","","","","","0","1401520095","1"
"3","","","40152","","0","0","","travel_topdrama_r_4013_danger_3_in","1401520096","7"
"93","","","40152","","","","","0","1401520097","2.16"
"32","","","40152","","","","","1","1401520098","4013042"
"93","","","40152","","","","","0","1401520099","0.54"
"3","","","40152","","0.3","1","","travel_topdrama_r_4013_touch_loop","1401520100","1000003"
"93","","","40152","","","","","0","1401520101","1.07"
"3","","travel_topdrama_r_4013_static","40152","1","0.1","0","0.1","travel_topdrama_r_4013_danger_3_safe","1401520102","7"
"32","","","40152","","","","","1","1401520103","401315"
"23","","","40152","","","","","se_travel_top_aruma_15","1401520104","se_travel_top"
"93","","","40152","","","","","0","1401520105","0.83"
"32","","","40152","","","","","1","1401520106","401316"
"93","","","40152","","","","","0","1401520107","1.2"
"4","","","40152","0","","","","0","1401520108","8"
"2","","0","40152","0","","-195","","-20","1401520109","8"
"3","","","40152","","0","0","","travel_topdrama_r_4013_catch_3","1401520110","8"
"23","","","40152","","","","","se_travel_top_aruma_16","1401520111","se_travel_top"
"32","","","40152","","","","","1","1401520112","4013133"
"3","","travel_topdrama_r_4013_runaway","40152","1","0.1","0","0","travel_topdrama_r_4013_catch","1401520113","1000003"
"93","","","40152","","","","","0","1401520114","0.66"
"32","","","40152","","","","","1","1401520115","4013123"
"23","","","40152","","","","","se_travel_top_aruma_17","1401520116","se_travel_top"
"93","","","40152","","","","","0","1401520117","0.97"
"4","","","40152","","","","","1","1401520118","1000003"
"3","","","40152","","0","1","","travel_topdrama_r_4013_runaway","1401520119","1000003"
"23","","","40152","","","","","se_travel_top_aruma_08","1401520120","se_travel_top"
"4","","","40152","0","","","","1","1401520121","8"
"2","","2.5","40152","0","","-195","","-1600","1401520122","8"
"3","","","40152","","0","1","","travel_topdrama_r_4013_runaway_3","1401520123","8"
"2","","2.5","40152","0","","-195","","-1600","1401520124","1000003"
"93","","","40152","","","","","0","1401520125","1"
"111","","","40152","","","","","","1401520126","0"
"91","","","40152","","","","","","1401520127","0"
"31","","0","40161","1","1","0","","401600","1401610001","401600"
"5","normal","0","40161","-77","1","110","0","0","1401610002","0"
"91","","","40161","","","","","0","1401610003","0"
"1","travel_topdrama_r_4016_look_in","-134","40162","-184","1.75","50","0","1000001","1401620001","1"
"1","travel_topdrama_r_4016_look_in","134","40162","-184","1.75","55","1","1000002","1401620002","1"
"5","static","-7","40162","-310","1","30","0","401699","1401620003","19"
"5","empty","-7","40162","-310","1","70","0","401698","1401620004","26"
"31","","0","40162","1","1","0","","401601","1401620005","401601"
"31","","0","40162","1","1","0","","401602","1401620006","401602"
"31","","0","40162","1","0","0","","401603","1401620007","401603"
"31","","0","40162","1","0","0","","401605","1401620008","401605"
"31","","0","40162","1","0","0","","401606","1401620009","401606"
"31","","0","40162","1","0","0","","401607","1401620010","401607"
"31","","0","40162","1","0","0","","401608","1401620011","401608"
"31","","0","40162","1","0","0","","401609","1401620012","401609"
"31","","0","40162","1","0","0","","400016","1401620013","400016"
"31","","0","40162","1","1","0","","401620","1401620014","401620"
"91","","","40162","","","","","","1401620015","0"
"32","","","40162","","","","","1","1401620016","400016"
"32","","","40162","","","","","1","1401620017","401603"
"32","","","40162","","","","","1","1401620018","401606"
"3","","","40162","","0","0","","travel_topdrama_r_4016_look_out","1401620019","1000001"
"3","","","40162","","0","0","","travel_topdrama_r_4016_look_out","1401620020","1000002"
"3","","","40162","","0","0","","start","1401620021","401699"
"93","","","40162","","","","","0","1401620022","1.7"
"3","","travel_topdrama_r_4016_jump_surprise","40162","0","0.2","0","0","travel_topdrama_r_4016_hop_R","1401620023","1000002"
"91","","","40162","","","","","","1401620024","1401620019"
"3","","travel_topdrama_r_4016_jump_normal","40162","1","0.2","0","0","travel_topdrama_r_4016_hop_L","1401620025","1000001"
"91","","","40162","","","","","","1401620026","1401620021"
"3","","","40162","","0","1","","bound","1401620027","401699"
"91","","","40162","","","","","","1401620028","1401620023"
"3","","","40162","","0.2","1","","travel_topdrama_r_4016_jump_normal","1401620029","1000002"
"3","","","40162","","0.2","1","","bound","1401620030","401699"
"93","","","40162","","","","","0","1401620031","4.6"
"3","","idle","40162","1","0","0","0","jump","1401620032","401699"
"3","","","40162","","0","0","","rock_1","1401620033","401698"
"122","","","40162","","","0.3","","10","1401620034","10"
"32","","","40162","","","","","1","1401620035","401607"
"23","","","40162","","","0","","se_travel_top_mandragora_06","1401620036","se_travel_top"
"3","","","40162","","0","0","","travel_topdrama_r_4016_bounce_normal_L","1401620037","1000001"
"93","","","40162","","","","","0","1401620038","0.2"
"3","","","40162","","0","0","","travel_topdrama_r_4016_bounce_normal_R","1401620039","1000002"
"32","","","40162","","","","","1","1401620040","401605"
"93","","","40162","","","","","0","1401620041","0.7"
"122","","","40162","","","0.3","","10","1401620042","10"
"23","","","40162","","","0","","se_travel_top_mandragora_07","1401620043","se_travel_top"
"23","","","40162","","","0","","se_travel_top_mandragora_08","1401620044","se_travel_top"
"91","","","40162","","","","","0","1401620045","1401620037"
"3","","","40162","","0","0","","travel_topdrama_r_4016_run","1401620046","1000001"
"3","","","40162","","0","0","","travel_topdrama_r_4016_run","1401620047","1000002"
"32","","","40162","","","","","1","1401620048","401608"
"32","","","40162","","","","","1","1401620049","401609"
"93","","","40162","","","","","0","1401620050","2.13"
"111","","","40162","","","","","","1401620051",""
"91","","","40162","","","","","","1401620052","0"
"31","","0","40171","1","1","0","","401700","1401710001","401700"
"5","normal","0","40171","-77","1","110","0","0","1401710002","0"
"91","","","40171","","","","","0","1401710003","0"
"1","travel_topdrama_r_4016_look_in","-134","40172","-184","1.75","50","0","1000001","1401720001","1"
"1","travel_topdrama_r_4016_look_in","134","40172","-184","1.75","55","1","1000002","1401720002","1"
"5","static","-7","40172","-310","1","30","0","401799","1401720003","19"
"31","","0","40172","1","1","0","","401701","1401720004","401701"
"31","","0","40172","1","1","0","","401702","1401720005","401702"
"31","","0","40172","1","0","0","","401703","1401720006","401703"
"31","","0","40172","1","0","0","","401705","1401720007","401705"
"31","","0","40172","1","0","0","","401706","1401720008","401706"
"31","","0","40172","1","0","0","","401707","1401720009","401707"
"31","","0","40172","1","0","0","","401708","1401720010","401708"
"31","","0","40172","1","0","0","","400017","1401720011","400017"
"31","","0","40172","1","1","0","","401720","1401720012","401720"
"91","","","40172","","","","","","1401720013","0"
"32","","","40172","","","","","1","1401720014","400017"
"32","","","40172","","","","","1","1401720015","401703"
"32","","","40172","","","","","1","1401720016","401706"
"3","","","40172","","0","0","","travel_topdrama_r_4016_look_out","1401720017","1000001"
"3","","","40172","","0","0","","travel_topdrama_r_4016_look_out","1401720018","1000002"
"3","","","40172","","0","0","","start","1401720019","401799"
"93","","","40172","","","","","0","1401720020","1.7"
"3","","travel_topdrama_r_4016_jump_surprise","40172","0","0.2","0","0","travel_topdrama_r_4016_hop_R","1401720021","1000002"
"91","","","40172","","","","","","1401720022","1401720017"
"3","","travel_topdrama_r_4016_jump_normal","40172","1","0.2","0","0","travel_topdrama_r_4016_hop_L","1401720023","1000001"
"91","","","40172","","","","","","1401720024","1401720019"
"3","","","40172","","0","1","","bound","1401720025","401799"
"91","","","40172","","","","","","1401720026","1401720021"
"3","","","40172","","0.2","1","","travel_topdrama_r_4016_jump_normal","1401720027","1000002"
"3","","","40172","","0.2","1","","bound2","1401720028","401799"
"93","","","40172","","","","","0","1401720029","2.5"
"32","","","40172","","","","","1","1401720030","401707"
"93","","","40172","","","","","0","1401720031","1.4"
"3","","travel_topdrama_r_4016_jump_dreamy_loop","40172","1","0.1","0","0","travel_topdrama_r_4016_jump_dreamy_in","1401720032","1000002"
"3","","","40172","","0.2","1","","bound2","1401720033","401799"
"93","","","40172","","","","","0","1401720034","0.66"
"3","","travel_topdrama_r_4016_jump_dreamy_loop","40172","1","0.1","0","0","travel_topdrama_r_4016_jump_dreamy_in","1401720035","1000001"
"93","","","40172","","","","","0","1401720036","2.2"
"32","","","40172","","","","","1","1401720037","401708"
"93","","","40172","","","","","0","1401720038","2.5"
"32","","","40172","","","","","1","1401720039","401705"
"93","","","40172","","","","","0","1401720040","2.3"
"111","","","40172","","","","","","1401720041",""
"91","","","40172","","","","","","1401720042","0"
"31","","0","40181","1","1","0","","401800","1401810001","401800"
"5","normal","0","40181","-77","1","110","0","0","1401810002","0"
"91","","","40181","","","","","0","1401810003","0"
"1","travel_topdrama_r_4016_look_in","-134","40182","-184","1.75","50","0","1000001","1401820001","1"
"1","travel_topdrama_r_4016_look_in","134","40182","-184","1.75","55","1","1000002","1401820002","1"
"5","static","-7","40182","-310","1","30","0","401899","1401820003","19"
"5","empty","-7","40182","-310","1","70","0","401898","1401820004","26"
"31","","0","40182","1","1","0","","401801","1401820005","401801"
"31","","0","40182","1","1","0","","401802","1401820006","401802"
"31","","0","40182","1","0","0","","401803","1401820007","401803"
"31","","0","40182","1","0","0","","401804","1401820008","401804"
"31","","0","40182","1","0","0","","401805","1401820009","401805"
"31","","0","40182","1","0","0","","401806","1401820010","401806"
"31","","0","40182","1","0","0","","401807","1401820011","401807"
"31","","0","40182","1","0","0","","401808","1401820012","401808"
"31","","0","40182","1","0","0","","401809","1401820013","401809"
"31","","0","40182","1","0","0","","401810","1401820014","401810"
"31","","0","40182","1","0","0","","400018","1401820015","400018"
"31","","0","40182","1","1","0","","401820","1401820016","401820"
"91","","","40182","","","","","","1401820017","0"
"32","","","40182","","","","","1","1401820018","400018"
"32","","","40182","","","","","1","1401820019","401803"
"32","","","40182","","","","","1","1401820020","401804"
"32","","","40182","","","","","1","1401820021","401806"
"3","","","40182","","0","0","","travel_topdrama_r_4016_look_out","1401820022","1000001"
"3","","","40182","","0","0","","travel_topdrama_r_4016_look_out","1401820023","1000002"
"3","","","40182","","0","0","","start","1401820024","401899"
"93","","","40182","","","","","0","1401820025","1.7"
"3","","travel_topdrama_r_4016_jump_surprise","40182","0","0.2","0","0","travel_topdrama_r_4016_hop_R","1401820026","1000002"
"91","","","40182","","","","","","1401820027","1401820022"
"3","","travel_topdrama_r_4016_jump_normal","40182","1","0.2","0","0","travel_topdrama_r_4016_hop_L","1401820028","1000001"
"91","","","40182","","","","","","1401820029","1401820024"
"3","","","40182","","0","1","","bound","1401820030","401899"
"91","","","40182","","","","","","1401820031","1401820026"
"3","","","40182","","0.2","1","","travel_topdrama_r_4016_jump_normal","1401820032","1000002"
"3","","","40182","","0.2","1","","bound2","1401820033","401899"
"93","","","40182","","","","","0","1401820034","2.5"
"32","","","40182","","","","","1","1401820035","401807"
"93","","","40182","","","","","0","1401820036","0.1"
"23","","","40182","","","0","","se_travel_top_mandragora_20","1401820037","se_travel_top"
"93","","","40182","","","","","0","1401820038","1.3"
"3","","travel_topdrama_r_4016_jump_dreamy_loop","40182","1","0.1","0","0","travel_topdrama_r_4016_jump_dreamy_in","1401820039","1000002"
"3","","","40182","","0.2","1","","bound2","1401820040","401899"
"93","","","40182","","","","","0","1401820041","0.66"
"3","","travel_topdrama_r_4016_jump_dreamy_loop","40182","1","0.1","0","0","travel_topdrama_r_4016_jump_dreamy_in","1401820042","1000001"
"93","","","40182","","","","","0","1401820043","2.07"
"23","","","40182","","","0","","se_travel_top_mandragora_21","1401820044","se_travel_top"
"93","","","40182","","","","","0","1401820045","0.13"
"32","","","40182","","","","","1","1401820046","401808"
"93","","","40182","","","","","0","1401820047","0.1"
"3","","","40182","","0","1","","omen","1401820048","401899"
"91","","","40182","","","","","0","1401820049","0"
"3","","dance_loop","40182","1","0","0","0","dance_in","1401820050","401899"
"3","","","40182","","0","0","","rock_2","1401820051","401898"
"122","","","40182","","","0.3","","10","1401820052","10"
"32","","","40182","","","","","1","1401820053","401809"
"23","","","40182","","","0","","se_travel_top_mandragora_06","1401820054","se_travel_top"
"3","","travel_topdrama_r_4016_dance","40182","1","0","0","0","travel_topdrama_r_4016_bounce_dreamy_R","1401820055","1000002"
"93","","","40182","","","","","0","1401820056","0.2"
"3","","travel_topdrama_r_4016_dance","40182","1","0","0","0","travel_topdrama_r_4016_bounce_dreamy_L","1401820057","1000001"
"93","","","40182","","","","","0","1401820058","0.6"
"122","","","40182","","","0.3","","10","1401820059","10"
"23","","","40182","","","0","","se_travel_top_mandragora_07","1401820060","se_travel_top"
"93","","","40182","","","","","0","1401820061","0"
"32","","","40182","","","","","1","1401820062","401810"
"93","","","40182","","","","","0","1401820063","0.75"
"23","","","40182","","","0","","se_travel_top_mandragora_22","1401820064","se_travel_top"
"93","","","40182","","","","","0","1401820065","2.58"
"32","","","40182","","","","","1","1401820066","401805"
"93","","","40182","","","","","0","1401820067","2.2"
"24","","","40182","","","","","0.5","1401820068","se_travel_top_mandragora_22"
"111","","","40182","","","","","","1401820069",""
