89022cb2e54d53696d040d2eede33d478f508e2f7c85e3d14297111bae477a34,edf05e41ff6451436107fed9a1f85c430e9751eaf53d934dd97887953763ed5b,8d9247113091eb2c8d7419d12f4198edbfd53490c3a13a0285e6b50ee2300c46,1d69c78b37f7824e57838bb7f78734c3190743ec5c30a01d10237b511dc7f570,1529625d4b3588b2bada4a89c17e68957e46a473e44547a83b58d5edba1387a6,447e3b2e0d330ab27f2265c775cc84fb7ca061748a93f1cf882882439e2d01d1,5f44b09d12c3c081b709fcadd8068e881a77d3953726a852b08a4aac00bc0ace,0b317f34de9664efa12717832a739d339cec45f54b4fbd4deb16c6728be55949,8b6cbd0e5910fffb241fd894ec414ce103807264f66f7b92c07b46de2abf6bae,7fdd77c2a1594ecf2ca1618a565d365561cc3c4cbc4900f7fb3cca249b56f654,1ea2f9db459f2042052110de122d296d0f22d9e1903eb5a9bbe1bb959a53f1a9
"","","","0","945","","vo_fpc_30502","21","19450023","vo_fpc",""
"1","0","0","1","945","0","我明明連採買都請妳幫忙了，\n抱歉啊。不過，便當的內容\n有點太幹勁十足了……","11","19450024","122611","5"
"","","","","945","","","91","19450025","0",""
"","","","0","945","","vo_fpc_30503","21","19450026","vo_fpc",""
"1","0","0","1","945","0","太幹勁十足是怎樣啊？\n妳準備的材料很正常吧？\n嗯？話說回來，妳有買粉紅色的\n櫻花魚鬆吧。難不成……","11","19450027","110411","5"
"","","","","945","","","91","19450028","0",""
"","0.1","0.1","45_makoto_talk_surprise_loop","945","1","45_makoto_talk_surprise","3","19450029","110411","0"
"","0.1","0.1","45_yui_shy_loop","945","1","45_yui_shy_in","3","19450030","122611","0"
"","0.1","0.1","45_yui_shy_loop","945","1","45_yui_shy_in","3","19450031","1","0"
"","","","0","945","","vo_fpc_30504","21","19450032","vo_fpc",""
"1","0","0","1","945","0","……嗯，我做了……\n巨大的愛心圖案……\n果然還是不能邀他吧！\n真琴能幫我吃掉嗎！？","11","19450033","122611","4"
"","","","","945","","","91","19450034","0",""
"","0.1","","","945","","45_makoto_idle","3","19450035","110411","1"
"","","","0","945","","vo_fpc_30505","21","19450036","vo_fpc",""
"0.5","0","0","1","945","0","我知道了啦。我會陪妳去，\n然後替妳吃掉的……\n其他的配菜是妳的得意之作吧？\n好了，快點走囉！","11","19450037","110411","7"
"","","","","945","","","91","19450038","0",""
"","0.1","0.1","cmn_swm_dogscratch","945","1","45_makoto_dogscratch_in","3","19450039","110411","0"
"","","","","945","","0","93","19450040","0.5",""
"","","","","945","","0","32","19450041","1104111",""
"","","","","945","","1","32","19450042","117",""
"","","","4.07239819004525","945","0","1050","2","19450043","110411","-125"
"","","","4.07239819004525","945","0","1050","33","19450044","117","-125"
"","0.1","0.1","45_yui_idle_2","945","1","45_yui_notice","3","19450045","122611","0"
"","0.1","0.1","45_yui_idle","945","1","45_yui_notice","3","19450046","1","0"
"","","","0","945","","vo_fpc_30506","21","19450047","vo_fpc",""
"1","0","0","1","945","0","啊，真琴？\n等一下啦──！","11","19450048","122611","9"
"","","","","945","","","91","19450049","0",""
"","0.1","","","945","","45_yui_cmn_swm_tread","3","19450050","122611","1"
"","0.1","","","945","","cmn_swm_tread_pink","3","19450051","1","1"
"","","","4.75113122171946","945","0","850","2","19450052","122611","-180"
"","","","4.75113122171946","945","0","850","2","19450053","1","-180"
"","","","4.75113122171946","945","0","850","33","19450054","1226113","-180"
"","","","","945","","0","93","19450055","3",""
"","","","","945","","1","32","19450056","111",""
"","0.1","0.1","45_eriko_float_loop","945","1","45_eriko_float_in","3","19450057","23","0"
"","","","","945","","0","93","19450058","2",""
"","","","0","945","","vo_fpc_30507","21","19450059","vo_fpc",""
"3","0","0","1","945","0","有盯上那位大人的不檢點氣息……\n這是偷腥貓，不對，是母狗的味道？\n必須要排除才行……","11","19450060","23","3"
"","","","","945","","0","93","19450061","16.7666666666667",""
"","","","","945","","0","93","19450062","1.5",""
"","","","","945","","","91","19450063","19450060",""
"","0.1","","","945","","45_eriko_float_end","3","19450064","23","0"
"","","","","945","","0","93","19450065","3",""
"","","","","945","","","91","19450066","0",""
"cmn_walk","1.4875","0","-800","946","-15","107911","1","19460001","1","12"
"cmn_walk","1.4875","0","-1000","946","-15","107811","1","19460002","1","12"
"cmn_swm_flutterKick","1.75","0","-910","946","-180","122411","1","19460003","1","22"
"","1","","-180","946","1","122411","31","19460004","1","-910"
"","1","","-180","946","1","115","31","19460005","1","-910"
"","1","","","946","","se_fpc_water_random","23","19460006","se_10053800","1"
"","","","","946","","0","91","19460007","19460005",""
"","","","","946","","0","93","19460008","0.3",""
"","0.1","","","946","","cmn_walk","3","19460009","107811","1"
"","","","3.82352941176471","946","","-150","2","19460010","107911","-15"
"","","","3.82352941176471","946","","-350","2","19460011","107811","-15"
"","","","","946","","","91","19460012","",""
"","0.1","0.1","46_tamaki_talk_loop","946","1","46_tamaki_talk","3","19460013","107911",""
"","0.1","0.1","46_kyaru_idle_jitome_loop","946","1","46_kyaru_idle_jitome","3","19460014","107811",""
"","","","0","946","","vo_fpc_30601","21","19460015","vo_fpc",""
"1","0","0","1","946","0","大家游了那麼久，\n居然都不會膩呢～","11","19460016","107811","5"
"","","","","946","","","91","19460017","0",""
"","","","0","946","","vo_fpc_30602","21","19460018","vo_fpc",""
"1","0","0","1","946","0","嗯？\n難道妳怕水喵？","11","19460019","107911","4"
"","","","","946","","","91","19460020","0",""
"","0.1","0.1","46_kyaru_talk_loop","946","1","46_kyaru_talk","3","19460021","107811",""
"","","","0","946","","vo_fpc_30603","21","19460022","vo_fpc",""
"1","0","0","1","946","0","嗯～坐在游泳圈上是可以啦，\n但要游的話就感覺有點……妳懂嗎？","11","19460023","107811","5"
"","","","","946","","","91","19460024","0",""
"","0.1","0.1","46_tamaki_nod_loop","946","1","46_tamaki_nod","3","19460025","107911",""
"","","","0","946","","vo_fpc_30604","21","19460026","vo_fpc",""
"0.5","0","0","1","946","0","我懂喵。感覺包括我在內的貓獸人族\n就有很多那樣的人喵。","11","19460027","107911","6"
"","","","","946","","","91","19460028","0",""
"","","","8.64253393665158","946","","1000","2","19460029","122411","-180"
"","","","8.64253393665158","946","","1000","33","19460030","122411","-180"
"","","","","946","","0","93","19460031","3",""
"","0.1","0.1","46_hiyori_flutterKick_handWave_loop","946","1","46_hiyori_flutterKick_handWave","3","19460032","122411","0"
"","","","0","946","","vo_fpc_30605","21","19460033","vo_fpc",""
"1","0","0","1","946","0","啊，哈囉──！","11","19460034","122411","10"
"","","","","946","","0","93","19460035","2",""
"","0.1","0.1","46_tamaki_handwave_loop","946","1","46_tamaki_handwave","3","19460036","107911",""
"","0.1","0.1","46_kyaru_idle_smile_loop","946","1","46_kyaru_idle_smile","3","19460037","107811",""
"","","","","946","","0","93","19460038","1.5",""
"","","","0","946","","vo_fpc_30606","21","19460039","vo_fpc",""
"1","0","0","1","946","0","哈囉──\n不過，當然還是有例外啦喵。","11","19460040","107911","5"
"","","","","946","","","91","19460041","0",""
"","0.1","0.1","46_tamaki_talk2_loop","946","1","46_tamaki_talk2","3","19460042","107911","0"
"","","","0","946","","vo_fpc_30607","21","19460043","vo_fpc",""
"0.5","0","0","1","946","0","是啊。\n……話說回來，她還真有精神呢。","11","19460044","107811","6"
"","","","","946","","","91","19460045","0",""
"","0.1","0.1","46_kyaru_idle_normal_loop","946","1","46_kyaru_idle_normal","3","19460046","107811","0"
"","","","","946","","0","93","19460047","0.5",""
"","","","","946","","0","32","19460048","115",""
"","","","","946","","0","32","19460049","122411",""
"","","","0","946","","-910","2","19460050","122411","-180"
"","","","0","946","","-910","33","19460051","115","-180"
"","","","4.80140774258421","946","","1000","2","19460052","122411","-180"
"","","","4.80140774258421","946","","1000","33","19460053","115","-180"
"","","","","946","","1","32","19460054","115",""
"","0.1","","","946","","46_hiyori_flutterKickFast","3","19460055","122411","1"
"","","","","946","","0","93","19460056","1.5",""
"","","","0","946","","vo_fpc_30608","21","19460057","vo_fpc",""
"1","0","0","1","946","0","哇──！","11","19460058","122411","15"
"","","","","946","","0","93","19460059","0.766666666666667",""
"","","","","946","","0","93","19460060","1.5",""
"","","","","946","","","91","19460061","19460052",""
"","0.1","0.1","46_tamaki_talk3_loop","946","1","46_tamaki_talk3","3","19460062","107911",""
"","","","0","946","","vo_fpc_30609","21","19460063","vo_fpc",""
"0.5","0","0","1","946","0","……咦？這個泳池\n應該相當地長才對喵。","11","19460064","107911","7"
"","","","","946","","","91","19460065","0",""
"","0.1","0.1","46_kyaru_idle_normal2_loop","946","1","46_kyaru_idle_normal2","3","19460066","107811","0"
"","","","","946","","0","32","19460067","115",""
"","","","0","946","","-910","2","19460068","122411","-180"
"","","","0","946","","-910","33","19460069","115","-180"
"","","","2.1606334841629","946","","1000","2","19460070","122411","-180"
"","","","2.1606334841629","946","","1000","33","19460071","115","-180"
"","","","","946","","1","32","19460072","115",""
"","1","","","946","","se_10053800_946_hiyori","23","19460073","se_10053800","0"
"","","","","946","","0","93","19460074","0.5",""
"","","","0","946","","vo_fpc_30610","21","19460075","vo_fpc",""
"1","0","0","1","946","0","哇──！","11","19460076","122411","27"
"","","","","946","","0","93","19460077","0.65",""
"","","","","946","","0","93","19460078","1.5",""
"","0.1","0.1","46_kyaru_surprise_loop","946","1","46_kyaru_surprise","3","19460079","107811","0"
"","0.1","0.1","46_tamaki_talk4_loop","946","1","46_tamaki_talk4","3","19460080","107911",""
"","","","0","946","","vo_fpc_30611","21","19460081","vo_fpc",""
"0.5","0","0","1","946","0","她剛剛才剛通過這裡吧？\n是游得多快啊！？","11","19460082","107811","7"
"","","","","946","","","91","19460083","0",""
"","","","","946","","0","32","19460084","115",""
"","","","0","946","","-910","2","19460085","122411","-180"
"","","","0","946","","-910","33","19460086","115","-180"
"","","","2.1606334841629","946","","1000","2","19460087","122411","-180"
"","","","2.1606334841629","946","","1000","33","19460088","115","-180"
"","","","","946","","1","32","19460089","115",""
"","1","","","946","","se_10053800_946_hiyori","23","19460090","se_10053800","0"
"","","","","946","","0","93","19460091","0.5",""
"","","","0","946","","vo_fpc_30612","21","19460092","vo_fpc",""
"1","0","0","1","946","0","好──好玩！","11","19460093","122411","20"
"","","","","946","","0","93","19460094","0.8",""
"","","","","946","","0","93","19460095","1.5",""
"","0.1","","","946","","46_cmn_run","3","19460096","107911","1"
"","0.1","","","946","","46_cmn_run","3","19460097","107811","1"
"","","","2.8657616892911","946","","800","2","19460098","107911","-15"
"","","","3.46907993966818","946","","800","2","19460099","107811","-15"
"","","","","946","","","91","19460100","0",""
"cmn_float_r","1.75","0","-850","947","-180","129411","1","19470001","1","22"
"empty","1.75","0","320","947","-180","31","5","19470002","3","23"
"cmn_float","1.75","0","-1100","947","-125","129511","1","19470003","1","12"
"empty","1.75","0","70","947","-125","32","5","19470004","3","13"
"47_yuni_float","1.75","0","-900","947","-180","26","5","19470005","26","22"
"","1","","-180","947","1","61","31","19470006","6","-820"
"","0","","-180","947","1","41","31","19470007","4","320"
"","0","","-180","947","1","1031","31","19470008","103","320"
"","0","","-180","947","1","1241","31","19470009","124","320"
"","0","","-180","947","1","91","31","19470010","9","320"
"","1","","-180","947","1","101","31","19470011","10","850"
"","1","","-125","947","1","62","31","19470012","6","-1100"
"","0","","-125","947","1","42","31","19470013","4","70"
"","0","","-125","947","1","1032","31","19470014","103","70"
"","0","","-125","947","1","1242","31","19470015","124","70"
"","0","","-125","947","1","92","31","19470016","9","70"
"","1","","-125","947","1","102","31","19470017","10","850"
"","1","","-180","947","1","26","31","19470018","102","-900"
"","0","","0","947","1","1009","31","19470019","1009","-975"
"","0","","0","947","1","1010","31","19470020","1010","-310"
"","0","","30","947","1","1011","31","19470021","1011","570"
"","1","","","947","","se_fpc_water_random","23","19470022","se_10053800","1"
"","","","","947","","","91","19470023","19470021",""
"","0.1","","","947","","cmn_float_r","3","19470024","129411","1"
"","","","6.88235294117647","947","12","320","2","19470025","129411","-180"
"","","","6.88235294117647","947","12","350","33","19470026","61","-180"
"","","","6.88235294117647","947","12","70","2","19470027","129511","-125"
"","","","6.88235294117647","947","12","70","33","19470028","62","-125"
"","","","6.88235294117647","947","12","195","33","19470029","1009","0"
"","","","","947","","1","32","19470030","1009",""
"","","","","947","","","91","19470031","19470025",""
"","","","4.55882352941176","947","12","-280","2","19470032","26","-180"
"","","","4.55882352941176","947","12","-280","33","19470033","26","-180"
"","","","","947","","","91","19470034","19470032",""
"","","","","947","","0","32","19470035","1009",""
"","","","0","947","","vo_fpc_30701","21","19470036","vo_fpc",""
"0.5","0","0","1","947","0","流逝的泳池水源源不絕，\n而且那並非原本的水……是嗎。","11","19470037","26","4"
"","","","","947","","","91","19470038","0",""
"","","","0","947","","vo_fpc_30702","21","19470039","vo_fpc",""
"1","0","0","1","947","0","喲，各位，玩得天真無邪呢。\n這世界的無常真令我感到虛幻啊。\n講白一點，\n我把羅塞塔弄丟了。","11","19470040","26","4"
"","","","","947","","","91","19470041","0",""
"","0.1","0.1","47_cmn_surprise_loop","947","1","47_chieru_surprise_in","3","19470042","129511","0"
"","","","0.2","947","12","100","33","19470043","62","-125"
"","0.1","0.1","47_cmn_surprise_loop","947","1","47_kuroe_surprise_in","3","19470044","129411","0"
"","","","0","947","","vo_fpc_30703","21","19470045","vo_fpc",""
"0.5","0","0","1","947","0","喂……\n妳在搞什麼啦，得快去找才行……！","11","19470046","129411","17"
"","","","","947","","","91","19470047","0",""
"","0.1","0.1","cmn_swm_diving","947","1","47_cmn_diving_in","3","19470048","129411","0"
"","","","","947","","0","93","19470049","0.2",""
"","","","","947","","0","32","19470050","61",""
"","","","","947","","1","32","19470051","1031",""
"","","","","947","","1","32","19470052","91",""
"","","","1.59879336349925","947","","850","2","19470053","129411","-180"
"","","","1.59879336349925","947","","850","33","19470054","91","-180"
"","0.1","0.1","cmn_swm_diving","947","1","47_cmn_diving_in","3","19470055","129511","0"
"","","","","947","","0","93","19470056","0.2",""
"","","","","947","","0","32","19470057","62",""
"","","","","947","","1","32","19470058","1032",""
"","","","","947","","1","32","19470059","92",""
"","","","1.96078431372549","947","","850","2","19470060","129511","-125"
"","","","1.96078431372549","947","","850","33","19470061","92","-125"
"","","","","947","","","91","19470062","19470060",""
"","","","","947","","0","32","19470063","91",""
"","","","","947","","0","32","19470064","92",""
"","","","2.94117647058824","947","12","70","2","19470065","129511","-125"
"","","","2.94117647058824","947","12","70","33","19470066","102","-125"
"","0.1","","","947","","cmn_swm_diving_r","3","19470067","129511","1"
"","","","","947","","0","93","19470068","1",""
"","","","0","947","","vo_fpc_30704","21","19470069","vo_fpc",""
"0.5","0","0","1","947","0","有找到嗎？","11","19470070","26","13"
"","","","","947","","0","93","19470071","0.9",""
"","","","","947","","0","93","19470072","1",""
"","","","","947","","","91","19470073","19470065",""
