62b9ba86919dd0ab126f54358f4f21c18030bf55405d58fbc21f44ef6afe9710,f1971617d6f2ec6df23a832a33ddde1ab68d3b6dc323e58f0f838accdac19042,6b3ba86853519aa739cb9aed2fc556a99adb636d6bab5ee500737b73d68cb120,7dd2865f76e0f0f666f44d2a6e2b32229ed6afed9dd11a44e20136ef7bfcfafc,493995a697128677ae46a8ef8ce4248e87246859f688c2f409e48bdcd5d9b3f2,cf62422e7ef60151b718086a62f9fd87660341908580f9eabe7451f69b592fe0,f3a8b784971652a6b3159f6dd51a19ca8946d7d540f43a77fd4bd94618b4cb77,5797af20d450f802a87f4fcb7bd42a3414aa71cfcdd7483a2f46f4d0864691d5,5cf1e649e092133e9fc69ff6a20e3d7e80eaa263eeadfe4f44e43e81e79a3a51,e18e3f155e660eb4c9a779e6e84dc76f78cf6dfbfe7564c75848840230e9b4ab,5410912cff742191069f0637b715f51f07fa34638674af83b3a1f4921c773ae2
"115","","946","4.80140774258421","","-180","19460053","1000","33","",""
"115","","946","","","","19460054","1","32","",""
"122411","0.1","946","","","1","19460055","46_hiyori_flutterKickFast","3","",""
"1.5","","946","","","","19460056","0","93","",""
"vo_fpc","","946","0","","","19460057","vo_fpc_30608","21","",""
"122411","0","946","1","1","15","19460058","哇──！","11","0","0"
"0.766666666666667","","946","","","","19460059","0","93","",""
"1.5","","946","","","","19460060","0","93","",""
"19460052","","946","","","","19460061","","91","",""
"107911","0.1","946","46_tamaki_talk3_loop","","","19460062","46_tamaki_talk3","3","1","0.1"
"vo_fpc","","946","0","","","19460063","vo_fpc_30609","21","",""
"107911","0","946","1","0.5","7","19460064","……咦？這個泳池\n應該相當地長才對喵。","11","0","0"
"0","","946","","","","19460065","","91","",""
"107811","0.1","946","46_kyaru_idle_normal2_loop","","0","19460066","46_kyaru_idle_normal2","3","1","0.1"
"115","","946","","","","19460067","0","32","",""
"122411","","946","0","","-180","19460068","-910","2","",""
"115","","946","0","","-180","19460069","-910","33","",""
"122411","","946","2.1606334841629","","-180","19460070","1000","2","",""
"115","","946","2.1606334841629","","-180","19460071","1000","33","",""
"115","","946","","","","19460072","1","32","",""
"se_10053800","1","946","","","0","19460073","se_10053800_946_hiyori","23","",""
"0.5","","946","","","","19460074","0","93","",""
"vo_fpc","","946","0","","","19460075","vo_fpc_30610","21","",""
"122411","0","946","1","1","27","19460076","哇──！","11","0","0"
"0.65","","946","","","","19460077","0","93","",""
"1.5","","946","","","","19460078","0","93","",""
"107811","0.1","946","46_kyaru_surprise_loop","","0","19460079","46_kyaru_surprise","3","1","0.1"
"107911","0.1","946","46_tamaki_talk4_loop","","","19460080","46_tamaki_talk4","3","1","0.1"
"vo_fpc","","946","0","","","19460081","vo_fpc_30611","21","",""
"107811","0","946","1","0.5","7","19460082","她剛剛才剛通過這裡吧？\n是游得多快啊！？","11","0","0"
"0","","946","","","","19460083","","91","",""
"115","","946","","","","19460084","0","32","",""
"122411","","946","0","","-180","19460085","-910","2","",""
"115","","946","0","","-180","19460086","-910","33","",""
"122411","","946","2.1606334841629","","-180","19460087","1000","2","",""
"115","","946","2.1606334841629","","-180","19460088","1000","33","",""
"115","","946","","","","19460089","1","32","",""
"se_10053800","1","946","","","0","19460090","se_10053800_946_hiyori","23","",""
"0.5","","946","","","","19460091","0","93","",""
"vo_fpc","","946","0","","","19460092","vo_fpc_30612","21","",""
"122411","0","946","1","1","20","19460093","好──好玩！","11","0","0"
"0.8","","946","","","","19460094","0","93","",""
"1.5","","946","","","","19460095","0","93","",""
"107911","0.1","946","","","1","19460096","46_cmn_run","3","",""
"107811","0.1","946","","","1","19460097","46_cmn_run","3","",""
"107911","","946","2.8657616892911","","-15","19460098","800","2","",""
"107811","","946","3.46907993966818","","-15","19460099","800","2","",""
"0","","946","","","","19460100","","91","",""
"1","1.75","947","-850","cmn_float_r","22","19470001","129411","1","-180","0"
"3","1.75","947","320","empty","23","19470002","31","5","-180","0"
"1","1.75","947","-1100","cmn_float","12","19470003","129511","1","-125","0"
"3","1.75","947","70","empty","13","19470004","32","5","-125","0"
"26","1.75","947","-900","47_yuni_float","22","19470005","26","5","-180","0"
"6","1","947","-180","","-820","19470006","61","31","1",""
"4","0","947","-180","","320","19470007","41","31","1",""
"103","0","947","-180","","320","19470008","1031","31","1",""
"124","0","947","-180","","320","19470009","1241","31","1",""
"9","0","947","-180","","320","19470010","91","31","1",""
"10","1","947","-180","","850","19470011","101","31","1",""
"6","1","947","-125","","-1100","19470012","62","31","1",""
"4","0","947","-125","","70","19470013","42","31","1",""
"103","0","947","-125","","70","19470014","1032","31","1",""
"124","0","947","-125","","70","19470015","1242","31","1",""
"9","0","947","-125","","70","19470016","92","31","1",""
"10","1","947","-125","","850","19470017","102","31","1",""
"102","1","947","-180","","-900","19470018","26","31","1",""
"1009","0","947","0","","-975","19470019","1009","31","1",""
"1010","0","947","0","","-310","19470020","1010","31","1",""
"1011","0","947","30","","570","19470021","1011","31","1",""
"se_10053800","1","947","","","1","19470022","se_fpc_water_random","23","",""
"19470021","","947","","","","19470023","","91","",""
"129411","0.1","947","","","1","19470024","cmn_float_r","3","",""
"129411","","947","6.88235294117647","","-180","19470025","320","2","12",""
"61","","947","6.88235294117647","","-180","19470026","350","33","12",""
"129511","","947","6.88235294117647","","-125","19470027","70","2","12",""
"62","","947","6.88235294117647","","-125","19470028","70","33","12",""
"1009","","947","6.88235294117647","","0","19470029","195","33","12",""
"1009","","947","","","","19470030","1","32","",""
"19470025","","947","","","","19470031","","91","",""
"26","","947","4.55882352941176","","-180","19470032","-280","2","12",""
"26","","947","4.55882352941176","","-180","19470033","-280","33","12",""
"19470032","","947","","","","19470034","","91","",""
"1009","","947","","","","19470035","0","32","",""
"vo_fpc","","947","0","","","19470036","vo_fpc_30701","21","",""
"26","0","947","1","0.5","4","19470037","流逝的泳池水源源不絕，\n而且那並非原本的水……是嗎。","11","0","0"
"0","","947","","","","19470038","","91","",""
"vo_fpc","","947","0","","","19470039","vo_fpc_30702","21","",""
"26","0","947","1","1","4","19470040","喲，各位，玩得天真無邪呢。\n這世界的無常真令我感到虛幻啊。\n講白一點，\n我把羅塞塔弄丟了。","11","0","0"
"0","","947","","","","19470041","","91","",""
"129511","0.1","947","47_cmn_surprise_loop","","0","19470042","47_chieru_surprise_in","3","1","0.1"
"62","","947","0.2","","-125","19470043","100","33","12",""
"129411","0.1","947","47_cmn_surprise_loop","","0","19470044","47_kuroe_surprise_in","3","1","0.1"
"vo_fpc","","947","0","","","19470045","vo_fpc_30703","21","",""
"129411","0","947","1","0.5","17","19470046","喂……\n妳在搞什麼啦，得快去找才行……！","11","0","0"
"0","","947","","","","19470047","","91","",""
"129411","0.1","947","cmn_swm_diving","","0","19470048","47_cmn_diving_in","3","1","0.1"
"0.2","","947","","","","19470049","0","93","",""
"61","","947","","","","19470050","0","32","",""
"1031","","947","","","","19470051","1","32","",""
"91","","947","","","","19470052","1","32","",""
"129411","","947","1.59879336349925","","-180","19470053","850","2","",""
"91","","947","1.59879336349925","","-180","19470054","850","33","",""
"129511","0.1","947","cmn_swm_diving","","0","19470055","47_cmn_diving_in","3","1","0.1"
"0.2","","947","","","","19470056","0","93","",""
"62","","947","","","","19470057","0","32","",""
"1032","","947","","","","19470058","1","32","",""
"92","","947","","","","19470059","1","32","",""
"129511","","947","1.96078431372549","","-125","19470060","850","2","",""
"92","","947","1.96078431372549","","-125","19470061","850","33","",""
"19470060","","947","","","","19470062","","91","",""
"91","","947","","","","19470063","0","32","",""
"92","","947","","","","19470064","0","32","",""
"129511","","947","2.94117647058824","","-125","19470065","70","2","12",""
"102","","947","2.94117647058824","","-125","19470066","70","33","12",""
"129511","0.1","947","","","1","19470067","cmn_swm_diving_r","3","",""
"1","","947","","","","19470068","0","93","",""
"vo_fpc","","947","0","","","19470069","vo_fpc_30704","21","",""
"26","0","947","1","0.5","13","19470070","有找到嗎？","11","0","0"
"0.9","","947","","","","19470071","0","93","",""
"1","","947","","","","19470072","0","93","",""
"19470065","","947","","","","19470073","","91","",""
"26","0.1","947","47_yuni_surprise_loop","","0","19470074","47_yuni_surprise_in","3","1","0.1"
"129511","0.1","947","47_cmn_item_loop","","0","19470075","47_cmn_item_in","3","1","0.1"
"32","0.1","947","47_cmn_item_loop_book","","0","19470076","47_cmn_item_in_book","3","1","0.1"
"0.2","","947","","","","19470077","0","93","",""
"42","","947","","","","19470078","1","32","",""
"1242","","947","","","","19470079","1","32","",""
"102","","947","","","","19470080","0","32","",""
"vo_fpc","","947","0","","","19470081","vo_fpc_30705","21","",""
"129511","0","947","1","1","6","19470082","有優妮學姐的書。","11","0","0"
"1.8","","947","","","","19470083","0","93","",""
"129411","","947","1.99849170437406","","-180","19470084","320","2","12",""
"101","","947","1.99849170437406","","-180","19470085","320","33","12",""
"129411","0.1","947","","","1","19470086","cmn_swm_diving_r","3","",""
"1.5","","947","","","","19470087","0","93","",""
"19470084","","947","","","","19470088","","91","",""
"129411","0.1","947","47_cmn_item_loop","","0","19470089","47_cmn_item_in","3","1","0.1"
"31","0.1","947","47_cmn_item_loop_weapon","","0","19470090","47_cmn_item_in_weapon","3","1","0.1"
"0.2","","947","","","","19470091","0","93","",""
"41","","947","","","","19470092","1","32","",""
"1241","","947","","","","19470093","1","32","",""
"101","","947","","","","19470094","0","32","",""
"vo_fpc","","947","0","","","19470095","vo_fpc_30706","21","",""
"129411","0","947","1","1","7","19470096","有優妮學姐的斧頭還是長槍。","11","0","70"
"0","","947","","","","19470097","","91","",""
"1011","","947","","","","19470098","1","32","",""
"vo_fpc","","947","0","","","19470099","vo_fpc_30707","21","",""
"26","730","947","1","1","5","19470100","砰～！\n警告優妮博士！\n泳池並不是垃圾桶！","11","0","140"
"5.25","","947","","","","19470101","0","93","",""
"1.5","","947","","","","19470102","0","93","",""
"26","0.3","947","","","1","19470103","47_yuni_float","3","",""
"1010","","947","","","","19470104","1","32","",""
"1.5","","947","","","","19470105","0","93","",""
"129511","0.1","947","cmn_float","","0","19470106","47_cmn_float_in","3","1","0.1"
"32","0.1","947","empty","","0","19470107","47_cmn_float_in_book","3","0","0.1"
"129411","0.1","947","cmn_float","","0","19470108","47_cmn_float_in","3","1","0.1"
"31","0.1","947","empty","","0","19470109","47_cmn_float_in_weapon","3","0","0.1"
"1.1","","947","","","","19470110","0","93","",""
"129411","","947","3.07692307692308","","-180","19470111","1000","2","",""
"41","","947","3.07692307692308","","-180","19470112","1000","33","",""
"26","","947","5.79185520361991","","-180","19470113","1000","2","",""
"26","","947","5.79185520361991","","-180","19470114","1000","33","",""
"129511","","947","4.20814479638009","","-125","19470115","1000","2","",""
"42","","947","4.20814479638009","","-125","19470116","1000","33","",""
"19470113","","947","","","","19470117","","91","",""
"se_10053800","","951","","","","19510001","se_fpc_water_random","23","",""
"1","1.75","951","-850","cmn_float_monster_01","22","19510002","1","5","-180","0"
"1","","951","15","","-180","19510003","850","2","",""
"se_10053800","","952","","","","19520001","se_fpc_water_random","23","",""
"1","1.75","952","-850","cmn_float_monster_02","22","19520002","1","5","-180","0"
"1","","952","15","","-180","19520003","850","2","",""
"se_10053800","","953","","","","19530001","se_fpc_water_random","23","",""
"1","1.75","953","-850","cmn_float_monster_03","22","19530002","1","5","-180","0"
"1","","953","15","","-180","19530003","850","2","",""
"se_10053800","","954","","","","19540001","se_fpc_water_random","23","",""
"1","1.75","954","-850","cmn_float_monster_04","22","19540002","1","5","-180","0"
"1","","954","15","","-180","19540003","850","2","",""
"se_10053800","","955","","","","19550001","se_fpc_water_random","23","",""
"1","1.75","955","-850","cmn_float_monster_05","22","19550002","1","5","-180","0"
"1","","955","15","","-180","19550003","850","2","",""
"se_10053800","","956","","","","19560001","se_fpc_water_random","23","",""
"1","1.75","956","-850","cmn_float_monster_06","22","19560002","1","5","-180","0"
"1","","956","15","","-180","19560003","850","2","",""
"se_10053800","","957","","","","19570001","se_fpc_water_random","23","",""
"1","1.75","957","-850","cmn_float_monster_07","22","19570002","1","5","-180","0"
"1","","957","15","","-180","19570003","850","2","",""
"se_10053800","","958","","","","19580001","se_fpc_water_random","23","",""
"1","1.75","958","-850","cmn_float_monster_08","22","19580002","1","5","-180","0"
"1","","958","15","","-180","19580003","850","2","",""
"se_10053800","","959","","","","19590001","se_fpc_water_random","23","",""
"1","1.75","959","-850","cmn_float_monster_09","22","19590002","1","5","-180","0"
"1","","959","15","","-180","19590003","850","2","",""
"se_10053800","","960","","","","19600001","se_fpc_water_random","23","",""
"1","1.75","960","-850","cmn_float_monster_10","22","19600002","1","5","-180","0"
"1","","960","15","","-180","19600003","850","2","",""
"se_10053800","","961","","","","19610001","se_fpc_water_random","23","",""
"1","1.75","961","-850","cmn_float_monster_11","22","19610002","1","5","-180","0"
"1","","961","15","","-180","19610003","850","2","",""
"se_10053800","","962","","","","19620001","se_fpc_water_random","23","",""
"1","1.75","962","-850","cmn_float_monster_12","22","19620002","1","5","-180","0"
"1","","962","15","","-180","19620003","850","2","",""
"se_10053800","","963","","","","19630001","se_fpc_water_random","23","",""
"1","1.75","963","-850","cmn_float_monster_13","22","19630002","1","5","-180","0"
"1","","963","15","","-180","19630003","850","2","",""
"se_10053800","","964","","","","19640001","se_fpc_water_random","23","",""
"1","1.75","964","-850","cmn_float_monster_14","22","19640002","1","5","-180","0"
"1","","964","15","","-180","19640003","850","2","",""
"se_10053800","","965","","","","19650001","se_fpc_water_random","23","",""
"1","1.75","965","-850","cmn_float_monster_15","22","19650002","1","5","-180","0"
"1","","965","15","","-180","19650003","850","2","",""
"se_10053800","","966","","","","19660001","se_fpc_water_random","23","",""
"1","1.75","966","-850","cmn_float_monster_16","22","19660002","1","5","-180","0"
"1","","966","15","","-180","19660003","850","2","",""
"se_10053800","","970","","","","19700001","se_fpc_water_random","23","",""
"1","1.75","970","-850","cmn_float_item_01_Ball","22","19700002","1","5","-180","0"
"1","","970","15","","-180","19700003","850","2","",""
"se_10053800","","971","","","","19710001","se_fpc_water_random","23","",""
"1","1.75","971","-850","cmn_float_item_02_Ring","22","19710002","1","5","-180","0"
"1","","971","15","","-180","19710003","850","2","",""
"se_10053800","","972","","","","19720001","se_fpc_water_random","23","",""
"1","1.75","972","-850","cmn_float_item_03_Fish","22","19720002","1","5","-180","0"
"1","","972","15","","-180","19720003","850","2","",""
"se_10053800","","973","","","","19730001","se_fpc_water_random","23","",""
"1","1.75","973","-850","cmn_float_item_04_Shell","22","19730002","1","5","-180","0"
"1","","973","15","","-180","19730003","850","2","",""
"se_10053800","","974","","","","19740001","se_fpc_water_random","23","",""
