53e05fcff736f8f6f5fd1773f24cb06ff01cdaf2259b6e73df3cfe1bafd834f4,45ecb9c184a66e0cc0e886fdb3816b61a1b2d086bfe12598b78eaf5b716fedc1,91b8b03caba95a4e38d406c5ec691786b1a8642d0e68159a5cb821430955c68e,9126c67538dfbd313f4e9041247d8487c172cf20ae8619207a6a297551da9a79,2c6d7a216bd6083f9a0ea7fe7368cc135b4c796382580c8b100a4037d4cbcbbb,06b6895021af8c46e1b9564ccf33a696b60f7f898168c97b4a8c7177ce037122,d2232e5ed9139b9783e2eff32bc9f84c7cf90fe9ac66b45c3ad8b2893e34f035,5c346df5e8284bb59b1f62596ddb5212b266d836860ea1eb07e6102776d4c07c,929c19b102d42aa46e98981fc624fffba06b5cc89ee5d6f1d6f1cb9a1c3e6c77,959ff0b0f497e1c5d0bea2b156d04b644f76270c63d6c785cda995214181c765,c621583f77c2c0aaffb601f66e7629495a213a9460b6cc40f29fc3d431bc68f3
"945","19450024","1","1","0","0","122611","11","5","我明明連採買都請妳幫忙了，\n抱歉啊。不過，便當的內容\n有點太幹勁十足了……","0"
"945","19450025","","","","","0","91","","",""
"945","19450026","0","","","","vo_fpc","21","","vo_fpc_30503",""
"945","19450027","1","1","0","0","110411","11","5","太幹勁十足是怎樣啊？\n妳準備的材料很正常吧？\n嗯？話說回來，妳有買粉紅色的\n櫻花魚鬆吧。難不成……","0"
"945","19450028","","","","","0","91","","",""
"945","19450029","45_makoto_talk_surprise_loop","","0.1","1","110411","3","0","45_makoto_talk_surprise","0.1"
"945","19450030","45_yui_shy_loop","","0.1","1","122611","3","0","45_yui_shy_in","0.1"
"945","19450031","45_yui_shy_loop","","0.1","1","1","3","0","45_yui_shy_in","0.1"
"945","19450032","0","","","","vo_fpc","21","","vo_fpc_30504",""
"945","19450033","1","1","0","0","122611","11","4","……嗯，我做了……\n巨大的愛心圖案……\n果然還是不能邀他吧！\n真琴能幫我吃掉嗎！？","0"
"945","19450034","","","","","0","91","","",""
"945","19450035","","","0.1","","110411","3","1","45_makoto_idle",""
"945","19450036","0","","","","vo_fpc","21","","vo_fpc_30505",""
"945","19450037","1","0.5","0","0","110411","11","7","我知道了啦。我會陪妳去，\n然後替妳吃掉的……\n其他的配菜是妳的得意之作吧？\n好了，快點走囉！","0"
"945","19450038","","","","","0","91","","",""
"945","19450039","cmn_swm_dogscratch","","0.1","1","110411","3","0","45_makoto_dogscratch_in","0.1"
"945","19450040","","","","","0.5","93","","0",""
"945","19450041","","","","","1104111","32","","0",""
"945","19450042","","","","","117","32","","1",""
"945","19450043","4.07239819004525","","","0","110411","2","-125","1050",""
"945","19450044","4.07239819004525","","","0","117","33","-125","1050",""
"945","19450045","45_yui_idle_2","","0.1","1","122611","3","0","45_yui_notice","0.1"
"945","19450046","45_yui_idle","","0.1","1","1","3","0","45_yui_notice","0.1"
"945","19450047","0","","","","vo_fpc","21","","vo_fpc_30506",""
"945","19450048","1","1","0","0","122611","11","9","啊，真琴？\n等一下啦──！","0"
"945","19450049","","","","","0","91","","",""
"945","19450050","","","0.1","","122611","3","1","45_yui_cmn_swm_tread",""
"945","19450051","","","0.1","","1","3","1","cmn_swm_tread_pink",""
"945","19450052","4.75113122171946","","","0","122611","2","-180","850",""
"945","19450053","4.75113122171946","","","0","1","2","-180","850",""
"945","19450054","4.75113122171946","","","0","1226113","33","-180","850",""
"945","19450055","","","","","3","93","","0",""
"945","19450056","","","","","111","32","","1",""
"945","19450057","45_eriko_float_loop","","0.1","1","23","3","0","45_eriko_float_in","0.1"
"945","19450058","","","","","2","93","","0",""
"945","19450059","0","","","","vo_fpc","21","","vo_fpc_30507",""
"945","19450060","1","3","0","0","23","11","3","有盯上那位大人的不檢點氣息……\n這是偷腥貓，不對，是母狗的味道？\n必須要排除才行……","0"
"945","19450061","","","","","16.7666666666667","93","","0",""
"945","19450062","","","","","1.5","93","","0",""
"945","19450063","","","","","19450060","91","","",""
"945","19450064","","","0.1","","23","3","0","45_eriko_float_end",""
"945","19450065","","","","","3","93","","0",""
"945","19450066","","","","","0","91","","",""
"946","19460001","-800","cmn_walk","1.4875","-15","1","1","12","107911","0"
"946","19460002","-1000","cmn_walk","1.4875","-15","1","1","12","107811","0"
"946","19460003","-910","cmn_swm_flutterKick","1.75","-180","1","1","22","122411","0"
"946","19460004","-180","","1","1","1","31","-910","122411",""
"946","19460005","-180","","1","1","1","31","-910","115",""
"946","19460006","","","1","","se_10053800","23","1","se_fpc_water_random",""
"946","19460007","","","","","19460005","91","","0",""
"946","19460008","","","","","0.3","93","","0",""
"946","19460009","","","0.1","","107811","3","1","cmn_walk",""
"946","19460010","3.82352941176471","","","","107911","2","-15","-150",""
"946","19460011","3.82352941176471","","","","107811","2","-15","-350",""
"946","19460012","","","","","","91","","",""
"946","19460013","46_tamaki_talk_loop","","0.1","1","107911","3","","46_tamaki_talk","0.1"
"946","19460014","46_kyaru_idle_jitome_loop","","0.1","1","107811","3","","46_kyaru_idle_jitome","0.1"
"946","19460015","0","","","","vo_fpc","21","","vo_fpc_30601",""
"946","19460016","1","1","0","0","107811","11","5","大家游了那麼久，\n居然都不會膩呢～","0"
"946","19460017","","","","","0","91","","",""
"946","19460018","0","","","","vo_fpc","21","","vo_fpc_30602",""
"946","19460019","1","1","0","0","107911","11","4","嗯？\n難道妳怕水喵？","0"
"946","19460020","","","","","0","91","","",""
"946","19460021","46_kyaru_talk_loop","","0.1","1","107811","3","","46_kyaru_talk","0.1"
"946","19460022","0","","","","vo_fpc","21","","vo_fpc_30603",""
"946","19460023","1","1","0","0","107811","11","5","嗯～坐在游泳圈上是可以啦，\n但要游的話就感覺有點……妳懂嗎？","0"
"946","19460024","","","","","0","91","","",""
"946","19460025","46_tamaki_nod_loop","","0.1","1","107911","3","","46_tamaki_nod","0.1"
"946","19460026","0","","","","vo_fpc","21","","vo_fpc_30604",""
"946","19460027","1","0.5","0","0","107911","11","6","我懂喵。感覺包括我在內的貓獸人族\n就有很多那樣的人喵。","0"
"946","19460028","","","","","0","91","","",""
"946","19460029","8.64253393665158","","","","122411","2","-180","1000",""
"946","19460030","8.64253393665158","","","","122411","33","-180","1000",""
"946","19460031","","","","","3","93","","0",""
"946","19460032","46_hiyori_flutterKick_handWave_loop","","0.1","1","122411","3","0","46_hiyori_flutterKick_handWave","0.1"
"946","19460033","0","","","","vo_fpc","21","","vo_fpc_30605",""
"946","19460034","1","1","0","0","122411","11","10","啊，哈囉──！","0"
"946","19460035","","","","","2","93","","0",""
"946","19460036","46_tamaki_handwave_loop","","0.1","1","107911","3","","46_tamaki_handwave","0.1"
"946","19460037","46_kyaru_idle_smile_loop","","0.1","1","107811","3","","46_kyaru_idle_smile","0.1"
"946","19460038","","","","","1.5","93","","0",""
"946","19460039","0","","","","vo_fpc","21","","vo_fpc_30606",""
"946","19460040","1","1","0","0","107911","11","5","哈囉──\n不過，當然還是有例外啦喵。","0"
"946","19460041","","","","","0","91","","",""
"946","19460042","46_tamaki_talk2_loop","","0.1","1","107911","3","0","46_tamaki_talk2","0.1"
"946","19460043","0","","","","vo_fpc","21","","vo_fpc_30607",""
"946","19460044","1","0.5","0","0","107811","11","6","是啊。\n……話說回來，她還真有精神呢。","0"
"946","19460045","","","","","0","91","","",""
"946","19460046","46_kyaru_idle_normal_loop","","0.1","1","107811","3","0","46_kyaru_idle_normal","0.1"
"946","19460047","","","","","0.5","93","","0",""
"946","19460048","","","","","115","32","","0",""
"946","19460049","","","","","122411","32","","0",""
"946","19460050","0","","","","122411","2","-180","-910",""
"946","19460051","0","","","","115","33","-180","-910",""
"946","19460052","4.80140774258421","","","","122411","2","-180","1000",""
"946","19460053","4.80140774258421","","","","115","33","-180","1000",""
"946","19460054","","","","","115","32","","1",""
"946","19460055","","","0.1","","122411","3","1","46_hiyori_flutterKickFast",""
"946","19460056","","","","","1.5","93","","0",""
"946","19460057","0","","","","vo_fpc","21","","vo_fpc_30608",""
"946","19460058","1","1","0","0","122411","11","15","哇──！","0"
"946","19460059","","","","","0.766666666666667","93","","0",""
"946","19460060","","","","","1.5","93","","0",""
"946","19460061","","","","","19460052","91","","",""
"946","19460062","46_tamaki_talk3_loop","","0.1","1","107911","3","","46_tamaki_talk3","0.1"
"946","19460063","0","","","","vo_fpc","21","","vo_fpc_30609",""
"946","19460064","1","0.5","0","0","107911","11","7","……咦？這個泳池\n應該相當地長才對喵。","0"
"946","19460065","","","","","0","91","","",""
"946","19460066","46_kyaru_idle_normal2_loop","","0.1","1","107811","3","0","46_kyaru_idle_normal2","0.1"
"946","19460067","","","","","115","32","","0",""
"946","19460068","0","","","","122411","2","-180","-910",""
"946","19460069","0","","","","115","33","-180","-910",""
"946","19460070","2.1606334841629","","","","122411","2","-180","1000",""
"946","19460071","2.1606334841629","","","","115","33","-180","1000",""
"946","19460072","","","","","115","32","","1",""
"946","19460073","","","1","","se_10053800","23","0","se_10053800_946_hiyori",""
"946","19460074","","","","","0.5","93","","0",""
"946","19460075","0","","","","vo_fpc","21","","vo_fpc_30610",""
"946","19460076","1","1","0","0","122411","11","27","哇──！","0"
"946","19460077","","","","","0.65","93","","0",""
"946","19460078","","","","","1.5","93","","0",""
"946","19460079","46_kyaru_surprise_loop","","0.1","1","107811","3","0","46_kyaru_surprise","0.1"
"946","19460080","46_tamaki_talk4_loop","","0.1","1","107911","3","","46_tamaki_talk4","0.1"
"946","19460081","0","","","","vo_fpc","21","","vo_fpc_30611",""
"946","19460082","1","0.5","0","0","107811","11","7","她剛剛才剛通過這裡吧？\n是游得多快啊！？","0"
"946","19460083","","","","","0","91","","",""
"946","19460084","","","","","115","32","","0",""
"946","19460085","0","","","","122411","2","-180","-910",""
"946","19460086","0","","","","115","33","-180","-910",""
"946","19460087","2.1606334841629","","","","122411","2","-180","1000",""
"946","19460088","2.1606334841629","","","","115","33","-180","1000",""
"946","19460089","","","","","115","32","","1",""
"946","19460090","","","1","","se_10053800","23","0","se_10053800_946_hiyori",""
"946","19460091","","","","","0.5","93","","0",""
"946","19460092","0","","","","vo_fpc","21","","vo_fpc_30612",""
"946","19460093","1","1","0","0","122411","11","20","好──好玩！","0"
"946","19460094","","","","","0.8","93","","0",""
"946","19460095","","","","","1.5","93","","0",""
"946","19460096","","","0.1","","107911","3","1","46_cmn_run",""
"946","19460097","","","0.1","","107811","3","1","46_cmn_run",""
"946","19460098","2.8657616892911","","","","107911","2","-15","800",""
"946","19460099","3.46907993966818","","","","107811","2","-15","800",""
"946","19460100","","","","","0","91","","",""
"947","19470001","-850","cmn_float_r","1.75","-180","1","1","22","129411","0"
"947","19470002","320","empty","1.75","-180","3","5","23","31","0"
"947","19470003","-1100","cmn_float","1.75","-125","1","1","12","129511","0"
"947","19470004","70","empty","1.75","-125","3","5","13","32","0"
"947","19470005","-900","47_yuni_float","1.75","-180","26","5","22","26","0"
"947","19470006","-180","","1","1","6","31","-820","61",""
"947","19470007","-180","","0","1","4","31","320","41",""
"947","19470008","-180","","0","1","103","31","320","1031",""
"947","19470009","-180","","0","1","124","31","320","1241",""
"947","19470010","-180","","0","1","9","31","320","91",""
"947","19470011","-180","","1","1","10","31","850","101",""
"947","19470012","-125","","1","1","6","31","-1100","62",""
"947","19470013","-125","","0","1","4","31","70","42",""
"947","19470014","-125","","0","1","103","31","70","1032",""
"947","19470015","-125","","0","1","124","31","70","1242",""
"947","19470016","-125","","0","1","9","31","70","92",""
"947","19470017","-125","","1","1","10","31","850","102",""
"947","19470018","-180","","1","1","102","31","-900","26",""
"947","19470019","0","","0","1","1009","31","-975","1009",""
"947","19470020","0","","0","1","1010","31","-310","1010",""
"947","19470021","30","","0","1","1011","31","570","1011",""
"947","19470022","","","1","","se_10053800","23","1","se_fpc_water_random",""
"947","19470023","","","","","19470021","91","","",""
"947","19470024","","","0.1","","129411","3","1","cmn_float_r",""
"947","19470025","6.88235294117647","","","12","129411","2","-180","320",""
"947","19470026","6.88235294117647","","","12","61","33","-180","350",""
"947","19470027","6.88235294117647","","","12","129511","2","-125","70",""
"947","19470028","6.88235294117647","","","12","62","33","-125","70",""
"947","19470029","6.88235294117647","","","12","1009","33","0","195",""
"947","19470030","","","","","1009","32","","1",""
"947","19470031","","","","","19470025","91","","",""
"947","19470032","4.55882352941176","","","12","26","2","-180","-280",""
"947","19470033","4.55882352941176","","","12","26","33","-180","-280",""
"947","19470034","","","","","19470032","91","","",""
"947","19470035","","","","","1009","32","","0",""
"947","19470036","0","","","","vo_fpc","21","","vo_fpc_30701",""
"947","19470037","1","0.5","0","0","26","11","4","流逝的泳池水源源不絕，\n而且那並非原本的水……是嗎。","0"
"947","19470038","","","","","0","91","","",""
"947","19470039","0","","","","vo_fpc","21","","vo_fpc_30702",""
"947","19470040","1","1","0","0","26","11","4","喲，各位，玩得天真無邪呢。\n這世界的無常真令我感到虛幻啊。\n講白一點，\n我把羅塞塔弄丟了。","0"
"947","19470041","","","","","0","91","","",""
"947","19470042","47_cmn_surprise_loop","","0.1","1","129511","3","0","47_chieru_surprise_in","0.1"
"947","19470043","0.2","","","12","62","33","-125","100",""
"947","19470044","47_cmn_surprise_loop","","0.1","1","129411","3","0","47_kuroe_surprise_in","0.1"
"947","19470045","0","","","","vo_fpc","21","","vo_fpc_30703",""
"947","19470046","1","0.5","0","0","129411","11","17","喂……\n妳在搞什麼啦，得快去找才行……！","0"
"947","19470047","","","","","0","91","","",""
"947","19470048","cmn_swm_diving","","0.1","1","129411","3","0","47_cmn_diving_in","0.1"
"947","19470049","","","","","0.2","93","","0",""
"947","19470050","","","","","61","32","","0",""
"947","19470051","","","","","1031","32","","1",""
"947","19470052","","","","","91","32","","1",""
"947","19470053","1.59879336349925","","","","129411","2","-180","850",""
"947","19470054","1.59879336349925","","","","91","33","-180","850",""
"947","19470055","cmn_swm_diving","","0.1","1","129511","3","0","47_cmn_diving_in","0.1"
"947","19470056","","","","","0.2","93","","0",""
"947","19470057","","","","","62","32","","0",""
"947","19470058","","","","","1032","32","","1",""
"947","19470059","","","","","92","32","","1",""
"947","19470060","1.96078431372549","","","","129511","2","-125","850",""
"947","19470061","1.96078431372549","","","","92","33","-125","850",""
"947","19470062","","","","","19470060","91","","",""
"947","19470063","","","","","91","32","","0",""
"947","19470064","","","","","92","32","","0",""
"947","19470065","2.94117647058824","","","12","129511","2","-125","70",""
"947","19470066","2.94117647058824","","","12","102","33","-125","70",""
"947","19470067","","","0.1","","129511","3","1","cmn_swm_diving_r",""
"947","19470068","","","","","1","93","","0",""
"947","19470069","0","","","","vo_fpc","21","","vo_fpc_30704",""
"947","19470070","1","0.5","0","0","26","11","13","有找到嗎？","0"
"947","19470071","","","","","0.9","93","","0",""
"947","19470072","","","","","1","93","","0",""
"947","19470073","","","","","19470065","91","","",""
"947","19470074","47_yuni_surprise_loop","","0.1","1","26","3","0","47_yuni_surprise_in","0.1"
"947","19470075","47_cmn_item_loop","","0.1","1","129511","3","0","47_cmn_item_in","0.1"
