46f7ae3a9a58d50beceecc02ccd1ecce51ee855f14fb2a10d961733daeafa952,ccef9b51c69ba03a7c429a51cd4bf96190953deebbc4cb3325384175daf855d8,2bff4fef308deca7ce70b98bab1aac2b5fc1ccad008af2226bcaf97abd833dd8,946e59cede6e171eb6f9114763760c36011bb92a63c4a87f40633b1111d76a72,681a05472fb19b3311a7c4c8f6b4a9942ad04c5a7f8e5249b94c265f0843bf4e,8fa632a9cd8072c50ee03b0764bb7142e19d313d0cfcbd21519470369b1e9f78,27fbcd48d544c4a16e294f780460b51c0e2ef66de5714a1310a5e04bd876fe72,3e236330ec9bb3139134351dc247d4358874d89dc812e3eac3994ea36393fb72,760c335153bb76c710847c119c034a1c41094287c2abd2bcc42c43062bd3fdbf,defc272fa963be2eb1bfb0132df3e6aaa6ab8b8dbfd3b342bd4ebddf922fc1ef,8e385d78c2d5e195fedccbfbb901d64196a8b7dc3dc6ac640a5e1f549fb6d258
"0","1","1007415","","","mhp_walk","","3","0.2","117531","1007415061"
"0","-220","1007415","","2","-50","","2","","117531","1007415062"
"0","-220","1007415","","2","-50","","2","","21","1007415063"
"0","-220","1007415","","2","-50","","2","","22","1007415064"
"","","1007415","","","0","","93","","2","1007415065"
"1","1","1007415","0","1","1","","6","0","21","1007415066"
"1","0","1007415","0","mhp_mitsuki_injection_loop","mhp_mitsuki_injection_in","","3","0.2","117531","1007415067"
"1","0","1007415","0","mhp_mitsuki_injection_loop","mhp_mitsuki_injection_in","","3","0.2","21","1007415068"
"","1","1007415","","","mhp_anna_pain_in_blue","","3","0.2","100931","1007415069"
"","","1007415","","","","","93","","1.2","1007415070"
"","","1007415","","","se_10031400_syringe","","23","","se_10031400","1007415071"
"","","1007415","","","","","93","","0.6","1007415072"
"1","0","1007415","0","mhp_idle_normal","mhp_mitsuki_injection_out","","3","0.2","117531","1007415073"
"1","0","1007415","0","NoItem","mhp_mitsuki_injection_out","","3","0.2","21","1007415074"
"","","1007415","","","","","93","","0.5","1007415075"
"","0","1007415","","","mhp_anna_down","","3","0.2","100931","1007415076"
"","0","1007415","","0","vo_mhp_3209","","21","","vo_mhp_1007415","1007415077"
"0","8","1007415","0","1","啊……","0.5","11","0","100931","1007415078"
"","","1007415","","","","","93","","0.3","1007415079"
"","","1007415","","","1","","4","","100931","1007415080"
"","","1007415","","","se_10031400_bodyfall","","23","","se_10031400","1007415081"
"","","1007415","","","","","91","","1007415078","1007415082"
"","1","1007415","","","mhp_sit_talk_surprise2","","3","0.2","117631","1007415083"
"","0","1007415","","0","vo_mhp_3210","","21","","vo_mhp_1007415","1007415084"
"0","4","1007415","0","1","這、這個人怎麼了？\n難道她死、死掉了──","0.5","11","0","117631","1007415085"
"","","1007415","","","","","91","","0","1007415086"
"","1","1007415","","","mhp_sit_idle_surprise1","","3","0.2","117631","1007415087"
"","1","1007415","","","mhp_talk_thinking","","3","0.2","117531","1007415088"
"","0","1007415","","0","vo_mhp_3211","","21","","vo_mhp_1007415","1007415089"
"0","4","1007415","0","1","怎麼可能，我只是打了安眠藥喔。\n因為她需要的是別做些多餘的事情，\n安靜地好好休息。","0.5","11","0","117531","1007415090"
"","","1007415","","","","","91","","0","1007415091"
"","1","1007415","","","mhp_talk_normal","","3","0.2","117531","1007415092"
"","0","1007415","","0","vo_mhp_3212","","21","","vo_mhp_1007415","1007415093"
"0","5","1007415","0","1","因為杏奈虛弱的樣子\n一點都不有趣啊。\n如果她不像平常那樣吵吵鬧鬧的，\n連我都會很不對勁。","0.5","11","0","117531","1007415094"
"","","1007415","","","","","91","","0","1007415095"
"","1","1007415","","","mhp_idle_normal","","3","0.2","117531","1007415096"
"","1","1007415","","","mhp_sit_talk_joy2","","3","0.2","117631","1007415097"
"","0","1007415","","0","vo_mhp_3213","","21","","vo_mhp_1007415","1007415098"
"0","4","1007415","0","1","真是的，妳別嚇我啦。\n說是這麼說，醫生果然很溫柔呢♪","0.5","11","0","117631","1007415099"
"","","1007415","","","","","91","","0","1007415100"
"","1","1007415","","","mhp_sit_idle_joy2","","3","0.2","117631","1007415101"
"","1","1007415","","","mhp_talk_thinking","","3","0.2","117531","1007415102"
"","0","1007415","","0","vo_mhp_3214","","21","","vo_mhp_1007415","1007415103"
"0","6","1007415","0","1","不過，因為這是效果很好的安眠藥，\n她或許會睡上一星期左右呢。","0.5","11","0","117531","1007415104"
"","","1007415","","","","","91","","0","1007415105"
"","1","1007415","","","mhp_idle_thinking","","3","0.2","117531","1007415106"
"","1","1007415","","","mhp_sit_idle_surprise2","","3","0.2","117631","1007415107"
"","0","1007415","","0","vo_mhp_3215","","21","","vo_mhp_1007415","1007415108"
"0","8","1007415","0","1","咦？","0.5","11","0","117631","1007415109"
"","","1007415","","","","","91","","0","1007415110"
"1","","1007415","","","1","","32","1","111","1007415111"
"1","","1007415","","","1","","32","1","120","1007415112"
"","","1007415","","","se_10031400_rose","","23","","se_10031400","1007415113"
"0","0","1007415","","","mhp_mitsuki_kime","","3","0.2","117531","1007415114"
"","","1007415","","","","","93","","1","1007415115"
"1","","1007415","","","1","","32","1","130","1007415116"
"","","1007415","","","","","93","","4","1007415117"
"1","","1007415","","","0","","32","1","130","1007415118"
"","","1007415","","","","","91","","0","1007415119"
"-240","100","1007416","0","-1100","103111","mhp_idle_normal","1","1.7","1","1007416001"
"-200","100","1007416","1","365","117631","mhp_sit_idle","1","1.7","1","1007416002"
"-220","100","1007416","1","185","117531","mhp_sit_idle","1","1.7","1","1007416003"
"0.85","-240","1007416","","-154","1","","31","1","1","1007416004"
"-220","110","1007416","0","-200","11","NoItem","5","1.7","1","1007416005"
"-220","105","1007416","0","-200","12","NoItem","5","1.7","1","1007416006"
"-220","110","1007416","1","185","21","NoItem","5","1.7","1","1007416007"
"-220","105","1007416","1","185","22","NoItem","5","1.7","1","1007416008"
"0","1","1007416","0","1","1","","6","0","11","1007416009"
"0","1","1007416","0","1","1","","6","0","12","1007416010"
"0","1","1007416","0","1","1","","6","0","21","1007416011"
"0","1","1007416","0","1","1","","6","0","22","1007416012"
"-240","110","1007416","0","-1000","31","mhp_skull_idle","5","1.7","1","1007416013"
"","","1007416","","","","","91","","0","1007416014"
"","1","1007416","","","mhp_sit_talk_normal","","3","0.2","117531","1007416015"
"","0","1007416","","0","vo_mhp_6001","","21","","vo_mhp_1007416","1007416016"
"0","7","1007416","0","1","下一位請進～","0.5","11","0","117531","1007416017"
"","","1007416","","","","","91","","0","1007416018"
"","1","1007416","","","mhp_sit_idle","","3","0.2","117531","1007416019"
"","1","1007416","","","mhp_walk","","3","0.2","103111","1007416020"
"0","-220","1007416","","4","-300","","2","","103111","1007416021"
"0","-220","1007416","","4","-200","","2","","31","1007416022"
"","","1007416","","","","","91","","0","1007416023"
"0","0","1007416","","","mhp_idle_sad","","3","0.2","103111","1007416024"
"","","1007416","","","","","91","","0","1007416025"
"0","1","1007416","","","mhp_idle_sad","","3","0.2","103111","1007416026"
"","","1007416","","","","","91","","0","1007416027"
"","1","1007416","","","mhp_skull_talk","","3","0.2","31","1007416028"
"","0","1007416","","0","vo_mhp_6002","","21","","vo_mhp_1007416","1007416029"
"0","5","1007416","0","1","如何？忍，妳能從這個房間感覺到\n相當強烈的靈魂氣息吧？","0.5","11","0","31","1007416030"
"","","1007416","","","","","91","","0","1007416031"
"","1","1007416","","","mhp_skull_idle","","3","0.2","31","1007416032"
"0","1","1007416","","","mhp_talk_sad","","3","0.2","103111","1007416033"
"","0","1007416","","0","vo_mhp_6003","","21","","vo_mhp_1007416","1007416034"
"0","6","1007416","0","1","爸爸，你說的是真的嗎？\n但我什麼都沒感覺到……","0.5","11","0","103111","1007416035"
"","","1007416","","","","","91","","0","1007416036"
"","1","1007416","","","mhp_idle_sad","","3","0.2","103111","1007416037"
"","1","1007416","","","mhp_skull_talk","","3","0.2","31","1007416038"
"","0","1007416","","0","vo_mhp_6004","","21","","vo_mhp_1007416","1007416039"
"0","7","1007416","0","1","妳看！她果然是符合本大爺\n喜好的超級美女！呼～這種成熟得\n恰到好處的感覺真讓人受不了！","1","11","0","31","1007416040"
"","","1007416","","","1","","93","","3","1007416041"
"1","0","1007416","0","mhp_skull_excite_loop","mhp_skull_excite_in","","3","0.2","31","1007416042"
"","","1007416","","","","","91","","1007416040","1007416043"
"0","1","1007416","","","mhp_sit_talk_worry","","3","0.2","117631","1007416044"
"","0","1007416","","0","vo_mhp_6005","","21","","vo_mhp_1007416","1007416045"
"0","5","1007416","0","1","嗚哇，什麼？骷髏頭在說話？\n真讓人不舒服……","0.5","11","0","117631","1007416046"
"","","1007416","","","","","91","","0","1007416047"
"0","1","1007416","","","mhp_sit_idle_sad","","3","0.2","117631","1007416048"
"0","1","1007416","","","mhp_talk_worry","","3","0.2","103111","1007416049"
"","0","1007416","","0","vo_mhp_6006","","21","","vo_mhp_1007416","1007416050"
"0","5","1007416","0","1","很抱歉突然來叨擾，\n我們馬上回去……","0.5","11","0","103111","1007416051"
"","","1007416","","","","","91","","0","1007416052"
"","1","1007416","","","mhp_skull_talk","","3","0.2","31","1007416053"
"","1","1007416","","","mhp_idle_worry","","3","0.2","103111","1007416054"
"","0","1007416","","0","vo_mhp_6007","","21","","vo_mhp_1007416","1007416055"
"0","4","1007416","0","1","等、等等，忍！\n妳還沒跟那位女醫談談啊！","0.5","11","0","31","1007416056"
"","","1007416","","","","","91","","0","1007416057"
"","","1007416","","","0","","22","","0","1007416058"
"","0","1007416","","","1007416062","","103","","不可燃垃圾是什麼時候會有人來收？","1007416059"
"","0","1007416","","","1007416075","","103","","會說話的骷髏頭，真想砍砍看。","1007416060"
"","0","1007416","","","1007416088","","103","","默默地拿下眼罩。","1007416061"
"","1","1007416","","","mhp_sit_idle_bitter2","","3","0.2","117531","1007416062"
"","","1007416","","","","","93","","0.5","1007416063"
"1","0","1007416","0","mhp_skull_trouble_loop","mhp_skull_trouble_in","","3","0.2","31","1007416064"
"","0","1007416","","0","vo_mhp_6008","","21","","vo_mhp_1007416","1007416065"
"0","5","1007416","0","1","咿！好、好冷淡的眼神……\n但、但也讓人興奮到全身顫抖！","0.5","11","0","31","1007416066"
"","","1007416","","","1","","93","","6","1007416067"
"1","0","1007416","0","mhp_skull_excite_loop","mhp_skull_excite_in","","3","0.2","31","1007416068"
"","","1007416","","","","","91","","1007416066","1007416069"
"","1","1007416","","","mhp_talk_sad2","","3","0.2","103111","1007416070"
"","0","1007416","","0","vo_mhp_6009","","21","","vo_mhp_1007416","1007416071"
"0","6","1007416","0","1","爸爸，你安靜一下。","0.5","11","0","103111","1007416072"
"","","1007416","","","","","91","","0","1007416073"
"","","1007416","","","","","101","","1007416097","1007416074"
"","1","1007416","","","mhp_sit_idle_bitter2","","3","0.2","117531","1007416075"
"","","1007416","","","","","93","","0.5","1007416076"
"1","0","1007416","0","mhp_skull_trouble_loop","mhp_skull_trouble_in","","3","0.2","31","1007416077"
"","0","1007416","","0","vo_mhp_6010","","21","","vo_mhp_1007416","1007416078"
"0","5","1007416","0","1","嗚咿！解剖就饒了本大爺吧……\n不過，想到能被那隻美麗的手觸碰，\n就讓人有點興奮起來啦……！","0.5","11","0","31","1007416079"
"","","1007416","","","1","","93","","9","1007416080"
"1","0","1007416","0","mhp_skull_excite_loop","mhp_skull_excite_in","","3","0.2","31","1007416081"
"","","1007416","","","","","91","","1007416079","1007416082"
"0","1","1007416","","","mhp_talk_sad2","","3","0.2","103111","1007416083"
"","0","1007416","","0","vo_mhp_6011","","21","","vo_mhp_1007416","1007416084"
"0","5","1007416","0","1","爸爸，這樣很噁心。","0.5","11","0","103111","1007416085"
"","","1007416","","","","","91","","0","1007416086"
"","","1007416","","","","","101","","1007416097","1007416087"
"1","0","1007416","0","mhp_mitsuki_sit_kaihou_loop","mhp_mitsuki_sit_kaihou_in","","3","0.2","117531","1007416088"
"","","1007416","","","","","93","","1","1007416089"
"1","0","1007416","0","mhp_skull_trouble_loop","mhp_skull_trouble_in","","3","0.2","31","1007416090"
"","0","1007416","","0","vo_mhp_6012","","21","","vo_mhp_1007416","1007416091"
"0","5","1007416","0","1","慢、慢著慢著！那東西不行。\n本大爺的第六感正在奮力說著快逃！\n忍，撤退！撤退～！","0.5","11","0","31","1007416092"
"","","1007416","","","","","91","","0","1007416093"
"0","1","1007416","","","mhp_talk_sad2","","3","0.2","103111","1007416094"
"","0","1007416","","0","vo_mhp_6013","","21","","vo_mhp_1007416","1007416095"
"0","5","1007416","0","1","是嗎？但我覺得\n讓你吃到一點苦頭比較好喔？","0.5","11","0","103111","1007416096"
"","","1007416","","","","","91","","0","1007416097"
"","","1007416","","","","","93","","1","1007416098"
"0","1","1007416","","","mhp_talk_sad","","3","0.2","103111","1007416099"
"","0","1007416","","0","vo_mhp_6014","","21","","vo_mhp_1007416","1007416100"
"0","3","1007416","0","1","打擾到各位了……\n我日後再來為此致歉。","0.5","11","0","103111","1007416101"
"","","1007416","","","","","91","","0","1007416102"
"","","1007416","","","0","","22","","0","1007416103"
"1","0","1007416","0.2","mhp_idle_normal","mhp_shinobu_bow","","3","0.2","103111","1007416104"
"","","1007416","","","","","93","","4","1007416105"
"0","1","1007416","","","mhp_walk","","3","0.2","103111","1007416106"
"","","1007416","","","1","","4","","103111","1007416107"
"","","1007416","","","1","","4","","31","1007416108"
"0","-220","1007416","","5","-1100","","2","","103111","1007416109"
"0","-220","1007416","","2","-1000","","2","","31","1007416110"
"","","1007416","","","","","93","","4","1007416111"
"","","1007416","","","","","91","","0","1007416112"
"","1","1007416","","","mhp_sit_talk_worry","","3","0.2","117631","1007416113"
"","0","1007416","","0","vo_mhp_6015","","21","","vo_mhp_1007416","1007416114"
"0","6","1007416","0","1","剛、剛才那是什麼啊……","0.5","11","","117631","1007416115"
"","","1007416","","","","","91","","0","1007416116"
"","","1007416","","","0","","22","","0","1007416117"
"","","1007416","","","","","91","","0","1007416118"
"-240","100","1007417","0","-1000","103111","mhp_idle_normal","1","1.7","1","1007417001"
"-200","100","1007417","1","365","117631","mhp_sit_idle","1","1.7","1","1007417002"
"-220","104","1007417","1","185","117531","mhp_sit_idle","1","1.7","1","1007417003"
"0.85","-240","1007417","","-154","1","","31","1","1","1007417004"
"1","173","1007417","","-237","120","","31","0","20","1007417005"
"1","0","1007417","","160","130","","31","0","30","1007417006"
"1","0","1007417","","0","111","","31","0","11","1007417007"
"-220","110","1007417","0","-200","11","NoItem","5","1.7","1","1007417008"
"-220","105","1007417","0","-200","12","NoItem","5","1.7","1","1007417009"
"-220","110","1007417","1","185","21","NoItem","5","1.7","1","1007417010"
"-220","105","1007417","1","185","22","NoItem","5","1.7","1","1007417011"
"0","1","1007417","0","1","1","","6","0","11","1007417012"
"0","1","1007417","0","1","1","","6","0","12","1007417013"
"0","1","1007417","0","1","1","","6","0","21","1007417014"
"0","1","1007417","0","1","1","","6","0","22","1007417015"
"","","1007417","","","","","91","","0","1007417016"
"","1","1007417","","","mhp_sit_talk_normal","","3","0.2","117531","1007417017"
"","0","1007417","","0","vo_mhp_6101","","21","","vo_mhp_1007417","1007417018"
"0","4","1007417","0","1","忍，請進～","0.5","11","0","117531","1007417019"
"","","1007417","","","","","91","","0","1007417020"
"","1","1007417","","","mhp_sit_idle","","3","0.2","117531","1007417021"
"0","1","1007417","","","mhp_walk","","3","0.2","103111","1007417022"
"0","-220","1007417","","4","-200","","2","","103111","1007417023"
"","","1007417","","","","","91","","0","1007417024"
"0","0","1007417","","","mhp_sit_in","","3","0.2","103111","1007417025"
"","","1007417","","","","","91","","0","1007417026"
"0","1","1007417","","","mhp_sit_idle_sad","","3","0.2","103111","1007417027"
"","","1007417","","","","","91","","0","1007417028"
"0","1","1007417","","","mhp_sit_talk_sad","","3","0.2","103111","1007417029"
"","0","1007417","","0","vo_mhp_6102","","21","","vo_mhp_1007417","1007417030"
"0","3","1007417","0","1","打擾了。\n父親前幾天真的是失禮了，\n我是為此來道歉的……","1","11","0","103111","1007417031"
"","","1007417","","","","","91","","0","1007417032"
"0","1","1007417","","","mhp_sit_idle_sad","","3","0.2","103111","1007417033"
"0","1","1007417","","","mhp_sit_talk_normal","","3","0.2","117531","1007417034"
"","0","1007417","","0","vo_mhp_6103","","21","","vo_mhp_1007417","1007417035"
"0","7","1007417","0","1","哎呀，謝謝妳特地過來。\n但妳可以不用放在心上啊。","0.5","11","0","117531","1007417036"
"","","1007417","","","","","91","","0","1007417037"
"0","1","1007417","","","mhp_sit_idle","","3","0.2","117531","1007417038"
"0","1","1007417","","","mhp_sit_talk_wish2","","3","0.2","103111","1007417039"
