e4af8cbd9a081c6f83a9a5c4e6da445707663aae06f8ab740d0082b8334c21a8,adfca8b45739638dad6ef9881c6c8275b6f5c054af919cc3e905f6be45dfeea2,9d399c0a7cae78e90c5c4c583f37e868c84c297a95437f817a56dc18b268e44b,6d9e4e0cc2d4df47a6e4fda63757f3ae7fd1cd79344104e369d4ae209d0c772a,20d0e94cb87a9ab78b896f1f08cbd4cb83b1850e86d6aa7f1a09aeec6e80b786
"1913","9","降低HP吸收","92426010","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1914","13","水屬性獎勵特大幅度提升","92426020","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"1915","boss_def_lower_limit","提升物理防禦力（不可降低）","92426020","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1916","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92426020","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1917","17","賦予TP上升的上限","92426020","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1918","9","降低HP吸收","92426020","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1919","13","水屬性獎勵特大幅度提升","92426030","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"1920","boss_def_lower_limit","提升物理防禦力（不可降低）","92426030","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1921","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92426030","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1922","17","賦予TP上升的上限","92426030","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1923","9","降低HP吸收","92426030","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1924","13","水屬性獎勵特大幅度提升","92426110","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"1925","boss_def_lower_limit","提升物理防禦力（不可降低）","92426110","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1926","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92426110","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1927","boss_tp_down_cut","減少降低TP","92426110","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1928","18","傷害值衰減","92426110","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1929","17","賦予TP上升的上限","92426110","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1930","9","降低HP吸收","92426110","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1931","13","水屬性獎勵特大幅度提升","92426120","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"1932","boss_def_lower_limit","提升物理防禦力（不可降低）","92426120","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1933","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92426120","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1934","boss_tp_down_cut","減少降低TP","92426120","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1935","18","傷害值衰減","92426120","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1936","17","賦予TP上升的上限","92426120","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1937","9","降低HP吸收","92426120","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1938","13","水屬性獎勵特大幅度提升","92426130","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"1939","boss_def_lower_limit","提升物理防禦力（不可降低）","92426130","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1940","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92426130","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1941","boss_tp_down_cut","減少降低TP","92426130","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1942","18","傷害值衰減","92426130","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1943","17","賦予TP上升的上限","92426130","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1944","9","降低HP吸收","92426130","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1945","boss_damage_cut","傷害降低","92426130","戰鬥開始時，所有怪物的傷害為\n減少20％的狀態。"
"1946","13","水屬性獎勵特大幅度提升","92426140","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"1947","boss_def_lower_limit","提升物理防禦力（不可降低）","92426140","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1948","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92426140","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1949","boss_tp_down_cut","減少降低TP","92426140","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1950","18","傷害值衰減","92426140","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1951","17","賦予TP上升的上限","92426140","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1952","9","降低HP吸收","92426140","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1953","boss_damage_cut","傷害降低","92426140","戰鬥開始時，所有怪物的傷害為\n減少20％的狀態。"
"1954","13","水屬性獎勵特大幅度提升","92426210","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"1955","boss_def_lower_limit","提升物理防禦力（不可降低）","92426210","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1956","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92426210","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1957","boss_tp_down_cut","減少降低TP","92426210","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1958","18","傷害值衰減","92426210","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1959","17","賦予TP上升的上限","92426210","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1960","9","降低HP吸收","92426210","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1961","13","水屬性獎勵特大幅度提升","92426220","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"1962","boss_def_lower_limit","提升物理防禦力（不可降低）","92426220","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1963","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92426220","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1964","boss_tp_down_cut","減少降低TP","92426220","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1965","18","傷害值衰減","92426220","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1966","17","賦予TP上升的上限","92426220","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1967","9","降低HP吸收","92426220","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1968","13","水屬性獎勵特大幅度提升","92426230","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"1969","boss_def_lower_limit","提升物理防禦力（不可降低）","92426230","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1970","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92426230","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1971","boss_tp_down_cut","減少降低TP","92426230","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1972","18","傷害值衰減","92426230","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1973","17","賦予TP上升的上限","92426230","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1974","9","降低HP吸收","92426230","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1975","boss_damage_cut","傷害降低","92426230","戰鬥開始時，所有怪物的傷害為\n減少20％的狀態。"
"1976","13","水屬性獎勵特大幅度提升","92426240","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"1977","boss_def_lower_limit","提升物理防禦力（不可降低）","92426240","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1978","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92426240","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1979","boss_tp_down_cut","減少降低TP","92426240","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1980","18","傷害值衰減","92426240","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1981","17","賦予TP上升的上限","92426240","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1982","9","降低HP吸收","92426240","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1983","boss_damage_cut","傷害降低","92426240","戰鬥開始時，所有怪物的傷害為\n減少20％的狀態。"
"1984","13","水屬性獎勵特大幅度提升","92426310","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"1985","boss_def_lower_limit","提升物理防禦力（不可降低）","92426310","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1986","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92426310","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1987","boss_tp_down_cut","減少降低TP","92426310","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1988","18","傷害值衰減","92426310","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1989","17","賦予TP上升的上限","92426310","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1990","9","降低HP吸收","92426310","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1991","13","水屬性獎勵特大幅度提升","92426320","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"1992","boss_def_lower_limit","提升物理防禦力（不可降低）","92426320","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1993","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92426320","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1994","boss_tp_down_cut","減少降低TP","92426320","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
