a50b68f676f42c79b72ddf3a3c0a90c62aeecad93d5fee6b4e628d4b54ab728d,d259048abe7754326f6868e8a44ab32796e8d8b0dee09511d0364b54b695be2f,e000b79c106feb741ee534bd65b8b5815387721bcab59986590f185295dc337a,6352288cef90253608b31ce135c99460f0e1b5f597b1813ed3e4f3e8310b6037,c1be4650687e4c9c22da28e4a30f0412a72a491a5c4cae45fa317b7328a9b62a,7bfcb3ea7cf7e6398956b1d52fb63c78c253ccce8ee90fc6b741cd4b5a41fab6,a63f51bd42e451e09e246f7566382f86405b3749ebf2d41fde709d809295e8bf,4683dc52c6b6ddcec1a9cc7b1d5d3d51c8128ef46d1d9f099e7cdcf9c8f8e0cc,f5a54587fd338b1b17313cc2344db5d2bfcde80ce2e72af7ccad3e7fc346f4cb,48db5331b235ed78d15722423084931cb957f3f8e61c8dcc152dc0001c9f2513,86a3e723074b3c20dd786dc85590dd780b4be442a7a21faf7a2314b7743aa813
"0.8","401307","188","","","36","31","401307","40152","1401520012","0"
"1","401309","-15","","","120","31","401309","40152","1401520013","0"
"1","401310","-15","","","120","31","401310","40152","1401520014","0"
"1","401311","-10","","","120","31","401311","40152","1401520015","0"
"1","401312","-91","","","-42","31","401312","40152","1401520016","0"
"1","401312","-91","","","-42","31","4013122","40152","1401520017","0"
"1","401312","-81","","","-42","31","4013123","40152","1401520018","0"
"1","401313","0","","","0","31","401313","40152","1401520019","0"
"1","401313","0","","","0","31","4013132","40152","1401520020","0"
"1","401313","0","","","0","31","4013133","40152","1401520021","0"
"1","400015","0","","","0","31","401500","40152","1401520022","1"
"","0","","","","","91","0","40152","1401520023",""
"","1","","","","","93","0","40152","1401520024",""
"1","1000001","travel_topdrama_r_4013_touch_loop","","0.3","0","3","travel_topdrama_r_4013_touch_1","40152","1401520025","0.2"
"","se_travel_top","","","","","23","se_travel_top_aruma_01","40152","1401520026",""
"","401309","","","","","32","1","40152","1401520027",""
"","1","","","","","93","0","40152","1401520028",""
"","7","","","","0","3","travel_topdrama_r_4013_danger_1","40152","1401520029","0"
"","1.63","","","","","93","0","40152","1401520030",""
"","se_travel_top","","","","","23","se_travel_top_aruma_04","40152","1401520031",""
"","0.04","","","","","93","0","40152","1401520032",""
"","1000001","","","","1","3","travel_topdrama_r_4013_touch_loop","40152","1401520033","0.3"
"","0.4","","","","","93","0","40152","1401520034",""
"","se_travel_top","","","","","23","se_travel_top_aruma_05","40152","1401520035",""
"","0.83","","","","","93","0","40152","1401520036",""
"0","8","0","","","-195","2","-20","40152","1401520037",""
"","8","","","","0","3","travel_topdrama_r_4013_catch_1","40152","1401520038","0"
"","se_travel_top","","","","","23","se_travel_top_aruma_06","40152","1401520039",""
"0","7","travel_topdrama_r_4013_static","","0.1","0","3","travel_topdrama_r_4013_safe","40152","1401520040","0.1"
"","1000001","","","","0","3","travel_topdrama_r_4013_catch","40152","1401520041","0.1"
"","401313","","","","","32","1","40152","1401520042",""
"","0.66","","","","","93","0","40152","1401520043",""
"","401312","","","","","32","1","40152","1401520044",""
"","se_travel_top","","","","","23","se_travel_top_aruma_07","40152","1401520045",""
"","0.97","","","","","93","0","40152","1401520046",""
"","1000001","","","","","4","1","40152","1401520047",""
"","1000001","","","","1","3","travel_topdrama_r_4013_runaway","40152","1401520048","0"
"","1000002","","","","1","3","travel_topdrama_r_4000_run_normal","40152","1401520049","0.1"
"","1000003","","","","1","3","travel_topdrama_r_4000_run_normal","40152","1401520050","0.1"
"","se_travel_top","","","","","23","se_travel_top_aruma_08","40152","1401520051",""
"0","8","","","","","4","1","40152","1401520052",""
"0","8","2.5","","","-195","2","-1600","40152","1401520053",""
"1","8","","","","1","3","travel_topdrama_r_4013_runaway_1","40152","1401520054","0"
"0","1000001","2.5","","","-195","2","-1600","40152","1401520055",""
"0","1000002","1.4","","","-195","2","-20","40152","1401520056",""
"0","1000003","1.4","","","-140","2","-215","40152","1401520057",""
"","1.4","","","","","93","0","40152","1401520058",""
"","401310","","","","","32","1","40152","1401520059",""
"1","1000002","travel_topdrama_r_4013_touch_loop","","0.3","0","3","travel_topdrama_r_4013_touch_2","40152","1401520060","0.2"
"","1000003","","","","1","3","travel_topdrama_r_4000_idle","40152","1401520061","0.2"
"","1","","","","","93","0","40152","1401520062",""
"","7","","","","0","3","travel_topdrama_r_4013_danger_2","40152","1401520063","0"
"","1.67","","","","","93","0","40152","1401520064",""
"","401304","","","","","32","1","40152","1401520065",""
"","se_travel_top","","","","","23","se_travel_top_aruma_10","40152","1401520066",""
"","0.3","","","","","93","0","40152","1401520067",""
"","1000002","","","","1","3","travel_topdrama_r_4013_touch_loop","40152","1401520068","0.3"
"","0.2","","","","","93","0","40152","1401520069",""
"","se_travel_top","","","","","23","se_travel_top_aruma_05","40152","1401520070",""
"","0.83","","","","","93","0","40152","1401520071",""
"0","8","","","","","4","0","40152","1401520072",""
"0","8","0","","","-195","2","-20","40152","1401520073",""
"","8","","","","0","3","travel_topdrama_r_4013_catch_2","40152","1401520074","0"
"","se_travel_top","","","","","23","se_travel_top_aruma_11","40152","1401520075",""
"0","7","travel_topdrama_r_4013_static","","0.1","0","3","travel_topdrama_r_4013_safe","40152","1401520076","0.1"
"1","1000002","travel_topdrama_r_4013_runaway","","0","0","3","travel_topdrama_r_4013_catch","40152","1401520077","0.1"
"","4013132","","","","","32","1","40152","1401520078",""
"","0.66","","","","","93","0","40152","1401520079",""
"","4013122","","","","","32","1","40152","1401520080",""
"","se_travel_top","","","","","23","se_travel_top_aruma_12","40152","1401520081",""
"","0.97","","","","","93","0","40152","1401520082",""
"","1000002","","","","","4","1","40152","1401520083",""
"","1000002","","","","1","3","travel_topdrama_r_4013_runaway","40152","1401520084","0"
"","1000003","","","","1","3","travel_topdrama_r_4000_run_normal","40152","1401520085","0.1"
"","se_travel_top","","","","","23","se_travel_top_aruma_08","40152","1401520086",""
"0","8","","","","","4","1","40152","1401520087",""
"0","8","2.5","","","-195","2","-1600","40152","1401520088",""
"","8","","","","1","3","travel_topdrama_r_4013_runaway_2","40152","1401520089","0"
"0","1000002","2.5","","","-195","2","-1600","40152","1401520090",""
"0","1000003","1.4","","","-195","2","-20","40152","1401520091",""
"","1.4","","","","","93","0","40152","1401520092",""
"1","1000003","travel_topdrama_r_4013_touch_loop","","0.3","0","3","travel_topdrama_r_4013_touch_3","40152","1401520093","0.2"
"","401311","","","","","32","1","40152","1401520094",""
"","1","","","","","93","0","40152","1401520095",""
"","7","","","","0","3","travel_topdrama_r_4013_danger_3_in","40152","1401520096","0"
"","2.16","","","","","93","0","40152","1401520097",""
"","4013042","","","","","32","1","40152","1401520098",""
"","0.54","","","","","93","0","40152","1401520099",""
"","1000003","","","","1","3","travel_topdrama_r_4013_touch_loop","40152","1401520100","0.3"
"","1.07","","","","","93","0","40152","1401520101",""
"1","7","travel_topdrama_r_4013_static","","0.1","0","3","travel_topdrama_r_4013_danger_3_safe","40152","1401520102","0.1"
"","401315","","","","","32","1","40152","1401520103",""
"","se_travel_top","","","","","23","se_travel_top_aruma_15","40152","1401520104",""
"","0.83","","","","","93","0","40152","1401520105",""
"","401316","","","","","32","1","40152","1401520106",""
"","1.2","","","","","93","0","40152","1401520107",""
"0","8","","","","","4","0","40152","1401520108",""
"0","8","0","","","-195","2","-20","40152","1401520109",""
"","8","","","","0","3","travel_topdrama_r_4013_catch_3","40152","1401520110","0"
"","se_travel_top","","","","","23","se_travel_top_aruma_16","40152","1401520111",""
"","4013133","","","","","32","1","40152","1401520112",""
"1","1000003","travel_topdrama_r_4013_runaway","","0","0","3","travel_topdrama_r_4013_catch","40152","1401520113","0.1"
"","0.66","","","","","93","0","40152","1401520114",""
"","4013123","","","","","32","1","40152","1401520115",""
"","se_travel_top","","","","","23","se_travel_top_aruma_17","40152","1401520116",""
"","0.97","","","","","93","0","40152","1401520117",""
"","1000003","","","","","4","1","40152","1401520118",""
"","1000003","","","","1","3","travel_topdrama_r_4013_runaway","40152","1401520119","0"
"","se_travel_top","","","","","23","se_travel_top_aruma_08","40152","1401520120",""
"0","8","","","","","4","1","40152","1401520121",""
"0","8","2.5","","","-195","2","-1600","40152","1401520122",""
"","8","","","","1","3","travel_topdrama_r_4013_runaway_3","40152","1401520123","0"
"0","1000003","2.5","","","-195","2","-1600","40152","1401520124",""
"","1","","","","","93","0","40152","1401520125",""
"","0","","","","","111","","40152","1401520126",""
"","0","","","","","91","","40152","1401520127",""
"1","401600","0","","","0","31","401600","40161","1401610001","1"
"-77","0","0","normal","0","110","5","0","40161","1401610002","1"
"","0","","","","","91","0","40161","1401610003",""
"-184","1","-134","travel_topdrama_r_4016_look_in","0","50","1","1000001","40162","1401620001","1.75"
"-184","1","134","travel_topdrama_r_4016_look_in","1","55","1","1000002","40162","1401620002","1.75"
"-310","19","-7","static","0","30","5","401699","40162","1401620003","1"
"-310","26","-7","empty","0","70","5","401698","40162","1401620004","1"
"1","401601","0","","","0","31","401601","40162","1401620005","1"
"1","401602","0","","","0","31","401602","40162","1401620006","1"
"1","401603","0","","","0","31","401603","40162","1401620007","0"
"1","401605","0","","","0","31","401605","40162","1401620008","0"
"1","401606","0","","","0","31","401606","40162","1401620009","0"
"1","401607","0","","","0","31","401607","40162","1401620010","0"
"1","401608","0","","","0","31","401608","40162","1401620011","0"
"1","401609","0","","","0","31","401609","40162","1401620012","0"
"1","400016","0","","","0","31","400016","40162","1401620013","0"
"1","401620","0","","","0","31","401620","40162","1401620014","1"
"","0","","","","","91","","40162","1401620015",""
"","400016","","","","","32","1","40162","1401620016",""
"","401603","","","","","32","1","40162","1401620017",""
"","401606","","","","","32","1","40162","1401620018",""
"","1000001","","","","0","3","travel_topdrama_r_4016_look_out","40162","1401620019","0"
"","1000002","","","","0","3","travel_topdrama_r_4016_look_out","40162","1401620020","0"
"","401699","","","","0","3","start","40162","1401620021","0"
"","1.7","","","","","93","0","40162","1401620022",""
"0","1000002","travel_topdrama_r_4016_jump_surprise","","0","0","3","travel_topdrama_r_4016_hop_R","40162","1401620023","0.2"
"","1401620019","","","","","91","","40162","1401620024",""
"1","1000001","travel_topdrama_r_4016_jump_normal","","0","0","3","travel_topdrama_r_4016_hop_L","40162","1401620025","0.2"
"","1401620021","","","","","91","","40162","1401620026",""
"","401699","","","","1","3","bound","40162","1401620027","0"
"","1401620023","","","","","91","","40162","1401620028",""
"","1000002","","","","1","3","travel_topdrama_r_4016_jump_normal","40162","1401620029","0.2"
"","401699","","","","1","3","bound","40162","1401620030","0.2"
"","4.6","","","","","93","0","40162","1401620031",""
"1","401699","idle","","0","0","3","jump","40162","1401620032","0"
"","401698","","","","0","3","rock_1","40162","1401620033","0"
"","10","","","","0.3","122","10","40162","1401620034",""
"","401607","","","","","32","1","40162","1401620035",""
"","se_travel_top","","","","0","23","se_travel_top_mandragora_06","40162","1401620036",""
"","1000001","","","","0","3","travel_topdrama_r_4016_bounce_normal_L","40162","1401620037","0"
"","0.2","","","","","93","0","40162","1401620038",""
"","1000002","","","","0","3","travel_topdrama_r_4016_bounce_normal_R","40162","1401620039","0"
"","401605","","","","","32","1","40162","1401620040",""
"","0.7","","","","","93","0","40162","1401620041",""
"","10","","","","0.3","122","10","40162","1401620042",""
"","se_travel_top","","","","0","23","se_travel_top_mandragora_07","40162","1401620043",""
"","se_travel_top","","","","0","23","se_travel_top_mandragora_08","40162","1401620044",""
"","1401620037","","","","","91","0","40162","1401620045",""
"","1000001","","","","0","3","travel_topdrama_r_4016_run","40162","1401620046","0"
"","1000002","","","","0","3","travel_topdrama_r_4016_run","40162","1401620047","0"
"","401608","","","","","32","1","40162","1401620048",""
"","401609","","","","","32","1","40162","1401620049",""
"","2.13","","","","","93","0","40162","1401620050",""
"","","","","","","111","","40162","1401620051",""
"","0","","","","","91","","40162","1401620052",""
"1","401700","0","","","0","31","401700","40171","1401710001","1"
"-77","0","0","normal","0","110","5","0","40171","1401710002","1"
"","0","","","","","91","0","40171","1401710003",""
"-184","1","-134","travel_topdrama_r_4016_look_in","0","50","1","1000001","40172","1401720001","1.75"
"-184","1","134","travel_topdrama_r_4016_look_in","1","55","1","1000002","40172","1401720002","1.75"
"-310","19","-7","static","0","30","5","401799","40172","1401720003","1"
"1","401701","0","","","0","31","401701","40172","1401720004","1"
"1","401702","0","","","0","31","401702","40172","1401720005","1"
"1","401703","0","","","0","31","401703","40172","1401720006","0"
"1","401705","0","","","0","31","401705","40172","1401720007","0"
"1","401706","0","","","0","31","401706","40172","1401720008","0"
"1","401707","0","","","0","31","401707","40172","1401720009","0"
"1","401708","0","","","0","31","401708","40172","1401720010","0"
"1","400017","0","","","0","31","400017","40172","1401720011","0"
"1","401720","0","","","0","31","401720","40172","1401720012","1"
"","0","","","","","91","","40172","1401720013",""
"","400017","","","","","32","1","40172","1401720014",""
"","401703","","","","","32","1","40172","1401720015",""
"","401706","","","","","32","1","40172","1401720016",""
"","1000001","","","","0","3","travel_topdrama_r_4016_look_out","40172","1401720017","0"
"","1000002","","","","0","3","travel_topdrama_r_4016_look_out","40172","1401720018","0"
"","401799","","","","0","3","start","40172","1401720019","0"
"","1.7","","","","","93","0","40172","1401720020",""
"0","1000002","travel_topdrama_r_4016_jump_surprise","","0","0","3","travel_topdrama_r_4016_hop_R","40172","1401720021","0.2"
"","1401720017","","","","","91","","40172","1401720022",""
"1","1000001","travel_topdrama_r_4016_jump_normal","","0","0","3","travel_topdrama_r_4016_hop_L","40172","1401720023","0.2"
"","1401720019","","","","","91","","40172","1401720024",""
"","401799","","","","1","3","bound","40172","1401720025","0"
"","1401720021","","","","","91","","40172","1401720026",""
"","1000002","","","","1","3","travel_topdrama_r_4016_jump_normal","40172","1401720027","0.2"
"","401799","","","","1","3","bound2","40172","1401720028","0.2"
"","2.5","","","","","93","0","40172","1401720029",""
"","401707","","","","","32","1","40172","1401720030",""
"","1.4","","","","","93","0","40172","1401720031",""
"1","1000002","travel_topdrama_r_4016_jump_dreamy_loop","","0","0","3","travel_topdrama_r_4016_jump_dreamy_in","40172","1401720032","0.1"
"","401799","","","","1","3","bound2","40172","1401720033","0.2"
"","0.66","","","","","93","0","40172","1401720034",""
"1","1000001","travel_topdrama_r_4016_jump_dreamy_loop","","0","0","3","travel_topdrama_r_4016_jump_dreamy_in","40172","1401720035","0.1"
