72625129ea11657994e8d11f16bdbd159e8a13eae70155dd769fe8fce144438d,b2ae4d7098119bfd4e36fc3255b69bcf664711e2b01247f9ab360ca2d969f5de,3dda1c71e5be1cf544b8e382147dff300fb1d06fff6fb53748f51a55f088110a,c9ac7843f52725fed3f178053f11fbcd56ef0510f6cbe998829836c34b3d8176,57c76ea00df9b8c79acfa73d85f54c5b074350f2ee579a14256750d329d25073
"500104306","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","85001043","9"
"500104401","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001044","16"
"500104402","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001044","11"
"500104403","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001044","17"
"500104404","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001044","boss_def_lower_limit"
"500104405","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001044","boss_magic_def_lower_limit"
"500104406","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","85001044","9"
"500104501","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001045","16"
"500104502","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001045","11"
"500104503","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001045","17"
"500104504","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001045","boss_def_lower_limit"
"500104505","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001045","boss_magic_def_lower_limit"
"500104506","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","85001045","9"
"500104601","危險領域","戰鬥中，發動「傷害降低」、「提升詛咒、咒術持續傷害」效果。","85001046","25"
"500104602","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001046","16"
"500104603","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001046","11"
"500104604","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001046","17"
"500104605","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001046","boss_def_lower_limit"
"500104606","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001046","boss_magic_def_lower_limit"
"500104607","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","85001046","9"
"500104608","傷害降低","戰鬥開始時，所有怪物的傷害為減少50%的狀態","85001046","boss_damage_cut"
"500104609","提升詛咒、咒術持續傷害","戰鬥開始時，提升所有怪物受到的詛咒、咒術狀態所造成的持續傷害。","85001046","19"
"500104701","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001047","16"
"500104702","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001047","11"
"500104703","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001047","17"
"500104704","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001047","boss_def_lower_limit"
"500104705","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001047","boss_magic_def_lower_limit"
"500104706","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","85001047","9"
"500104801","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001048","16"
"500104802","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001048","11"
"500104803","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001048","17"
"500104804","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001048","boss_def_lower_limit"
"500104805","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001048","boss_magic_def_lower_limit"
"500104806","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","85001048","9"
"500104901","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001049","16"
"500104902","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001049","11"
"500104903","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001049","17"
"500104904","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001049","boss_def_lower_limit"
"500104905","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001049","boss_magic_def_lower_limit"
"500104906","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","85001049","9"
"500105001","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001050","16"
"500105002","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001050","11"
"500105003","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001050","17"
"500105004","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001050","boss_def_lower_limit"
"500105005","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001050","boss_magic_def_lower_limit"
"500105006","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","85001050","9"
"500105007","減少TP下降","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","85001050","boss_tp_down_cut"
"500105008","TP恢復","戰鬥開始時，特大幅度恢復所有怪物的TP。","85001050","energy_recover"
"500105101","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001051","16"
"500105102","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001051","11"
"500105103","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001051","17"
"500105104","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001051","boss_def_lower_limit"
"500105105","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001051","boss_magic_def_lower_limit"
"500105106","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","85001051","9"
"500105201","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001052","16"
"500105202","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001052","11"
"500105203","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001052","17"
"500105204","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001052","boss_def_lower_limit"
"500105205","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001052","boss_magic_def_lower_limit"
"500105206","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","85001052","9"
"500105301","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001053","16"
"500105302","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001053","11"
"500105303","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001053","17"
"500105304","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001053","boss_def_lower_limit"
"500105305","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001053","boss_magic_def_lower_limit"
"500105306","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","85001053","9"
"500105401","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001054","16"
"500105402","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001054","11"
"500105403","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001054","17"
"500105404","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001054","boss_def_lower_limit"
"500105405","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001054","boss_magic_def_lower_limit"
"500105406","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","85001054","9"
